------Generation 0------
Rule  1: bb71897447, Class:  1, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 74: 2117d6217b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b4b429b127, Class:  1, CF:0.974713, Len: 10, Fitness_tra: 0
Rule 76: b11711274b, Class:  1, CF:0.970934, Len: 10, Fitness_tra: 0
Rule 77: 4b4bc1b721, Class:  1, CF:0.98776, Len: 10, Fitness_tra: 0
Rule 78: b21b29bb4b, Class:  1, CF:0.468245, Len: 10, Fitness_tra: 0
Rule 79: 114b13b227, Class:  1, CF:0.990036, Len: 10, Fitness_tra: 0
Rule 80: 21115d1221, Class:  1, CF:0.99888, Len: 10, Fitness_tra: 0
Rule 81: 177b837242, Class:  1, CF:0.994331, Len: 10, Fitness_tra: 0
Rule 82: 1c1b2617bb, Class:  0, CF:0.999958, Len: 10, Fitness_tra: 0
Rule 83: 184b131122, Class:  1, CF:0.754745, Len: 10, Fitness_tra: 0
Rule 84: 4211534b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 7547291712, Class:  0, CF:0.274144, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1712d9b124, Class:  1, CF:0.898057, Len: 10, Fitness_tra: 0
Rule 88: 212111414b, Class:  1, CF:0.981791, Len: 10, Fitness_tra: 0
Rule 89: 11125d1181, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 4111d11882, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 2f74157744, Class:  1, CF:0.999931, Len: 10, Fitness_tra: 0
Rule 92: bc11d512b2, Class:  1, CF:0.881466, Len: 10, Fitness_tra: 0
Rule 93: b1148e4721, Class:  1, CF:0.971482, Len: 10, Fitness_tra: 0
Rule 94: 4177991822, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 2717d324b4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 7242257722, Class:  1, CF:0.981127, Len: 10, Fitness_tra: 0
Rule 97: 221453b22b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 4774c3b71b, Class:  1, CF:0.984348, Len: 10, Fitness_tra: 0
Rule 99: 721125b2b1, Class:  1, CF:0.973358, Len: 10, Fitness_tra: 0
Rule100: 7171c1b244, Class:  1, CF:0.999122, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:0.26536
------Result------
Miss_rate(tra)	:0.26536
Miss_rate(tst)	:0.365631
ARL				:9.78889

------Generation 8------
Rule  1: bb71897447, Class:  1, CF:0.999981, Len: 10, Fitness_tra: 0
Rule  2: bd27411772, Class:  1, CF:0.765796, Len: 10, Fitness_tra: 0
Rule  3: 4117364414, Class:  0, CF:0.205762, Len: 10, Fitness_tra: 0
Rule  4: 427155b112, Class:  1, CF:0.99023, Len: 10, Fitness_tra: 0
Rule  5: 24711e7222, Class:  1, CF:0.999841, Len: 10, Fitness_tra: 0
Rule  6: b17b15b141, Class:  1, CF:0.980957, Len: 10, Fitness_tra: 0
Rule  7: 15828db111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  8: 2bb4834471, Class:  1, CF:0.976771, Len: 10, Fitness_tra: 0
Rule  9: 117b511721, Class:  1, CF:0.952349, Len: 10, Fitness_tra: 0
Rule 10: c221ee4521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: b44413b17b, Class:  1, CF:0.747419, Len: 10, Fitness_tra: 0
Rule 12: 1211d6415d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 241b517121, Class:  1, CF:0.919557, Len: 10, Fitness_tra: 0
Rule 14: 2212161411, Class:  0, CF:0.968311, Len: 10, Fitness_tra: 1
Rule 15: 2cbb8e7c12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 7211c3b214, Class:  1, CF:0.997981, Len: 10, Fitness_tra: 0
Rule 17: 271bff7717, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: 7c242e2b27, Class:  1, CF:0.339312, Len: 10, Fitness_tra: 0
Rule 19: 1c1133411c, Class:  1, CF:0.976424, Len: 10, Fitness_tra: 0
Rule 20: 1122531111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 21b41d4774, Class:  1, CF:0.981895, Len: 10, Fitness_tra: 0
Rule 22: 2a44b1b442, Class:  1, CF:0.99991, Len: 10, Fitness_tra: 0
Rule 23: 121719b24b, Class:  1, CF:0.700057, Len: 10, Fitness_tra: 0
Rule 24: 7212311172, Class:  0, CF:0.268173, Len: 10, Fitness_tra: 0
Rule 25: 712481b412, Class:  1, CF:0.996063, Len: 10, Fitness_tra: 0
Rule 26: 14711a7744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 7b4b16217b, Class:  1, CF:0.499958, Len: 10, Fitness_tra: 0
Rule 28: 1b1453724b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: 47b4df224b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 44178317b2, Class:  1, CF:0.97498, Len: 10, Fitness_tra: 0
Rule 31: b24221b122, Class:  1, CF:0.996219, Len: 10, Fitness_tra: 0
Rule 32: 4172891221, Class:  1, CF:0.995336, Len: 10, Fitness_tra: 0
Rule 33: b472df1471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 44411e4517, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 41bb112147, Class:  1, CF:0.974441, Len: 10, Fitness_tra: 0
Rule 36: 1121c1211b, Class:  1, CF:0.990667, Len: 10, Fitness_tra: 0
Rule 37: 21b22f717b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 21275e4511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 43d758b638, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7717c1227b, Class:  1, CF:0.989154, Len: 10, Fitness_tra: 0
Rule 41: b4475fb121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21b716bbb2, Class:  0, CF:0.204153, Len: 10, Fitness_tra: 0
Rule 43: 71711e2747, Class:  1, CF:0.999681, Len: 10, Fitness_tra: 0
Rule 44: 1121e322c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 791111b212, Class:  1, CF:0.995491, Len: 10, Fitness_tra: 0
Rule 46: 7cb11674b7, Class:  0, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 47: 1211124217, Class:  1, CF:0.967923, Len: 10, Fitness_tra: 0
Rule 48: b8bb8db41b, Class:  1, CF:0.952711, Len: 10, Fitness_tra: 0
Rule 49: 241115b181, Class:  1, CF:0.998977, Len: 10, Fitness_tra: 0
Rule 50: 1417281bb7, Class:  1, CF:0.0967787, Len: 10, Fitness_tra: 0
Rule 51: bb4151b77b, Class:  1, CF:0.999815, Len: 10, Fitness_tra: 0
Rule 52: 8817567512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7c1b252714, Class:  1, CF:0.49364, Len: 10, Fitness_tra: 0
Rule 54: bc118e7b14, Class:  1, CF:0.709158, Len: 10, Fitness_tra: 0
Rule 55: b211214727, Class:  1, CF:0.991245, Len: 10, Fitness_tra: 0
Rule 56: 4c21817277, Class:  1, CF:0.995009, Len: 10, Fitness_tra: 0
Rule 57: 122283771b, Class:  1, CF:0.961791, Len: 10, Fitness_tra: 0
Rule 58: b47b5617bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 227483717b, Class:  1, CF:0.979834, Len: 10, Fitness_tra: 0
Rule 60: 1111112932, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 1154211111, Class:  1, CF:0.999638, Len: 10, Fitness_tra: 0
Rule 62: 724711bb21, Class:  1, CF:0.845684, Len: 10, Fitness_tra: 0
Rule 63: 7221517122, Class:  1, CF:0.999511, Len: 10, Fitness_tra: 0
Rule 64: 0000020000, Class:  0, CF:0.0940714, Len:  1, Fitness_tra: -1
Rule 65: 1242887414, Class:  1, CF:0.95292, Len: 10, Fitness_tra: 0
Rule 66: 21215e4b47, Class:  1, CF:0.994125, Len: 10, Fitness_tra: 0
Rule 67: 421b167121, Class:  0, CF:0.754077, Len: 10, Fitness_tra: 0
Rule 68: 47b721127b, Class:  1, CF:0.981331, Len: 10, Fitness_tra: 0
Rule 69: b221d9bb21, Class:  1, CF:0.985838, Len: 10, Fitness_tra: 0
Rule 70: b14219bb4b, Class:  1, CF:0.977054, Len: 10, Fitness_tra: 0
Rule 71: 1177d54121, Class:  1, CF:0.890856, Len: 10, Fitness_tra: 0
Rule 72: 4f4275112b, Class:  1, CF:0.996415, Len: 10, Fitness_tra: 0
Rule 73: 714219144b, Class:  1, CF:0.986435, Len: 10, Fitness_tra: 0
Rule 74: 2117d6217b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b4b429b127, Class:  1, CF:0.974713, Len: 10, Fitness_tra: 0
Rule 76: b11711274b, Class:  1, CF:0.970934, Len: 10, Fitness_tra: 0
Rule 77: 4b4bc1b721, Class:  1, CF:0.98776, Len: 10, Fitness_tra: 0
Rule 78: b21b29bb4b, Class:  1, CF:0.468245, Len: 10, Fitness_tra: 0
Rule 79: 114b13b227, Class:  1, CF:0.990036, Len: 10, Fitness_tra: 0
Rule 80: 21115d1221, Class:  1, CF:0.99888, Len: 10, Fitness_tra: 0
Rule 81: 177b837242, Class:  1, CF:0.994331, Len: 10, Fitness_tra: 0
Rule 82: 1c1b2617bb, Class:  0, CF:0.999958, Len: 10, Fitness_tra: 0
Rule 83: 184b131122, Class:  1, CF:0.754745, Len: 10, Fitness_tra: 0
Rule 84: 4211534b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 7547291712, Class:  0, CF:0.274144, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1712d9b124, Class:  1, CF:0.898057, Len: 10, Fitness_tra: 0
Rule 88: 212111414b, Class:  1, CF:0.981791, Len: 10, Fitness_tra: 0
Rule 89: 11125d1181, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 4111d11882, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 2f74157744, Class:  1, CF:0.999931, Len: 10, Fitness_tra: 0
Rule 92: bc11d512b2, Class:  1, CF:0.881466, Len: 10, Fitness_tra: 0
Rule 93: b1148e4721, Class:  1, CF:0.971482, Len: 10, Fitness_tra: 0
Rule 94: 4177991822, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 2717d324b4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 7242257722, Class:  1, CF:0.981127, Len: 10, Fitness_tra: 0
Rule 97: 221453b22b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 4774c3b71b, Class:  1, CF:0.984348, Len: 10, Fitness_tra: 0
Rule 99: 721125b2b1, Class:  1, CF:0.973358, Len: 10, Fitness_tra: 0
Rule100: 7171c1b244, Class:  1, CF:0.999122, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:0.26536
------Result------
Miss_rate(tra)	:0.26536
Miss_rate(tst)	:0.365631
ARL				:9.78889

------Generation 9------
Rule  1: bb71897447, Class:  1, CF:0.999981, Len: 10, Fitness_tra: 0
Rule  2: bd27411772, Class:  1, CF:0.765796, Len: 10, Fitness_tra: 0
Rule  3: 4117364414, Class:  0, CF:0.205762, Len: 10, Fitness_tra: 0
Rule  4: 427155b112, Class:  1, CF:0.99023, Len: 10, Fitness_tra: 0
Rule  5: 24711e7222, Class:  1, CF:0.999841, Len: 10, Fitness_tra: 0
Rule  6: b17b15b141, Class:  1, CF:0.980957, Len: 10, Fitness_tra: 0
Rule  7: 15828db111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  8: 2bb4834471, Class:  1, CF:0.976771, Len: 10, Fitness_tra: 0
Rule  9: 117b511721, Class:  1, CF:0.952349, Len: 10, Fitness_tra: 0
Rule 10: c221ee4521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: b44413b17b, Class:  1, CF:0.747419, Len: 10, Fitness_tra: 0
Rule 12: 1211d6415d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 241b517121, Class:  1, CF:0.919557, Len: 10, Fitness_tra: 0
Rule 14: 2212161411, Class:  0, CF:0.968311, Len: 10, Fitness_tra: 1
Rule 15: 2cbb8e7c12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 7211c3b214, Class:  1, CF:0.997981, Len: 10, Fitness_tra: 0
Rule 17: 271bff7717, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: 7c242e2b27, Class:  1, CF:0.339312, Len: 10, Fitness_tra: 0
Rule 19: 1c1133411c, Class:  1, CF:0.976424, Len: 10, Fitness_tra: 0
Rule 20: 1122531111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 21b41d4774, Class:  1, CF:0.981895, Len: 10, Fitness_tra: 0
Rule 22: 2a44b1b442, Class:  1, CF:0.99991, Len: 10, Fitness_tra: 0
Rule 23: 121719b24b, Class:  1, CF:0.700057, Len: 10, Fitness_tra: 0
Rule 24: 7212311172, Class:  0, CF:0.268173, Len: 10, Fitness_tra: 0
Rule 25: 712481b412, Class:  1, CF:0.996063, Len: 10, Fitness_tra: 0
Rule 26: 14711a7744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 7b4b16217b, Class:  1, CF:0.499958, Len: 10, Fitness_tra: 0
Rule 28: 1b1453724b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: 47b4df224b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 44178317b2, Class:  1, CF:0.97498, Len: 10, Fitness_tra: 0
Rule 31: b24221b122, Class:  1, CF:0.996219, Len: 10, Fitness_tra: 0
Rule 32: 4172891221, Class:  1, CF:0.995336, Len: 10, Fitness_tra: 0
Rule 33: b472df1471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 44411e4517, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 41bb112147, Class:  1, CF:0.974441, Len: 10, Fitness_tra: 0
Rule 36: 1121c1211b, Class:  1, CF:0.990667, Len: 10, Fitness_tra: 0
Rule 37: 21b22f717b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 21275e4511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 43d758b638, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7717c1227b, Class:  1, CF:0.989154, Len: 10, Fitness_tra: 0
Rule 41: b4475fb121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21b716bbb2, Class:  0, CF:0.204153, Len: 10, Fitness_tra: 0
Rule 43: 71711e2747, Class:  1, CF:0.999681, Len: 10, Fitness_tra: 0
Rule 44: 1121e322c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 791111b212, Class:  1, CF:0.995491, Len: 10, Fitness_tra: 0
Rule 46: 7cb11674b7, Class:  0, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 47: 1211124217, Class:  1, CF:0.967923, Len: 10, Fitness_tra: 0
Rule 48: b8bb8db41b, Class:  1, CF:0.952711, Len: 10, Fitness_tra: 0
Rule 49: 241115b181, Class:  1, CF:0.998977, Len: 10, Fitness_tra: 0
Rule 50: 1417281bb7, Class:  1, CF:0.0967787, Len: 10, Fitness_tra: 0
Rule 51: bb4151b77b, Class:  1, CF:0.999815, Len: 10, Fitness_tra: 0
Rule 52: 8817567512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7c1b252714, Class:  1, CF:0.49364, Len: 10, Fitness_tra: 0
Rule 54: bc118e7b14, Class:  1, CF:0.709158, Len: 10, Fitness_tra: 0
Rule 55: b211214727, Class:  1, CF:0.991245, Len: 10, Fitness_tra: 0
Rule 56: 4c21817277, Class:  1, CF:0.995009, Len: 10, Fitness_tra: 0
Rule 57: 122283771b, Class:  1, CF:0.961791, Len: 10, Fitness_tra: 0
Rule 58: b47b5617bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 227483717b, Class:  1, CF:0.979834, Len: 10, Fitness_tra: 0
Rule 60: 1111112932, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 1154211111, Class:  1, CF:0.999638, Len: 10, Fitness_tra: 0
Rule 62: 724711bb21, Class:  1, CF:0.845684, Len: 10, Fitness_tra: 0
Rule 63: 7221517122, Class:  1, CF:0.999511, Len: 10, Fitness_tra: 0
Rule 64: 0000020000, Class:  0, CF:0.0940714, Len:  1, Fitness_tra: -1
Rule 65: 1242887414, Class:  1, CF:0.95292, Len: 10, Fitness_tra: 0
Rule 66: 21215e4b47, Class:  1, CF:0.994125, Len: 10, Fitness_tra: 0
Rule 67: 421b167121, Class:  0, CF:0.754077, Len: 10, Fitness_tra: 0
Rule 68: 47b721127b, Class:  1, CF:0.981331, Len: 10, Fitness_tra: 0
Rule 69: b221d9bb21, Class:  1, CF:0.985838, Len: 10, Fitness_tra: 0
Rule 70: b14219bb4b, Class:  1, CF:0.977054, Len: 10, Fitness_tra: 0
Rule 71: 1177d54121, Class:  1, CF:0.890856, Len: 10, Fitness_tra: 0
Rule 72: 4f4275112b, Class:  1, CF:0.996415, Len: 10, Fitness_tra: 0
Rule 73: 714219144b, Class:  1, CF:0.986435, Len: 10, Fitness_tra: 0
Rule 74: 2117d6217b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b4b429b127, Class:  1, CF:0.974713, Len: 10, Fitness_tra: 0
Rule 76: b11711274b, Class:  1, CF:0.970934, Len: 10, Fitness_tra: 0
Rule 77: 4b4bc1b721, Class:  1, CF:0.98776, Len: 10, Fitness_tra: 0
Rule 78: b21b29bb4b, Class:  1, CF:0.468245, Len: 10, Fitness_tra: 0
Rule 79: 114b13b227, Class:  1, CF:0.990036, Len: 10, Fitness_tra: 0
Rule 80: 21115d1221, Class:  1, CF:0.99888, Len: 10, Fitness_tra: 0
Rule 81: 177b837242, Class:  1, CF:0.994331, Len: 10, Fitness_tra: 0
Rule 82: 1c1b2617bb, Class:  0, CF:0.999958, Len: 10, Fitness_tra: 0
Rule 83: 184b131122, Class:  1, CF:0.754745, Len: 10, Fitness_tra: 0
Rule 84: 4211534b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 7547291712, Class:  0, CF:0.274144, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1712d9b124, Class:  1, CF:0.898057, Len: 10, Fitness_tra: 0
Rule 88: 212111414b, Class:  1, CF:0.981791, Len: 10, Fitness_tra: 0
Rule 89: 11125d1181, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 4111d11882, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 2f74157744, Class:  1, CF:0.999931, Len: 10, Fitness_tra: 0
Rule 92: bc11d512b2, Class:  1, CF:0.881466, Len: 10, Fitness_tra: 0
Rule 93: b1148e4721, Class:  1, CF:0.971482, Len: 10, Fitness_tra: 0
Rule 94: 4177991822, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 2717d324b4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 7242257722, Class:  1, CF:0.981127, Len: 10, Fitness_tra: 0
Rule 97: 221453b22b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 4774c3b71b, Class:  1, CF:0.984348, Len: 10, Fitness_tra: 0
Rule 99: 721125b2b1, Class:  1, CF:0.973358, Len: 10, Fitness_tra: 0
Rule100: 7171c1b244, Class:  1, CF:0.999122, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:0.26536
------Result------
Miss_rate(tra)	:0.26536
Miss_rate(tst)	:0.365631
ARL				:9.78889

------Generation 10------
Rule  1: bb71897447, Class:  1, CF:0.999981, Len: 10, Fitness_tra: 0
Rule  2: bd27411772, Class:  1, CF:0.765796, Len: 10, Fitness_tra: 0
Rule  3: 4117364414, Class:  0, CF:0.205762, Len: 10, Fitness_tra: 0
Rule  4: 427155b112, Class:  1, CF:0.99023, Len: 10, Fitness_tra: 0
Rule  5: 24711e7222, Class:  1, CF:0.999841, Len: 10, Fitness_tra: 0
Rule  6: b17b15b141, Class:  1, CF:0.980957, Len: 10, Fitness_tra: 0
Rule  7: 15828db111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  8: 2bb4834471, Class:  1, CF:0.976771, Len: 10, Fitness_tra: 0
Rule  9: 117b511721, Class:  1, CF:0.952349, Len: 10, Fitness_tra: 0
Rule 10: c221ee4521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: b44413b17b, Class:  1, CF:0.747419, Len: 10, Fitness_tra: 0
Rule 12: 1211d6415d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 241b517121, Class:  1, CF:0.919557, Len: 10, Fitness_tra: 0
Rule 14: 2212161411, Class:  0, CF:0.968311, Len: 10, Fitness_tra: 1
Rule 15: 2cbb8e7c12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 7211c3b214, Class:  1, CF:0.997981, Len: 10, Fitness_tra: 0
Rule 17: 271bff7717, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: 7c242e2b27, Class:  1, CF:0.339312, Len: 10, Fitness_tra: 0
Rule 19: 1c1133411c, Class:  1, CF:0.976424, Len: 10, Fitness_tra: 0
Rule 20: 1122531111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 21b41d4774, Class:  1, CF:0.981895, Len: 10, Fitness_tra: 0
Rule 22: 2a44b1b442, Class:  1, CF:0.99991, Len: 10, Fitness_tra: 0
Rule 23: 121719b24b, Class:  1, CF:0.700057, Len: 10, Fitness_tra: 0
Rule 24: 7212311172, Class:  0, CF:0.268173, Len: 10, Fitness_tra: 0
Rule 25: 712481b412, Class:  1, CF:0.996063, Len: 10, Fitness_tra: 0
Rule 26: 14711a7744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 7b4b16217b, Class:  1, CF:0.499958, Len: 10, Fitness_tra: 0
Rule 28: 1b1453724b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: 47b4df224b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 44178317b2, Class:  1, CF:0.97498, Len: 10, Fitness_tra: 0
Rule 31: b24221b122, Class:  1, CF:0.996219, Len: 10, Fitness_tra: 0
Rule 32: 4172891221, Class:  1, CF:0.995336, Len: 10, Fitness_tra: 0
Rule 33: b472df1471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 44411e4517, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 41bb112147, Class:  1, CF:0.974441, Len: 10, Fitness_tra: 0
Rule 36: 1121c1211b, Class:  1, CF:0.990667, Len: 10, Fitness_tra: 0
Rule 37: 21b22f717b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 21275e4511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 43d758b638, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7717c1227b, Class:  1, CF:0.989154, Len: 10, Fitness_tra: 0
Rule 41: b4475fb121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21b716bbb2, Class:  0, CF:0.204153, Len: 10, Fitness_tra: 0
Rule 43: 71711e2747, Class:  1, CF:0.999681, Len: 10, Fitness_tra: 0
Rule 44: 1121e322c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 791111b212, Class:  1, CF:0.995491, Len: 10, Fitness_tra: 0
Rule 46: 7cb11674b7, Class:  0, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 47: 1211124217, Class:  1, CF:0.967923, Len: 10, Fitness_tra: 0
Rule 48: b8bb8db41b, Class:  1, CF:0.952711, Len: 10, Fitness_tra: 0
Rule 49: 241115b181, Class:  1, CF:0.998977, Len: 10, Fitness_tra: 0
Rule 50: 1417281bb7, Class:  1, CF:0.0967787, Len: 10, Fitness_tra: 0
Rule 51: bb4151b77b, Class:  1, CF:0.999815, Len: 10, Fitness_tra: 0
Rule 52: 8817567512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7c1b252714, Class:  1, CF:0.49364, Len: 10, Fitness_tra: 0
Rule 54: bc118e7b14, Class:  1, CF:0.709158, Len: 10, Fitness_tra: 0
Rule 55: b211214727, Class:  1, CF:0.991245, Len: 10, Fitness_tra: 0
Rule 56: 4c21817277, Class:  1, CF:0.995009, Len: 10, Fitness_tra: 0
Rule 57: 122283771b, Class:  1, CF:0.961791, Len: 10, Fitness_tra: 0
Rule 58: b47b5617bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 227483717b, Class:  1, CF:0.979834, Len: 10, Fitness_tra: 0
Rule 60: 1111112932, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 1154211111, Class:  1, CF:0.999638, Len: 10, Fitness_tra: 0
Rule 62: 724711bb21, Class:  1, CF:0.845684, Len: 10, Fitness_tra: 0
Rule 63: 7221517122, Class:  1, CF:0.999511, Len: 10, Fitness_tra: 0
Rule 64: 0000020000, Class:  0, CF:0.0940714, Len:  1, Fitness_tra: -1
Rule 65: 1242887414, Class:  1, CF:0.95292, Len: 10, Fitness_tra: 0
Rule 66: 21215e4b47, Class:  1, CF:0.994125, Len: 10, Fitness_tra: 0
Rule 67: 421b167121, Class:  0, CF:0.754077, Len: 10, Fitness_tra: 0
Rule 68: 47b721127b, Class:  1, CF:0.981331, Len: 10, Fitness_tra: 0
Rule 69: b221d9bb21, Class:  1, CF:0.985838, Len: 10, Fitness_tra: 0
Rule 70: b14219bb4b, Class:  1, CF:0.977054, Len: 10, Fitness_tra: 0
Rule 71: 1177d54121, Class:  1, CF:0.890856, Len: 10, Fitness_tra: 0
Rule 72: 4f4275112b, Class:  1, CF:0.996415, Len: 10, Fitness_tra: 0
Rule 73: 714219144b, Class:  1, CF:0.986435, Len: 10, Fitness_tra: 0
Rule 74: 2117d6217b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b4b429b127, Class:  1, CF:0.974713, Len: 10, Fitness_tra: 0
Rule 76: b11711274b, Class:  1, CF:0.970934, Len: 10, Fitness_tra: 0
Rule 77: 4b4bc1b721, Class:  1, CF:0.98776, Len: 10, Fitness_tra: 0
Rule 78: b21b29bb4b, Class:  1, CF:0.468245, Len: 10, Fitness_tra: 0
Rule 79: 114b13b227, Class:  1, CF:0.990036, Len: 10, Fitness_tra: 0
Rule 80: 21115d1221, Class:  1, CF:0.99888, Len: 10, Fitness_tra: 0
Rule 81: 177b837242, Class:  1, CF:0.994331, Len: 10, Fitness_tra: 0
Rule 82: 1c1b2617bb, Class:  0, CF:0.999958, Len: 10, Fitness_tra: 0
Rule 83: 184b131122, Class:  1, CF:0.754745, Len: 10, Fitness_tra: 0
Rule 84: 4211534b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 7547291712, Class:  0, CF:0.274144, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1712d9b124, Class:  1, CF:0.898057, Len: 10, Fitness_tra: 0
