------Generation 0------
Rule  1: 13b12f7121, Class:  0, CF:  1, Len: 10, Fitness_tra: 16
Rule 24: 2c243114b7, Class:  1, CF:0.751374, Len: 10, Fitness_tra: 1
Rule 25: b27b554227, Class:  1, CF:0.991914, Len: 10, Fitness_tra: 1
Rule 26: 1e47152111, Class:  0, CF:0.987607, Len: 10, Fitness_tra: 1
Rule 27: 13b12f7121, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 83213ab111, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 29: 2b11d1b212, Class:  1, CF:0.999762, Len: 10, Fitness_tra: 0
Rule 30: 742b257212, Class:  1, CF:0.986487, Len: 10, Fitness_tra: 0
Rule 31: 7244254b42, Class:  1, CF:0.824662, Len: 10, Fitness_tra: 0
Rule 32: c217d94857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4172814144, Class:  1, CF:0.995014, Len: 10, Fitness_tra: 0
Rule 34: 24b755b74b, Class:  1, CF:0.954536, Len: 10, Fitness_tra: 0
Rule 35: b222294447, Class:  1, CF:0.981566, Len: 10, Fitness_tra: 0
Rule 36: 81522d131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 42278a212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2b14c82271, Class:  1, CF:0.989709, Len: 10, Fitness_tra: 0
Rule 39: 4217517712, Class:  1, CF:0.863702, Len: 10, Fitness_tra: 0
Rule 40: b82b81b714, Class:  1, CF:0.934568, Len: 10, Fitness_tra: 0
Rule 41: 77b751422b, Class:  1, CF:0.999544, Len: 10, Fitness_tra: 0
Rule 42: 444711b127, Class:  1, CF:0.96702, Len: 10, Fitness_tra: 0
Rule 43: 1712817b74, Class:  1, CF:0.945719, Len: 10, Fitness_tra: 0
Rule 44: c2121a79dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b11481bbb7, Class:  1, CF:0.971453, Len: 10, Fitness_tra: 0
Rule 46: 74b2df71bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b2b2314214, Class:  1, CF:0.943736, Len: 10, Fitness_tra: 0
Rule 48: 4772134147, Class:  1, CF:0.695048, Len: 10, Fitness_tra: 0
Rule 49: b42714bb47, Class:  1, CF:0.908138, Len: 10, Fitness_tra: 0
Rule 50: 24bb56414d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 722252b221, Class:  1, CF:0.987078, Len: 10, Fitness_tra: 0
Rule 52: cc4b16b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2214152817, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 2227132771, Class:  0, CF:0.288206, Len: 10, Fitness_tra: 0
Rule 55: c442137c12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: 1a51cd1e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 27171647b1, Class:  0, CF:0.785414, Len: 10, Fitness_tra: 0
Rule 58: b7123ab2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 431755baa9, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 17b4252215, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 787b5571b2, Class:  0, CF:0.792585, Len: 10, Fitness_tra: 0
Rule 62: 2c4253b272, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 7b721a1244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 8f475d4333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a1c2815b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1b2233447b, Class:  1, CF:0.770328, Len: 10, Fitness_tra: 0
Rule 67: 2f1b211395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2114334482, Class:  1, CF:0.999345, Len: 10, Fitness_tra: 0
Rule 69: b7ba16b412, Class:  0, CF:0.929827, Len: 10, Fitness_tra: 0
Rule 70: 4b229312bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 21271671d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7247512414, Class:  1, CF:0.990284, Len: 10, Fitness_tra: 0
Rule 73: 414b552177, Class:  1, CF:0.978074, Len: 10, Fitness_tra: 0
Rule 74: 77b4d31b7b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 1121532772, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 897bb54422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2211564141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7b141f1222, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 272b117221, Class:  1, CF:0.970459, Len: 10, Fitness_tra: 0
Rule 80: 21cb13b154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 4222561412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: bb241f1444, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 71b28a4b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2cc41545d2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 7447de2221, Class:  1, CF:0.994595, Len: 10, Fitness_tra: 0
Rule 86: 714b5172b7, Class:  1, CF:0.994644, Len: 10, Fitness_tra: 0
Rule 87: 7274cfb1b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: bc2785b7b2, Class:  1, CF:0.71199, Len: 10, Fitness_tra: 0
Rule 89: 4227514712, Class:  1, CF:0.940731, Len: 10, Fitness_tra: 0
Rule 90: 11771e222b, Class:  1, CF:0.978583, Len: 10, Fitness_tra: -23
Rule 91: 122481bbb8, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 112ad57c78, Class:  1, CF:  1, Len: 10, Fitness_tra: 17
Rule 93: c4b4ff2422, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: c4422f1c7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1216164141, Class:  0, CF:0.602444, Len: 10, Fitness_tra: 33
Rule 96: b21b91b378, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 41b9d31bc9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b4b2fa1244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 14ba16b462, Class:  0, CF:0.885562, Len: 10, Fitness_tra: 0
Rule100: bb141f1b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:84.2857
------Result------
Miss_rate(tra)	:84.2857
Miss_rate(tst)	:69.287
ARL				:10

------Generation 9------
Rule  1: 41116d4114, Class:  0, CF:0.531849, Len: 10, Fitness_tra: 1214
Rule  2: b41125174b, Class:  1, CF:0.975572, Len: 10, Fitness_tra: 717
Rule  3: b1b441b411, Class:  1, CF:0.963087, Len: 10, Fitness_tra: 278
Rule  4: 2127111422, Class:  1, CF:0.889573, Len: 10, Fitness_tra: 240
Rule  5: bb11812212, Class:  1, CF:0.999188, Len: 10, Fitness_tra: 122
Rule  6: 1e1211b111, Class:  0, CF:0.998386, Len: 10, Fitness_tra: 112
Rule  7: bb14211244, Class:  1, CF:0.997981, Len: 10, Fitness_tra: 138
Rule  8: b111f61227, Class:  0, CF:  1, Len: 10, Fitness_tra: 9
Rule  9: 7112331712, Class:  0, CF:0.00481975, Len: 10, Fitness_tra: 45
Rule 10: 7cb7111472, Class:  1, CF:0.899978, Len: 10, Fitness_tra: 49
Rule 11: 412185b241, Class:  1, CF:0.999672, Len: 10, Fitness_tra: 69
Rule 12: 444111272b, Class:  1, CF:0.94177, Len: 10, Fitness_tra: 20
Rule 13: 424441b442, Class:  1, CF:0.996501, Len: 10, Fitness_tra: 18
Rule 14: 41111d411d, Class:  1, CF:0.999385, Len: 10, Fitness_tra: 45
Rule 15: 4171117128, Class:  1, CF:0.998176, Len: 10, Fitness_tra: 16
Rule 16: 142b1f1411, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 17: 12112f1a27, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 18: 2141d9b887, Class:  1, CF:  1, Len: 10, Fitness_tra: 22
Rule 19: 22211f1124, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule 20: 121195bc78, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 21: 122111bb78, Class:  1, CF:0.352494, Len: 10, Fitness_tra: 2
Rule 22: b47136b174, Class:  0, CF:0.985636, Len: 10, Fitness_tra: 2
Rule 23: 4174831b74, Class:  1, CF:0.982035, Len: 10, Fitness_tra: 1
Rule 24: 2c243114b7, Class:  1, CF:0.751374, Len: 10, Fitness_tra: 1
Rule 25: b27b554227, Class:  1, CF:0.991914, Len: 10, Fitness_tra: 1
Rule 26: 1e47152111, Class:  0, CF:0.987607, Len: 10, Fitness_tra: 1
Rule 27: 13b12f7121, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 83213ab111, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 29: 2b11d1b212, Class:  1, CF:0.999762, Len: 10, Fitness_tra: 0
Rule 30: 742b257212, Class:  1, CF:0.986487, Len: 10, Fitness_tra: 0
Rule 31: 7244254b42, Class:  1, CF:0.824662, Len: 10, Fitness_tra: 0
Rule 32: c217d94857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4172814144, Class:  1, CF:0.995014, Len: 10, Fitness_tra: 0
Rule 34: 24b755b74b, Class:  1, CF:0.954536, Len: 10, Fitness_tra: 0
Rule 35: b222294447, Class:  1, CF:0.981566, Len: 10, Fitness_tra: 0
Rule 36: 81522d131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 42278a212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2b14c82271, Class:  1, CF:0.989709, Len: 10, Fitness_tra: 0
Rule 39: 4217517712, Class:  1, CF:0.863702, Len: 10, Fitness_tra: 0
Rule 40: b82b81b714, Class:  1, CF:0.934568, Len: 10, Fitness_tra: 0
Rule 41: 77b751422b, Class:  1, CF:0.999544, Len: 10, Fitness_tra: 0
Rule 42: 444711b127, Class:  1, CF:0.96702, Len: 10, Fitness_tra: 0
Rule 43: 1712817b74, Class:  1, CF:0.945719, Len: 10, Fitness_tra: 0
Rule 44: c2121a79dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b11481bbb7, Class:  1, CF:0.971453, Len: 10, Fitness_tra: 0
Rule 46: 74b2df71bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b2b2314214, Class:  1, CF:0.943736, Len: 10, Fitness_tra: 0
Rule 48: 4772134147, Class:  1, CF:0.695048, Len: 10, Fitness_tra: 0
Rule 49: b42714bb47, Class:  1, CF:0.908138, Len: 10, Fitness_tra: 0
Rule 50: 24bb56414d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 722252b221, Class:  1, CF:0.987078, Len: 10, Fitness_tra: 0
Rule 52: cc4b16b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2214152817, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 2227132771, Class:  0, CF:0.288206, Len: 10, Fitness_tra: 0
Rule 55: c442137c12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: 1a51cd1e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 27171647b1, Class:  0, CF:0.785414, Len: 10, Fitness_tra: 0
Rule 58: b7123ab2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 431755baa9, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 17b4252215, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 787b5571b2, Class:  0, CF:0.792585, Len: 10, Fitness_tra: 0
Rule 62: 2c4253b272, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 7b721a1244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 8f475d4333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a1c2815b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1b2233447b, Class:  1, CF:0.770328, Len: 10, Fitness_tra: 0
Rule 67: 2f1b211395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2114334482, Class:  1, CF:0.999345, Len: 10, Fitness_tra: 0
Rule 69: b7ba16b412, Class:  0, CF:0.929827, Len: 10, Fitness_tra: 0
Rule 70: 4b229312bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 21271671d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7247512414, Class:  1, CF:0.990284, Len: 10, Fitness_tra: 0
Rule 73: 414b552177, Class:  1, CF:0.978074, Len: 10, Fitness_tra: 0
Rule 74: 77b4d31b7b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 1121532772, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 897bb54422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2211564141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7b141f1222, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 272b117221, Class:  1, CF:0.970459, Len: 10, Fitness_tra: 0
Rule 80: 21cb13b154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 4222561412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: bb241f1444, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 71b28a4b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2cc41545d2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 7447de2221, Class:  1, CF:0.994595, Len: 10, Fitness_tra: 0
Rule 86: 714b5172b7, Class:  1, CF:0.994644, Len: 10, Fitness_tra: 0
Rule 87: 7274cfb1b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: bc2785b7b2, Class:  1, CF:0.71199, Len: 10, Fitness_tra: 0
Rule 89: 4227514712, Class:  1, CF:0.940731, Len: 10, Fitness_tra: 0
Rule 90: 11771e222b, Class:  1, CF:0.978583, Len: 10, Fitness_tra: -23
Rule 91: 122481bbb8, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 112ad57c78, Class:  1, CF:  1, Len: 10, Fitness_tra: 17
Rule 93: c4b4ff2422, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: c4422f1c7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1216164141, Class:  0, CF:0.602444, Len: 10, Fitness_tra: 33
Rule 96: b21b91b378, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 41b9d31bc9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b4b2fa1244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 14ba16b462, Class:  0, CF:0.885562, Len: 10, Fitness_tra: 0
Rule100: bb141f1b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:84.2857
------Result------
Miss_rate(tra)	:84.2857
Miss_rate(tst)	:69.287
ARL				:10

------Generation 10------
Rule  1: 41116d4114, Class:  0, CF:0.531849, Len: 10, Fitness_tra: 1214
Rule  2: b41125174b, Class:  1, CF:0.975572, Len: 10, Fitness_tra: 717
Rule  3: b1b441b411, Class:  1, CF:0.963087, Len: 10, Fitness_tra: 278
Rule  4: 2127111422, Class:  1, CF:0.889573, Len: 10, Fitness_tra: 240
Rule  5: bb11812212, Class:  1, CF:0.999188, Len: 10, Fitness_tra: 122
Rule  6: 1e1211b111, Class:  0, CF:0.998386, Len: 10, Fitness_tra: 112
Rule  7: bb14211244, Class:  1, CF:0.997981, Len: 10, Fitness_tra: 138
Rule  8: b111f61227, Class:  0, CF:  1, Len: 10, Fitness_tra: 9
Rule  9: 7112331712, Class:  0, CF:0.00481975, Len: 10, Fitness_tra: 45
Rule 10: 7cb7111472, Class:  1, CF:0.899978, Len: 10, Fitness_tra: 49
Rule 11: 412185b241, Class:  1, CF:0.999672, Len: 10, Fitness_tra: 69
Rule 12: 444111272b, Class:  1, CF:0.94177, Len: 10, Fitness_tra: 20
Rule 13: 424441b442, Class:  1, CF:0.996501, Len: 10, Fitness_tra: 18
Rule 14: 41111d411d, Class:  1, CF:0.999385, Len: 10, Fitness_tra: 45
Rule 15: 4171117128, Class:  1, CF:0.998176, Len: 10, Fitness_tra: 16
Rule 16: 142b1f1411, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 17: 12112f1a27, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 18: 2141d9b887, Class:  1, CF:  1, Len: 10, Fitness_tra: 22
Rule 19: 22211f1124, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule 20: 121195bc78, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 21: 122111bb78, Class:  1, CF:0.352494, Len: 10, Fitness_tra: 2
Rule 22: b47136b174, Class:  0, CF:0.985636, Len: 10, Fitness_tra: 2
Rule 23: 4174831b74, Class:  1, CF:0.982035, Len: 10, Fitness_tra: 1
Rule 24: 2c243114b7, Class:  1, CF:0.751374, Len: 10, Fitness_tra: 1
Rule 25: b27b554227, Class:  1, CF:0.991914, Len: 10, Fitness_tra: 1
Rule 26: 1e47152111, Class:  0, CF:0.987607, Len: 10, Fitness_tra: 1
Rule 27: 13b12f7121, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 83213ab111, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 29: 2b11d1b212, Class:  1, CF:0.999762, Len: 10, Fitness_tra: 0
Rule 30: 742b257212, Class:  1, CF:0.986487, Len: 10, Fitness_tra: 0
Rule 31: 7244254b42, Class:  1, CF:0.824662, Len: 10, Fitness_tra: 0
Rule 32: c217d94857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4172814144, Class:  1, CF:0.995014, Len: 10, Fitness_tra: 0
Rule 34: 24b755b74b, Class:  1, CF:0.954536, Len: 10, Fitness_tra: 0
Rule 35: b222294447, Class:  1, CF:0.981566, Len: 10, Fitness_tra: 0
Rule 36: 81522d131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 42278a212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2b14c82271, Class:  1, CF:0.989709, Len: 10, Fitness_tra: 0
Rule 39: 4217517712, Class:  1, CF:0.863702, Len: 10, Fitness_tra: 0
Rule 40: b82b81b714, Class:  1, CF:0.934568, Len: 10, Fitness_tra: 0
Rule 41: 77b751422b, Class:  1, CF:0.999544, Len: 10, Fitness_tra: 0
Rule 42: 444711b127, Class:  1, CF:0.96702, Len: 10, Fitness_tra: 0
Rule 43: 1712817b74, Class:  1, CF:0.945719, Len: 10, Fitness_tra: 0
Rule 44: c2121a79dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b11481bbb7, Class:  1, CF:0.971453, Len: 10, Fitness_tra: 0
Rule 46: 74b2df71bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b2b2314214, Class:  1, CF:0.943736, Len: 10, Fitness_tra: 0
Rule 48: 4772134147, Class:  1, CF:0.695048, Len: 10, Fitness_tra: 0
Rule 49: b42714bb47, Class:  1, CF:0.908138, Len: 10, Fitness_tra: 0
Rule 50: 24bb56414d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 722252b221, Class:  1, CF:0.987078, Len: 10, Fitness_tra: 0
Rule 52: cc4b16b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2214152817, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 2227132771, Class:  0, CF:0.288206, Len: 10, Fitness_tra: 0
Rule 55: c442137c12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: 1a51cd1e1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 27171647b1, Class:  0, CF:0.785414, Len: 10, Fitness_tra: 0
Rule 58: b7123ab2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 431755baa9, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 17b4252215, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 787b5571b2, Class:  0, CF:0.792585, Len: 10, Fitness_tra: 0
Rule 62: 2c4253b272, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 7b721a1244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 8f475d4333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a1c2815b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1b2233447b, Class:  1, CF:0.770328, Len: 10, Fitness_tra: 0
Rule 67: 2f1b211395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2114334482, Class:  1, CF:0.999345, Len: 10, Fitness_tra: 0
Rule 69: b7ba16b412, Class:  0, CF:0.929827, Len: 10, Fitness_tra: 0
Rule 70: 4b229312bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 21271671d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7247512414, Class:  1, CF:0.990284, Len: 10, Fitness_tra: 0
Rule 73: 414b552177, Class:  1, CF:0.978074, Len: 10, Fitness_tra: 0
Rule 74: 77b4d31b7b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 1121532772, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 897bb54422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2211564141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7b141f1222, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 272b117221, Class:  1, CF:0.970459, Len: 10, Fitness_tra: 0
Rule 80: 21cb13b154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 4222561412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: bb241f1444, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 71b28a4b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2cc41545d2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 7447de2221, Class:  1, CF:0.994595, Len: 10, Fitness_tra: 0
Rule 86: 714b5172b7, Class:  1, CF:0.994644, Len: 10, Fitness_tra: 0
Rule 87: 7274cfb1b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: bc2785b7b2, Class:  1, CF:0.71199, Len: 10, Fitness_tra: 0
Rule 89: 4227514712, Class:  1, CF:0.940731, Len: 10, Fitness_tra: 0
Rule 90: 11771e222b, Class:  1, CF:0.978583, Len: 10, Fitness_tra: -23
Rule 91: 122481bbb8, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 112ad57c78, Class:  1, CF:  1, Len: 10, Fitness_tra: 17
Rule 93: c4b4ff2422, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: c4422f1c7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1216164141, Class:  0, CF:0.602444, Len: 10, Fitness_tra: 33
Rule 96: b21b91b378, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 41b9d31bc9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b4b2fa1244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 14ba16b462, Class:  0, CF:0.885562, Len: 10, Fitness_tra: 0
Rule100: bb141f1b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:84.2857
------Result------
Miss_rate(tra)	:84.2857
Miss_rate(tst)	:69.287
ARL				:10

------Generation 20------
Rule  1: 41116d4114, Class:  0, CF:0.531849, Len: 10, Fitness_tra: 1213
Rule  2: b41125174b, Class:  1, CF:0.975572, Len: 10, Fitness_tra: 730
Rule  3: b1b441b411, Class:  1, CF:0.963087, Len: 10, Fitness_tra: 286
Rule  4: 2127111422, Class:  1, CF:0.889573, Len: 10, Fitness_tra: 212
Rule  5: 1417154b1b, Class:  0, CF:0.190588, Len: 10, Fitness_tra: 200
Rule  6: bb14211244, Class:  1, CF:0.997981, Len: 10, Fitness_tra: 116
Rule  7: bb11812212, Class:  1, CF:0.999188, Len: 10, Fitness_tra: 122
Rule  8: 1e1211b111, Class:  0, CF:0.998386, Len: 10, Fitness_tra: 114
Rule  9: 412185b241, Class:  1, CF:0.999672, Len: 10, Fitness_tra: 54
Rule 10: 7cb7111472, Class:  1, CF:0.899978, Len: 10, Fitness_tra: 11
Rule 11: 7112331712, Class:  0, CF:0.00481975, Len: 10, Fitness_tra: 45
Rule 12: 41111d411d, Class:  1, CF:0.999385, Len: 10, Fitness_tra: 45
Rule 13: 1216164141, Class:  0, CF:0.602444, Len: 10, Fitness_tra: 33
Rule 14: 2141d9b887, Class:  1, CF:  1, Len: 10, Fitness_tra: 22
Rule 15: 444111272b, Class:  1, CF:0.94177, Len: 10, Fitness_tra: 17
Rule 16: 424441b442, Class:  1, CF:0.996501, Len: 10, Fitness_tra: 14
Rule 17: 112ad57c78, Class:  1, CF:  1, Len: 10, Fitness_tra: 17
Rule 18: 4171117128, Class:  1, CF:0.998176, Len: 10, Fitness_tra: 8
Rule 19: b111f61227, Class:  0, CF:  1, Len: 10, Fitness_tra: 9
Rule 20: 121195bc78, Class:  1, CF:  1, Len: 10, Fitness_tra: 7
Rule 21: 142b1f1411, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 22: 74711a1274, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 23: 122111bb78, Class:  1, CF:0.352494, Len: 10, Fitness_tra: 2
Rule 24: 12112f1a27, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 25: 22211f1124, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 26: b47136b174, Class:  0, CF:0.985636, Len: 10, Fitness_tra: 0
Rule 27: b27b554227, Class:  1, CF:0.991914, Len: 10, Fitness_tra: 1
Rule 28: 83213ab111, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 29: 2c243114b7, Class:  1, CF:0.751374, Len: 10, Fitness_tra: 0
Rule 30: 1e47152111, Class:  0, CF:0.987607, Len: 10, Fitness_tra: 1
Rule 31: 4174831b74, Class:  1, CF:0.982035, Len: 10, Fitness_tra: 0
Rule 32: 02111a7174, Class:  0, CF:  1, Len:  9, Fitness_tra: 1
Rule 33: 13b12f7121, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 24b755b74b, Class:  1, CF:0.954536, Len: 10, Fitness_tra: 0
Rule 35: b222294447, Class:  1, CF:0.981566, Len: 10, Fitness_tra: 0
Rule 36: 81522d131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 42278a212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2b14c82271, Class:  1, CF:0.989709, Len: 10, Fitness_tra: 0
Rule 39: 4217517712, Class:  1, CF:0.863702, Len: 10, Fitness_tra: 0
