------Generation 0------
Rule  1: 7217132c51, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 74121a1b12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 4a112d4315, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 25: b244811b77, Class:  1, CF:0.859514, Len: 10, Fitness_tra: 1
Rule 26: b47b131774, Class:  0, CF:0.259961, Len: 10, Fitness_tra: 1
Rule 27: 4771134bb7, Class:  0, CF:0.409601, Len: 10, Fitness_tra: 1
Rule 28: b2111f4147, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 29: b427231b72, Class:  0, CF:0.112629, Len: 10, Fitness_tra: 0
Rule 30: 7448db11b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2172817414, Class:  1, CF:0.994817, Len: 10, Fitness_tra: 0
Rule 32: 422b53b524, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: b227532b4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2177554b4b, Class:  1, CF:0.844628, Len: 10, Fitness_tra: 0
Rule 35: 1bb11a2147, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 2c2116422b, Class:  0, CF:0.999986, Len: 10, Fitness_tra: 0
Rule 37: 411711b744, Class:  1, CF:0.937748, Len: 10, Fitness_tra: 0
Rule 38: b4b4167b12, Class:  0, CF:0.97352, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b77251bbb7, Class:  1, CF:0.980953, Len: 10, Fitness_tra: 0
Rule 41: 2222517122, Class:  1, CF:0.99349, Len: 10, Fitness_tra: 0
Rule 42: 8157d1b154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 71b7831b27, Class:  1, CF:0.976018, Len: 10, Fitness_tra: 0
Rule 44: b1741f444b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 74443f71b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 71b1d34471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 712719b247, Class:  1, CF:0.997491, Len: 10, Fitness_tra: 0
Rule 48: 24b1d17742, Class:  1, CF:0.999378, Len: 10, Fitness_tra: 0
Rule 49: 2224812b77, Class:  1, CF:0.904977, Len: 10, Fitness_tra: 0
Rule 50: 1c4b16b588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1447ce2722, Class:  1, CF:0.808791, Len: 10, Fitness_tra: 0
Rule 52: 4b24d52422, Class:  1, CF:0.9999, Len: 10, Fitness_tra: 0
Rule 53: 1447c12422, Class:  1, CF:0.995798, Len: 10, Fitness_tra: 0
Rule 54: 7712561bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2442c9b221, Class:  1, CF:0.993565, Len: 10, Fitness_tra: 0
Rule 56: 25b7837b11, Class:  1, CF:0.882399, Len: 10, Fitness_tra: 0
Rule 57: 14b72a147b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 15c1912d84, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 42811f7931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2424d3747b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 21bb5322b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 4b74162722, Class:  0, CF:0.923763, Len: 10, Fitness_tra: 0
Rule 63: 214b664111, Class:  0, CF:0.986828, Len: 10, Fitness_tra: 0
Rule 64: 2212962211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 241b5347b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 112b412b77, Class:  1, CF:0.819697, Len: 10, Fitness_tra: 0
Rule 67: 12722fb744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 7217132c51, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 1b74d12bb1, Class:  1, CF:0.937622, Len: 10, Fitness_tra: 0
Rule 70: 1721517b2b, Class:  1, CF:0.99294, Len: 10, Fitness_tra: 0
Rule 71: 1c24817111, Class:  0, CF:0.00266138, Len: 10, Fitness_tra: 0
Rule 72: 41b2832427, Class:  1, CF:0.995241, Len: 10, Fitness_tra: 0
Rule 73: 72bb15272b, Class:  1, CF:0.856717, Len: 10, Fitness_tra: 0
Rule 74: 1227c1714b, Class:  1, CF:0.924394, Len: 10, Fitness_tra: 0
Rule 75: 7b2b137712, Class:  1, CF:0.642736, Len: 10, Fitness_tra: 0
Rule 76: 4122231bb7, Class:  1, CF:0.251738, Len: 10, Fitness_tra: 0
Rule 77: 42b18f14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4127e321b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1c11d67829, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2147332252, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: bb77d32174, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: c6178d111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 24b7612b17, Class:  0, CF:0.960554, Len: 10, Fitness_tra: 0
Rule 85: 74218e777b, Class:  1, CF:0.996004, Len: 10, Fitness_tra: 0
Rule 86: 4174892b72, Class:  1, CF:0.972364, Len: 10, Fitness_tra: 0
Rule 87: 4121594338, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 4a5b1271e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1b77d92b1b, Class:  1, CF:0.688803, Len: 10, Fitness_tra: 0
Rule 90: 174219111b, Class:  0, CF:0.68228, Len: 10, Fitness_tra: 2397
Rule 91: 7417837272, Class:  1, CF:0.981314, Len: 10, Fitness_tra: 0
Rule 92: b64481c774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1427131b42, Class:  0, CF:0.828812, Len: 10, Fitness_tra: 3
Rule 94: 4242d577c8, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 4471831b72, Class:  1, CF:0.963017, Len: 10, Fitness_tra: 0
Rule 96: 1216797777, Class:  1, CF:0.725719, Len: 10, Fitness_tra: 40
Rule 97: 1db12d46b5, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: b5c1c9b2b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 22119d2b21, Class:  0, CF:0.164174, Len: 10, Fitness_tra: 0
Rule100: 7b7123b2b7, Class:  1, CF:0.581775, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.2653
------Result------
Miss_rate(tra)	:46.2653
Miss_rate(tst)	:5.48446
ARL				:9.88506

------Generation 8------
Rule  1: 1217112311, Class:  0, CF:0.910097, Len: 10, Fitness_tra: 1535
Rule  2: 14111d7142, Class:  1, CF:0.926464, Len: 10, Fitness_tra: 2548
Rule  3: b14125b277, Class:  1, CF:0.999464, Len: 10, Fitness_tra: 562
Rule  4: 721123b222, Class:  1, CF:0.997983, Len: 10, Fitness_tra: 229
Rule  5: 71118d4b24, Class:  1, CF:0.996549, Len: 10, Fitness_tra: 166
Rule  6: 1214594172, Class:  0, CF:0.232573, Len: 10, Fitness_tra: 3
Rule  7: 1411137127, Class:  1, CF:0.71915, Len: 10, Fitness_tra: 94
Rule  8: 444b81141b, Class:  1, CF:0.984345, Len: 10, Fitness_tra: 93
Rule  9: 7117117224, Class:  1, CF:0.994917, Len: 10, Fitness_tra: 90
Rule 10: b471831b72, Class:  1, CF:0.963017, Len: 10, Fitness_tra: 70
Rule 11: b441831222, Class:  1, CF:0.999719, Len: 10, Fitness_tra: 70
Rule 12: 21b1f31211, Class:  0, CF:  1, Len: 10, Fitness_tra: 48
Rule 13: 121711b241, Class:  1, CF:0.829035, Len: 10, Fitness_tra: 47
Rule 14: 1511191272, Class:  0, CF:0.275686, Len: 10, Fitness_tra: 26
Rule 15: 7142c11b21, Class:  1, CF:0.958707, Len: 10, Fitness_tra: 31
Rule 16: 14b7c11142, Class:  1, CF:0.768914, Len: 10, Fitness_tra: 51
Rule 17: b141517124, Class:  1, CF:0.999735, Len: 10, Fitness_tra: 20
Rule 18: 4b2112477b, Class:  1, CF:0.991915, Len: 10, Fitness_tra: 8
Rule 19: b711517b2b, Class:  1, CF:0.995757, Len: 10, Fitness_tra: 6
Rule 20: b217281bb4, Class:  1, CF:0.325501, Len: 10, Fitness_tra: 7
Rule 21: 787113424b, Class:  1, CF:0.863091, Len: 10, Fitness_tra: 3
Rule 22: 254181227b, Class:  1, CF:0.999283, Len: 10, Fitness_tra: 3
Rule 23: 74121a1b12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 4a112d4315, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 25: b244811b77, Class:  1, CF:0.859514, Len: 10, Fitness_tra: 1
Rule 26: b47b131774, Class:  0, CF:0.259961, Len: 10, Fitness_tra: 1
Rule 27: 4771134bb7, Class:  0, CF:0.409601, Len: 10, Fitness_tra: 1
Rule 28: b2111f4147, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 29: b427231b72, Class:  0, CF:0.112629, Len: 10, Fitness_tra: 0
Rule 30: 7448db11b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2172817414, Class:  1, CF:0.994817, Len: 10, Fitness_tra: 0
Rule 32: 422b53b524, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: b227532b4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2177554b4b, Class:  1, CF:0.844628, Len: 10, Fitness_tra: 0
Rule 35: 1bb11a2147, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 2c2116422b, Class:  0, CF:0.999986, Len: 10, Fitness_tra: 0
Rule 37: 411711b744, Class:  1, CF:0.937748, Len: 10, Fitness_tra: 0
Rule 38: b4b4167b12, Class:  0, CF:0.97352, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b77251bbb7, Class:  1, CF:0.980953, Len: 10, Fitness_tra: 0
Rule 41: 2222517122, Class:  1, CF:0.99349, Len: 10, Fitness_tra: 0
Rule 42: 8157d1b154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 71b7831b27, Class:  1, CF:0.976018, Len: 10, Fitness_tra: 0
Rule 44: b1741f444b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 74443f71b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 71b1d34471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 712719b247, Class:  1, CF:0.997491, Len: 10, Fitness_tra: 0
Rule 48: 24b1d17742, Class:  1, CF:0.999378, Len: 10, Fitness_tra: 0
Rule 49: 2224812b77, Class:  1, CF:0.904977, Len: 10, Fitness_tra: 0
Rule 50: 1c4b16b588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1447ce2722, Class:  1, CF:0.808791, Len: 10, Fitness_tra: 0
Rule 52: 4b24d52422, Class:  1, CF:0.9999, Len: 10, Fitness_tra: 0
Rule 53: 1447c12422, Class:  1, CF:0.995798, Len: 10, Fitness_tra: 0
Rule 54: 7712561bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2442c9b221, Class:  1, CF:0.993565, Len: 10, Fitness_tra: 0
Rule 56: 25b7837b11, Class:  1, CF:0.882399, Len: 10, Fitness_tra: 0
Rule 57: 14b72a147b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 15c1912d84, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 42811f7931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2424d3747b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 21bb5322b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 4b74162722, Class:  0, CF:0.923763, Len: 10, Fitness_tra: 0
Rule 63: 214b664111, Class:  0, CF:0.986828, Len: 10, Fitness_tra: 0
Rule 64: 2212962211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 241b5347b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 112b412b77, Class:  1, CF:0.819697, Len: 10, Fitness_tra: 0
Rule 67: 12722fb744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 7217132c51, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 1b74d12bb1, Class:  1, CF:0.937622, Len: 10, Fitness_tra: 0
Rule 70: 1721517b2b, Class:  1, CF:0.99294, Len: 10, Fitness_tra: 0
Rule 71: 1c24817111, Class:  0, CF:0.00266138, Len: 10, Fitness_tra: 0
Rule 72: 41b2832427, Class:  1, CF:0.995241, Len: 10, Fitness_tra: 0
Rule 73: 72bb15272b, Class:  1, CF:0.856717, Len: 10, Fitness_tra: 0
Rule 74: 1227c1714b, Class:  1, CF:0.924394, Len: 10, Fitness_tra: 0
Rule 75: 7b2b137712, Class:  1, CF:0.642736, Len: 10, Fitness_tra: 0
Rule 76: 4122231bb7, Class:  1, CF:0.251738, Len: 10, Fitness_tra: 0
Rule 77: 42b18f14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4127e321b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1c11d67829, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2147332252, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: bb77d32174, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: c6178d111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 24b7612b17, Class:  0, CF:0.960554, Len: 10, Fitness_tra: 0
Rule 85: 74218e777b, Class:  1, CF:0.996004, Len: 10, Fitness_tra: 0
Rule 86: 4174892b72, Class:  1, CF:0.972364, Len: 10, Fitness_tra: 0
Rule 87: 4121594338, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 4a5b1271e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1b77d92b1b, Class:  1, CF:0.688803, Len: 10, Fitness_tra: 0
Rule 90: 174219111b, Class:  0, CF:0.68228, Len: 10, Fitness_tra: 2397
Rule 91: 7417837272, Class:  1, CF:0.981314, Len: 10, Fitness_tra: 0
Rule 92: b64481c774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1427131b42, Class:  0, CF:0.828812, Len: 10, Fitness_tra: 3
Rule 94: 4242d577c8, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 4471831b72, Class:  1, CF:0.963017, Len: 10, Fitness_tra: 0
Rule 96: 1216797777, Class:  1, CF:0.725719, Len: 10, Fitness_tra: 40
Rule 97: 1db12d46b5, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: b5c1c9b2b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 22119d2b21, Class:  0, CF:0.164174, Len: 10, Fitness_tra: 0
Rule100: 7b7123b2b7, Class:  1, CF:0.581775, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.2653
------Result------
Miss_rate(tra)	:46.2653
Miss_rate(tst)	:5.48446
ARL				:9.88506

------Generation 9------
Rule  1: 1217112311, Class:  0, CF:0.910097, Len: 10, Fitness_tra: 1535
Rule  2: 14111d7142, Class:  1, CF:0.926464, Len: 10, Fitness_tra: 2548
Rule  3: b14125b277, Class:  1, CF:0.999464, Len: 10, Fitness_tra: 562
Rule  4: 721123b222, Class:  1, CF:0.997983, Len: 10, Fitness_tra: 229
Rule  5: 71118d4b24, Class:  1, CF:0.996549, Len: 10, Fitness_tra: 166
Rule  6: 1214594172, Class:  0, CF:0.232573, Len: 10, Fitness_tra: 3
Rule  7: 1411137127, Class:  1, CF:0.71915, Len: 10, Fitness_tra: 94
Rule  8: 444b81141b, Class:  1, CF:0.984345, Len: 10, Fitness_tra: 93
Rule  9: 7117117224, Class:  1, CF:0.994917, Len: 10, Fitness_tra: 90
Rule 10: b471831b72, Class:  1, CF:0.963017, Len: 10, Fitness_tra: 70
Rule 11: b441831222, Class:  1, CF:0.999719, Len: 10, Fitness_tra: 70
Rule 12: 21b1f31211, Class:  0, CF:  1, Len: 10, Fitness_tra: 48
Rule 13: 121711b241, Class:  1, CF:0.829035, Len: 10, Fitness_tra: 47
Rule 14: 1511191272, Class:  0, CF:0.275686, Len: 10, Fitness_tra: 26
Rule 15: 7142c11b21, Class:  1, CF:0.958707, Len: 10, Fitness_tra: 31
Rule 16: 14b7c11142, Class:  1, CF:0.768914, Len: 10, Fitness_tra: 51
Rule 17: b141517124, Class:  1, CF:0.999735, Len: 10, Fitness_tra: 20
Rule 18: 4b2112477b, Class:  1, CF:0.991915, Len: 10, Fitness_tra: 8
Rule 19: b711517b2b, Class:  1, CF:0.995757, Len: 10, Fitness_tra: 6
Rule 20: b217281bb4, Class:  1, CF:0.325501, Len: 10, Fitness_tra: 7
Rule 21: 787113424b, Class:  1, CF:0.863091, Len: 10, Fitness_tra: 3
Rule 22: 254181227b, Class:  1, CF:0.999283, Len: 10, Fitness_tra: 3
Rule 23: 74121a1b12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 4a112d4315, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 25: b244811b77, Class:  1, CF:0.859514, Len: 10, Fitness_tra: 1
Rule 26: b47b131774, Class:  0, CF:0.259961, Len: 10, Fitness_tra: 1
Rule 27: 4771134bb7, Class:  0, CF:0.409601, Len: 10, Fitness_tra: 1
Rule 28: b2111f4147, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 29: b427231b72, Class:  0, CF:0.112629, Len: 10, Fitness_tra: 0
Rule 30: 7448db11b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2172817414, Class:  1, CF:0.994817, Len: 10, Fitness_tra: 0
Rule 32: 422b53b524, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: b227532b4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2177554b4b, Class:  1, CF:0.844628, Len: 10, Fitness_tra: 0
Rule 35: 1bb11a2147, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 2c2116422b, Class:  0, CF:0.999986, Len: 10, Fitness_tra: 0
Rule 37: 411711b744, Class:  1, CF:0.937748, Len: 10, Fitness_tra: 0
Rule 38: b4b4167b12, Class:  0, CF:0.97352, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b77251bbb7, Class:  1, CF:0.980953, Len: 10, Fitness_tra: 0
Rule 41: 2222517122, Class:  1, CF:0.99349, Len: 10, Fitness_tra: 0
Rule 42: 8157d1b154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 71b7831b27, Class:  1, CF:0.976018, Len: 10, Fitness_tra: 0
Rule 44: b1741f444b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 74443f71b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 71b1d34471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 712719b247, Class:  1, CF:0.997491, Len: 10, Fitness_tra: 0
Rule 48: 24b1d17742, Class:  1, CF:0.999378, Len: 10, Fitness_tra: 0
Rule 49: 2224812b77, Class:  1, CF:0.904977, Len: 10, Fitness_tra: 0
Rule 50: 1c4b16b588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1447ce2722, Class:  1, CF:0.808791, Len: 10, Fitness_tra: 0
Rule 52: 4b24d52422, Class:  1, CF:0.9999, Len: 10, Fitness_tra: 0
Rule 53: 1447c12422, Class:  1, CF:0.995798, Len: 10, Fitness_tra: 0
Rule 54: 7712561bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2442c9b221, Class:  1, CF:0.993565, Len: 10, Fitness_tra: 0
Rule 56: 25b7837b11, Class:  1, CF:0.882399, Len: 10, Fitness_tra: 0
Rule 57: 14b72a147b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 15c1912d84, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 42811f7931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2424d3747b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 21bb5322b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 4b74162722, Class:  0, CF:0.923763, Len: 10, Fitness_tra: 0
Rule 63: 214b664111, Class:  0, CF:0.986828, Len: 10, Fitness_tra: 0
Rule 64: 2212962211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 241b5347b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 112b412b77, Class:  1, CF:0.819697, Len: 10, Fitness_tra: 0
Rule 67: 12722fb744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 7217132c51, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 1b74d12bb1, Class:  1, CF:0.937622, Len: 10, Fitness_tra: 0
Rule 70: 1721517b2b, Class:  1, CF:0.99294, Len: 10, Fitness_tra: 0
Rule 71: 1c24817111, Class:  0, CF:0.00266138, Len: 10, Fitness_tra: 0
Rule 72: 41b2832427, Class:  1, CF:0.995241, Len: 10, Fitness_tra: 0
Rule 73: 72bb15272b, Class:  1, CF:0.856717, Len: 10, Fitness_tra: 0
Rule 74: 1227c1714b, Class:  1, CF:0.924394, Len: 10, Fitness_tra: 0
Rule 75: 7b2b137712, Class:  1, CF:0.642736, Len: 10, Fitness_tra: 0
Rule 76: 4122231bb7, Class:  1, CF:0.251738, Len: 10, Fitness_tra: 0
Rule 77: 42b18f14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4127e321b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1c11d67829, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2147332252, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: bb77d32174, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: c6178d111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 24b7612b17, Class:  0, CF:0.960554, Len: 10, Fitness_tra: 0
Rule 85: 74218e777b, Class:  1, CF:0.996004, Len: 10, Fitness_tra: 0
Rule 86: 4174892b72, Class:  1, CF:0.972364, Len: 10, Fitness_tra: 0
Rule 87: 4121594338, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 4a5b1271e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1b77d92b1b, Class:  1, CF:0.688803, Len: 10, Fitness_tra: 0
Rule 90: 174219111b, Class:  0, CF:0.68228, Len: 10, Fitness_tra: 2397
Rule 91: 7417837272, Class:  1, CF:0.981314, Len: 10, Fitness_tra: 0
Rule 92: b64481c774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1427131b42, Class:  0, CF:0.828812, Len: 10, Fitness_tra: 3
Rule 94: 4242d577c8, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 4471831b72, Class:  1, CF:0.963017, Len: 10, Fitness_tra: 0
Rule 96: 1216797777, Class:  1, CF:0.725719, Len: 10, Fitness_tra: 40
Rule 97: 1db12d46b5, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: b5c1c9b2b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 22119d2b21, Class:  0, CF:0.164174, Len: 10, Fitness_tra: 0
Rule100: 7b7123b2b7, Class:  1, CF:0.581775, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.2653
------Result------
Miss_rate(tra)	:46.2653
Miss_rate(tst)	:5.48446
ARL				:9.88506

------Generation 10------
Rule  1: 1217112311, Class:  0, CF:0.910097, Len: 10, Fitness_tra: 1535
Rule  2: 14111d7142, Class:  1, CF:0.926464, Len: 10, Fitness_tra: 2548
Rule  3: b14125b277, Class:  1, CF:0.999464, Len: 10, Fitness_tra: 562
Rule  4: 721123b222, Class:  1, CF:0.997983, Len: 10, Fitness_tra: 229
Rule  5: 71118d4b24, Class:  1, CF:0.996549, Len: 10, Fitness_tra: 166
Rule  6: 1214594172, Class:  0, CF:0.232573, Len: 10, Fitness_tra: 3
Rule  7: 1411137127, Class:  1, CF:0.71915, Len: 10, Fitness_tra: 94
Rule  8: 444b81141b, Class:  1, CF:0.984345, Len: 10, Fitness_tra: 93
Rule  9: 7117117224, Class:  1, CF:0.994917, Len: 10, Fitness_tra: 90
Rule 10: b471831b72, Class:  1, CF:0.963017, Len: 10, Fitness_tra: 70
Rule 11: b441831222, Class:  1, CF:0.999719, Len: 10, Fitness_tra: 70
Rule 12: 21b1f31211, Class:  0, CF:  1, Len: 10, Fitness_tra: 48
Rule 13: 121711b241, Class:  1, CF:0.829035, Len: 10, Fitness_tra: 47
Rule 14: 1511191272, Class:  0, CF:0.275686, Len: 10, Fitness_tra: 26
Rule 15: 7142c11b21, Class:  1, CF:0.958707, Len: 10, Fitness_tra: 31
Rule 16: 14b7c11142, Class:  1, CF:0.768914, Len: 10, Fitness_tra: 51
Rule 17: b141517124, Class:  1, CF:0.999735, Len: 10, Fitness_tra: 20
Rule 18: 4b2112477b, Class:  1, CF:0.991915, Len: 10, Fitness_tra: 8
Rule 19: b711517b2b, Class:  1, CF:0.995757, Len: 10, Fitness_tra: 6
Rule 20: b217281bb4, Class:  1, CF:0.325501, Len: 10, Fitness_tra: 7
Rule 21: 787113424b, Class:  1, CF:0.863091, Len: 10, Fitness_tra: 3
Rule 22: 254181227b, Class:  1, CF:0.999283, Len: 10, Fitness_tra: 3
Rule 23: 74121a1b12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 4a112d4315, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 25: b244811b77, Class:  1, CF:0.859514, Len: 10, Fitness_tra: 1
Rule 26: b47b131774, Class:  0, CF:0.259961, Len: 10, Fitness_tra: 1
Rule 27: 4771134bb7, Class:  0, CF:0.409601, Len: 10, Fitness_tra: 1
Rule 28: b2111f4147, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 29: b427231b72, Class:  0, CF:0.112629, Len: 10, Fitness_tra: 0
Rule 30: 7448db11b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2172817414, Class:  1, CF:0.994817, Len: 10, Fitness_tra: 0
Rule 32: 422b53b524, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: b227532b4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2177554b4b, Class:  1, CF:0.844628, Len: 10, Fitness_tra: 0
Rule 35: 1bb11a2147, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 2c2116422b, Class:  0, CF:0.999986, Len: 10, Fitness_tra: 0
