------Generation 0------
Rule  1: b4bbd14221, Class:  1, CF:0.997592, Len: 10, Fitness_tra: 0
Rule 80: 4c1733b855, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 7c41532111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 11cb5f4152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 482b552447, Class:  1, CF:0.948207, Len: 10, Fitness_tra: 0
Rule 84: 14143ab4bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 74175d414c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 214b812444, Class:  1, CF:0.99819, Len: 10, Fitness_tra: 0
Rule 87: 22b41d4b41, Class:  1, CF:0.892951, Len: 10, Fitness_tra: -2
Rule 88: 4241d2277b, Class:  1, CF:0.994888, Len: 10, Fitness_tra: -21
Rule 89: 74b21a1417, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule 90: 1744532b71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 714211241b, Class:  1, CF:0.954313, Len: 10, Fitness_tra: 0
Rule 92: 7144115428, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b1751a4771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1817da12a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 11db2c7b52, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 47126a21b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: b111dd2724, Class:  1, CF:0.999688, Len:  0, Fitness_tra: 0
Rule 98: 41bb154144, Class:  1, CF:0.991615, Len: 10, Fitness_tra: -920
Rule 99: 71418a4152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 427b86bb77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:97.3061
------Result------
Miss_rate(tra)	:97.3061
Miss_rate(tst)	:94.5155
ARL				:10

------Generation 8------
Rule  1: 1471211c41, Class:  1, CF:0.99412, Len: 10, Fitness_tra: 836
Rule  2: b171c1117b, Class:  1, CF:0.993844, Len: 10, Fitness_tra: 567
Rule  3: 1221334314, Class:  0, CF:0.037126, Len: 10, Fitness_tra: 212
Rule  4: 7541112417, Class:  1, CF:0.979781, Len: 10, Fitness_tra: 78
Rule  5: b441ce1b44, Class:  1, CF:0.998205, Len: 10, Fitness_tra: 144
Rule  6: 71b1c1142b, Class:  1, CF:0.996945, Len: 10, Fitness_tra: 140
Rule  7: 18d78c1254, Class:  1, CF:  1, Len: 10, Fitness_tra: 53
Rule  8: 2147c21442, Class:  1, CF:0.997283, Len: 10, Fitness_tra: 35
Rule  9: 41b173bbb1, Class:  1, CF:0.64154, Len: 10, Fitness_tra: 15
Rule 10: 71411abb17, Class:  0, CF:  1, Len: 10, Fitness_tra: 13
Rule 11: b111dd2724, Class:  1, CF:0.999688, Len: 10, Fitness_tra: 26
Rule 12: 74b21a1417, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule 13: 1817d112c4, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 14: b21126bb21, Class:  0, CF:0.430463, Len: 10, Fitness_tra: 2
Rule 15: b4bb114227, Class:  1, CF:0.983592, Len: 10, Fitness_tra: 1
Rule 16: 214b1e1182, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 17: 714251115b, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 18: 217baab447, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 11b113b224, Class:  1, CF:0.957387, Len: 10, Fitness_tra: 1
Rule 20: 4714172812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 22142fbb2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 787213b7b1, Class:  0, CF:0.523232, Len: 10, Fitness_tra: 0
Rule 23: 717423b2bb, Class:  1, CF:0.834722, Len: 10, Fitness_tra: 0
Rule 24: c1b7c2abb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 417b561717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e148d233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 427b86bb77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 22126a21b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: 1bb2ca1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 47bbc1b444, Class:  1, CF:0.995418, Len: 10, Fitness_tra: 0
Rule 31: 214751758b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 22278a7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b14456b42c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 774413747b, Class:  1, CF:0.630774, Len: 10, Fitness_tra: 0
Rule 35: c1c1192515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2b12164427, Class:  1, CF:0.513096, Len: 10, Fitness_tra: 0
Rule 37: b175114771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 712b13b741, Class:  1, CF:0.43774, Len: 10, Fitness_tra: 0
Rule 39: 211796b22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 839485233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1277da1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4124561121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 772416b7b2, Class:  0, CF:0.937164, Len: 10, Fitness_tra: 0
Rule 44: b41b814b22, Class:  1, CF:0.971987, Len: 10, Fitness_tra: 0
Rule 45: 41141eb512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: b41c26bb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4271494472, Class:  1, CF:0.998459, Len: 10, Fitness_tra: -3
Rule 48: 4b27812147, Class:  1, CF:0.998422, Len: 10, Fitness_tra: 0
Rule 49: 272bc1b212, Class:  1, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 50: 4174cdb144, Class:  1, CF:0.995563, Len: 10, Fitness_tra: 0
Rule 51: 1214814152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: c1211f7981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1b1253b17b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 44129a7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 18c1d11d31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: bb14262124, Class:  1, CF:0.925376, Len: 10, Fitness_tra: 0
Rule 57: 121b562125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 41112fb24b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 712bc1b114, Class:  1, CF:0.988369, Len: 10, Fitness_tra: 0
Rule 60: 7772597444, Class:  1, CF:0.998991, Len: 10, Fitness_tra: 0
Rule 61: 224b21b1b2, Class:  1, CF:0.921578, Len: 10, Fitness_tra: 0
Rule 62: 141b2fbb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: c81bd371d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 2cb45574bb, Class:  1, CF:0.172265, Len: 10, Fitness_tra: 0
Rule 65: b242564bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47bbd31447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 74b2162b21, Class:  0, CF:0.960211, Len: 10, Fitness_tra: 0
Rule 68: 42415f77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11421142b2, Class:  1, CF:0.947539, Len: 10, Fitness_tra: 0
Rule 70: 287bd3b251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 22578a7782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4714112812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 1117514281, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 4c441ab21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4c1733b855, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 7c41532111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 11cb5f4152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 482b552447, Class:  1, CF:0.948207, Len: 10, Fitness_tra: 0
Rule 79: 14143ab4bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 74175d414c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 7b742e4411, Class:  1, CF:0.992782, Len: 10, Fitness_tra: -233
Rule 82: 7b47454142, Class:  1, CF:0.999341, Len: 10, Fitness_tra: 0
Rule 83: 2422152747, Class:  1, CF:0.975406, Len: 10, Fitness_tra: 0
Rule 84: 774b2221b4, Class:  1, CF:0.974083, Len: 10, Fitness_tra: -386
Rule 85: 1844d94111, Class:  0, CF:0.860907, Len: 10, Fitness_tra: 40
Rule 86: 4c213f4dd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 21b1c647b4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 11741922b7, Class:  1, CF:0.913954, Len: 10, Fitness_tra: -49
Rule 89: 11cb131991, Class:  1, CF:  1, Len: 10, Fitness_tra: 92
Rule 90: 2172237112, Class:  1, CF:0.92548, Len: 10, Fitness_tra: -1
Rule 91: 214b8a2444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 7c2b21b9bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: b871d32221, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 71b211202b, Class:  1, CF:0.965933, Len:  9, Fitness_tra: -258
Rule 95: c72bc1b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 75411ab917, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 111bd37152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: b847d4132c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1221339314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 214b51718b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.9082
------Result------
Miss_rate(tra)	:96.9082
Miss_rate(tst)	:94.1499
ARL				:9.98649

------Generation 9------
Rule  1: 1471211c41, Class:  1, CF:0.99412, Len: 10, Fitness_tra: 836
Rule  2: b171c1117b, Class:  1, CF:0.993844, Len: 10, Fitness_tra: 567
Rule  3: 1221334314, Class:  0, CF:0.037126, Len: 10, Fitness_tra: 212
Rule  4: 7541112417, Class:  1, CF:0.979781, Len: 10, Fitness_tra: 78
Rule  5: b441ce1b44, Class:  1, CF:0.998205, Len: 10, Fitness_tra: 144
Rule  6: 71b1c1142b, Class:  1, CF:0.996945, Len: 10, Fitness_tra: 140
Rule  7: 18d78c1254, Class:  1, CF:  1, Len: 10, Fitness_tra: 53
Rule  8: 2147c21442, Class:  1, CF:0.997283, Len: 10, Fitness_tra: 35
Rule  9: 41b173bbb1, Class:  1, CF:0.64154, Len: 10, Fitness_tra: 15
Rule 10: 71411abb17, Class:  0, CF:  1, Len: 10, Fitness_tra: 13
Rule 11: b111dd2724, Class:  1, CF:0.999688, Len: 10, Fitness_tra: 26
Rule 12: 74b21a1417, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule 13: 1817d112c4, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 14: b21126bb21, Class:  0, CF:0.430463, Len: 10, Fitness_tra: 2
Rule 15: b4bb114227, Class:  1, CF:0.983592, Len: 10, Fitness_tra: 1
Rule 16: 214b1e1182, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 17: 714251115b, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 18: 217baab447, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 11b113b224, Class:  1, CF:0.957387, Len: 10, Fitness_tra: 1
Rule 20: 4714172812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 22142fbb2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 787213b7b1, Class:  0, CF:0.523232, Len: 10, Fitness_tra: 0
Rule 23: 717423b2bb, Class:  1, CF:0.834722, Len: 10, Fitness_tra: 0
Rule 24: c1b7c2abb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 417b561717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e148d233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 427b86bb77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 22126a21b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: 1bb2ca1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 47bbc1b444, Class:  1, CF:0.995418, Len: 10, Fitness_tra: 0
Rule 31: 214751758b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 22278a7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b14456b42c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 774413747b, Class:  1, CF:0.630774, Len: 10, Fitness_tra: 0
Rule 35: c1c1192515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2b12164427, Class:  1, CF:0.513096, Len: 10, Fitness_tra: 0
Rule 37: b175114771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 712b13b741, Class:  1, CF:0.43774, Len: 10, Fitness_tra: 0
Rule 39: 211796b22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 839485233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1277da1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4124561121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 772416b7b2, Class:  0, CF:0.937164, Len: 10, Fitness_tra: 0
Rule 44: b41b814b22, Class:  1, CF:0.971987, Len: 10, Fitness_tra: 0
Rule 45: 41141eb512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: b41c26bb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4271494472, Class:  1, CF:0.998459, Len: 10, Fitness_tra: -3
Rule 48: 4b27812147, Class:  1, CF:0.998422, Len: 10, Fitness_tra: 0
Rule 49: 272bc1b212, Class:  1, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 50: 4174cdb144, Class:  1, CF:0.995563, Len: 10, Fitness_tra: 0
Rule 51: 1214814152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: c1211f7981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1b1253b17b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 44129a7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 18c1d11d31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: bb14262124, Class:  1, CF:0.925376, Len: 10, Fitness_tra: 0
Rule 57: 121b562125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 41112fb24b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 712bc1b114, Class:  1, CF:0.988369, Len: 10, Fitness_tra: 0
Rule 60: 7772597444, Class:  1, CF:0.998991, Len: 10, Fitness_tra: 0
Rule 61: 224b21b1b2, Class:  1, CF:0.921578, Len: 10, Fitness_tra: 0
Rule 62: 141b2fbb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: c81bd371d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 2cb45574bb, Class:  1, CF:0.172265, Len: 10, Fitness_tra: 0
Rule 65: b242564bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47bbd31447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 74b2162b21, Class:  0, CF:0.960211, Len: 10, Fitness_tra: 0
Rule 68: 42415f77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11421142b2, Class:  1, CF:0.947539, Len: 10, Fitness_tra: 0
Rule 70: 287bd3b251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 22578a7782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4714112812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 1117514281, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 4c441ab21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4c1733b855, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 7c41532111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 11cb5f4152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 482b552447, Class:  1, CF:0.948207, Len: 10, Fitness_tra: 0
Rule 79: 14143ab4bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 74175d414c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 7b742e4411, Class:  1, CF:0.992782, Len: 10, Fitness_tra: -233
Rule 82: 7b47454142, Class:  1, CF:0.999341, Len: 10, Fitness_tra: 0
Rule 83: 2422152747, Class:  1, CF:0.975406, Len: 10, Fitness_tra: 0
Rule 84: 774b2221b4, Class:  1, CF:0.974083, Len: 10, Fitness_tra: -386
Rule 85: 1844d94111, Class:  0, CF:0.860907, Len: 10, Fitness_tra: 40
Rule 86: 4c213f4dd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 21b1c647b4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 11741922b7, Class:  1, CF:0.913954, Len: 10, Fitness_tra: -49
Rule 89: 11cb131991, Class:  1, CF:  1, Len: 10, Fitness_tra: 92
Rule 90: 2172237112, Class:  1, CF:0.92548, Len: 10, Fitness_tra: -1
Rule 91: 214b8a2444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 7c2b21b9bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: b871d32221, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 71b211202b, Class:  1, CF:0.965933, Len:  9, Fitness_tra: -258
Rule 95: c72bc1b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 75411ab917, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 111bd37152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: b847d4132c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1221339314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 214b51718b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.9082
------Result------
Miss_rate(tra)	:96.9082
Miss_rate(tst)	:94.1499
ARL				:9.98649

------Generation 10------
Rule  1: 1471211c41, Class:  1, CF:0.99412, Len: 10, Fitness_tra: 836
Rule  2: b171c1117b, Class:  1, CF:0.993844, Len: 10, Fitness_tra: 567
Rule  3: 1221334314, Class:  0, CF:0.037126, Len: 10, Fitness_tra: 212
Rule  4: 7541112417, Class:  1, CF:0.979781, Len: 10, Fitness_tra: 78
Rule  5: b441ce1b44, Class:  1, CF:0.998205, Len: 10, Fitness_tra: 144
Rule  6: 71b1c1142b, Class:  1, CF:0.996945, Len: 10, Fitness_tra: 140
Rule  7: 18d78c1254, Class:  1, CF:  1, Len: 10, Fitness_tra: 53
Rule  8: 2147c21442, Class:  1, CF:0.997283, Len: 10, Fitness_tra: 35
Rule  9: 41b173bbb1, Class:  1, CF:0.64154, Len: 10, Fitness_tra: 15
Rule 10: 71411abb17, Class:  0, CF:  1, Len: 10, Fitness_tra: 13
Rule 11: b111dd2724, Class:  1, CF:0.999688, Len: 10, Fitness_tra: 26
Rule 12: 74b21a1417, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule 13: 1817d112c4, Class:  1, CF:  1, Len: 10, Fitness_tra: 3
Rule 14: b21126bb21, Class:  0, CF:0.430463, Len: 10, Fitness_tra: 2
Rule 15: b4bb114227, Class:  1, CF:0.983592, Len: 10, Fitness_tra: 1
Rule 16: 214b1e1182, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 17: 714251115b, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 18: 217baab447, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 11b113b224, Class:  1, CF:0.957387, Len: 10, Fitness_tra: 1
Rule 20: 4714172812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 21: 22142fbb2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 787213b7b1, Class:  0, CF:0.523232, Len: 10, Fitness_tra: 0
Rule 23: 717423b2bb, Class:  1, CF:0.834722, Len: 10, Fitness_tra: 0
Rule 24: c1b7c2abb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 417b561717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e148d233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 427b86bb77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 22126a21b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: 1bb2ca1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 47bbc1b444, Class:  1, CF:0.995418, Len: 10, Fitness_tra: 0
Rule 31: 214751758b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 22278a7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b14456b42c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 774413747b, Class:  1, CF:0.630774, Len: 10, Fitness_tra: 0
Rule 35: c1c1192515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2b12164427, Class:  1, CF:0.513096, Len: 10, Fitness_tra: 0
Rule 37: b175114771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 712b13b741, Class:  1, CF:0.43774, Len: 10, Fitness_tra: 0
Rule 39: 211796b22d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 839485233d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1277da1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4124561121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 772416b7b2, Class:  0, CF:0.937164, Len: 10, Fitness_tra: 0
Rule 44: b41b814b22, Class:  1, CF:0.971987, Len: 10, Fitness_tra: 0
Rule 45: 41141eb512, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: b41c26bb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 4271494472, Class:  1, CF:0.998459, Len: 10, Fitness_tra: -3
Rule 48: 4b27812147, Class:  1, CF:0.998422, Len: 10, Fitness_tra: 0
Rule 49: 272bc1b212, Class:  1, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 50: 4174cdb144, Class:  1, CF:0.995563, Len: 10, Fitness_tra: 0
Rule 51: 1214814152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: c1211f7981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1b1253b17b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 44129a7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 18c1d11d31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: bb14262124, Class:  1, CF:0.925376, Len: 10, Fitness_tra: 0
Rule 57: 121b562125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 41112fb24b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 712bc1b114, Class:  1, CF:0.988369, Len: 10, Fitness_tra: 0
Rule 60: 7772597444, Class:  1, CF:0.998991, Len: 10, Fitness_tra: 0
Rule 61: 224b21b1b2, Class:  1, CF:0.921578, Len: 10, Fitness_tra: 0
Rule 62: 141b2fbb22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: c81bd371d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 2cb45574bb, Class:  1, CF:0.172265, Len: 10, Fitness_tra: 0
Rule 65: b242564bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47bbd31447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 74b2162b21, Class:  0, CF:0.960211, Len: 10, Fitness_tra: 0
Rule 68: 42415f77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11421142b2, Class:  1, CF:0.947539, Len: 10, Fitness_tra: 0
Rule 70: 287bd3b251, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 22578a7782, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4714112812, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 1117514281, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 4c441ab21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4c1733b855, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 7c41532111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 11cb5f4152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 482b552447, Class:  1, CF:0.948207, Len: 10, Fitness_tra: 0
Rule 79: 14143ab4bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 74175d414c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 7b742e4411, Class:  1, CF:0.992782, Len: 10, Fitness_tra: -233
Rule 82: 7b47454142, Class:  1, CF:0.999341, Len: 10, Fitness_tra: 0
Rule 83: 2422152747, Class:  1, CF:0.975406, Len: 10, Fitness_tra: 0
Rule 84: 774b2221b4, Class:  1, CF:0.974083, Len: 10, Fitness_tra: -386
Rule 85: 1844d94111, Class:  0, CF:0.860907, Len: 10, Fitness_tra: 40
Rule 86: 4c213f4dd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 21b1c647b4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 11741922b7, Class:  1, CF:0.913954, Len: 10, Fitness_tra: -49
Rule 89: 11cb131991, Class:  1, CF:  1, Len: 10, Fitness_tra: 92
Rule 90: 2172237112, Class:  1, CF:0.92548, Len: 10, Fitness_tra: -1
Rule 91: 214b8a2444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 7c2b21b9bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: b871d32221, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 71b211202b, Class:  1, CF:0.965933, Len:  9, Fitness_tra: -258
Rule 95: c72bc1b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
