------Generation 0------
Rule  1: 215b81b192, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 41321521f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 1471d3b4b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 413b1574f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 717b562222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 27741e7b42, Class:  1, CF:0.99436, Len: 10, Fitness_tra: 0
Rule 77: 71121a4141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 47442eb424, Class:  1, CF:0.998265, Len: 10, Fitness_tra: 0
Rule 79: 4174131c87, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 1b275372b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 2122511714, Class:  1, CF:0.982546, Len: 10, Fitness_tra: -3
Rule 82: 77121141b4, Class:  1, CF:0.956237, Len: 10, Fitness_tra: -1732
Rule 83: 7727532727, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 7c14557b42, Class:  0, CF:0.720781, Len: 10, Fitness_tra: 0
Rule 85: 247155bb24, Class:  1, CF:0.985448, Len: 10, Fitness_tra: -10
Rule 86: b14b1ebb22, Class:  1, CF:0.990294, Len: 10, Fitness_tra: 0
Rule 87: 421729b2c1, Class:  1, CF:0.999377, Len: 10, Fitness_tra: 1
Rule 88: 2222d9414b, Class:  1, CF:0.928639, Len: 10, Fitness_tra: 0
Rule 89: 72b78317b4, Class:  1, CF:0.994799, Len: 10, Fitness_tra: 0
Rule 90: b747d1b222, Class:  1, CF:0.999841, Len: 10, Fitness_tra: 0
Rule 91: 713bc6742d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 712411b124, Class:  1, CF:0.984519, Len: 10, Fitness_tra: 0
Rule 93: 7a11537b24, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 7244112824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 1774c64424, Class:  1, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 96: ce4d53a242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 434b052eb4, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 98: 72b4192124, Class:  1, CF:0.953693, Len: 10, Fitness_tra: -3
Rule 99: 060b474702, Class:  1, CF:0.997126, Len:  7, Fitness_tra: 0
Rule100: 0c1b6e1000, Class:  0, CF:  1, Len:  6, Fitness_tra: 97
------Current------
Miss_rate(tra)	:93.2537
------Result------
Miss_rate(tra)	:93.2537
Miss_rate(tst)	:88.117
ARL				:9.64557

------Generation 7------
Rule  1: 0600470000, Class:  1, CF:0.55716, Len:  3, Fitness_tra: 1083
Rule  2: 2226217484, Class:  1, CF:0.999909, Len: 10, Fitness_tra: 402
Rule  3: 4b71297774, Class:  1, CF:0.999707, Len: 10, Fitness_tra: 553
Rule  4: 11bbf12121, Class:  0, CF:  1, Len: 10, Fitness_tra: 366
Rule  5: 7a41493874, Class:  1, CF:  1, Len: 10, Fitness_tra: 172
Rule  6: 441181247b, Class:  1, CF:0.996433, Len: 10, Fitness_tra: 1097
Rule  7: 4cb1112241, Class:  1, CF:0.927844, Len: 10, Fitness_tra: 158
Rule  8: 72b12144b4, Class:  1, CF:0.985582, Len: 10, Fitness_tra: 60
Rule  9: 1217331112, Class:  0, CF:0.966902, Len: 10, Fitness_tra: 96
Rule 10: 724411b424, Class:  1, CF:0.996984, Len: 10, Fitness_tra: 59
Rule 11: 1c12297221, Class:  0, CF:0.0431016, Len: 10, Fitness_tra: 33
Rule 12: 4171192212, Class:  1, CF:0.999419, Len: 10, Fitness_tra: -631
Rule 13: 41b1112b22, Class:  1, CF:0.978271, Len: 10, Fitness_tra: 23
Rule 14: 0704c072c7, Class:  1, CF:0.998266, Len:  7, Fitness_tra: 16
Rule 15: 724bc87214, Class:  1, CF:0.996523, Len: 10, Fitness_tra: 9
Rule 16: 1271d11285, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 17: 2211137b24, Class:  1, CF:0.841508, Len: 10, Fitness_tra: 3
Rule 18: 7721161142, Class:  0, CF:0.79238, Len: 10, Fitness_tra: 3
Rule 19: 48c213b558, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 20: 7141194b72, Class:  1, CF:0.998259, Len: 10, Fitness_tra: 102
Rule 21: 71422675b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 444b8172b4, Class:  1, CF:0.991062, Len: 10, Fitness_tra: 0
Rule 23: 1e8d13a542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7121161192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b244ff2214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 4812164884, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b72297147, Class:  1, CF:0.99629, Len: 10, Fitness_tra: 0
Rule 28: 724bc12226, Class:  1, CF:0.990427, Len: 10, Fitness_tra: -2
Rule 29: c24b577274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 45bbd62172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1777d3724b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 8ccb1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 172bc62424, Class:  1, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 34: b322ddb44b, Class:  1, CF:0.999851, Len: 10, Fitness_tra: 0
Rule 35: 4b42164221, Class:  0, CF:0.603178, Len: 10, Fitness_tra: 0
Rule 36: 7bb286b471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 21418371b2, Class:  1, CF:0.997999, Len: 10, Fitness_tra: 0
Rule 39: 72b4531274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 222b83b7bb, Class:  1, CF:0.99506, Len: 10, Fitness_tra: 0
Rule 41: 41212141d5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: cd8251b555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 22b7162b12, Class:  0, CF:0.835448, Len: 10, Fitness_tra: 0
Rule 44: 2421f34247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 27772e27b7, Class:  1, CF:0.934123, Len: 10, Fitness_tra: 0
Rule 46: 71b22347b7, Class:  1, CF:0.902911, Len: 10, Fitness_tra: 0
Rule 47: 222111418d, Class:  1, CF:0.797399, Len: 10, Fitness_tra: 0
Rule 48: 782b514272, Class:  1, CF:0.987741, Len: 10, Fitness_tra: 0
Rule 49: 72b4192824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 4192c57119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4357554eed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11821d2581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: b21c3a274b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 722811472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 12b1ca1b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 12bb831bbb, Class:  1, CF:0.977868, Len: 10, Fitness_tra: 0
Rule 57: 2242594274, Class:  1, CF:0.934668, Len: 10, Fitness_tra: 0
Rule 58: 4ed28126ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 714b2627b4, Class:  0, CF:0.218218, Len: 10, Fitness_tra: 0
Rule 60: b74b414b22, Class:  1, CF:0.985252, Len: 10, Fitness_tra: 0
Rule 61: 7272d174b7, Class:  1, CF:0.947341, Len: 10, Fitness_tra: 0
Rule 62: b822931171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7442154b42, Class:  1, CF:0.951614, Len: 10, Fitness_tra: 0
Rule 64: 2747817227, Class:  1, CF:0.999147, Len: 10, Fitness_tra: 0
Rule 65: 8c27d6b815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1314254e11, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 72248ab724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2221d37182, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 27771a2192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 72241ab142, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 160a13743d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 41321521f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 1471d3b4b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 413b1574f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 717b562222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 27741e7b42, Class:  1, CF:0.99436, Len: 10, Fitness_tra: 0
Rule 77: 71121a4141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 47442eb424, Class:  1, CF:0.998265, Len: 10, Fitness_tra: 0
Rule 79: 4174131c87, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 1b275372b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 2122511714, Class:  1, CF:0.982546, Len: 10, Fitness_tra: -3
Rule 82: 77121141b4, Class:  1, CF:0.956237, Len: 10, Fitness_tra: -1732
Rule 83: 7727532727, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 7c14557b42, Class:  0, CF:0.720781, Len: 10, Fitness_tra: 0
Rule 85: 247155bb24, Class:  1, CF:0.985448, Len: 10, Fitness_tra: -10
Rule 86: b14b1ebb22, Class:  1, CF:0.990294, Len: 10, Fitness_tra: 0
Rule 87: 421729b2c1, Class:  1, CF:0.999377, Len: 10, Fitness_tra: 1
Rule 88: 2222d9414b, Class:  1, CF:0.928639, Len: 10, Fitness_tra: 0
Rule 89: 72b78317b4, Class:  1, CF:0.994799, Len: 10, Fitness_tra: 0
Rule 90: b747d1b222, Class:  1, CF:0.999841, Len: 10, Fitness_tra: 0
Rule 91: 713bc6742d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 712411b124, Class:  1, CF:0.984519, Len: 10, Fitness_tra: 0
Rule 93: 7a11537b24, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 7244112824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 1774c64424, Class:  1, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 96: ce4d53a242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 434b052eb4, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 98: 72b4192124, Class:  1, CF:0.953693, Len: 10, Fitness_tra: -3
Rule 99: 060b474702, Class:  1, CF:0.997126, Len:  7, Fitness_tra: 0
Rule100: 0c1b6e1000, Class:  0, CF:  1, Len:  6, Fitness_tra: 97
------Current------
Miss_rate(tra)	:93.2537
------Result------
Miss_rate(tra)	:93.2537
Miss_rate(tst)	:88.117
ARL				:9.64557

------Generation 8------
Rule  1: 0600470000, Class:  1, CF:0.55716, Len:  3, Fitness_tra: 1083
Rule  2: 2226217484, Class:  1, CF:0.999909, Len: 10, Fitness_tra: 402
Rule  3: 4b71297774, Class:  1, CF:0.999707, Len: 10, Fitness_tra: 553
Rule  4: 11bbf12121, Class:  0, CF:  1, Len: 10, Fitness_tra: 366
Rule  5: 7a41493874, Class:  1, CF:  1, Len: 10, Fitness_tra: 172
Rule  6: 441181247b, Class:  1, CF:0.996433, Len: 10, Fitness_tra: 1097
Rule  7: 4cb1112241, Class:  1, CF:0.927844, Len: 10, Fitness_tra: 158
Rule  8: 72b12144b4, Class:  1, CF:0.985582, Len: 10, Fitness_tra: 60
Rule  9: 1217331112, Class:  0, CF:0.966902, Len: 10, Fitness_tra: 96
Rule 10: 724411b424, Class:  1, CF:0.996984, Len: 10, Fitness_tra: 59
Rule 11: 1c12297221, Class:  0, CF:0.0431016, Len: 10, Fitness_tra: 33
Rule 12: 4171192212, Class:  1, CF:0.999419, Len: 10, Fitness_tra: -631
Rule 13: 41b1112b22, Class:  1, CF:0.978271, Len: 10, Fitness_tra: 23
Rule 14: 0704c072c7, Class:  1, CF:0.998266, Len:  7, Fitness_tra: 16
Rule 15: 724bc87214, Class:  1, CF:0.996523, Len: 10, Fitness_tra: 9
Rule 16: 1271d11285, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 17: 2211137b24, Class:  1, CF:0.841508, Len: 10, Fitness_tra: 3
Rule 18: 7721161142, Class:  0, CF:0.79238, Len: 10, Fitness_tra: 3
Rule 19: 48c213b558, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 20: 7141194b72, Class:  1, CF:0.998259, Len: 10, Fitness_tra: 102
Rule 21: 71422675b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 444b8172b4, Class:  1, CF:0.991062, Len: 10, Fitness_tra: 0
Rule 23: 1e8d13a542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7121161192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b244ff2214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 4812164884, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b72297147, Class:  1, CF:0.99629, Len: 10, Fitness_tra: 0
Rule 28: 724bc12226, Class:  1, CF:0.990427, Len: 10, Fitness_tra: -2
Rule 29: c24b577274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 45bbd62172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1777d3724b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 8ccb1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 172bc62424, Class:  1, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 34: b322ddb44b, Class:  1, CF:0.999851, Len: 10, Fitness_tra: 0
Rule 35: 4b42164221, Class:  0, CF:0.603178, Len: 10, Fitness_tra: 0
Rule 36: 7bb286b471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 21418371b2, Class:  1, CF:0.997999, Len: 10, Fitness_tra: 0
Rule 39: 72b4531274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 222b83b7bb, Class:  1, CF:0.99506, Len: 10, Fitness_tra: 0
Rule 41: 41212141d5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: cd8251b555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 22b7162b12, Class:  0, CF:0.835448, Len: 10, Fitness_tra: 0
Rule 44: 2421f34247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 27772e27b7, Class:  1, CF:0.934123, Len: 10, Fitness_tra: 0
Rule 46: 71b22347b7, Class:  1, CF:0.902911, Len: 10, Fitness_tra: 0
Rule 47: 222111418d, Class:  1, CF:0.797399, Len: 10, Fitness_tra: 0
Rule 48: 782b514272, Class:  1, CF:0.987741, Len: 10, Fitness_tra: 0
Rule 49: 72b4192824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 4192c57119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4357554eed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11821d2581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: b21c3a274b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 722811472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 12b1ca1b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 12bb831bbb, Class:  1, CF:0.977868, Len: 10, Fitness_tra: 0
Rule 57: 2242594274, Class:  1, CF:0.934668, Len: 10, Fitness_tra: 0
Rule 58: 4ed28126ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 714b2627b4, Class:  0, CF:0.218218, Len: 10, Fitness_tra: 0
Rule 60: b74b414b22, Class:  1, CF:0.985252, Len: 10, Fitness_tra: 0
Rule 61: 7272d174b7, Class:  1, CF:0.947341, Len: 10, Fitness_tra: 0
Rule 62: b822931171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7442154b42, Class:  1, CF:0.951614, Len: 10, Fitness_tra: 0
Rule 64: 2747817227, Class:  1, CF:0.999147, Len: 10, Fitness_tra: 0
Rule 65: 8c27d6b815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1314254e11, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 72248ab724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2221d37182, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 27771a2192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 72241ab142, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 160a13743d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 41321521f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 1471d3b4b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 413b1574f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 717b562222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 27741e7b42, Class:  1, CF:0.99436, Len: 10, Fitness_tra: 0
Rule 77: 71121a4141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 47442eb424, Class:  1, CF:0.998265, Len: 10, Fitness_tra: 0
Rule 79: 4174131c87, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 1b275372b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 2122511714, Class:  1, CF:0.982546, Len: 10, Fitness_tra: -3
Rule 82: 77121141b4, Class:  1, CF:0.956237, Len: 10, Fitness_tra: -1732
Rule 83: 7727532727, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 7c14557b42, Class:  0, CF:0.720781, Len: 10, Fitness_tra: 0
Rule 85: 247155bb24, Class:  1, CF:0.985448, Len: 10, Fitness_tra: -10
Rule 86: b14b1ebb22, Class:  1, CF:0.990294, Len: 10, Fitness_tra: 0
Rule 87: 421729b2c1, Class:  1, CF:0.999377, Len: 10, Fitness_tra: 1
Rule 88: 2222d9414b, Class:  1, CF:0.928639, Len: 10, Fitness_tra: 0
Rule 89: 72b78317b4, Class:  1, CF:0.994799, Len: 10, Fitness_tra: 0
Rule 90: b747d1b222, Class:  1, CF:0.999841, Len: 10, Fitness_tra: 0
Rule 91: 713bc6742d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 712411b124, Class:  1, CF:0.984519, Len: 10, Fitness_tra: 0
Rule 93: 7a11537b24, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 7244112824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 1774c64424, Class:  1, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 96: ce4d53a242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 434b052eb4, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 98: 72b4192124, Class:  1, CF:0.953693, Len: 10, Fitness_tra: -3
Rule 99: 060b474702, Class:  1, CF:0.997126, Len:  7, Fitness_tra: 0
Rule100: 0c1b6e1000, Class:  0, CF:  1, Len:  6, Fitness_tra: 97
------Current------
Miss_rate(tra)	:93.2537
------Result------
Miss_rate(tra)	:93.2537
Miss_rate(tst)	:88.117
ARL				:9.64557

------Generation 9------
Rule  1: 0600470000, Class:  1, CF:0.55716, Len:  3, Fitness_tra: 1083
Rule  2: 2226217484, Class:  1, CF:0.999909, Len: 10, Fitness_tra: 402
Rule  3: 4b71297774, Class:  1, CF:0.999707, Len: 10, Fitness_tra: 553
Rule  4: 11bbf12121, Class:  0, CF:  1, Len: 10, Fitness_tra: 366
Rule  5: 7a41493874, Class:  1, CF:  1, Len: 10, Fitness_tra: 172
Rule  6: 441181247b, Class:  1, CF:0.996433, Len: 10, Fitness_tra: 1097
Rule  7: 4cb1112241, Class:  1, CF:0.927844, Len: 10, Fitness_tra: 158
Rule  8: 72b12144b4, Class:  1, CF:0.985582, Len: 10, Fitness_tra: 60
Rule  9: 1217331112, Class:  0, CF:0.966902, Len: 10, Fitness_tra: 96
Rule 10: 724411b424, Class:  1, CF:0.996984, Len: 10, Fitness_tra: 59
Rule 11: 1c12297221, Class:  0, CF:0.0431016, Len: 10, Fitness_tra: 33
Rule 12: 4171192212, Class:  1, CF:0.999419, Len: 10, Fitness_tra: -631
Rule 13: 41b1112b22, Class:  1, CF:0.978271, Len: 10, Fitness_tra: 23
Rule 14: 0704c072c7, Class:  1, CF:0.998266, Len:  7, Fitness_tra: 16
Rule 15: 724bc87214, Class:  1, CF:0.996523, Len: 10, Fitness_tra: 9
Rule 16: 1271d11285, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule 17: 2211137b24, Class:  1, CF:0.841508, Len: 10, Fitness_tra: 3
Rule 18: 7721161142, Class:  0, CF:0.79238, Len: 10, Fitness_tra: 3
Rule 19: 48c213b558, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 20: 7141194b72, Class:  1, CF:0.998259, Len: 10, Fitness_tra: 102
Rule 21: 71422675b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 444b8172b4, Class:  1, CF:0.991062, Len: 10, Fitness_tra: 0
Rule 23: 1e8d13a542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7121161192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b244ff2214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 4812164884, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b72297147, Class:  1, CF:0.99629, Len: 10, Fitness_tra: 0
Rule 28: 724bc12226, Class:  1, CF:0.990427, Len: 10, Fitness_tra: -2
Rule 29: c24b577274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 45bbd62172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1777d3724b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 8ccb1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 172bc62424, Class:  1, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 34: b322ddb44b, Class:  1, CF:0.999851, Len: 10, Fitness_tra: 0
Rule 35: 4b42164221, Class:  0, CF:0.603178, Len: 10, Fitness_tra: 0
Rule 36: 7bb286b471, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 21418371b2, Class:  1, CF:0.997999, Len: 10, Fitness_tra: 0
Rule 39: 72b4531274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 222b83b7bb, Class:  1, CF:0.99506, Len: 10, Fitness_tra: 0
Rule 41: 41212141d5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: cd8251b555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 22b7162b12, Class:  0, CF:0.835448, Len: 10, Fitness_tra: 0
Rule 44: 2421f34247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 27772e27b7, Class:  1, CF:0.934123, Len: 10, Fitness_tra: 0
Rule 46: 71b22347b7, Class:  1, CF:0.902911, Len: 10, Fitness_tra: 0
Rule 47: 222111418d, Class:  1, CF:0.797399, Len: 10, Fitness_tra: 0
Rule 48: 782b514272, Class:  1, CF:0.987741, Len: 10, Fitness_tra: 0
Rule 49: 72b4192824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 4192c57119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4357554eed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11821d2581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: b21c3a274b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 722811472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 12b1ca1b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 12bb831bbb, Class:  1, CF:0.977868, Len: 10, Fitness_tra: 0
Rule 57: 2242594274, Class:  1, CF:0.934668, Len: 10, Fitness_tra: 0
Rule 58: 4ed28126ad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 714b2627b4, Class:  0, CF:0.218218, Len: 10, Fitness_tra: 0
Rule 60: b74b414b22, Class:  1, CF:0.985252, Len: 10, Fitness_tra: 0
Rule 61: 7272d174b7, Class:  1, CF:0.947341, Len: 10, Fitness_tra: 0
Rule 62: b822931171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7442154b42, Class:  1, CF:0.951614, Len: 10, Fitness_tra: 0
Rule 64: 2747817227, Class:  1, CF:0.999147, Len: 10, Fitness_tra: 0
Rule 65: 8c27d6b815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1314254e11, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 72248ab724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2221d37182, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 27771a2192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 72241ab142, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 160a13743d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 41321521f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 1471d3b4b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 413b1574f5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 717b562222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 27741e7b42, Class:  1, CF:0.99436, Len: 10, Fitness_tra: 0
Rule 77: 71121a4141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 47442eb424, Class:  1, CF:0.998265, Len: 10, Fitness_tra: 0
Rule 79: 4174131c87, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 1b275372b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 2122511714, Class:  1, CF:0.982546, Len: 10, Fitness_tra: -3
Rule 82: 77121141b4, Class:  1, CF:0.956237, Len: 10, Fitness_tra: -1732
Rule 83: 7727532727, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 7c14557b42, Class:  0, CF:0.720781, Len: 10, Fitness_tra: 0
Rule 85: 247155bb24, Class:  1, CF:0.985448, Len: 10, Fitness_tra: -10
Rule 86: b14b1ebb22, Class:  1, CF:0.990294, Len: 10, Fitness_tra: 0
Rule 87: 421729b2c1, Class:  1, CF:0.999377, Len: 10, Fitness_tra: 1
