------Generation 0------
Rule  1: 7771cf1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b414cf7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1b223f7127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 27425111b2, Class:  1, CF:0.985736, Len: 10, Fitness_tra: 0
Rule 53: b842c5bbb1, Class:  1, CF:0.106541, Len: 10, Fitness_tra: 0
Rule 54: 42b2592722, Class:  1, CF:0.832009, Len: 10, Fitness_tra: 0
Rule 55: 7b71861427, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: bb245a7b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c21291458c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2cbb132111, Class:  0, CF:0.962377, Len: 10, Fitness_tra: 0
Rule 59: 49725d4b72, Class:  0, CF:0.998727, Len: 10, Fitness_tra: 0
Rule 60: 71271127b4, Class:  1, CF:0.828227, Len: 10, Fitness_tra: 0
Rule 61: c27119b8b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 26922d4ee5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2b44292b14, Class:  1, CF:0.974826, Len: 10, Fitness_tra: 0
Rule 64: 27bb132724, Class:  0, CF:0.101533, Len: 10, Fitness_tra: 0
Rule 65: bb27867127, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 4114157912, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 2122d12212, Class:  1, CF:0.998048, Len: 10, Fitness_tra: 0
Rule 68: b11211b271, Class:  1, CF:0.922114, Len: 10, Fitness_tra: 0
Rule 69: 414b8f4b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4444114172, Class:  1, CF:0.880337, Len: 10, Fitness_tra: 0
Rule 71: 244721b2b2, Class:  1, CF:0.971799, Len: 10, Fitness_tra: 0
Rule 72: 47b4132721, Class:  0, CF:0.276531, Len: 10, Fitness_tra: 0
Rule 73: 1117c12b27, Class:  1, CF:0.902723, Len: 10, Fitness_tra: 0
Rule 74: bbb75374bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 21115a2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c2cb117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bb12114112, Class:  1, CF:0.931116, Len: 10, Fitness_tra: 0
Rule 78: b2b721b714, Class:  1, CF:0.935237, Len: 10, Fitness_tra: 0
Rule 79: 1b272f2744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 7771cf1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 22125d7b14, Class:  1, CF:0.289269, Len: 10, Fitness_tra: 0
Rule 82: 12c45115d1, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 83: 1c12514441, Class:  1, CF:0.325824, Len: 10, Fitness_tra: -1
Rule 84: 44411124bb, Class:  1, CF:0.886827, Len: 10, Fitness_tra: 3
Rule 85: 411b5e17b2, Class:  1, CF:0.761647, Len: 10, Fitness_tra: -24
Rule 86: 11b2114bb4, Class:  1, CF:0.723635, Len: 10, Fitness_tra: 0
Rule 87: 77225512b4, Class:  1, CF:0.975116, Len: 10, Fitness_tra: 0
Rule 88: 2527552158, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 4777d94212, Class:  1, CF:0.996596, Len: 10, Fitness_tra: 0
Rule 90: 722181247b, Class:  1, CF:0.998167, Len: 10, Fitness_tra: 5
Rule 91: 11121911b2, Class:  0, CF:0.303521, Len: 10, Fitness_tra: 1906
Rule 92: 42d6834124, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 1b2b3f7127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 442b19147a, Class:  1, CF:0.784899, Len: 10, Fitness_tra: 0
Rule 95: 442b19b422, Class:  1, CF:0.997621, Len: 10, Fitness_tra: 0
Rule 96: 4117338bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 251447277b, Class:  1, CF:0.870527, Len: 10, Fitness_tra: 0
Rule 98: 2247114572, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: b2b685bb87, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: b422d52e20, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.6837
------Result------
Miss_rate(tra)	:38.6837
Miss_rate(tst)	:7.67824
ARL				:9.9881

------Generation 8------
Rule  1: 121441211b, Class:  0, CF:0.596906, Len: 10, Fitness_tra: 1039
Rule  2: 2171117171, Class:  1, CF:0.880741, Len: 10, Fitness_tra: 801
Rule  3: 274181112b, Class:  1, CF:0.998931, Len: 10, Fitness_tra: 1116
Rule  4: 27215d1471, Class:  1, CF:0.999284, Len: 10, Fitness_tra: 375
Rule  5: 1272591114, Class:  0, CF:0.129589, Len: 10, Fitness_tra: 24
Rule  6: 71b112b7b7, Class:  1, CF:0.976424, Len: 10, Fitness_tra: 175
Rule  7: 42c1131124, Class:  1, CF:0.640439, Len: 10, Fitness_tra: 165
Rule  8: 21211e1b42, Class:  1, CF:0.999267, Len: 10, Fitness_tra: 304
Rule  9: 11bb161711, Class:  0, CF:0.931578, Len: 10, Fitness_tra: 95
Rule 10: 1126817827, Class:  1, CF:  1, Len: 10, Fitness_tra: 86
Rule 11: b211c5b784, Class:  1, CF:0.999977, Len: 10, Fitness_tra: 69
Rule 12: 11c2311111, Class:  1, CF:0.768985, Len: 10, Fitness_tra: 45
Rule 13: 7227112211, Class:  1, CF:0.912564, Len: 10, Fitness_tra: 42
Rule 14: 127b131474, Class:  0, CF:0.218419, Len: 10, Fitness_tra: 25
Rule 15: 444b191427, Class:  1, CF:0.989818, Len: 10, Fitness_tra: 24
Rule 16: b21115b7b4, Class:  1, CF:0.963884, Len: 10, Fitness_tra: 26
Rule 17: b241517211, Class:  1, CF:0.994995, Len: 10, Fitness_tra: 6
Rule 18: 4c42111442, Class:  1, CF:0.977847, Len: 10, Fitness_tra: 7
Rule 19: bbb4851724, Class:  1, CF:0.999643, Len: 10, Fitness_tra: 4
Rule 20: 4c42211441, Class:  1, CF:0.974534, Len: 10, Fitness_tra: 2
Rule 21: 4242551e22, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 22: 4821337bb2, Class:  0, CF:0.998965, Len: 10, Fitness_tra: 2
Rule 23: 212b591581, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 24: 4144c1b277, Class:  1, CF:0.997051, Len: 10, Fitness_tra: 1
Rule 25: 115b212151, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 26: 41121911c2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 4741592227, Class:  1, CF:0.999896, Len: 10, Fitness_tra: 1
Rule 28: 1241e11c12, Class:  1, CF:0.988176, Len: 10, Fitness_tra: 1
Rule 29: 2241554e27, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 30: 717b711b22, Class:  1, CF:0.902436, Len: 10, Fitness_tra: 0
Rule 31: 2721894414, Class:  1, CF:0.999636, Len: 10, Fitness_tra: 0
Rule 32: 47b75a1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4772d94141, Class:  1, CF:0.978085, Len: 10, Fitness_tra: 0
Rule 34: 4141634511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 2422da2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b2b28f7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1424512bb2, Class:  1, CF:0.404725, Len: 10, Fitness_tra: 0
Rule 38: b3428521b2, Class:  1, CF:0.995199, Len: 10, Fitness_tra: 0
Rule 39: b112d97421, Class:  1, CF:0.973967, Len: 10, Fitness_tra: 0
Rule 40: 287b254141, Class:  1, CF:0.668488, Len: 10, Fitness_tra: 0
Rule 41: 2447584b21, Class:  1, CF:0.871265, Len: 10, Fitness_tra: 0
Rule 42: 2b42de1212, Class:  1, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 43: 2b421321bb, Class:  1, CF:0.548492, Len: 10, Fitness_tra: 0
Rule 44: 85cb534511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1cc2ea1d9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b2b78ab271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 41b225b772, Class:  1, CF:0.983604, Len: 10, Fitness_tra: 0
Rule 48: b2bb3142b7, Class:  1, CF:0.638546, Len: 10, Fitness_tra: 0
Rule 49: b2715e2b2b, Class:  1, CF:0.690559, Len: 10, Fitness_tra: 0
Rule 50: b414cf7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1b223f7127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 27425111b2, Class:  1, CF:0.985736, Len: 10, Fitness_tra: 0
Rule 53: b842c5bbb1, Class:  1, CF:0.106541, Len: 10, Fitness_tra: 0
Rule 54: 42b2592722, Class:  1, CF:0.832009, Len: 10, Fitness_tra: 0
Rule 55: 7b71861427, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: bb245a7b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c21291458c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2cbb132111, Class:  0, CF:0.962377, Len: 10, Fitness_tra: 0
Rule 59: 49725d4b72, Class:  0, CF:0.998727, Len: 10, Fitness_tra: 0
Rule 60: 71271127b4, Class:  1, CF:0.828227, Len: 10, Fitness_tra: 0
Rule 61: c27119b8b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 26922d4ee5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2b44292b14, Class:  1, CF:0.974826, Len: 10, Fitness_tra: 0
Rule 64: 27bb132724, Class:  0, CF:0.101533, Len: 10, Fitness_tra: 0
Rule 65: bb27867127, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 4114157912, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 2122d12212, Class:  1, CF:0.998048, Len: 10, Fitness_tra: 0
Rule 68: b11211b271, Class:  1, CF:0.922114, Len: 10, Fitness_tra: 0
Rule 69: 414b8f4b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4444114172, Class:  1, CF:0.880337, Len: 10, Fitness_tra: 0
Rule 71: 244721b2b2, Class:  1, CF:0.971799, Len: 10, Fitness_tra: 0
Rule 72: 47b4132721, Class:  0, CF:0.276531, Len: 10, Fitness_tra: 0
Rule 73: 1117c12b27, Class:  1, CF:0.902723, Len: 10, Fitness_tra: 0
Rule 74: bbb75374bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 21115a2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c2cb117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bb12114112, Class:  1, CF:0.931116, Len: 10, Fitness_tra: 0
Rule 78: b2b721b714, Class:  1, CF:0.935237, Len: 10, Fitness_tra: 0
Rule 79: 1b272f2744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 7771cf1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 22125d7b14, Class:  1, CF:0.289269, Len: 10, Fitness_tra: 0
Rule 82: 12c45115d1, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 83: 1c12514441, Class:  1, CF:0.325824, Len: 10, Fitness_tra: -1
Rule 84: 44411124bb, Class:  1, CF:0.886827, Len: 10, Fitness_tra: 3
Rule 85: 411b5e17b2, Class:  1, CF:0.761647, Len: 10, Fitness_tra: -24
Rule 86: 11b2114bb4, Class:  1, CF:0.723635, Len: 10, Fitness_tra: 0
Rule 87: 77225512b4, Class:  1, CF:0.975116, Len: 10, Fitness_tra: 0
Rule 88: 2527552158, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 4777d94212, Class:  1, CF:0.996596, Len: 10, Fitness_tra: 0
Rule 90: 722181247b, Class:  1, CF:0.998167, Len: 10, Fitness_tra: 5
Rule 91: 11121911b2, Class:  0, CF:0.303521, Len: 10, Fitness_tra: 1906
Rule 92: 42d6834124, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 1b2b3f7127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 442b19147a, Class:  1, CF:0.784899, Len: 10, Fitness_tra: 0
Rule 95: 442b19b422, Class:  1, CF:0.997621, Len: 10, Fitness_tra: 0
Rule 96: 4117338bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 251447277b, Class:  1, CF:0.870527, Len: 10, Fitness_tra: 0
Rule 98: 2247114572, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: b2b685bb87, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: b422d52e20, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.6837
------Result------
Miss_rate(tra)	:38.6837
Miss_rate(tst)	:7.67824
ARL				:9.9881

------Generation 9------
Rule  1: 11121911b2, Class:  0, CF:0.303521, Len: 10, Fitness_tra: 1917
Rule  2: 274181112b, Class:  1, CF:0.998931, Len: 10, Fitness_tra: 1116
Rule  3: 121441211b, Class:  0, CF:0.596906, Len: 10, Fitness_tra: 1040
Rule  4: 2171117171, Class:  1, CF:0.880741, Len: 10, Fitness_tra: 801
Rule  5: 27215d1471, Class:  1, CF:0.999284, Len: 10, Fitness_tra: 372
Rule  6: 21211e1b42, Class:  1, CF:0.999267, Len: 10, Fitness_tra: 305
Rule  7: 71b112b7b7, Class:  1, CF:0.976424, Len: 10, Fitness_tra: 175
Rule  8: 42c1131124, Class:  1, CF:0.640439, Len: 10, Fitness_tra: 165
Rule  9: 11bb161711, Class:  0, CF:0.931578, Len: 10, Fitness_tra: 95
Rule 10: 1126817827, Class:  1, CF:  1, Len: 10, Fitness_tra: 81
Rule 11: b211c5b784, Class:  1, CF:0.999977, Len: 10, Fitness_tra: 69
Rule 12: 11c2311111, Class:  1, CF:0.768985, Len: 10, Fitness_tra: 40
Rule 13: 7227112211, Class:  1, CF:0.912564, Len: 10, Fitness_tra: 16
Rule 14: b21115b7b4, Class:  1, CF:0.963884, Len: 10, Fitness_tra: 26
Rule 15: 127b131474, Class:  0, CF:0.218419, Len: 10, Fitness_tra: 25
Rule 16: 444b191427, Class:  1, CF:0.989818, Len: 10, Fitness_tra: 24
Rule 17: 1272591114, Class:  0, CF:0.129589, Len: 10, Fitness_tra: 35
Rule 18: 4c42111442, Class:  1, CF:0.977847, Len: 10, Fitness_tra: 7
Rule 19: b241517211, Class:  1, CF:0.994995, Len: 10, Fitness_tra: 6
Rule 20: 722181247b, Class:  1, CF:0.998167, Len: 10, Fitness_tra: 5
Rule 21: bbb4851724, Class:  1, CF:0.999643, Len: 10, Fitness_tra: 4
Rule 22: 44411124bb, Class:  1, CF:0.886827, Len: 10, Fitness_tra: 3
Rule 23: 4c42211441, Class:  1, CF:0.974534, Len: 10, Fitness_tra: 2
Rule 24: 4821337bb2, Class:  0, CF:0.998965, Len: 10, Fitness_tra: 2
Rule 25: 4242551e22, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 4144c1b277, Class:  1, CF:0.997051, Len: 10, Fitness_tra: 1
Rule 27: 4741592227, Class:  1, CF:0.999896, Len: 10, Fitness_tra: 1
Rule 28: 1241e11c12, Class:  1, CF:0.988176, Len: 10, Fitness_tra: 1
Rule 29: 2241554e27, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 30: 212b591581, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 31: 12c45115d1, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 32: 115b212151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 717b711b22, Class:  1, CF:0.902436, Len: 10, Fitness_tra: 0
Rule 34: 4141634511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 2422da2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b2b28f7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1424512bb2, Class:  1, CF:0.404725, Len: 10, Fitness_tra: 0
Rule 38: b3428521b2, Class:  1, CF:0.995199, Len: 10, Fitness_tra: 0
Rule 39: b112d97421, Class:  1, CF:0.973967, Len: 10, Fitness_tra: 0
Rule 40: 287b254141, Class:  1, CF:0.668488, Len: 10, Fitness_tra: 0
Rule 41: 2447584b21, Class:  1, CF:0.871265, Len: 10, Fitness_tra: 0
Rule 42: 2b42de1212, Class:  1, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 43: 2b421321bb, Class:  1, CF:0.548492, Len: 10, Fitness_tra: 0
Rule 44: 85cb534511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1cc2ea1d9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b2b78ab271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 41b225b772, Class:  1, CF:0.983604, Len: 10, Fitness_tra: 0
Rule 48: b2bb3142b7, Class:  1, CF:0.638546, Len: 10, Fitness_tra: 0
Rule 49: b2715e2b2b, Class:  1, CF:0.690559, Len: 10, Fitness_tra: 0
Rule 50: b414cf7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1b223f7127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 27425111b2, Class:  1, CF:0.985736, Len: 10, Fitness_tra: 0
Rule 53: b842c5bbb1, Class:  1, CF:0.106541, Len: 10, Fitness_tra: 0
Rule 54: 42b2592722, Class:  1, CF:0.832009, Len: 10, Fitness_tra: 0
Rule 55: 7b71861427, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: bb245a7b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c21291458c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2cbb132111, Class:  0, CF:0.962377, Len: 10, Fitness_tra: 0
Rule 59: 49725d4b72, Class:  0, CF:0.998727, Len: 10, Fitness_tra: 0
Rule 60: 71271127b4, Class:  1, CF:0.828227, Len: 10, Fitness_tra: 0
Rule 61: c27119b8b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 26922d4ee5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2b44292b14, Class:  1, CF:0.974826, Len: 10, Fitness_tra: 0
Rule 64: 27bb132724, Class:  0, CF:0.101533, Len: 10, Fitness_tra: 0
Rule 65: bb27867127, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 4114157912, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 2122d12212, Class:  1, CF:0.998048, Len: 10, Fitness_tra: 0
Rule 68: b11211b271, Class:  1, CF:0.922114, Len: 10, Fitness_tra: 0
Rule 69: 414b8f4b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4444114172, Class:  1, CF:0.880337, Len: 10, Fitness_tra: 0
Rule 71: 244721b2b2, Class:  1, CF:0.971799, Len: 10, Fitness_tra: 0
Rule 72: 47b4132721, Class:  0, CF:0.276531, Len: 10, Fitness_tra: 0
Rule 73: 1117c12b27, Class:  1, CF:0.902723, Len: 10, Fitness_tra: 0
Rule 74: bbb75374bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 21115a2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c2cb117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bb12114112, Class:  1, CF:0.931116, Len: 10, Fitness_tra: 0
Rule 78: b2b721b714, Class:  1, CF:0.935237, Len: 10, Fitness_tra: 0
Rule 79: 1b272f2744, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 7771cf1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 224212bb17, Class:  1, CF:0.692747, Len: 10, Fitness_tra: 0
Rule 82: 1814517d18, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 18279e1582, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 84: 21b1117772, Class:  1, CF:0.959301, Len: 10, Fitness_tra: 0
Rule 85: 8151511915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 111bd54e1c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 17bb362127, Class:  0, CF:0.928617, Len: 10, Fitness_tra: 0
Rule 88: 27b4214b27, Class:  1, CF:0.950483, Len: 10, Fitness_tra: 0
Rule 89: b212d94b44, Class:  1, CF:0.431934, Len: 10, Fitness_tra: 0
Rule 90: 22425144b4, Class:  1, CF:0.947328, Len: 10, Fitness_tra: 0
Rule 91: 26242d3e22, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: b247c54522, Class:  1, CF:  1, Len: 10, Fitness_tra: 37
Rule 93: b4b411241b, Class:  1, CF:0.917817, Len: 10, Fitness_tra: 0
Rule 94: 2144184912, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 2c41194414, Class:  1, CF:0.996961, Len: 10, Fitness_tra: 0
Rule 96: 424a11241e, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 442b1974b2, Class:  1, CF:0.942416, Len: 10, Fitness_tra: 0
Rule 98: 212b5d1422, Class:  1, CF:0.998759, Len: 10, Fitness_tra: 0
Rule 99: 76271d27b4, Class:  1, CF:0.999657, Len: 10, Fitness_tra: 0
Rule100: 21715a1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.449
------Result------
Miss_rate(tra)	:38.449
Miss_rate(tst)	:7.1298
ARL				:10

------Generation 10------
Rule  1: 11121911b2, Class:  0, CF:0.303521, Len: 10, Fitness_tra: 1918
Rule  2: 274181112b, Class:  1, CF:0.998931, Len: 10, Fitness_tra: 1113
Rule  3: 121441211b, Class:  0, CF:0.596906, Len: 10, Fitness_tra: 1040
Rule  4: 2171117171, Class:  1, CF:0.880741, Len: 10, Fitness_tra: 801
Rule  5: 27215d1471, Class:  1, CF:0.999284, Len: 10, Fitness_tra: 369
Rule  6: 21211e1b42, Class:  1, CF:0.999267, Len: 10, Fitness_tra: 305
Rule  7: 71b112b7b7, Class:  1, CF:0.976424, Len: 10, Fitness_tra: 175
Rule  8: 42c1131124, Class:  1, CF:0.640439, Len: 10, Fitness_tra: 165
Rule  9: 11bb161711, Class:  0, CF:0.931578, Len: 10, Fitness_tra: 95
Rule 10: 1126817827, Class:  1, CF:  1, Len: 10, Fitness_tra: 69
Rule 11: b211c5b784, Class:  1, CF:0.999977, Len: 10, Fitness_tra: 66
Rule 12: 11c2311111, Class:  1, CF:0.768985, Len: 10, Fitness_tra: 39
Rule 13: b247c54522, Class:  1, CF:  1, Len: 10, Fitness_tra: 37
Rule 14: 1272591114, Class:  0, CF:0.129589, Len: 10, Fitness_tra: 35
Rule 15: b21115b7b4, Class:  1, CF:0.963884, Len: 10, Fitness_tra: 22
Rule 16: 127b131474, Class:  0, CF:0.218419, Len: 10, Fitness_tra: 25
Rule 17: 444b191427, Class:  1, CF:0.989818, Len: 10, Fitness_tra: 13
Rule 18: 7227112211, Class:  1, CF:0.912564, Len: 10, Fitness_tra: 16
Rule 19: 4c42111442, Class:  1, CF:0.977847, Len: 10, Fitness_tra: 7
Rule 20: b241517211, Class:  1, CF:0.994995, Len: 10, Fitness_tra: 5
Rule 21: 722181247b, Class:  1, CF:0.998167, Len: 10, Fitness_tra: 5
Rule 22: bbb4851724, Class:  1, CF:0.999643, Len: 10, Fitness_tra: 4
Rule 23: 44411124bb, Class:  1, CF:0.886827, Len: 10, Fitness_tra: 3
Rule 24: 4c42211441, Class:  1, CF:0.974534, Len: 10, Fitness_tra: 2
Rule 25: 4821337bb2, Class:  0, CF:0.998965, Len: 10, Fitness_tra: 2
Rule 26: 18279e1582, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 4144c1b277, Class:  1, CF:0.997051, Len: 10, Fitness_tra: 1
Rule 28: 1241e11c12, Class:  1, CF:0.988176, Len: 10, Fitness_tra: 1
Rule 29: 2241554e27, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: 212b591581, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 12c45115d1, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 32: 4741592227, Class:  1, CF:0.999896, Len: 10, Fitness_tra: 1
Rule 33: 4242551e22, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 4141634511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 2422da2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b2b28f7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1424512bb2, Class:  1, CF:0.404725, Len: 10, Fitness_tra: 0
Rule 38: b3428521b2, Class:  1, CF:0.995199, Len: 10, Fitness_tra: 0
Rule 39: b112d97421, Class:  1, CF:0.973967, Len: 10, Fitness_tra: 0
Rule 40: 287b254141, Class:  1, CF:0.668488, Len: 10, Fitness_tra: 0
Rule 41: 2447584b21, Class:  1, CF:0.871265, Len: 10, Fitness_tra: 0
Rule 42: 2b42de1212, Class:  1, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 43: 2b421321bb, Class:  1, CF:0.548492, Len: 10, Fitness_tra: 0
Rule 44: 85cb534511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1cc2ea1d9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b2b78ab271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 41b225b772, Class:  1, CF:0.983604, Len: 10, Fitness_tra: 0
Rule 48: b2bb3142b7, Class:  1, CF:0.638546, Len: 10, Fitness_tra: 0
Rule 49: b2715e2b2b, Class:  1, CF:0.690559, Len: 10, Fitness_tra: 0
Rule 50: b414cf7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1b223f7127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 27425111b2, Class:  1, CF:0.985736, Len: 10, Fitness_tra: 0
Rule 53: b842c5bbb1, Class:  1, CF:0.106541, Len: 10, Fitness_tra: 0
Rule 54: 42b2592722, Class:  1, CF:0.832009, Len: 10, Fitness_tra: 0
Rule 55: 7b71861427, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: bb245a7b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c21291458c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2cbb132111, Class:  0, CF:0.962377, Len: 10, Fitness_tra: 0
Rule 59: 49725d4b72, Class:  0, CF:0.998727, Len: 10, Fitness_tra: 0
Rule 60: 71271127b4, Class:  1, CF:0.828227, Len: 10, Fitness_tra: 0
Rule 61: c27119b8b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 26922d4ee5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2b44292b14, Class:  1, CF:0.974826, Len: 10, Fitness_tra: 0
