------Generation 0------
Rule  1: 400cad200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11d51117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0b0000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: c9bd3b811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11e154124, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 73: 1d1181571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2c1212841, Class:  6, CF:0.245647, Len:  9, Fitness_tra: 0
Rule 77: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 78: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 226192c71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 121297c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5d151b242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e00400600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 500000000, Class:  1, CF:0.68095, Len:  1, Fitness_tra: 3
Rule 85: 000d00000, Class:  6, CF:0.705698, Len:  0, Fitness_tra: 0
Rule 86: 88355414b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00a000000, Class:  6, CF:0.0778371, Len:  1, Fitness_tra: -5
Rule 89: 811212141, Class:  6, CF:0.717884, Len:  9, Fitness_tra: -2
Rule 90: 00000000c, Class:  1, CF:0.130719, Len:  0, Fitness_tra: 0
Rule 91: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0160d0200, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00e05b40a, Class:  0, CF:0.209882, Len:  5, Fitness_tra: -2
Rule 94: 0000009e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 447d00600, Class:  4, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 0000050e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000020bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000090, Class:  6, CF:0.772727, Len:  1, Fitness_tra: 0
Rule 99: 21601b2cb, Class:  6, CF:  1, Len:  8, Fitness_tra: 0
Rule100: c00002841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:59.0643
------Result------
Miss_rate(tra)	:59.0643
Miss_rate(tst)	:65.1163
ARL				:5.22727

------Generation 8------
Rule  1: 000d00000, Class:  6, CF:0.705698, Len:  1, Fitness_tra: 11
Rule  2: 00000000c, Class:  1, CF:0.130719, Len:  1, Fitness_tra: 2
Rule  3: 000020050, Class:  6, CF:0.980214, Len:  2, Fitness_tra: 0
Rule  4: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  5: 0c00e0000, Class:  5, CF:0.098298, Len:  2, Fitness_tra: 1
Rule  6: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: c51157222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51111b827, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 254152114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1868512bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 17: c141971c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 112557211, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5112d2c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: c8e592841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: dd0000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 41b994121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 116282221, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 43: 81611b27b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cc1817147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 85b15b254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21411b824, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 231557857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1579148c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e00000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 65: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11d51117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0b0000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: c9bd3b811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11e154124, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 73: 1d1181571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2c1212841, Class:  6, CF:0.245647, Len:  9, Fitness_tra: 0
Rule 77: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 78: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 226192c71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 121297c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5d151b242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e00400600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 500000000, Class:  1, CF:0.68095, Len:  1, Fitness_tra: 3
Rule 85: 000d00000, Class:  6, CF:0.705698, Len:  0, Fitness_tra: 0
Rule 86: 88355414b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00a000000, Class:  6, CF:0.0778371, Len:  1, Fitness_tra: -5
Rule 89: 811212141, Class:  6, CF:0.717884, Len:  9, Fitness_tra: -2
Rule 90: 00000000c, Class:  1, CF:0.130719, Len:  0, Fitness_tra: 0
Rule 91: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0160d0200, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00e05b40a, Class:  0, CF:0.209882, Len:  5, Fitness_tra: -2
Rule 94: 0000009e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 447d00600, Class:  4, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 0000050e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000020bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000090, Class:  6, CF:0.772727, Len:  1, Fitness_tra: 0
Rule 99: 21601b2cb, Class:  6, CF:  1, Len:  8, Fitness_tra: 0
Rule100: c00002841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:59.0643
------Result------
Miss_rate(tra)	:59.0643
Miss_rate(tst)	:65.1163
ARL				:5.22727

------Generation 9------
Rule  1: 000d00000, Class:  6, CF:0.705698, Len:  1, Fitness_tra: 11
Rule  2: 00000000c, Class:  1, CF:0.130719, Len:  1, Fitness_tra: 2
Rule  3: 000020050, Class:  6, CF:0.980214, Len:  2, Fitness_tra: 0
Rule  4: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  5: 0c00e0000, Class:  5, CF:0.098298, Len:  2, Fitness_tra: 1
Rule  6: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: c51157222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51111b827, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 254152114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1868512bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 17: c141971c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 112557211, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5112d2c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: c8e592841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: dd0000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 41b994121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 116282221, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 43: 81611b27b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cc1817147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 85b15b254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21411b824, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 231557857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1579148c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e00000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 65: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11d51117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0b0000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: c9bd3b811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11e154124, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 73: 1d1181571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2c1212841, Class:  6, CF:0.245647, Len:  9, Fitness_tra: 0
Rule 77: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 78: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 226192c71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 121297c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5d151b242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e00400600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 500000000, Class:  1, CF:0.68095, Len:  1, Fitness_tra: 3
Rule 85: 000d00000, Class:  6, CF:0.705698, Len:  0, Fitness_tra: 0
Rule 86: 88355414b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00a000000, Class:  6, CF:0.0778371, Len:  1, Fitness_tra: -5
Rule 89: 811212141, Class:  6, CF:0.717884, Len:  9, Fitness_tra: -2
Rule 90: 00000000c, Class:  1, CF:0.130719, Len:  0, Fitness_tra: 0
Rule 91: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0160d0200, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00e05b40a, Class:  0, CF:0.209882, Len:  5, Fitness_tra: -2
Rule 94: 0000009e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 447d00600, Class:  4, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 0000050e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000020bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000090, Class:  6, CF:0.772727, Len:  1, Fitness_tra: 0
Rule 99: 21601b2cb, Class:  6, CF:  1, Len:  8, Fitness_tra: 0
Rule100: c00002841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:59.0643
------Result------
Miss_rate(tra)	:59.0643
Miss_rate(tst)	:65.1163
ARL				:5.22727

------Generation 10------
Rule  1: 000d00000, Class:  6, CF:0.705698, Len:  1, Fitness_tra: 11
Rule  2: 00000000c, Class:  1, CF:0.130719, Len:  1, Fitness_tra: 2
Rule  3: 000020050, Class:  6, CF:0.980214, Len:  2, Fitness_tra: 0
Rule  4: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  5: 0c00e0000, Class:  5, CF:0.098298, Len:  2, Fitness_tra: 1
Rule  6: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: c51157222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51111b827, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 254152114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1868512bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 17: c141971c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 112557211, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5112d2c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: c8e592841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: dd0000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 41b994121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 116282221, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 43: 81611b27b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cc1817147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 85b15b254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21411b824, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 231557857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1579148c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e00000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 65: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11d51117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0b0000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: c9bd3b811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11e154124, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 73: 1d1181571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2c1212841, Class:  6, CF:0.245647, Len:  9, Fitness_tra: 0
Rule 77: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 78: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 226192c71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 121297c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5d151b242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e00400600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 500000000, Class:  1, CF:0.68095, Len:  1, Fitness_tra: 3
Rule 85: 000d00000, Class:  6, CF:0.705698, Len:  0, Fitness_tra: 0
Rule 86: 88355414b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00a000000, Class:  6, CF:0.0778371, Len:  1, Fitness_tra: -5
Rule 89: 811212141, Class:  6, CF:0.717884, Len:  9, Fitness_tra: -2
Rule 90: 00000000c, Class:  1, CF:0.130719, Len:  0, Fitness_tra: 0
Rule 91: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0160d0200, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00e05b40a, Class:  0, CF:0.209882, Len:  5, Fitness_tra: -2
Rule 94: 0000009e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 447d00600, Class:  4, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 0000050e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000020bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000090, Class:  6, CF:0.772727, Len:  1, Fitness_tra: 0
