------Generation 0------
Rule  1: 00a000000, Class:  6, CF:0.0872402, Len:  1, Fitness_tra: -4
Rule 14: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 41189212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 15e15b141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13b154212, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 400000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: c81554247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 114511184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 511c11c42, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 30: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000cf8000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22e55212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18e2511bb, Class:  1, CF:0.897505, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c5e1d2172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88318b147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e00400a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c135311b2, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: c115171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c5135b282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 854191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151111214, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 230196314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 030000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 0
Rule 65: 48921784b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 19b53b851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c30000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000d0, Class:  6, CF:0.0272374, Len:  1, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11315b527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 009c00000, Class:  1, CF:0.241995, Len:  2, Fitness_tra: -6
Rule 92: 000000a00, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4198dbcb7, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 94: 004000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 410090120, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7c3581117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 98: 0070400b0, Class:  6, CF:0.214914, Len:  3, Fitness_tra: 0
Rule 99: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 489667821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:50.8772
------Result------
Miss_rate(tra)	:50.8772
Miss_rate(tst)	:51.1628
ARL				:5.81818

------Generation 7------
Rule  1: 400000080, Class:  6, CF:0.821916, Len:  2, Fitness_tra: 9
Rule  2: 00ef00000, Class:  0, CF:0.632729, Len:  2, Fitness_tra: 6
Rule  3: d00000d00, Class:  1, CF:0.915916, Len:  2, Fitness_tra: 3
Rule  4: c1b151c11, Class:  4, CF:0.998743, Len:  9, Fitness_tra: 3
Rule  5: 0000000b0, Class:  6, CF:0.547634, Len:  1, Fitness_tra: 2
Rule  6: 12925711b, Class:  1, CF:0.0239911, Len:  9, Fitness_tra: 1
Rule  7: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 1
Rule  8: 183851221, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule  9: b00000007, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 256212847, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: 153c11224, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 41189212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 15e15b141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13b154212, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 400000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: c81554247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 114511184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 511c11c42, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 30: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000cf8000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22e55212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18e2511bb, Class:  1, CF:0.897505, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c5e1d2172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88318b147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e00400a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c135311b2, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: c115171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c5135b282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 854191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151111214, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 230196314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 030000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 0
Rule 65: 48921784b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 19b53b851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c30000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000d0, Class:  6, CF:0.0272374, Len:  1, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11315b527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 009c00000, Class:  1, CF:0.241995, Len:  2, Fitness_tra: -6
Rule 92: 000000a00, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4198dbcb7, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 94: 004000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 410090120, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7c3581117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 98: 0070400b0, Class:  6, CF:0.214914, Len:  3, Fitness_tra: 0
Rule 99: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 489667821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:50.8772
------Result------
Miss_rate(tra)	:50.8772
Miss_rate(tst)	:51.1628
ARL				:5.81818

------Generation 8------
Rule  1: 400000080, Class:  6, CF:0.821916, Len:  2, Fitness_tra: 9
Rule  2: 00ef00000, Class:  0, CF:0.632729, Len:  2, Fitness_tra: 6
Rule  3: d00000d00, Class:  1, CF:0.915916, Len:  2, Fitness_tra: 3
Rule  4: c1b151c11, Class:  4, CF:0.998743, Len:  9, Fitness_tra: 3
Rule  5: 0000000b0, Class:  6, CF:0.547634, Len:  1, Fitness_tra: 2
Rule  6: 12925711b, Class:  1, CF:0.0239911, Len:  9, Fitness_tra: 1
Rule  7: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 1
Rule  8: 183851221, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule  9: b00000007, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 256212847, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: 153c11224, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 41189212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 15e15b141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13b154212, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 400000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: c81554247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 114511184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 511c11c42, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 30: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000cf8000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22e55212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18e2511bb, Class:  1, CF:0.897505, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c5e1d2172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88318b147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e00400a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c135311b2, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: c115171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000020000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c5135b282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 854191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151111214, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 230196314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 030000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 0
Rule 65: 48921784b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 19b53b851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c30000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000d0, Class:  6, CF:0.0272374, Len:  1, Fitness_tra: 0
Rule 79: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11315b527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000400000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 009c00000, Class:  1, CF:0.241995, Len:  2, Fitness_tra: -6
Rule 92: 000000a00, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4198dbcb7, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 94: 004000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 410090120, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 1c6511517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7c3581117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 98: 0070400b0, Class:  6, CF:0.214914, Len:  3, Fitness_tra: 0
Rule 99: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 489667821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:50.8772
------Result------
Miss_rate(tra)	:50.8772
Miss_rate(tst)	:51.1628
ARL				:5.81818

------Generation 9------
Rule  1: 400000080, Class:  6, CF:0.821916, Len:  2, Fitness_tra: 9
Rule  2: 00ef00000, Class:  0, CF:0.632729, Len:  2, Fitness_tra: 6
Rule  3: d00000d00, Class:  1, CF:0.915916, Len:  2, Fitness_tra: 3
Rule  4: c1b151c11, Class:  4, CF:0.998743, Len:  9, Fitness_tra: 3
Rule  5: 0000000b0, Class:  6, CF:0.547634, Len:  1, Fitness_tra: 2
Rule  6: 12925711b, Class:  1, CF:0.0239911, Len:  9, Fitness_tra: 1
Rule  7: 500000000, Class:  1, CF:0.71488, Len:  1, Fitness_tra: 1
Rule  8: 183851221, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule  9: b00000007, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 256212847, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: 153c11224, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 41189212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 15e15b141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13b154212, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 400000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: c81554247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 114511184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 511c11c42, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 30: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000cf8000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000c00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22e55212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18e2511bb, Class:  1, CF:0.897505, Len:  9, Fitness_tra: 0
Rule 38: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000080000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c5e1d2172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88318b147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e00400a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c135311b2, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: c115171bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
