------Generation 0------
Rule  1: bda855292111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Miss_rate(tra)	:64.0853
------Result------
Miss_rate(tra)	:64.0853
Miss_rate(tst)	:60.6061
ARL				:12.7308

------Generation 7------
Rule  1: 3362152118121, Class:  0, CF:0.525137, Len: 13, Fitness_tra: 68
Rule  2: 3168115181111, Class:  0, CF:0.0956814, Len: 13, Fitness_tra: 48
Rule  3: 28a3512181111, Class:  0, CF:  1, Len: 13, Fitness_tra: 46
Rule  4: 2112d51121211, Class:  0, CF:  1, Len: 13, Fitness_tra: 32
Rule  5: f6a1118311c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 17
Rule  6: f338111512181, Class:  0, CF:0.444056, Len: 13, Fitness_tra: 20
Rule  7: 1795152515214, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  8: 29f4a11581111, Class:  1, CF:0.999149, Len: 13, Fitness_tra: 9
Rule  9: 25611111d3511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: f313111111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 11: 1221155151111, Class:  1, CF:0.936587, Len: 13, Fitness_tra: 4
Rule 12: 2994a18781119, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 13: 21151531581d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 14: 6a1d589123511, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 15: 13111111119a1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: f361119518813, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: a121d15d15511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 1715152515215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7161338121112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 39b1151512135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 17191ce5951d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31452c1139111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 317d53d111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f6655d9158c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f111258551558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: bc6d19e941155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 41315e351118a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 616581952d216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 214ec1119355d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b229de1cc151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f679d38d891d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 35b5932211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 211e2cd53898d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1161329d11145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 714de18815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 753261155511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15121d9d131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: bb2c121132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11ac351151921, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: f11515938d286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb5d53188153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 612155d515351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b231154151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a5b2121111925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3322915585991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3e25228381581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b2b51568119e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b475553218115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3f6dec51115c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a1ac1e2151918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6929551221535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6e4111e515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 24155118921d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 2bb1351c15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915355191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f911131853118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 71f13141d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 28f91555815d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 332d5312853e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 781121e151411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 354d325515d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 613351951d1d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1162322513d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7b48315111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 43a1113922c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 13ade115131c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11b6151311dd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: fe43211351151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12b5dd1b51531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b47d52581d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b2a25111e1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 714251a2c7116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: feb1ed1155311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c69551855512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 69212c3133518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 75a6151119181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bda5d85511889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 71ad1d9151c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 72b1531155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4831c3e128855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 020b0a6200599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f131d18515515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: fa35d25821113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 060050e00dd05, Class:  0, CF:  1, Len:  6, Fitness_tra: 3
Rule 85: 21f4321111211, Class:  1, CF:0.0331849, Len: 13, Fitness_tra: -93
Rule 86: f3f231c1e1911, Class:  1, CF:0.724106, Len: 13, Fitness_tra: 0
Rule 87: 36a5599118851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1db3511151536, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f621558585811, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 90: 2111111dd5911, Class:  1, CF:0.970638, Len: 13, Fitness_tra: -1
Rule 91: f1b5258151558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 392d575515dd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f1a11d21519d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 6921a51221115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 312d555112981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 141d521811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 33221511121a6, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 98: 6d4d151115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 63a8591512121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11b6151316dd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:64.0853
------Result------
Miss_rate(tra)	:64.0853
Miss_rate(tst)	:60.6061
ARL				:12.7308

------Generation 8------
Rule  1: 3362152118121, Class:  0, CF:0.525137, Len: 13, Fitness_tra: 68
Rule  2: 3168115181111, Class:  0, CF:0.0956814, Len: 13, Fitness_tra: 48
Rule  3: 28a3512181111, Class:  0, CF:  1, Len: 13, Fitness_tra: 46
Rule  4: 2112d51121211, Class:  0, CF:  1, Len: 13, Fitness_tra: 32
Rule  5: f6a1118311c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 17
Rule  6: f338111512181, Class:  0, CF:0.444056, Len: 13, Fitness_tra: 20
Rule  7: 1795152515214, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  8: 29f4a11581111, Class:  1, CF:0.999149, Len: 13, Fitness_tra: 9
Rule  9: 25611111d3511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: f313111111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 11: 1221155151111, Class:  1, CF:0.936587, Len: 13, Fitness_tra: 4
Rule 12: 2994a18781119, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 13: 21151531581d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 14: 6a1d589123511, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 15: 13111111119a1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: f361119518813, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: a121d15d15511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 1715152515215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7161338121112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 39b1151512135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 17191ce5951d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31452c1139111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 317d53d111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f6655d9158c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f111258551558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: bc6d19e941155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 41315e351118a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 616581952d216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 214ec1119355d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b229de1cc151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f679d38d891d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 35b5932211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 211e2cd53898d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1161329d11145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 714de18815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 753261155511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15121d9d131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: bb2c121132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11ac351151921, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: f11515938d286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb5d53188153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 612155d515351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b231154151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a5b2121111925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3322915585991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3e25228381581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b2b51568119e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b475553218115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3f6dec51115c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a1ac1e2151918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6929551221535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6e4111e515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 24155118921d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 2bb1351c15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915355191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f911131853118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 71f13141d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 28f91555815d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 332d5312853e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 781121e151411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 354d325515d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 613351951d1d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1162322513d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7b48315111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 43a1113922c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 13ade115131c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11b6151311dd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: fe43211351151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12b5dd1b51531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b47d52581d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b2a25111e1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 714251a2c7116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: feb1ed1155311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c69551855512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 69212c3133518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 75a6151119181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bda5d85511889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 71ad1d9151c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 72b1531155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4831c3e128855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 020b0a6200599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f131d18515515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: fa35d25821113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 060050e00dd05, Class:  0, CF:  1, Len:  6, Fitness_tra: 3
Rule 85: 21f4321111211, Class:  1, CF:0.0331849, Len: 13, Fitness_tra: -93
Rule 86: f3f231c1e1911, Class:  1, CF:0.724106, Len: 13, Fitness_tra: 0
Rule 87: 36a5599118851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1db3511151536, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f621558585811, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 90: 2111111dd5911, Class:  1, CF:0.970638, Len: 13, Fitness_tra: -1
Rule 91: f1b5258151558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 392d575515dd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f1a11d21519d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 6921a51221115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 312d555112981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 141d521811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 33221511121a6, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 98: 6d4d151115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 63a8591512121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11b6151316dd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:64.0853
------Result------
Miss_rate(tra)	:64.0853
Miss_rate(tst)	:60.6061
ARL				:12.7308

------Generation 9------
Rule  1: 3362152118121, Class:  0, CF:0.525137, Len: 13, Fitness_tra: 68
Rule  2: 3168115181111, Class:  0, CF:0.0956814, Len: 13, Fitness_tra: 48
Rule  3: 28a3512181111, Class:  0, CF:  1, Len: 13, Fitness_tra: 46
Rule  4: 2112d51121211, Class:  0, CF:  1, Len: 13, Fitness_tra: 32
Rule  5: f6a1118311c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 17
Rule  6: f338111512181, Class:  0, CF:0.444056, Len: 13, Fitness_tra: 20
Rule  7: 1795152515214, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  8: 29f4a11581111, Class:  1, CF:0.999149, Len: 13, Fitness_tra: 9
Rule  9: 25611111d3511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: f313111111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 11: 1221155151111, Class:  1, CF:0.936587, Len: 13, Fitness_tra: 4
Rule 12: 2994a18781119, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 13: 21151531581d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 14: 6a1d589123511, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 15: 13111111119a1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: f361119518813, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: a121d15d15511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 1715152515215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7161338121112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 39b1151512135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 17191ce5951d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31452c1139111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 317d53d111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f6655d9158c81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f111258551558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: bc6d19e941155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 41315e351118a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 616581952d216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 214ec1119355d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b229de1cc151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f679d38d891d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 35b5932211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 211e2cd53898d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1161329d11145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 714de18815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 753261155511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15121d9d131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: bb2c121132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11ac351151921, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: f11515938d286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb5d53188153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 612155d515351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b231154151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a5b2121111925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3322915585991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3e25228381581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b2b51568119e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b475553218115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3f6dec51115c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a1ac1e2151918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6929551221535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6e4111e515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 24155118921d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 2bb1351c15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915355191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f911131853118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 71f13141d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 28f91555815d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 332d5312853e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 781121e151411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 354d325515d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 613351951d1d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1162322513d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7b48315111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 43a1113922c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 13ade115131c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11b6151311dd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: fe43211351151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12b5dd1b51531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b47d52581d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b2a25111e1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 714251a2c7116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: feb1ed1155311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c69551855512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 69212c3133518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 75a6151119181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bda5d85511889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 71ad1d9151c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 72b1531155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4831c3e128855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 020b0a6200599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f131d18515515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: fa35d25821113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 060050e00dd05, Class:  0, CF:  1, Len:  6, Fitness_tra: 3
Rule 85: 21f4321111211, Class:  1, CF:0.0331849, Len: 13, Fitness_tra: -93
Rule 86: f3f231c1e1911, Class:  1, CF:0.724106, Len: 13, Fitness_tra: 0
Rule 87: 36a5599118851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1db3511151536, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f621558585811, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 90: 2111111dd5911, Class:  1, CF:0.970638, Len: 13, Fitness_tra: -1
Rule 91: f1b5258151558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 392d575515dd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f1a11d21519d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 6921a51221115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 312d555112981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 141d521811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 33221511121a6, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 98: 6d4d151115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 63a8591512121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11b6151316dd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:64.0853
------Result------
Miss_rate(tra)	:64.0853
Miss_rate(tst)	:60.6061
ARL				:12.7308

------Generation 10------
Rule  1: 3362152118121, Class:  0, CF:0.525137, Len: 13, Fitness_tra: 68
Rule  2: 3168115181111, Class:  0, CF:0.0956814, Len: 13, Fitness_tra: 48
Rule  3: 28a3512181111, Class:  0, CF:  1, Len: 13, Fitness_tra: 46
Rule  4: 2112d51121211, Class:  0, CF:  1, Len: 13, Fitness_tra: 32
Rule  5: f6a1118311c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 17
Rule  6: f338111512181, Class:  0, CF:0.444056, Len: 13, Fitness_tra: 20
Rule  7: 1795152515214, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  8: 29f4a11581111, Class:  1, CF:0.999149, Len: 13, Fitness_tra: 9
Rule  9: 25611111d3511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: f313111111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 11: 1221155151111, Class:  1, CF:0.936587, Len: 13, Fitness_tra: 4
Rule 12: 2994a18781119, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 13: 21151531581d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 14: 6a1d589123511, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
