------Generation 0------
Rule  1: 13f11c11312c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 34: 253c5d1e11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6fa398183188e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: a11c151538185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 7dfd853151821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b13819c815351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111d13112813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: bb78591721132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a5b15d31ddd18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: afadd5591d153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 617583181cde3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7249d892158d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b8111551495c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: ae21d111155dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 772218121851c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3af5111e8cccd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3573158d11351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 21ac5d1918153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b81123e321811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7569dd818e515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2215d1e11265e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b4281e2c8915e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 72151335728d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 362295185e51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1c15835118131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b1b2112c83119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7448c81865158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4113c1283139d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: a3481551d1915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: a622213518d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1145211c55313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a3311d5d55511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 31431282111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: a6f9121233213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: b11612313511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b2b13532195e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 697ce81d19555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a1fd883219c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: aeb55d3311d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1aa11139515c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3335951d51151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3162119155211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 3a1515dd8d821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4475151123513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b23c912119311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b415518181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 113811e11512e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2846182d15155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: fa31135d5de12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: f141ed3251511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0004000000000, Class:  0, CF:0.904725, Len:  1, Fitness_tra: 541
Rule 84: 0004000000200, Class:  0, CF:0.904146, Len:  2, Fitness_tra: 0
Rule 85: 36b121e5a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 113911515d251, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 61b415d211132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2132311911182, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: b8a2931e25145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 65728a1818113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 010c010c80100, Class:  0, CF:0.859101, Len:  6, Fitness_tra: 0
Rule 92: b811833522823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b418118c191de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1001105115080, Class:  0, CF:0.724014, Len:  8, Fitness_tra: 0
Rule 95: b1281e281515e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b0058883001d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000700000000d, Class:  0, CF:0.869644, Len:  2, Fitness_tra: 12
Rule 98: b1b1112c23115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3033156900050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1112121815118, Class:  0, CF:0.974321, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.09091
------Result------
Miss_rate(tra)	:9.09091
Miss_rate(tst)	:9.09091
ARL				:9.38462

------Generation 8------
Rule  1: 0007000000000, Class:  0, CF:0.799243, Len:  1, Fitness_tra: 144
Rule  2: 0008000c80000, Class:  0, CF:0.989846, Len:  3, Fitness_tra: 19
Rule  3: 00080000000dd, Class:  0, CF:0.974288, Len:  3, Fitness_tra: 0
Rule  4: 0005608400000, Class:  0, CF:  1, Len:  4, Fitness_tra: 10
Rule  5: 2231131115281, Class:  0, CF:0.868858, Len: 13, Fitness_tra: 0
Rule  6: 6121281115311, Class:  0, CF:0.474888, Len: 13, Fitness_tra: 0
Rule  7: f11121111112c, Class:  0, CF:0.831459, Len: 13, Fitness_tra: 0
Rule  8: 2811182d15811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 000180e400000, Class:  0, CF:0.340222, Len:  4, Fitness_tra: 3
Rule 10: 1008005118130, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 000080e300000, Class:  0, CF:0.966591, Len:  3, Fitness_tra: 1
Rule 12: 0004000000de0, Class:  0, CF:0.992135, Len:  3, Fitness_tra: 0
Rule 13: 2561c82163151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 281213115152c, Class:  0, CF:0.99812, Len: 13, Fitness_tra: 0
Rule 15: 0007920550008, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 16: faa119251812c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 03f18012c2205, Class:  0, CF:0.36862, Len: 10, Fitness_tra: 0
Rule 18: 3001888305903, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 19: 30018883000e0, Class:  1, CF:0.0914166, Len:  7, Fitness_tra: 0
Rule 20: 2c6c192113d81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 2561152113e11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 28f38d51c1d11, Class:  1, CF:0.488293, Len: 13, Fitness_tra: 0
Rule 23: 33f11521311c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: f1f11511111cc, Class:  0, CF:0.852215, Len: 13, Fitness_tra: 0
Rule 25: 36f1e82111185, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 28a131d14d351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 6131111151951, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1d15231c51131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f94555288535d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 72b5211155515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 71611d1219512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 75a1112181358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 22b1211591521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 253c5d1e11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6fa398183188e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: a11c151538185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 7dfd853151821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b13819c815351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111d13112813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: bb78591721132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a5b15d31ddd18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: afadd5591d153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 617583181cde3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7249d892158d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b8111551495c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: ae21d111155dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 772218121851c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3af5111e8cccd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3573158d11351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 21ac5d1918153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b81123e321811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7569dd818e515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2215d1e11265e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b4281e2c8915e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 72151335728d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 362295185e51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1c15835118131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b1b2112c83119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7448c81865158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4113c1283139d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: a3481551d1915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: a622213518d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1145211c55313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a3311d5d55511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 31431282111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: a6f9121233213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: b11612313511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b2b13532195e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 697ce81d19555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a1fd883219c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: aeb55d3311d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1aa11139515c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3335951d51151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3162119155211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 3a1515dd8d821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4475151123513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b23c912119311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b415518181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 113811e11512e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2846182d15155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: fa31135d5de12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: f141ed3251511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0004000000000, Class:  0, CF:0.904725, Len:  1, Fitness_tra: 541
Rule 84: 0004000000200, Class:  0, CF:0.904146, Len:  2, Fitness_tra: 0
Rule 85: 36b121e5a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 113911515d251, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 61b415d211132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2132311911182, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: b8a2931e25145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 65728a1818113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 010c010c80100, Class:  0, CF:0.859101, Len:  6, Fitness_tra: 0
Rule 92: b811833522823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b418118c191de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1001105115080, Class:  0, CF:0.724014, Len:  8, Fitness_tra: 0
Rule 95: b1281e281515e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b0058883001d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000700000000d, Class:  0, CF:0.869644, Len:  2, Fitness_tra: 12
Rule 98: b1b1112c23115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3033156900050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1112121815118, Class:  0, CF:0.974321, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.09091
------Result------
Miss_rate(tra)	:9.09091
Miss_rate(tst)	:9.09091
ARL				:9.38462

------Generation 9------
Rule  1: 0007000000000, Class:  0, CF:0.799243, Len:  1, Fitness_tra: 144
Rule  2: 0008000c80000, Class:  0, CF:0.989846, Len:  3, Fitness_tra: 19
Rule  3: 00080000000dd, Class:  0, CF:0.974288, Len:  3, Fitness_tra: 0
Rule  4: 0005608400000, Class:  0, CF:  1, Len:  4, Fitness_tra: 10
Rule  5: 2231131115281, Class:  0, CF:0.868858, Len: 13, Fitness_tra: 0
Rule  6: 6121281115311, Class:  0, CF:0.474888, Len: 13, Fitness_tra: 0
Rule  7: f11121111112c, Class:  0, CF:0.831459, Len: 13, Fitness_tra: 0
Rule  8: 2811182d15811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 000180e400000, Class:  0, CF:0.340222, Len:  4, Fitness_tra: 3
Rule 10: 1008005118130, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 000080e300000, Class:  0, CF:0.966591, Len:  3, Fitness_tra: 1
Rule 12: 0004000000de0, Class:  0, CF:0.992135, Len:  3, Fitness_tra: 0
Rule 13: 2561c82163151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 281213115152c, Class:  0, CF:0.99812, Len: 13, Fitness_tra: 0
Rule 15: 0007920550008, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 16: faa119251812c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 03f18012c2205, Class:  0, CF:0.36862, Len: 10, Fitness_tra: 0
Rule 18: 3001888305903, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 19: 30018883000e0, Class:  1, CF:0.0914166, Len:  7, Fitness_tra: 0
Rule 20: 2c6c192113d81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 2561152113e11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 28f38d51c1d11, Class:  1, CF:0.488293, Len: 13, Fitness_tra: 0
Rule 23: 33f11521311c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: f1f11511111cc, Class:  0, CF:0.852215, Len: 13, Fitness_tra: 0
Rule 25: 36f1e82111185, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 28a131d14d351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 6131111151951, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1d15231c51131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f94555288535d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 72b5211155515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 71611d1219512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 75a1112181358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 22b1211591521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 253c5d1e11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6fa398183188e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: a11c151538185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 7dfd853151821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b13819c815351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111d13112813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: bb78591721132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a5b15d31ddd18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: afadd5591d153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 617583181cde3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7249d892158d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b8111551495c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: ae21d111155dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 772218121851c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 3af5111e8cccd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3573158d11351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 21ac5d1918153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b81123e321811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7569dd818e515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2215d1e11265e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b4281e2c8915e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 72151335728d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 362295185e51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1c15835118131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b1b2112c83119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7448c81865158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4113c1283139d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: a3481551d1915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: a622213518d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1145211c55313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a3311d5d55511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 31431282111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: a6f9121233213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: b11612313511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b2b13532195e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 697ce81d19555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a1fd883219c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: aeb55d3311d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1aa11139515c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3335951d51151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3162119155211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 3a1515dd8d821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4475151123513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b23c912119311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b415518181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 113811e11512e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2846182d15155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: fa31135d5de12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: f141ed3251511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0004000000000, Class:  0, CF:0.904725, Len:  1, Fitness_tra: 541
Rule 84: 0004000000200, Class:  0, CF:0.904146, Len:  2, Fitness_tra: 0
Rule 85: 36b121e5a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 113911515d251, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 61b415d211132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2132311911182, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: b8a2931e25145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 65728a1818113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 010c010c80100, Class:  0, CF:0.859101, Len:  6, Fitness_tra: 0
Rule 92: b811833522823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b418118c191de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1001105115080, Class:  0, CF:0.724014, Len:  8, Fitness_tra: 0
Rule 95: b1281e281515e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b0058883001d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000700000000d, Class:  0, CF:0.869644, Len:  2, Fitness_tra: 12
Rule 98: b1b1112c23115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3033156900050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1112121815118, Class:  0, CF:0.974321, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.09091
------Result------
Miss_rate(tra)	:9.09091
Miss_rate(tst)	:9.09091
ARL				:9.38462

------Generation 10------
Rule  1: 0007000000000, Class:  0, CF:0.799243, Len:  1, Fitness_tra: 144
Rule  2: 0008000c80000, Class:  0, CF:0.989846, Len:  3, Fitness_tra: 19
Rule  3: 00080000000dd, Class:  0, CF:0.974288, Len:  3, Fitness_tra: 0
Rule  4: 0005608400000, Class:  0, CF:  1, Len:  4, Fitness_tra: 10
Rule  5: 2231131115281, Class:  0, CF:0.868858, Len: 13, Fitness_tra: 0
Rule  6: 6121281115311, Class:  0, CF:0.474888, Len: 13, Fitness_tra: 0
Rule  7: f11121111112c, Class:  0, CF:0.831459, Len: 13, Fitness_tra: 0
Rule  8: 2811182d15811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 000180e400000, Class:  0, CF:0.340222, Len:  4, Fitness_tra: 3
Rule 10: 1008005118130, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 000080e300000, Class:  0, CF:0.966591, Len:  3, Fitness_tra: 1
Rule 12: 0004000000de0, Class:  0, CF:0.992135, Len:  3, Fitness_tra: 0
Rule 13: 2561c82163151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 281213115152c, Class:  0, CF:0.99812, Len: 13, Fitness_tra: 0
Rule 15: 0007920550008, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 16: faa119251812c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 03f18012c2205, Class:  0, CF:0.36862, Len: 10, Fitness_tra: 0
Rule 18: 3001888305903, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 19: 30018883000e0, Class:  1, CF:0.0914166, Len:  7, Fitness_tra: 0
Rule 20: 2c6c192113d81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 2561152113e11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 28f38d51c1d11, Class:  1, CF:0.488293, Len: 13, Fitness_tra: 0
Rule 23: 33f11521311c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: f1f11511111cc, Class:  0, CF:0.852215, Len: 13, Fitness_tra: 0
Rule 25: 36f1e82111185, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 28a131d14d351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 6131111151951, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1d15231c51131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f94555288535d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 72b5211155515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 71611d1219512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 75a1112181358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 22b1211591521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 253c5d1e11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6fa398183188e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: a11c151538185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 7dfd853151821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b13819c815351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111d13112813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: bb78591721132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a5b15d31ddd18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: afadd5591d153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 617583181cde3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7249d892158d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b8111551495c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: ae21d111155dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 772218121851c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
