------Generation 0------
Rule  1: b162119e11713, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 222185815331d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 442348851e915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0002000000030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2775298221115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000206000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 124151d2e1159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 030000c006005, Class:  6, CF:0.444245, Len:  4, Fitness_tra: -7
Rule 85: 283c111c29935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1111515216821, Class:  7, CF:0.473474, Len: 13, Fitness_tra: 0
Rule 87: b1795d38153d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0f05000930d05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000c00000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000020d0d59, Class:  8, CF:0.316442, Len:  0, Fitness_tra: 0
Rule 92: a005541623525, Class:  4, CF:0.237002, Len: 11, Fitness_tra: -1
Rule 93: 0000836500080, Class:  5, CF:0.168137, Len:  5, Fitness_tra: 0
Rule 94: 71a5d1d520115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1105041090020, Class:  1, CF:0.092303, Len:  7, Fitness_tra: -15
Rule 96: 0423880580005, Class:  8, CF:0.530927, Len:  8, Fitness_tra: -8
Rule 97: fff0050a5310a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b23412dac1159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0300200000500, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 08f1e100c0200, Class:  7, CF:0.736637, Len:  7, Fitness_tra: -1
------Current------
Miss_rate(tra)	:79.798
------Result------
Miss_rate(tra)	:79.798
Miss_rate(tst)	:87.8788
ARL				:6.11111

------Generation 6------
Rule  1: 000e880000000, Class:  3, CF:0.660743, Len:  3, Fitness_tra: 18
Rule  2: 0008c00900008, Class:  1, CF:0.916736, Len:  4, Fitness_tra: 16
Rule  3: 0004e00000000, Class:  7, CF:0.424784, Len:  2, Fitness_tra: 13
Rule  4: 0900e00000000, Class:  7, CF:0.496044, Len:  2, Fitness_tra: 6
Rule  5: 000c0e0000e00, Class:  6, CF:0.998733, Len:  3, Fitness_tra: 5
Rule  6: 000d0030900d0, Class:  1, CF:0.675882, Len:  4, Fitness_tra: 6
Rule  7: 00000020d0d59, Class:  8, CF:0.316442, Len:  5, Fitness_tra: 4
Rule  8: 0007000d00c8f, Class:  9, CF:0.809298, Len:  5, Fitness_tra: 4
Rule  9: 000000cd0ed00, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 10: 0f0006000400a, Class:  9, CF:  1, Len:  4, Fitness_tra: 2
Rule 11: 0300200d0d300, Class:  0, CF:0.480683, Len:  5, Fitness_tra: -1
Rule 12: 28f111d5112d1, Class:  1, CF:0.612013, Len: 13, Fitness_tra: 1
Rule 13: 0000b900e000e, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 000f07d0a3600, Class:  2, CF:  1, Len:  6, Fitness_tra: 1
Rule 15: 012040051290d, Class:  8, CF:  1, Len:  8, Fitness_tra: 1
Rule 16: 0004000d00c2f, Class:  9, CF:0.57704, Len:  5, Fitness_tra: 1
Rule 17: b7b13932c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000500080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1219851111182, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b2391293c1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 18f125e911159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 71616525d1145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 713219e12c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000c00000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1e18816115d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00050000d0d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000004002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000d0000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00020060e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 224c111131128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000200d, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000c0000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: ae355dd125525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0004068ec0002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3375111151d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f3f5951d53186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1835831581911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1246125851e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f1bce18155695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 6311831112136, Class:  3, CF:0.730047, Len: 13, Fitness_tra: 1
Rule 45: a341dd931d158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11462415f9925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0008e00d00000, Class:  6, CF:0.524656, Len:  3, Fitness_tra: 0
Rule 48: 22f135d229129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000b0d900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0f000400000cd, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0004060e0d000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008049d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000040080c, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 19bc31c225351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1113c2851e151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0509000e0000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1971132128e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: ae0109992dd16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1e48e1c8515c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000030000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000e80e00c000, Class:  5, CF:  1, Len:  4, Fitness_tra: 0
Rule 64: a63119952d116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 78a5813528113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4175d1d1d9195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3972198881611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000c0008, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000c000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7271d1d1e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0008043d00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0f00060000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00bee5e0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 29ab612511289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: f978551d59315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000e00d0000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 222185815331d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 442348851e915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0002000000030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2775298221115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000206000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 124151d2e1159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 030000c006005, Class:  6, CF:0.444245, Len:  4, Fitness_tra: -7
Rule 85: 283c111c29935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1111515216821, Class:  7, CF:0.473474, Len: 13, Fitness_tra: 0
Rule 87: b1795d38153d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0f05000930d05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000c00000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000020d0d59, Class:  8, CF:0.316442, Len:  0, Fitness_tra: 0
Rule 92: a005541623525, Class:  4, CF:0.237002, Len: 11, Fitness_tra: -1
Rule 93: 0000836500080, Class:  5, CF:0.168137, Len:  5, Fitness_tra: 0
Rule 94: 71a5d1d520115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1105041090020, Class:  1, CF:0.092303, Len:  7, Fitness_tra: -15
Rule 96: 0423880580005, Class:  8, CF:0.530927, Len:  8, Fitness_tra: -8
Rule 97: fff0050a5310a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b23412dac1159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0300200000500, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 08f1e100c0200, Class:  7, CF:0.736637, Len:  7, Fitness_tra: -1
------Current------
Miss_rate(tra)	:79.798
------Result------
Miss_rate(tra)	:79.798
Miss_rate(tst)	:87.8788
ARL				:6.11111

------Generation 7------
Rule  1: 000e880000000, Class:  3, CF:0.660743, Len:  3, Fitness_tra: 18
Rule  2: 0008c00900008, Class:  1, CF:0.916736, Len:  4, Fitness_tra: 16
Rule  3: 0004e00000000, Class:  7, CF:0.424784, Len:  2, Fitness_tra: 13
Rule  4: 0900e00000000, Class:  7, CF:0.496044, Len:  2, Fitness_tra: 6
Rule  5: 000c0e0000e00, Class:  6, CF:0.998733, Len:  3, Fitness_tra: 5
Rule  6: 000d0030900d0, Class:  1, CF:0.675882, Len:  4, Fitness_tra: 6
Rule  7: 00000020d0d59, Class:  8, CF:0.316442, Len:  5, Fitness_tra: 4
Rule  8: 0007000d00c8f, Class:  9, CF:0.809298, Len:  5, Fitness_tra: 4
Rule  9: 000000cd0ed00, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 10: 0f0006000400a, Class:  9, CF:  1, Len:  4, Fitness_tra: 2
Rule 11: 0300200d0d300, Class:  0, CF:0.480683, Len:  5, Fitness_tra: -1
Rule 12: 28f111d5112d1, Class:  1, CF:0.612013, Len: 13, Fitness_tra: 1
Rule 13: 0000b900e000e, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 000f07d0a3600, Class:  2, CF:  1, Len:  6, Fitness_tra: 1
Rule 15: 012040051290d, Class:  8, CF:  1, Len:  8, Fitness_tra: 1
Rule 16: 0004000d00c2f, Class:  9, CF:0.57704, Len:  5, Fitness_tra: 1
Rule 17: b7b13932c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000500080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1219851111182, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b2391293c1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 18f125e911159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 71616525d1145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 713219e12c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000c00000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1e18816115d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00050000d0d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000004002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000d0000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00020060e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 224c111131128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000200d, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000c0000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: ae355dd125525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0004068ec0002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3375111151d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f3f5951d53186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1835831581911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1246125851e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f1bce18155695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 6311831112136, Class:  3, CF:0.730047, Len: 13, Fitness_tra: 1
Rule 45: a341dd931d158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11462415f9925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0008e00d00000, Class:  6, CF:0.524656, Len:  3, Fitness_tra: 0
Rule 48: 22f135d229129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000b0d900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0f000400000cd, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0004060e0d000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008049d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000040080c, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 19bc31c225351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1113c2851e151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0509000e0000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1971132128e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: ae0109992dd16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1e48e1c8515c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000030000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000e80e00c000, Class:  5, CF:  1, Len:  4, Fitness_tra: 0
Rule 64: a63119952d116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 78a5813528113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4175d1d1d9195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3972198881611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000c0008, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000c000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7271d1d1e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0008043d00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0f00060000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00bee5e0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 29ab612511289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: f978551d59315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000e00d0000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 222185815331d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 442348851e915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0002000000030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2775298221115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000206000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 124151d2e1159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 030000c006005, Class:  6, CF:0.444245, Len:  4, Fitness_tra: -7
Rule 85: 283c111c29935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1111515216821, Class:  7, CF:0.473474, Len: 13, Fitness_tra: 0
Rule 87: b1795d38153d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0f05000930d05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000c00000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000020d0d59, Class:  8, CF:0.316442, Len:  0, Fitness_tra: 0
Rule 92: a005541623525, Class:  4, CF:0.237002, Len: 11, Fitness_tra: -1
Rule 93: 0000836500080, Class:  5, CF:0.168137, Len:  5, Fitness_tra: 0
Rule 94: 71a5d1d520115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1105041090020, Class:  1, CF:0.092303, Len:  7, Fitness_tra: -15
Rule 96: 0423880580005, Class:  8, CF:0.530927, Len:  8, Fitness_tra: -8
Rule 97: fff0050a5310a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b23412dac1159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0300200000500, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 08f1e100c0200, Class:  7, CF:0.736637, Len:  7, Fitness_tra: -1
------Current------
Miss_rate(tra)	:79.798
------Result------
Miss_rate(tra)	:79.798
Miss_rate(tst)	:87.8788
ARL				:6.11111

------Generation 8------
Rule  1: 000e880000000, Class:  3, CF:0.660743, Len:  3, Fitness_tra: 18
Rule  2: 0008c00900008, Class:  1, CF:0.916736, Len:  4, Fitness_tra: 16
Rule  3: 0004e00000000, Class:  7, CF:0.424784, Len:  2, Fitness_tra: 13
Rule  4: 0900e00000000, Class:  7, CF:0.496044, Len:  2, Fitness_tra: 6
Rule  5: 000c0e0000e00, Class:  6, CF:0.998733, Len:  3, Fitness_tra: 5
Rule  6: 000d0030900d0, Class:  1, CF:0.675882, Len:  4, Fitness_tra: 6
Rule  7: 00000020d0d59, Class:  8, CF:0.316442, Len:  5, Fitness_tra: 4
Rule  8: 0007000d00c8f, Class:  9, CF:0.809298, Len:  5, Fitness_tra: 4
Rule  9: 000000cd0ed00, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 10: 0f0006000400a, Class:  9, CF:  1, Len:  4, Fitness_tra: 2
Rule 11: 0300200d0d300, Class:  0, CF:0.480683, Len:  5, Fitness_tra: -1
Rule 12: 28f111d5112d1, Class:  1, CF:0.612013, Len: 13, Fitness_tra: 1
Rule 13: 0000b900e000e, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 000f07d0a3600, Class:  2, CF:  1, Len:  6, Fitness_tra: 1
Rule 15: 012040051290d, Class:  8, CF:  1, Len:  8, Fitness_tra: 1
Rule 16: 0004000d00c2f, Class:  9, CF:0.57704, Len:  5, Fitness_tra: 1
Rule 17: b7b13932c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000500080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1219851111182, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b2391293c1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 18f125e911159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 71616525d1145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 713219e12c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000c00000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1e18816115d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00050000d0d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000004002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000d0000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00020060e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 224c111131128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000200d, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000c0000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: ae355dd125525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0004068ec0002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3375111151d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f3f5951d53186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1835831581911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1246125851e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f1bce18155695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 6311831112136, Class:  3, CF:0.730047, Len: 13, Fitness_tra: 1
Rule 45: a341dd931d158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11462415f9925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0008e00d00000, Class:  6, CF:0.524656, Len:  3, Fitness_tra: 0
Rule 48: 22f135d229129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000b0d900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0f000400000cd, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0004060e0d000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008049d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000040080c, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 19bc31c225351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1113c2851e151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0509000e0000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1971132128e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: ae0109992dd16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1e48e1c8515c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000030000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000e80e00c000, Class:  5, CF:  1, Len:  4, Fitness_tra: 0
Rule 64: a63119952d116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 78a5813528113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4175d1d1d9195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3972198881611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000c0008, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000c000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7271d1d1e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0008043d00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0f00060000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00bee5e0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 29ab612511289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: f978551d59315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000e00d0000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 222185815331d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 442348851e915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0002000000030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2775298221115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000206000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 124151d2e1159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 030000c006005, Class:  6, CF:0.444245, Len:  4, Fitness_tra: -7
Rule 85: 283c111c29935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1111515216821, Class:  7, CF:0.473474, Len: 13, Fitness_tra: 0
Rule 87: b1795d38153d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0f05000930d05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000c00000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000020d0d59, Class:  8, CF:0.316442, Len:  0, Fitness_tra: 0
