------Generation 0------
Rule  1: e00000000020e00000, Class:  2, CF:0.918184, Len:  3, Fitness_tra: -3
Rule 19: 000440000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000002000000003, Class:  2, CF:0.479703, Len:  2, Fitness_tra: -43
Rule 21: c00000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5a15221731d1925151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 85117c112124521112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 2512b28581c4181217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 009000000d00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000000000c0d2, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2cdc2bc141c2c11593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 51112111221b222c12, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 21dc4149481724c233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000003000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d00070000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00d0000009000c0000, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 44: 133214cdc941141212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1117272545c2121221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000e0000000000, Class:  0, CF:0.298091, Len:  1, Fitness_tra: 16
Rule 50: 0000b0400000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000003, Class:  2, CF:0.0208078, Len:  1, Fitness_tra: 0
Rule 52: 151287c112c2511136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 002000000000000008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c70000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000004044000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000c0000000000800, Class:  2, CF:0.0560864, Len:  2, Fitness_tra: 1
Rule 59: 82c144417147821111, Class:  2, CF:0.00256698, Len: 18, Fitness_tra: -24
Rule 60: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c55211c58581151811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ee1512519353141153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: c21447891114112211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 59e241913111311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0e0800000000e70003, Class:  2, CF:0.95117, Len:  5, Fitness_tra: 0
Rule 69: 151cc421252c111511, Class:  1, CF:0.724857, Len: 18, Fitness_tra: 0
Rule 70: 51d811188182114491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000d00, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 181147cd2124181114, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 73: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 15d24481c114117288, Class:  3, CF:0.217449, Len: 18, Fitness_tra: -10
Rule 75: 31357b3b33ea122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 030050005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 8
Rule 79: 12d811881c18241211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00e00c500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00d0000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 8d52111141c1d22251, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000b000e00e000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 86: 0000080be00e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: c15717811842522144, Class:  3, CF:0.0618145, Len: 18, Fitness_tra: -5
Rule 88: 121217411c72241211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 51122211112b1c11c2, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 90: 9591c11151d518c218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3315243761911c1182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000004000000060, Class:  2, CF:0.0781739, Len:  2, Fitness_tra: -10
Rule 93: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000c000040000000, Class:  2, CF:0.465639, Len:  2, Fitness_tra: 2
Rule 95: 16317b126e3365111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 151141231511182424, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 003000000000000003, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000600000002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:66.7979
------Result------
Miss_rate(tra)	:66.7979
Miss_rate(tst)	:69.0476
ARL				:8.26316

------Generation 8------
Rule  1: e00000000020e00000, Class:  2, CF:0.918184, Len:  3, Fitness_tra: -3
Rule  2: 1d88c18521c8d21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 851c11114224842b11, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 0000007eb07b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 000000000600000002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1811141588c2122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 00d0000000c0000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 3118416211e11c151b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 030080005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 931847915555121158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 3e35241213d5311121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000007e0c7b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000440000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000002000000003, Class:  2, CF:0.479703, Len:  2, Fitness_tra: -43
Rule 21: c00000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5a15221731d1925151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 85117c112124521112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 2512b28581c4181217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 009000000d00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000000000c0d2, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2cdc2bc141c2c11593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 51112111221b222c12, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 21dc4149481724c233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000003000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d00070000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00d0000009000c0000, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 44: 133214cdc941141212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1117272545c2121221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000e0000000000, Class:  0, CF:0.298091, Len:  1, Fitness_tra: 16
Rule 50: 0000b0400000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000003, Class:  2, CF:0.0208078, Len:  1, Fitness_tra: 0
Rule 52: 151287c112c2511136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 002000000000000008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c70000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000004044000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000c0000000000800, Class:  2, CF:0.0560864, Len:  2, Fitness_tra: 1
Rule 59: 82c144417147821111, Class:  2, CF:0.00256698, Len: 18, Fitness_tra: -24
Rule 60: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c55211c58581151811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ee1512519353141153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: c21447891114112211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 59e241913111311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0e0800000000e70003, Class:  2, CF:0.95117, Len:  5, Fitness_tra: 0
Rule 69: 151cc421252c111511, Class:  1, CF:0.724857, Len: 18, Fitness_tra: 0
Rule 70: 51d811188182114491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000d00, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 181147cd2124181114, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 73: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 15d24481c114117288, Class:  3, CF:0.217449, Len: 18, Fitness_tra: -10
Rule 75: 31357b3b33ea122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 030050005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 8
Rule 79: 12d811881c18241211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00e00c500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00d0000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 8d52111141c1d22251, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000b000e00e000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 86: 0000080be00e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: c15717811842522144, Class:  3, CF:0.0618145, Len: 18, Fitness_tra: -5
Rule 88: 121217411c72241211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 51122211112b1c11c2, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 90: 9591c11151d518c218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3315243761911c1182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000004000000060, Class:  2, CF:0.0781739, Len:  2, Fitness_tra: -10
Rule 93: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000c000040000000, Class:  2, CF:0.465639, Len:  2, Fitness_tra: 2
Rule 95: 16317b126e3365111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 151141231511182424, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 003000000000000003, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000600000002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:66.7979
------Result------
Miss_rate(tra)	:66.7979
Miss_rate(tst)	:69.0476
ARL				:8.26316

------Generation 9------
Rule  1: e00000000020e00000, Class:  2, CF:0.918184, Len:  3, Fitness_tra: -3
Rule  2: 1d88c18521c8d21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 851c11114224842b11, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 0000007eb07b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 000000000600000002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1811141588c2122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 00d0000000c0000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 3118416211e11c151b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 030080005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 931847915555121158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 3e35241213d5311121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000007e0c7b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000440000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000002000000003, Class:  2, CF:0.479703, Len:  2, Fitness_tra: -43
Rule 21: c00000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5a15221731d1925151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 85117c112124521112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 2512b28581c4181217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 009000000d00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000000000c0d2, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2cdc2bc141c2c11593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 51112111221b222c12, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 21dc4149481724c233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000003000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d00070000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00d0000009000c0000, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 44: 133214cdc941141212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1117272545c2121221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000e0000000000, Class:  0, CF:0.298091, Len:  1, Fitness_tra: 16
Rule 50: 0000b0400000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000003, Class:  2, CF:0.0208078, Len:  1, Fitness_tra: 0
Rule 52: 151287c112c2511136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 002000000000000008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000c70000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000004044000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000c0000000000800, Class:  2, CF:0.0560864, Len:  2, Fitness_tra: 1
Rule 59: 82c144417147821111, Class:  2, CF:0.00256698, Len: 18, Fitness_tra: -24
Rule 60: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c55211c58581151811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ee1512519353141153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: c21447891114112211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 59e241913111311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0e0800000000e70003, Class:  2, CF:0.95117, Len:  5, Fitness_tra: 0
Rule 69: 151cc421252c111511, Class:  1, CF:0.724857, Len: 18, Fitness_tra: 0
Rule 70: 51d811188182114491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000d00, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 181147cd2124181114, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 73: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 15d24481c114117288, Class:  3, CF:0.217449, Len: 18, Fitness_tra: -10
Rule 75: 31357b3b33ea122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 030050005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 8
Rule 79: 12d811881c18241211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00e00c500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00d0000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 8d52111141c1d22251, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000b000e00e000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 86: 0000080be00e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: c15717811842522144, Class:  3, CF:0.0618145, Len: 18, Fitness_tra: -5
Rule 88: 121217411c72241211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 51122211112b1c11c2, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 90: 9591c11151d518c218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3315243761911c1182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000004000000060, Class:  2, CF:0.0781739, Len:  2, Fitness_tra: -10
Rule 93: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000c000040000000, Class:  2, CF:0.465639, Len:  2, Fitness_tra: 2
Rule 95: 16317b126e3365111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 151141231511182424, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 003000000000000003, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000600000002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:66.7979
------Result------
Miss_rate(tra)	:66.7979
Miss_rate(tst)	:69.0476
ARL				:8.26316

------Generation 10------
Rule  1: e00000000020e00000, Class:  2, CF:0.918184, Len:  3, Fitness_tra: -3
Rule  2: 1d88c18521c8d21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 851c11114224842b11, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 0000007eb07b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 000000000600000002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1811141588c2122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 00d0000000c0000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 3118416211e11c151b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 030080005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 931847915555121158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 3e35241213d5311121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000007e0c7b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000440000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000002000000003, Class:  2, CF:0.479703, Len:  2, Fitness_tra: -43
Rule 21: c00000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5a15221731d1925151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
