------Generation 0------
Rule  1: ed88473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11810000, Class:  0, CF:0.900068, Len:  4, Fitness_tra: 628
Rule 93: 416e14d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 10814010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e3811214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 82984711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 49121812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 91174b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 10022068, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.7209
------Result------
Miss_rate(tra)	:38.7209
Miss_rate(tst)	:17.5676
ARL				:1.66667

------Generation 8------
Rule  1: 05000000, Class:  1, CF:0.476519, Len:  1, Fitness_tra: 505
Rule  2: 00000004, Class:  0, CF:0.0405772, Len:  1, Fitness_tra: -190
Rule  3: ed88473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 11d84b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: ed814752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 51827232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 12282bd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 552c1732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 3d411152, Class:  0, CF:0.860472, Len:  8, Fitness_tra: 0
Rule 11: 69252b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 95812718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: c814b112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 14: 18522298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 12c12218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: e92cbbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: e1411232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 51547491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e1d27b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 85514492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31d51b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9381719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: e18141e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: e1821b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 51d2b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d8444712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1941479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 35127192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 125112ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5145429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 52594415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8912143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 13114418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e1121412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 12217191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: cd5471e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e3811254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 15d1721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d5241212, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 11c5445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 914cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11124b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 158c471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: aec14451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 251214e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9111bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5581773c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 518114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1114246c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: d12cb71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6121bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 9d2cbb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 8525b7e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3511b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d2cb43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 65c11412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 58c12298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 518cb49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 25814752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 28217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 55d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e121419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d151b4d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6115b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 85824411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 35117212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: a0000004, Class:  0, CF:  1, Len:  2, Fitness_tra: 67
Rule 84: ed1c7192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1925b418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e5221451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 31214458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11811232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 18814492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 155114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11810000, Class:  0, CF:0.900068, Len:  4, Fitness_tra: 628
Rule 93: 416e14d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 10814010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e3811214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 82984711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 49121812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 91174b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 10022068, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.7209
------Result------
Miss_rate(tra)	:38.7209
Miss_rate(tst)	:17.5676
ARL				:1.66667

------Generation 9------
Rule  1: 11810000, Class:  0, CF:0.900068, Len:  4, Fitness_tra: 60
Rule  2: 05000000, Class:  1, CF:0.476519, Len:  1, Fitness_tra: 427
Rule  3: a0000004, Class:  0, CF:  1, Len:  2, Fitness_tra: 20
Rule  4: ed88473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: ed814752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 51827232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 12282bd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 552c1732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 3d411152, Class:  0, CF:0.860472, Len:  8, Fitness_tra: 0
Rule 11: 69252b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 95812718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: c814b112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 14: 18522298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 12c12218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: e92cbbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: e1411232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 51547491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e1d27b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 85514492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31d51b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9381719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: e18141e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: e1821b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 51d2b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d8444712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1941479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 35127192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 125112ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5145429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 52594415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8912143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 13114418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e1121412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 12217191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: cd5471e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e3811254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 15d1721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d5241212, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 11c5445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 914cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11124b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 158c471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: aec14451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 251214e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9111bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5581773c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 518114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1114246c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: d12cb71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6121bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 9d2cbb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 8525b7e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3511b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d2cb43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 65c11412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 58c12298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 518cb49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 25814752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 28217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 55d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e121419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d151b4d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6115b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e5c2b291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e115b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 19211191, Class:  1, CF:0.588009, Len:  8, Fitness_tra: 0
Rule 84: 61887158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11427118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: ddd1225c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 6d287794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 39cdb71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11d1bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 60050100, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 93: 25014752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 35114218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 05000212, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: 28217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 10010000, Class:  0, CF:0.346167, Len:  2, Fitness_tra: 343
Rule 98: e112175b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 106e00d1, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule100: 11d1d401, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.5426
------Result------
Miss_rate(tra)	:25.5426
Miss_rate(tst)	:10.1351
ARL				:2.17857

------Generation 10------
Rule  1: 05000000, Class:  1, CF:0.476519, Len:  1, Fitness_tra: 428
Rule  2: 10010000, Class:  0, CF:0.346167, Len:  2, Fitness_tra: 343
Rule  3: 11810000, Class:  0, CF:0.900068, Len:  4, Fitness_tra: 60
Rule  4: a0000004, Class:  0, CF:  1, Len:  2, Fitness_tra: 20
Rule  5: 60050100, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule  6: 106e00d1, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule  7: ed88473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 12282bd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 552c1732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 3d411152, Class:  0, CF:0.860472, Len:  8, Fitness_tra: 0
Rule 11: 69252b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 95812718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: c814b112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 14: 18522298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 12c12218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: e92cbbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: e1411232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 51547491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e1d27b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 85514492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31d51b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9381719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: e18141e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: e1821b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 51d2b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: d8444712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1941479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 35127192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 125112ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5145429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 52594415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8912143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 13114418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e1121412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 12217191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: cd5471e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e3811254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 15d1721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d5241212, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 11c5445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 914cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11124b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 158c471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: aec14451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 251214e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9111bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 5581773c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 518114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1114246c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: d12cb71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6121bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 9d2cbb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 8525b7e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3511b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d2cb43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 65c11412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 58c12298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 518cb49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 25814752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 28217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 55d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e121419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d151b4d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6115b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3e12b712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 111db7e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 118d241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 131db212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e18c2b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1d122192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 89: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1958b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5121b252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0d150000, Class:  0, CF:0.541957, Len:  3, Fitness_tra: 1
Rule 93: 6d547798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 508114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: c5100100, Class:  0, CF:0.220667, Len:  4, Fitness_tra: 0
Rule 96: d154b21e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 99a1b43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: dd00200c, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 99: ec12175b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 50000b02, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.5039
------Result------
Miss_rate(tra)	:25.5039
Miss_rate(tst)	:9.45946
ARL				:2.34483

------Generation 20------
Rule  1: 05000000, Class:  1, CF:0.476519, Len:  1, Fitness_tra: 419
Rule  2: 10010000, Class:  0, CF:0.346167, Len:  2, Fitness_tra: -220
Rule  3: 11810000, Class:  0, CF:0.900068, Len:  4, Fitness_tra: 16
Rule  4: a0000004, Class:  0, CF:  1, Len:  2, Fitness_tra: 14
Rule  5: 60050100, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule  6: 106e00d1, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule  7: 0d150000, Class:  0, CF:0.541957, Len:  3, Fitness_tra: 1
Rule  8: ed88473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 552c1732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 3d411152, Class:  0, CF:0.860472, Len:  8, Fitness_tra: 0
Rule 11: 69252b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 95812718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: c814b112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 14: 18522298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 12c12218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: e92cbbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: e1411232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 51547491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e1d27b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 85514492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31d51b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9381719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: e18141e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
