------Generation 0------
Rule  1: e12221ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  1: 00c00000, Class:  0, CF:0.477545, Len:  1, Fitness_tra: 761
Rule  2: d0000004, Class:  1, CF:0.701787, Len:  2, Fitness_tra: 659
Rule  3: 20000000, Class:  1, CF:0.251872, Len:  1, Fitness_tra: 125
Rule  4: 00400000, Class:  0, CF:0.14036, Len:  1, Fitness_tra: 17
Rule  5: 00017000, Class:  1, CF:  1, Len:  2, Fitness_tra: 14
Rule  6: e12221ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 11122492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1dc217e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 12822192, Class:  0, CF:0.974213, Len:  8, Fitness_tra: 0
Rule 13: 12111b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 91ccb19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 81122298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 815241e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 21111418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: d151149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d188b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1581b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31217751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11117411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: ed18b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: cc112495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1515478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11587111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39c12b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18542452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6edd1762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111c119c, Class:  0, CF:0.669276, Len:  8, Fitness_tra: 0
Rule 31: 55181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31c124d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: edc8149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3d124434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 158d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e12d1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 32251718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d82b495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e251791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e28c413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d12145c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 12254291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c1cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1554b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1552419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d3192752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9ec2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 81d11135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5514bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55cc22e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 12824712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e3c82732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e118b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3148b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 33524111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 15c5741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1521b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e9124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: ed2c1b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: c11441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 55121462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 58117731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11c2b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e1217418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 31117794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e1187b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c1227712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35144b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1981b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d122b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 638171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 811217d1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: e3857b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: a325b418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 31c21761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: e512713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 6ec82111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3d514231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 91c117e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11154131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 20
Rule 90: e3c57412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 31c17762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 55821412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 9ec2b11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 8181b73b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1c1cb730, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: ac112495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 181ebb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 171847bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 528c2219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: e118b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.8402
------Result------
Miss_rate(tra)	:53.8402
Miss_rate(tst)	:24.1611
ARL				:2

------Generation 9------
Rule  1: 00c00000, Class:  0, CF:0.477545, Len:  1, Fitness_tra: 761
Rule  2: d0000004, Class:  1, CF:0.701787, Len:  2, Fitness_tra: 659
Rule  3: 20000000, Class:  1, CF:0.251872, Len:  1, Fitness_tra: 126
Rule  4: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 20
Rule  5: 00400000, Class:  0, CF:0.14036, Len:  1, Fitness_tra: 17
Rule  6: 00017000, Class:  1, CF:  1, Len:  2, Fitness_tra: 14
Rule  7: e12221ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 11122492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1dc217e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 12822192, Class:  0, CF:0.974213, Len:  8, Fitness_tra: 0
Rule 13: 12111b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 91ccb19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 81122298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 815241e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 21111418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: d151149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d188b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1581b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31217751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11117411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: ed18b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: cc112495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1515478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11587111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39c12b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18542452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6edd1762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111c119c, Class:  0, CF:0.669276, Len:  8, Fitness_tra: 0
Rule 31: 55181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31c124d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: edc8149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3d124434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 158d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e12d1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 32251718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d82b495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e251791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e28c413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d12145c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 12254291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c1cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1554b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1552419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d3192752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9ec2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 81d11135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5514bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55cc22e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 12824712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e3c82732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e118b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3148b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 33524111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 15c5741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1521b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e9124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: ed2c1b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: c11441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 55121462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 58117731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11c2b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e1217418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 31117794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e1187b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c1227712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35144b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1981b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d122b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 638171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 811217d1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: e3857b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 9dcc4295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 15557751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9e1d771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1d5117ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e3477b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1345b11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 55427758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 51224158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1d257b95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11c12b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3d514231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 91cc1198, Class:  1, CF:0.960313, Len:  8, Fitness_tra: 0
Rule 93: 00d0b405, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: ed211b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: ed512d32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: e521119c, Class:  1, CF:0.171939, Len:  8, Fitness_tra: 0
Rule 97: 50900100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000004, Class:  0, CF:0.0537364, Len:  1, Fitness_tra: 1
Rule 99: 1000b005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 318c2719, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.8014
------Result------
Miss_rate(tra)	:53.8014
Miss_rate(tst)	:24.1611
ARL				:2.72222

------Generation 10------
Rule  1: 00c00000, Class:  0, CF:0.477545, Len:  1, Fitness_tra: 761
Rule  2: d0000004, Class:  1, CF:0.701787, Len:  2, Fitness_tra: 659
Rule  3: 20000000, Class:  1, CF:0.251872, Len:  1, Fitness_tra: 126
Rule  4: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 20
Rule  5: 00400000, Class:  0, CF:0.14036, Len:  1, Fitness_tra: 17
Rule  6: 00017000, Class:  1, CF:  1, Len:  2, Fitness_tra: 14
Rule  7: e12221ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 11122492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1dc217e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 12822192, Class:  0, CF:0.974213, Len:  8, Fitness_tra: 0
Rule 13: 12111b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 91ccb19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 81122298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 815241e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 21111418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: d151149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d188b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1581b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31217751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11117411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: ed18b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: cc112495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1515478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11587111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39c12b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18542452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6edd1762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111c119c, Class:  0, CF:0.669276, Len:  8, Fitness_tra: 0
Rule 31: 55181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31c124d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: edc8149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5154b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3d124434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 158d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e12d1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 32251718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d82b495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1e251791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: e28c413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d12145c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 12254291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c1cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1554b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1552419c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d3192752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 9ec2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 81d11135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5514bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 55cc22e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 12824712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e3c82732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e118b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35812712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3148b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 33524111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 15c5741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1521b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: e9124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: ed2c1b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: c11441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 55121462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 58117731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11c2b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e1217418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 31117794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e1187b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c1227712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35144b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1981b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811877d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d122b292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 638171e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 811217d1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: e3857b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 9dcc4295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 15557751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9e1d771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1d5117ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e3477b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1345b11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 55427758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 51224158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1d257b95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11c12b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3d514231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 91cc1198, Class:  1, CF:0.960313, Len:  8, Fitness_tra: 0
Rule 93: 00d0b405, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: ed211b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: ed512d32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: e521119c, Class:  1, CF:0.171939, Len:  8, Fitness_tra: 0
Rule 97: 50900100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000004, Class:  0, CF:0.0537364, Len:  1, Fitness_tra: 1
Rule 99: 1000b005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 318c2719, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.8014
------Result------
Miss_rate(tra)	:53.8014
Miss_rate(tst)	:24.1611
ARL				:2.72222

------Generation 20------
Rule  1: 00c00000, Class:  0, CF:0.477545, Len:  1, Fitness_tra: 739
Rule  2: d0000004, Class:  1, CF:0.701787, Len:  2, Fitness_tra: 661
Rule  3: 20000000, Class:  1, CF:0.251872, Len:  1, Fitness_tra: 145
Rule  4: 000d0000, Class:  0, CF:0.981967, Len:  1, Fitness_tra: 48
Rule  5: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 18
Rule  6: 00400000, Class:  0, CF:0.14036, Len:  1, Fitness_tra: 3
Rule  7: 00017000, Class:  1, CF:  1, Len:  2, Fitness_tra: 14
Rule  8: 07000e00, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule  9: 00000004, Class:  0, CF:0.0537364, Len:  1, Fitness_tra: 1
Rule 10: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 11: 1dc217e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 12822192, Class:  0, CF:0.974213, Len:  8, Fitness_tra: 0
Rule 13: 12111b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 91ccb19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 81122298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 815241e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 21111418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: d151149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d188b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1581b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31217751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11117411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: ed18b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: cc112495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1515478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11587111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39c12b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 18542452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6edd1762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 111c119c, Class:  0, CF:0.669276, Len:  8, Fitness_tra: 0
Rule 31: 55181712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 31c124d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: edc8149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
