------Generation 0------
Rule  1: 18d1b75c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 31c824e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 921cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: dd817799, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5252741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5122719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: eed52251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 615d7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e5c2449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3911b238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e9114b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1312bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1111b7e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 91824292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 58522234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d854421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 66482252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 912cb291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 25284738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d1224b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35857111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 9118211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5882b191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 63: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e757722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 81dc7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3381129c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 51121791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e91c4218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 85142b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 9dcc213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18122b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9955471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11511b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ed1247e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 51127338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d114143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e18cb11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a17174d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 812171e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 13c12491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e951b418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 91812211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3e1d2711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ae8d2232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0d500000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 87: 954247e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d18112e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 69852261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1948bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 55114018, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 91220400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 31
Rule 94: 411807a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 301d0710, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00a00b08, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: e5857138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 06110010, Class:  0, CF:0.842196, Len:  4, Fitness_tra: 38
Rule 99: 0083400c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 05287b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:31.8992
------Result------
Miss_rate(tra)	:31.8992
Miss_rate(tst)	:20.9459
ARL				:1.7619

------Generation 8------
Rule  1: 000c0000, Class:  1, CF:0.199349, Len:  1, Fitness_tra: 208
Rule  2: 00200000, Class:  0, CF:0.168102, Len:  1, Fitness_tra: 120
Rule  3: 06c10010, Class:  0, CF:0.959511, Len:  4, Fitness_tra: 24
Rule  4: 00ac0a40, Class:  1, CF:0.736275, Len:  4, Fitness_tra: 18
Rule  5: 00410204, Class:  0, CF:  1, Len:  4, Fitness_tra: 12
Rule  6: e1814b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 3915271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: e31542e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 91822761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 9122b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 191c279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 52d87b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55514418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e2c2b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 332c7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 55117132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: c1222791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15d1b451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d2191798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e91c721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3121458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1c247b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1552175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 191227dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 558cb4ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a37d1418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 5813bb54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 31c824e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 921cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: dd817799, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5252741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5122719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: eed52251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 615d7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e5c2449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3911b238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e9114b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1312bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1111b7e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 91824292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 58522234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d854421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 66482252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 912cb291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 25284738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d1224b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35857111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 9118211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5882b191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 63: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e757722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 81dc7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3381129c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 51121791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e91c4218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 85142b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 9dcc213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18122b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9955471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11511b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ed1247e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 51127338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d114143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e18cb11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a17174d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 812171e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 13c12491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e951b418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 91812211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3e1d2711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ae8d2232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0d500000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 87: 954247e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d18112e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 69852261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1948bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 55114018, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 91220400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 31
Rule 94: 411807a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 301d0710, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00a00b08, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: e5857138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 06110010, Class:  0, CF:0.842196, Len:  4, Fitness_tra: 38
Rule 99: 0083400c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 05287b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:31.8992
------Result------
Miss_rate(tra)	:31.8992
Miss_rate(tst)	:20.9459
ARL				:1.7619

------Generation 9------
Rule  1: 000c0000, Class:  1, CF:0.199349, Len:  1, Fitness_tra: 208
Rule  2: 00200000, Class:  0, CF:0.168102, Len:  1, Fitness_tra: 120
Rule  3: 06c10010, Class:  0, CF:0.959511, Len:  4, Fitness_tra: 24
Rule  4: 00ac0a40, Class:  1, CF:0.736275, Len:  4, Fitness_tra: 18
Rule  5: 00410204, Class:  0, CF:  1, Len:  4, Fitness_tra: 12
Rule  6: e1814b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 3915271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: e31542e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 91822761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 9122b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 191c279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 52d87b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55514418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e2c2b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 332c7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 55117132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: c1222791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15d1b451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d2191798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e91c721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3121458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1c247b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1552175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 191227dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 558cb4ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a37d1418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 5813bb54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 31c824e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 921cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: dd817799, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5252741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5122719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: eed52251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 615d7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e5c2449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3911b238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e9114b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1312bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1111b7e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 91824292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 58522234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d854421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 66482252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 912cb291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 25284738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d1224b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35857111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 9118211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5882b191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 63: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e757722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 81dc7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3381129c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 51121791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e91c4218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 85142b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 9dcc213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18122b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9955471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11511b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ed1247e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 51127338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d114143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e18cb11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a17174d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 812171e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 13c12491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e951b418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 91812211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3e1d2711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ae8d2232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0d500000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 87: 954247e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d18112e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 69852261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1948bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 55114018, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 91220400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00500000, Class:  0, CF:  1, Len:  1, Fitness_tra: 31
Rule 94: 411807a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 301d0710, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00a00b08, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: e5857138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 06110010, Class:  0, CF:0.842196, Len:  4, Fitness_tra: 38
Rule 99: 0083400c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 05287b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:31.8992
------Result------
Miss_rate(tra)	:31.8992
Miss_rate(tst)	:20.9459
ARL				:1.7619

------Generation 10------
Rule  1: 000c0000, Class:  1, CF:0.199349, Len:  1, Fitness_tra: 208
Rule  2: 00200000, Class:  0, CF:0.168102, Len:  1, Fitness_tra: 120
Rule  3: 06c10010, Class:  0, CF:0.959511, Len:  4, Fitness_tra: 24
Rule  4: 00ac0a40, Class:  1, CF:0.736275, Len:  4, Fitness_tra: 18
Rule  5: 00410204, Class:  0, CF:  1, Len:  4, Fitness_tra: 12
Rule  6: e1814b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 3915271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: e31542e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 91822761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 9122b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 191c279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 52d87b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55514418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: e2c2b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 332c7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 55117132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: c1222791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15d1b451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d2191798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e91c721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3121458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31217451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1c247b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1552175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 191227dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 558cb4ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a37d1418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 5813bb54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 31c824e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 921cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: dd817799, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5252741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5122719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: eed52251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 615d7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e5c2449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3911b238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: e9114b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1312bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1111b7e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 91824292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 58522234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d854421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 66482252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 912cb291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 25284738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d1224b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 35857111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 9118211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5882b191, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 63: 11114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
