------Generation 0------
Rule  1: 000c0000, Class:  1, CF:0.175232, Len:  1, Fitness_tra: -109
Rule 65: e1821111, Class:  1, CF:0.779654, Len:  8, Fitness_tra: 0
Rule 66: 121cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d911775c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 8218219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e1144411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 112c71ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2111b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 52214791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c1d112e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 21511751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 9dc22234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81d81b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11214795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 631db2d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 132c7791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 99114238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 9181771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 632d4131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e1251111, Class:  1, CF:0.573899, Len:  8, Fitness_tra: 0
Rule 89: 00d00005, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 90: ad281731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 45012000, Class:  0, CF:0.912683, Len:  4, Fitness_tra: 0
Rule 92: 6081009e, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 35cc7b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c1d11b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 21051760, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11c84b61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000d0000, Class:  0, CF:0.759075, Len:  1, Fitness_tra: 52
Rule 98: cd812778, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 13d1749c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1380c002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.7287
------Result------
Miss_rate(tra)	:44.7287
Miss_rate(tst)	:12.0805
ARL				:3.16667

------Generation 7------
Rule  1: 20000000, Class:  1, CF:0.237825, Len:  1, Fitness_tra: 781
Rule  2: 00800000, Class:  0, CF:0.650627, Len:  1, Fitness_tra: 455
Rule  3: 40000000, Class:  0, CF:0.144061, Len:  1, Fitness_tra: 313
Rule  4: 00050000, Class:  0, CF:0.791225, Len:  1, Fitness_tra: 3
Rule  5: 0d080000, Class:  1, CF:0.658475, Len:  2, Fitness_tra: 34
Rule  6: 58141111, Class:  1, CF:0.810694, Len:  8, Fitness_tra: 10
Rule  7: 00000031, Class:  0, CF:0.428075, Len:  2, Fitness_tra: 2
Rule  8: 5d217292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 99884b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51d114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 121c77ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 51117112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 58111b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 51cc4138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 151d721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 99c5429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 88824be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 13d1729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 954c7412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e5281191, Class:  1, CF:0.938463, Len:  8, Fitness_tra: 0
Rule 21: 3518bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: ed814231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 95882422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 811cb292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 112177e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13c84111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 611171e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e51471e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 69417b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5d824218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: ee814114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 15477b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 888427e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11d54411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2c221111, Class:  1, CF:0.129106, Len:  8, Fitness_tra: 0
Rule 37: 35cc7b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9518b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 33812b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 88841b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d112b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 5d8d1732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d81b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 31222b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 35187261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 885d113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: e5c12791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 35c21492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 5dc13b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 12887b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e1c21b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 114c7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 15121731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ed1872e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5221b294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1511b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 211271e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 52811491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 91421212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3511bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e8411b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: e1821111, Class:  1, CF:0.779654, Len:  8, Fitness_tra: 0
Rule 66: 121cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d911775c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 8218219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e1144411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 112c71ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2111b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 52214791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c1d112e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 21511751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 9dc22234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81d81b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11214795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 631db2d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 132c7791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 99114238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 9181771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 632d4131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e1251111, Class:  1, CF:0.573899, Len:  8, Fitness_tra: 0
Rule 89: 00d00005, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 90: ad281731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 45012000, Class:  0, CF:0.912683, Len:  4, Fitness_tra: 0
Rule 92: 6081009e, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 35cc7b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c1d11b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 21051760, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11c84b61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000d0000, Class:  0, CF:0.759075, Len:  1, Fitness_tra: 52
Rule 98: cd812778, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 13d1749c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1380c002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.7287
------Result------
Miss_rate(tra)	:44.7287
Miss_rate(tst)	:12.0805
ARL				:3.16667

------Generation 8------
Rule  1: 20000000, Class:  1, CF:0.237825, Len:  1, Fitness_tra: 782
Rule  2: 00800000, Class:  0, CF:0.650627, Len:  1, Fitness_tra: 448
Rule  3: 40000000, Class:  0, CF:0.144061, Len:  1, Fitness_tra: 291
Rule  4: 000d0000, Class:  0, CF:0.759075, Len:  1, Fitness_tra: 52
Rule  5: 0d080000, Class:  1, CF:0.658475, Len:  2, Fitness_tra: 34
Rule  6: 58141111, Class:  1, CF:0.810694, Len:  8, Fitness_tra: 10
Rule  7: 00050000, Class:  0, CF:0.791225, Len:  1, Fitness_tra: 3
Rule  8: 00000031, Class:  0, CF:0.428075, Len:  2, Fitness_tra: 1
Rule  9: 5d217292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51d114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 121c77ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 51117112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 58111b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 51cc4138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 151d721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 99c5429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 88824be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 13d1729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 954c7412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e5281191, Class:  1, CF:0.938463, Len:  8, Fitness_tra: 0
Rule 21: 3518bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: ed814231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 95882422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 811cb292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 112177e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13c84111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 611171e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e51471e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 69417b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5d824218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: ee814114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 15477b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 888427e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11d54411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2c221111, Class:  1, CF:0.129106, Len:  8, Fitness_tra: 0
Rule 37: 35cc7b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9518b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 33812b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 88841b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d112b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 5d8d1732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d81b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 31222b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 35187261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 885d113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: e5c12791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 35c21492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 5dc13b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 12887b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e1c21b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 114c7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 15121731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ed1872e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5221b294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1511b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 211271e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 52811491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 91421212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3511bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e8411b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: e1821111, Class:  1, CF:0.779654, Len:  8, Fitness_tra: 0
Rule 66: 121cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d911775c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 8218219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e1144411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 112c71ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2111b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 52214791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c1d112e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 21511751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 9dc22234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81d81b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11214795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000b0005, Class:  0, CF:  1, Len:  2, Fitness_tra: 29
Rule 82: 3928473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 69212491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 85: 91dc7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3d24b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 35c57b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1dc24b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 15c41b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 45017202, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00019098, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 93: d85c713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 018278e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 631d0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 900102e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1510cb93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 10291090, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 040c8031, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 29821111, Class:  1, CF:0.739235, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.6899
------Result------
Miss_rate(tra)	:44.6899
Miss_rate(tst)	:12.7517
ARL				:3.08

------Generation 9------
Rule  1: 20000000, Class:  1, CF:0.237825, Len:  1, Fitness_tra: 782
Rule  2: 00800000, Class:  0, CF:0.650627, Len:  1, Fitness_tra: 448
Rule  3: 40000000, Class:  0, CF:0.144061, Len:  1, Fitness_tra: 291
Rule  4: 000d0000, Class:  0, CF:0.759075, Len:  1, Fitness_tra: 52
Rule  5: 0d080000, Class:  1, CF:0.658475, Len:  2, Fitness_tra: 34
Rule  6: 58141111, Class:  1, CF:0.810694, Len:  8, Fitness_tra: 10
Rule  7: 00050000, Class:  0, CF:0.791225, Len:  1, Fitness_tra: 3
Rule  8: 00000031, Class:  0, CF:0.428075, Len:  2, Fitness_tra: 1
Rule  9: 5d217292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51d114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 121c77ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 51117112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 58111b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 51cc4138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 151d721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 99c5429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 88824be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 13d1729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 954c7412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e5281191, Class:  1, CF:0.938463, Len:  8, Fitness_tra: 0
Rule 21: 3518bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: ed814231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 95882422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 811cb292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 112177e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13c84111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 611171e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e51471e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 69417b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5d824218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: ee814114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 15477b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 888427e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11d54411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2c221111, Class:  1, CF:0.129106, Len:  8, Fitness_tra: 0
Rule 37: 35cc7b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9518b7ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 33812b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 88841b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d112b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 5d8d1732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1d81b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 31222b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 35187261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 885d113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: e5c12791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 35c21492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 5dc13b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 12887b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: e1c21b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 114c7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 15121731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: ed1872e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5221b294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1511b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 211271e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 52811491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 91421212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3511bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e8411b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: e1821111, Class:  1, CF:0.779654, Len:  8, Fitness_tra: 0
Rule 66: 121cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d911775c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 8218219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e1144411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 112c71ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2111b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 52214791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c1d112e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 21511751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 9dc22234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81d81b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11214795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000b0005, Class:  0, CF:  1, Len:  2, Fitness_tra: 29
Rule 82: 3928473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 69212491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 85: 91dc7111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3d24b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 35c57b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1dc24b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 15c41b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 45017202, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00019098, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 93: d85c713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 018278e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 631d0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 900102e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
