------Generation 0------
Rule  1: c5ecd1222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0c0000000, Class:  1, CF:0.0997223, Len:  0, Fitness_tra: 0
Rule 82: c26121c21, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 83: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 25e19b124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 5d1111821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 88ec17874, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000c08, Class:  1, CF:0.764356, Len:  2, Fitness_tra: 8
Rule 88: 21111141b, Class:  0, CF:0.348997, Len:  9, Fitness_tra: 0
Rule 89: 22e514cb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d09000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 91: 0d0000050, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 92: 087210d9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0ce003b01, Class:  1, CF:0.183873, Len:  5, Fitness_tra: 0
Rule 94: c1e114178, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: 061000038, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: 100410892, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 97: 0ed03d400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0ca000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 99: 0000c0600, Class:  0, CF:0.0978172, Len:  2, Fitness_tra: 1
Rule100: 00000e000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:77.9661
------Result------
Miss_rate(tra)	:77.9661
Miss_rate(tst)	:71.4286
ARL				:4.24324

------Generation 8------
Rule  1: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 40
Rule  2: 0c0000000, Class:  1, CF:0.0997223, Len:  1, Fitness_tra: 33
Rule  3: 009000000, Class:  1, CF:0.18794, Len:  1, Fitness_tra: 23
Rule  4: 0c0050000, Class:  0, CF:0.607867, Len:  2, Fitness_tra: 8
Rule  5: 000000c08, Class:  1, CF:0.764356, Len:  2, Fitness_tra: 0
Rule  6: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule  7: 000000d00, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule  8: 800c00100, Class:  0, CF:0.754508, Len:  3, Fitness_tra: 2
Rule  9: 0d0080000, Class:  0, CF:0.987107, Len:  2, Fitness_tra: 1
Rule 10: 12c500121, Class:  0, CF:  1, Len:  7, Fitness_tra: 1
Rule 11: 0000c0600, Class:  0, CF:0.0978172, Len:  2, Fitness_tra: 0
Rule 12: 0c0090000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 13: c5ecd1222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111117521, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 15: 11121b114, Class:  0, CF:0.0812476, Len:  9, Fitness_tra: 0
Rule 16: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 183211124, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 18: 513c57221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 211111111, Class:  0, CF:0.0851317, Len:  9, Fitness_tra: 0
Rule 20: 8d3212274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 8d1112541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: c5ec1751b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000e000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 27: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8ce114441, Class:  1, CF:0.742645, Len:  9, Fitness_tra: 0
Rule 29: 821551272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000400, Class:  1, CF:0.0173008, Len:  1, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1814148b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 33: 1892d2cb1, Class:  1, CF:0.545285, Len:  9, Fitness_tra: 0
Rule 34: 51e212142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: cce1d7c71, Class:  1, CF:0.539122, Len:  9, Fitness_tra: 0
Rule 36: 11989181c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 251c1bc78, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2d3151514, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 39: 42e15b17b, Class:  0, CF:0.143913, Len:  9, Fitness_tra: 0
Rule 40: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 8ce8d111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 251817c22, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 43: 181c14174, Class:  0, CF:0.814622, Len:  9, Fitness_tra: 0
Rule 44: c54311c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 181c1117b, Class:  0, CF:0.990453, Len:  9, Fitness_tra: 0
Rule 47: 1de2d41b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 55221b1b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c1e251112, Class:  0, CF:0.341014, Len:  9, Fitness_tra: 0
Rule 50: 219852847, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c2e111c42, Class:  1, CF:0.972432, Len:  9, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 881881221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 55: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 831d1755b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 58: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c8ecd7542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111114111, Class:  1, CF:0.0373302, Len:  9, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1815522b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: 116552814, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 8111d417b, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 124114371, Class:  0, CF:0.951312, Len:  9, Fitness_tra: 0
Rule 69: 00f000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 70: 12e117c41, Class:  1, CF:0.474714, Len:  9, Fitness_tra: 0
Rule 71: 000000400, Class:  1, CF:0.0173008, Len:  1, Fitness_tra: 0
Rule 72: 111514114, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 73: 289521cbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000030000, Class:  1, CF:0.0508632, Len:  1, Fitness_tra: 0
Rule 76: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 117e1b11b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 154937212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000400, Class:  1, CF:0.0173008, Len:  1, Fitness_tra: 0
Rule 81: 8138112b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 82: 2d1232c21, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 83: 216c5751b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 84: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 12111b244, Class:  0, CF:0.294797, Len:  9, Fitness_tra: 0
Rule 88: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 12e8d4c2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 81141b827, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 91: 82e111c14, Class:  1, CF:0.017076, Len:  9, Fitness_tra: 0
Rule 92: 0c0000008, Class:  1, CF:0.754246, Len:  2, Fitness_tra: 9
Rule 93: 00f210008, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 94: 0c800eb00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 551118222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 300c00000, Class:  0, CF:0.126589, Len:  2, Fitness_tra: 5
Rule 97: 5c0600c00, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 98: 200010cb0, Class:  0, CF:0.631864, Len:  4, Fitness_tra: 0
Rule 99: 9d9211114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 100010110, Class:  1, CF:0.116432, Len:  4, Fitness_tra: -1
------Current------
Miss_rate(tra)	:77.4011
------Result------
Miss_rate(tra)	:77.4011
Miss_rate(tst)	:66.6667
ARL				:4.33784

------Generation 9------
Rule  1: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 40
Rule  2: 0c0000000, Class:  1, CF:0.0997223, Len:  1, Fitness_tra: 33
Rule  3: 009000000, Class:  1, CF:0.18794, Len:  1, Fitness_tra: 23
Rule  4: 0c0050000, Class:  0, CF:0.607867, Len:  2, Fitness_tra: 8
Rule  5: 000000c08, Class:  1, CF:0.764356, Len:  2, Fitness_tra: 0
Rule  6: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule  7: 000000d00, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule  8: 800c00100, Class:  0, CF:0.754508, Len:  3, Fitness_tra: 2
Rule  9: 0d0080000, Class:  0, CF:0.987107, Len:  2, Fitness_tra: 1
Rule 10: 12c500121, Class:  0, CF:  1, Len:  7, Fitness_tra: 1
Rule 11: 0000c0600, Class:  0, CF:0.0978172, Len:  2, Fitness_tra: 0
Rule 12: 0c0090000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 13: c5ecd1222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111117521, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 15: 11121b114, Class:  0, CF:0.0812476, Len:  9, Fitness_tra: 0
Rule 16: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 183211124, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 18: 513c57221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 211111111, Class:  0, CF:0.0851317, Len:  9, Fitness_tra: 0
Rule 20: 8d3212274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 8d1112541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: c5ec1751b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000e000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 27: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8ce114441, Class:  1, CF:0.742645, Len:  9, Fitness_tra: 0
Rule 29: 821551272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000400, Class:  1, CF:0.0173008, Len:  1, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1814148b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 33: 1892d2cb1, Class:  1, CF:0.545285, Len:  9, Fitness_tra: 0
Rule 34: 51e212142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: cce1d7c71, Class:  1, CF:0.539122, Len:  9, Fitness_tra: 0
Rule 36: 11989181c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 251c1bc78, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2d3151514, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 39: 42e15b17b, Class:  0, CF:0.143913, Len:  9, Fitness_tra: 0
Rule 40: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 8ce8d111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 251817c22, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 43: 181c14174, Class:  0, CF:0.814622, Len:  9, Fitness_tra: 0
Rule 44: c54311c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 181c1117b, Class:  0, CF:0.990453, Len:  9, Fitness_tra: 0
Rule 47: 1de2d41b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 55221b1b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c1e251112, Class:  0, CF:0.341014, Len:  9, Fitness_tra: 0
Rule 50: 219852847, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c2e111c42, Class:  1, CF:0.972432, Len:  9, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 881881221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 55: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 831d1755b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 58: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c8ecd7542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111114111, Class:  1, CF:0.0373302, Len:  9, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1815522b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: 116552814, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 8111d417b, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 124114371, Class:  0, CF:0.951312, Len:  9, Fitness_tra: 0
Rule 69: 00f000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 70: 12e117c41, Class:  1, CF:0.474714, Len:  9, Fitness_tra: 0
Rule 71: 000000400, Class:  1, CF:0.0173008, Len:  1, Fitness_tra: 0
Rule 72: 111514114, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 73: 289521cbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000030000, Class:  1, CF:0.0508632, Len:  1, Fitness_tra: 0
Rule 76: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 117e1b11b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 154937212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000400, Class:  1, CF:0.0173008, Len:  1, Fitness_tra: 0
Rule 81: 8138112b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 82: 2d1232c21, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 83: 216c5751b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 84: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 12111b244, Class:  0, CF:0.294797, Len:  9, Fitness_tra: 0
Rule 88: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 12e8d4c2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 81141b827, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 91: 82e111c14, Class:  1, CF:0.017076, Len:  9, Fitness_tra: 0
Rule 92: 0c0000008, Class:  1, CF:0.754246, Len:  2, Fitness_tra: 9
Rule 93: 00f210008, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 94: 0c800eb00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 551118222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 300c00000, Class:  0, CF:0.126589, Len:  2, Fitness_tra: 5
Rule 97: 5c0600c00, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 98: 200010cb0, Class:  0, CF:0.631864, Len:  4, Fitness_tra: 0
Rule 99: 9d9211114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 100010110, Class:  1, CF:0.116432, Len:  4, Fitness_tra: -1
------Current------
Miss_rate(tra)	:77.4011
------Result------
Miss_rate(tra)	:77.4011
Miss_rate(tst)	:66.6667
ARL				:4.33784

------Generation 10------
Rule  1: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 40
Rule  2: 0c0000000, Class:  1, CF:0.0997223, Len:  1, Fitness_tra: 33
Rule  3: 009000000, Class:  1, CF:0.18794, Len:  1, Fitness_tra: 23
Rule  4: 0c0000008, Class:  1, CF:0.754246, Len:  2, Fitness_tra: 9
Rule  5: 0c0050000, Class:  0, CF:0.607867, Len:  2, Fitness_tra: 7
Rule  6: 300c00000, Class:  0, CF:0.126589, Len:  2, Fitness_tra: 5
Rule  7: 500000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule  8: 000000d00, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule  9: 800c00100, Class:  0, CF:0.754508, Len:  3, Fitness_tra: 2
Rule 10: 12c500121, Class:  0, CF:  1, Len:  7, Fitness_tra: 1
Rule 11: 0d0080000, Class:  0, CF:0.987107, Len:  2, Fitness_tra: 1
Rule 12: 0c0090000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 13: 0000c0600, Class:  0, CF:0.0978172, Len:  2, Fitness_tra: 0
Rule 14: 111117521, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 15: 11121b114, Class:  0, CF:0.0812476, Len:  9, Fitness_tra: 0
Rule 16: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 183211124, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 18: 513c57221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 211111111, Class:  0, CF:0.0851317, Len:  9, Fitness_tra: 0
Rule 20: 8d3212274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 8d1112541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: c5ec1751b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000e000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 27: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8ce114441, Class:  1, CF:0.742645, Len:  9, Fitness_tra: 0
Rule 29: 821551272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000400, Class:  1, CF:0.0173008, Len:  1, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1814148b2, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 33: 1892d2cb1, Class:  1, CF:0.545285, Len:  9, Fitness_tra: 0
Rule 34: 51e212142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: cce1d7c71, Class:  1, CF:0.539122, Len:  9, Fitness_tra: 0
Rule 36: 11989181c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 251c1bc78, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2d3151514, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 39: 42e15b17b, Class:  0, CF:0.143913, Len:  9, Fitness_tra: 0
Rule 40: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 8ce8d111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 251817c22, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 43: 181c14174, Class:  0, CF:0.814622, Len:  9, Fitness_tra: 0
Rule 44: c54311c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 181c1117b, Class:  0, CF:0.990453, Len:  9, Fitness_tra: 0
Rule 47: 1de2d41b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 55221b1b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c1e251112, Class:  0, CF:0.341014, Len:  9, Fitness_tra: 0
Rule 50: 219852847, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c2e111c42, Class:  1, CF:0.972432, Len:  9, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 881881221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 55: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 831d1755b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 58: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c8ecd7542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111114111, Class:  1, CF:0.0373302, Len:  9, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1815522b1, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: 116552814, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 8111d417b, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 124114371, Class:  0, CF:0.951312, Len:  9, Fitness_tra: 0
Rule 69: 00f000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 70: 12e117c41, Class:  1, CF:0.474714, Len:  9, Fitness_tra: 0
Rule 71: 000000400, Class:  1, CF:0.0173008, Len:  1, Fitness_tra: 0
Rule 72: 111514114, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 73: 289521cbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000030000, Class:  1, CF:0.0508632, Len:  1, Fitness_tra: 0
Rule 76: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 117e1b11b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 154937212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000400, Class:  1, CF:0.0173008, Len:  1, Fitness_tra: 0
Rule 81: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 116c12c11, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 83: 1c9812cb1, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 84: 82385187b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000400, Class:  1, CF:0.0173008, Len:  0, Fitness_tra: 0
Rule 87: 8238d15b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1538d1c1b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 89: 000090000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 90: cc6112227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11985c010, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 93: 12ee115d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b0acb0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: 12e8d4c24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: c0e10a002, Class:  1, CF:0.458088, Len:  5, Fitness_tra: 0
Rule 97: 111214c11, Class:  0, CF:0.216772, Len:  9, Fitness_tra: 0
Rule 98: 500000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 99: 219251824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 211157121, Class:  0, CF:0.995529, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:77.1186
------Result------
Miss_rate(tra)	:77.1186
Miss_rate(tst)	:66.6667
ARL				:4.31944

------Generation 20------
Rule  1: 009000000, Class:  1, CF:0.18794, Len:  1, Fitness_tra: 11
Rule  2: 0c0000000, Class:  1, CF:0.0997223, Len:  1, Fitness_tra: 6
Rule  3: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 40
Rule  4: 000000600, Class:  0, CF:0.249965, Len:  1, Fitness_tra: 12
Rule  5: 0c0000008, Class:  1, CF:0.754246, Len:  2, Fitness_tra: 8
