------Generation 0------
Rule  1: 131394cd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 506004045, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: c10c00547, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 001060500, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 98: c13852821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 081011540, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000a00500, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:60.7345
------Result------
Miss_rate(tra)	:60.7345
Miss_rate(tst)	:50
ARL				:4.06

------Generation 7------
Rule  1: 005000000, Class:  1, CF:0.191908, Len:  1, Fitness_tra: 72
Rule  2: 0000d0000, Class:  0, CF:0.669182, Len:  1, Fitness_tra: 48
Rule  3: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 39
Rule  4: 0000c0000, Class:  1, CF:0.114386, Len:  1, Fitness_tra: 33
Rule  5: 0d0000000, Class:  0, CF:0.809945, Len:  1, Fitness_tra: 8
Rule  6: 013070000, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule  7: 00000c000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule  8: 000000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule  9: 000c00d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 10: c70c00007, Class:  0, CF:0.432339, Len:  4, Fitness_tra: 0
Rule 11: 159814271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: c53cd4871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15e1d724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111811514, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 15: c5bd17851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1152db511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 8decd1124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5518529b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2165341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: d16111d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 18315751b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 26: c832578b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1d1897221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c5e257247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 151cdb877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 186d511b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: cd9cd4127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15e114524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 152554171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5541513b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d134112b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11e851221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 42: 2c183bcb1, Class:  0, CF:0.999739, Len:  9, Fitness_tra: 0
Rule 43: 8532d1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281554121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 213c128b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 46: c11114577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8111325c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 113882272, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 50: c5b592182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c81214177, Class:  0, CF:0.403146, Len:  9, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 811851225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 289131111, Class:  1, CF:0.191672, Len:  9, Fitness_tra: 0
Rule 55: 553117522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1c1cd4141, Class:  0, CF:0.999299, Len:  9, Fitness_tra: 0
Rule 57: c152d1277, Class:  1, CF:0.157501, Len:  9, Fitness_tra: 0
Rule 58: 51e252172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 159192c77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c81811544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 819811112, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: 1c3811127, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 5d3254118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000400, Class:  1, CF:0.0106437, Len:  1, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 213111c11, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 70: c51c178bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1514118b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 52653b141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: c1ec14122, Class:  1, CF:0.908286, Len:  9, Fitness_tra: 0
Rule 74: 15585b824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 216c11c41, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 76: c592528b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8511115c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000030000, Class:  0, CF:0.0255607, Len:  1, Fitness_tra: 0
Rule 80: 2892511b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 15e8d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: c59517117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111851841, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 86: 1818372b4, Class:  0, CF:0.994877, Len:  9, Fitness_tra: 0
Rule 87: c168322b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: c231522b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 211112242, Class:  0, CF:0.631399, Len:  9, Fitness_tra: 0
Rule 90: 223111c42, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 91: 6000b0000, Class:  1, CF:0.148598, Len:  2, Fitness_tra: 0
Rule 92: 050cc0070, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 93: c53cd7871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 08001a040, Class:  0, CF:0.944287, Len:  4, Fitness_tra: 0
Rule 95: 000004000, Class:  0, CF:0.025119, Len:  1, Fitness_tra: 0
Rule 96: 001001040, Class:  0, CF:0.972628, Len:  3, Fitness_tra: 5
Rule 97: c00c90027, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 101cd0800, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 1397c2077, Class:  0, CF:0.580229, Len:  8, Fitness_tra: 0
Rule100: 08003a507, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:60.452
------Result------
Miss_rate(tra)	:60.452
Miss_rate(tst)	:50
ARL				:4.26316

------Generation 8------
Rule  1: 005000000, Class:  1, CF:0.191908, Len:  1, Fitness_tra: 72
Rule  2: 0000d0000, Class:  0, CF:0.669182, Len:  1, Fitness_tra: 48
Rule  3: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 39
Rule  4: 0000c0000, Class:  1, CF:0.114386, Len:  1, Fitness_tra: 33
Rule  5: 0d0000000, Class:  0, CF:0.809945, Len:  1, Fitness_tra: 8
Rule  6: 013070000, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule  7: 00000c000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule  8: 000000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule  9: 000c00d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 10: c70c00007, Class:  0, CF:0.432339, Len:  4, Fitness_tra: 0
Rule 11: 159814271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: c53cd4871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15e1d724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111811514, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 15: c5bd17851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1152db511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 8decd1124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5518529b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2165341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: d16111d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 18315751b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 26: c832578b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1d1897221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c5e257247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 151cdb877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 186d511b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: cd9cd4127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15e114524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 152554171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5541513b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d134112b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11e851221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 42: 2c183bcb1, Class:  0, CF:0.999739, Len:  9, Fitness_tra: 0
Rule 43: 8532d1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281554121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 213c128b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 46: c11114577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8111325c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 113882272, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 50: c5b592182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c81214177, Class:  0, CF:0.403146, Len:  9, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 811851225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 289131111, Class:  1, CF:0.191672, Len:  9, Fitness_tra: 0
Rule 55: 553117522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1c1cd4141, Class:  0, CF:0.999299, Len:  9, Fitness_tra: 0
Rule 57: c152d1277, Class:  1, CF:0.157501, Len:  9, Fitness_tra: 0
Rule 58: 51e252172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 159192c77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c81811544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 819811112, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: 1c3811127, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 5d3254118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000400, Class:  1, CF:0.0106437, Len:  1, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 213111c11, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 70: c51c178bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1514118b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 52653b141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: c1ec14122, Class:  1, CF:0.908286, Len:  9, Fitness_tra: 0
Rule 74: 15585b824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 216c11c41, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 76: c592528b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8511115c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000030000, Class:  0, CF:0.0255607, Len:  1, Fitness_tra: 0
Rule 80: 2892511b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 15e8d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: c59517117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111851841, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 86: 1818372b4, Class:  0, CF:0.994877, Len:  9, Fitness_tra: 0
Rule 87: c168322b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: c231522b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 211112242, Class:  0, CF:0.631399, Len:  9, Fitness_tra: 0
Rule 90: 223111c42, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 91: 6000b0000, Class:  1, CF:0.148598, Len:  2, Fitness_tra: 0
Rule 92: 050cc0070, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 93: c53cd7871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 08001a040, Class:  0, CF:0.944287, Len:  4, Fitness_tra: 0
Rule 95: 000004000, Class:  0, CF:0.025119, Len:  1, Fitness_tra: 0
Rule 96: 001001040, Class:  0, CF:0.972628, Len:  3, Fitness_tra: 5
Rule 97: c00c90027, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 101cd0800, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 1397c2077, Class:  0, CF:0.580229, Len:  8, Fitness_tra: 0
Rule100: 08003a507, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:60.452
------Result------
Miss_rate(tra)	:60.452
Miss_rate(tst)	:50
ARL				:4.26316

------Generation 9------
Rule  1: 005000000, Class:  1, CF:0.191908, Len:  1, Fitness_tra: 72
Rule  2: 0000d0000, Class:  0, CF:0.669182, Len:  1, Fitness_tra: 48
Rule  3: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 39
Rule  4: 0000c0000, Class:  1, CF:0.114386, Len:  1, Fitness_tra: 33
Rule  5: 0d0000000, Class:  0, CF:0.809945, Len:  1, Fitness_tra: 8
Rule  6: 013070000, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule  7: 00000c000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule  8: 000000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule  9: 000c00d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 10: c70c00007, Class:  0, CF:0.432339, Len:  4, Fitness_tra: 0
Rule 11: 159814271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: c53cd4871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15e1d724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111811514, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 15: c5bd17851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1152db511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 8decd1124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5518529b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2165341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: d16111d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 18315751b, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 26: c832578b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1d1897221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c5e257247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 151cdb877, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 186d511b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: cd9cd4127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15e114524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 152554171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5541513b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d134112b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11e851221, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 42: 2c183bcb1, Class:  0, CF:0.999739, Len:  9, Fitness_tra: 0
Rule 43: 8532d1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 281554121, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 45: 213c128b7, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 46: c11114577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8111325c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 113882272, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 50: c5b592182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c81214177, Class:  0, CF:0.403146, Len:  9, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 811851225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 289131111, Class:  1, CF:0.191672, Len:  9, Fitness_tra: 0
Rule 55: 553117522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1c1cd4141, Class:  0, CF:0.999299, Len:  9, Fitness_tra: 0
Rule 57: c152d1277, Class:  1, CF:0.157501, Len:  9, Fitness_tra: 0
Rule 58: 51e252172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 159192c77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c81811544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 819811112, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 65: 1c3811127, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 66: 5d3254118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000400, Class:  1, CF:0.0106437, Len:  1, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 213111c11, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 70: c51c178bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1514118b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 52653b141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: c1ec14122, Class:  1, CF:0.908286, Len:  9, Fitness_tra: 0
Rule 74: 15585b824, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 216c11c41, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 76: c592528b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 8511115c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000030000, Class:  0, CF:0.0255607, Len:  1, Fitness_tra: 0
Rule 80: 2892511b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 15e8d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: c59517117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111851841, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 86: 1818372b4, Class:  0, CF:0.994877, Len:  9, Fitness_tra: 0
Rule 87: c168322b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: c231522b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 211112242, Class:  0, CF:0.631399, Len:  9, Fitness_tra: 0
Rule 90: 223111c42, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 91: 6000b0000, Class:  1, CF:0.148598, Len:  2, Fitness_tra: 0
Rule 92: 050cc0070, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 93: c53cd7871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 08001a040, Class:  0, CF:0.944287, Len:  4, Fitness_tra: 0
Rule 95: 000004000, Class:  0, CF:0.025119, Len:  1, Fitness_tra: 0
Rule 96: 001001040, Class:  0, CF:0.972628, Len:  3, Fitness_tra: 5
Rule 97: c00c90027, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 101cd0800, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 1397c2077, Class:  0, CF:0.580229, Len:  8, Fitness_tra: 0
Rule100: 08003a507, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:60.452
------Result------
Miss_rate(tra)	:60.452
Miss_rate(tst)	:50
ARL				:4.26316

------Generation 10------
Rule  1: 005000000, Class:  1, CF:0.191908, Len:  1, Fitness_tra: 72
Rule  2: 0000d0000, Class:  0, CF:0.669182, Len:  1, Fitness_tra: 48
Rule  3: 00a000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 39
Rule  4: 0000c0000, Class:  1, CF:0.114386, Len:  1, Fitness_tra: 33
Rule  5: 0d0000000, Class:  0, CF:0.809945, Len:  1, Fitness_tra: 8
Rule  6: 013070000, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule  7: 00000c000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule  8: 000000500, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule  9: 000c00d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 10: c70c00007, Class:  0, CF:0.432339, Len:  4, Fitness_tra: 0
Rule 11: 159814271, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 12: c53cd4871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15e1d724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111811514, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 15: c5bd17851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1152db511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 8decd1124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5518529b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2165341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
