------Generation 0------
Rule  1: bda855292111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: fe21811351218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4245538111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 13f2338d12321, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 90: f662e5115d912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 002151c1b0195, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 1661111113511, Class:  0, CF:0.962496, Len: 13, Fitness_tra: 27
Rule 93: a4231511b1111, Class:  0, CF:0.673538, Len: 13, Fitness_tra: 10
Rule 94: 1110111115155, Class:  0, CF:  1, Len: 12, Fitness_tra: 12
Rule 95: 5113da121191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2141d53588153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b84d111511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11231e3111118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: f1a11511c1c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule100: 070185301c210, Class:  0, CF:  1, Len:  9, Fitness_tra: 59
------Current------
Miss_rate(tra)	:37.8227
------Result------
Miss_rate(tra)	:37.8227
Miss_rate(tst)	:34.3434
ARL				:11.8125

------Generation 6------
Rule  1: 000c500000005, Class:  0, CF:  1, Len:  3, Fitness_tra: 151
Rule  2: 0700858000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 81
Rule  3: 070185301c210, Class:  0, CF:  1, Len:  9, Fitness_tra: 57
Rule  4: 01307310085d1, Class:  0, CF:0.594177, Len:  9, Fitness_tra: 35
Rule  5: a321311121111, Class:  0, CF:0.47937, Len: 13, Fitness_tra: 33
Rule  6: a321811185111, Class:  0, CF:  1, Len: 13, Fitness_tra: 32
Rule  7: 1661111113511, Class:  0, CF:0.962496, Len: 13, Fitness_tra: 19
Rule  8: 2111255311229, Class:  0, CF:  1, Len: 13, Fitness_tra: 12
Rule  9: 1110111115155, Class:  0, CF:  1, Len: 12, Fitness_tra: 11
Rule 10: 21151531581d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule 11: a4231511b1111, Class:  0, CF:0.673538, Len: 13, Fitness_tra: 10
Rule 12: f1a11511c1c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 13: 29f4a11581111, Class:  1, CF:0.991524, Len: 13, Fitness_tra: 9
Rule 14: a12111c131152, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 15: 2531c11128815, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 16: 1a31d51115113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 13f2338d12321, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 18: 25611111d3511, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 19: 1221155151111, Class:  1, CF:0.506649, Len: 13, Fitness_tra: 3
Rule 20: 142315511d118, Class:  1, CF:0.791972, Len: 13, Fitness_tra: 3
Rule 21: f6a1118311c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 22: f1a21111e1121, Class:  0, CF:0.466436, Len: 13, Fitness_tra: 2
Rule 23: 1131118c13911, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: f3f115d51d226, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 25: 00007430060d0, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 26: 11a1111113911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 41315e351118a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 616581952d216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 214ec1119355d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b229de1cc151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f679d38d891d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 35b5932211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 211e2cd53898d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1161329d11145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 714de18815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 753261155511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15121d9d131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: bda855292111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11ac351151921, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: f11515938d286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb5d53188153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 612155d515351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b231154151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a5b2121111925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3322915585991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3e25228381581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b2b51568119e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b475553218115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3f6dec51115c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a1ac1e2151918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6929551221535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6e4111e515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 24155118921d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 2bb1351c15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915355191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f911131853118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 71f13141d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 28f91555815d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 332d5312853e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 781121e151411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 354d325515d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 613351951d1d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1162322513d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7b48315111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 43a1113922c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 13ade115131c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11b6151311dd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: fe43211351151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12b5dd1b51531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b47d52581d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b2a25111e1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 714251a2c7116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: feb1ed1155311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c69551855512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 69212c3133518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 75a6151119181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bda5d85511889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 71ad1d9151c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 72b1531155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4831c3e128855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6af21113115d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 14
Rule 82: 331885d111111, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 83: 1f6d5218151d3, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 84: 020b9f6800099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 117e211de3911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2229218511858, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4df4111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: feb9213d35911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: a1f141335c281, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 90: f1121e8d11928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: a5731511d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 6571c111d1391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: baf2335562b89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 7676128d89185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 716251a2c7511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: be75d38a69181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2511c1d13898d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: 714de18815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2c25de3118153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 104312c1bd198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.486
------Result------
Miss_rate(tra)	:37.486
Miss_rate(tst)	:34.3434
ARL				:11.9394

------Generation 7------
Rule  1: 000c500000005, Class:  0, CF:  1, Len:  3, Fitness_tra: 151
Rule  2: 0700858000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 81
Rule  3: 070185301c210, Class:  0, CF:  1, Len:  9, Fitness_tra: 57
Rule  4: 01307310085d1, Class:  0, CF:0.594177, Len:  9, Fitness_tra: 33
Rule  5: a321311121111, Class:  0, CF:0.47937, Len: 13, Fitness_tra: 32
Rule  6: a321811185111, Class:  0, CF:  1, Len: 13, Fitness_tra: 32
Rule  7: 1661111113511, Class:  0, CF:0.962496, Len: 13, Fitness_tra: 17
Rule  8: 6af21113115d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 14
Rule  9: 2111255311229, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 10: 21151531581d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule 11: 1110111115155, Class:  0, CF:  1, Len: 12, Fitness_tra: 11
Rule 12: a4231511b1111, Class:  0, CF:0.673538, Len: 13, Fitness_tra: 10
Rule 13: 29f4a11581111, Class:  1, CF:0.991524, Len: 13, Fitness_tra: 9
Rule 14: a12111c131152, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 15: f1a11511c1c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 16: 2531c11128815, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 17: 13f2338d12321, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 18: 25611111d3511, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 19: a1f141335c281, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 20: 1221155151111, Class:  1, CF:0.506649, Len: 13, Fitness_tra: -1
Rule 21: 142315511d118, Class:  1, CF:0.791972, Len: 13, Fitness_tra: 2
Rule 22: f1a21111e1121, Class:  0, CF:0.466436, Len: 13, Fitness_tra: 2
Rule 23: 331885d111111, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 24: f6a1118311c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 00007430060d0, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: f3f115d51d226, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 27: 1131118c13911, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 28: 1f6d5218151d3, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 29: 11a1111113911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: b229de1cc151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f679d38d891d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 35b5932211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 211e2cd53898d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1161329d11145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 714de18815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 753261155511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15121d9d131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: bda855292111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11ac351151921, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: f11515938d286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb5d53188153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 612155d515351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b231154151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a5b2121111925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3322915585991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3e25228381581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b2b51568119e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b475553218115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3f6dec51115c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a1ac1e2151918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6929551221535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6e4111e515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 24155118921d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 2bb1351c15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915355191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f911131853118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 71f13141d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 28f91555815d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 332d5312853e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 781121e151411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 354d325515d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 613351951d1d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1162322513d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7b48315111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 43a1113922c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 13ade115131c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11b6151311dd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: fe43211351151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12b5dd1b51531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b47d52581d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b2a25111e1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 714251a2c7116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: feb1ed1155311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c69551855512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 69212c3133518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 75a6151119181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bda5d85511889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 71ad1d9151c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 72b1531155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4831c3e128855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3631354851d1c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: b213551155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: a1123115d1d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0d00b00006000, Class:  0, CF:0.273846, Len:  3, Fitness_tra: 2
Rule 85: 63f19cd191825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: fa61119522113, Class:  0, CF:0.901637, Len: 13, Fitness_tra: 3
Rule 87: 3121dd1d15191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4d62612111889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 3111d5d515515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: f3a518111125e, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 91: a321315051141, Class:  1, CF:0.62548, Len: 12, Fitness_tra: 5
Rule 92: 2311ccd12891d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 642601151d1d6, Class:  0, CF:  1, Len: 12, Fitness_tra: 3
Rule 94: 2111215c11719, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 95: 741d85e81d418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: f2a51d1b51121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: f570738d835d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: ae21313131911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b23d1d4151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b2a2451921127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.8126
------Result------
Miss_rate(tra)	:36.8126
Miss_rate(tst)	:33.3333
ARL				:11.7949

------Generation 8------
Rule  1: 000c500000005, Class:  0, CF:  1, Len:  3, Fitness_tra: 151
Rule  2: 0700858000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 76
Rule  3: 070185301c210, Class:  0, CF:  1, Len:  9, Fitness_tra: 55
Rule  4: 01307310085d1, Class:  0, CF:0.594177, Len:  9, Fitness_tra: 33
Rule  5: a321311121111, Class:  0, CF:0.47937, Len: 13, Fitness_tra: 32
Rule  6: a321811185111, Class:  0, CF:  1, Len: 13, Fitness_tra: 32
Rule  7: 1661111113511, Class:  0, CF:0.962496, Len: 13, Fitness_tra: 17
Rule  8: 6af21113115d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 14
Rule  9: 1110111115155, Class:  0, CF:  1, Len: 12, Fitness_tra: 11
Rule 10: 21151531581d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule 11: a4231511b1111, Class:  0, CF:0.673538, Len: 13, Fitness_tra: 10
Rule 12: f1a11511c1c19, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 13: 29f4a11581111, Class:  1, CF:0.991524, Len: 13, Fitness_tra: 9
Rule 14: a12111c131152, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 15: 2111215c11719, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 16: 2531c11128815, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 17: a321315051141, Class:  1, CF:0.62548, Len: 12, Fitness_tra: 4
Rule 18: 13f2338d12321, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 19: a1f141335c281, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 20: 25611111d3511, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 21: 642601151d1d6, Class:  0, CF:  1, Len: 12, Fitness_tra: 3
Rule 22: fa61119522113, Class:  0, CF:0.901637, Len: 13, Fitness_tra: 3
Rule 23: 142315511d118, Class:  1, CF:0.791972, Len: 13, Fitness_tra: 2
Rule 24: f1a21111e1121, Class:  0, CF:0.466436, Len: 13, Fitness_tra: 2
Rule 25: 331885d111111, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 26: 0d00b00006000, Class:  0, CF:0.273846, Len:  3, Fitness_tra: 2
Rule 27: 2111255311229, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 28: 1f6d5218151d3, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1131118c13911, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: f3a518111125e, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 31: f3f115d51d226, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 32: 11a1111113911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 211e2cd53898d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1161329d11145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 714de18815511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 753261155511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 15121d9d131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: bda855292111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11ac351151921, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: f11515938d286, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb5d53188153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 612155d515351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b231154151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a5b2121111925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3322915585991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3e25228381581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b2b51568119e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b475553218115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3f6dec51115c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a1ac1e2151918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 6929551221535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6e4111e515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 24155118921d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 2bb1351c15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915355191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f911131853118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 71f13141d1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 28f91555815d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 332d5312853e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 781121e151411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 354d325515d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 613351951d1d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1162322513d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7b48315111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 43a1113922c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 13ade115131c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11b6151311dd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: fe43211351151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12b5dd1b51531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b47d52581d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b2a25111e1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 714251a2c7116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: feb1ed1155311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4c69551855512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 69212c3133518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 75a6151119181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bda5d85511889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 71ad1d9151c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 72b1531155511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4831c3e128855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f922553285311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7b2d111113115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 33f3d115c2113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: f37151d119581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1611d53855813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2479589855212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 154e31c155512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 751e1d1545819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 411c311515121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: f3ad113112116, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 91: f1621111e1121, Class:  0, CF:0.466436, Len: 13, Fitness_tra: 0
Rule 92: 35b5932211542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 223dccd158115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: beb355e911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f922135855118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: a925e151c1152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 070178e01125e, Class:  0, CF:0.999931, Len: 10, Fitness_tra: 6
Rule 98: 332291a5155c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 07f19cd090b05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11f242355bd51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.4759
------Result------
Miss_rate(tra)	:36.4759
Miss_rate(tst)	:32.3232
ARL				:11.8947

------Generation 9------
