------Generation 0------
Rule  1: 1265132d11541, Class:  1, CF:0.343366, Len: 13, Fitness_tra: -7
Rule 32: 4312112359515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: aa1551151d213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 71f4111111221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6e65352dd91c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b861151353b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1173251151555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7813951c8e512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6312958199115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f11d5de515151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 42f5118819dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 63b512ed61315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7c23535222995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3f623925d5388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: f943815c831d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6e18385111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3578515251533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1133595145815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 11a1355321d54, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 6a1d151d82d25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1575e31481111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: fe7995cd31191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b81291518ed12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: a921311d9e31d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4424135515159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4c1351218e18d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 636c131911125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3918315515155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611113e911211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: aff1119515451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 414ac23831181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: a3711951113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f375111111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 2245111198e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f3a1e8189e5cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4b75185115815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7812ed1119d3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b11515e311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12b5512151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 6138598dd5d88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 75f1338129115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1418113251932, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 7931d58558111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3175d51581311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 256541d158229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 333d955551589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bc1581e122155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 19b1942c9151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1c11512115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1143152511535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 78f2113151213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: afa23115d5211, Class:  0, CF:0.287043, Len: 13, Fitness_tra: 0
Rule 83: a3611119914d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000700000000, Class:  0, CF:0.790449, Len:  1, Fitness_tra: 549
Rule 85: 00007430060d0, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: b81111d121511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 394121111d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 71f1153911145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000b000e500e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a12118e965141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 4c33d15282c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2c2838e7cd115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 78128d1519101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f1bd51d535151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 456541d198852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1112e95115811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7a1551158e5c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1993251151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 418151392118d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 22f5111111d18, Class:  0, CF:0.906602, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:16.3861
------Result------
Miss_rate(tra)	:16.3861
Miss_rate(tst)	:21.2121
ARL				:11.08

------Generation 8------
Rule  1: 0000700000000, Class:  0, CF:0.790449, Len:  1, Fitness_tra: 549
Rule  2: 0002c00300008, Class:  0, CF:0.998758, Len:  4, Fitness_tra: 69
Rule  3: 21a1911151111, Class:  0, CF:  1, Len: 13, Fitness_tra: 16
Rule  4: 2561112311113, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule  5: a6ac551112222, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule  6: 040cc32500102, Class:  0, CF:  1, Len:  8, Fitness_tra: 4
Rule  7: 632192153811c, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule  8: 13618211d5181, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule  9: 6321411911112, Class:  0, CF:0.503404, Len: 13, Fitness_tra: 1
Rule 10: 13221158191c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: a63411212535c, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: a6a25d1312211, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 000cc00900002, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 14: a3a13d5152213, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 211d1138d315c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 13683221d5181, Class:  0, CF:0.537644, Len: 13, Fitness_tra: 0
Rule 17: 3018300510052, Class:  0, CF:0.640343, Len:  8, Fitness_tra: 0
Rule 18: f661981151153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: feb9212e15518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 651111d58d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a361156e91259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: fef1951d115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6362388d59518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 6147edd511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4cf518919d152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 6541133c8c113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31f5e11111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: bcbe8515c5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 18f115551d82e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3131513921186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 117153811111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4312112359515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: aa1551151d213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 71f4111111221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6e65352dd91c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b861151353b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1173251151555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7813951c8e512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6312958199115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f11d5de515151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 42f5118819dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 63b512ed61315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7c23535222995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3f623925d5388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: f943815c831d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6e18385111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3578515251533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1133595145815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 11a1355321d54, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 6a1d151d82d25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1575e31481111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: fe7995cd31191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b81291518ed12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: a921311d9e31d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4424135515159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4c1351218e18d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 636c131911125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3918315515155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611113e911211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: aff1119515451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 414ac23831181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: a3711951113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f375111111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 2245111198e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f3a1e8189e5cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4b75185115815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7812ed1119d3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b11515e311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12b5512151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 6138598dd5d88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 75f1338129115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1418113251932, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 7931d58558111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3175d51581311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 256541d158229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 333d955551589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bc1581e122155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 19b1942c9151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1c11512115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1143152511535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3e6832213e115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6315181151883, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 0000b000e500e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 4261651181121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a665e12116d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 030b9f6800099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f1a1121113185, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 45a211411d521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: bdf4114915515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3311413938211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 1428113911132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2121911251113, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule 93: 1c115c2111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 8302c20105128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: a6ac581152122, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 7812ed1119211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 102092851111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 63711919113c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 651111d58d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b81111d121511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.1515
------Result------
Miss_rate(tra)	:15.1515
Miss_rate(tst)	:21.2121
ARL				:11.4615

------Generation 9------
Rule  1: 0000700000000, Class:  0, CF:0.790449, Len:  1, Fitness_tra: 549
Rule  2: 0002c00300008, Class:  0, CF:0.998758, Len:  4, Fitness_tra: 65
Rule  3: 21a1911151111, Class:  0, CF:  1, Len: 13, Fitness_tra: 15
Rule  4: 2561112311113, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule  5: 2121911251113, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  6: a6ac551112222, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule  7: 040cc32500102, Class:  0, CF:  1, Len:  8, Fitness_tra: 4
Rule  8: 632192153811c, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule  9: 13618211d5181, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 10: 6321411911112, Class:  0, CF:0.503404, Len: 13, Fitness_tra: 1
Rule 11: a63411212535c, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: a6a25d1312211, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 13221158191c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: 000cc00900002, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 15: 211d1138d315c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 13683221d5181, Class:  0, CF:0.537644, Len: 13, Fitness_tra: 0
Rule 17: 3018300510052, Class:  0, CF:0.640343, Len:  8, Fitness_tra: 0
Rule 18: f661981151153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: feb9212e15518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 651111d58d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a361156e91259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: fef1951d115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6362388d59518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 6147edd511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4cf518919d152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 6541133c8c113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31f5e11111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: bcbe8515c5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 18f115551d82e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3131513921186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 117153811111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4312112359515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: aa1551151d213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 71f4111111221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6e65352dd91c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b861151353b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1173251151555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7813951c8e512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6312958199115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f11d5de515151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 42f5118819dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 63b512ed61315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7c23535222995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3f623925d5388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: f943815c831d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6e18385111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3578515251533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1133595145815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 11a1355321d54, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 6a1d151d82d25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1575e31481111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: fe7995cd31191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b81291518ed12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: a921311d9e31d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4424135515159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4c1351218e18d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 636c131911125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3918315515155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611113e911211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: aff1119515451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 414ac23831181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: a3711951113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f375111111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 2245111198e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f3a1e8189e5cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4b75185115815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7812ed1119d3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b11515e311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12b5512151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 6138598dd5d88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 75f1338129115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1418113251932, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 7931d58558111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3175d51581311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 256541d158229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 333d955551589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bc1581e122155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 19b1942c9151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1c11512115515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1143152511535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0d00400006000, Class:  0, CF:0.534229, Len:  3, Fitness_tra: 5
Rule 82: f1211d651111c, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 83: 22a2c19913441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b143211919ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 7264e17111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: bc21115d1eed2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 25a8318c11e51, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: f321c5e5ad325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 7d62612351541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 020b0f6800599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 6321421618112, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 92: 44a2112108129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 14213139ee132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6321821165181, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 95: 34f1390540052, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 62f141dd21112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: aa15e1151d213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b81295d58d81e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6864181e51218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: c131113911186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:13.8047
------Result------
Miss_rate(tra)	:13.8047
Miss_rate(tst)	:17.1717
ARL				:11.1481

------Generation 10------
Rule  1: 0000700000000, Class:  0, CF:0.790449, Len:  1, Fitness_tra: 549
Rule  2: 0002c00300008, Class:  0, CF:0.998758, Len:  4, Fitness_tra: 65
Rule  3: 21a1911151111, Class:  0, CF:  1, Len: 13, Fitness_tra: 15
Rule  4: 2561112311113, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule  5: 2121911251113, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  6: a6ac551112222, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule  7: 040cc32500102, Class:  0, CF:  1, Len:  8, Fitness_tra: 4
Rule  8: 632192153811c, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule  9: 13618211d5181, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 10: 6321411911112, Class:  0, CF:0.503404, Len: 13, Fitness_tra: 1
Rule 11: a63411212535c, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: a6a25d1312211, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 13221158191c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: 000cc00900002, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 15: 211d1138d315c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 13683221d5181, Class:  0, CF:0.537644, Len: 13, Fitness_tra: 0
Rule 17: 3018300510052, Class:  0, CF:0.640343, Len:  8, Fitness_tra: 0
Rule 18: f661981151153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: feb9212e15518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 651111d58d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a361156e91259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: fef1951d115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6362388d59518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 6147edd511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4cf518919d152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 6541133c8c113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31f5e11111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: bcbe8515c5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 18f115551d82e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3131513921186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 117153811111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4312112359515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: aa1551151d213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 71f4111111221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6e65352dd91c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b861151353b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1173251151555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7813951c8e512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6312958199115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: f11d5de515151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 42f5118819dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 63b512ed61315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7c23535222995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3f623925d5388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: f943815c831d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6e18385111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3578515251533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1133595145815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
