------Generation 0------
Rule  1: 1412d6bb42, Class:  4, CF:0.986059, Len: 10, Fitness_tra: 0
Rule 33: 1cb2dd1747, Class:  2, CF:0.216598, Len: 10, Fitness_tra: -1
Rule 34: 74112f7224, Class:  4, CF:0.999889, Len: 10, Fitness_tra: 0
Rule 35: 4b4b4d2172, Class:  2, CF:0.974549, Len: 10, Fitness_tra: -1
Rule 36: 2b4223224b, Class:  2, CF:0.648253, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 172266bb41, Class:  4, CF:0.989821, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41175341b4, Class:  2, CF:0.899525, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4422632471, Class:  4, CF:0.999497, Len: 10, Fitness_tra: 0
Rule 43: 74b76fb1b2, Class:  4, CF:0.998915, Len: 10, Fitness_tra: 0
Rule 44: 1354717211, Class:  2, CF:0.243731, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4651522161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2b41d177bb, Class:  2, CF:0.999355, Len: 10, Fitness_tra: 18
Rule 48: 141721bb74, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1c27117281, Class:  2, CF:0.944741, Len: 10, Fitness_tra: 6
Rule 50: 492b417b12, Class:  4, CF:0.895034, Len: 10, Fitness_tra: 0
Rule 51: b2bc134147, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 11b21d4742, Class:  2, CF:0.431668, Len: 10, Fitness_tra: 0
Rule 53: 27b28f1211, Class:  4, CF:0.996932, Len: 10, Fitness_tra: 0
Rule 54: 163241b2c1, Class:  2, CF:0.997819, Len: 10, Fitness_tra: 19
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 272b197222, Class:  2, CF:0.993494, Len: 10, Fitness_tra: 0
Rule 57: 12b41ebb24, Class:  1, CF:0.0011079, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 114b892225, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 4e7b81b177, Class:  2, CF:0.562207, Len: 10, Fitness_tra: 0
Rule 61: b114c144bb, Class:  2, CF:0.926996, Len: 10, Fitness_tra: -61
Rule 62: 7c48162141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7277aa7411, Class:  4, CF:0.983661, Len: 10, Fitness_tra: 0
Rule 64: 17271f42bb, Class:  4, CF:0.999422, Len: 10, Fitness_tra: 0
Rule 65: 12278171b8, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 1422afb14b, Class:  4, CF:0.99682, Len: 10, Fitness_tra: 0
Rule 67: b121d672d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11145a7bb2, Class:  4, CF:0.845652, Len: 10, Fitness_tra: 0
Rule 69: b51411b27b, Class:  4, CF:0.0403441, Len: 10, Fitness_tra: 0
Rule 70: 7144864b27, Class:  2, CF:0.555502, Len: 10, Fitness_tra: 0
Rule 71: 224b112412, Class:  4, CF:0.36683, Len: 10, Fitness_tra: 1
Rule 72: ba15ddb414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 27428e2bb1, Class:  2, CF:0.659062, Len: 10, Fitness_tra: 0
Rule 74: 29b2c32242, Class:  2, CF:0.986608, Len: 10, Fitness_tra: 0
Rule 75: 772b89412b, Class:  2, CF:0.988671, Len: 10, Fitness_tra: -17
Rule 76: 4142a61bb2, Class:  4, CF:0.999725, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 16751d1b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 79: bb42931712, Class:  3, CF:0.88906, Len: 10, Fitness_tra: 0
Rule 80: 12b436b417, Class:  4, CF:0.9937, Len: 10, Fitness_tra: 0
Rule 81: b41713b222, Class:  4, CF:0.513886, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7244d5b1bb, Class:  2, CF:0.0967244, Len: 10, Fitness_tra: 0
Rule 84: 4111d645c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 737d312117, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 122721b411, Class:  1, CF:0.212856, Len: 10, Fitness_tra: -118
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4e7781214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2517192c58, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 4d01122007, Class:  2, CF:0.640141, Len:  7, Fitness_tra: 243
Rule 92: 12b416bb24, Class:  4, CF:0.999557, Len: 10, Fitness_tra: 0
Rule 93: 234421726b, Class:  2, CF:0.944694, Len: 10, Fitness_tra: 0
Rule 94: 5eb2412b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2464224411, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11142147be, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 5104200421, Class:  3, CF:  1, Len:  7, Fitness_tra: 5
Rule 98: 2827417178, Class:  4, CF:0.807702, Len: 10, Fitness_tra: 1
Rule 99: 14776db777, Class:  4, CF:0.988037, Len: 10, Fitness_tra: -333
Rule100: 72bc144c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.5242
------Result------
Miss_rate(tra)	:98.5242
Miss_rate(tst)	:92.968
ARL				:9.85897

------Generation 9------
Rule  1: 1121f37111, Class:  4, CF:0.740817, Len: 10, Fitness_tra: 1731
Rule  2: 1411592b11, Class:  1, CF:0.624468, Len: 10, Fitness_tra: 840
Rule  3: b241131477, Class:  4, CF:0.986569, Len: 10, Fitness_tra: 170
Rule  4: 7221f61172, Class:  4, CF:0.999949, Len: 10, Fitness_tra: 203
Rule  5: b2b155741b, Class:  2, CF:0.983696, Len: 10, Fitness_tra: 222
Rule  6: 2d02100207, Class:  2, CF:0.330035, Len:  6, Fitness_tra: -250
Rule  7: 2131437112, Class:  3, CF:0.217101, Len: 10, Fitness_tra: -326
Rule  8: 7221231172, Class:  4, CF:0.992319, Len: 10, Fitness_tra: 21
Rule  9: 22b1187217, Class:  2, CF:0.862345, Len: 10, Fitness_tra: 1476
Rule 10: 7221d57247, Class:  2, CF:0.998612, Len: 10, Fitness_tra: 23
Rule 11: 447161bbb7, Class:  4, CF:0.998449, Len: 10, Fitness_tra: 115
Rule 12: 11c42d074e, Class:  4, CF:  1, Len:  9, Fitness_tra: 2
Rule 13: 2e1b141c82, Class:  2, CF:0.922321, Len: 10, Fitness_tra: 11
Rule 14: 7b2b1a1211, Class:  4, CF:0.984958, Len: 10, Fitness_tra: -2
Rule 15: 7171634b41, Class:  4, CF:0.991534, Len: 10, Fitness_tra: -7
Rule 16: 77bb951224, Class:  2, CF:0.994666, Len: 10, Fitness_tra: 1
Rule 17: 5164222411, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: 2442f141b2, Class:  4, CF:0.999673, Len: 10, Fitness_tra: 4
Rule 19: 7e4b149c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4b213e7227, Class:  2, CF:0.989465, Len: 10, Fitness_tra: -1
Rule 21: 24bbde1124, Class:  2, CF:0.917218, Len: 10, Fitness_tra: 29
Rule 22: b747112224, Class:  2, CF:0.82154, Len: 10, Fitness_tra: 4
Rule 23: 142b997177, Class:  1, CF:0.0747941, Len: 10, Fitness_tra: 0
Rule 24: 1412d6bb42, Class:  4, CF:0.986059, Len: 10, Fitness_tra: 0
Rule 25: 2b2bd92717, Class:  2, CF:0.986915, Len: 10, Fitness_tra: 0
Rule 26: 7b4413b2b1, Class:  2, CF:0.0400989, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4217112184, Class:  2, CF:0.813973, Len: 10, Fitness_tra: 0
Rule 29: 7412314b47, Class:  4, CF:0.892397, Len: 10, Fitness_tra: 0
Rule 30: 47bb15422b, Class:  2, CF:0.95779, Len: 10, Fitness_tra: 0
Rule 31: 12742d1777, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2121e31274, Class:  3, CF:0.999983, Len: 10, Fitness_tra: 0
Rule 33: 1cb2dd1747, Class:  2, CF:0.216598, Len: 10, Fitness_tra: -1
Rule 34: 74112f7224, Class:  4, CF:0.999889, Len: 10, Fitness_tra: 0
Rule 35: 4b4b4d2172, Class:  2, CF:0.974549, Len: 10, Fitness_tra: -1
Rule 36: 2b4223224b, Class:  2, CF:0.648253, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 172266bb41, Class:  4, CF:0.989821, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41175341b4, Class:  2, CF:0.899525, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4422632471, Class:  4, CF:0.999497, Len: 10, Fitness_tra: 0
Rule 43: 74b76fb1b2, Class:  4, CF:0.998915, Len: 10, Fitness_tra: 0
Rule 44: 1354717211, Class:  2, CF:0.243731, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4651522161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2b41d177bb, Class:  2, CF:0.999355, Len: 10, Fitness_tra: 18
Rule 48: 141721bb74, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1c27117281, Class:  2, CF:0.944741, Len: 10, Fitness_tra: 6
Rule 50: 492b417b12, Class:  4, CF:0.895034, Len: 10, Fitness_tra: 0
Rule 51: b2bc134147, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 11b21d4742, Class:  2, CF:0.431668, Len: 10, Fitness_tra: 0
Rule 53: 27b28f1211, Class:  4, CF:0.996932, Len: 10, Fitness_tra: 0
Rule 54: 163241b2c1, Class:  2, CF:0.997819, Len: 10, Fitness_tra: 19
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 272b197222, Class:  2, CF:0.993494, Len: 10, Fitness_tra: 0
Rule 57: 12b41ebb24, Class:  1, CF:0.0011079, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 114b892225, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 4e7b81b177, Class:  2, CF:0.562207, Len: 10, Fitness_tra: 0
Rule 61: b114c144bb, Class:  2, CF:0.926996, Len: 10, Fitness_tra: -61
Rule 62: 7c48162141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7277aa7411, Class:  4, CF:0.983661, Len: 10, Fitness_tra: 0
Rule 64: 17271f42bb, Class:  4, CF:0.999422, Len: 10, Fitness_tra: 0
Rule 65: 12278171b8, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 1422afb14b, Class:  4, CF:0.99682, Len: 10, Fitness_tra: 0
Rule 67: b121d672d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11145a7bb2, Class:  4, CF:0.845652, Len: 10, Fitness_tra: 0
Rule 69: b51411b27b, Class:  4, CF:0.0403441, Len: 10, Fitness_tra: 0
Rule 70: 7144864b27, Class:  2, CF:0.555502, Len: 10, Fitness_tra: 0
Rule 71: 224b112412, Class:  4, CF:0.36683, Len: 10, Fitness_tra: 1
Rule 72: ba15ddb414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 27428e2bb1, Class:  2, CF:0.659062, Len: 10, Fitness_tra: 0
Rule 74: 29b2c32242, Class:  2, CF:0.986608, Len: 10, Fitness_tra: 0
Rule 75: 772b89412b, Class:  2, CF:0.988671, Len: 10, Fitness_tra: -17
Rule 76: 4142a61bb2, Class:  4, CF:0.999725, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 16751d1b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 79: bb42931712, Class:  3, CF:0.88906, Len: 10, Fitness_tra: 0
Rule 80: 12b436b417, Class:  4, CF:0.9937, Len: 10, Fitness_tra: 0
Rule 81: b41713b222, Class:  4, CF:0.513886, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7244d5b1bb, Class:  2, CF:0.0967244, Len: 10, Fitness_tra: 0
Rule 84: 4111d645c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 737d312117, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 122721b411, Class:  1, CF:0.212856, Len: 10, Fitness_tra: -118
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4e7781214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2517192c58, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 4d01122007, Class:  2, CF:0.640141, Len:  7, Fitness_tra: 243
Rule 92: 12b416bb24, Class:  4, CF:0.999557, Len: 10, Fitness_tra: 0
Rule 93: 234421726b, Class:  2, CF:0.944694, Len: 10, Fitness_tra: 0
Rule 94: 5eb2412b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2464224411, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11142147be, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 5104200421, Class:  3, CF:  1, Len:  7, Fitness_tra: 5
Rule 98: 2827417178, Class:  4, CF:0.807702, Len: 10, Fitness_tra: 1
Rule 99: 14776db777, Class:  4, CF:0.988037, Len: 10, Fitness_tra: -333
Rule100: 72bc144c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.5242
------Result------
Miss_rate(tra)	:98.5242
Miss_rate(tst)	:92.968
ARL				:9.85897

------Generation 10------
Rule  1: 1121f37111, Class:  4, CF:0.740817, Len: 10, Fitness_tra: 1731
Rule  2: 1411592b11, Class:  1, CF:0.624468, Len: 10, Fitness_tra: 840
Rule  3: b241131477, Class:  4, CF:0.986569, Len: 10, Fitness_tra: 170
Rule  4: 7221f61172, Class:  4, CF:0.999949, Len: 10, Fitness_tra: 203
Rule  5: b2b155741b, Class:  2, CF:0.983696, Len: 10, Fitness_tra: 222
Rule  6: 2d02100207, Class:  2, CF:0.330035, Len:  6, Fitness_tra: -250
Rule  7: 2131437112, Class:  3, CF:0.217101, Len: 10, Fitness_tra: -326
Rule  8: 7221231172, Class:  4, CF:0.992319, Len: 10, Fitness_tra: 21
Rule  9: 22b1187217, Class:  2, CF:0.862345, Len: 10, Fitness_tra: 1476
Rule 10: 7221d57247, Class:  2, CF:0.998612, Len: 10, Fitness_tra: 23
Rule 11: 447161bbb7, Class:  4, CF:0.998449, Len: 10, Fitness_tra: 115
Rule 12: 11c42d074e, Class:  4, CF:  1, Len:  9, Fitness_tra: 2
Rule 13: 2e1b141c82, Class:  2, CF:0.922321, Len: 10, Fitness_tra: 11
Rule 14: 7b2b1a1211, Class:  4, CF:0.984958, Len: 10, Fitness_tra: -2
Rule 15: 7171634b41, Class:  4, CF:0.991534, Len: 10, Fitness_tra: -7
Rule 16: 77bb951224, Class:  2, CF:0.994666, Len: 10, Fitness_tra: 1
Rule 17: 5164222411, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: 2442f141b2, Class:  4, CF:0.999673, Len: 10, Fitness_tra: 4
Rule 19: 7e4b149c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4b213e7227, Class:  2, CF:0.989465, Len: 10, Fitness_tra: -1
Rule 21: 24bbde1124, Class:  2, CF:0.917218, Len: 10, Fitness_tra: 29
Rule 22: b747112224, Class:  2, CF:0.82154, Len: 10, Fitness_tra: 4
Rule 23: 142b997177, Class:  1, CF:0.0747941, Len: 10, Fitness_tra: 0
Rule 24: 1412d6bb42, Class:  4, CF:0.986059, Len: 10, Fitness_tra: 0
Rule 25: 2b2bd92717, Class:  2, CF:0.986915, Len: 10, Fitness_tra: 0
Rule 26: 7b4413b2b1, Class:  2, CF:0.0400989, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4217112184, Class:  2, CF:0.813973, Len: 10, Fitness_tra: 0
Rule 29: 7412314b47, Class:  4, CF:0.892397, Len: 10, Fitness_tra: 0
Rule 30: 47bb15422b, Class:  2, CF:0.95779, Len: 10, Fitness_tra: 0
Rule 31: 12742d1777, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2121e31274, Class:  3, CF:0.999983, Len: 10, Fitness_tra: 0
Rule 33: 1cb2dd1747, Class:  2, CF:0.216598, Len: 10, Fitness_tra: -1
Rule 34: 74112f7224, Class:  4, CF:0.999889, Len: 10, Fitness_tra: 0
Rule 35: 4b4b4d2172, Class:  2, CF:0.974549, Len: 10, Fitness_tra: -1
Rule 36: 2b4223224b, Class:  2, CF:0.648253, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 172266bb41, Class:  4, CF:0.989821, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41175341b4, Class:  2, CF:0.899525, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4422632471, Class:  4, CF:0.999497, Len: 10, Fitness_tra: 0
Rule 43: 74b76fb1b2, Class:  4, CF:0.998915, Len: 10, Fitness_tra: 0
Rule 44: 1354717211, Class:  2, CF:0.243731, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4651522161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2b41d177bb, Class:  2, CF:0.999355, Len: 10, Fitness_tra: 18
Rule 48: 141721bb74, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1c27117281, Class:  2, CF:0.944741, Len: 10, Fitness_tra: 6
Rule 50: 492b417b12, Class:  4, CF:0.895034, Len: 10, Fitness_tra: 0
Rule 51: b2bc134147, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 11b21d4742, Class:  2, CF:0.431668, Len: 10, Fitness_tra: 0
Rule 53: 27b28f1211, Class:  4, CF:0.996932, Len: 10, Fitness_tra: 0
Rule 54: 163241b2c1, Class:  2, CF:0.997819, Len: 10, Fitness_tra: 19
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 272b197222, Class:  2, CF:0.993494, Len: 10, Fitness_tra: 0
Rule 57: 12b41ebb24, Class:  1, CF:0.0011079, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 114b892225, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 4e7b81b177, Class:  2, CF:0.562207, Len: 10, Fitness_tra: 0
Rule 61: b114c144bb, Class:  2, CF:0.926996, Len: 10, Fitness_tra: -61
Rule 62: 7c48162141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7277aa7411, Class:  4, CF:0.983661, Len: 10, Fitness_tra: 0
Rule 64: 17271f42bb, Class:  4, CF:0.999422, Len: 10, Fitness_tra: 0
Rule 65: 12278171b8, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 1422afb14b, Class:  4, CF:0.99682, Len: 10, Fitness_tra: 0
Rule 67: b121d672d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11145a7bb2, Class:  4, CF:0.845652, Len: 10, Fitness_tra: 0
Rule 69: b51411b27b, Class:  4, CF:0.0403441, Len: 10, Fitness_tra: 0
Rule 70: 7144864b27, Class:  2, CF:0.555502, Len: 10, Fitness_tra: 0
Rule 71: 224b112412, Class:  4, CF:0.36683, Len: 10, Fitness_tra: 1
Rule 72: ba15ddb414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 27428e2bb1, Class:  2, CF:0.659062, Len: 10, Fitness_tra: 0
Rule 74: 29b2c32242, Class:  2, CF:0.986608, Len: 10, Fitness_tra: 0
Rule 75: 772b89412b, Class:  2, CF:0.988671, Len: 10, Fitness_tra: -17
Rule 76: 4142a61bb2, Class:  4, CF:0.999725, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 16751d1b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 79: bb42931712, Class:  3, CF:0.88906, Len: 10, Fitness_tra: 0
Rule 80: 12b436b417, Class:  4, CF:0.9937, Len: 10, Fitness_tra: 0
Rule 81: b41713b222, Class:  4, CF:0.513886, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7244d5b1bb, Class:  2, CF:0.0967244, Len: 10, Fitness_tra: 0
Rule 84: 4111d645c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 737d312117, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 122721b411, Class:  1, CF:0.212856, Len: 10, Fitness_tra: -118
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4e7781214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2517192c58, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 4d01122007, Class:  2, CF:0.640141, Len:  7, Fitness_tra: 243
Rule 92: 12b416bb24, Class:  4, CF:0.999557, Len: 10, Fitness_tra: 0
Rule 93: 234421726b, Class:  2, CF:0.944694, Len: 10, Fitness_tra: 0
Rule 94: 5eb2412b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2464224411, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11142147be, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 5104200421, Class:  3, CF:  1, Len:  7, Fitness_tra: 5
Rule 98: 2827417178, Class:  4, CF:0.807702, Len: 10, Fitness_tra: 1
Rule 99: 14776db777, Class:  4, CF:0.988037, Len: 10, Fitness_tra: -333
Rule100: 72bc144c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.5242
------Result------
Miss_rate(tra)	:98.5242
Miss_rate(tst)	:92.968
ARL				:9.85897

------Generation 20------
Rule  1: 1121f37111, Class:  4, CF:0.740817, Len: 10, Fitness_tra: 1731
Rule  2: 1411592b11, Class:  1, CF:0.624468, Len: 10, Fitness_tra: 840
Rule  3: b241131477, Class:  4, CF:0.986569, Len: 10, Fitness_tra: 170
Rule  4: 7221f61172, Class:  4, CF:0.999949, Len: 10, Fitness_tra: 203
Rule  5: b2b155741b, Class:  2, CF:0.983696, Len: 10, Fitness_tra: 222
Rule  6: 2d02100207, Class:  2, CF:0.330035, Len:  6, Fitness_tra: -250
Rule  7: 2131437112, Class:  3, CF:0.217101, Len: 10, Fitness_tra: -326
Rule  8: 7221231172, Class:  4, CF:0.992319, Len: 10, Fitness_tra: 21
Rule  9: 22b1187217, Class:  2, CF:0.862345, Len: 10, Fitness_tra: 1476
Rule 10: 7221d57247, Class:  2, CF:0.998612, Len: 10, Fitness_tra: 23
Rule 11: 447161bbb7, Class:  4, CF:0.998449, Len: 10, Fitness_tra: 115
Rule 12: 11c42d074e, Class:  4, CF:  1, Len:  9, Fitness_tra: 2
Rule 13: 2e1b141c82, Class:  2, CF:0.922321, Len: 10, Fitness_tra: 11
Rule 14: 7b2b1a1211, Class:  4, CF:0.984958, Len: 10, Fitness_tra: -2
Rule 15: 7171634b41, Class:  4, CF:0.991534, Len: 10, Fitness_tra: -7
Rule 16: 77bb951224, Class:  2, CF:0.994666, Len: 10, Fitness_tra: 1
Rule 17: 5164222411, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: 2442f141b2, Class:  4, CF:0.999673, Len: 10, Fitness_tra: 4
Rule 19: 7e4b149c27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4b213e7227, Class:  2, CF:0.989465, Len: 10, Fitness_tra: -1
Rule 21: 24bbde1124, Class:  2, CF:0.917218, Len: 10, Fitness_tra: 29
Rule 22: b747112224, Class:  2, CF:0.82154, Len: 10, Fitness_tra: 4
Rule 23: 142b997177, Class:  1, CF:0.0747941, Len: 10, Fitness_tra: 0
Rule 24: 1412d6bb42, Class:  4, CF:0.986059, Len: 10, Fitness_tra: 0
Rule 25: 2b2bd92717, Class:  2, CF:0.986915, Len: 10, Fitness_tra: 0
Rule 26: 7b4413b2b1, Class:  2, CF:0.0400989, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4217112184, Class:  2, CF:0.813973, Len: 10, Fitness_tra: 0
Rule 29: 7412314b47, Class:  4, CF:0.892397, Len: 10, Fitness_tra: 0
Rule 30: 47bb15422b, Class:  2, CF:0.95779, Len: 10, Fitness_tra: 0
Rule 31: 12742d1777, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2121e31274, Class:  3, CF:0.999983, Len: 10, Fitness_tra: 0
Rule 33: 1cb2dd1747, Class:  2, CF:0.216598, Len: 10, Fitness_tra: -1
Rule 34: 74112f7224, Class:  4, CF:0.999889, Len: 10, Fitness_tra: 0
Rule 35: 4b4b4d2172, Class:  2, CF:0.974549, Len: 10, Fitness_tra: -1
Rule 36: 2b4223224b, Class:  2, CF:0.648253, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 172266bb41, Class:  4, CF:0.989821, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41175341b4, Class:  2, CF:0.899525, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4422632471, Class:  4, CF:0.999497, Len: 10, Fitness_tra: 0
Rule 43: 74b76fb1b2, Class:  4, CF:0.998915, Len: 10, Fitness_tra: 0
Rule 44: 1354717211, Class:  2, CF:0.243731, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4651522161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
