------Generation 0------
Rule  1: 1381154111ac5221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 13119e152121d712, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  6: 1311321121111a26, Class:  1, CF:  1, Len: 16, Fitness_tra: 1
Rule  7: 060a000090d00000, Class:  9, CF:  1, Len:  4, Fitness_tra: 1
Rule  8: 1111111a111b5222, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 0f00e00000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 0
Rule 10: 1311292135a1121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 7111113fae651132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1511111ca51ac37d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 4121d13663151c52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 21133316395d2c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1a29421231151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 115ad11922149b67, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1111a3111272273b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 56114111f3131114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21111b68f133237d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2671419461f31141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1321111722193311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000e000000000400, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0dfe00000c0bb005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 13161963f13251b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1156131111a25472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 132e755261a91212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000e000600000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1629121131319512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000a0e0d0c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11c3311e91321411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 8315413ba2fe1f41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 721596a11e15122b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1e15114111191311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 211512c745b61111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 261f11551bc75865, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000500c0740, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 111a1e159512d724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2513116f6e113817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 765361eed5211b64, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: f613457c21111518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000505000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bd5131a111951c97, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1326b17cd4115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1381711165153112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 49221411a33a2a41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4653331142171134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 264512174c4916fa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1151111a19651222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 16194811f5113212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 13259251b1111aaa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111a133e5122126b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 41166115111b5812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 712a131514241261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 26195551122313f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 711aa111122b2831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11163155111192a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 19b12112a3161311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 21114111f1f11512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 133f331151a59441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e1157bb55631316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1321b11131ad1812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1313111c222c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 13114e11371455f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000f0e0e00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2a131315115b1c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1a21218162a1681b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2136133e151117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3a26411c51f41c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0500000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1613151319125171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000003080000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3f51451231313212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 21411761a116c12d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1123111428313121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1111131e19351211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 963a3e1331115141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 23dfa11335311bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 265a315121b81531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: a631261111151424, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 82: 00000090ee0c0b40, Class:  1, CF:0.570286, Len:  6, Fitness_tra: 13
Rule 83: 1116191138a454b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 113f112131151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 41833335111451a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1d1116fa31611131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 732a51512c121412, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 89: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 5123792111181c37, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 26cf565512271211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0fc3300e91320410, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 7ac6413faef51c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1312125111c112a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: aa1317e5a11b1922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 131f131151153111, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 97: 0e1e0700056b1315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1511571b5513c316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11163115111192a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 13059050b1010a0a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:89.5455
------Result------
Miss_rate(tra)	:89.5455
Miss_rate(tst)	:88.1818
ARL				:12.5385

------Generation 7------
Rule  1: 0500001310000166, Class:  6, CF:0.949433, Len:  7, Fitness_tra: 46
Rule  2: 00000090ee0c0b40, Class:  1, CF:0.570286, Len:  6, Fitness_tra: 13
Rule  3: 111f139151821111, Class:  0, CF:  1, Len: 16, Fitness_tra: 5
Rule  4: 19d1291212161311, Class:  7, CF:  1, Len: 16, Fitness_tra: 2
Rule  5: 1911215493211183, Class:  4, CF:  1, Len: 16, Fitness_tra: 1
Rule  6: 1311321121111a26, Class:  1, CF:  1, Len: 16, Fitness_tra: 1
Rule  7: 060a000090d00000, Class:  9, CF:  1, Len:  4, Fitness_tra: 1
Rule  8: 1111111a111b5222, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 13119e152121d712, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 10: 0f00e00000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 0
Rule 11: 7111113fae651132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1511111ca51ac37d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 4121d13663151c52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 21133316395d2c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1a29421231151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 115ad11922149b67, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1111a3111272273b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 56114111f3131114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21111b68f133237d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2671419461f31141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1321111722193311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000e000000000400, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0dfe00000c0bb005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 13161963f13251b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1156131111a25472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 132e755261a91212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000e000600000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1629121131319512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000a0e0d0c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11c3311e91321411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 8315413ba2fe1f41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 721596a11e15122b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1e15114111191311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 211512c745b61111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 261f11551bc75865, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000500c0740, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 111a1e159512d724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2513116f6e113817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 765361eed5211b64, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: f613457c21111518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000505000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bd5131a111951c97, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1326b17cd4115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1381711165153112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 49221411a33a2a41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4653331142171134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 264512174c4916fa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1151111a19651222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 16194811f5113212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 13259251b1111aaa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111a133e5122126b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 41166115111b5812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 712a131514241261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 26195551122313f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 711aa111122b2831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11163155111192a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 19b12112a3161311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 21114111f1f11512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 133f331151a59441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e1157bb55631316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1321b11131ad1812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1313111c222c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 13114e11371455f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000f0e0e00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2a131315115b1c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1a21218162a1681b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2136133e151117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3a26411c51f41c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0500000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1613151319125171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000003080000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3f51451231313212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 21411761a116c12d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1123111428313121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1111131e19351211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 963a3e1331115141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 23dfa11335311bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 265a315121b81531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2f11411561315114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e15e2d1454311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 8643419115331817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1313151221311311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 432a132511179211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1119153121112a1f, Class:  9, CF:  1, Len: 16, Fitness_tra: 2
Rule 87: 1111111591a15714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: ff0050d002e00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 511161991132547b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 16151111b1451613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: bd5140a131945596, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1e1f111162a53811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 13153131221e1f21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 11d3d11912121171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 40000155111b5002, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 96: a611111c222c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 410661d51121d712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0800e00091320400, Class:  7, CF:0.693313, Len:  7, Fitness_tra: 2
Rule 99: 7cc15637a22a1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11103005010802a0, Class:  9, CF:0.999638, Len:  9, Fitness_tra: 10
------Current------
Miss_rate(tra)	:87.3864
------Result------
Miss_rate(tra)	:87.3864
Miss_rate(tst)	:85.9091
ARL				:11.2143

------Generation 8------
Rule  1: 0500001310000166, Class:  6, CF:0.949433, Len:  7, Fitness_tra: 46
Rule  2: 00000090ee0c0b40, Class:  1, CF:0.570286, Len:  6, Fitness_tra: 13
Rule  3: 11103005010802a0, Class:  9, CF:0.999638, Len:  9, Fitness_tra: 10
Rule  4: 111f139151821111, Class:  0, CF:  1, Len: 16, Fitness_tra: 5
Rule  5: 19d1291212161311, Class:  7, CF:  1, Len: 16, Fitness_tra: 2
Rule  6: 1119153121112a1f, Class:  9, CF:  1, Len: 16, Fitness_tra: 2
Rule  7: 0800e00091320400, Class:  7, CF:0.693313, Len:  7, Fitness_tra: 2
Rule  8: 1911215493211183, Class:  4, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 13119e152121d712, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 10: 1111111a111b5222, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 11: 1311321121111a26, Class:  1, CF:  1, Len: 16, Fitness_tra: 1
Rule 12: 40000155111b5002, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 13: 060a000090d00000, Class:  9, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 0f00e00000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 0
Rule 15: 1a29421231151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 115ad11922149b67, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1111a3111272273b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 56114111f3131114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21111b68f133237d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2671419461f31141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1321111722193311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000e000000000400, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0dfe00000c0bb005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 13161963f13251b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1156131111a25472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 132e755261a91212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000e000600000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1629121131319512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000a0e0d0c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11c3311e91321411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 8315413ba2fe1f41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 721596a11e15122b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1e15114111191311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 211512c745b61111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 261f11551bc75865, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000500c0740, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 111a1e159512d724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2513116f6e113817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 765361eed5211b64, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: f613457c21111518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000505000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bd5131a111951c97, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1326b17cd4115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1381711165153112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 49221411a33a2a41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4653331142171134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 264512174c4916fa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1151111a19651222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 16194811f5113212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 13259251b1111aaa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111a133e5122126b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 41166115111b5812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 712a131514241261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 26195551122313f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 711aa111122b2831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11163155111192a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 19b12112a3161311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 21114111f1f11512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 133f331151a59441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e1157bb55631316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1321b11131ad1812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1313111c222c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 13114e11371455f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000f0e0e00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2a131315115b1c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1a21218162a1681b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2136133e151117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3a26411c51f41c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0500000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1613151319125171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000003080000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3f51451231313212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 21411761a116c12d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1123111428313121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1111131e19351211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 963a3e1331115141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 23dfa11335311bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 265a315121b81531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 438f1328b1223bf2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 8111b111a9615517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2611b1953311311b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1111511b11516113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 33111112e21931c1, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule 86: 2e2a5311551112a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 13c1131112211261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1115115472b12a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0509000f0e0d0800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a313131311111c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 111121921712131b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11754195b1f11ac1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 71166115121b2811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: a61fa113252113b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e070261514311114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 010a0e15151ed766, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 41160155111b9202, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1315925639512aaa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 08101b009133040d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2500a11330301161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:87.2727
------Result------
Miss_rate(tra)	:87.2727
Miss_rate(tst)	:85.9091
ARL				:11.5333

------Generation 9------
Rule  1: 0500001310000166, Class:  6, CF:0.949433, Len:  7, Fitness_tra: 48
Rule  2: 00000090ee0c0b40, Class:  1, CF:0.570286, Len:  6, Fitness_tra: 13
Rule  3: 11103005010802a0, Class:  9, CF:0.999638, Len:  9, Fitness_tra: 5
Rule  4: 111f139151821111, Class:  0, CF:  1, Len: 16, Fitness_tra: 5
Rule  5: 19d1291212161311, Class:  7, CF:  1, Len: 16, Fitness_tra: 2
Rule  6: 1119153121112a1f, Class:  9, CF:  1, Len: 16, Fitness_tra: 2
Rule  7: 0800e00091320400, Class:  7, CF:0.693313, Len:  7, Fitness_tra: 2
Rule  8: 1911215493211183, Class:  4, CF:  1, Len: 16, Fitness_tra: 0
Rule  9: 13119e152121d712, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 10: 1111111a111b5222, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
