------Generation 0------
Rule  1: 111f111121b7d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7e261a3315121b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8316211115151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311715132141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1f2315425232d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4e511611381c5427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 81bd2217a1611173, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c3413111227353a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a1d12575275b3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3f112d4211685212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 131eb29565151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1136339512142118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a65f892141179811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13163e3da8171422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21215411f91f2323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1355512725111f86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111811fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 13111837421d1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1313111252645871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8a23151118156214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4175221b68f33613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7983311311125417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11411451a2115373, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 111a3a3531311244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1f83411111f13812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2f311125116154b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113111812111161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3686112252f21121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161125b121126111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1331e15c111151f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 633f131151925242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151a339311124b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0500d0020b004000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: a61683d131128221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1953333911642172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111f2e3111121444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 365e4d2117311241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6f53192111141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 112a2538111115f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5f234d1214a25121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: fa51111844121142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: fa1641b154115518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 36da11151d1c8b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11561315113c1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3111152124325c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 512955227113d613, Class:  6, CF:  1, Len: 16, Fitness_tra: 2
Rule 89: 96c3221231f11313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1f5183251115185b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 052a1bd51b325110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11531e1131141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1151135da11123b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0005b500100b0898, Class:  8, CF:0.966723, Len:  8, Fitness_tra: 8
Rule 95: 111331381d611162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 05000c0000000c00, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 8116115115112314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 211a2a15d1335e41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1113121115361f21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2e111f13381d5520, Class:  5, CF:0.989429, Len: 15, Fitness_tra: 1
------Current------
Miss_rate(tra)	:77.7273
------Result------
Miss_rate(tra)	:77.7273
Miss_rate(tst)	:78.6364
ARL				:10.6316

------Generation 6------
Rule  1: 020000d00000000c, Class:  7, CF:0.406974, Len:  3, Fitness_tra: 22
Rule  2: 25111f132c122262, Class:  0, CF:0.931501, Len: 16, Fitness_tra: 14
Rule  3: 052010150b811010, Class:  3, CF:0.086945, Len: 10, Fitness_tra: 12
Rule  4: a0050500200b0808, Class:  7, CF:0.921097, Len:  7, Fitness_tra: 10
Rule  5: 0005000000090800, Class:  4, CF:0.262222, Len:  3, Fitness_tra: 7
Rule  6: 0500560000000000, Class:  8, CF:0.704, Len:  3, Fitness_tra: 9
Rule  7: 0e00000e09000000, Class:  9, CF:0.110185, Len:  3, Fitness_tra: 14
Rule  8: 2145243211335341, Class:  6, CF:0.521886, Len: 16, Fitness_tra: 1
Rule  9: 40de000000204800, Class:  8, CF:0.555127, Len:  6, Fitness_tra: 2
Rule 10: 21b9111161133c52, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 11: 1112121115361f21, Class:  2, CF:  1, Len: 16, Fitness_tra: 1
Rule 12: 2111315112175132, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 13: 9000000030090c00, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 1145411131139643, Class:  6, CF:0.999955, Len: 16, Fitness_tra: 1
Rule 15: ae50892101509a10, Class:  5, CF:0.489232, Len: 12, Fitness_tra: 1
Rule 16: 112932524241133f, Class:  7, CF:  1, Len: 16, Fitness_tra: 1
Rule 17: 134e11d8f5a53834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1e53e1151224d132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 111311121475813f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: ba000e0000000802, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1551361fae659152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1a1e451865696211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2616b118ad151137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 2311279161331f71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 133f119512141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2183163511171511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 6633c1124b175241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11134d1131313812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 05090a0e00000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 132cc21165161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21215a1955125117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 81b1149bf8f15f4e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 114115324415133f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111321b12193a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 232ebd1535311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2315111b111583af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a23111d33511112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3fd6297c14171821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1611251217325171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1313131115112242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b356163152878161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1a1651512b1811a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3a5145b257315271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7e261a3315121b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8316211115151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311715132141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1f2315425232d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4e511611381c5427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 81bd2217a1611173, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c3413111227353a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a1d12575275b3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3f112d4211685212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 131eb29565151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1136339512142118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a65f892141179811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13163e3da8171422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21215411f91f2323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1355512725111f86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111811fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 13111837421d1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1313111252645871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8a23151118156214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4175221b68f33613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7983311311125417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11411451a2115373, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 111a3a3531311244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1f83411111f13812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2f311125116154b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113111812111161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3686112252f21121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161125b121126111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1331e15c111151f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 633f131151925242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151a339311124b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0500d0020b004000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: a61683d131128221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1953333911642172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111f2e3111121444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 365e4d2117311241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6f53192111141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 112a2538111115f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5f234d1214a25121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: fa51111844121142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: fa1641b154115518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 36da11151d1c8b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11561315113c1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3111152124325c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 512955227113d613, Class:  6, CF:  1, Len: 16, Fitness_tra: 2
Rule 89: 96c3221231f11313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1f5183251115185b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 052a1bd51b325110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11531e1131141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1151135da11123b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0005b500100b0898, Class:  8, CF:0.966723, Len:  8, Fitness_tra: 8
Rule 95: 111331381d611162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 05000c0000000c00, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 8116115115112314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 211a2a15d1335e41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1113121115361f21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2e111f13381d5520, Class:  5, CF:0.989429, Len: 15, Fitness_tra: 1
------Current------
Miss_rate(tra)	:77.7273
------Result------
Miss_rate(tra)	:77.7273
Miss_rate(tst)	:78.6364
ARL				:10.6316

------Generation 7------
Rule  1: 020000d00000000c, Class:  7, CF:0.406974, Len:  3, Fitness_tra: 24
Rule  2: 25111f132c122262, Class:  0, CF:0.931501, Len: 16, Fitness_tra: 14
Rule  3: 0e00000e09000000, Class:  9, CF:0.110185, Len:  3, Fitness_tra: 14
Rule  4: 052010150b811010, Class:  3, CF:0.086945, Len: 10, Fitness_tra: 12
Rule  5: a0050500200b0808, Class:  7, CF:0.921097, Len:  7, Fitness_tra: 10
Rule  6: 0500560000000000, Class:  8, CF:0.704, Len:  3, Fitness_tra: 9
Rule  7: 0005b500100b0898, Class:  8, CF:0.966723, Len:  8, Fitness_tra: 8
Rule  8: 0005000000090800, Class:  4, CF:0.262222, Len:  3, Fitness_tra: 8
Rule  9: 40de000000204800, Class:  8, CF:0.555127, Len:  6, Fitness_tra: 2
Rule 10: 512955227113d613, Class:  6, CF:  1, Len: 16, Fitness_tra: 2
Rule 11: 21b9111161133c52, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 12: 2111315112175132, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 13: 9000000030090c00, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 1145411131139643, Class:  6, CF:0.999955, Len: 16, Fitness_tra: 1
Rule 15: ae50892101509a10, Class:  5, CF:0.489232, Len: 12, Fitness_tra: 1
Rule 16: 112932524241133f, Class:  7, CF:  1, Len: 16, Fitness_tra: 1
Rule 17: 2e111f13381d5520, Class:  5, CF:0.989429, Len: 15, Fitness_tra: 1
Rule 18: 1112121115361f21, Class:  2, CF:  1, Len: 16, Fitness_tra: 1
Rule 19: 2145243211335341, Class:  6, CF:0.521886, Len: 16, Fitness_tra: 1
Rule 20: 134e11d8f5a53834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1551361fae659152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1a1e451865696211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2616b118ad151137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 2311279161331f71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 133f119512141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2183163511171511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 6633c1124b175241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11134d1131313812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 05090a0e00000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 132cc21165161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21215a1955125117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 81b1149bf8f15f4e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 114115324415133f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111321b12193a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 232ebd1535311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2315111b111583af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a23111d33511112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3fd6297c14171821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1611251217325171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1313131115112242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b356163152878161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1a1651512b1811a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3a5145b257315271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7e261a3315121b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8316211115151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311715132141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1f2315425232d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4e511611381c5427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 81bd2217a1611173, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c3413111227353a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a1d12575275b3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3f112d4211685212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 131eb29565151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1136339512142118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a65f892141179811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13163e3da8171422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21215411f91f2323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1355512725111f86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111811fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 13111837421d1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1313111252645871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8a23151118156214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4175221b68f33613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7983311311125417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11411451a2115373, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 111a3a3531311244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1f83411111f13812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2f311125116154b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113111812111161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3686112252f21121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161125b121126111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1331e15c111151f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 633f131151925242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151a339311124b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0500d0020b004000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: a61683d131128221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1953333911642172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111f2e3111121444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 365e4d2117311241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6f53192111141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 05000a000000f0f0, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 82: 3356112214a11812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 73c333d32811d462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00009050c0000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 33d1211111151217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 13b324111c6e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1611223418111a45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: a6531d4122171211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b12336a6e9321c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 19c6192121445162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 111a3a3534111444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1a23101d3b51c010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 212154150b1f2013, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 031321911475117f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 111a1132a47181ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11b3211711611161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0520161fae659052, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: c0030500200b0808, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a605b518a0150d08, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 700eb29315121414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:77.3864
------Result------
Miss_rate(tra)	:77.3864
Miss_rate(tst)	:77.7273
ARL				:10.3

------Generation 8------
Rule  1: 020000d00000000c, Class:  7, CF:0.406974, Len:  3, Fitness_tra: 33
Rule  2: 25111f132c122262, Class:  0, CF:0.931501, Len: 16, Fitness_tra: 6
Rule  3: 0e00000e09000000, Class:  9, CF:0.110185, Len:  3, Fitness_tra: 14
Rule  4: 052010150b811010, Class:  3, CF:0.086945, Len: 10, Fitness_tra: 12
Rule  5: a0050500200b0808, Class:  7, CF:0.921097, Len:  7, Fitness_tra: 10
Rule  6: 0500560000000000, Class:  8, CF:0.704, Len:  3, Fitness_tra: 7
Rule  7: 0005b500100b0898, Class:  8, CF:0.966723, Len:  8, Fitness_tra: 9
Rule  8: 0005000000090800, Class:  4, CF:0.262222, Len:  3, Fitness_tra: 9
Rule  9: 05000a000000f0f0, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 10: 40de000000204800, Class:  8, CF:0.555127, Len:  6, Fitness_tra: 2
Rule 11: 512955227113d613, Class:  6, CF:  1, Len: 16, Fitness_tra: 2
Rule 12: 21b9111161133c52, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 13: 9000000030090c00, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 1145411131139643, Class:  6, CF:0.999955, Len: 16, Fitness_tra: 1
Rule 15: ae50892101509a10, Class:  5, CF:0.489232, Len: 12, Fitness_tra: 1
Rule 16: 112932524241133f, Class:  7, CF:  1, Len: 16, Fitness_tra: 1
Rule 17: 2e111f13381d5520, Class:  5, CF:0.989429, Len: 15, Fitness_tra: 0
Rule 18: 1112121115361f21, Class:  2, CF:  1, Len: 16, Fitness_tra: 1
Rule 19: 2145243211335341, Class:  6, CF:0.521886, Len: 16, Fitness_tra: 1
Rule 20: 2111315112175132, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 21: 134e11d8f5a53834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1a1e451865696211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2616b118ad151137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 2311279161331f71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 133f119512141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2183163511171511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 6633c1124b175241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11134d1131313812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 05090a0e00000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 132cc21165161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21215a1955125117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 81b1149bf8f15f4e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 114115324415133f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111321b12193a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 232ebd1535311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2315111b111583af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a23111d33511112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3fd6297c14171821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1611251217325171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1313131115112242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b356163152878161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1a1651512b1811a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3a5145b257315271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7e261a3315121b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8316211115151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311715132141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1f2315425232d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4e511611381c5427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 81bd2217a1611173, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c3413111227353a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
