------Generation 0------
Rule  1: 313f21b122313c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1f1375d16161e834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1983395144225211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b181131319d51c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b6c631531c2792a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d06000df0e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 23511e359b81d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1121d822412e536a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b616518112421115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1f13492511151417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1116361311221111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 23255244b51156a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1a46211161313831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6151213119311471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2953915277141134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2a7322121219e611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: a1162913a1a11424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1679215262a51a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5311782432656611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1371c1173d161f29, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0e00000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1f412115111e1814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1a21451511a1981b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1a13131152111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1311313133351234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1311211369311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1141c41431315f23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1196661138172147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11412114121e5f21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1113712432126311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1111165311145212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1126118d1817543b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 4a516115521785a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1616161119115222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 53aa162311a251b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 135f169115311417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5111212d15186114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6311131331111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: fa16518391925112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1311111111a151b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 164152112415d366, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b6561111111b12f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1651111135111472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15151e1666611c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 511e22c4e4a11611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2116131a3111c157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0509000000900000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1141411734f11681, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3333892111211212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2fb54452f13e1673, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1321111131fc1712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1311161311611474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 211a3a3951211212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1111131552412214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 15162311124415f3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1123111442553313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3633192227111cb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 6311115519681472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13963911156254b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 512128c7621d11c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2313b1221831611b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111111316312d1b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 215fa19157212111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: c166114319f13211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1a21451434a15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 53a3311311611142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3fd61d4151145c44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2511168511bb1212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0005000000030500, Class:  8, CF:0.291594, Len:  3, Fitness_tra: 2
Rule 86: c115715bfc359341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000030000e003000, Class:  4, CF:0.538406, Len:  3, Fitness_tra: 1
Rule 88: 16411251f2611121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 111a1131a16137b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2131162919625421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11191912a1a1c61a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 51112e1434a15621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 052911144200d303, Class:  4, CF:0.00587584, Len: 12, Fitness_tra: -62
Rule 94: c163112219111a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1141581734f1537a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0503550100600034, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b686518112d20115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 53218827612d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 611a21151111111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0550d0d750000000, Class:  3, CF:0.814365, Len:  6, Fitness_tra: 18
------Current------
Miss_rate(tra)	:87.6136
------Result------
Miss_rate(tra)	:87.6136
Miss_rate(tst)	:90
ARL				:8.42857

------Generation 8------
Rule  1: 0500560000000000, Class:  8, CF:0.725401, Len:  3, Fitness_tra: 4
Rule  2: 4126331532511831, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule  3: 1342121211362321, Class:  1, CF:0.959234, Len: 16, Fitness_tra: 0
Rule  4: 313f21b122313c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 611a21151111111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 1111125b1119661f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 16131592247dca31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 0000000080000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 21411132f5e12a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 13115e1131a25727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 132a1151121212f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 111155574c1351f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 111d1114183111b3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: a1164d7c11321141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 114911127141c61a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 168621b817a21211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 51e663e911122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1f1375d16161e834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1983395144225211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b181131319d51c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b6c631531c2792a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d06000df0e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 23511e359b81d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1121d822412e536a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b616518112421115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1f13492511151417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1116361311221111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 23255244b51156a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1a46211161313831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6151213119311471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2953915277141134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2a7322121219e611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: a1162913a1a11424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1679215262a51a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5311782432656611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1371c1173d161f29, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0e00000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1f412115111e1814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1a21451511a1981b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1a13131152111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1311313133351234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1311211369311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1141c41431315f23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1196661138172147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11412114121e5f21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1113712432126311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1111165311145212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1126118d1817543b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 4a516115521785a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1616161119115222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 53aa162311a251b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 135f169115311417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5111212d15186114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6311131331111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: fa16518391925112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1311111111a151b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 164152112415d366, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b6561111111b12f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1651111135111472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15151e1666611c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 511e22c4e4a11611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2116131a3111c157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0509000000900000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1141411734f11681, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3333892111211212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2fb54452f13e1673, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1321111131fc1712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1311161311611474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 211a3a3951211212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1111131552412214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 15162311124415f3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1123111442553313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3633192227111cb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 6311115519681472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13963911156254b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 512128c7621d11c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2313b1221831611b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111111316312d1b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 215fa19157212111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: c166114319f13211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1a21451434a15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 53a3311311611142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3fd61d4151145c44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2511168511bb1212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0005000000030500, Class:  8, CF:0.291594, Len:  3, Fitness_tra: 2
Rule 86: c115715bfc359341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000030000e003000, Class:  4, CF:0.538406, Len:  3, Fitness_tra: 1
Rule 88: 16411251f2611121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 111a1131a16137b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2131162919625421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11191912a1a1c61a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 51112e1434a15621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 052911144200d303, Class:  4, CF:0.00587584, Len: 12, Fitness_tra: -62
Rule 94: c163112219111a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1141581734f1537a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0503550100600034, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b686518112d20115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 53218827612d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 611a21151111111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0550d0d750000000, Class:  3, CF:0.814365, Len:  6, Fitness_tra: 18
------Current------
Miss_rate(tra)	:87.6136
------Result------
Miss_rate(tra)	:87.6136
Miss_rate(tst)	:90
ARL				:8.42857

------Generation 9------
Rule  1: 0550d0d750000000, Class:  3, CF:0.814365, Len:  6, Fitness_tra: 19
Rule  2: 0500560000000000, Class:  8, CF:0.725401, Len:  3, Fitness_tra: 4
Rule  3: 0005000000030500, Class:  8, CF:0.291594, Len:  3, Fitness_tra: 2
Rule  4: 4126331532511831, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule  5: 000030000e003000, Class:  4, CF:0.538406, Len:  3, Fitness_tra: 1
Rule  6: 1342121211362321, Class:  1, CF:0.959234, Len: 16, Fitness_tra: 0
Rule  7: 16131592247dca31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 0000000080000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 21411132f5e12a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 13115e1131a25727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 132a1151121212f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 111155574c1351f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 111d1114183111b3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: a1164d7c11321141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 114911127141c61a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 168621b817a21211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 51e663e911122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1f1375d16161e834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1983395144225211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b181131319d51c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b6c631531c2792a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d06000df0e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 23511e359b81d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1121d822412e536a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b616518112421115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1f13492511151417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1116361311221111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 23255244b51156a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1a46211161313831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6151213119311471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2953915277141134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2a7322121219e611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: a1162913a1a11424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1679215262a51a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5311782432656611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1371c1173d161f29, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0e00000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1f412115111e1814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1a21451511a1981b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1a13131152111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1311313133351234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1311211369311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1141c41431315f23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1196661138172147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11412114121e5f21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1113712432126311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1111165311145212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1126118d1817543b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 4a516115521785a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1616161119115222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 53aa162311a251b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 135f169115311417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5111212d15186114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6311131331111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: fa16518391925112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1311111111a151b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 164152112415d366, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b6561111111b12f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1651111135111472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15151e1666611c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 511e22c4e4a11611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2116131a3111c157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0509000000900000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1141411734f11681, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3333892111211212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2fb54452f13e1673, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1321111131fc1712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1311161311611474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 211a3a3951211212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1111131552412214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 15162311124415f3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1123111442553313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3633192227111cb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 6311115519681472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13963911156254b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 512128c7621d11c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2313b1221831611b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111111316312d1b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 215fa19157212111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: c166114319f13211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 338e251c17a7122c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1113136161321242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4e13965928125411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 111f135115615b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11511313131d1c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 6191868935915141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1a112d421b121214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1a11251565653811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1111631111141171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3113711191f21113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: f1165d7311921112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2953353251041114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11491452f13ec67a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 5509002400606601, Class:  1, CF:0.810106, Len:  9, Fitness_tra: 2
Rule 95: 413f21b552378c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 53242121151211f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1a21131552412234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1f1b492153212117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 211fa91151212114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 054112d1f0011120, Class:  5, CF:0.87883, Len: 12, Fitness_tra: 6
------Current------
Miss_rate(tra)	:90.4545
------Result------
Miss_rate(tra)	:90.4545
Miss_rate(tst)	:92.2727
ARL				:8.5

------Generation 10------
Rule  1: 0550d0d750000000, Class:  3, CF:0.814365, Len:  6, Fitness_tra: 19
Rule  2: 054112d1f0011120, Class:  5, CF:0.87883, Len: 12, Fitness_tra: 6
Rule  3: 0500560000000000, Class:  8, CF:0.725401, Len:  3, Fitness_tra: 4
Rule  4: 0005000000030500, Class:  8, CF:0.291594, Len:  3, Fitness_tra: 2
Rule  5: 5509002400606601, Class:  1, CF:0.810106, Len:  9, Fitness_tra: 2
Rule  6: 4126331532511831, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule  7: 000030000e003000, Class:  4, CF:0.538406, Len:  3, Fitness_tra: 1
Rule  8: 16131592247dca31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 21411132f5e12a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 13115e1131a25727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 132a1151121212f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 111155574c1351f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 111d1114183111b3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: a1164d7c11321141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 114911127141c61a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 168621b817a21211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 51e663e911122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1f1375d16161e834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1983395144225211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b181131319d51c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b6c631531c2792a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d06000df0e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 23511e359b81d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1121d822412e536a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b616518112421115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1f13492511151417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
