------Generation 0------
Rule  1: 1313f3ed3112d727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 21161a336335141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: ff5a2125351157b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 26b5215b18f11621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b35333319184d261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 006036090508b000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 311111153532d241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1a2ab512523c1133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1f13451114115122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b52511331335111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 112eb51131131112, Class:  6, CF:  1, Len: 16, Fitness_tra: 0
Rule 23: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 16153252124111a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2313111135611741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 4156915118621b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1113218132225561, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b116335157111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1351111857645511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2a214111f1151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5a83151211fcd221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 214151a1f9161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: cf43bd3561351134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 163a331561a41211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1f511571311d3811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 23d1191c17211165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 8196511221245434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 135f3f1e11115114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f136c97824141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 215a3695111181b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1311333951212414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 136f112951311224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 5321718234619a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 33d1cd7124545c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1316111212125512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0500500000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d11a315938612211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11131e3581b11114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 111f1115121121a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1321119133123112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 761f1315db525118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 118f3e18d4125cfc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000060a002075c65, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 23115e511b251d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3111111161311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13311a1911125771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000c00000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6111133f19321247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2393135131a1db41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: f1e15911111b1422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 131685121b211136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4113313e11115212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 731333e151113121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1116234521316212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11b11b1161332f45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 231f1f3311525112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1321b1cbe4156353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 23212232a59a1312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1e23a63935611444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1113191311a1d474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 6316191521111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: a311211311351114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6191219133311272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 135333151c771112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d3232d1c61651c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a56116615182274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b55331fa6111111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1a112811a1e19111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1a217232a1113837, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2175149215665319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b11111311131146b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1e1a16e915375722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e383411c2ba13112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 214138114b4513aa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3a51112221321c71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 131f363df5611b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f6d1432127121528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000e000740, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 090e0000600d0c50, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1121151b221d1616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2f533d9561118eb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 313f311834325cf2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 81114c8be11126c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 4100503010110000, Class:  2, CF:0.203217, Len:  7, Fitness_tra: -14
Rule 95: b111515221255131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1f300571001d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11112975213c6117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 761f1315bb525118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: f636191954341213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 21132181f2155161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:88.4091
------Result------
Miss_rate(tra)	:88.4091
Miss_rate(tst)	:90.9091
ARL				:11.4

------Generation 8------
Rule  1: 1e11111728111111, Class:  4, CF:0.9998, Len: 16, Fitness_tra: 38
Rule  2: 09000f00000000f9, Class:  0, CF:0.844307, Len:  4, Fitness_tra: 14
Rule  3: 05fe000000004005, Class:  8, CF:0.950729, Len:  5, Fitness_tra: 7
Rule  4: 81425112599c1133, Class:  9, CF:  1, Len: 16, Fitness_tra: 2
Rule  5: 112e41186113111b, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule  6: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule  7: 13111242112356aa, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  8: 7116111111242511, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 13611a1351185214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: fa16412124121548, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1511166319111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 83d33155221712a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 21161a336335141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: ff5a2125351157b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 26b5215b18f11621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b35333319184d261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 006036090508b000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 311111153532d241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1a2ab512523c1133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1f13451114115122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b52511331335111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 112eb51131131112, Class:  6, CF:  1, Len: 16, Fitness_tra: 0
Rule 23: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 16153252124111a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2313111135611741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 4156915118621b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1113218132225561, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b116335157111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1351111857645511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2a214111f1151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5a83151211fcd221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 214151a1f9161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: cf43bd3561351134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 163a331561a41211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1f511571311d3811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 23d1191c17211165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 8196511221245434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 135f3f1e11115114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f136c97824141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 215a3695111181b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1311333951212414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 136f112951311224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 5321718234619a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 33d1cd7124545c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1316111212125512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0500500000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d11a315938612211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11131e3581b11114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 111f1115121121a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1321119133123112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 761f1315db525118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 118f3e18d4125cfc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000060a002075c65, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 23115e511b251d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3111111161311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13311a1911125771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000c00000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6111133f19321247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2393135131a1db41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: f1e15911111b1422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 131685121b211136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4113313e11115212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 731333e151113121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1116234521316212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11b11b1161332f45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 231f1f3311525112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1321b1cbe4156353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 23212232a59a1312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1e23a63935611444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1113191311a1d474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 6316191521111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: a311211311351114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6191219133311272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 135333151c771112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d3232d1c61651c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a56116615182274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b55331fa6111111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1a112811a1e19111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1a217232a1113837, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2175149215665319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b11111311131146b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1e1a16e915375722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e383411c2ba13112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 214138114b4513aa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3a51112221321c71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 131f363df5611b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f6d1432127121528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000e000740, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 090e0000600d0c50, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1121151b221d1616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2f533d9561118eb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 313f311834325cf2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 81114c8be11126c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 4100503010110000, Class:  2, CF:0.203217, Len:  7, Fitness_tra: -14
Rule 95: b111515221255131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1f300571001d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11112975213c6117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 761f1315bb525118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: f636191954341213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 21132181f2155161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:88.4091
------Result------
Miss_rate(tra)	:88.4091
Miss_rate(tst)	:90.9091
ARL				:11.4

------Generation 9------
Rule  1: 1e11111728111111, Class:  4, CF:0.9998, Len: 16, Fitness_tra: 38
Rule  2: 09000f00000000f9, Class:  0, CF:0.844307, Len:  4, Fitness_tra: 14
Rule  3: 05fe000000004005, Class:  8, CF:0.950729, Len:  5, Fitness_tra: 7
Rule  4: 81425112599c1133, Class:  9, CF:  1, Len: 16, Fitness_tra: 2
Rule  5: 112e41186113111b, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule  6: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule  7: 13111242112356aa, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  8: 7116111111242511, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 13611a1351185214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: fa16412124121548, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1511166319111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 83d33155221712a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 21161a336335141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: ff5a2125351157b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 26b5215b18f11621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b35333319184d261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 006036090508b000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 311111153532d241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1a2ab512523c1133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1f13451114115122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b52511331335111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 112eb51131131112, Class:  6, CF:  1, Len: 16, Fitness_tra: 0
Rule 23: 0000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 16153252124111a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2313111135611741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 4156915118621b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1113218132225561, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b116335157111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1351111857645511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2a214111f1151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 5a83151211fcd221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 214151a1f9161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: cf43bd3561351134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 163a331561a41211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1f511571311d3811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 23d1191c17211165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 8196511221245434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 135f3f1e11115114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f136c97824141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 215a3695111181b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1311333951212414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 136f112951311224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 5321718234619a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 33d1cd7124545c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1316111212125512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0500500000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d11a315938612211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11131e3581b11114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 111f1115121121a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1321119133123112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 761f1315db525118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 118f3e18d4125cfc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000060a002075c65, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 23115e511b251d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3111111161311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13311a1911125771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000c00000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6111133f19321247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2393135131a1db41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: f1e15911111b1422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 131685121b211136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4113313e11115212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 731333e151113121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1116234521316212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11b11b1161332f45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 231f1f3311525112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1321b1cbe4156353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 23212232a59a1312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1e23a63935611444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1113191311a1d474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 6316191521111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: a311211311351114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6191219133311272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 135333151c771112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d3232d1c61651c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a56116615182274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b55331fa6111111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1a112811a1e19111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1a217232a1113837, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2175149215665319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b11111311131146b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1e1a16e915375722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: e383411c2ba13112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 214138114b4513aa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3a51112221321c71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 131f363df5611b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f6d1432127121528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000e000740, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 090e0000600d0c50, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1121151b221d1616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2f533d9561118eb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 313f311834325cf2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 81114c8be11126c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 4100503010110000, Class:  2, CF:0.203217, Len:  7, Fitness_tra: -14
Rule 95: b111515221255131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1f300571001d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11112975213c6117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 761f1315bb525118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: f636191954341213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 21132181f2155161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:88.4091
------Result------
Miss_rate(tra)	:88.4091
Miss_rate(tst)	:90.9091
ARL				:11.4

------Generation 10------
Rule  1: 1e11111728111111, Class:  4, CF:0.9998, Len: 16, Fitness_tra: 38
Rule  2: 09000f00000000f9, Class:  0, CF:0.844307, Len:  4, Fitness_tra: 14
Rule  3: 05fe000000004005, Class:  8, CF:0.950729, Len:  5, Fitness_tra: 7
Rule  4: 81425112599c1133, Class:  9, CF:  1, Len: 16, Fitness_tra: 2
Rule  5: 112e41186113111b, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule  6: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule  7: 13111242112356aa, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  8: 7116111111242511, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 13611a1351185214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: fa16412124121548, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1511166319111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 83d33155221712a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 21161a336335141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: ff5a2125351157b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 26b5215b18f11621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b35333319184d261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 006036090508b000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 311111153532d241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1a2ab512523c1133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1f13451114115122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b52511331335111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
