------Generation 0------
Rule  1: 1551222d2111c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 000520b027100, Class:  2, CF:0.196566, Len:  6, Fitness_tra: 0
Rule  9: 12311131111d1, Class:  1, CF:0.989251, Len: 13, Fitness_tra: 1
Rule 10: 3152219111191, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: 1152533118111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 12581952d2815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 1551222d2111c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: e151891155511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1412155188513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11512cb18111c, Class:  0, CF:0.61665, Len: 13, Fitness_tra: 0
Rule 17: 1c1c21d11c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 12d1112312552, Class:  0, CF:0.921573, Len: 13, Fitness_tra: 0
Rule 19: 1111112111111, Class:  1, CF:0.516346, Len: 13, Fitness_tra: 1
Rule 20: 1cd5122124551, Class:  1, CF:0.995332, Len: 13, Fitness_tra: 0
Rule 21: 511112b312121, Class:  0, CF:0.177441, Len: 13, Fitness_tra: 0
Rule 22: 511112412c112, Class:  0, CF:0.987609, Len: 13, Fitness_tra: 0
Rule 23: 111111212121c, Class:  0, CF:0.448599, Len: 13, Fitness_tra: 0
Rule 24: e252199815111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3212515115831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 511111112522c, Class:  0, CF:0.629618, Len: 13, Fitness_tra: 0
Rule 27: 12d11112d8111, Class:  2, CF:0.852833, Len: 13, Fitness_tra: 0
Rule 28: 1115c1d111132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3418563215531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000590000003, Class:  0, CF:0.0438692, Len:  3, Fitness_tra: 0
Rule 31: 1111211111512, Class:  1, CF:0.719525, Len: 13, Fitness_tra: 0
Rule 32: 325515112c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1131214113221, Class:  1, CF:0.918535, Len: 13, Fitness_tra: 0
Rule 34: 34121dd25cd19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000400400d50, Class:  0, CF:0.214046, Len:  4, Fitness_tra: 0
Rule 36: c23142c522112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2155258112152, Class:  1, CF:0.782131, Len: 13, Fitness_tra: 0
Rule 38: 11518841c5221, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 1111215111192, Class:  0, CF:0.96381, Len: 13, Fitness_tra: 0
Rule 40: 1155227125118, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 12185312d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 311185d11151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1c11151151111, Class:  1, CF:0.989546, Len: 13, Fitness_tra: 0
Rule 44: 1151121315118, Class:  0, CF:0.991606, Len: 13, Fitness_tra: 0
Rule 45: 11511212c1241, Class:  1, CF:0.229125, Len: 13, Fitness_tra: 0
Rule 46: 8215211151211, Class:  0, CF:0.641952, Len: 13, Fitness_tra: 0
Rule 47: 11152c712121c, Class:  0, CF:0.295679, Len: 13, Fitness_tra: 0
Rule 48: 1111531111111, Class:  2, CF:0.0377521, Len: 13, Fitness_tra: 0
Rule 49: 1151c15112531, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 11151c2189211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1153251112517, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 1291218114512, Class:  0, CF:0.912351, Len: 13, Fitness_tra: 0
Rule 53: 1152111151291, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 511512411c1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: ec11113155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e000807e40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1515111111111, Class:  2, CF:0.193191, Len: 13, Fitness_tra: 0
Rule 59: 00d00070c0405, Class:  0, CF:0.994496, Len:  5, Fitness_tra: 0
Rule 60: 111d135111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 12112c2184151, Class:  0, CF:0.627622, Len: 13, Fitness_tra: 0
Rule 62: 1195211381152, Class:  0, CF:0.354392, Len: 13, Fitness_tra: 0
Rule 63: 8000000030002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1111118122511, Class:  1, CF:0.439911, Len: 13, Fitness_tra: 0
Rule 65: 5115112111211, Class:  1, CF:0.782608, Len: 13, Fitness_tra: 0
Rule 66: e851131811551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: e191115551153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3235115511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3812195112831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 825141c512511, Class:  0, CF:0.828081, Len: 13, Fitness_tra: 0
Rule 71: 0000807040000, Class:  0, CF:0.178967, Len:  3, Fitness_tra: 0
Rule 72: 325215d151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1111121181111, Class:  1, CF:0.650759, Len: 13, Fitness_tra: 0
Rule 74: 02381d55c11d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1551187348281, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 1511121121221, Class:  1, CF:0.671224, Len: 13, Fitness_tra: 0
Rule 77: 1151118112152, Class:  0, CF:0.928392, Len: 13, Fitness_tra: 0
Rule 78: 1215455124112, Class:  0, CF:0.460286, Len: 13, Fitness_tra: 0
Rule 79: 0c00008004554, Class:  1, CF:0.0463818, Len:  6, Fitness_tra: 0
Rule 80: 0000000000200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1135111111142, Class:  1, CF:0.758069, Len: 13, Fitness_tra: 0
Rule 82: 1259258512511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 0000807040000, Class:  0, CF:0.178967, Len:  0, Fitness_tra: 0
Rule 84: 8000000007007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2211111182c91, Class:  0, CF:0.942299, Len: 13, Fitness_tra: 0
Rule 86: 155521b148118, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 1111121111111, Class:  1, CF:0.489893, Len: 13, Fitness_tra: 4
Rule 88: 1111117311141, Class:  1, CF:0.808571, Len: 13, Fitness_tra: 5
Rule 89: 00008070c0000, Class:  0, CF:0.522433, Len:  3, Fitness_tra: 0
Rule 90: 1251211382252, Class:  0, CF:0.982443, Len: 13, Fitness_tra: 0
Rule 91: 1100802041011, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1211211152131, Class:  1, CF:0.193214, Len: 13, Fitness_tra: 0
Rule 93: 511581d1c5221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 11512a5111192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: ec10038004d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0c01018104511, Class:  1, CF:0.888253, Len:  9, Fitness_tra: 0
Rule 97: 11192c711c235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11515913b1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 193121411111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3a128dd050d10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.3521
------Result------
Miss_rate(tra)	:25.3521
Miss_rate(tst)	:30.5556
ARL				:11.4265

------Generation 7------
Rule  1: 0000008004000, Class:  0, CF:0.716204, Len:  2, Fitness_tra: 19
Rule  2: 000080b040000, Class:  2, CF:0.27045, Len:  3, Fitness_tra: 11
Rule  3: 000000c000500, Class:  1, CF:0.373635, Len:  2, Fitness_tra: 9
Rule  4: 1211211112131, Class:  2, CF:0.936689, Len: 13, Fitness_tra: 8
Rule  5: 1111117311141, Class:  1, CF:0.808571, Len: 13, Fitness_tra: 5
Rule  6: 5151111212112, Class:  2, CF:0.679287, Len: 13, Fitness_tra: 4
Rule  7: 1111111222111, Class:  2, CF:0.439961, Len: 13, Fitness_tra: 2
Rule  8: 1111121111111, Class:  1, CF:0.489893, Len: 13, Fitness_tra: 4
Rule  9: 00008040c0000, Class:  0, CF:0.759439, Len:  3, Fitness_tra: 2
Rule 10: 3152219111191, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: 12311131111d1, Class:  1, CF:0.989251, Len: 13, Fitness_tra: 1
Rule 12: 1111112111111, Class:  1, CF:0.516346, Len: 13, Fitness_tra: 2
Rule 13: 1152533118111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: e151891155511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1412155188513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11512cb18111c, Class:  0, CF:0.61665, Len: 13, Fitness_tra: 0
Rule 17: 1c1c21d11c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 12d1112312552, Class:  0, CF:0.921573, Len: 13, Fitness_tra: 0
Rule 19: 12581952d2815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 1cd5122124551, Class:  1, CF:0.995332, Len: 13, Fitness_tra: 0
Rule 21: 511112b312121, Class:  0, CF:0.177441, Len: 13, Fitness_tra: 0
Rule 22: 511112412c112, Class:  0, CF:0.987609, Len: 13, Fitness_tra: 0
Rule 23: 111111212121c, Class:  0, CF:0.448599, Len: 13, Fitness_tra: 0
Rule 24: e252199815111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3212515115831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 511111112522c, Class:  0, CF:0.629618, Len: 13, Fitness_tra: 0
Rule 27: 12d11112d8111, Class:  2, CF:0.852833, Len: 13, Fitness_tra: 0
Rule 28: 1115c1d111132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3418563215531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000590000003, Class:  0, CF:0.0438692, Len:  3, Fitness_tra: 0
Rule 31: 1111211111512, Class:  1, CF:0.719525, Len: 13, Fitness_tra: 0
Rule 32: 325515112c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1131214113221, Class:  1, CF:0.918535, Len: 13, Fitness_tra: 0
Rule 34: 34121dd25cd19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000400400d50, Class:  0, CF:0.214046, Len:  4, Fitness_tra: 0
Rule 36: c23142c522112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2155258112152, Class:  1, CF:0.782131, Len: 13, Fitness_tra: 0
Rule 38: 11518841c5221, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 1111215111192, Class:  0, CF:0.96381, Len: 13, Fitness_tra: 0
Rule 40: 1155227125118, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 12185312d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 311185d11151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1c11151151111, Class:  1, CF:0.989546, Len: 13, Fitness_tra: 0
Rule 44: 1151121315118, Class:  0, CF:0.991606, Len: 13, Fitness_tra: 0
Rule 45: 11511212c1241, Class:  1, CF:0.229125, Len: 13, Fitness_tra: 0
Rule 46: 8215211151211, Class:  0, CF:0.641952, Len: 13, Fitness_tra: 0
Rule 47: 11152c712121c, Class:  0, CF:0.295679, Len: 13, Fitness_tra: 0
Rule 48: 1111531111111, Class:  2, CF:0.0377521, Len: 13, Fitness_tra: 0
Rule 49: 1151c15112531, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 11151c2189211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1153251112517, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 1291218114512, Class:  0, CF:0.912351, Len: 13, Fitness_tra: 0
Rule 53: 1152111151291, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 511512411c1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: ec11113155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e000807e40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1515111111111, Class:  2, CF:0.193191, Len: 13, Fitness_tra: 1
Rule 59: 00d00070c0405, Class:  0, CF:0.994496, Len:  5, Fitness_tra: 0
Rule 60: 111d135111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 12112c2184151, Class:  0, CF:0.627622, Len: 13, Fitness_tra: 0
Rule 62: 1195211381152, Class:  0, CF:0.354392, Len: 13, Fitness_tra: 0
Rule 63: 8000000030002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1111118122511, Class:  1, CF:0.439911, Len: 13, Fitness_tra: 0
Rule 65: 5115112111211, Class:  1, CF:0.782608, Len: 13, Fitness_tra: 0
Rule 66: e851131811551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: e191115551153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3235115511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3812195112831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 825141c512511, Class:  0, CF:0.828081, Len: 13, Fitness_tra: 0
Rule 71: 0000807040000, Class:  0, CF:0.178967, Len:  3, Fitness_tra: 0
Rule 72: 325215d151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1111121181111, Class:  1, CF:0.650759, Len: 13, Fitness_tra: 0
Rule 74: 02381d55c11d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1551187348281, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 1511121121221, Class:  1, CF:0.671224, Len: 13, Fitness_tra: 0
Rule 77: 1151118112152, Class:  0, CF:0.928392, Len: 13, Fitness_tra: 0
Rule 78: 1215455124112, Class:  0, CF:0.460286, Len: 13, Fitness_tra: 0
Rule 79: 0c00008004554, Class:  1, CF:0.0463818, Len:  6, Fitness_tra: 0
Rule 80: 0000000000200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1111111311512, Class:  1, CF:0.497836, Len: 13, Fitness_tra: 0
Rule 82: 1c114c8384511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 0c0000c004554, Class:  1, CF:0.461295, Len:  6, Fitness_tra: 0
Rule 84: 000008c084550, Class:  0, CF:0.0733634, Len:  6, Fitness_tra: 0
Rule 85: 0006e60000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 86: 2151111112512, Class:  0, CF:0.819152, Len: 13, Fitness_tra: 0
Rule 87: 1281125c82111, Class:  0, CF:0.799116, Len: 13, Fitness_tra: 0
Rule 88: 1111211112111, Class:  2, CF:0.562794, Len: 13, Fitness_tra: 3
Rule 89: 0000000400d50, Class:  1, CF:0.0954736, Len:  3, Fitness_tra: 0
Rule 90: 121115111c131, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 1111211225111, Class:  2, CF:0.995553, Len: 13, Fitness_tra: 0
Rule 92: 1111511101211, Class:  1, CF:0.904779, Len: 12, Fitness_tra: 0
Rule 93: 0200d07042000, Class:  0, CF:0.0569536, Len:  5, Fitness_tra: 0
Rule 94: 1111c1d222132, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 1211211112a31, Class:  2, CF:0.987478, Len: 13, Fitness_tra: 0
Rule 96: 61b5111111142, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 811541c115521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 12080ac000815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1651111125201, Class:  2, CF:0.89087, Len: 12, Fitness_tra: 0
Rule100: 1112184088523, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:24.6479
------Result------
Miss_rate(tra)	:24.6479
Miss_rate(tst)	:27.7778
ARL				:11.2763

------Generation 8------
Rule  1: 0000008004000, Class:  0, CF:0.716204, Len:  2, Fitness_tra: 19
Rule  2: 000080b040000, Class:  2, CF:0.27045, Len:  3, Fitness_tra: 11
Rule  3: 000000c000500, Class:  1, CF:0.373635, Len:  2, Fitness_tra: 9
Rule  4: 1211211112131, Class:  2, CF:0.936689, Len: 13, Fitness_tra: 8
Rule  5: 1111117311141, Class:  1, CF:0.808571, Len: 13, Fitness_tra: 5
Rule  6: 5151111212112, Class:  2, CF:0.679287, Len: 13, Fitness_tra: 4
Rule  7: 1111111222111, Class:  2, CF:0.439961, Len: 13, Fitness_tra: 2
Rule  8: 1111121111111, Class:  1, CF:0.489893, Len: 13, Fitness_tra: 4
Rule  9: 00008040c0000, Class:  0, CF:0.759439, Len:  3, Fitness_tra: 2
Rule 10: 3152219111191, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: 12311131111d1, Class:  1, CF:0.989251, Len: 13, Fitness_tra: 1
Rule 12: 1111112111111, Class:  1, CF:0.516346, Len: 13, Fitness_tra: 2
Rule 13: 1152533118111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: e151891155511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1412155188513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11512cb18111c, Class:  0, CF:0.61665, Len: 13, Fitness_tra: 0
Rule 17: 1c1c21d11c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 12d1112312552, Class:  0, CF:0.921573, Len: 13, Fitness_tra: 0
Rule 19: 12581952d2815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 1cd5122124551, Class:  1, CF:0.995332, Len: 13, Fitness_tra: 0
Rule 21: 511112b312121, Class:  0, CF:0.177441, Len: 13, Fitness_tra: 0
Rule 22: 511112412c112, Class:  0, CF:0.987609, Len: 13, Fitness_tra: 0
Rule 23: 111111212121c, Class:  0, CF:0.448599, Len: 13, Fitness_tra: 0
Rule 24: e252199815111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3212515115831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 511111112522c, Class:  0, CF:0.629618, Len: 13, Fitness_tra: 0
Rule 27: 12d11112d8111, Class:  2, CF:0.852833, Len: 13, Fitness_tra: 0
Rule 28: 1115c1d111132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3418563215531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000590000003, Class:  0, CF:0.0438692, Len:  3, Fitness_tra: 0
Rule 31: 1111211111512, Class:  1, CF:0.719525, Len: 13, Fitness_tra: 0
Rule 32: 325515112c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1131214113221, Class:  1, CF:0.918535, Len: 13, Fitness_tra: 0
Rule 34: 34121dd25cd19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000400400d50, Class:  0, CF:0.214046, Len:  4, Fitness_tra: 0
Rule 36: c23142c522112, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2155258112152, Class:  1, CF:0.782131, Len: 13, Fitness_tra: 0
Rule 38: 11518841c5221, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 1111215111192, Class:  0, CF:0.96381, Len: 13, Fitness_tra: 0
Rule 40: 1155227125118, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 12185312d1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 311185d11151d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1c11151151111, Class:  1, CF:0.989546, Len: 13, Fitness_tra: 0
Rule 44: 1151121315118, Class:  0, CF:0.991606, Len: 13, Fitness_tra: 0
Rule 45: 11511212c1241, Class:  1, CF:0.229125, Len: 13, Fitness_tra: 0
Rule 46: 8215211151211, Class:  0, CF:0.641952, Len: 13, Fitness_tra: 0
Rule 47: 11152c712121c, Class:  0, CF:0.295679, Len: 13, Fitness_tra: 0
Rule 48: 1111531111111, Class:  2, CF:0.0377521, Len: 13, Fitness_tra: 0
Rule 49: 1151c15112531, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 11151c2189211, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 1153251112517, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 1291218114512, Class:  0, CF:0.912351, Len: 13, Fitness_tra: 0
Rule 53: 1152111151291, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 511512411c1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: ec11113155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: e000807e40000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1515111111111, Class:  2, CF:0.193191, Len: 13, Fitness_tra: 1
Rule 59: 00d00070c0405, Class:  0, CF:0.994496, Len:  5, Fitness_tra: 0
Rule 60: 111d135111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 12112c2184151, Class:  0, CF:0.627622, Len: 13, Fitness_tra: 0
Rule 62: 1195211381152, Class:  0, CF:0.354392, Len: 13, Fitness_tra: 0
Rule 63: 8000000030002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1111118122511, Class:  1, CF:0.439911, Len: 13, Fitness_tra: 0
Rule 65: 5115112111211, Class:  1, CF:0.782608, Len: 13, Fitness_tra: 0
Rule 66: e851131811551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: e191115551153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3235115511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3812195112831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 825141c512511, Class:  0, CF:0.828081, Len: 13, Fitness_tra: 0
Rule 71: 0000807040000, Class:  0, CF:0.178967, Len:  3, Fitness_tra: 0
Rule 72: 325215d151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1111121181111, Class:  1, CF:0.650759, Len: 13, Fitness_tra: 0
Rule 74: 02381d55c11d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1551187348281, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 1511121121221, Class:  1, CF:0.671224, Len: 13, Fitness_tra: 0
Rule 77: 1151118112152, Class:  0, CF:0.928392, Len: 13, Fitness_tra: 0
Rule 78: 1215455124112, Class:  0, CF:0.460286, Len: 13, Fitness_tra: 0
Rule 79: 0c00008004554, Class:  1, CF:0.0463818, Len:  6, Fitness_tra: 0
Rule 80: 0000000000200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1111111311512, Class:  1, CF:0.497836, Len: 13, Fitness_tra: 0
Rule 82: 1c114c8384511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 0c0000c004554, Class:  1, CF:0.461295, Len:  6, Fitness_tra: 0
Rule 84: 000008c084550, Class:  0, CF:0.0733634, Len:  6, Fitness_tra: 0
Rule 85: 0006e60000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 86: 2151111112512, Class:  0, CF:0.819152, Len: 13, Fitness_tra: 0
Rule 87: 1281125c82111, Class:  0, CF:0.799116, Len: 13, Fitness_tra: 0
Rule 88: 1111211112111, Class:  2, CF:0.562794, Len: 13, Fitness_tra: 3
Rule 89: 0000000400d50, Class:  1, CF:0.0954736, Len:  3, Fitness_tra: 0
Rule 90: 121115111c131, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 1111211225111, Class:  2, CF:0.995553, Len: 13, Fitness_tra: 0
Rule 92: 1111511101211, Class:  1, CF:0.904779, Len: 12, Fitness_tra: 0
Rule 93: 0200d07042000, Class:  0, CF:0.0569536, Len:  5, Fitness_tra: 0
Rule 94: 1111c1d222132, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 1211211112a31, Class:  2, CF:0.987478, Len: 13, Fitness_tra: 0
Rule 96: 61b5111111142, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 811541c115521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 12080ac000815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1651111125201, Class:  2, CF:0.89087, Len: 12, Fitness_tra: 0
Rule100: 1112184088523, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:24.6479
------Result------
Miss_rate(tra)	:24.6479
Miss_rate(tst)	:27.7778
ARL				:11.2763

------Generation 9------
Rule  1: 0000008004000, Class:  0, CF:0.716204, Len:  2, Fitness_tra: 19
Rule  2: 000080b040000, Class:  2, CF:0.27045, Len:  3, Fitness_tra: 11
Rule  3: 000000c000500, Class:  1, CF:0.373635, Len:  2, Fitness_tra: 9
Rule  4: 1211211112131, Class:  2, CF:0.936689, Len: 13, Fitness_tra: 8
Rule  5: 1111117311141, Class:  1, CF:0.808571, Len: 13, Fitness_tra: 5
Rule  6: 5151111212112, Class:  2, CF:0.679287, Len: 13, Fitness_tra: 4
Rule  7: 1111111222111, Class:  2, CF:0.439961, Len: 13, Fitness_tra: 2
Rule  8: 1111121111111, Class:  1, CF:0.489893, Len: 13, Fitness_tra: 4
Rule  9: 00008040c0000, Class:  0, CF:0.759439, Len:  3, Fitness_tra: 2
Rule 10: 3152219111191, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: 12311131111d1, Class:  1, CF:0.989251, Len: 13, Fitness_tra: 1
Rule 12: 1111112111111, Class:  1, CF:0.516346, Len: 13, Fitness_tra: 2
Rule 13: 1152533118111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: e151891155511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1412155188513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11512cb18111c, Class:  0, CF:0.61665, Len: 13, Fitness_tra: 0
Rule 17: 1c1c21d11c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 12d1112312552, Class:  0, CF:0.921573, Len: 13, Fitness_tra: 0
Rule 19: 12581952d2815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 1cd5122124551, Class:  1, CF:0.995332, Len: 13, Fitness_tra: 0
Rule 21: 511112b312121, Class:  0, CF:0.177441, Len: 13, Fitness_tra: 0
