------Generation 0------
Rule  1: b8fb91c5251b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 24189531551e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a11391113955c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 4241511811d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 25623a19c131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6e12d19131d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4c65ddc111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: aaa9551159111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 311181d511958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 79a161c12111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b231565511511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: bd6b34531185e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f571593115513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 12281151319e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: bdf1f81521183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11723191d5191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 39b1133515839, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 71629d1511119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 72118151d5359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e213d125d138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11f8513951585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 317231123dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 194156181253a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b1ac155112851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 114521118c216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a31216f815181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3e21583115528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3ff29d3521512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: b564a21dc1183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 21215118e5931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0008000020000, Class:  0, CF:0.977755, Len:  2, Fitness_tra: 559
Rule 85: 41773e1891515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 712c1115e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 717151d111933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 45176125c1c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1168118153815, Class:  0, CF:0.988458, Len: 13, Fitness_tra: 0
Rule 90: 137145e11311c, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 91: a1f4115115111, Class:  0, CF:0.438605, Len: 13, Fitness_tra: -10
Rule 92: a111111325111, Class:  0, CF:0.230151, Len: 13, Fitness_tra: -11
Rule 93: a11338113c25c, Class:  1, CF:0.110372, Len: 13, Fitness_tra: 0
Rule 94: b710001910e10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7d62d11321928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1511511115113, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule 97: 11a3112892181, Class:  1, CF:0.943461, Len: 13, Fitness_tra: 9
Rule 98: a24b961111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 001a0c2501080, Class:  1, CF:0.999007, Len:  7, Fitness_tra: 55
Rule100: 1174153121111, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
------Current------
Miss_rate(tra)	:54.2593
------Result------
Miss_rate(tra)	:54.2593
Miss_rate(tst)	:26.2626
ARL				:11.6852

------Generation 8------
Rule  1: 000500200000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 29
Rule  2: a313112812181, Class:  1, CF:0.983791, Len: 13, Fitness_tra: 117
Rule  3: 0005000400090, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule  4: 253215d385382, Class:  1, CF:  1, Len: 13, Fitness_tra: 27
Rule  5: f0f11101501c9, Class:  1, CF:0.849612, Len: 10, Fitness_tra: 14
Rule  6: 0700000260e00, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule  7: a6115d1d11811, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule  8: 6f611d1192811, Class:  1, CF:0.594763, Len: 13, Fitness_tra: 6
Rule  9: a131511355111, Class:  1, CF:0.654489, Len: 13, Fitness_tra: 0
Rule 10: 0005000000e0d, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 11: 1312153121515, Class:  0, CF:0.662254, Len: 13, Fitness_tra: 4
Rule 12: 1272512831183, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 72b6141d11148, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 14: 11a1551811151, Class:  1, CF:0.933558, Len: 13, Fitness_tra: 5
Rule 15: a341551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 16: 4264131311118, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: 6f611d15d2111, Class:  0, CF:0.996006, Len: 13, Fitness_tra: 4
Rule 18: 7111551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 19: 11f2311151112, Class:  0, CF:0.914787, Len: 13, Fitness_tra: -2
Rule 20: b1a1155143111, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 21: 25629551c11ed, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 22: 1812111325111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 4d1218181118e, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: 3322e3c121611, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 25: c623002502016, Class:  1, CF:  1, Len:  9, Fitness_tra: 1
Rule 26: bb11515252118, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 27: 1ca1381111713, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 28: 3613d12552511, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 29: 421231111d513, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: e5615519c0125, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 31: 27b11e3213211, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 32: 11f2315115111, Class:  0, CF:0.984599, Len: 13, Fitness_tra: 0
Rule 33: f1f1161d112d6, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 0d08e000de005, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 35: 121d112551183, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a144113111151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: a63158851d183, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 121cd11223231, Class:  1, CF:0.975994, Len: 13, Fitness_tra: 0
Rule 39: 1338551181521, Class:  0, CF:0.95719, Len: 13, Fitness_tra: 0
Rule 40: b211331915111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b13515235118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 19b988139331c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1911d55111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 7862d11321928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: f5b19135d115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 13a89dc216158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7532911129d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: a1b15de9e5522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a61d885c1315e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 49a1311111171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b8a65111298c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7446c151a3129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 256b33c9c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4518d81181153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 24189531551e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a11391113955c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 4241511811d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 25623a19c131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6e12d19131d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4c65ddc111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: aaa9551159111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 311181d511958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 79a161c12111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b231565511511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: bd6b34531185e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f571593115513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 12281151319e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: bdf1f81521183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11723191d5191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 39b1133515839, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 71629d1511119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 72118151d5359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e213d125d138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11f8513951585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 317231123dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 194156181253a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b1ac155112851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 114521118c216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a31216f815181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3e21583115528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3ff29d3521512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: b564a21dc1183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 21215118e5931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0008000020000, Class:  0, CF:0.977755, Len:  2, Fitness_tra: 559
Rule 85: 41773e1891515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 712c1115e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 717151d111933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 45176125c1c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1168118153815, Class:  0, CF:0.988458, Len: 13, Fitness_tra: 0
Rule 90: 137145e11311c, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 91: a1f4115115111, Class:  0, CF:0.438605, Len: 13, Fitness_tra: -10
Rule 92: a111111325111, Class:  0, CF:0.230151, Len: 13, Fitness_tra: -11
Rule 93: a11338113c25c, Class:  1, CF:0.110372, Len: 13, Fitness_tra: 0
Rule 94: b710001910e10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7d62d11321928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1511511115113, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule 97: 11a3112892181, Class:  1, CF:0.943461, Len: 13, Fitness_tra: 9
Rule 98: a24b961111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 001a0c2501080, Class:  1, CF:0.999007, Len:  7, Fitness_tra: 55
Rule100: 1174153121111, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
------Current------
Miss_rate(tra)	:54.2593
------Result------
Miss_rate(tra)	:54.2593
Miss_rate(tst)	:26.2626
ARL				:11.6852

------Generation 9------
Rule  1: 000500200000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 29
Rule  2: a313112812181, Class:  1, CF:0.983791, Len: 13, Fitness_tra: 117
Rule  3: 0005000400090, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule  4: 253215d385382, Class:  1, CF:  1, Len: 13, Fitness_tra: 27
Rule  5: f0f11101501c9, Class:  1, CF:0.849612, Len: 10, Fitness_tra: 14
Rule  6: 0700000260e00, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule  7: a6115d1d11811, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule  8: 6f611d1192811, Class:  1, CF:0.594763, Len: 13, Fitness_tra: 6
Rule  9: a131511355111, Class:  1, CF:0.654489, Len: 13, Fitness_tra: 0
Rule 10: 0005000000e0d, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 11: 1312153121515, Class:  0, CF:0.662254, Len: 13, Fitness_tra: 4
Rule 12: 1272512831183, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 72b6141d11148, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 14: 11a1551811151, Class:  1, CF:0.933558, Len: 13, Fitness_tra: 5
Rule 15: a341551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 16: 4264131311118, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: 6f611d15d2111, Class:  0, CF:0.996006, Len: 13, Fitness_tra: 4
Rule 18: 7111551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 19: 11f2311151112, Class:  0, CF:0.914787, Len: 13, Fitness_tra: -2
Rule 20: b1a1155143111, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 21: 25629551c11ed, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 22: 1812111325111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 4d1218181118e, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: 3322e3c121611, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 25: c623002502016, Class:  1, CF:  1, Len:  9, Fitness_tra: 1
Rule 26: bb11515252118, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 27: 1ca1381111713, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 28: 3613d12552511, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 29: 421231111d513, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: e5615519c0125, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 31: 27b11e3213211, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 32: 11f2315115111, Class:  0, CF:0.984599, Len: 13, Fitness_tra: 0
Rule 33: f1f1161d112d6, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 0d08e000de005, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 35: 121d112551183, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a144113111151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: a63158851d183, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 121cd11223231, Class:  1, CF:0.975994, Len: 13, Fitness_tra: 0
Rule 39: 1338551181521, Class:  0, CF:0.95719, Len: 13, Fitness_tra: 0
Rule 40: b211331915111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b13515235118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 19b988139331c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1911d55111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 7862d11321928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: f5b19135d115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 13a89dc216158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7532911129d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: a1b15de9e5522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a61d885c1315e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 49a1311111171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b8a65111298c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7446c151a3129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 256b33c9c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4518d81181153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 24189531551e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a11391113955c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 4241511811d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 25623a19c131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6e12d19131d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4c65ddc111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: aaa9551159111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 311181d511958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 79a161c12111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b231565511511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: bd6b34531185e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f571593115513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 12281151319e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: bdf1f81521183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11723191d5191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 39b1133515839, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 71629d1511119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 72118151d5359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e213d125d138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11f8513951585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 317231123dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 194156181253a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b1ac155112851, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 78: 114521118c216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a31216f815181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3e21583115528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3ff29d3521512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: b564a21dc1183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 21215118e5931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0008000020000, Class:  0, CF:0.977755, Len:  2, Fitness_tra: 559
Rule 85: 41773e1891515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 712c1115e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 717151d111933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 45176125c1c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1168118153815, Class:  0, CF:0.988458, Len: 13, Fitness_tra: 0
Rule 90: 137145e11311c, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 91: a1f4115115111, Class:  0, CF:0.438605, Len: 13, Fitness_tra: -10
Rule 92: a111111325111, Class:  0, CF:0.230151, Len: 13, Fitness_tra: -11
Rule 93: a11338113c25c, Class:  1, CF:0.110372, Len: 13, Fitness_tra: 0
Rule 94: b710001910e10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7d62d11321928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1511511115113, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule 97: 11a3112892181, Class:  1, CF:0.943461, Len: 13, Fitness_tra: 9
Rule 98: a24b961111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 001a0c2501080, Class:  1, CF:0.999007, Len:  7, Fitness_tra: 55
Rule100: 1174153121111, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
------Current------
Miss_rate(tra)	:54.2593
------Result------
Miss_rate(tra)	:54.2593
Miss_rate(tst)	:26.2626
ARL				:11.6852

------Generation 10------
Rule  1: 000500200000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 29
Rule  2: a313112812181, Class:  1, CF:0.983791, Len: 13, Fitness_tra: 117
Rule  3: 0005000400090, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule  4: 253215d385382, Class:  1, CF:  1, Len: 13, Fitness_tra: 27
Rule  5: f0f11101501c9, Class:  1, CF:0.849612, Len: 10, Fitness_tra: 14
Rule  6: 0700000260e00, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule  7: a6115d1d11811, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule  8: 6f611d1192811, Class:  1, CF:0.594763, Len: 13, Fitness_tra: 6
Rule  9: a131511355111, Class:  1, CF:0.654489, Len: 13, Fitness_tra: 0
Rule 10: 0005000000e0d, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 11: 1312153121515, Class:  0, CF:0.662254, Len: 13, Fitness_tra: 4
Rule 12: 1272512831183, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 72b6141d11148, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 14: 11a1551811151, Class:  1, CF:0.933558, Len: 13, Fitness_tra: 5
Rule 15: a341551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 16: 4264131311118, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: 6f611d15d2111, Class:  0, CF:0.996006, Len: 13, Fitness_tra: 4
Rule 18: 7111551121115, Class:  1, CF:  1, Len: 13, Fitness_tra: 4
Rule 19: 11f2311151112, Class:  0, CF:0.914787, Len: 13, Fitness_tra: -2
Rule 20: b1a1155143111, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 21: 25629551c11ed, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 22: 1812111325111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 4d1218181118e, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: 3322e3c121611, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 25: c623002502016, Class:  1, CF:  1, Len:  9, Fitness_tra: 1
Rule 26: bb11515252118, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 27: 1ca1381111713, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 28: 3613d12552511, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 29: 421231111d513, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: e5615519c0125, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 31: 27b11e3213211, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 32: 11f2315115111, Class:  0, CF:0.984599, Len: 13, Fitness_tra: 0
Rule 33: f1f1161d112d6, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 0d08e000de005, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 35: 121d112551183, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a144113111151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: a63158851d183, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 121cd11223231, Class:  1, CF:0.975994, Len: 13, Fitness_tra: 0
Rule 39: 1338551181521, Class:  0, CF:0.95719, Len: 13, Fitness_tra: 0
Rule 40: b211331915111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b13515235118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 19b988139331c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1911d55111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 7862d11321928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: f5b19135d115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 13a89dc216158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 7532911129d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: a1b15de9e5522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a61d885c1315e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 49a1311111171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b8a65111298c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7446c151a3129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 256b33c9c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4518d81181153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 24189531551e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a11391113955c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 4241511811d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 25623a19c131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6e12d19131d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4c65ddc111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: aaa9551159111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 311181d511958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 79a161c12111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b231565511511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: bd6b34531185e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f571593115513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 12281151319e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: bdf1f81521183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 11723191d5191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 39b1133515839, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
