------Generation 0------
Rule  1: 3af2d9ee18821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7861213311251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 447c19d535359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1da151214e945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: bcf2e5d389121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a341e2155991d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 716812d113581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7b1cd51968312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a11211d1e2998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 74b159e1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b1f389238e525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3a61e32252e8c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 75f43151c91d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 744759529551e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 15211d1111398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 63711d9153215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 134c539118581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f12d55598581c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3fac1193d7225, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 4813551511129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0008000000000, Class:  0, CF:0.975008, Len:  1, Fitness_tra: 551
Rule 87: 7264111122851, Class:  1, CF:  1, Len: 13, Fitness_tra: 14
Rule 88: b261555581511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b2f151e11c883, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3945151921dc2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 12abd1632115e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: d00d302150010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11f2266425913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 61a23581151d5, Class:  1, CF:0.151381, Len: 13, Fitness_tra: 0
Rule 95: 12b51115d5811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: f33b1153d0385, Class:  1, CF:  1, Len: 12, Fitness_tra: 41
Rule 97: a33095a100d05, Class:  0, CF:  1, Len:  9, Fitness_tra: 2
Rule 98: 77215c21e5812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1111133d15125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: af1c1135e21c2, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.037
------Result------
Miss_rate(tra)	:52.037
Miss_rate(tst)	:22.2222
ARL				:11.2286

------Generation 6------
Rule  1: 000d0004d0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  2: 1321511512281, Class:  1, CF:0.990473, Len: 13, Fitness_tra: 83
Rule  3: 63a1318151115, Class:  1, CF:0.637473, Len: 13, Fitness_tra: 41
Rule  4: 25f18141122d1, Class:  1, CF:0.559741, Len: 13, Fitness_tra: 77
Rule  5: f312d19121c11, Class:  1, CF:0.540315, Len: 13, Fitness_tra: 29
Rule  6: 0505c0000300c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  7: 5121531811111, Class:  0, CF:0.998847, Len: 13, Fitness_tra: 5
Rule  8: 020ce000d00b0, Class:  0, CF:  1, Len:  5, Fitness_tra: 7
Rule  9: 0b00e00000d00, Class:  0, CF:0.637163, Len:  3, Fitness_tra: 9
Rule 10: a121289991111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 1111133d15123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 1214191515113, Class:  0, CF:0.990199, Len: 13, Fitness_tra: 4
Rule 13: f11c5151825c1, Class:  0, CF:0.135015, Len: 13, Fitness_tra: -4
Rule 14: 000d202050000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 15: a112391152118, Class:  0, CF:0.813192, Len: 13, Fitness_tra: 2
Rule 16: 7633d55381322, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 17: 3fac1135111c2, Class:  0, CF:0.997592, Len: 13, Fitness_tra: 0
Rule 18: 6bac378168312, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: a33295a111885, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: b33b915381385, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 1112216525813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 11ac5ed11118c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 63b3914121518, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: 213b5a1581148, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 25: a111d315181d5, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 26: a311d332a4521, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 1161183d15513, Class:  0, CF:0.665397, Len: 13, Fitness_tra: 0
Rule 28: 3d49551111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: bc39115385525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b1295c2155858, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2114338e85e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b5f1912111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 11b25591151dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1f183d368c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 78b1855515339, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18f4161911988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b5f4e551235d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7c64e81e11511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: bd11533171153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: adb119518153d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 6a12191e8881d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a947111151816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 47b5191818139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4471d511e5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 65b5151518511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b214515119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1321d16cd135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1541d19535516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 27b31c151d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f917119119511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2218819d129d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 48a5118515118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2441811395d38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 14121c11ed915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a118e11113551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6e1b5d5513165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 71f59d2116111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c29dd6c8c39e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 311799953c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f1b11115d18e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6941951519311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 12185512e5599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 72b1d91599d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6459291d9c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7861213311251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 447c19d535359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1da151214e945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: bcf2e5d389121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a341e2155991d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 716812d113581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7b1cd51968312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a11211d1e2998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 74b159e1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b1f389238e525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3a61e32252e8c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 75f43151c91d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 744759529551e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 15211d1111398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 63711d9153215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 134c539118581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f12d55598581c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3fac1193d7225, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 4813551511129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0008000000000, Class:  0, CF:0.975008, Len:  1, Fitness_tra: 551
Rule 87: 7264111122851, Class:  1, CF:  1, Len: 13, Fitness_tra: 14
Rule 88: b261555581511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b2f151e11c883, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3945151921dc2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 12abd1632115e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: d00d302150010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11f2266425913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 61a23581151d5, Class:  1, CF:0.151381, Len: 13, Fitness_tra: 0
Rule 95: 12b51115d5811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: f33b1153d0385, Class:  1, CF:  1, Len: 12, Fitness_tra: 41
Rule 97: a33095a100d05, Class:  0, CF:  1, Len:  9, Fitness_tra: 2
Rule 98: 77215c21e5812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1111133d15125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: af1c1135e21c2, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.037
------Result------
Miss_rate(tra)	:52.037
Miss_rate(tst)	:22.2222
ARL				:11.2286

------Generation 7------
Rule  1: 000d0004d0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  2: 1321511512281, Class:  1, CF:0.990473, Len: 13, Fitness_tra: 83
Rule  3: 63a1318151115, Class:  1, CF:0.637473, Len: 13, Fitness_tra: 41
Rule  4: 25f18141122d1, Class:  1, CF:0.559741, Len: 13, Fitness_tra: 77
Rule  5: f312d19121c11, Class:  1, CF:0.540315, Len: 13, Fitness_tra: 29
Rule  6: 0505c0000300c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule  7: 5121531811111, Class:  0, CF:0.998847, Len: 13, Fitness_tra: 5
Rule  8: 020ce000d00b0, Class:  0, CF:  1, Len:  5, Fitness_tra: 7
Rule  9: 0b00e00000d00, Class:  0, CF:0.637163, Len:  3, Fitness_tra: 9
Rule 10: a121289991111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 1111133d15123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 1214191515113, Class:  0, CF:0.990199, Len: 13, Fitness_tra: 4
Rule 13: f11c5151825c1, Class:  0, CF:0.135015, Len: 13, Fitness_tra: -4
Rule 14: 000d202050000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 15: a112391152118, Class:  0, CF:0.813192, Len: 13, Fitness_tra: 2
Rule 16: 7633d55381322, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 17: 3fac1135111c2, Class:  0, CF:0.997592, Len: 13, Fitness_tra: 0
Rule 18: 6bac378168312, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: a33295a111885, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: b33b915381385, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 1112216525813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 11ac5ed11118c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 63b3914121518, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: 213b5a1581148, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 25: a111d315181d5, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 26: a311d332a4521, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 1161183d15513, Class:  0, CF:0.665397, Len: 13, Fitness_tra: 0
Rule 28: 3d49551111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: bc39115385525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b1295c2155858, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2114338e85e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b5f1912111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 11b25591151dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1f183d368c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 78b1855515339, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18f4161911988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b5f4e551235d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7c64e81e11511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: bd11533171153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: adb119518153d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 6a12191e8881d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a947111151816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 47b5191818139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4471d511e5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 65b5151518511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b214515119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1321d16cd135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1541d19535516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 27b31c151d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f917119119511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2218819d129d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 48a5118515118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2441811395d38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 14121c11ed915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a118e11113551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6e1b5d5513165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 71f59d2116111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c29dd6c8c39e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 311799953c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f1b11115d18e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6941951519311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 12185512e5599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 72b1d91599d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6459291d9c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7861213311251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 447c19d535359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1da151214e945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: bcf2e5d389121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a341e2155991d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 716812d113581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7b1cd51968312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a11211d1e2998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 74b159e1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b1f389238e525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3a61e32252e8c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 75f43151c91d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 744759529551e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 15211d1111398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 63711d9153215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 134c539118581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f12d55598581c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3fac1193d7225, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 4813551511129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0008000000000, Class:  0, CF:0.975008, Len:  1, Fitness_tra: 551
Rule 87: 7264111122851, Class:  1, CF:  1, Len: 13, Fitness_tra: 14
Rule 88: b261555581511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b2f151e11c883, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3945151921dc2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 12abd1632115e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: d00d302150010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11f2266425913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 61a23581151d5, Class:  1, CF:0.151381, Len: 13, Fitness_tra: 0
Rule 95: 12b51115d5811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: f33b1153d0385, Class:  1, CF:  1, Len: 12, Fitness_tra: 41
Rule 97: a33095a100d05, Class:  0, CF:  1, Len:  9, Fitness_tra: 2
Rule 98: 77215c21e5812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1111133d15125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: af1c1135e21c2, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.037
------Result------
Miss_rate(tra)	:52.037
Miss_rate(tst)	:22.2222
ARL				:11.2286

------Generation 8------
Rule  1: 0008000000000, Class:  0, CF:0.975008, Len:  1, Fitness_tra: 551
Rule  2: 1321511512281, Class:  1, CF:0.990473, Len: 13, Fitness_tra: 83
Rule  3: 25f18141122d1, Class:  1, CF:0.559741, Len: 13, Fitness_tra: 87
Rule  4: f33b1153d0385, Class:  1, CF:  1, Len: 12, Fitness_tra: 41
Rule  5: 63a1318151115, Class:  1, CF:0.637473, Len: 13, Fitness_tra: 41
Rule  6: f312d19121c11, Class:  1, CF:0.540315, Len: 13, Fitness_tra: 32
Rule  7: 7264111122851, Class:  1, CF:  1, Len: 13, Fitness_tra: 14
Rule  8: 0b00e00000d00, Class:  0, CF:0.637163, Len:  3, Fitness_tra: 9
Rule  9: 000d0004d0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 10: 020ce000d00b0, Class:  0, CF:  1, Len:  5, Fitness_tra: 7
Rule 11: 5121531811111, Class:  0, CF:0.998847, Len: 13, Fitness_tra: 6
Rule 12: 1214191515113, Class:  0, CF:0.990199, Len: 13, Fitness_tra: 4
Rule 13: a33095a100d05, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: 7633d55381322, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 15: a111d315181d5, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 16: a112391152118, Class:  0, CF:0.813192, Len: 13, Fitness_tra: 2
Rule 17: 63b3914121518, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 18: 213b5a1581148, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 19: a121289991111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: b33b915381385, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 1112216525813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 11ac5ed11118c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 000d202050000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 24: 1111133d15123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: af1c1135e21c2, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: a311d332a4521, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 1161183d15513, Class:  0, CF:0.665397, Len: 13, Fitness_tra: 0
Rule 28: 3d49551111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: bc39115385525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b1295c2155858, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2114338e85e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b5f1912111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 11b25591151dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1f183d368c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 78b1855515339, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18f4161911988, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b5f4e551235d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7c64e81e11511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: bd11533171153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: adb119518153d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 6a12191e8881d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a947111151816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 47b5191818139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4471d511e5551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 65b5151518511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b214515119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1321d16cd135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1541d19535516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 27b31c151d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f917119119511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2218819d129d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 48a5118515118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2441811395d38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 14121c11ed915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a118e11113551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6e1b5d5513165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 71f59d2116111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c29dd6c8c39e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 311799953c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f1b11115d18e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6941951519311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 12185512e5599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 72b1d91599d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c6459291d9c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7861213311251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 447c19d535359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1da151214e945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: bcf2e5d389121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a341e2155991d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 716812d113581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7b1cd51968312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a11211d1e2998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 74b159e1e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b1f389238e525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3a61e32252e8c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 75f43151c91d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 744759529551e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 15211d1111398, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
