------Generation 0------
Rule  1: 12b13e7141, Class:  0, CF:0.921933, Len: 10, Fitness_tra: 0
Rule  2: 777253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 0000c00000, Class:  0, CF:0.820824, Len:  1, Fitness_tra: 26
Rule  4: 2221c9bbb7, Class:  0, CF:0.978349, Len: 10, Fitness_tra: 0
Rule  5: 42271e421b, Class:  0, CF:0.273095, Len: 10, Fitness_tra: 0
Rule  6: 1772212b24, Class:  0, CF:0.04309, Len: 10, Fitness_tra: 0
Rule  7: 1741c12174, Class:  2, CF:0.191752, Len: 10, Fitness_tra: 0
Rule  8: 44721f127b, Class:  4, CF:0.999585, Len: 10, Fitness_tra: 0
Rule  9: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 3456
Rule 10: 4121c9bbbb, Class:  0, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 11: b117132124, Class:  4, CF:0.646233, Len: 10, Fitness_tra: 0
Rule 12: 12b1411247, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 7c4b21b7b7, Class:  4, CF:0.0420139, Len: 10, Fitness_tra: 0
Rule 14: b141812222, Class:  2, CF:0.934655, Len: 10, Fitness_tra: 0
Rule 15: b71bda1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b7111141b7, Class:  4, CF:0.232322, Len: 10, Fitness_tra: 0
Rule 17: bb741622b1, Class:  4, CF:0.992856, Len: 10, Fitness_tra: 0
Rule 18: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 77b4491b27, Class:  0, CF:0.186319, Len: 10, Fitness_tra: 0
Rule 20: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2242514477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bb71d17774, Class:  2, CF:0.997665, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 24: 2142517277, Class:  2, CF:0.872083, Len: 10, Fitness_tra: 0
Rule 25: 41148e21bb, Class:  0, CF:0.731087, Len: 10, Fitness_tra: 0
Rule 26: 41727174b7, Class:  4, CF:0.244162, Len: 10, Fitness_tra: 0
Rule 27: 2c42117777, Class:  4, CF:0.472905, Len: 10, Fitness_tra: 0
Rule 28: bbb7514412, Class:  2, CF:0.966822, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 30: 4b71512147, Class:  2, CF:0.993369, Len: 10, Fitness_tra: 0
Rule 31: 2341c97b22, Class:  2, CF:0.986728, Len: 10, Fitness_tra: 0
Rule 32: 2477c5b71b, Class:  0, CF:0.650433, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 34: 1f441e4114, Class:  0, CF:0.944556, Len: 10, Fitness_tra: 0
Rule 35: 1bbb294177, Class:  0, CF:0.496213, Len: 10, Fitness_tra: 0
Rule 36: 42b229422b, Class:  2, CF:0.245435, Len: 10, Fitness_tra: 0
Rule 37: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24b7e12bb1, Class:  1, CF:0.159135, Len: 10, Fitness_tra: 0
Rule 39: b111732411, Class:  4, CF:0.143131, Len: 10, Fitness_tra: 0
Rule 40: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 42: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1222c141b4, Class:  0, CF:0.752413, Len: 10, Fitness_tra: 0
Rule 45: 22774112b2, Class:  0, CF:0.021031, Len: 10, Fitness_tra: 0
Rule 46: b14b712714, Class:  4, CF:0.103391, Len: 10, Fitness_tra: 0
Rule 47: 214415712c, Class:  2, CF:0.587297, Len: 10, Fitness_tra: 0
Rule 48: 72b71e71b4, Class:  0, CF:0.701893, Len: 10, Fitness_tra: 0
Rule 49: 24b7511b14, Class:  0, CF:0.533055, Len: 10, Fitness_tra: 0
Rule 50: 224b1d4421, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 52: b1212d2211, Class:  2, CF:0.821368, Len: 10, Fitness_tra: 0
Rule 53: b12419b744, Class:  2, CF:0.55134, Len: 10, Fitness_tra: 0
Rule 54: bb11112b2b, Class:  4, CF:0.129017, Len: 10, Fitness_tra: 0
Rule 55: 11471dbb7b, Class:  0, CF:0.0060391, Len: 10, Fitness_tra: 0
Rule 56: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2b2413214b, Class:  4, CF:0.900188, Len: 10, Fitness_tra: 0
Rule 59: 7c2143177b, Class:  4, CF:0.791446, Len: 10, Fitness_tra: 0
Rule 60: 42718eb472, Class:  2, CF:0.868608, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 63: 4db4c31774, Class:  0, CF:0.997954, Len: 10, Fitness_tra: 0
Rule 64: b77111772b, Class:  4, CF:0.501839, Len: 10, Fitness_tra: 0
Rule 65: b7b1ce21b1, Class:  0, CF:0.955303, Len: 10, Fitness_tra: 0
Rule 66: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 427113772b, Class:  4, CF:0.958841, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 69: b82229b14b, Class:  0, CF:0.39103, Len: 10, Fitness_tra: 0
Rule 70: 7212512412, Class:  1, CF:0.175447, Len: 10, Fitness_tra: 0
Rule 71: 0800000000, Class:  0, CF:0.781715, Len:  1, Fitness_tra: 0
Rule 72: 171459b1b7, Class:  0, CF:0.681693, Len: 10, Fitness_tra: 0
Rule 73: 122783b142, Class:  0, CF:0.945322, Len: 10, Fitness_tra: 0
Rule 74: 1744c9771b, Class:  0, CF:0.999757, Len: 10, Fitness_tra: 0
Rule 75: b8242314b1, Class:  4, CF:0.749636, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 78: b11245bb42, Class:  0, CF:0.034191, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 80: 7174c5717b, Class:  0, CF:0.39913, Len: 10, Fitness_tra: 0
Rule 81: 72171344b2, Class:  4, CF:0.857094, Len: 10, Fitness_tra: 0
Rule 82: 7b72512742, Class:  2, CF:0.985205, Len: 10, Fitness_tra: 0
Rule 83: 74b41e741b, Class:  0, CF:0.33681, Len: 10, Fitness_tra: 0
Rule 84: 2222567b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1c21137771, Class:  4, CF:0.923307, Len: 10, Fitness_tra: 0
Rule 86: 14745eb727, Class:  0, CF:0.145311, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 88: 7427c6114b, Class:  2, CF:0.765248, Len: 10, Fitness_tra: 0
Rule 89: 227213bb72, Class:  4, CF:0.935016, Len: 10, Fitness_tra: 0
Rule 90: 4817817172, Class:  0, CF:0.745929, Len: 10, Fitness_tra: 0
Rule 91: 4742261441, Class:  4, CF:0.994637, Len: 10, Fitness_tra: 0
Rule 92: 7747114741, Class:  4, CF:0.544727, Len: 10, Fitness_tra: 0
Rule 93: 4c47217722, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 41b7787711, Class:  0, CF:0.242868, Len: 10, Fitness_tra: 0
Rule 95: 2142157221, Class:  2, CF:0.599123, Len: 10, Fitness_tra: 0
Rule 96: 1b2726bb22, Class:  4, CF:0.998106, Len: 10, Fitness_tra: 0
Rule 97: 1147214221, Class:  2, CF:0.00434445, Len: 10, Fitness_tra: 0
Rule 98: 271116222b, Class:  4, CF:0.994512, Len: 10, Fitness_tra: 0
Rule 99: 2c12562272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000c00000, Class:  0, CF:0.820824, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.233
------Result------
Miss_rate(tra)	:10.233
Miss_rate(tst)	:10.1463
ARL				:8.13095

------Generation 7------
Rule  1: 12b13e7141, Class:  0, CF:0.921933, Len: 10, Fitness_tra: 0
Rule  2: 777253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 0000c00000, Class:  0, CF:0.820824, Len:  1, Fitness_tra: 26
Rule  4: 2221c9bbb7, Class:  0, CF:0.978349, Len: 10, Fitness_tra: 0
Rule  5: 42271e421b, Class:  0, CF:0.273095, Len: 10, Fitness_tra: 0
Rule  6: 1772212b24, Class:  0, CF:0.04309, Len: 10, Fitness_tra: 0
Rule  7: 1741c12174, Class:  2, CF:0.191752, Len: 10, Fitness_tra: 0
Rule  8: 44721f127b, Class:  4, CF:0.999585, Len: 10, Fitness_tra: 0
Rule  9: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 3456
Rule 10: 4121c9bbbb, Class:  0, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 11: b117132124, Class:  4, CF:0.646233, Len: 10, Fitness_tra: 0
Rule 12: 12b1411247, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 7c4b21b7b7, Class:  4, CF:0.0420139, Len: 10, Fitness_tra: 0
Rule 14: b141812222, Class:  2, CF:0.934655, Len: 10, Fitness_tra: 0
Rule 15: b71bda1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b7111141b7, Class:  4, CF:0.232322, Len: 10, Fitness_tra: 0
Rule 17: bb741622b1, Class:  4, CF:0.992856, Len: 10, Fitness_tra: 0
Rule 18: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 77b4491b27, Class:  0, CF:0.186319, Len: 10, Fitness_tra: 0
Rule 20: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2242514477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bb71d17774, Class:  2, CF:0.997665, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 24: 2142517277, Class:  2, CF:0.872083, Len: 10, Fitness_tra: 0
Rule 25: 41148e21bb, Class:  0, CF:0.731087, Len: 10, Fitness_tra: 0
Rule 26: 41727174b7, Class:  4, CF:0.244162, Len: 10, Fitness_tra: 0
Rule 27: 2c42117777, Class:  4, CF:0.472905, Len: 10, Fitness_tra: 0
Rule 28: bbb7514412, Class:  2, CF:0.966822, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 30: 4b71512147, Class:  2, CF:0.993369, Len: 10, Fitness_tra: 0
Rule 31: 2341c97b22, Class:  2, CF:0.986728, Len: 10, Fitness_tra: 0
Rule 32: 2477c5b71b, Class:  0, CF:0.650433, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 34: 1f441e4114, Class:  0, CF:0.944556, Len: 10, Fitness_tra: 0
Rule 35: 1bbb294177, Class:  0, CF:0.496213, Len: 10, Fitness_tra: 0
Rule 36: 42b229422b, Class:  2, CF:0.245435, Len: 10, Fitness_tra: 0
Rule 37: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24b7e12bb1, Class:  1, CF:0.159135, Len: 10, Fitness_tra: 0
Rule 39: b111732411, Class:  4, CF:0.143131, Len: 10, Fitness_tra: 0
Rule 40: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 42: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1222c141b4, Class:  0, CF:0.752413, Len: 10, Fitness_tra: 0
Rule 45: 22774112b2, Class:  0, CF:0.021031, Len: 10, Fitness_tra: 0
Rule 46: b14b712714, Class:  4, CF:0.103391, Len: 10, Fitness_tra: 0
Rule 47: 214415712c, Class:  2, CF:0.587297, Len: 10, Fitness_tra: 0
Rule 48: 72b71e71b4, Class:  0, CF:0.701893, Len: 10, Fitness_tra: 0
Rule 49: 24b7511b14, Class:  0, CF:0.533055, Len: 10, Fitness_tra: 0
Rule 50: 224b1d4421, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 52: b1212d2211, Class:  2, CF:0.821368, Len: 10, Fitness_tra: 0
Rule 53: b12419b744, Class:  2, CF:0.55134, Len: 10, Fitness_tra: 0
Rule 54: bb11112b2b, Class:  4, CF:0.129017, Len: 10, Fitness_tra: 0
Rule 55: 11471dbb7b, Class:  0, CF:0.0060391, Len: 10, Fitness_tra: 0
Rule 56: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2b2413214b, Class:  4, CF:0.900188, Len: 10, Fitness_tra: 0
Rule 59: 7c2143177b, Class:  4, CF:0.791446, Len: 10, Fitness_tra: 0
Rule 60: 42718eb472, Class:  2, CF:0.868608, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 63: 4db4c31774, Class:  0, CF:0.997954, Len: 10, Fitness_tra: 0
Rule 64: b77111772b, Class:  4, CF:0.501839, Len: 10, Fitness_tra: 0
Rule 65: b7b1ce21b1, Class:  0, CF:0.955303, Len: 10, Fitness_tra: 0
Rule 66: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 427113772b, Class:  4, CF:0.958841, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 69: b82229b14b, Class:  0, CF:0.39103, Len: 10, Fitness_tra: 0
Rule 70: 7212512412, Class:  1, CF:0.175447, Len: 10, Fitness_tra: 0
Rule 71: 0800000000, Class:  0, CF:0.781715, Len:  1, Fitness_tra: 0
Rule 72: 171459b1b7, Class:  0, CF:0.681693, Len: 10, Fitness_tra: 0
Rule 73: 122783b142, Class:  0, CF:0.945322, Len: 10, Fitness_tra: 0
Rule 74: 1744c9771b, Class:  0, CF:0.999757, Len: 10, Fitness_tra: 0
Rule 75: b8242314b1, Class:  4, CF:0.749636, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 78: b11245bb42, Class:  0, CF:0.034191, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 80: 7174c5717b, Class:  0, CF:0.39913, Len: 10, Fitness_tra: 0
Rule 81: 72171344b2, Class:  4, CF:0.857094, Len: 10, Fitness_tra: 0
Rule 82: 7b72512742, Class:  2, CF:0.985205, Len: 10, Fitness_tra: 0
Rule 83: 74b41e741b, Class:  0, CF:0.33681, Len: 10, Fitness_tra: 0
Rule 84: 2222567b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1c21137771, Class:  4, CF:0.923307, Len: 10, Fitness_tra: 0
Rule 86: 14745eb727, Class:  0, CF:0.145311, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 88: 7427c6114b, Class:  2, CF:0.765248, Len: 10, Fitness_tra: 0
Rule 89: 227213bb72, Class:  4, CF:0.935016, Len: 10, Fitness_tra: 0
Rule 90: 4817817172, Class:  0, CF:0.745929, Len: 10, Fitness_tra: 0
Rule 91: 4742261441, Class:  4, CF:0.994637, Len: 10, Fitness_tra: 0
Rule 92: 7747114741, Class:  4, CF:0.544727, Len: 10, Fitness_tra: 0
Rule 93: 4c47217722, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 41b7787711, Class:  0, CF:0.242868, Len: 10, Fitness_tra: 0
Rule 95: 2142157221, Class:  2, CF:0.599123, Len: 10, Fitness_tra: 0
Rule 96: 1b2726bb22, Class:  4, CF:0.998106, Len: 10, Fitness_tra: 0
Rule 97: 1147214221, Class:  2, CF:0.00434445, Len: 10, Fitness_tra: 0
Rule 98: 271116222b, Class:  4, CF:0.994512, Len: 10, Fitness_tra: 0
Rule 99: 2c12562272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000c00000, Class:  0, CF:0.820824, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.233
------Result------
Miss_rate(tra)	:10.233
Miss_rate(tst)	:10.1463
ARL				:8.13095

------Generation 8------
Rule  1: 12b13e7141, Class:  0, CF:0.921933, Len: 10, Fitness_tra: 0
Rule  2: 777253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 0000c00000, Class:  0, CF:0.820824, Len:  1, Fitness_tra: 26
Rule  4: 2221c9bbb7, Class:  0, CF:0.978349, Len: 10, Fitness_tra: 0
Rule  5: 42271e421b, Class:  0, CF:0.273095, Len: 10, Fitness_tra: 0
Rule  6: 1772212b24, Class:  0, CF:0.04309, Len: 10, Fitness_tra: 0
Rule  7: 1741c12174, Class:  2, CF:0.191752, Len: 10, Fitness_tra: 0
Rule  8: 44721f127b, Class:  4, CF:0.999585, Len: 10, Fitness_tra: 0
Rule  9: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 3456
Rule 10: 4121c9bbbb, Class:  0, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 11: b117132124, Class:  4, CF:0.646233, Len: 10, Fitness_tra: 0
Rule 12: 12b1411247, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 7c4b21b7b7, Class:  4, CF:0.0420139, Len: 10, Fitness_tra: 0
Rule 14: b141812222, Class:  2, CF:0.934655, Len: 10, Fitness_tra: 0
Rule 15: b71bda1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b7111141b7, Class:  4, CF:0.232322, Len: 10, Fitness_tra: 0
Rule 17: bb741622b1, Class:  4, CF:0.992856, Len: 10, Fitness_tra: 0
Rule 18: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 77b4491b27, Class:  0, CF:0.186319, Len: 10, Fitness_tra: 0
Rule 20: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2242514477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: bb71d17774, Class:  2, CF:0.997665, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 24: 2142517277, Class:  2, CF:0.872083, Len: 10, Fitness_tra: 0
Rule 25: 41148e21bb, Class:  0, CF:0.731087, Len: 10, Fitness_tra: 0
Rule 26: 41727174b7, Class:  4, CF:0.244162, Len: 10, Fitness_tra: 0
Rule 27: 2c42117777, Class:  4, CF:0.472905, Len: 10, Fitness_tra: 0
Rule 28: bbb7514412, Class:  2, CF:0.966822, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 30: 4b71512147, Class:  2, CF:0.993369, Len: 10, Fitness_tra: 0
Rule 31: 2341c97b22, Class:  2, CF:0.986728, Len: 10, Fitness_tra: 0
Rule 32: 2477c5b71b, Class:  0, CF:0.650433, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 34: 1f441e4114, Class:  0, CF:0.944556, Len: 10, Fitness_tra: 0
Rule 35: 1bbb294177, Class:  0, CF:0.496213, Len: 10, Fitness_tra: 0
Rule 36: 42b229422b, Class:  2, CF:0.245435, Len: 10, Fitness_tra: 0
Rule 37: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24b7e12bb1, Class:  1, CF:0.159135, Len: 10, Fitness_tra: 0
Rule 39: b111732411, Class:  4, CF:0.143131, Len: 10, Fitness_tra: 0
Rule 40: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 42: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1222c141b4, Class:  0, CF:0.752413, Len: 10, Fitness_tra: 0
Rule 45: 22774112b2, Class:  0, CF:0.021031, Len: 10, Fitness_tra: 0
Rule 46: b14b712714, Class:  4, CF:0.103391, Len: 10, Fitness_tra: 0
Rule 47: 214415712c, Class:  2, CF:0.587297, Len: 10, Fitness_tra: 0
Rule 48: 72b71e71b4, Class:  0, CF:0.701893, Len: 10, Fitness_tra: 0
Rule 49: 24b7511b14, Class:  0, CF:0.533055, Len: 10, Fitness_tra: 0
Rule 50: 224b1d4421, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 52: b1212d2211, Class:  2, CF:0.821368, Len: 10, Fitness_tra: 0
Rule 53: b12419b744, Class:  2, CF:0.55134, Len: 10, Fitness_tra: 0
Rule 54: bb11112b2b, Class:  4, CF:0.129017, Len: 10, Fitness_tra: 0
Rule 55: 11471dbb7b, Class:  0, CF:0.0060391, Len: 10, Fitness_tra: 0
Rule 56: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2b2413214b, Class:  4, CF:0.900188, Len: 10, Fitness_tra: 0
Rule 59: 7c2143177b, Class:  4, CF:0.791446, Len: 10, Fitness_tra: 0
Rule 60: 42718eb472, Class:  2, CF:0.868608, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 63: 4db4c31774, Class:  0, CF:0.997954, Len: 10, Fitness_tra: 0
Rule 64: b77111772b, Class:  4, CF:0.501839, Len: 10, Fitness_tra: 0
Rule 65: b7b1ce21b1, Class:  0, CF:0.955303, Len: 10, Fitness_tra: 0
Rule 66: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 427113772b, Class:  4, CF:0.958841, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 69: b82229b14b, Class:  0, CF:0.39103, Len: 10, Fitness_tra: 0
Rule 70: 7212512412, Class:  1, CF:0.175447, Len: 10, Fitness_tra: 0
Rule 71: 0800000000, Class:  0, CF:0.781715, Len:  1, Fitness_tra: 0
Rule 72: 171459b1b7, Class:  0, CF:0.681693, Len: 10, Fitness_tra: 0
Rule 73: 122783b142, Class:  0, CF:0.945322, Len: 10, Fitness_tra: 0
Rule 74: 1744c9771b, Class:  0, CF:0.999757, Len: 10, Fitness_tra: 0
Rule 75: b8242314b1, Class:  4, CF:0.749636, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 78: b11245bb42, Class:  0, CF:0.034191, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 80: 7174c5717b, Class:  0, CF:0.39913, Len: 10, Fitness_tra: 0
Rule 81: 72171344b2, Class:  4, CF:0.857094, Len: 10, Fitness_tra: 0
Rule 82: 7b72512742, Class:  2, CF:0.985205, Len: 10, Fitness_tra: 0
Rule 83: 74b41e741b, Class:  0, CF:0.33681, Len: 10, Fitness_tra: 0
Rule 84: 2222567b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1c21137771, Class:  4, CF:0.923307, Len: 10, Fitness_tra: 0
Rule 86: 14745eb727, Class:  0, CF:0.145311, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 0
Rule 88: 7427c6114b, Class:  2, CF:0.765248, Len: 10, Fitness_tra: 0
Rule 89: 227213bb72, Class:  4, CF:0.935016, Len: 10, Fitness_tra: 0
Rule 90: 4817817172, Class:  0, CF:0.745929, Len: 10, Fitness_tra: 0
Rule 91: 4742261441, Class:  4, CF:0.994637, Len: 10, Fitness_tra: 0
Rule 92: 7747114741, Class:  4, CF:0.544727, Len: 10, Fitness_tra: 0
Rule 93: 4c47217722, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 41b7787711, Class:  0, CF:0.242868, Len: 10, Fitness_tra: 0
Rule 95: 2142157221, Class:  2, CF:0.599123, Len: 10, Fitness_tra: 0
Rule 96: 1b2726bb22, Class:  4, CF:0.998106, Len: 10, Fitness_tra: 0
Rule 97: 1147214221, Class:  2, CF:0.00434445, Len: 10, Fitness_tra: 0
Rule 98: 271116222b, Class:  4, CF:0.994512, Len: 10, Fitness_tra: 0
Rule 99: 2c12562272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000c00000, Class:  0, CF:0.820824, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.233
------Result------
Miss_rate(tra)	:10.233
Miss_rate(tst)	:10.1463
ARL				:8.13095

------Generation 9------
Rule  1: 12b13e7141, Class:  0, CF:0.921933, Len: 10, Fitness_tra: 0
Rule  2: 777253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 0000c00000, Class:  0, CF:0.820824, Len:  1, Fitness_tra: 26
Rule  4: 2221c9bbb7, Class:  0, CF:0.978349, Len: 10, Fitness_tra: 0
Rule  5: 42271e421b, Class:  0, CF:0.273095, Len: 10, Fitness_tra: 0
Rule  6: 1772212b24, Class:  0, CF:0.04309, Len: 10, Fitness_tra: 0
Rule  7: 1741c12174, Class:  2, CF:0.191752, Len: 10, Fitness_tra: 0
Rule  8: 44721f127b, Class:  4, CF:0.999585, Len: 10, Fitness_tra: 0
Rule  9: 0000000000, Class:  0, CF:0.79534, Len:  0, Fitness_tra: 3456
Rule 10: 4121c9bbbb, Class:  0, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 11: b117132124, Class:  4, CF:0.646233, Len: 10, Fitness_tra: 0
Rule 12: 12b1411247, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 7c4b21b7b7, Class:  4, CF:0.0420139, Len: 10, Fitness_tra: 0
