------Generation 0------
Rule  1: 227711147b, Class:  4, CF:0.255423, Len: 10, Fitness_tra: 0
Rule 70: 17b781b744, Class:  0, CF:0.0390645, Len: 10, Fitness_tra: 0
Rule 71: 1171224142, Class:  2, CF:0.360152, Len: 10, Fitness_tra: 0
Rule 72: 11b121b744, Class:  2, CF:0.0324999, Len: 10, Fitness_tra: 0
Rule 73: 2c14c172b1, Class:  0, CF:0.919744, Len: 10, Fitness_tra: 0
Rule 74: 4242c17117, Class:  0, CF:0.307643, Len: 10, Fitness_tra: 0
Rule 75: 45b7194441, Class:  0, CF:0.118103, Len: 10, Fitness_tra: 0
Rule 76: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 137115b722, Class:  2, CF:0.963484, Len: 10, Fitness_tra: 0
Rule 78: 417b214112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 211229b2bc, Class:  2, CF:0.664511, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 83: 7f2113b4b1, Class:  2, CF:0.747585, Len: 10, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 86: 4221161424, Class:  4, CF:0.999254, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 90: 14723f12b4, Class:  4, CF:0.992605, Len: 10, Fitness_tra: 0
Rule 91: 000080000c, Class:  2, CF:0.965883, Len:  2, Fitness_tra: 1
Rule 92: 8c47c14227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b4b1012258, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 94: b22b3627b4, Class:  4, CF:0.998525, Len: 10, Fitness_tra: 0
Rule 95: 11712241c7, Class:  2, CF:0.745205, Len: 10, Fitness_tra: 0
Rule 96: b2141d4b64, Class:  0, CF:0.721337, Len: 10, Fitness_tra: 0
Rule 97: b4000107b4, Class:  4, CF:0.223822, Len:  6, Fitness_tra: 0
Rule 98: 411b5f2241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2448137b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 25b21db717, Class:  0, CF:0.158503, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.1896
------Result------
Miss_rate(tra)	:10.1896
Miss_rate(tst)	:10.2283
ARL				:8.6

------Generation 8------
Rule  1: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 3484
Rule  2: 227711147b, Class:  4, CF:0.255423, Len: 10, Fitness_tra: 0
Rule  3: 7547414221, Class:  2, CF:0.958601, Len: 10, Fitness_tra: 0
Rule  4: b7b1111241, Class:  4, CF:0.194833, Len: 10, Fitness_tra: 0
Rule  5: 2477212272, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 4112114114, Class:  0, CF:0.504406, Len: 10, Fitness_tra: 0
Rule  8: 41b48e7772, Class:  2, CF:0.216024, Len: 10, Fitness_tra: 0
Rule  9: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 10: bb471e7441, Class:  2, CF:0.92889, Len: 10, Fitness_tra: 0
Rule 11: 282b25b114, Class:  0, CF:0.620331, Len: 10, Fitness_tra: 0
Rule 12: 221b267241, Class:  4, CF:0.978336, Len: 10, Fitness_tra: 0
Rule 13: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 14: 2527264471, Class:  4, CF:0.994049, Len: 10, Fitness_tra: 0
Rule 15: 2b17d5b7b7, Class:  0, CF:0.27895, Len: 10, Fitness_tra: 0
Rule 16: 21221312bb, Class:  4, CF:0.834757, Len: 10, Fitness_tra: 0
Rule 17: 4b422141b7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 2411162714, Class:  4, CF:0.971731, Len: 10, Fitness_tra: 0
Rule 19: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 20: 2477491421, Class:  0, CF:0.149407, Len: 10, Fitness_tra: 0
Rule 21: 17173f7271, Class:  4, CF:0.718208, Len: 10, Fitness_tra: 0
Rule 22: 2211c11721, Class:  0, CF:0.0211364, Len: 10, Fitness_tra: 0
Rule 23: 1174167127, Class:  4, CF:0.912644, Len: 10, Fitness_tra: 0
Rule 24: 44144d7b24, Class:  0, CF:0.233594, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 26: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 28: 722bf627b4, Class:  4, CF:0.998801, Len: 10, Fitness_tra: 0
Rule 29: bb1441bb44, Class:  2, CF:0.000948711, Len: 10, Fitness_tra: 0
Rule 30: 0000e00000, Class:  1, CF:0.00103776, Len:  1, Fitness_tra: 0
Rule 31: b121161b2b, Class:  4, CF:0.975629, Len: 10, Fitness_tra: 0
Rule 32: 2c17c11747, Class:  0, CF:0.626959, Len: 10, Fitness_tra: 0
Rule 33: 721b297217, Class:  0, CF:0.266705, Len: 10, Fitness_tra: 0
Rule 34: 4111234124, Class:  4, CF:0.47816, Len: 10, Fitness_tra: 0
Rule 35: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 144b8e21b7, Class:  0, CF:0.747705, Len: 10, Fitness_tra: 0
Rule 38: 29711521b4, Class:  0, CF:0.794201, Len: 10, Fitness_tra: 0
Rule 39: 21771317b4, Class:  4, CF:0.797148, Len: 10, Fitness_tra: 0
Rule 40: b4b4832244, Class:  0, CF:0.982305, Len: 10, Fitness_tra: 0
Rule 41: 4bb4ce4147, Class:  2, CF:0.53801, Len: 10, Fitness_tra: 0
Rule 42: 2c72164771, Class:  4, CF:0.997216, Len: 10, Fitness_tra: 0
Rule 43: 27bb267417, Class:  4, CF:0.989262, Len: 10, Fitness_tra: 0
Rule 44: 11bb2d71b4, Class:  0, CF:0.583707, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 46: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21b2c54414, Class:  2, CF:0.22359, Len: 10, Fitness_tra: 0
Rule 48: b8441d4b44, Class:  4, CF:0.379738, Len: 10, Fitness_tra: 0
Rule 49: b22b1e2b41, Class:  1, CF:0.578081, Len: 10, Fitness_tra: 0
Rule 50: 4b41817174, Class:  2, CF:0.949971, Len: 10, Fitness_tra: 0
Rule 51: b1174eb421, Class:  2, CF:0.0463313, Len: 10, Fitness_tra: 0
Rule 52: 142b13441b, Class:  4, CF:0.756988, Len: 10, Fitness_tra: 0
Rule 53: 424741124b, Class:  2, CF:0.260319, Len: 10, Fitness_tra: 0
Rule 54: 2247212441, Class:  1, CF:0.300211, Len: 10, Fitness_tra: 0
Rule 55: 242245bbb2, Class:  0, CF:0.501571, Len: 10, Fitness_tra: 0
Rule 56: 1414157217, Class:  0, CF:0.802043, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 58: b2142fbb21, Class:  4, CF:0.978212, Len: 10, Fitness_tra: 0
Rule 59: 12221a4412, Class:  4, CF:0.98305, Len: 10, Fitness_tra: 0
Rule 60: 21b1192717, Class:  2, CF:0.422266, Len: 10, Fitness_tra: 0
Rule 61: 211115474c, Class:  2, CF:0.883332, Len: 10, Fitness_tra: 0
Rule 62: 7111237442, Class:  4, CF:0.665861, Len: 10, Fitness_tra: 0
Rule 63: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 412b817b1b, Class:  0, CF:0.461929, Len: 10, Fitness_tra: 0
Rule 65: 1b771f271b, Class:  4, CF:0.605458, Len: 10, Fitness_tra: 0
Rule 66: 78422341b2, Class:  4, CF:0.783873, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 68: b42411b7b4, Class:  4, CF:0.543901, Len: 10, Fitness_tra: 0
Rule 69: 2444132bb2, Class:  4, CF:0.918529, Len: 10, Fitness_tra: 0
Rule 70: 17b781b744, Class:  0, CF:0.0390645, Len: 10, Fitness_tra: 0
Rule 71: 1171224142, Class:  2, CF:0.360152, Len: 10, Fitness_tra: 0
Rule 72: 11b121b744, Class:  2, CF:0.0324999, Len: 10, Fitness_tra: 0
Rule 73: 2c14c172b1, Class:  0, CF:0.919744, Len: 10, Fitness_tra: 0
Rule 74: 4242c17117, Class:  0, CF:0.307643, Len: 10, Fitness_tra: 0
Rule 75: 45b7194441, Class:  0, CF:0.118103, Len: 10, Fitness_tra: 0
Rule 76: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 137115b722, Class:  2, CF:0.963484, Len: 10, Fitness_tra: 0
Rule 78: 417b214112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 211229b2bc, Class:  2, CF:0.664511, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 83: 7f2113b4b1, Class:  2, CF:0.747585, Len: 10, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 86: 4221161424, Class:  4, CF:0.999254, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 90: 14723f12b4, Class:  4, CF:0.992605, Len: 10, Fitness_tra: 0
Rule 91: 000080000c, Class:  2, CF:0.965883, Len:  2, Fitness_tra: 1
Rule 92: 8c47c14227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b4b1012258, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 94: b22b3627b4, Class:  4, CF:0.998525, Len: 10, Fitness_tra: 0
Rule 95: 11712241c7, Class:  2, CF:0.745205, Len: 10, Fitness_tra: 0
Rule 96: b2141d4b64, Class:  0, CF:0.721337, Len: 10, Fitness_tra: 0
Rule 97: b4000107b4, Class:  4, CF:0.223822, Len:  6, Fitness_tra: 0
Rule 98: 411b5f2241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2448137b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 25b21db717, Class:  0, CF:0.158503, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.1896
------Result------
Miss_rate(tra)	:10.1896
Miss_rate(tst)	:10.2283
ARL				:8.6

------Generation 9------
Rule  1: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 3484
Rule  2: 227711147b, Class:  4, CF:0.255423, Len: 10, Fitness_tra: 0
Rule  3: 7547414221, Class:  2, CF:0.958601, Len: 10, Fitness_tra: 0
Rule  4: b7b1111241, Class:  4, CF:0.194833, Len: 10, Fitness_tra: 0
Rule  5: 2477212272, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 4112114114, Class:  0, CF:0.504406, Len: 10, Fitness_tra: 0
Rule  8: 41b48e7772, Class:  2, CF:0.216024, Len: 10, Fitness_tra: 0
Rule  9: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 10: bb471e7441, Class:  2, CF:0.92889, Len: 10, Fitness_tra: 0
Rule 11: 282b25b114, Class:  0, CF:0.620331, Len: 10, Fitness_tra: 0
Rule 12: 221b267241, Class:  4, CF:0.978336, Len: 10, Fitness_tra: 0
Rule 13: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 14: 2527264471, Class:  4, CF:0.994049, Len: 10, Fitness_tra: 0
Rule 15: 2b17d5b7b7, Class:  0, CF:0.27895, Len: 10, Fitness_tra: 0
Rule 16: 21221312bb, Class:  4, CF:0.834757, Len: 10, Fitness_tra: 0
Rule 17: 4b422141b7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 2411162714, Class:  4, CF:0.971731, Len: 10, Fitness_tra: 0
Rule 19: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 20: 2477491421, Class:  0, CF:0.149407, Len: 10, Fitness_tra: 0
Rule 21: 17173f7271, Class:  4, CF:0.718208, Len: 10, Fitness_tra: 0
Rule 22: 2211c11721, Class:  0, CF:0.0211364, Len: 10, Fitness_tra: 0
Rule 23: 1174167127, Class:  4, CF:0.912644, Len: 10, Fitness_tra: 0
Rule 24: 44144d7b24, Class:  0, CF:0.233594, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 26: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 28: 722bf627b4, Class:  4, CF:0.998801, Len: 10, Fitness_tra: 0
Rule 29: bb1441bb44, Class:  2, CF:0.000948711, Len: 10, Fitness_tra: 0
Rule 30: 0000e00000, Class:  1, CF:0.00103776, Len:  1, Fitness_tra: 0
Rule 31: b121161b2b, Class:  4, CF:0.975629, Len: 10, Fitness_tra: 0
Rule 32: 2c17c11747, Class:  0, CF:0.626959, Len: 10, Fitness_tra: 0
Rule 33: 721b297217, Class:  0, CF:0.266705, Len: 10, Fitness_tra: 0
Rule 34: 4111234124, Class:  4, CF:0.47816, Len: 10, Fitness_tra: 0
Rule 35: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 144b8e21b7, Class:  0, CF:0.747705, Len: 10, Fitness_tra: 0
Rule 38: 29711521b4, Class:  0, CF:0.794201, Len: 10, Fitness_tra: 0
Rule 39: 21771317b4, Class:  4, CF:0.797148, Len: 10, Fitness_tra: 0
Rule 40: b4b4832244, Class:  0, CF:0.982305, Len: 10, Fitness_tra: 0
Rule 41: 4bb4ce4147, Class:  2, CF:0.53801, Len: 10, Fitness_tra: 0
Rule 42: 2c72164771, Class:  4, CF:0.997216, Len: 10, Fitness_tra: 0
Rule 43: 27bb267417, Class:  4, CF:0.989262, Len: 10, Fitness_tra: 0
Rule 44: 11bb2d71b4, Class:  0, CF:0.583707, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 46: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21b2c54414, Class:  2, CF:0.22359, Len: 10, Fitness_tra: 0
Rule 48: b8441d4b44, Class:  4, CF:0.379738, Len: 10, Fitness_tra: 0
Rule 49: b22b1e2b41, Class:  1, CF:0.578081, Len: 10, Fitness_tra: 0
Rule 50: 4b41817174, Class:  2, CF:0.949971, Len: 10, Fitness_tra: 0
Rule 51: b1174eb421, Class:  2, CF:0.0463313, Len: 10, Fitness_tra: 0
Rule 52: 142b13441b, Class:  4, CF:0.756988, Len: 10, Fitness_tra: 0
Rule 53: 424741124b, Class:  2, CF:0.260319, Len: 10, Fitness_tra: 0
Rule 54: 2247212441, Class:  1, CF:0.300211, Len: 10, Fitness_tra: 0
Rule 55: 242245bbb2, Class:  0, CF:0.501571, Len: 10, Fitness_tra: 0
Rule 56: 1414157217, Class:  0, CF:0.802043, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 58: b2142fbb21, Class:  4, CF:0.978212, Len: 10, Fitness_tra: 0
Rule 59: 12221a4412, Class:  4, CF:0.98305, Len: 10, Fitness_tra: 0
Rule 60: 21b1192717, Class:  2, CF:0.422266, Len: 10, Fitness_tra: 0
Rule 61: 211115474c, Class:  2, CF:0.883332, Len: 10, Fitness_tra: 0
Rule 62: 7111237442, Class:  4, CF:0.665861, Len: 10, Fitness_tra: 0
Rule 63: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 412b817b1b, Class:  0, CF:0.461929, Len: 10, Fitness_tra: 0
Rule 65: 1b771f271b, Class:  4, CF:0.605458, Len: 10, Fitness_tra: 0
Rule 66: 78422341b2, Class:  4, CF:0.783873, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 68: b42411b7b4, Class:  4, CF:0.543901, Len: 10, Fitness_tra: 0
Rule 69: 2444132bb2, Class:  4, CF:0.918529, Len: 10, Fitness_tra: 0
Rule 70: 17b781b744, Class:  0, CF:0.0390645, Len: 10, Fitness_tra: 0
Rule 71: 1171224142, Class:  2, CF:0.360152, Len: 10, Fitness_tra: 0
Rule 72: 11b121b744, Class:  2, CF:0.0324999, Len: 10, Fitness_tra: 0
Rule 73: 2c14c172b1, Class:  0, CF:0.919744, Len: 10, Fitness_tra: 0
Rule 74: 4242c17117, Class:  0, CF:0.307643, Len: 10, Fitness_tra: 0
Rule 75: 45b7194441, Class:  0, CF:0.118103, Len: 10, Fitness_tra: 0
Rule 76: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 137115b722, Class:  2, CF:0.963484, Len: 10, Fitness_tra: 0
Rule 78: 417b214112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 211229b2bc, Class:  2, CF:0.664511, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 83: 7f2113b4b1, Class:  2, CF:0.747585, Len: 10, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 86: 4221161424, Class:  4, CF:0.999254, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 90: 14723f12b4, Class:  4, CF:0.992605, Len: 10, Fitness_tra: 0
Rule 91: 000080000c, Class:  2, CF:0.965883, Len:  2, Fitness_tra: 1
Rule 92: 8c47c14227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b4b1012258, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 94: b22b3627b4, Class:  4, CF:0.998525, Len: 10, Fitness_tra: 0
Rule 95: 11712241c7, Class:  2, CF:0.745205, Len: 10, Fitness_tra: 0
Rule 96: b2141d4b64, Class:  0, CF:0.721337, Len: 10, Fitness_tra: 0
Rule 97: b4000107b4, Class:  4, CF:0.223822, Len:  6, Fitness_tra: 0
Rule 98: 411b5f2241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2448137b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 25b21db717, Class:  0, CF:0.158503, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.1896
------Result------
Miss_rate(tra)	:10.1896
Miss_rate(tst)	:10.2283
ARL				:8.6

------Generation 10------
Rule  1: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 3484
Rule  2: 227711147b, Class:  4, CF:0.255423, Len: 10, Fitness_tra: 0
Rule  3: 7547414221, Class:  2, CF:0.958601, Len: 10, Fitness_tra: 0
Rule  4: b7b1111241, Class:  4, CF:0.194833, Len: 10, Fitness_tra: 0
Rule  5: 2477212272, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 4112114114, Class:  0, CF:0.504406, Len: 10, Fitness_tra: 0
Rule  8: 41b48e7772, Class:  2, CF:0.216024, Len: 10, Fitness_tra: 0
Rule  9: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 10: bb471e7441, Class:  2, CF:0.92889, Len: 10, Fitness_tra: 0
Rule 11: 282b25b114, Class:  0, CF:0.620331, Len: 10, Fitness_tra: 0
Rule 12: 221b267241, Class:  4, CF:0.978336, Len: 10, Fitness_tra: 0
Rule 13: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 14: 2527264471, Class:  4, CF:0.994049, Len: 10, Fitness_tra: 0
Rule 15: 2b17d5b7b7, Class:  0, CF:0.27895, Len: 10, Fitness_tra: 0
Rule 16: 21221312bb, Class:  4, CF:0.834757, Len: 10, Fitness_tra: 0
Rule 17: 4b422141b7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 2411162714, Class:  4, CF:0.971731, Len: 10, Fitness_tra: 0
Rule 19: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 20: 2477491421, Class:  0, CF:0.149407, Len: 10, Fitness_tra: 0
Rule 21: 17173f7271, Class:  4, CF:0.718208, Len: 10, Fitness_tra: 0
Rule 22: 2211c11721, Class:  0, CF:0.0211364, Len: 10, Fitness_tra: 0
Rule 23: 1174167127, Class:  4, CF:0.912644, Len: 10, Fitness_tra: 0
Rule 24: 44144d7b24, Class:  0, CF:0.233594, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 26: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 28: 722bf627b4, Class:  4, CF:0.998801, Len: 10, Fitness_tra: 0
Rule 29: bb1441bb44, Class:  2, CF:0.000948711, Len: 10, Fitness_tra: 0
Rule 30: 0000e00000, Class:  1, CF:0.00103776, Len:  1, Fitness_tra: 0
Rule 31: b121161b2b, Class:  4, CF:0.975629, Len: 10, Fitness_tra: 0
Rule 32: 2c17c11747, Class:  0, CF:0.626959, Len: 10, Fitness_tra: 0
Rule 33: 721b297217, Class:  0, CF:0.266705, Len: 10, Fitness_tra: 0
Rule 34: 4111234124, Class:  4, CF:0.47816, Len: 10, Fitness_tra: 0
Rule 35: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 144b8e21b7, Class:  0, CF:0.747705, Len: 10, Fitness_tra: 0
Rule 38: 29711521b4, Class:  0, CF:0.794201, Len: 10, Fitness_tra: 0
Rule 39: 21771317b4, Class:  4, CF:0.797148, Len: 10, Fitness_tra: 0
Rule 40: b4b4832244, Class:  0, CF:0.982305, Len: 10, Fitness_tra: 0
Rule 41: 4bb4ce4147, Class:  2, CF:0.53801, Len: 10, Fitness_tra: 0
Rule 42: 2c72164771, Class:  4, CF:0.997216, Len: 10, Fitness_tra: 0
Rule 43: 27bb267417, Class:  4, CF:0.989262, Len: 10, Fitness_tra: 0
Rule 44: 11bb2d71b4, Class:  0, CF:0.583707, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 46: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21b2c54414, Class:  2, CF:0.22359, Len: 10, Fitness_tra: 0
Rule 48: b8441d4b44, Class:  4, CF:0.379738, Len: 10, Fitness_tra: 0
Rule 49: b22b1e2b41, Class:  1, CF:0.578081, Len: 10, Fitness_tra: 0
Rule 50: 4b41817174, Class:  2, CF:0.949971, Len: 10, Fitness_tra: 0
Rule 51: b1174eb421, Class:  2, CF:0.0463313, Len: 10, Fitness_tra: 0
Rule 52: 142b13441b, Class:  4, CF:0.756988, Len: 10, Fitness_tra: 0
Rule 53: 424741124b, Class:  2, CF:0.260319, Len: 10, Fitness_tra: 0
Rule 54: 2247212441, Class:  1, CF:0.300211, Len: 10, Fitness_tra: 0
Rule 55: 242245bbb2, Class:  0, CF:0.501571, Len: 10, Fitness_tra: 0
Rule 56: 1414157217, Class:  0, CF:0.802043, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 58: b2142fbb21, Class:  4, CF:0.978212, Len: 10, Fitness_tra: 0
Rule 59: 12221a4412, Class:  4, CF:0.98305, Len: 10, Fitness_tra: 0
Rule 60: 21b1192717, Class:  2, CF:0.422266, Len: 10, Fitness_tra: 0
Rule 61: 211115474c, Class:  2, CF:0.883332, Len: 10, Fitness_tra: 0
Rule 62: 7111237442, Class:  4, CF:0.665861, Len: 10, Fitness_tra: 0
Rule 63: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 412b817b1b, Class:  0, CF:0.461929, Len: 10, Fitness_tra: 0
Rule 65: 1b771f271b, Class:  4, CF:0.605458, Len: 10, Fitness_tra: 0
Rule 66: 78422341b2, Class:  4, CF:0.783873, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 68: b42411b7b4, Class:  4, CF:0.543901, Len: 10, Fitness_tra: 0
Rule 69: 2444132bb2, Class:  4, CF:0.918529, Len: 10, Fitness_tra: 0
Rule 70: 17b781b744, Class:  0, CF:0.0390645, Len: 10, Fitness_tra: 0
Rule 71: 1171224142, Class:  2, CF:0.360152, Len: 10, Fitness_tra: 0
Rule 72: 11b121b744, Class:  2, CF:0.0324999, Len: 10, Fitness_tra: 0
Rule 73: 2c14c172b1, Class:  0, CF:0.919744, Len: 10, Fitness_tra: 0
Rule 74: 4242c17117, Class:  0, CF:0.307643, Len: 10, Fitness_tra: 0
Rule 75: 45b7194441, Class:  0, CF:0.118103, Len: 10, Fitness_tra: 0
Rule 76: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 137115b722, Class:  2, CF:0.963484, Len: 10, Fitness_tra: 0
Rule 78: 417b214112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 211229b2bc, Class:  2, CF:0.664511, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:0.795751, Len:  0, Fitness_tra: 0
