------Generation 0------
Rule  1: d152118811811121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000060000d002, Class:  1, CF:0.0166007, Len:  3, Fitness_tra: 0
Rule 74: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 128124cd41c4121122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 2121c4211821c82c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3e6511979311311351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11d422c5131c1c1418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: d00080000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000080502, Class:  0, CF:0.853415, Len:  3, Fitness_tra: 0
Rule 83: 525121218111411511, Class:  1, CF:0.551995, Len: 18, Fitness_tra: 0
Rule 84: 1111229151d1111111, Class:  0, CF:0.664454, Len: 18, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000b0000000000, Class:  1, CF:0.318876, Len:  1, Fitness_tra: -61
Rule 87: 155212882d81141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00e000000000000000, Class:  1, CF:0.420765, Len:  1, Fitness_tra: -4
Rule 89: 51112b81c258122d13, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1111112111c15147c8, Class:  1, CF:0.625475, Len: 18, Fitness_tra: 0
Rule 92: 0cd020257088045002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5c000408010d011003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000000000003cd0e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000020000000000, Class:  0, CF:0.109509, Len:  1, Fitness_tra: 13
Rule 96: 809c14131274a2d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 019070200001000000, Class:  1, CF:0.510594, Len:  5, Fitness_tra: 0
Rule 98: 895800054004d10019, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0e0000000000000100, Class:  0, CF:0.0913256, Len:  2, Fitness_tra: 0
Rule100: 0000000000000021d1, Class:  0, CF:0.124739, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.1656
------Result------
Miss_rate(tra)	:34.1656
Miss_rate(tst)	:22.3529
ARL				:7.73171

------Generation 8------
Rule  1: 000000003000000002, Class:  0, CF:0.183228, Len:  2, Fitness_tra: 101
Rule  2: 000000000000000030, Class:  0, CF:0.214861, Len:  1, Fitness_tra: 82
Rule  3: 00000000000000000a, Class:  0, CF:0.392729, Len:  1, Fitness_tra: 70
Rule  4: 000000000000006000, Class:  0, CF:0.0835037, Len:  1, Fitness_tra: 11
Rule  5: 000000050000000000, Class:  0, CF:0.158784, Len:  1, Fitness_tra: 8
Rule  6: 000000000090000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  7: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule  8: 000000000b00000000, Class:  0, CF:0.0739152, Len:  1, Fitness_tra: 4
Rule  9: 000000000d000c0030, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 000000000000000055, Class:  1, CF:0.0075794, Len:  2, Fitness_tra: 0
Rule 11: 000000000000c40008, Class:  1, CF:0.0694449, Len:  3, Fitness_tra: 0
Rule 12: 0000000c000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 52112421b121111113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 14: 8152148541c4d12715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000500080000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 171c14131474121113, Class:  0, CF:0.642141, Len: 18, Fitness_tra: 0
Rule 18: 2114418d212cd11125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000005000000000, Class:  1, CF:0.051466, Len:  1, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1115245c1155911115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 811c22194c12222291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1222111e114b421115, Class:  0, CF:0.946617, Len: 18, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1311c21251dd581155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00005b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000000000000d0, Class:  0, CF:0.0460788, Len:  1, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 829c122312122b1131, Class:  1, CF:0.11425, Len: 18, Fitness_tra: 0
Rule 32: 800000011180012280, Class:  1, CF:0.530165, Len:  9, Fitness_tra: 0
Rule 33: 122121c3b8272411d3, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 81d127212814121222, Class:  1, CF:0.274934, Len: 18, Fitness_tra: 0
Rule 38: 112522c1251c871413, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 39: 0000000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 51d124251d88215182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 090000000500000000, Class:  1, CF:0.0108718, Len:  2, Fitness_tra: 0
Rule 44: 966111e71651121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5cd81428c128111233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1192742d43c1142128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 55511411118c821723, Class:  0, CF:0.969249, Len: 18, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d00b00000000050004, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 811114c5421c1c1182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000005000000000, Class:  1, CF:0.051466, Len:  1, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5111225491d1e44252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 119527119d111121d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1d8121c51841122522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: cd8c27154581128181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c181471d428411448c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0908000000009700d9, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 63: 2124171d181c11218c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1d8c27c121c1111211, Class:  1, CF:0.214443, Len: 18, Fitness_tra: 0
Rule 65: 11544b294881d8112b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 07c0000000b0480004, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 67: 2211172111221411e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 31681214111e382184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c852172581cc111d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000060000d002, Class:  1, CF:0.0166007, Len:  3, Fitness_tra: 0
Rule 74: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 128124cd41c4121122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 2121c4211821c82c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3e6511979311311351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11d422c5131c1c1418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: d00080000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000080502, Class:  0, CF:0.853415, Len:  3, Fitness_tra: 0
Rule 83: 525121218111411511, Class:  1, CF:0.551995, Len: 18, Fitness_tra: 0
Rule 84: 1111229151d1111111, Class:  0, CF:0.664454, Len: 18, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000b0000000000, Class:  1, CF:0.318876, Len:  1, Fitness_tra: -61
Rule 87: 155212882d81141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00e000000000000000, Class:  1, CF:0.420765, Len:  1, Fitness_tra: -4
Rule 89: 51112b81c258122d13, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1111112111c15147c8, Class:  1, CF:0.625475, Len: 18, Fitness_tra: 0
Rule 92: 0cd020257088045002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5c000408010d011003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000000000003cd0e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000020000000000, Class:  0, CF:0.109509, Len:  1, Fitness_tra: 13
Rule 96: 809c14131274a2d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 019070200001000000, Class:  1, CF:0.510594, Len:  5, Fitness_tra: 0
Rule 98: 895800054004d10019, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0e0000000000000100, Class:  0, CF:0.0913256, Len:  2, Fitness_tra: 0
Rule100: 0000000000000021d1, Class:  0, CF:0.124739, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.1656
------Result------
Miss_rate(tra)	:34.1656
Miss_rate(tst)	:22.3529
ARL				:7.73171

------Generation 9------
Rule  1: 000000003000000002, Class:  0, CF:0.183228, Len:  2, Fitness_tra: 101
Rule  2: 000000000000000030, Class:  0, CF:0.214861, Len:  1, Fitness_tra: 82
Rule  3: 00000000000000000a, Class:  0, CF:0.392729, Len:  1, Fitness_tra: 70
Rule  4: 000000000000006000, Class:  0, CF:0.0835037, Len:  1, Fitness_tra: 11
Rule  5: 000000050000000000, Class:  0, CF:0.158784, Len:  1, Fitness_tra: 8
Rule  6: 000000000090000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  7: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule  8: 000000000b00000000, Class:  0, CF:0.0739152, Len:  1, Fitness_tra: 4
Rule  9: 000000000d000c0030, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 000000000000000055, Class:  1, CF:0.0075794, Len:  2, Fitness_tra: 0
Rule 11: 000000000000c40008, Class:  1, CF:0.0694449, Len:  3, Fitness_tra: 0
Rule 12: 0000000c000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 52112421b121111113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 14: 8152148541c4d12715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000500080000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 171c14131474121113, Class:  0, CF:0.642141, Len: 18, Fitness_tra: 0
Rule 18: 2114418d212cd11125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000005000000000, Class:  1, CF:0.051466, Len:  1, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1115245c1155911115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 811c22194c12222291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1222111e114b421115, Class:  0, CF:0.946617, Len: 18, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1311c21251dd581155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00005b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000000000000d0, Class:  0, CF:0.0460788, Len:  1, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 829c122312122b1131, Class:  1, CF:0.11425, Len: 18, Fitness_tra: 0
Rule 32: 800000011180012280, Class:  1, CF:0.530165, Len:  9, Fitness_tra: 0
Rule 33: 122121c3b8272411d3, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 81d127212814121222, Class:  1, CF:0.274934, Len: 18, Fitness_tra: 0
Rule 38: 112522c1251c871413, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 39: 0000000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 51d124251d88215182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 090000000500000000, Class:  1, CF:0.0108718, Len:  2, Fitness_tra: 0
Rule 44: 966111e71651121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5cd81428c128111233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1192742d43c1142128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 55511411118c821723, Class:  0, CF:0.969249, Len: 18, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d00b00000000050004, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 811114c5421c1c1182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000005000000000, Class:  1, CF:0.051466, Len:  1, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5111225491d1e44252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 119527119d111121d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1d8121c51841122522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: cd8c27154581128181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c181471d428411448c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0908000000009700d9, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 63: 2124171d181c11218c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1d8c27c121c1111211, Class:  1, CF:0.214443, Len: 18, Fitness_tra: 0
Rule 65: 11544b294881d8112b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 07c0000000b0480004, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 67: 2211172111221411e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 31681214111e382184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c852172581cc111d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000060000d002, Class:  1, CF:0.0166007, Len:  3, Fitness_tra: 0
Rule 74: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 128124cd41c4121122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 2121c4211821c82c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3e6511979311311351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11d422c5131c1c1418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: d00080000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000080502, Class:  0, CF:0.853415, Len:  3, Fitness_tra: 0
Rule 83: 525121218111411511, Class:  1, CF:0.551995, Len: 18, Fitness_tra: 0
Rule 84: 1111229151d1111111, Class:  0, CF:0.664454, Len: 18, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000b0000000000, Class:  1, CF:0.318876, Len:  1, Fitness_tra: -61
Rule 87: 155212882d81141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00e000000000000000, Class:  1, CF:0.420765, Len:  1, Fitness_tra: -4
Rule 89: 51112b81c258122d13, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1111112111c15147c8, Class:  1, CF:0.625475, Len: 18, Fitness_tra: 0
Rule 92: 0cd020257088045002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5c000408010d011003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000000000003cd0e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000020000000000, Class:  0, CF:0.109509, Len:  1, Fitness_tra: 13
Rule 96: 809c14131274a2d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 019070200001000000, Class:  1, CF:0.510594, Len:  5, Fitness_tra: 0
Rule 98: 895800054004d10019, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0e0000000000000100, Class:  0, CF:0.0913256, Len:  2, Fitness_tra: 0
Rule100: 0000000000000021d1, Class:  0, CF:0.124739, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.1656
------Result------
Miss_rate(tra)	:34.1656
Miss_rate(tst)	:22.3529
ARL				:7.73171

------Generation 10------
Rule  1: 000000003000000002, Class:  0, CF:0.183228, Len:  2, Fitness_tra: 101
Rule  2: 000000000000000030, Class:  0, CF:0.214861, Len:  1, Fitness_tra: 82
Rule  3: 00000000000000000a, Class:  0, CF:0.392729, Len:  1, Fitness_tra: 70
Rule  4: 000000000000006000, Class:  0, CF:0.0835037, Len:  1, Fitness_tra: 11
Rule  5: 000000050000000000, Class:  0, CF:0.158784, Len:  1, Fitness_tra: 8
Rule  6: 000000000090000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 10
Rule  7: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 6
Rule  8: 000000000b00000000, Class:  0, CF:0.0739152, Len:  1, Fitness_tra: 4
Rule  9: 000000000d000c0030, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 000000000000000055, Class:  1, CF:0.0075794, Len:  2, Fitness_tra: 0
Rule 11: 000000000000c40008, Class:  1, CF:0.0694449, Len:  3, Fitness_tra: 0
Rule 12: 0000000c000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 52112421b121111113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 14: 8152148541c4d12715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000500080000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 171c14131474121113, Class:  0, CF:0.642141, Len: 18, Fitness_tra: 0
Rule 18: 2114418d212cd11125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000005000000000, Class:  1, CF:0.051466, Len:  1, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1115245c1155911115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 811c22194c12222291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1222111e114b421115, Class:  0, CF:0.946617, Len: 18, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1311c21251dd581155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00005b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000000000000d0, Class:  0, CF:0.0460788, Len:  1, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 829c122312122b1131, Class:  1, CF:0.11425, Len: 18, Fitness_tra: 0
Rule 32: 800000011180012280, Class:  1, CF:0.530165, Len:  9, Fitness_tra: 0
Rule 33: 122121c3b8272411d3, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 81d127212814121222, Class:  1, CF:0.274934, Len: 18, Fitness_tra: 0
Rule 38: 112522c1251c871413, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 39: 0000000000000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 51d124251d88215182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 090000000500000000, Class:  1, CF:0.0108718, Len:  2, Fitness_tra: 0
Rule 44: 966111e71651121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5cd81428c128111233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1192742d43c1142128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 55511411118c821723, Class:  0, CF:0.969249, Len: 18, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d00b00000000050004, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 811114c5421c1c1182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000005000000000, Class:  1, CF:0.051466, Len:  1, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5111225491d1e44252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 119527119d111121d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1d8121c51841122522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: cd8c27154581128181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c181471d428411448c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0908000000009700d9, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 63: 2124171d181c11218c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1d8c27c121c1111211, Class:  1, CF:0.214443, Len: 18, Fitness_tra: 0
Rule 65: 11544b294881d8112b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 07c0000000b0480004, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 67: 2211172111221411e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 31681214111e382184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c852172581cc111d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000060000d002, Class:  1, CF:0.0166007, Len:  3, Fitness_tra: 0
Rule 74: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 128124cd41c4121122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 2121c4211821c82c55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
