------Generation 0------
Rule  1: 58877175481bc21282, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1292124142421228e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9111413459111c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000060000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 161114129113111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000b0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: c1111185c52c18112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 111c128d89c21817c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000007e007b000400, Class:  0, CF:0.229317, Len:  5, Fitness_tra: 1
Rule 84: 0000c0000000000000, Class:  2, CF:0.353801, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1c24141e15cb8c1222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 551c428d1112822515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00e00c004044000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1914448d2118dcb182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5e1178cc8921d81111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000c0e000000003008, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 93: 0e0000801000000000, Class:  3, CF:0.255742, Len:  3, Fitness_tra: 5
Rule 94: 001000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 005000009000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 20
Rule 96: 5d5272858511d422c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 006000000000000000, Class:  0, CF:0.0755482, Len:  1, Fitness_tra: 14
Rule 98: c0000e0e000b000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000b00700d050100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: c00000060000000000, Class:  3, CF:0.0918497, Len:  2, Fitness_tra: -6
------Current------
Miss_rate(tra)	:59.6939
------Result------
Miss_rate(tra)	:59.6939
Miss_rate(tst)	:55.9524
ARL				:4.27273

------Generation 7------
Rule  1: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 26
Rule  2: 005000009000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 16
Rule  3: 006000000000000000, Class:  0, CF:0.0755482, Len:  1, Fitness_tra: -1
Rule  4: e00240000000000000, Class:  1, CF:0.74974, Len:  3, Fitness_tra: 13
Rule  5: 000000d0200000d800, Class:  1, CF:0.761628, Len:  4, Fitness_tra: 10
Rule  6: c000000e007b000000, Class:  0, CF:0.66748, Len:  4, Fitness_tra: 0
Rule  7: 0e0000801000000000, Class:  3, CF:0.255742, Len:  3, Fitness_tra: 17
Rule  8: 00c0007e000b0000d0, Class:  0, CF:0.56498, Len:  5, Fitness_tra: 0
Rule  9: 58877175481bc21282, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 10: 000008000000000000, Class:  0, CF:0.515152, Len:  1, Fitness_tra: 1
Rule 11: 251c4411c1145152c1, Class:  1, CF:0.741185, Len: 18, Fitness_tra: 0
Rule 12: 0000007e007b000400, Class:  0, CF:0.229317, Len:  5, Fitness_tra: 0
Rule 13: 000c0e000000003008, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 000000000000000080, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2d521185851c1c22cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 53121412d155188112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: c0070006000000c060, Class:  2, CF:0.902807, Len:  5, Fitness_tra: 0
Rule 21: 200000000000000500, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 044000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 28842181c122d12221, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11572b1141c2551241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c000000000000000c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 85127185181c111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1168221256113c8181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 13e127111111181152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000c00000000003088, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 161874141911111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c00000000cb0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000000000a000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 39: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000003000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 44: 00008c003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000c00800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 521172c58121d82147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1252472122122c2251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00f080000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 81311c15cd882415c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000b00000400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 005000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00d000000000040008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e00000000020e00000, Class:  2, CF:0.907199, Len:  3, Fitness_tra: 0
Rule 62: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 88c77129221c181174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d40000000000700000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000c000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13a114529115111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 82142b292112852121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1292124142421228e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9111413459111c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000060000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 161114129113111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000b0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5135111181151c1235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: b000000000000000b0, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000200000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000d00, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 151112c1c1481215c2, Class:  3, CF:0.0794972, Len: 18, Fitness_tra: 0
Rule 87: 0000c0000000000000, Class:  2, CF:0.353801, Len:  0, Fitness_tra: 0
Rule 88: 2d341281c11852c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 51512181411251c511, Class:  1, CF:0.486808, Len: 18, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 50e000004044003000, Class:  1, CF:0.122982, Len:  6, Fitness_tra: 1
Rule 92: 00020000000d000003, Class:  2, CF:0.824729, Len:  3, Fitness_tra: 13
Rule 93: c01c00960010002015, Class:  3, CF:0.313121, Len:  9, Fitness_tra: -1
Rule 94: 0000041e1508050122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: c00000000c00020000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000c0000000000000, Class:  2, CF:0.353801, Len:  0, Fitness_tra: 0
Rule 98: c00000001cb0000000, Class:  0, CF:0.0531706, Len:  4, Fitness_tra: -50
Rule 99: 08c771092210185178, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00c00079000b000000, Class:  0, CF:0.355948, Len:  4, Fitness_tra: 4
------Current------
Miss_rate(tra)	:54.9745
------Result------
Miss_rate(tra)	:54.9745
Miss_rate(tst)	:52.381
ARL				:5.80769

------Generation 8------
Rule  1: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 29
Rule  2: 0e0000801000000000, Class:  3, CF:0.255742, Len:  3, Fitness_tra: 17
Rule  3: 005000009000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 16
Rule  4: e00240000000000000, Class:  1, CF:0.74974, Len:  3, Fitness_tra: 13
Rule  5: 00020000000d000003, Class:  2, CF:0.824729, Len:  3, Fitness_tra: 14
Rule  6: 000000d0200000d800, Class:  1, CF:0.761628, Len:  4, Fitness_tra: 10
Rule  7: 00c00079000b000000, Class:  0, CF:0.355948, Len:  4, Fitness_tra: 0
Rule  8: 50e000004044003000, Class:  1, CF:0.122982, Len:  6, Fitness_tra: 1
Rule  9: 000008000000000000, Class:  0, CF:0.515152, Len:  1, Fitness_tra: -1
Rule 10: 000c0e000000003008, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 11: 00c0007e000b0000d0, Class:  0, CF:0.56498, Len:  5, Fitness_tra: 0
Rule 12: 0000007e007b000400, Class:  0, CF:0.229317, Len:  5, Fitness_tra: 0
Rule 13: 58877175481bc21282, Class:  0, CF:  1, Len: 18, Fitness_tra: 2
Rule 14: 000000000000000080, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2d521185851c1c22cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 53121412d155188112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: c0070006000000c060, Class:  2, CF:0.902807, Len:  5, Fitness_tra: 0
Rule 21: 200000000000000500, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 044000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 28842181c122d12221, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11572b1141c2551241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c000000000000000c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 85127185181c111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1168221256113c8181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 13e127111111181152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000c00000000003088, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 161874141911111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c00000000cb0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000000000a000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 39: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000003000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 44: 00008c003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000c00800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 521172c58121d82147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1252472122122c2251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00f080000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 81311c15cd882415c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000b00000400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 005000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00d000000000040008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e00000000020e00000, Class:  2, CF:0.907199, Len:  3, Fitness_tra: 0
Rule 62: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 88c77129221c181174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d40000000000700000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000c000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13a114529115111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 82142b292112852121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1292124142421228e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9111413459111c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000060000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 161114129113111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000b0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000000000c0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 111121232118154121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2254111948c488112b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000090000000000, Class:  0, CF:0.391007, Len:  1, Fitness_tra: 38
Rule 88: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 151211212111582228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 41002080401200c000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00b000004000003000, Class:  2, CF:0.21614, Len:  3, Fitness_tra: 44
Rule 93: 0200b0060000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c0000000000000c000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 200000000020000506, Class:  2, CF:0.963876, Len:  4, Fitness_tra: -2
Rule 96: 91114134591c1c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000004101008000002, Class:  1, CF:0.0336875, Len:  5, Fitness_tra: -16
Rule 98: 0d000000000000a000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 004500000000000000, Class:  0, CF:0.472562, Len:  2, Fitness_tra: 0
Rule100: 810107111110181000, Class:  0, CF:0.264341, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.7857
------Result------
Miss_rate(tra)	:51.7857
Miss_rate(tst)	:48.8095
ARL				:4.24

------Generation 9------
Rule  1: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 29
Rule  2: 0e0000801000000000, Class:  3, CF:0.255742, Len:  3, Fitness_tra: 17
Rule  3: 005000009000000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 16
Rule  4: e00240000000000000, Class:  1, CF:0.74974, Len:  3, Fitness_tra: 13
Rule  5: 00020000000d000003, Class:  2, CF:0.824729, Len:  3, Fitness_tra: 14
Rule  6: 000000d0200000d800, Class:  1, CF:0.761628, Len:  4, Fitness_tra: 10
Rule  7: 00c00079000b000000, Class:  0, CF:0.355948, Len:  4, Fitness_tra: 0
Rule  8: 50e000004044003000, Class:  1, CF:0.122982, Len:  6, Fitness_tra: 1
Rule  9: 000008000000000000, Class:  0, CF:0.515152, Len:  1, Fitness_tra: -1
Rule 10: 000c0e000000003008, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 11: 00c0007e000b0000d0, Class:  0, CF:0.56498, Len:  5, Fitness_tra: 0
Rule 12: 0000007e007b000400, Class:  0, CF:0.229317, Len:  5, Fitness_tra: 0
Rule 13: 58877175481bc21282, Class:  0, CF:  1, Len: 18, Fitness_tra: 2
Rule 14: 000000000000000080, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2d521185851c1c22cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 53121412d155188112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: c0070006000000c060, Class:  2, CF:0.902807, Len:  5, Fitness_tra: 0
Rule 21: 200000000000000500, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 044000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 28842181c122d12221, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11572b1141c2551241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c000000000000000c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 85127185181c111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1168221256113c8181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 13e127111111181152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000c00000000003088, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 161874141911111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c00000000cb0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000000000a000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 39: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000003000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000c0000000000000, Class:  2, CF:0.353801, Len:  1, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 44: 00008c003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000c00800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 521172c58121d82147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1252472122122c2251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00f080000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 81311c15cd882415c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000b00000400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 005000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00d000000000040008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e00000000020e00000, Class:  2, CF:0.907199, Len:  3, Fitness_tra: 0
Rule 62: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 88c77129221c181174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d40000000000700000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000c000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13a114529115111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 82142b292112852121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1292124142421228e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9111413459111c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000060000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
