------Generation 0------
Rule  1: 9312243299d39811d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 830120000600001181, Class:  2, CF:0.174977, Len:  9, Fitness_tra: -12
Rule 94: dd3d1a559d84121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1212112918c4521511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 130800300e363010c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1100020000d0110080, Class:  0, CF:0.0100444, Len:  7, Fitness_tra: -7
Rule 98: 139127520000001200, Class:  3, CF:0.0195252, Len: 10, Fitness_tra: -1
Rule 99: 000000001000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 002080000000000000, Class:  0, CF:0.451411, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.7806
------Result------
Miss_rate(tra)	:57.7806
Miss_rate(tst)	:58.3333
ARL				:5.92593

------Generation 8------
Rule  1: 141411291412121211, Class:  0, CF:0.0843209, Len: 18, Fitness_tra: 0
Rule  2: 0000c0000000000b00, Class:  2, CF:0.221351, Len:  2, Fitness_tra: 20
Rule  3: d0200b0040000c0000, Class:  2, CF:  1, Len:  5, Fitness_tra: 23
Rule  4: 023100010003520110, Class:  2, CF:  1, Len:  9, Fitness_tra: 4
Rule  5: 090000000001000001, Class:  3, CF:0.0733826, Len:  3, Fitness_tra: 6
Rule  6: 00e000000900000009, Class:  1, CF:0.869112, Len:  3, Fitness_tra: 5
Rule  7: 0000c0000000000400, Class:  2, CF:0.183784, Len:  2, Fitness_tra: 3
Rule  8: 00000c004000000000, Class:  2, CF:0.559322, Len:  2, Fitness_tra: 2
Rule  9: 000080000000000000, Class:  0, CF:0.343023, Len:  1, Fitness_tra: 1
Rule 10: c0070006000000c060, Class:  2, CF:0.902807, Len:  5, Fitness_tra: 1
Rule 11: 000000000000000980, Class:  1, CF:0.171363, Len:  2, Fitness_tra: 3
Rule 12: 251c248143c212158d, Class:  1, CF:  1, Len: 18, Fitness_tra: 1
Rule 13: 000000000000090007, Class:  0, CF:0.275168, Len:  2, Fitness_tra: 1
Rule 14: 0000800040000c0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 15: 9312243299d39811d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 3165143c311d121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1282142d18c4512511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 02000c004040000000, Class:  2, CF:0.836014, Len:  4, Fitness_tra: 0
Rule 21: 5515c282151c121195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 51111b1111181421e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1368b73b6e363812c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0004000000070b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: cd841215cd82521211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 69f000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 521c17194147211163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d00b00000000000004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000009, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: c000000000000000c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 139527523351311251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1a32b21b1e96a251cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e16524e453d9949381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 002080004000000000, Class:  0, CF:0.477652, Len:  3, Fitness_tra: 0
Rule 52: 003000000000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 811142c528c1521127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: dd9281151d84121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000000000080d0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000270000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 519c1cc58118171115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115cc18dc1c2141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1121412548112811c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 63: 00f000000000000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 181417c34d88511424, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000c0000400800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 12d2c4131112121131, Class:  3, CF:0.403217, Len: 18, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 113122e1e6d911218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 78: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000c0000070b0c00a, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 1552221dc1c2541193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000c00000000003088, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 881c272975c7511791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000000002d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 25844481c814514711, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 331121915359143219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000d0000000000, Class:  0, CF:0.0602277, Len:  1, Fitness_tra: -38
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000c0000000000800, Class:  2, CF:0.0705831, Len:  2, Fitness_tra: 0
Rule 91: 000700000000000180, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000000500090000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 93: 830120000600001181, Class:  2, CF:0.174977, Len:  9, Fitness_tra: -12
Rule 94: dd3d1a559d84121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1212112918c4521511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 130800300e363010c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1100020000d0110080, Class:  0, CF:0.0100444, Len:  7, Fitness_tra: -7
Rule 98: 139127520000001200, Class:  3, CF:0.0195252, Len: 10, Fitness_tra: -1
Rule 99: 000000001000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 002080000000000000, Class:  0, CF:0.451411, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.7806
------Result------
Miss_rate(tra)	:57.7806
Miss_rate(tst)	:58.3333
ARL				:5.92593

------Generation 9------
Rule  1: 141411291412121211, Class:  0, CF:0.0843209, Len: 18, Fitness_tra: 0
Rule  2: 0000c0000000000b00, Class:  2, CF:0.221351, Len:  2, Fitness_tra: 20
Rule  3: d0200b0040000c0000, Class:  2, CF:  1, Len:  5, Fitness_tra: 23
Rule  4: 023100010003520110, Class:  2, CF:  1, Len:  9, Fitness_tra: 4
Rule  5: 090000000001000001, Class:  3, CF:0.0733826, Len:  3, Fitness_tra: 6
Rule  6: 00e000000900000009, Class:  1, CF:0.869112, Len:  3, Fitness_tra: 5
Rule  7: 0000c0000000000400, Class:  2, CF:0.183784, Len:  2, Fitness_tra: 3
Rule  8: 00000c004000000000, Class:  2, CF:0.559322, Len:  2, Fitness_tra: 2
Rule  9: 000080000000000000, Class:  0, CF:0.343023, Len:  1, Fitness_tra: 1
Rule 10: c0070006000000c060, Class:  2, CF:0.902807, Len:  5, Fitness_tra: 1
Rule 11: 000000000000000980, Class:  1, CF:0.171363, Len:  2, Fitness_tra: 3
Rule 12: 251c248143c212158d, Class:  1, CF:  1, Len: 18, Fitness_tra: 1
Rule 13: 000000000000090007, Class:  0, CF:0.275168, Len:  2, Fitness_tra: 1
Rule 14: 0000800040000c0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 15: 9312243299d39811d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 3165143c311d121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1282142d18c4512511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 02000c004040000000, Class:  2, CF:0.836014, Len:  4, Fitness_tra: 0
Rule 21: 5515c282151c121195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 51111b1111181421e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1368b73b6e363812c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0004000000070b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: cd841215cd82521211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 69f000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 521c17194147211163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d00b00000000000004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000009, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: c000000000000000c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 139527523351311251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1a32b21b1e96a251cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e16524e453d9949381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 002080004000000000, Class:  0, CF:0.477652, Len:  3, Fitness_tra: 0
Rule 52: 003000000000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 811142c528c1521127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: dd9281151d84121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000000000080d0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000270000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 519c1cc58118171115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115cc18dc1c2141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1121412548112811c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 63: 00f000000000000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 181417c34d88511424, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000c0000400800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 12d2c4131112121131, Class:  3, CF:0.403217, Len: 18, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 113122e1e6d911218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 78: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000c0000070b0c00a, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 1552221dc1c2541193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000c00000000003088, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 881c272975c7511791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000000002d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 25844481c814514711, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 331121915359143219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000d0000000000, Class:  0, CF:0.0602277, Len:  1, Fitness_tra: -38
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000c0000000000800, Class:  2, CF:0.0705831, Len:  2, Fitness_tra: 0
Rule 91: 000700000000000180, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000000500090000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 93: 830120000600001181, Class:  2, CF:0.174977, Len:  9, Fitness_tra: -12
Rule 94: dd3d1a559d84121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1212112918c4521511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 130800300e363010c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1100020000d0110080, Class:  0, CF:0.0100444, Len:  7, Fitness_tra: -7
Rule 98: 139127520000001200, Class:  3, CF:0.0195252, Len: 10, Fitness_tra: -1
Rule 99: 000000001000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 002080000000000000, Class:  0, CF:0.451411, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.7806
------Result------
Miss_rate(tra)	:57.7806
Miss_rate(tst)	:58.3333
ARL				:5.92593

------Generation 10------
Rule  1: 141411291412121211, Class:  0, CF:0.0843209, Len: 18, Fitness_tra: 0
Rule  2: 0000c0000000000b00, Class:  2, CF:0.221351, Len:  2, Fitness_tra: 20
Rule  3: d0200b0040000c0000, Class:  2, CF:  1, Len:  5, Fitness_tra: 23
Rule  4: 023100010003520110, Class:  2, CF:  1, Len:  9, Fitness_tra: 4
Rule  5: 090000000001000001, Class:  3, CF:0.0733826, Len:  3, Fitness_tra: 6
Rule  6: 00e000000900000009, Class:  1, CF:0.869112, Len:  3, Fitness_tra: 5
Rule  7: 0000c0000000000400, Class:  2, CF:0.183784, Len:  2, Fitness_tra: 3
Rule  8: 00000c004000000000, Class:  2, CF:0.559322, Len:  2, Fitness_tra: 2
Rule  9: 000080000000000000, Class:  0, CF:0.343023, Len:  1, Fitness_tra: 1
Rule 10: c0070006000000c060, Class:  2, CF:0.902807, Len:  5, Fitness_tra: 1
Rule 11: 000000000000000980, Class:  1, CF:0.171363, Len:  2, Fitness_tra: 3
Rule 12: 251c248143c212158d, Class:  1, CF:  1, Len: 18, Fitness_tra: 1
Rule 13: 000000000000090007, Class:  0, CF:0.275168, Len:  2, Fitness_tra: 1
Rule 14: 0000800040000c0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 15: 9312243299d39811d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 3165143c311d121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1282142d18c4512511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 02000c004040000000, Class:  2, CF:0.836014, Len:  4, Fitness_tra: 0
Rule 21: 5515c282151c121195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 51111b1111181421e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1368b73b6e363812c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0004000000070b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: cd841215cd82521211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 69f000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 521c17194147211163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d00b00000000000004, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000009, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: c000000000000000c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 139527523351311251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1a32b21b1e96a251cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e16524e453d9949381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 002080004000000000, Class:  0, CF:0.477652, Len:  3, Fitness_tra: 0
Rule 52: 003000000000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 811142c528c1521127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: dd9281151d84121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000000000080d0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000270000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 519c1cc58118171115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115cc18dc1c2141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1121412548112811c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 63: 00f000000000000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 181417c34d88511424, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000c0000400800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 12d2c4131112121131, Class:  3, CF:0.403217, Len: 18, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 400000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 113122e1e6d911218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000c004040003000, Class:  2, CF:0.733602, Len:  4, Fitness_tra: 0
Rule 78: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000c0000070b0c00a, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 1552221dc1c2541193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000c00000000003088, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 881c272975c7511791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000000002d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 25844481c814514711, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 331121915359143219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000d0000000000, Class:  0, CF:0.0602277, Len:  1, Fitness_tra: -38
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000c0000000000800, Class:  2, CF:0.0705831, Len:  2, Fitness_tra: 0
Rule 91: 000700000000000180, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000000500090000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 93: 830120000600001181, Class:  2, CF:0.174977, Len:  9, Fitness_tra: -12
Rule 94: dd3d1a559d84121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1212112918c4521511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 130800300e363010c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1100020000d0110080, Class:  0, CF:0.0100444, Len:  7, Fitness_tra: -7
Rule 98: 139127520000001200, Class:  3, CF:0.0195252, Len: 10, Fitness_tra: -1
Rule 99: 000000001000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
