------Generation 0------
Rule  1: 00000000000000050f, Class:  2, CF:0.717647, Len:  2, Fitness_tra: 0
Rule 45: 005000000000000030, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00808b004200008009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 300000000000580030, Class:  0, CF:0.957175, Len:  4, Fitness_tra: 0
Rule 48: 8dd42c1525818482c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 85d4111d218c1277c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 911241146336181221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1dd1c285151117129e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15122c3484c152224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000007d00007000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66112ba23e33181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000d03000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11121292111192121d, Class:  1, CF:0.420228, Len: 18, Fitness_tra: 0
Rule 62: e331283c31d111315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d3000c0000000000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9e1122145359141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 811111851551111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21174b151881d81112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 15318115c111271291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3118476431111c522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8d181b2d1122128425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 515c14112111221151, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11128b25418c14243e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1211c125182cc14133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000600, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000002000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000c004044000000, Class:  2, CF:0.664564, Len:  4, Fitness_tra: 0
Rule 86: 52d8245111188c1295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 51d1118d42224441e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000008d000c0080d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 115217114581811185, Class:  1, CF:0.0400322, Len: 18, Fitness_tra: -3
Rule 90: 000000002000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000000050900ed090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b360045200139032c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000090000000, Class:  2, CF:0.913615, Len:  1, Fitness_tra: 4
Rule 94: 10510c32100c0411e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0601c0000e00000107, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 520700000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000000d00000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0040000ca000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0160c80013e0041080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 310004500000970215, Class:  3, CF:  1, Len:  9, Fitness_tra: 1
------Current------
Miss_rate(tra)	:47.8316
------Result------
Miss_rate(tra)	:47.8316
Miss_rate(tst)	:50.5882
ARL				:5.47368

------Generation 7------
Rule  1: 0000000030a0000000, Class:  0, CF:0.0959803, Len:  2, Fitness_tra: 54
Rule  2: 0000c0000000000000, Class:  2, CF:0.173119, Len:  1, Fitness_tra: 28
Rule  3: 0e0070000000000000, Class:  3, CF:0.171584, Len:  2, Fitness_tra: 23
Rule  4: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 12
Rule  5: 000000000000000006, Class:  2, CF:0.196797, Len:  1, Fitness_tra: 13
Rule  6: 000008000000000000, Class:  0, CF:0.782059, Len:  1, Fitness_tra: 4
Rule  7: d000000000000000c8, Class:  1, CF:0.154083, Len:  3, Fitness_tra: 2
Rule  8: 000080000000000000, Class:  0, CF:0.633322, Len:  1, Fitness_tra: 2
Rule  9: 0c000c000c00c00000, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 10: 0000c0000000000b00, Class:  2, CF:0.175846, Len:  2, Fitness_tra: 0
Rule 11: 85824411852c11247b, Class:  3, CF:0.683341, Len: 18, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000004040000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 212c17cd41c1512285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000d4001588001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000005000000900, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000000000400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0080c00000400800cc, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: c221448948121c2412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000003000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 15542ccdc3c81111c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0c00007ebc7bc00000, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 158212228112512193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1e31423251155119de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0a0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1161cc921313941189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000400c03000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000a0000800000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00a0000b060e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 03000c004900080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1111123231913c1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 005000000000000030, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00808b004200008009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 300000000000580030, Class:  0, CF:0.957175, Len:  4, Fitness_tra: 0
Rule 48: 8dd42c1525818482c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 85d4111d218c1277c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 911241146336181221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1dd1c285151117129e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15122c3484c152224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000007d00007000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66112ba23e33181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000d03000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11121292111192121d, Class:  1, CF:0.420228, Len: 18, Fitness_tra: 0
Rule 62: e331283c31d111315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d3000c0000000000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9e1122145359141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 811111851551111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21174b151881d81112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 15318115c111271291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3118476431111c522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8d181b2d1122128425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 515c14112111221151, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11128b25418c14243e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1211c125182cc14133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000600, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000002000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000c004044000000, Class:  2, CF:0.664564, Len:  4, Fitness_tra: 0
Rule 86: 52d8245111188c1295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 51d1118d42224441e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000008d000c0080d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 115217114581811185, Class:  1, CF:0.0400322, Len: 18, Fitness_tra: -3
Rule 90: 000000002000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000000050900ed090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b360045200139032c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000090000000, Class:  2, CF:0.913615, Len:  1, Fitness_tra: 4
Rule 94: 10510c32100c0411e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0601c0000e00000107, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 520700000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000000d00000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0040000ca000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0160c80013e0041080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 310004500000970215, Class:  3, CF:  1, Len:  9, Fitness_tra: 1
------Current------
Miss_rate(tra)	:47.8316
------Result------
Miss_rate(tra)	:47.8316
Miss_rate(tst)	:50.5882
ARL				:5.47368

------Generation 8------
Rule  1: 0000000030a0000000, Class:  0, CF:0.0959803, Len:  2, Fitness_tra: 54
Rule  2: 0000c0000000000000, Class:  2, CF:0.173119, Len:  1, Fitness_tra: 28
Rule  3: 0e0070000000000000, Class:  3, CF:0.171584, Len:  2, Fitness_tra: 23
Rule  4: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 12
Rule  5: 000000000000000006, Class:  2, CF:0.196797, Len:  1, Fitness_tra: 13
Rule  6: 000008000000000000, Class:  0, CF:0.782059, Len:  1, Fitness_tra: 4
Rule  7: d000000000000000c8, Class:  1, CF:0.154083, Len:  3, Fitness_tra: 2
Rule  8: 000080000000000000, Class:  0, CF:0.633322, Len:  1, Fitness_tra: 2
Rule  9: 0c000c000c00c00000, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 10: 0000c0000000000b00, Class:  2, CF:0.175846, Len:  2, Fitness_tra: 0
Rule 11: 85824411852c11247b, Class:  3, CF:0.683341, Len: 18, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000004040000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 212c17cd41c1512285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000d4001588001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000005000000900, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000000000400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0080c00000400800cc, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: c221448948121c2412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000003000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 15542ccdc3c81111c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0c00007ebc7bc00000, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 158212228112512193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1e31423251155119de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0a0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1161cc921313941189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000400c03000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000a0000800000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00a0000b060e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 03000c004900080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1111123231913c1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 005000000000000030, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00808b004200008009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 300000000000580030, Class:  0, CF:0.957175, Len:  4, Fitness_tra: 0
Rule 48: 8dd42c1525818482c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 85d4111d218c1277c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 911241146336181221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1dd1c285151117129e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: c15122c3484c152224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000007d00007000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000005000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66112ba23e33181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000d03000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11121292111192121d, Class:  1, CF:0.420228, Len: 18, Fitness_tra: 0
Rule 62: e331283c31d111315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000b00000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: d3000c0000000000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0a0000000630002005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9e1122145359141119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 811111851551111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21174b151881d81112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 15318115c111271291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3118476431111c522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8d181b2d1122128425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 515c14112111221151, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11128b25418c14243e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1211c125182cc14133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000600, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000002000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000c004044000000, Class:  2, CF:0.664564, Len:  4, Fitness_tra: 0
Rule 86: 52d8245111188c1295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 51d1118d42224441e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000008d000c0080d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 115217114581811185, Class:  1, CF:0.0400322, Len: 18, Fitness_tra: -3
Rule 90: 000000002000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000000050900ed090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b360045200139032c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000090000000, Class:  2, CF:0.913615, Len:  1, Fitness_tra: 4
Rule 94: 10510c32100c0411e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0601c0000e00000107, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 520700000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000000d00000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0040000ca000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0160c80013e0041080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 310004500000970215, Class:  3, CF:  1, Len:  9, Fitness_tra: 1
------Current------
Miss_rate(tra)	:47.8316
------Result------
Miss_rate(tra)	:47.8316
Miss_rate(tst)	:50.5882
ARL				:5.47368

------Generation 9------
Rule  1: 0000000030a0000000, Class:  0, CF:0.0959803, Len:  2, Fitness_tra: 54
Rule  2: 0000c0000000000000, Class:  2, CF:0.173119, Len:  1, Fitness_tra: 28
Rule  3: 0e0070000000000000, Class:  3, CF:0.171584, Len:  2, Fitness_tra: 23
Rule  4: 00000000e000000000, Class:  2, CF:  1, Len:  1, Fitness_tra: 12
Rule  5: 000000000000000006, Class:  2, CF:0.196797, Len:  1, Fitness_tra: 13
Rule  6: 000008000000000000, Class:  0, CF:0.782059, Len:  1, Fitness_tra: 4
Rule  7: d000000000000000c8, Class:  1, CF:0.154083, Len:  3, Fitness_tra: 2
Rule  8: 000080000000000000, Class:  0, CF:0.633322, Len:  1, Fitness_tra: 2
Rule  9: 0c000c000c00c00000, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 10: 0000c0000000000b00, Class:  2, CF:0.175846, Len:  2, Fitness_tra: 0
Rule 11: 85824411852c11247b, Class:  3, CF:0.683341, Len: 18, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000004040000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 212c17cd41c1512285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000d4001588001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000005000000900, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000000000400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0080c00000400800cc, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: c221448948121c2412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000003000000020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 15542ccdc3c81111c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0c00007ebc7bc00000, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 158212228112512193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1e31423251155119de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0a0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000003000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1161cc921313941189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000400c03000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000a0000800000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00a0000b060e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 03000c004900080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1111123231913c1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 005000000000000030, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00808b004200008009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 300000000000580030, Class:  0, CF:0.957175, Len:  4, Fitness_tra: 0
Rule 48: 8dd42c1525818482c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 85d4111d218c1277c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 911241146336181221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
