------Generation 0------
Rule  1: 003050000000050e0a00000090000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 131111311131111111111111111111e6511113111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00005000a00000000000000090000000d00000095000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 19911531e1331e116311391111e91a16113331369135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 9111000030633111331e1310e01101065e6396e09390, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e0105000225600001b10010001110110106e06010000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 30000010000000900000e31006003909000100090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 130199300000e01e011a311900910031300091b00013, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000000000f000005000000000e0000f000000a50, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f00000502250000000e0000000000900000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5119a9e69e631ee91e1333e113e5636a9933e6b3e699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e1135339a1c661161911311131116113136e36619e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00011030100013913100e0331a01d003001000030150, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.0733
------Result------
Miss_rate(tra)	:46.0733
Miss_rate(tst)	:70.3704
ARL				:6.76923

------Generation 5------
Rule  1: 000000000000000000000000000009590d0000090000, Class:  0, CF:0.503198, Len:  5, Fitness_tra: 18
Rule  2: 00000000000000000000000000000000000000000050, Class:  0, CF:0.280503, Len:  1, Fitness_tra: 11
Rule  3: 00000000000000000000000000600000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule  4: 000000002250000050e0000000000000000000000000, Class:  1, CF:0.203397, Len:  5, Fitness_tra: 2
Rule  5: 050000000000000000000005000000000000000e000e, Class:  0, CF:0.689207, Len:  4, Fitness_tra: 3
Rule  6: 0000000000000009000000000000000000000e000000, Class:  0, CF:0.410101, Len:  2, Fitness_tra: 3
Rule  7: 0000000000000f000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 00500000000900a0000000000000009900000d000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 1
Rule  9: 00000000a000000000000000a0660009500000000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 10: 111615e6911a6ee9313313e1eee56f161961e693e699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: ee111931661696e161136111633e163f1111e6131116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0f00000000000d000f0050000f000f00000fd05505d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1133991116f33633191366e1131513331111e3161691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11391e31e111113a365e335116e3a116ee6691ea3e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 311e939e16131e9319133319e1e911331911111e9e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000a000000f000000000000000000000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 31e113e1116a13e1631311e9ee351313eee3e6e13193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e1135339a1a661161911311131116113136e36619e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 399e1911e133131aa1d139136e193a36911333163331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f00000500000000000d0000000000900000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 163e95631e3111191631316336aee16a5e113a6163e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0000a00000000f00000500050000ee0000ff0d090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 33e00d110000009e0315e31006003a0a00911e990e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 319919111e36361313113e3316131f33996699631999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000000f0090000c5000000000009d0f0000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 33e31e1139f1e69e1319e31336333a1a13a11e939ede, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 111135331316133e6e39131115311133136616331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1131153111133e116311131111e91116113111319185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e13e953116a6319113111931e93113115e6391191115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1113331363366e63a6331e1136193316e136331a3ee6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11131531111111116319119115313111513311111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00090000000e900000000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 151113eee96331113e39e3113a3361311e311131f133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11111111311111111113311111311113113115111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 35: 11331111113113111111311111311113111113151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: ef19159f3131963e31e11e911933113a993111333351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3663e31333111316e3319311135111313e1633931916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1f316966a1f63333e616931133991e36993663e31ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 155113111131131111111111111111133e1111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 500aa0a000e0f060000faf0006000000000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0008000a885005005000000000a60000050f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 131e3133e911311631de139e1393116113661ee1e919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e1e1916e1ff36e1e69331313e31e336316ee11666ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 600a0000a00000000505050000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00005000000000900000f0000fa00000000000090a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000205050005d00500a00000000900000500900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 31519511313311e1f116331113393119511331313311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 31391531111611113113e1915133e363133111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 505090e00ea06000000e00e00000000000000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a060a0000000f0f00000000500000e99000000fea000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 500f0005000005050009000000000900000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11551ee13111161363131111369566111e619191111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 511e1336116361616119e1113319336133319e6a6333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 93136313e13631133e11e31393331e313e3151666e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 60e00000660a00000000000000000000000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 31111111136f31311651691111111e3131139e115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000a0000d00000000000000000009000000dd050000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 58: 511999161e6313311e1131e113311363993396163633, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000600000000e00000a0a00d000005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000a0000000000000000000005000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 61: 00000d00000e0000a0000000000000e00000e0090059, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00da00000000000000000000a0080000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 93593931191e331116961311e1193111313611633311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51999363ee313361a151e3116e13133e5e311a131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 13156966e9611311333eee3113e1366f11639e3ee193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000000f000000000000000000df000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11311111e11115151153133555111113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 91169e369636311e1911e93e9e636a6691615361e31e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 33339111666f96e6e6336e931e11361691133611e193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111311e669361639393633e1311116f6e11e1e933e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9319131331631111331e1199e3113a161e6396e66393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1113e1913361111e66113e11ee9e331111663363611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 09000000a000e9000000000000000000000060000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11311111311113513911319151111136131193511581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3f131166131113911613e61919e3933391e613319e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 13191519193331131ede1333a33111661e6e51111611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e33931166661e39ee3919119133166333336e1ea36ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000609000000005d00000500a00000000500f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 133391613e16e6e1e1e13699e19933631911e63a6619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3311e31136a6e631313111e135913331311133611111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 05000d60a00000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11319111336a1191611111315115331133333111e931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000090069050090000005000000050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0f000000000005000f0050000f000f00000fd05505d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 135153e331311393119e1e1351113136ee1111113951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000002850000050e0000000000000000000000000, Class:  1, CF:0.351845, Len:  5, Fitness_tra: 5
Rule 88: 131111311131111111111111111111e6511113111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00005000a00000000000000090000000d00000095000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 19911531e1331e116311391111e91a16113331369135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 9111000030633111331e1310e01101065e6396e09390, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e0105000225600001b10010001110110106e06010000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 30000010000000900000e31006003909000100090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 130199300000e01e011a311900910031300091b00013, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000000000f000005000000000e0000f000000a50, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f00000502250000000e0000000000900000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5119a9e69e631ee91e1333e113e5636a9933e6b3e699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e1135339a1c661161911311131116113136e36619e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00011030100013913100e0331a01d003001000030150, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.0733
------Result------
Miss_rate(tra)	:46.0733
Miss_rate(tst)	:70.3704
ARL				:6.76923

------Generation 6------
Rule  1: 000000000000000000000000000009590d0000090000, Class:  0, CF:0.503198, Len:  5, Fitness_tra: 18
Rule  2: 00000000000000000000000000000000000000000050, Class:  0, CF:0.280503, Len:  1, Fitness_tra: 11
Rule  3: 00000000000000000000000000600000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule  4: 000000002250000050e0000000000000000000000000, Class:  1, CF:0.203397, Len:  5, Fitness_tra: 2
Rule  5: 050000000000000000000005000000000000000e000e, Class:  0, CF:0.689207, Len:  4, Fitness_tra: 3
Rule  6: 0000000000000009000000000000000000000e000000, Class:  0, CF:0.410101, Len:  2, Fitness_tra: 3
Rule  7: 0000000000000f000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 00500000000900a0000000000000009900000d000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 1
Rule  9: 00000000a000000000000000a0660009500000000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 10: 111615e6911a6ee9313313e1eee56f161961e693e699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: ee111931661696e161136111633e163f1111e6131116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0f00000000000d000f0050000f000f00000fd05505d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1133991116f33633191366e1131513331111e3161691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11391e31e111113a365e335116e3a116ee6691ea3e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 311e939e16131e9319133319e1e911331911111e9e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000a000000f000000000000000000000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 31e113e1116a13e1631311e9ee351313eee3e6e13193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e1135339a1a661161911311131116113136e36619e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 399e1911e133131aa1d139136e193a36911333163331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f00000500000000000d0000000000900000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 163e95631e3111191631316336aee16a5e113a6163e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0000a00000000f00000500050000ee0000ff0d090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 33e00d110000009e0315e31006003a0a00911e990e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 319919111e36361313113e3316131f33996699631999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000000f0090000c5000000000009d0f0000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 33e31e1139f1e69e1319e31336333a1a13a11e939ede, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 111135331316133e6e39131115311133136616331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1131153111133e116311131111e91116113111319185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e13e953116a6319113111931e93113115e6391191115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1113331363366e63a6331e1136193316e136331a3ee6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11131531111111116319119115313111513311111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00090000000e900000000000006000000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 151113eee96331113e39e3113a3361311e311131f133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11111111311111111113311111311113113115111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 35: 11331111113113111111311111311113111113151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: ef19159f3131963e31e11e911933113a993111333351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3663e31333111316e3319311135111313e1633931916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1f316966a1f63333e616931133991e36993663e31ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 155113111131131111111111111111133e1111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 500aa0a000e0f060000faf0006000000000900090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0008000a885005005000000000a60000050f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 131e3133e911311631de139e1393116113661ee1e919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e1e1916e1ff36e1e69331313e31e336316ee11666ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 600a0000a00000000505050000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00005000000000900000f0000fa00000000000090a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000205050005d00500a00000000900000500900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 31519511313311e1f116331113393119511331313311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 31391531111611113113e1915133e363133111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 505090e00ea06000000e00e00000000000000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a060a0000000f0f00000000500000e99000000fea000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 500f0005000005050009000000000900000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11551ee13111161363131111369566111e619191111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 511e1336116361616119e1113319336133319e6a6333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 93136313e13631133e11e31393331e313e3151666e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 60e00000660a00000000000000000000000000000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 31111111136f31311651691111111e3131139e115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000a0000d00000000000000000009000000dd050000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 58: 511999161e6313311e1131e113311363993396163633, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000000600000000e00000a0a00d000005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000a0000000000000000000005000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 61: 00000d00000e0000a0000000000000e00000e0090059, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00da00000000000000000000a0080000f00005550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 93593931191e331116961311e1193111313611633311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51999363ee313361a151e3116e13133e5e311a131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 13156966e9611311333eee3113e1366f11639e3ee193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000000f000000000000000000df000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11311111e11115151153133555111113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 91169e369636311e1911e93e9e636a6691615361e31e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 33339111666f96e6e6336e931e11361691133611e193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 111311e669361639393633e1311116f6e11e1e933e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 9319131331631111331e1199e3113a161e6396e66393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1113e1913361111e66113e11ee9e331111663363611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 09000000a000e9000000000000000000000060000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11311111311113513911319151111136131193511581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3f131166131113911613e61919e3933391e613319e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 13191519193331131ede1333a33111661e6e51111611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e33931166661e39ee3919119133166333336e1ea36ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000609000000005d00000500a00000000500f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 133391613e16e6e1e1e13699e19933631911e63a6619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3311e31136a6e631313111e135913331311133611111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 05000d60a00000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11319111336a1191611111315115331133333111e931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000090069050090000005000000050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0f000000000005000f0050000f000f00000fd05505d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 135153e331311393119e1e1351113136ee1111113951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000002850000050e0000000000000000000000000, Class:  1, CF:0.351845, Len:  5, Fitness_tra: 5
Rule 88: 131111311131111111111111111111e6511113111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00005000a00000000000000090000000d00000095000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000000000009000000000060000055900fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 19911531e1331e116311391111e91a16113331369135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 9111000030633111331e1310e01101065e6396e09390, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e0105000225600001b10010001110110106e06010000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 30000010000000900000e31006003909000100090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 130199300000e01e011a311900910031300091b00013, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000000000f000005000000000e0000f000000a50, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f00000502250000000e0000000000900000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5119a9e69e631ee91e1333e113e5636a9933e6b3e699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e1135339a1c661161911311131116113136e36619e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00011030100013913100e0331a01d003001000030150, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.0733
------Result------
Miss_rate(tra)	:46.0733
Miss_rate(tst)	:70.3704
ARL				:6.76923

------Generation 7------
Rule  1: 000000000000000000000000000009590d0000090000, Class:  0, CF:0.503198, Len:  5, Fitness_tra: 18
Rule  2: 00000000000000000000000000000000000000000050, Class:  0, CF:0.280503, Len:  1, Fitness_tra: 11
Rule  3: 00000000000000000000000000600000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 5
Rule  4: 000000002250000050e0000000000000000000000000, Class:  1, CF:0.203397, Len:  5, Fitness_tra: 2
Rule  5: 050000000000000000000005000000000000000e000e, Class:  0, CF:0.689207, Len:  4, Fitness_tra: 3
Rule  6: 0000000000000009000000000000000000000e000000, Class:  0, CF:0.410101, Len:  2, Fitness_tra: 3
Rule  7: 0000000000000f000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 00500000000900a0000000000000009900000d000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 1
Rule  9: 00000000a000000000000000a0660009500000000000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 10: 111615e6911a6ee9313313e1eee56f161961e693e699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: ee111931661696e161136111633e163f1111e6131116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0f00000000000d000f0050000f000f00000fd05505d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1133991116f33633191366e1131513331111e3161691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11391e31e111113a365e335116e3a116ee6691ea3e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 311e939e16131e9319133319e1e911331911111e9e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000a000000f000000000000000000000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 31e113e1116a13e1631311e9ee351313eee3e6e13193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e1135339a1a661161911311131116113136e36619e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 399e1911e133131aa1d139136e193a36911333163331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f00000500000000000d0000000000900000000050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 163e95631e3111191631316336aee16a5e113a6163e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0000a00000000f00000500050000ee0000ff0d090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 33e00d110000009e0315e31006003a0a00911e990e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 319919111e36361313113e3316131f33996699631999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000000f0090000c5000000000009d0f0000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 33e31e1139f1e69e1319e31336333a1a13a11e939ede, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 111135331316133e6e39131115311133136616331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1131153111133e116311131111e91116113111319185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e13e953116a6319113111931e93113115e6391191115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1113331363366e63a6331e1136193316e136331a3ee6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
