------Generation 0------
Rule  1: 61113933e6a39313613313396133e313166e1163133e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 911131131111113e63939391116e3131396613319519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 9030103e0939033000e06000300061e0000603061000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00101001103001111100600010010010108111001100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.3822
------Result------
Miss_rate(tra)	:47.3822
Miss_rate(tst)	:80.7692
ARL				:7.6

------Generation 4------
Rule  1: 0000000000000000000d0000000200000000000e0000, Class:  0, CF:0.438903, Len:  3, Fitness_tra: 71
Rule  2: 00000000000000000000005000005900000000000000, Class:  0, CF:0.355251, Len:  3, Fitness_tra: -7
Rule  3: 60000000000000000005000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  4: 00000000000000099000600000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 3
Rule  5: 000000000909000000000000000000e0000005000000, Class:  0, CF:0.258152, Len:  4, Fitness_tra: -16
Rule  6: 0000000000f000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  7: 000000000000000000000905050d0000000000600505, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule  8: 000000a005000000000000000000d000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  9: 61113933e6a39313613313396133e313166e1163133e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 111151333631333e619e9391316e1131313619311511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000060000000000000000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 13133136393aa6e1115ee33331631366991e191e6159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 91113113111311513313915511113131596113319319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 193ee36ee9e13633f3536ee9e691a111e911131a33ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 131115e3ee6331133e513913333516339e1ee3311916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1e131196616ae1e11e131611313136e6116911e3ee51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000090fae0a0500a06500000000000050fd00055d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 365115e61363661331111111311316163e1eee311e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 313319e11113e1316113113e1515331a331313311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 15111111153111111111111111111111111195111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31993e1639693e6e619e193131196633e61133161611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 15111115111111131111111111312111191151111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 13331131113111113151111122111111111131512112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11331111111113111153111111312113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 9050e000000a00000e0000000000e00000000600e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1111e3113333335e3111313551353113116116135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000000f000a00000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000600000066e000006009000e0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 133399166e63e1ee119a13113e3e1316191311111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 5050500e00af9e00090060000000e000000ee0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00090000000e900000000000006005000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00006000050e000000000000000000000000e0000056, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 913e113e6136e33631e663133e616111e33a93161e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000000050900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000a0000000000000e0000000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1113931611afe351e91319369ee19113ee3113113611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 113e3191136f31361936336631351113111611113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9e9e33313633911366113363311136133e1611336631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0060a000600000066e0000060090009006000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3131311e313131393111131115311163111113191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 113e11131311113e3e16331e396eee3315633193e551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000d050000f0000d600000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1311e931113111136353111311136e16e313ee11f136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11111133153315111911111111311111119199911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e31111aa331613e36e1e111e336936e6991111316193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e6339131396331333911639e1311631113ae51631119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1393151f1e133113115e1d3331131131311193a113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 391913136311311116e311633e391361e93e163361e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 13111111116113111919313152355133311131311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3e311eee11a13316169163133919e1139e16e1331391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13131111111611111111111511311111153113111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11111111111111111151111111111111113111111112, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 53: 5111e1ef3113e163a1513113ee33131113361a11aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: f000000000e00500000000000000000000f000a000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000000000000500e05000500000000000ef00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 0000500500005509ead0000000060e00000020000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1111111112313111111191351111c113138111121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 639e19111116ea3a19539339e611133391ae59311613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1151693ae11313113311e19111313113e31163311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111111111111111111111139151111131e2211211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000005005da00000a00000dd0000000000000005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1ee11e11611663e63111a3313111e6e6316693e1e999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 315331e163aa6111ae13e11911156111e33111611331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000000005000000000000000000000f000e55d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000f000000000005a0000000050d000e00000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1e511131313136116116663e31393ae31e331ee31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 369399333111161e119e311e1363e336191a91311391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: ee111363161191636351131e3e1336ea361136116131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1e9935e61399e131631ee3399e336131993633661116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 313e19e163119131691336111e151331911e13313e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 313611336611e331161311e151191331111633191582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 93991331393e3e166ed91199e1691311913111316191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000060000000000000006000000e09500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 31361113193611513911113151111111531313511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0050000000000900000000500000000000f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000d00000000000000000060f060000e500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 11e13931156631111153e13131956a36e1315313e391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 31113531313119113111131911131113311311931111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1931e311e91111313311e133115913331e11133131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000600f0900000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 31113333333113313111111131e91119111313111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000ff009500000a0000000f0055000005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11111111111311111159513111112113131111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000000009000900000000000000000e009909, Class:  0, CF:0.700814, Len:  6, Fitness_tra: -2
Rule 85: 11311111e13639151113313555111511331111111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11131133661131113653131111131113391333119511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 31133133113613336e13319191913111193311111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0050000000000000a000905500000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000a0000009a0a00f00000000000099000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 33313511331111313e113311553311311511111e1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 131191361e63111e1191111111311311111119111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 110110a015010100001101350011d113038000020101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0e0030e60300e031030e00399030d101093600061110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0001300360116913010300150de000633e13036006d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 5e11530e00a191600300600e0003e600060130006001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 313619331613e3311113113115153311131633191181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 033059166003550911d013013e061306090010010310, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 911131131111113e63939391116e3131396613319519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 9030103e0939033000e06000300061e0000603061000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00101001103001111100600010010010108111001100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.3822
------Result------
Miss_rate(tra)	:47.3822
Miss_rate(tst)	:80.7692
ARL				:7.6

------Generation 5------
Rule  1: 0000000000000000000d0000000200000000000e0000, Class:  0, CF:0.438903, Len:  3, Fitness_tra: 71
Rule  2: 00000000000000000000005000005900000000000000, Class:  0, CF:0.355251, Len:  3, Fitness_tra: -7
Rule  3: 60000000000000000005000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  4: 00000000000000099000600000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 3
Rule  5: 000000000909000000000000000000e0000005000000, Class:  0, CF:0.258152, Len:  4, Fitness_tra: -16
Rule  6: 0000000000f000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  7: 000000000000000000000905050d0000000000600505, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule  8: 000000a005000000000000000000d000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  9: 61113933e6a39313613313396133e313166e1163133e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 111151333631333e619e9391316e1131313619311511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000060000000000000000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 13133136393aa6e1115ee33331631366991e191e6159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 91113113111311513313915511113131596113319319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 193ee36ee9e13633f3536ee9e691a111e911131a33ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 131115e3ee6331133e513913333516339e1ee3311916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1e131196616ae1e11e131611313136e6116911e3ee51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000090fae0a0500a06500000000000050fd00055d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 365115e61363661331111111311316163e1eee311e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 313319e11113e1316113113e1515331a331313311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 15111111153111111111111111111111111195111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31993e1639693e6e619e193131196633e61133161611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 15111115111111131111111111312111191151111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 13331131113111113151111122111111111131512112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11331111111113111153111111312113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 9050e000000a00000e0000000000e00000000600e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1111e3113333335e3111313551353113116116135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000000f000a00000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000600000066e000006009000e0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 133399166e63e1ee119a13113e3e1316191311111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 5050500e00af9e00090060000000e000000ee0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00090000000e900000000000006005000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00006000050e000000000000000000000000e0000056, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 913e113e6136e33631e663133e616111e33a93161e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000000050900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000a0000000000000e0000000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1113931611afe351e91319369ee19113ee3113113611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 113e3191136f31361936336631351113111611113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9e9e33313633911366113363311136133e1611336631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0060a000600000066e0000060090009006000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3131311e313131393111131115311163111113191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 113e11131311113e3e16331e396eee3315633193e551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000d050000f0000d600000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1311e931113111136353111311136e16e313ee11f136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11111133153315111911111111311111119199911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: e31111aa331613e36e1e111e336936e6991111316193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e6339131396331333911639e1311631113ae51631119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1393151f1e133113115e1d3331131131311193a113e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 391913136311311116e311633e391361e93e163361e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 13111111116113111919313152355133311131311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3e311eee11a13316169163133919e1139e16e1331391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13131111111611111111111511311111153113111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11111111111111111151111111111111113111111112, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 53: 5111e1ef3113e163a1513113ee33131113361a11aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: f000000000e00500000000000000000000f000a000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000000000000500e05000500000000000ef00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 0000500500005509ead0000000060e00000020000f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1111111112313111111191351111c113138111121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 639e19111116ea3a19539339e611133391ae59311613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1151693ae11313113311e19111313113e31163311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111111111111111111111139151111131e2211211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000005005da00000a00000dd0000000000000005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1ee11e11611663e63111a3313111e6e6316693e1e999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 315331e163aa6111ae13e11911156111e33111611331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000000005000000000000000000000f000e55d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000f000000000005a0000000050d000e00000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1e511131313136116116663e31393ae31e331ee31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 369399333111161e119e311e1363e336191a91311391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: ee111363161191636351131e3e1336ea361136116131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1e9935e61399e131631ee3399e336131993633661116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 313e19e163119131691336111e151331911e13313e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 313611336611e331161311e151191331111633191582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 93991331393e3e166ed91199e1691311913111316191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000060000000000000006000000e09500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 31361113193611513911113151111111531313511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0050000000000900000000500000000000f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000d00000000000000000060f060000e500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 11e13931156631111153e13131956a36e1315313e391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 31113531313119113111131911131113311311931111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1931e311e91111313311e133115913331e11133131e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000600f0900000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 31113333333113313111111131e91119111313111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000ff009500000a0000000f0055000005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11111111111311111159513111112113131111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000000009000900000000000000000e009909, Class:  0, CF:0.700814, Len:  6, Fitness_tra: -2
Rule 85: 11311111e13639151113313555111511331111111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11131133661131113653131111131113391333119511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 31133133113613336e13319191913111193311111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0050000000000000a000905500000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000a0000009a0a00f00000000000099000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 33313511331111313e113311553311311511111e1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 131191361e63111e1191111111311311111119111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 110110a015010100001101350011d113038000020101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0e0030e60300e031030e00399030d101093600061110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0001300360116913010300150de000633e13036006d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 5e11530e00a191600300600e0003e600060130006001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 313619331613e3311113113115153311131633191181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 033059166003550911d013013e061306090010010310, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 911131131111113e63939391116e3131396613319519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 9030103e0939033000e06000300061e0000603061000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00101001103001111100600010010010108111001100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.3822
------Result------
Miss_rate(tra)	:47.3822
Miss_rate(tst)	:80.7692
ARL				:7.6

------Generation 6------
Rule  1: 0000000000000000000d0000000200000000000e0000, Class:  0, CF:0.438903, Len:  3, Fitness_tra: 71
Rule  2: 00000000000000000000005000005900000000000000, Class:  0, CF:0.355251, Len:  3, Fitness_tra: -7
Rule  3: 60000000000000000005000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  4: 00000000000000099000600000000000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 3
Rule  5: 000000000909000000000000000000e0000005000000, Class:  0, CF:0.258152, Len:  4, Fitness_tra: -16
Rule  6: 0000000000f000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  7: 000000000000000000000905050d0000000000600505, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule  8: 000000a005000000000000000000d000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  9: 61113933e6a39313613313396133e313166e1163133e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 111151333631333e619e9391316e1131313619311511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000060000000000000000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 13133136393aa6e1115ee33331631366991e191e6159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 91113113111311513313915511113131596113319319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 193ee36ee9e13633f3536ee9e691a111e911131a33ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 131115e3ee6331133e513913333516339e1ee3311916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1e131196616ae1e11e131611313136e6116911e3ee51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000090fae0a0500a06500000000000050fd00055d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 365115e61363661331111111311316163e1eee311e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 313319e11113e1316113113e1515331a331313311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 15111111153111111111111111111111111195111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31993e1639693e6e619e193131196633e61133161611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 15111115111111131111111111312111191151111185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 13331131113111113151111122111111111131512112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11331111111113111153111111312113111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 9050e000000a00000e0000000000e00000000600e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1111e3113333335e3111313551353113116116135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000000f000a00000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000600000066e000006009000e0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 133399166e63e1ee119a13113e3e1316191311111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 5050500e00af9e00090060000000e000000ee0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00090000000e900000000000006005000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00006000050e000000000000000000000000e0000056, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 913e113e6136e33631e663133e616111e33a93161e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000000050900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000a0000000000000e0000000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1113931611afe351e91319369ee19113ee3113113611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 113e3191136f31361936336631351113111611113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9e9e33313633911366113363311136133e1611336631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0060a000600000066e0000060090009006000000fa00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3131311e313131393111131115311163111113191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 113e11131311113e3e16331e396eee3315633193e551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000d050000f0000d600000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1311e931113111136353111311136e16e313ee11f136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11111133153315111911111111311111119199911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
