------Generation 0------
Rule  1: 9355393e3113e113339111e111e93f13ee6139936193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11919361e316916319916e1331666a333e16163a3391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000000f000000000005000000e0f000e00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000a00d900000f00d00000000000000a000f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1691e31a111331e311e13911e139ea6693311ae61e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 165e1933663e1311311663116e3163f3316311ea6e93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 313e193361a1e116319313e13163111a3e6111161119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3e313331e1633361119e3311911331165e6166f31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11113513913311113311111151111111111111131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1313199e936e61e1613e3e136135133f3e13991311e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e33111e61111116a13911333161933666e1691633356, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 00000005000a00000500a00000000000050500000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13391531131319113651111251331333131611191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111119331613166aa6e331ee31eee6e1391f13e3611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 139e33e9a331111a199a3111136e33e1e1113366113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9eee6111e936e3166151333363613316e63339361111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13139ee1e311936a1e39991913613a11313699319e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3391313133111e363151131ee3e913939e31163136e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 300005011000000000001003300139e3010000030010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 33336131e11693361959199311319613911e15316a96, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3153191131a661e33693111151113e11531691313115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e313e1111936113313e111136a33aff3e1311333613e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000d0000005d050009000d00a0000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3111191133111511a111113331111111911333931113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5911156e3561f3e66116331e11e1161319ee596a3333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e691e1e1333113136111313e1361633613311aa66111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 15111231111311111151311112311111511119111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6131356a636311136631331519e13313133361331953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000f00000a000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3111311e3361366619113e313e6e61919e1111a6ff11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 131319111e639ee33e5111111115a1311e6ee9e66e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00a000000000000500000a0005000000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1a95131a61311636339e313e933131311131611661e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e19199113633e1111e31e1e31661631f161311363313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 9311151a1311e65111331316933191331113e3131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 50d20d00000000000000000000000000550000000950, Class:  0, CF:0.657164, Len:  8, Fitness_tra: -1
Rule 82: 3e9111e3113115511951115115111311113611131353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1111111111111e11111191191311c213111111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 055d0000000000a000090000000000990000d0000000, Class:  1, CF:  1, Len:  8, Fitness_tra: 3
Rule 85: 13111531133111513311111151131111511131113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000a00d000000a0f50000000000090000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 008d0d0e00000000000f0f0000000dd00000009e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000020500000500000000050000000e500000f9f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 13111131111111111311311112e13193111111111811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000d0000005d050009000d00a0000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 311111113936151111e111333a13a11391331333111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 133161161163331661de3e331631131111e69e113316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000e0000e0000000000d0600000501000500d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 061d1130016100030106903e109103305e1006611006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 311319113ea66ee33693111111153e315366e9316e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 133113313366111e119311ee1533e3665e133e391511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3030000d00a0e006300303e0316301000e61000601d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 6131153a331311131693311e11e1331353311e391953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 13e18ee13311311e113111e13631ea6a316611113653, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3053191131aa61000500a10100110e10551690000109, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.8947
------Result------
Miss_rate(tra)	:47.8947
Miss_rate(tst)	:81.4815
ARL				:12.5

------Generation 8------
Rule  1: 000000000000000000000000020000000000000000d0, Class:  0, CF:0.323222, Len:  2, Fitness_tra: 59
Rule  2: 0000000000000500000000000f000000000000500000, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule  3: 055d0000000000a000090000000000990000d0000000, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule  4: 0000a000000000000000000000000900000000050000, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule  5: 1111111111111e111111313111112211131211111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 1
Rule  6: 000d0000000000000000000000a60000550000000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule  7: 05550000000000a000090000000000e90000d0000000, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule  8: 1e9331993136e1163e13139133133111ee3133613693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 15111111111113111113113111111111111111151111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 10: 333151113113e19119531e111111e3333e3113331e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 05000d00a0900500000000000000000000f000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 336391e9e913331131313e19111e63169e1655a31631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 13311131316611ee619311195539e3669313313e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 311633111e3a633699e1131336e1116a913ee19a3653, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 00000000000000000500006900000000000500000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 31193511e13161eee131e3e1e115e316336116e33113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 133161161163331661de3e331631131111e69e113316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115e93333166361161111e361316a163e3ae11f3333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e191351e136113311e51313533111611913353131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13193511113111e5e13111111115111e331111133114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3131e3e111313313f1d13e391166361113316313aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 96191133316131136156933e139113311e13e6611316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 133e3e161316ea1366913e61116e311f9363e3e1e939, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 911331636333916611513131961e1a61133333613a9a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: e65e1161313113133113613333116af319131e313e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 91111eeeff3331133113113e3ee1ea1331a33e313e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 313311131133e116111111e913393613361a1a6116ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e19e13363113e3aa3199351339113a113331e3366191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11e191e66eae96336e9919e1ee131a1391619333e991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11511eee13999e16619e11e13115ea13316331911699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 133611111e63e311ee131e113ee313619e1e9e1f1331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000f00000000000a00000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00500000000e00f000000000a0a60059000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 9e99eee113319331aa11e1311131131e3e1a33616313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1311353111f31315111111151215111e111111151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 311e959113166113311313933e3131e3116611336e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0e6000066e0000000e006000000000e0000000060000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 33e11e313111313e1131e93136313a6a3936111a3953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 633313161ea3331e19113e911133e6131e1133631913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d20000f500000000000f000000000900ff0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000006e0a09e0000000500d00000f0000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11613e16331f6633335e161313931111e11115113611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000f05f00000000f05000000000009000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 169e311ae1113e61f33ee59e1939163ee13a61aa1361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1311931131a61699113131e139111111313336133111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11919361e316916319916e1331666a333e16163a3391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000000f000000000005000000e0f000e00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000a00d900000f00d00000000000000a000f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1691e31a111331e311e13911e139ea6693311ae61e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 165e1933663e1311311663116e3163f3316311ea6e93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 313e193361a1e116319313e13163111a3e6111161119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3e313331e1633361119e3311911331165e6166f31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11113513913311113311111151111111111111131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1313199e936e61e1613e3e136135133f3e13991311e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e33111e61111116a13911333161933666e1691633356, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 00000005000a00000500a00000000000050500000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13391531131319113651111251331333131611191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111119331613166aa6e331ee31eee6e1391f13e3611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 139e33e9a331111a199a3111136e33e1e1113366113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9eee6111e936e3166151333363613316e63339361111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13139ee1e311936a1e39991913613a11313699319e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3391313133111e363151131ee3e913939e31163136e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 300005011000000000001003300139e3010000030010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 33336131e11693361959199311319613911e15316a96, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3153191131a661e33693111151113e11531691313115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e313e1111936113313e111136a33aff3e1311333613e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000d0000005d050009000d00a0000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3111191133111511a111113331111111911333931113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5911156e3561f3e66116331e11e1161319ee596a3333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e691e1e1333113136111313e1361633613311aa66111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 15111231111311111151311112311111511119111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6131356a636311136631331519e13313133361331953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000f00000a000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3111311e3361366619113e313e6e61919e1111a6ff11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 131319111e639ee33e5111111115a1311e6ee9e66e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00a000000000000500000a0005000000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1a95131a61311636339e313e933131311131611661e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e19199113633e1111e31e1e31661631f161311363313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 9311151a1311e65111331316933191331113e3131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 05005000fa00000000000000000df000000900000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000a05f00000000f05000000000009000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000a00d000000a0f50000000000090000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000900000a0005000050005000e09000000f000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11163511611633311611311155191961933313131511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00009000000f000000000000000000000009000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000e00000f000000000000005000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 88: 00500000000000a000000000000000990000d0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 4
Rule 89: 0000025500f0000000000000000000000005af000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule 90: 0000000000a000000a00000000000009000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e313111119161e33111135116a13aff113321333113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000d0000005d050009000d00a0000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e33161e611111366119e1303161913166ee69e113356, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 91111de0ff33310500d3000e3ee0e01001a33000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: a011191103010501a010110001110110511003930000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 36100d00a036150110011033d013001000301003111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 160e0f05f03e03010f1660006e310009006300e00e03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 163100160163301661de3e530600001111e0000e3300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 50110f6ef06103e0011530001001000300e0006a3a03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 91911ee11f3231313111113e3de1e31331a33e313e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.3684
------Result------
Miss_rate(tra)	:47.3684
Miss_rate(tst)	:81.4815
ARL				:11

------Generation 9------
Rule  1: 000000000000000000000000020000000000000000d0, Class:  0, CF:0.323222, Len:  2, Fitness_tra: 57
Rule  2: 00500000000000a000000000000000990000d0000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 4
Rule  3: 0000000000000500000000000f000000000000500000, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule  4: 0000a000000000000000000000000900000000050000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  5: 1111111111111e111111313111112211131211111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule  6: 000d0000000000000000000000a60000550000000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule  7: 0000025500f0000000000000000000000005af000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule  8: 0000000e00000f000000000000005000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  9: 05550000000000a000090000000000e90000d0000000, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 10: 333151113113e19119531e111111e3333e3113331e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 05000d00a0900500000000000000000000f000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 336391e9e913331131313e19111e63169e1655a31631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 13311131316611ee619311195539e3669313313e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 311633111e3a633699e1131336e1116a913ee19a3653, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 00000000000000000500006900000000000500000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 31193511e13161eee131e3e1e115e316336116e33113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 133161161163331661de3e331631131111e69e113316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115e93333166361161111e361316a163e3ae11f3333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: e191351e136113311e51313533111611913353131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13193511113111e5e13111111115111e331111133114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3131e3e111313313f1d13e391166361113316313aa31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 96191133316131136156933e139113311e13e6611316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 133e3e161316ea1366913e61116e311f9363e3e1e939, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 911331636333916611513131961e1a61133333613a9a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: e65e1161313113133113613333116af319131e313e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 91111eeeff3331133113113e3ee1ea1331a33e313e3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 313311131133e116111111e913393613361a1a6116ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e19e13363113e3aa3199351339113a113331e3366191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11e191e66eae96336e9919e1ee131a1391619333e991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11511eee13999e16619e11e13115ea13316331911699, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 133611111e63e311ee131e113ee313619e1e9e1f1331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000f00000000000a00000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00500000000e00f000000000a0a60059000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 9e99eee113319331aa11e1311131131e3e1a33616313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1311353111f31315111111151215111e111111151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 311e959113166113311313933e3131e3116611336e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0e6000066e0000000e006000000000e0000000060000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 33e11e313111313e1131e93136313a6a3936111a3953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 633313161ea3331e19113e911133e6131e1133631913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d20000f500000000000f000000000900ff0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000006e0a09e0000000500d00000f0000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11613e16331f6633335e161313931111e11115113611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000f05f00000000f05000000000009000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 169e311ae1113e61f33ee59e1939163ee13a61aa1361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1311931131a61699113131e139111111313336133111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11919361e316916319916e1331666a333e16163a3391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000000f000000000005000000e0f000e00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000a00d900000f00d00000000000000a000f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1691e31a111331e311e13911e139ea6693311ae61e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 165e1933663e1311311663116e3163f3316311ea6e93, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 313e193361a1e116319313e13163111a3e6111161119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3e313331e1633361119e3311911331165e6166f31691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11113513913311113311111151111111111111131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1313199e936e61e1613e3e136135133f3e13991311e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e33111e61111116a13911333161933666e1691633356, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 00000005000a00000500a00000000000050500000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13391531131319113651111251331333131611191511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111119331613166aa6e331ee31eee6e1391f13e3611e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 139e33e9a331111a199a3111136e33e1e1113366113e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 9eee6111e936e3166151333363613316e63339361111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13139ee1e311936a1e39991913613a11313699319e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3391313133111e363151131ee3e913939e31163136e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 300005011000000000001003300139e3010000030010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 33336131e11693361959199311319613911e15316a96, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3153191131a661e33693111151113e11531691313115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: e313e1111936113313e111136a33aff3e1311333613e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000d0000005d050009000d00a0000005f0f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3111191133111511a111113331111111911333931113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5911156e3561f3e66116331e11e1161319ee596a3333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e691e1e1333113136111313e1361633613311aa66111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 15111231111311111151311112311111511119111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6131356a636311136631331519e13313133361331953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000f00000a000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3111311e3361366619113e313e6e61919e1111a6ff11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 131319111e639ee33e5111111115a1311e6ee9e66e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00a000000000000500000a0005000000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1a95131a61311636339e313e933131311131611661e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e19199113633e1111e31e1e31661631f161311363313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 9311151a1311e65111331316933191331113e3131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 05000d00a0900500000000000000000000f000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 50a00000f5005f000000ad500500000e000900f0f50d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: d80000f500000000000f000000000900ff0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000f000f00005050f00000000000fc200006a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 131319313e66e351391ee99511111336191111e33e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000005000a00000500a00000000000050500000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3131153e3361111e611933995511116111e113333111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000a005000000000000000000d000000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
