------Generation 0------
Rule  1: e39ee1313163311133191e139e133a1691669aaff111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 31311111111111113151111121111113131111512121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33e331333ea39613319313111139611f9116e1111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e13e1e1611611eee16931e319319613a313633113693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131311e11311e6163ee1113396611111113333931e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e61639131636e113e1e3111133e9116a31131336333e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 313951311163e133331991e11131331319e6316311e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00500000000059000000000500000090000a00900009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e35913113363ee333111311115113333133311111331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000e0f00000500a0000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 05000000aa0000000f0000000000000000f0000e0009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000da000000000006000000000000005090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1133111111613111ee31139955113e33511111311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000000005000000000000000000000000000000, Class:  0, CF:0.131716, Len:  1, Fitness_tra: -20
Rule 85: 0000a00000000000000500000000090000000d050000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: 0000000000000e050000000005000000000000000900, Class:  0, CF:0.381731, Len:  4, Fitness_tra: 0
Rule 87: 0005000000000000000000000000000000000e000000, Class:  0, CF:0.261778, Len:  2, Fitness_tra: -9
Rule 88: 000000a00000000f0a0d00000000f00005090000000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0060a00000000a000000006000000000000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000500000a050000a00000000060000000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3e1139e36f1a66666316111111e93111ee6a931f3693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0090500000000005005000000d0000000005000000d7, Class:  1, CF:0.6231, Len:  8, Fitness_tra: 0
Rule 93: 0633011101a00010110600100003111a00000a060903, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 333131ea31af6e363111311315991f1a933316e3ee9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0516050011100100330100050011100e313e03900071, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 31000111013011100000310000011010501000092101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000000000000000000d0000c00000000c005d0, Class:  1, CF:0.988957, Len:  5, Fitness_tra: 0
Rule 98: 600000000a00000ff000000000000050000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1691500011130103115e511001116000111001010000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11113e1611e31e113e1d11e11133e331516131111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.1204
------Result------
Miss_rate(tra)	:47.1204
Miss_rate(tst)	:74.0741
ARL				:5.4

------Generation 4------
Rule  1: 00000000000000000000000000000900000000000000, Class:  0, CF:0.278828, Len:  1, Fitness_tra: 35
Rule  2: 00000000000000000000000000000000000000000500, Class:  0, CF:0.238241, Len:  1, Fitness_tra: 5
Rule  3: 00000000000000000000000000000000050060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  4: 00000000000000000000300000000000000000090000, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  5: 00000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  6: 050d0d00000000000000000005000000000000000000, Class:  0, CF:0.523421, Len:  4, Fitness_tra: 1
Rule  7: 600000000000000000000000d00000000000000000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  8: 0000f0000000af0000000000a0000000009000000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule  9: 13131513e331915511191911153d33311e3e13131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e19e3e61e131966e1e533119e61e36e19111e336f1e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 131195131936ee666956319e39ee1a11913331611163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 00000000000000000a000000000000a005a000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1e113e336f1a6116661611e13ee911116e6a93e33693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00000009000000000000090000000e00000000000000, Class:  0, CF:0.438484, Len:  3, Fitness_tra: 0
Rule 15: 00000000009000000900000000000000000000000e00, Class:  0, CF:0.332145, Len:  3, Fitness_tra: 0
Rule 16: 00000000a0000500000000000000000050f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000f00a0050000d500f0fff0f0f00500d50500090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11111133113a51113113111121913111133311111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1139193111e396661e911513191e63169963131af313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 131139116333313333533e19611136161e61e1136193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e6313913136333363e3333319135111a1ee6e1111e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11111111111311111151311111915111111191111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000d000000a000000000000000900000e000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 111e5d13131113113e1111111133e113533111135121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11313133113f1131311131111511131151131e131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1311333111113331113e319391911a61e113ee616693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31111111913111111111311112111111591191512111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000060000005000000500d0000000000000005d5, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 16e36111f13616e6311631ee59353ee6331393ee169e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3333ee611131e311169e11111e1e31369911e3a33163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15111111111311111119511311112111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 32: 000000000000000000000000050090000000000e0050, Class:  0, CF:0.631676, Len:  4, Fitness_tra: 0
Rule 33: e9133511113611611313699691316a63ee6e11311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 33113113313131361111613111113111153331131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000f0a0000000000000000a00500ef000a00099f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1133611f1e1e131163111539e3156631333a11316616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 931913e9991113111319133e6a1e3a11311e533163e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9111911113131131131e11193911133399333111193e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3633311131af111e11163e131113111a91e11a361933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000500f000000000000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 60000000600a09e0000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 16131ee31333633363933931e3156a663e639161f611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9316e9e11e6313391e31e331eee33113196ee333363e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3131111111331111331e131151393316593113315511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 313a19116313139163e111611e191a161e6e133393e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 36311916631361161e96e1191e116661131313111393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e111116613113636f11113316aa61a31e13691163319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00050d00a0000060a00000500000000000a000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 05000000000050000f00000000000000000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0506000000000000900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13113e1691e36e3161d911e331356331616331111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3131e331e1313393931599335395e111111633333113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000000000000000000500000000f000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 54: 3933153ee1a11111191539151191113633111e355151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000a0a000a0000000000000005900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 313313e3191e63e16e111e111133aa63e9e61116361e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 365991136e1ee1161139311331131a11191616136616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 513133111111333111113311111311111e3115116691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000f0006009000000000009a0000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1e593361133636191313333155111311111133111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 60000000660a00e000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 313339ea1e316661631335111133313ae111131f36e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 33111111111311111111111111311133111111111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e15e1113111911316391e1131163161155363a311611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000a0e00fff00a000000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3e931e361e16911a133e919931191a1aee31916a3611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3331e1ea33a66ee6631131931699ef1a933ee6e6ee9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e13111161316f616131963e991e9136a111953613119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36313113311f1153611e111151113131996116111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1313e3336663193169111e11e699311f111331e1191e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 9e9111e119631311131e915331616313e33613361331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 31311111111111113151111121111113131111512121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33e331333ea39613319313111139611f9116e1111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e13e1e1611611eee16931e319319613a313633113693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131311e11311e6163ee1113396611111113333931e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e61639131636e113e1e3111133e9116a31131336333e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 313951311163e133331991e11131331319e6316311e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00500000000059000000000500000090000a00900009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e35913113363ee333111311115113333133311111331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000e0f00000500a0000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000f000000500906ff000ff000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3e311531363f1313a339e13531e56316133313131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0900000000000000000000090500990000000000005e, Class:  0, CF:0.741175, Len:  7, Fitness_tra: 0
Rule 84: 11111936133633996e11193111151313911311311351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11131131311a1111e31931111599e113111911131582, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 66139131111331133611399913e133335e339e319555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000000000000000005000000000000000000000, Class:  0, CF:0.105776, Len:  1, Fitness_tra: -14
Rule 88: 0000000000000000000e505005005000000000000000, Class:  0, CF:0.403435, Len:  5, Fitness_tra: 0
Rule 89: 91113933113111113111111511311313116113331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000f00a0050000d500f0fff0f0f00500d50500090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1133111111613111ee31139955113e33511711311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000f0a0a00005000000000000500e0050f00000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 30099110600e00061139311301030000090010036016, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 33313373111131e16e161e3111113113e9331116361e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0e001e001005010a130e900031101a10003101003000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000000000000000000000000000000050060000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: 9e0001e0000310111310010300606900000613000031, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 050d0000000000800000000007000000050000000000, Class:  1, CF:0.895034, Len:  5, Fitness_tra: 10
Rule 99: 6031e1ea0aa60ee6600031900000e01003003606ee9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 01000118013011100000310000000010501000000101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.5026
------Result------
Miss_rate(tra)	:44.5026
Miss_rate(tst)	:74.0741
ARL				:5.61111

------Generation 5------
Rule  1: 00000000000000000000000000000900000000000000, Class:  0, CF:0.278828, Len:  1, Fitness_tra: 35
Rule  2: 050d0000000000800000000007000000050000000000, Class:  1, CF:0.895034, Len:  5, Fitness_tra: 13
Rule  3: 00000000000000000000000000000000000000000500, Class:  0, CF:0.238241, Len:  1, Fitness_tra: 2
Rule  4: 00000000000000000000000000000000050060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  5: 00000000000000000000300000000000000000090000, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  6: 00000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  7: 050d0d00000000000000000005000000000000000000, Class:  0, CF:0.523421, Len:  4, Fitness_tra: 1
Rule  8: 0000f0000000af0000000000a0000000009000000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule  9: 600000000000000000000000d00000000000000000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 13131513e331915511191911153d33311e3e13131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 131195131936ee666956319e39ee1a11913331611163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 00000000000000000a000000000000a005a000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1e113e336f1a6116661611e13ee911116e6a93e33693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00000009000000000000090000000e00000000000000, Class:  0, CF:0.438484, Len:  3, Fitness_tra: 0
Rule 15: 00000000009000000900000000000000000000000e00, Class:  0, CF:0.332145, Len:  3, Fitness_tra: 0
Rule 16: 00000000a0000500000000000000000050f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000f00a0050000d500f0fff0f0f00500d50500090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11111133113a51113113111121913111133311111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1139193111e396661e911513191e63169963131af313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 131139116333313333533e19611136161e61e1136193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e6313913136333363e3333319135111a1ee6e1111e9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 11111111111311111151311111915111111191111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000d000000a000000000000000900000e000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 111e5d13131113113e1111111133e113533111135121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11313133113f1131311131111511131151131e131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1311333111113331113e319391911a61e113ee616693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 31111111913111111111311112111111591191512111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000060000005000000500d0000000000000005d5, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 16e36111f13616e6311631ee59353ee6331393ee169e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3333ee611131e311169e11111e1e31369911e3a33163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15111111111311111119511311112111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 32: 000000000000000000000000050090000000000e0050, Class:  0, CF:0.631676, Len:  4, Fitness_tra: 0
Rule 33: e9133511113611611313699691316a63ee6e11311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 33113113313131361111613111113111153331131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000f0a0000000000000000a00500ef000a00099f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1133611f1e1e131163111539e3156631333a11316616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 931913e9991113111319133e6a1e3a11311e533163e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 9111911113131131131e11193911133399333111193e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3633311131af111e11163e131113111a91e11a361933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000500f000000000000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 60000000600a09e0000000050d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 16131ee31333633363933931e3156a663e639161f611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9316e9e11e6313391e31e331eee33113196ee333363e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3131111111331111331e131151393316593113315511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 313a19116313139163e111611e191a161e6e133393e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 36311916631361161e96e1191e116661131313111393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e111116613113636f11113316aa61a31e13691163319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00050d00a0000060a00000500000000000a000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 05000000000050000f00000000000000000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0506000000000000900000000000000e00000ae00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13113e1691e36e3161d911e331356331616331111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3131e331e1313393931599335395e111111633333113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000000000000000000500000000f000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 54: 3933153ee1a11111191539151191113633111e355151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000a0a000a0000000000000005900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 313313e3191e63e16e111e111133aa63e9e61116361e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 365991136e1ee1161139311331131a11191616136616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 513133111111333111113311111311111e3115116691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000f0006009000000000009a0000000000e00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1e593361133636191313333155111311111133111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 60000000660a00e000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 313339ea1e316661631335111133313ae111131f36e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 33111111111311111111111111311133111111111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: e15e1113111911316391e1131163161155363a311611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000a0e00fff00a000000000050d00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3e931e361e16911a133e919931191a1aee31916a3611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3331e1ea33a66ee6631131931699ef1a933ee6e6ee9e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: e13111161316f616131963e991e9136a111953613119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36313113311f1153611e111151113131996116111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1313e3336663193169111e11e699311f111331e1191e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 9e9111e119631311131e915331616313e33613361331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 31311111111111113151111121111113131111512121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33e331333ea39613319313111139611f9116e1111316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e13e1e1611611eee16931e319319613a313633113693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131311e11311e6163ee1113396611111113333931e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: e61639131636e113e1e3111133e9116a31131336333e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 313951311163e133331991e11131331319e6316311e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00500000000059000000000500000090000a00900009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e35913113363ee333111311115113333133311111331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000e0f00000500a0000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3131e513131a31116651111515333136ee63131e1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 33511916313115136311311111111111113331131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000a0a0000000000000000a00500ea000f00099f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 15111111111111111151311112315111111115111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 02005050000000000005f00000a090f0050000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: d80000f500000000000f0000a000d000ff0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000dd00000000000f00000000f000000d0009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000d0000000e90000000000000000099000000000900, Class:  0, CF:0.321002, Len:  6, Fitness_tra: 0
Rule 89: 13131111111311116e5933139111111319e1e1631581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000a0000500000000000000000050f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 110001a01010aa1060000030e0155670333a01000006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000d0900000000000000000000000000050000000000, Class:  0, CF:0.51067, Len:  3, Fitness_tra: -1
Rule 93: e913351111361161131369969e316a63ee6e11311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 301011119030110100000011001111000901905a0115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e000100001900130699000031103160000300001ae10, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 03193e0600036001000000e000359301606330111001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0130301000013330000033e001100010103105010900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000a0a000000b000000000050000000f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000d0000000a0980000000000d000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000000000000000000050090000d00000e0050, Class:  0, CF:0.654261, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.7173
------Result------
Miss_rate(tra)	:43.7173
Miss_rate(tst)	:74.0741
ARL				:5.66667

------Generation 6------
Rule  1: 00000000000000000000000000000900000000000000, Class:  0, CF:0.278828, Len:  1, Fitness_tra: 35
Rule  2: 050d0000000000800000000007000000050000000000, Class:  1, CF:0.895034, Len:  5, Fitness_tra: 13
Rule  3: 00000000000000000000000000000000000000000500, Class:  0, CF:0.238241, Len:  1, Fitness_tra: 2
Rule  4: 00000000000000000000000000000000050060000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  5: 00000000000000000000300000000000000000090000, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  6: 00000000000000000000000000a00000050000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  7: 050d0d00000000000000000005000000000000000000, Class:  0, CF:0.523421, Len:  4, Fitness_tra: 1
Rule  8: 0000f0000000af0000000000a0000000009000000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule  9: 600000000000000000000000d00000000000000000d0, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule 10: 13131513e331915511191911153d33311e3e13131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 131195131936ee666956319e39ee1a11913331611163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 00000000000000000a000000000000a005a000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1e113e336f1a6116661611e13ee911116e6a93e33693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00000009000000000000090000000e00000000000000, Class:  0, CF:0.438484, Len:  3, Fitness_tra: 0
Rule 15: 00000000009000000900000000000000000000000e00, Class:  0, CF:0.332145, Len:  3, Fitness_tra: 0
Rule 16: 00000000a0000500000000000000000050f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000f00a0050000d500f0fff0f0f00500d50500090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
