------Generation 0------
Rule  1: 1116113e11161111111131311111e1e1113151135181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1111311133661311111111915511e63311e333111e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1111196166161111631e113331396313396331e91111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 05060000000000000005000000a009f00000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3613e13111aa33e1e31331116111e611311911133119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 161319311166e35e3113131111191161131311111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000005e0000000000a0f00905ed50000009000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e63919a1ef3f6133a1139135e1116316513e96311399, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 113131e111133e366333a1351e1e131a161333111e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 500090e00eaf6000000e00e0000000000000f000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 391e19e1e96113936e3911133915113f199e96ea33e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 15151111311111111151111111115111111111352111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 600900000000000000000050dd000000000000e090d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 50000000e000000000060000000ee00000a000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 135511e1111111131611111911311153391111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11e31331116a3e3a33161199131e11133e1313331e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e1e1e331eaaa1316361e3e3339e9131359311a6a1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 113161ea113f311e1191e93195193661113e16e3e13e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000ae00000a900000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000205000005000000000509000000000000090000, Class:  0, CF:0.503103, Len:  6, Fitness_tra: -1
Rule 83: 0000d000000000000f000000000000000d0000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule 84: 11111111e111111231d911112211e13151e113115142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 6333e53316113191315e331115131131311131135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000500500a0000ee0000000000600a0000020000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000a00000000000000000000000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 88: 0000f00000000f000000000f00a00000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00af0050a00009000005000f0fa0000e500000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0f000d10e606630010194000ef001e0e311033000a33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: ebee30001061563939e0199931050a1f11a391e19ed1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3116331111e61111e351e31161951c33313111111651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 9100156c0016011130310015101030010901011e3111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1399631111113631111e9113131933131ee61a111391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: eeee051e100006000000000011950a3010e390000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: ee1139131661531edeee19311195e14a911393e11691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00511596010ae00e093e0000c001010006035e906099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000003030161300000330e0e3e51000600300100191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000000000000000082d000000000000000500000, Class:  0, CF:0.284534, Len:  4, Fitness_tra: -28
------Current------
Miss_rate(tra)	:45.0262
------Result------
Miss_rate(tra)	:45.0262
Miss_rate(tst)	:70.3704
ARL				:7.5

------Generation 5------
Rule  1: 00000000000000000000000000000000000000900000, Class:  0, CF:0.234688, Len:  1, Fitness_tra: 46
Rule  2: 05000000000000a00000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 6
Rule  3: 000000000000000000000f0000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  4: 00000000000000000000000000a60000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  5: 00000000a00000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  6: 0000d000000000000f000000000000000d0000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  7: 00000000000000000000000000000000000960000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  8: 01001011c1e001111011110010700111103110a30100, Class:  1, CF:  1, Len: 27, Fitness_tra: 1
Rule  9: 0000000000500500000082d0000000052d000050000a, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 10: 11e3e931116a131e361e1e1911e9136319131a611113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 935111163e66166133163e61363e6a3ae1a113ef3351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: e35159e1611363ee6111111e39199133116133113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 9111e361951163113e9ee9633e396116e116331aa9e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111613e311ff11e133e11111e3113113356e1313e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 313163161ee131111351e311619111313e3111313696, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1311351311613339a11631e9e1113111596196113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 63333111a133e3113e13631539e11e66131311191115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000d000000000000000000000600a900000000f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1e313513e61663331913ee11e11e1e1e311133613133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 139193e1111136316691911913e9331f3e361a1316e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: d20006f500f00000000a00000000d000fa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0050009e0000000e090e000000000000060f00e00009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: eeee351e166156161eee193111951a3f11e391e13691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11111511111119111113311151111113111131111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11196e1111311311111e911331191113113111116391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 111111111111111111191311111111163e1111151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 119e3569136e1116e3de11916e31611f16f39131e393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 3311956aee6ae663a139e13e331161e13e331a366311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e3e99e1111169631361331133631616a3331116f3333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 13ee11161661ee16a15133131e31166631113e166911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 331311e369161166a3116e1111693363111311336333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 313165166913a3ee331e36e1113111161319116e3311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3193313e311613e3e93331e1e3e5111a6313e1133191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111511112313e111213311111112111118111121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000000000900e00090000e00000000a060000000e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0600000000006a000e000e000000a000000a00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 915515613116311133311111111133113931111e3111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: e1593e31ee1113e1a1931153393161113161361163e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000f0000e0aaf00000000000000000f000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 500000a0050000050000faffa0000000000060000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11111111111113111111131113112111138211111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e31139631113639e639e13931ee3e13a9e1333611939, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 91919e163e633331635e311ee93ee1319e13e33636e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3116336111661111e351131511151113313911131351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1133e363336691e13e1399e63339613a631311311611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1113111111331e111111311111111111191511111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 169ee963161616566193339111991a1651133316e311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 05000000000000000000000500000000000000fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 963193e1e311e63931161699311991119e96313a6e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11111111111111111151511111118111131211111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 52: 00500000000e00f000000000a0a60059000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 311939111161333aa11e11e9eee51616113331633311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0f000000a0000500090005000000000000af500095d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 161339eee9e13333331e91919111e11ae31616136311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000a000000000000005000000000000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 36e13e31e11111133611163136331613366651113313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1319133631636661613111191319111e31635e9e1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000000000a000000000000900500000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000000900000000000000a00000a0000005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 111111111313111113511111111113111116d1935121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000600f0ee0000000500d0000000000000095d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 11993511316e1333115333e3ee396a1333e631116336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1111311133661311111111915511e63311e333111e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1111196166161111631e113331396313396331e91111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 05060000000000000005000000a009f00000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3613e13111aa33e1e31331116111e611311911133119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 161319311166e35e3113131111191161131311111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000005e0000000000a0f00905ed50000009000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e63919a1ef3f6133a1139135e1116316513e96311399, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 113131e111133e366333a1351e1e131a161333111e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 500090e00eaf6000000e00e0000000000000f000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 391e19e1e96113936e3911133915113f199e96ea33e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 15151111311111111151111111115111111111352111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 600900000000000000000050dd000000000000e090d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 50000000e000000000060000000ee00000a000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 135511e1111111131611111911311153391111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11e31331116a3e3a33161199131e11133e1313331e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e1e1e331eaaa1316361e3e3339e9131359311a6a1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 113161ea113f311e1191e93195193661113e16e3e13e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 311111633136111111d1111112151151111191311121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11111111311111113111311122118111111115312121, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 83: 000000a0f09000000000000000005900000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000005e0000000000a0f009059d50000009000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000ff009000fc500005500000900f0000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000005e0000000000000000000e00950, Class:  1, CF:0.111831, Len:  5, Fitness_tra: 0
Rule 87: 31111533f6613113333111e553e13316111316313115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 36161511133311311153319155611333933313311128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00900000000005000000600d900000000500006000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000ff05f000000000d5500f00000009000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1133e3c3336691e13e1399e63339613a631311311611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0116301101e60001e051001000a50000303010100050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11e1e9163e6a1311335e3e1ee93ee3819813e33616e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 011e055010000901111331110110001e110001110a05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0091901030030e31af5e010009300101900f000636e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 05000001c0e001a1001110000a000110003114a00b30, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 119935611116161636de31136631616f363391313363, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0100106131000601330100100111330d390000903010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000060000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule100: 10030000100300710000316111111111090961010110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.5026
------Result------
Miss_rate(tra)	:44.5026
Miss_rate(tst)	:70.3704
ARL				:10.2143

------Generation 6------
Rule  1: 00000000000000000000000000000000000000900000, Class:  0, CF:0.234688, Len:  1, Fitness_tra: 46
Rule  2: 05000000000000a00000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 6
Rule  3: 000000000000000000000f0000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  4: 00000000000000000000000000a60000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  5: 00000000a00000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  6: 0000d000000000000f000000000000000d0000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  7: 00000000000000000000000000000000000960000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  8: 01001011c1e001111011110010700111103110a30100, Class:  1, CF:  1, Len: 27, Fitness_tra: 1
Rule  9: 0000000000500500000082d0000000052d000050000a, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 10: 11e3e931116a131e361e1e1911e9136319131a611113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 935111163e66166133163e61363e6a3ae1a113ef3351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: e35159e1611363ee6111111e39199133116133113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 9111e361951163113e9ee9633e396116e116331aa9e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 111613e311ff11e133e11111e3113113356e1313e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 313163161ee131111351e311619111313e3111313696, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1311351311613339a11631e9e1113111596196113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 63333111a133e3113e13631539e11e66131311191115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000d000000000000000000000600a900000000f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1e313513e61663331913ee11e11e1e1e311133613133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 139193e1111136316691911913e9331f3e361a1316e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: d20006f500f00000000a00000000d000fa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0050009e0000000e090e000000000000060f00e00009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: eeee351e166156161eee193111951a3f11e391e13691, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11111511111119111113311151111113111131111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11196e1111311311111e911331191113113111116391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 111111111111111111191311111111163e1111151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 119e3569136e1116e3de11916e31611f16f39131e393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 3311956aee6ae663a139e13e331161e13e331a366311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: e3e99e1111169631361331133631616a3331116f3333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 13ee11161661ee16a15133131e31166631113e166911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 331311e369161166a3116e1111693363111311336333, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 313165166913a3ee331e36e1113111161319116e3311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3193313e311613e3e93331e1e3e5111a6313e1133191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111511112313e111213311111112111118111121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000000000900e00090000e00000000a060000000e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0600000000006a000e000e000000a000000a00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 915515613116311133311111111133113931111e3111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: e1593e31ee1113e1a1931153393161113161361163e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000f0000e0aaf00000000000000000f000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 500000a0050000050000faffa0000000000060000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11111111111113111111131113112111138211111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e31139631113639e639e13931ee3e13a9e1333611939, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 91919e163e633331635e311ee93ee1319e13e33636e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3116336111661111e351131511151113313911131351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1133e363336691e13e1399e63339613a631311311611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1113111111331e111111311111111111191511111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 169ee963161616566193339111991a1651133316e311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 05000000000000000000000500000000000000fe0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 963193e1e311e63931161699311991119e96313a6e33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11111111111111111151511111118111131211111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 52: 00500000000e00f000000000a0a60059000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 311939111161333aa11e11e9eee51616113331633311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0f000000a0000500090005000000000000af500095d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 161339eee9e13333331e91919111e11ae31616136311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000a000000000000005000000000000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 36e13e31e11111133611163136331613366651113313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1319133631636661613111191319111e31635e9e1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000000000a000000000000900500000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000000900000000000000a00000a0000005d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 111111111313111113511111111113111116d1935121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000600f0ee0000000500d0000000000000095d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 11993511316e1333115333e3ee396a1333e631116336, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1111311133661311111111915511e63311e333111e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1111196166161111631e113331396313396331e91111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 05060000000000000005000000a009f00000000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3613e13111aa33e1e31331116111e611311911133119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 161319311166e35e3113131111191161131311111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000005e0000000000a0f00905ed50000009000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e63919a1ef3f6133a1139135e1116316513e96311399, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 113131e111133e366333a1351e1e131a161333111e1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 500090e00eaf6000000e00e0000000000000f000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 391e19e1e96113936e3911133915113f199e96ea33e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 15151111311111111151111111115111111111352111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 600900000000000000000050dd000000000000e090d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 50000000e000000000060000000ee00000a000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 135511e1111111131611111911311153391111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11e31331116a3e3a33161199131e11133e1313331e13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e1e1e331eaaa1316361e3e3339e9131359311a6a1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 113161ea113f311e1191e93195193661113e16e3e13e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 311111633136111111d1111112151151111191311121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11111111311111113111311122118111111115312121, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 83: 000000a0f09000000000000000005900000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000005e0000000000a0f009059d50000009000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000ff009000fc500005500000900f0000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000005e0000000000000000000e00950, Class:  1, CF:0.111831, Len:  5, Fitness_tra: 0
Rule 87: 31111533f6613113333111e553e13316111316313115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 36161511133311311153319155611333933313311128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00900000000005000000600d900000000500006000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000ff05f000000000d5500f00000009000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1133e3c3336691e13e1399e63339613a631311311611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0116301101e60001e051001000a50000303010100050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11e1e9163e6a1311335e3e1ee93ee3819813e33616e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 011e055010000901111331110110001e110001110a05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0091901030030e31af5e010009300101900f000636e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 05000001c0e001a1001110000a000110003114a00b30, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 119935611116161636de31136631616f363391313363, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0100106131000601330100100111330d390000903010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000060000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule100: 10030000100300710000316111111111090961010110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.5026
------Result------
Miss_rate(tra)	:44.5026
Miss_rate(tst)	:70.3704
ARL				:10.2143

------Generation 7------
Rule  1: 00000000000000000000000000000000000000900000, Class:  0, CF:0.234688, Len:  1, Fitness_tra: 46
Rule  2: 05000000000000a00000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 6
Rule  3: 000000000000000000000f0000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  4: 00000000000000000000000000a60000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  5: 00000000a00000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  6: 0000d000000000000f000000000000000d0000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  7: 00000000000000000000000000000000000960000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
