------Generation 0------
Rule  1: 3331931113119913131331133319916a6e19531e1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000a0000d000f00000000000000090000000d050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000f0000000000050000000005000000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000000f0000000000000000f000000d0e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 91161113313333153313311311911e36531613311522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000fffe0a0000a0a500600000000000fd0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 333193e113136393ae1311e99331ee13553e31931515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11131111111311123159111111e19331153111135521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000500050000000d0000000000600505, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 89: 00dd00a000000000000000000000a900000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000005000a00000000000000000000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 91: 0000000000000f0000000000000000f000000d0b0010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 161e151f311a1133111e313110e11311331633131613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e0313060ee0005330011310663031e691133e03a0601, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 031630603303e005330101101001901a0e3310605115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 75000000f0000000000000000000000e00f0000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 119131413313e139331365316191919a313ee31a131a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00700000000d00009000000000000000005000000000, Class:  1, CF:0.31546, Len:  4, Fitness_tra: 14
Rule 98: 300e3133000030010013000010909331101333000053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a351300010101000335091e30c03000f061000000100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000050000009000500000060000005000f00000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.8377
------Result------
Miss_rate(tra)	:40.8377
Miss_rate(tst)	:57.6923
ARL				:6.47059

------Generation 9------
Rule  1: 050000000000000000000000000000000000000e0000, Class:  0, CF:0.40953, Len:  2, Fitness_tra: 42
Rule  2: 00500000000000000000000000000000c00000500000, Class:  1, CF:0.00154409, Len:  3, Fitness_tra: 13
Rule  3: 00000000000000000000000000000009000000000a00, Class:  1, CF:  1, Len:  2, Fitness_tra: 5
Rule  4: 00000000000009000000000005000000000000000000, Class:  0, CF:0.374282, Len:  2, Fitness_tra: 2
Rule  5: 00000005000a00000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  6: 0d00080000000000000000050000000000000d0e0000, Class:  0, CF:0.492158, Len:  5, Fitness_tra: 1
Rule  7: 0000000005000000000000000af00000000000000a00, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule  8: 000000000000000500050000000d0000000000600505, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule  9: a30d00010500000000030030050100060000000e0509, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 333319e3113a1ee161e1319e39191133313131333131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 131313133331339e619111191d113e63596313191555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11131113913311113351311112111113113135111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 3191e96133131e39611315316361e113311ee3aa631a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 13e13e33191313333351913391333a3fe611111a1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 31010133000309100005311111311101013103011000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 91e11111e33a31e363969316e133e1131e66336316ef, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d0000650000000000000005000000a0a0e00009f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11e33133391e3e3116d111311911a1619e3633133311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000f00050000000005000000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e3313531eea11333ee11313163331a661133e13a1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31e315e6e3e36ee1311133113ee1611191e613616191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 99933e16111313116e51311136e116319e31ee6131e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1331e1e6e933111e111993e11113631a11619e161e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 13131111631661e3333113131115e31111e31e31a11a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31111e63616111966331e199e9e531111961ea3633e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000a00050000000000000000e0000f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 9631353e111116311119e3631e1196663563361a1e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000060060000660af9e0000000000f00000090000e05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00a0005000000d00000050000f000000500000550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000060000005000000000500000e590d0000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 161e131f311a1a33139e361113e113163e1633131693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000d0000000000000000000000600099000000f90000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 35111111111111121111111121111111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 35: d0000600550000005d05000500005000000500000000, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 11111211151111111151111122311111111133111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1133e111116a11393131e1e1911163333136113e3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8d0006f0a005f00000af000500000009000020090028, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e33e19e661113131eee31191313916311ee11611315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 11e1396119311311113139633e131a33111e9e3a1e16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 31511531111115111653151113311313533633331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 161611e111661ee16311111e1e1331a11e33131e1e19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9e931113313a3111165e3e61116139119111e1a116e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1e311131e111361e36913136e3693136eee631333693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1311111111e111113111111211311111113111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000a0000d000f00000000000000090000000d090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: a0000000000000050000000000000000050000090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d20000f500f0000000000000a000d000fa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0050000f0af900000f0af00000a00059d000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000a0a000000000090000000900000000e90000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 131631663363e159331111111191911a9e3313115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 050d00000500e50000000000950000000000000e0000, Class:  0, CF:0.460121, Len:  8, Fitness_tra: 0
Rule 53: 1e993916131aee363196e1ee33e113663e13e66633e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000d00000000000e000000050000000000000e0009, Class:  0, CF:0.610287, Len:  5, Fitness_tra: 0
Rule 55: 3e1e3133313331613e13139311999331111333113353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111611336161139e36161ee9e1133161e33611111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 33311e3111363361131313139193113a111329113311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 131e5311163a3116e1e33331e3e11666113116161139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11111511111111111113311111911111131111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000a0000d00000000000000000000000000d0090000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 61: 0000000500ff050000000000006000000000090000ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 333e111661311119eee39e13913166133313e1616191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000000f0000000000000000f000000d0e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 05000000f000000000000d0000a0090e00f0000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 161e9933311116313196191911e9111fe16131e6a396, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 9e9e1193e11333e3311e311631e11633e31393613391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 111a1361e161e11e13511e933991e1311911166131e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000000a600000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000f0000500000005900000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e0000560000000000600006000000e09000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000050000009000500000060000005000f00000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 72: 1311111191131111331511112111111111e111112112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33113931313a11113e11113e9331111a9e3159131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 115111311163313e1311611113199391153313131399, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11511ee113111113a191311ee19111111e1116331131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1e93933136613319a35163613169ee11913633163951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6009000000aa000000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e3e6116311f311e1e31e663e39991361111311119313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000000000000000000000000900000960000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 80: 13131113313a93151113113511313113191311115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000a0000d000f00000000000000090000000d050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000f0000000000050000000005000000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000000f0000000000000000f000000d0e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 91161113313333153313311311911e36531613311522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000fffe0a0000a0a500600000000000fd0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 333193e113136393ae1311e99331ee13553e31931515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11131111111311123159111111e19331153111135521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000500050000000d0000000000600505, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 89: 00dd00a000000000000000000000a900000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000005000a00000000000000000000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 91: 0000000000000f0000000000000000f000000d0b0010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 161e151f311a1133111e313110e11311331633131613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e0313060ee0005330011310663031e691133e03a0601, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 031630603303e005330101101001901a0e3310605115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 75000000f0000000000000000000000e00f0000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 119131413313e139331365316191919a313ee31a131a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00700000000d00009000000000000000005000000000, Class:  1, CF:0.31546, Len:  4, Fitness_tra: 14
Rule 98: 300e3133000030010013000010909331101333000053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a351300010101000335091e30c03000f061000000100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000050000009000500000060000005000f00000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.8377
------Result------
Miss_rate(tra)	:40.8377
Miss_rate(tst)	:57.6923
ARL				:6.47059

------Generation 10------
Rule  1: 050000000000000000000000000000000000000e0000, Class:  0, CF:0.40953, Len:  2, Fitness_tra: 42
Rule  2: 00500000000000000000000000000000c00000500000, Class:  1, CF:0.00154409, Len:  3, Fitness_tra: 13
Rule  3: 00000000000000000000000000000009000000000a00, Class:  1, CF:  1, Len:  2, Fitness_tra: 5
Rule  4: 00000000000009000000000005000000000000000000, Class:  0, CF:0.374282, Len:  2, Fitness_tra: 2
Rule  5: 00000005000a00000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  6: 0d00080000000000000000050000000000000d0e0000, Class:  0, CF:0.492158, Len:  5, Fitness_tra: 1
Rule  7: 0000000005000000000000000af00000000000000a00, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule  8: 000000000000000500050000000d0000000000600505, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule  9: a30d00010500000000030030050100060000000e0509, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 333319e3113a1ee161e1319e39191133313131333131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 131313133331339e619111191d113e63596313191555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11131113913311113351311112111113113135111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 3191e96133131e39611315316361e113311ee3aa631a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 13e13e33191313333351913391333a3fe611111a1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 31010133000309100005311111311101013103011000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 91e11111e33a31e363969316e133e1131e66336316ef, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d0000650000000000000005000000a0a0e00009f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11e33133391e3e3116d111311911a1619e3633133311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000f00050000000005000000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e3313531eea11333ee11313163331a661133e13a1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31e315e6e3e36ee1311133113ee1611191e613616191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 99933e16111313116e51311136e116319e31ee6131e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1331e1e6e933111e111993e11113631a11619e161e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 13131111631661e3333113131115e31111e31e31a11a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31111e63616111966331e199e9e531111961ea3633e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000a00050000000000000000e0000f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 9631353e111116311119e3631e1196663563361a1e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000060060000660af9e0000000000f00000090000e05, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00a0005000000d00000050000f000000500000550000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000060000005000000000500000e590d0000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 161e131f311a1a33139e361113e113163e1633131693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000d0000000000000000000000600099000000f90000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 35111111111111121111111121111111111111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 35: d0000600550000005d05000500005000000500000000, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 11111211151111111151111122311111111133111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1133e111116a11393131e1e1911163333136113e3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 8d0006f0a005f00000af000500000009000020090028, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e33e19e661113131eee31191313916311ee11611315e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 11e1396119311311113139633e131a33111e9e3a1e16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 31511531111115111653151113311313533633331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 161611e111661ee16311111e1e1331a11e33131e1e19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 9e931113313a3111165e3e61116139119111e1a116e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1e311131e111361e36913136e3693136eee631333693, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1311111111e111113111111211311111113111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000a0000d000f00000000000000090000000d090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: a0000000000000050000000000000000050000090500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: d20000f500f0000000000000a000d000fa0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0050000f0af900000f0af00000a00059d000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000a0a000000000090000000900000000e90000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 131631663363e159331111111191911a9e3313115111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 050d00000500e50000000000950000000000000e0000, Class:  0, CF:0.460121, Len:  8, Fitness_tra: 0
Rule 53: 1e993916131aee363196e1ee33e113663e13e66633e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000d00000000000e000000050000000000000e0009, Class:  0, CF:0.610287, Len:  5, Fitness_tra: 0
Rule 55: 3e1e3133313331613e13139311999331111333113353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 111611336161139e36161ee9e1133161e33611111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 33311e3111363361131313139193113a111329113311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 131e5311163a3116e1e33331e3e11666113116161139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11111511111111111113311111911111131111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000a0000d00000000000000000000000000d0090000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 61: 0000000500ff050000000000006000000000090000ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 333e111661311119eee39e13913166133313e1616191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000000f0000000000000000f000000d0e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 05000000f000000000000d0000a0090e00f0000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 161e9933311116313196191911e9111fe16131e6a396, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 9e9e1193e11333e3311e311631e11633e31393613391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 111a1361e161e11e13511e933991e1311911166131e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000000a600000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000f0000500000005900000000000a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e0000560000000000600006000000e09000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000050000009000500000060000005000f00000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 72: 1311111191131111331511112111111111e111112112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33113931313a11113e11113e9331111a9e3159131313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 115111311163313e1311611113199391153313131399, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11511ee113111113a191311ee19111111e1116331131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1e93933136613319a35163613169ee11913633163951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6009000000aa000000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: e3e6116311f311e1e31e663e39991361111311119313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000000000000000000000000900000960000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 80: 13131113313a93151113113511313113191311115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000a0000d000f00000000000000090000000d050000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000f0000000000050000000005000000000500000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000000f0000000000000000f000000d0e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 91161113313333153313311311911e36531613311522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000fffe0a0000a0a500600000000000fd0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 333193e113136393ae1311e99331ee13553e31931515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11131111111311123159111111e19331153111135521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000500050000000d0000000000600505, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 89: 00dd00a000000000000000000000a900000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000005000a00000000000000000000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 91: 0000000000000f0000000000000000f000000d0b0010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 161e151f311a1133111e313110e11311331633131613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e0313060ee0005330011310663031e691133e03a0601, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 031630603303e005330101101001901a0e3310605115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 75000000f0000000000000000000000e00f0000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 119131413313e139331365316191919a313ee31a131a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00700000000d00009000000000000000005000000000, Class:  1, CF:0.31546, Len:  4, Fitness_tra: 14
Rule 98: 300e3133000030010013000010909331101333000053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a351300010101000335091e30c03000f061000000100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000050000009000500000060000005000f00000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.8377
------Result------
Miss_rate(tra)	:40.8377
Miss_rate(tst)	:57.6923
ARL				:6.47059

------Generation 20------
Rule  1: 050000000000000000000000000000000000000e0000, Class:  0, CF:0.40953, Len:  2, Fitness_tra: 30
Rule  2: 00500000000000000000000000000000c00000000000, Class:  1, CF:0.166004, Len:  2, Fitness_tra: 28
Rule  3: 00000000000009000000000005000000000000000000, Class:  0, CF:0.374282, Len:  2, Fitness_tra: 13
Rule  4: 00700000000d00009000000000000000005000000000, Class:  1, CF:0.31546, Len:  4, Fitness_tra: 9
Rule  5: 00000000000000000000000000000009000000000a00, Class:  1, CF:  1, Len:  2, Fitness_tra: 5
Rule  6: 00000005000a00000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  7: 0d00080000000000000000050000000000000d0e0000, Class:  0, CF:0.492158, Len:  5, Fitness_tra: 0
Rule  8: 00500000000000000000000000000000c00000500000, Class:  1, CF:0.00154409, Len:  3, Fitness_tra: 0
Rule  9: 000000000000000500050000000d0000000000600505, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 10: 333319e3113a1ee161e1319e39191133313131333131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 131313133331339e619111191d113e63596313191555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11131113913311113351311112111113113135111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 3191e96133131e39611315316361e113311ee3aa631a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 13e13e33191313333351913391333a3fe611111a1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 31010133000309100005311111311101013103011000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 91e11111e33a31e363969316e133e1131e66336316ef, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: d0000650000000000000005000000a0a0e00009f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11e33133391e3e3116d111311911a1619e3633133311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000f00050000000005000000aa0000000055f0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e3313531eea11333ee11313163331a661133e13a1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 31e315e6e3e36ee1311133113ee1611191e613616191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 99933e16111313116e51311136e116319e31ee6131e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1331e1e6e933111e111993e11113631a11619e161e39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 13131111631661e3333113131115e31111e31e31a11a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31111e63616111966331e199e9e531111961ea3633e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
