------Generation 0------
Rule  1: 15d111c51552111811, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 15: 000c00000007000000, Class:  1, CF:0.287151, Len:  2, Fitness_tra: 8
Rule 16: a40000000010000000, Class:  0, CF:0.6322, Len:  3, Fitness_tra: 4
Rule 17: d0000000000000cd00, Class:  1, CF:0.56702, Len:  3, Fitness_tra: 3
Rule 18: 500000000000000000, Class:  1, CF:0.446456, Len:  1, Fitness_tra: 2
Rule 19: 500c10000000000000, Class:  1, CF:0.530026, Len:  3, Fitness_tra: 1
Rule 20: d000000b000000c000, Class:  1, CF:0.553875, Len:  3, Fitness_tra: 2
Rule 21: 000000000000080004, Class:  0, CF:0.970514, Len:  2, Fitness_tra: 0
Rule 22: 000000000000000002, Class:  1, CF:0.111232, Len:  1, Fitness_tra: 0
Rule 23: 12822441b414121291, Class:  0, CF:0.774982, Len: 18, Fitness_tra: 0
Rule 24: 133521371193382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 00000b000000500004, Class:  1, CF:0.408847, Len:  3, Fitness_tra: 1
Rule 26: 82dcc2cd141c4712dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 393312111351e233d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000500000e000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 29: 189c14cd8144272193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 531d211151599c2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: c1113115151c111221, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 34: 000000002008000000, Class:  1, CF:0.299246, Len:  2, Fitness_tra: -1
Rule 35: 000000005005000000, Class:  0, CF:0.346319, Len:  2, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3111c29155593111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 133811e139d9111929, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1315cc941111e29181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000d00000500000000, Class:  1, CF:0.120198, Len:  2, Fitness_tra: 0
Rule 41: 21524785212c8c1c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1d54442141c11c1181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 13182434e1131c1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8551118119211821c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: d151211121212b8859, Class:  1, CF:0.23549, Len: 18, Fitness_tra: 0
Rule 47: 1151c7511282d11133, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 48: 991dc1119939521585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1a1d11979e31341213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c52214238d4c5c2511, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 331981e11115325e89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 115c24c51811211459, Class:  1, CF:0.376619, Len: 18, Fitness_tra: 0
Rule 53: c81124c14224821481, Class:  0, CF:0.164336, Len: 18, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9165c414de11e41515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 020000000000000000, Class:  1, CF:0.0426228, Len:  1, Fitness_tra: 0
Rule 58: e36111919e591c4c29, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 311121a16396312181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: d1382481c811c42235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000070000000007000, Class:  0, CF:0.0705442, Len:  2, Fitness_tra: 0
Rule 62: 815141c511cc275185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2152211125c1812427, Class:  1, CF:0.433369, Len: 18, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000000000000e, Class:  1, CF:0.114083, Len:  1, Fitness_tra: 0
Rule 66: 00dc00cd4000000200, Class:  1, CF:0.810105, Len:  6, Fitness_tra: 0
Rule 67: 0000000e0000000000, Class:  0, CF:0.346495, Len:  1, Fitness_tra: 0
Rule 68: 18514b21c581d28244, Class:  1, CF:0.564799, Len: 18, Fitness_tra: 0
Rule 69: 1512c11c8112119813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d00000000000000000, Class:  1, CF:0.401522, Len:  1, Fitness_tra: 0
Rule 71: 0000000e0000000000, Class:  0, CF:0.346495, Len:  1, Fitness_tra: 0
Rule 72: 060000000e00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 85524211c514114122, Class:  1, CF:0.334846, Len: 18, Fitness_tra: 0
Rule 74: d000000b00000ec000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811144c32121212115, Class:  1, CF:0.663332, Len: 18, Fitness_tra: 0
Rule 76: 33124212a133611117, Class:  0, CF:0.120428, Len: 18, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000300000090000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 79: 911227121519111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 558c12151222271239, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000080000, Class:  0, CF:0.904506, Len:  1, Fitness_tra: 2
Rule 82: d03500000400000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000c002000000709, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 18127121428c22112d, Class:  1, CF:0.546258, Len: 18, Fitness_tra: 0
Rule 86: 0c000040000000000c, Class:  0, CF:0.123922, Len:  3, Fitness_tra: 1
Rule 87: eef5cce796d59121d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000d00340000e08000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1858118c8118c41215, Class:  1, CF:0.930846, Len: 18, Fitness_tra: 0
Rule 90: 1e112c1153d53c1213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 590cc1000009000507, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 92: a40044000000000000, Class:  0, CF:0.795987, Len:  4, Fitness_tra: 0
Rule 93: 310b810060063101e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0505110119200020b0, Class:  0, CF:0.284564, Len: 10, Fitness_tra: 0
Rule 95: 005e421d0014104102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000302e10354005000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000700000000, Class:  0, CF:0.132854, Len:  0, Fitness_tra: 0
Rule 98: c002140380005c2511, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 005641c501c0200005, Class:  1, CF:0.999307, Len: 10, Fitness_tra: 0
Rule100: 31e0020000dd001150, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.9153
------Result------
Miss_rate(tra)	:43.9153
Miss_rate(tst)	:35.7143
ARL				:5.97015

------Generation 7------
Rule  1: d00000000000000000, Class:  1, CF:0.401522, Len:  1, Fitness_tra: 73
Rule  2: 00000000000000000a, Class:  0, CF:0.474896, Len:  1, Fitness_tra: 49
Rule  3: 000c00000000008000, Class:  1, CF:0.584962, Len:  2, Fitness_tra: 39
Rule  4: 0000000000000000b0, Class:  0, CF:0.165936, Len:  1, Fitness_tra: 36
Rule  5: 0000000d0000000000, Class:  0, CF:0.321927, Len:  1, Fitness_tra: 32
Rule  6: 009000000000000000, Class:  1, CF:0.396834, Len:  1, Fitness_tra: 28
Rule  7: 000000000700000000, Class:  0, CF:0.132854, Len:  1, Fitness_tra: 16
Rule  8: 000000000000000030, Class:  0, CF:0.258604, Len:  1, Fitness_tra: 17
Rule  9: e00000000000000000, Class:  1, CF:0.723791, Len:  1, Fitness_tra: 13
Rule 10: 000000000000000040, Class:  1, CF:0.101783, Len:  1, Fitness_tra: 12
Rule 11: 0000000000000000e0, Class:  0, CF:0.480079, Len:  1, Fitness_tra: 7
Rule 12: 000b000000b0000000, Class:  0, CF:0.148816, Len:  2, Fitness_tra: 7
Rule 13: 000000050000000000, Class:  0, CF:0.327097, Len:  1, Fitness_tra: 5
Rule 14: 0000000000000c0000, Class:  0, CF:0.599412, Len:  1, Fitness_tra: 5
Rule 15: 000c00000007000000, Class:  1, CF:0.287151, Len:  2, Fitness_tra: 8
Rule 16: a40000000010000000, Class:  0, CF:0.6322, Len:  3, Fitness_tra: 4
Rule 17: d0000000000000cd00, Class:  1, CF:0.56702, Len:  3, Fitness_tra: 3
Rule 18: 500000000000000000, Class:  1, CF:0.446456, Len:  1, Fitness_tra: 2
Rule 19: 500c10000000000000, Class:  1, CF:0.530026, Len:  3, Fitness_tra: 1
Rule 20: d000000b000000c000, Class:  1, CF:0.553875, Len:  3, Fitness_tra: 2
Rule 21: 000000000000080004, Class:  0, CF:0.970514, Len:  2, Fitness_tra: 0
Rule 22: 000000000000000002, Class:  1, CF:0.111232, Len:  1, Fitness_tra: 0
Rule 23: 12822441b414121291, Class:  0, CF:0.774982, Len: 18, Fitness_tra: 0
Rule 24: 133521371193382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 00000b000000500004, Class:  1, CF:0.408847, Len:  3, Fitness_tra: 1
Rule 26: 82dcc2cd141c4712dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 393312111351e233d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000500000e000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 29: 189c14cd8144272193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 531d211151599c2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: c1113115151c111221, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 34: 000000002008000000, Class:  1, CF:0.299246, Len:  2, Fitness_tra: -1
Rule 35: 000000005005000000, Class:  0, CF:0.346319, Len:  2, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3111c29155593111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 133811e139d9111929, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1315cc941111e29181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000d00000500000000, Class:  1, CF:0.120198, Len:  2, Fitness_tra: 0
Rule 41: 21524785212c8c1c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1d54442141c11c1181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 13182434e1131c1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8551118119211821c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: d151211121212b8859, Class:  1, CF:0.23549, Len: 18, Fitness_tra: 0
Rule 47: 1151c7511282d11133, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 48: 991dc1119939521585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1a1d11979e31341213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c52214238d4c5c2511, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 331981e11115325e89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 115c24c51811211459, Class:  1, CF:0.376619, Len: 18, Fitness_tra: 0
Rule 53: c81124c14224821481, Class:  0, CF:0.164336, Len: 18, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9165c414de11e41515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 020000000000000000, Class:  1, CF:0.0426228, Len:  1, Fitness_tra: 0
Rule 58: e36111919e591c4c29, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 311121a16396312181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: d1382481c811c42235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000070000000007000, Class:  0, CF:0.0705442, Len:  2, Fitness_tra: 0
Rule 62: 815141c511cc275185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2152211125c1812427, Class:  1, CF:0.433369, Len: 18, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000000000000e, Class:  1, CF:0.114083, Len:  1, Fitness_tra: 0
Rule 66: 00dc00cd4000000200, Class:  1, CF:0.810105, Len:  6, Fitness_tra: 0
Rule 67: 0000000e0000000000, Class:  0, CF:0.346495, Len:  1, Fitness_tra: 0
Rule 68: 18514b21c581d28244, Class:  1, CF:0.564799, Len: 18, Fitness_tra: 0
Rule 69: 1512c11c8112119813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d00000000000000000, Class:  1, CF:0.401522, Len:  1, Fitness_tra: 0
Rule 71: 0000000e0000000000, Class:  0, CF:0.346495, Len:  1, Fitness_tra: 0
Rule 72: 060000000e00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 85524211c514114122, Class:  1, CF:0.334846, Len: 18, Fitness_tra: 0
Rule 74: d000000b00000ec000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811144c32121212115, Class:  1, CF:0.663332, Len: 18, Fitness_tra: 0
Rule 76: 33124212a133611117, Class:  0, CF:0.120428, Len: 18, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000300000090000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 79: 911227121519111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 558c12151222271239, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000080000, Class:  0, CF:0.904506, Len:  1, Fitness_tra: 2
Rule 82: d03500000400000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000c002000000709, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 18127121428c22112d, Class:  1, CF:0.546258, Len: 18, Fitness_tra: 0
Rule 86: 0c000040000000000c, Class:  0, CF:0.123922, Len:  3, Fitness_tra: 1
Rule 87: eef5cce796d59121d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000d00340000e08000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1858118c8118c41215, Class:  1, CF:0.930846, Len: 18, Fitness_tra: 0
Rule 90: 1e112c1153d53c1213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 590cc1000009000507, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 92: a40044000000000000, Class:  0, CF:0.795987, Len:  4, Fitness_tra: 0
Rule 93: 310b810060063101e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0505110119200020b0, Class:  0, CF:0.284564, Len: 10, Fitness_tra: 0
Rule 95: 005e421d0014104102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000302e10354005000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000700000000, Class:  0, CF:0.132854, Len:  0, Fitness_tra: 0
Rule 98: c002140380005c2511, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 005641c501c0200005, Class:  1, CF:0.999307, Len: 10, Fitness_tra: 0
Rule100: 31e0020000dd001150, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.9153
------Result------
Miss_rate(tra)	:43.9153
Miss_rate(tst)	:35.7143
ARL				:5.97015

------Generation 8------
Rule  1: d00000000000000000, Class:  1, CF:0.401522, Len:  1, Fitness_tra: 73
Rule  2: 00000000000000000a, Class:  0, CF:0.474896, Len:  1, Fitness_tra: 49
Rule  3: 000c00000000008000, Class:  1, CF:0.584962, Len:  2, Fitness_tra: 39
Rule  4: 0000000000000000b0, Class:  0, CF:0.165936, Len:  1, Fitness_tra: 36
Rule  5: 0000000d0000000000, Class:  0, CF:0.321927, Len:  1, Fitness_tra: 32
Rule  6: 009000000000000000, Class:  1, CF:0.396834, Len:  1, Fitness_tra: 28
Rule  7: 000000000700000000, Class:  0, CF:0.132854, Len:  1, Fitness_tra: 16
Rule  8: 000000000000000030, Class:  0, CF:0.258604, Len:  1, Fitness_tra: 17
Rule  9: e00000000000000000, Class:  1, CF:0.723791, Len:  1, Fitness_tra: 13
Rule 10: 000000000000000040, Class:  1, CF:0.101783, Len:  1, Fitness_tra: 12
Rule 11: 0000000000000000e0, Class:  0, CF:0.480079, Len:  1, Fitness_tra: 7
Rule 12: 000b000000b0000000, Class:  0, CF:0.148816, Len:  2, Fitness_tra: 7
Rule 13: 000000050000000000, Class:  0, CF:0.327097, Len:  1, Fitness_tra: 5
Rule 14: 0000000000000c0000, Class:  0, CF:0.599412, Len:  1, Fitness_tra: 5
Rule 15: 000c00000007000000, Class:  1, CF:0.287151, Len:  2, Fitness_tra: 8
Rule 16: a40000000010000000, Class:  0, CF:0.6322, Len:  3, Fitness_tra: 4
Rule 17: d0000000000000cd00, Class:  1, CF:0.56702, Len:  3, Fitness_tra: 3
Rule 18: 500000000000000000, Class:  1, CF:0.446456, Len:  1, Fitness_tra: 2
Rule 19: 500c10000000000000, Class:  1, CF:0.530026, Len:  3, Fitness_tra: 1
Rule 20: d000000b000000c000, Class:  1, CF:0.553875, Len:  3, Fitness_tra: 2
Rule 21: 000000000000080004, Class:  0, CF:0.970514, Len:  2, Fitness_tra: 0
Rule 22: 000000000000000002, Class:  1, CF:0.111232, Len:  1, Fitness_tra: 0
Rule 23: 12822441b414121291, Class:  0, CF:0.774982, Len: 18, Fitness_tra: 0
Rule 24: 133521371193382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 00000b000000500004, Class:  1, CF:0.408847, Len:  3, Fitness_tra: 1
Rule 26: 82dcc2cd141c4712dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 393312111351e233d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000500000e000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 29: 189c14cd8144272193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 531d211151599c2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: c1113115151c111221, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 34: 000000002008000000, Class:  1, CF:0.299246, Len:  2, Fitness_tra: -1
Rule 35: 000000005005000000, Class:  0, CF:0.346319, Len:  2, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3111c29155593111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 133811e139d9111929, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1315cc941111e29181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000d00000500000000, Class:  1, CF:0.120198, Len:  2, Fitness_tra: 0
Rule 41: 21524785212c8c1c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1d54442141c11c1181, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 43: 13182434e1131c1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8551118119211821c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: d151211121212b8859, Class:  1, CF:0.23549, Len: 18, Fitness_tra: 0
Rule 47: 1151c7511282d11133, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 48: 991dc1119939521585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1a1d11979e31341213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c52214238d4c5c2511, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 331981e11115325e89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 115c24c51811211459, Class:  1, CF:0.376619, Len: 18, Fitness_tra: 0
Rule 53: c81124c14224821481, Class:  0, CF:0.164336, Len: 18, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 9165c414de11e41515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 020000000000000000, Class:  1, CF:0.0426228, Len:  1, Fitness_tra: 0
Rule 58: e36111919e591c4c29, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 311121a16396312181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: d1382481c811c42235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000070000000007000, Class:  0, CF:0.0705442, Len:  2, Fitness_tra: 0
Rule 62: 815141c511cc275185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2152211125c1812427, Class:  1, CF:0.433369, Len: 18, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000000000000e, Class:  1, CF:0.114083, Len:  1, Fitness_tra: 0
Rule 66: 00dc00cd4000000200, Class:  1, CF:0.810105, Len:  6, Fitness_tra: 0
Rule 67: 0000000e0000000000, Class:  0, CF:0.346495, Len:  1, Fitness_tra: 0
Rule 68: 18514b21c581d28244, Class:  1, CF:0.564799, Len: 18, Fitness_tra: 0
Rule 69: 1512c11c8112119813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d00000000000000000, Class:  1, CF:0.401522, Len:  1, Fitness_tra: 0
Rule 71: 0000000e0000000000, Class:  0, CF:0.346495, Len:  1, Fitness_tra: 0
Rule 72: 060000000e00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 85524211c514114122, Class:  1, CF:0.334846, Len: 18, Fitness_tra: 0
Rule 74: d000000b00000ec000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 811144c32121212115, Class:  1, CF:0.663332, Len: 18, Fitness_tra: 0
Rule 76: 33124212a133611117, Class:  0, CF:0.120428, Len: 18, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000300000090000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 79: 911227121519111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 558c12151222271239, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000080000, Class:  0, CF:0.904506, Len:  1, Fitness_tra: 2
Rule 82: d03500000400000400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000c002000000709, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 18127121428c22112d, Class:  1, CF:0.546258, Len: 18, Fitness_tra: 0
Rule 86: 0c000040000000000c, Class:  0, CF:0.123922, Len:  3, Fitness_tra: 1
Rule 87: eef5cce796d59121d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000d00340000e08000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1858118c8118c41215, Class:  1, CF:0.930846, Len: 18, Fitness_tra: 0
Rule 90: 1e112c1153d53c1213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 590cc1000009000507, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 92: a40044000000000000, Class:  0, CF:0.795987, Len:  4, Fitness_tra: 0
Rule 93: 310b810060063101e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0505110119200020b0, Class:  0, CF:0.284564, Len: 10, Fitness_tra: 0
Rule 95: 005e421d0014104102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000302e10354005000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000000700000000, Class:  0, CF:0.132854, Len:  0, Fitness_tra: 0
Rule 98: c002140380005c2511, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 005641c501c0200005, Class:  1, CF:0.999307, Len: 10, Fitness_tra: 0
Rule100: 31e0020000dd001150, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.9153
------Result------
Miss_rate(tra)	:43.9153
Miss_rate(tst)	:35.7143
ARL				:5.97015

------Generation 9------
Rule  1: d00000000000000000, Class:  1, CF:0.401522, Len:  1, Fitness_tra: 65
Rule  2: 00000000000000000a, Class:  0, CF:0.474896, Len:  1, Fitness_tra: 49
Rule  3: 000c00000000008000, Class:  1, CF:0.584962, Len:  2, Fitness_tra: 39
Rule  4: 0000000000000000b0, Class:  0, CF:0.165936, Len:  1, Fitness_tra: 34
Rule  5: 0000000d0000000000, Class:  0, CF:0.321927, Len:  1, Fitness_tra: 29
Rule  6: 009000000000000000, Class:  1, CF:0.396834, Len:  1, Fitness_tra: 28
Rule  7: 000000000000000030, Class:  0, CF:0.258604, Len:  1, Fitness_tra: 17
Rule  8: 000000000700000000, Class:  0, CF:0.132854, Len:  1, Fitness_tra: -4
Rule  9: e00000000000000000, Class:  1, CF:0.723791, Len:  1, Fitness_tra: 13
Rule 10: 000000000000000040, Class:  1, CF:0.101783, Len:  1, Fitness_tra: 12
Rule 11: 000c00000007000000, Class:  1, CF:0.287151, Len:  2, Fitness_tra: 12
Rule 12: 0000000000000000e0, Class:  0, CF:0.480079, Len:  1, Fitness_tra: 7
Rule 13: 000b000000b0000000, Class:  0, CF:0.148816, Len:  2, Fitness_tra: -7
Rule 14: 000000050000000000, Class:  0, CF:0.327097, Len:  1, Fitness_tra: 5
Rule 15: 0000000000000c0000, Class:  0, CF:0.599412, Len:  1, Fitness_tra: 5
