------Generation 0------
Rule  1: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: d005c0004800000000, Class:  0, CF:0.532412, Len:  5, Fitness_tra: 0
Rule 87: 1365cc375519111815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000800000000007d00, Class:  1, CF:0.0405127, Len:  3, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000200, Class:  1, CF:0.119686, Len:  1, Fitness_tra: -1
Rule 91: 000000000000080900, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 92: 331114551ed9121199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3110c0015905101419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 80dc61012010104201, Class:  1, CF:0.242226, Len: 12, Fitness_tra: 0
Rule 95: 1e6217521153925811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0c1011363050900003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 10d12410c0b1040429, Class:  1, CF:0.624356, Len: 13, Fitness_tra: 0
Rule 98: 056d14119bd502c52c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00f000003005000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000000000020, Class:  1, CF:0.0479476, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.1731
------Result------
Miss_rate(tra)	:47.1731
Miss_rate(tst)	:41.6667
ARL				:5.47692

------Generation 8------
Rule  1: 0c0000000000000000, Class:  0, CF:0.197044, Len:  1, Fitness_tra: 131
Rule  2: d00000000000000000, Class:  1, CF:0.382943, Len:  1, Fitness_tra: 58
Rule  3: 002000003000000000, Class:  0, CF:0.204872, Len:  2, Fitness_tra: 14
Rule  4: 000000004000000400, Class:  1, CF:0.226268, Len:  2, Fitness_tra: 19
Rule  5: 000000000000000500, Class:  1, CF:0.364369, Len:  1, Fitness_tra: 24
Rule  6: 00000000cc00000000, Class:  1, CF:0.432105, Len:  2, Fitness_tra: 22
Rule  7: 00500b000000000008, Class:  1, CF:0.510618, Len:  3, Fitness_tra: 16
Rule  8: d00000000000d00000, Class:  1, CF:0.487453, Len:  2, Fitness_tra: 14
Rule  9: d000000b0000000000, Class:  1, CF:0.494267, Len:  2, Fitness_tra: 11
Rule 10: 00f000003000000300, Class:  0, CF:0.585515, Len:  3, Fitness_tra: 8
Rule 11: 00900b000000000002, Class:  1, CF:0.559777, Len:  3, Fitness_tra: 6
Rule 12: 000000000000008400, Class:  1, CF:0.322642, Len:  2, Fitness_tra: 7
Rule 13: 000c00000000000002, Class:  1, CF:0.399323, Len:  2, Fitness_tra: 7
Rule 14: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 15: 000000000000080030, Class:  0, CF:0.902388, Len:  2, Fitness_tra: 5
Rule 16: 0e0000000500000003, Class:  0, CF:0.982644, Len:  3, Fitness_tra: 4
Rule 17: 00000c000004000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 18: 070000000000080030, Class:  0, CF:0.946026, Len:  3, Fitness_tra: 2
Rule 19: d000000000000c0000, Class:  0, CF:0.973181, Len:  2, Fitness_tra: 2
Rule 20: 0000000500c0000000, Class:  1, CF:0.428861, Len:  2, Fitness_tra: 1
Rule 21: 000000002050000800, Class:  0, CF:0.657372, Len:  3, Fitness_tra: 1
Rule 22: 0000000000b0000400, Class:  0, CF:0.0918756, Len:  2, Fitness_tra: -1
Rule 23: 1030c05413053c5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 131124111511d41221, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e62175215139c5881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1138b4ab3333121114, Class:  1, CF:0.990358, Len: 18, Fitness_tra: 0
Rule 28: 020000002000000000, Class:  1, CF:0.154384, Len:  2, Fitness_tra: -2
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00f000000000000000, Class:  0, CF:0.0803862, Len:  1, Fitness_tra: 0
Rule 31: 00080b0000c0c00000, Class:  1, CF:0.478332, Len:  4, Fitness_tra: 0
Rule 32: 1e38415111d5111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 25211b13c522d21422, Class:  1, CF:0.438946, Len: 18, Fitness_tra: 0
Rule 34: 1c151c282c88112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1111146419e6651141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2851278dc221551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1d811721451c111521, Class:  0, CF:0.191474, Len: 18, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1d511411c522141119, Class:  1, CF:0.393767, Len: 18, Fitness_tra: 0
Rule 41: 000c00100000000002, Class:  1, CF:0.347389, Len:  3, Fitness_tra: 0
Rule 42: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8000007e007bc03000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 000000000000080dcc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 9e6222915155521125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 16a121673316182122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 19622711131912b985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 553d81d28181821151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: e13514e15915915155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 331114511ed9121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11621b6b19e3382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000520000000000, Class:  1, CF:0.375539, Len:  2, Fitness_tra: 0
Rule 55: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 81dc21112141114251, Class:  1, CF:0.0314129, Len: 18, Fitness_tra: 0
Rule 57: 112217412221c81122, Class:  0, CF:0.998455, Len: 18, Fitness_tra: 0
Rule 58: 19154c375119141351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0080000040000c0000, Class:  0, CF:0.737599, Len:  3, Fitness_tra: 0
Rule 61: 1112c4c58c11124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 166d12e1535954b559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1214441122c2825811, Class:  1, CF:0.710869, Len: 18, Fitness_tra: 0
Rule 64: ee3212e19153e11421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 115c222111812719d2, Class:  1, CF:0.472736, Len: 18, Fitness_tra: 0
Rule 66: 311112641311121151, Class:  0, CF:0.316686, Len: 18, Fitness_tra: 0
Rule 67: 3ef1123c511d341151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5c87141e7474111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c8524b218181dc4177, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 81cb4b2972b44c3111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 9332bb646133181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000005000000400, Class:  1, CF:0.0920409, Len:  2, Fitness_tra: 0
Rule 73: 00e000002000000800, Class:  1, CF:0.401224, Len:  3, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3119c1e15915111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1c1222851c21815121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 77: 116d141299d3e12551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00007000500000c020, Class:  1, CF:0.281379, Len:  4, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00900b002000000008, Class:  1, CF:0.581545, Len:  4, Fitness_tra: 0
Rule 81: 000b000000b0000000, Class:  0, CF:0.169127, Len:  2, Fitness_tra: 8
Rule 82: 000000005000000000, Class:  1, CF:0.0525992, Len:  1, Fitness_tra: 0
Rule 83: d11871252852122391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 8112748d2cc4272959, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1111143791916c11c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: d005c0004800000000, Class:  0, CF:0.532412, Len:  5, Fitness_tra: 0
Rule 87: 1365cc375519111815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000800000000007d00, Class:  1, CF:0.0405127, Len:  3, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000200, Class:  1, CF:0.119686, Len:  1, Fitness_tra: -1
Rule 91: 000000000000080900, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 92: 331114551ed9121199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3110c0015905101419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 80dc61012010104201, Class:  1, CF:0.242226, Len: 12, Fitness_tra: 0
Rule 95: 1e6217521153925811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0c1011363050900003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 10d12410c0b1040429, Class:  1, CF:0.624356, Len: 13, Fitness_tra: 0
Rule 98: 056d14119bd502c52c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00f000003005000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000000000020, Class:  1, CF:0.0479476, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.1731
------Result------
Miss_rate(tra)	:47.1731
Miss_rate(tst)	:41.6667
ARL				:5.47692

------Generation 9------
Rule  1: 0c0000000000000000, Class:  0, CF:0.197044, Len:  1, Fitness_tra: 50
Rule  2: d00000000000000000, Class:  1, CF:0.382943, Len:  1, Fitness_tra: 71
Rule  3: 000000000000000500, Class:  1, CF:0.364369, Len:  1, Fitness_tra: 17
Rule  4: 00000000cc00000000, Class:  1, CF:0.432105, Len:  2, Fitness_tra: 20
Rule  5: 000000004000000400, Class:  1, CF:0.226268, Len:  2, Fitness_tra: 7
Rule  6: 00500b000000000008, Class:  1, CF:0.510618, Len:  3, Fitness_tra: 15
Rule  7: 002000003000000000, Class:  0, CF:0.204872, Len:  2, Fitness_tra: 0
Rule  8: d00000000000d00000, Class:  1, CF:0.487453, Len:  2, Fitness_tra: 14
Rule  9: d000000b0000000000, Class:  1, CF:0.494267, Len:  2, Fitness_tra: 11
Rule 10: 00f000003000000300, Class:  0, CF:0.585515, Len:  3, Fitness_tra: 1
Rule 11: 000b000000b0000000, Class:  0, CF:0.169127, Len:  2, Fitness_tra: 5
Rule 12: 000000000000008400, Class:  1, CF:0.322642, Len:  2, Fitness_tra: 5
Rule 13: 000c00000000000002, Class:  1, CF:0.399323, Len:  2, Fitness_tra: 5
Rule 14: 00900b000000000002, Class:  1, CF:0.559777, Len:  3, Fitness_tra: 6
Rule 15: 000000000000080030, Class:  0, CF:0.902388, Len:  2, Fitness_tra: 0
Rule 16: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 17: 0e0000000500000003, Class:  0, CF:0.982644, Len:  3, Fitness_tra: 3
Rule 18: 00000c000004000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 19: 070000000000080030, Class:  0, CF:0.946026, Len:  3, Fitness_tra: 0
Rule 20: d000000000000c0000, Class:  0, CF:0.973181, Len:  2, Fitness_tra: 2
Rule 21: 0000000500c0000000, Class:  1, CF:0.428861, Len:  2, Fitness_tra: 1
Rule 22: 000000002050000800, Class:  0, CF:0.657372, Len:  3, Fitness_tra: 0
Rule 23: 000000000000000020, Class:  1, CF:0.0479476, Len:  1, Fitness_tra: 0
Rule 24: 131124111511d41221, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e62175215139c5881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1138b4ab3333121114, Class:  1, CF:0.990358, Len: 18, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00f000000000000000, Class:  0, CF:0.0803862, Len:  1, Fitness_tra: 0
Rule 30: 00080b0000c0c00000, Class:  1, CF:0.478332, Len:  4, Fitness_tra: 0
Rule 31: 1e38415111d5111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 25211b13c522d21422, Class:  1, CF:0.438946, Len: 18, Fitness_tra: 0
Rule 33: 1c151c282c88112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111146419e6651141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2851278dc221551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1d811721451c111521, Class:  0, CF:0.191474, Len: 18, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d511411c522141119, Class:  1, CF:0.393767, Len: 18, Fitness_tra: 0
Rule 40: 000c00100000000002, Class:  1, CF:0.347389, Len:  3, Fitness_tra: 0
Rule 41: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 8000007e007bc03000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 000000000000080dcc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 9e6222915155521125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 16a121673316182122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 19622711131912b985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 553d81d28181821151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e13514e15915915155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 331114511ed9121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11621b6b19e3382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000520000000000, Class:  1, CF:0.375539, Len:  2, Fitness_tra: 0
Rule 54: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 81dc21112141114251, Class:  1, CF:0.0314129, Len: 18, Fitness_tra: 0
Rule 56: 112217412221c81122, Class:  0, CF:0.998455, Len: 18, Fitness_tra: 0
Rule 57: 19154c375119141351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0080000040000c0000, Class:  0, CF:0.737599, Len:  3, Fitness_tra: 0
Rule 60: 1112c4c58c11124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 166d12e1535954b559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1214441122c2825811, Class:  1, CF:0.710869, Len: 18, Fitness_tra: 0
Rule 63: ee3212e19153e11421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 115c222111812719d2, Class:  1, CF:0.472736, Len: 18, Fitness_tra: 0
Rule 65: 311112641311121151, Class:  0, CF:0.316686, Len: 18, Fitness_tra: 0
Rule 66: 3ef1123c511d341151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5c87141e7474111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c8524b218181dc4177, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 69: 81cb4b2972b44c3111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 9332bb646133181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000400, Class:  1, CF:0.0920409, Len:  2, Fitness_tra: 0
Rule 72: 00e000002000000800, Class:  1, CF:0.401224, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3119c1e15915111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1c1222851c21815121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 116d141299d3e12551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00007000500000c020, Class:  1, CF:0.281379, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00900b002000000008, Class:  1, CF:0.581545, Len:  4, Fitness_tra: 0
Rule 80: 1030c05413053c5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e9181132395d9152d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d0d08b0000000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 363111116193615112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000003, Class:  0, CF:0.405044, Len:  1, Fitness_tra: 70
Rule 85: 00008000c000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000b000000000000, Class:  1, CF:0.0851271, Len:  1, Fitness_tra: 0
Rule 87: 700000000000000000, Class:  0, CF:0.159867, Len:  1, Fitness_tra: 34
Rule 88: 1115c411515d511151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 91152c915911e11511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 09022711030950bd80, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000004000000000, Class:  1, CF:0.182046, Len:  1, Fitness_tra: 0
Rule 93: 100207000103020001, Class:  0, CF:0.254293, Len:  7, Fitness_tra: 0
Rule 94: 000000000000700000, Class:  0, CF:0.100649, Len:  1, Fitness_tra: 0
Rule 95: 10220000d309100d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 050d00d08701000051, Class:  1, CF:0.339952, Len:  8, Fitness_tra: 0
Rule 97: 000000903005000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00511010c122101117, Class:  1, CF:0.104182, Len: 13, Fitness_tra: 0
Rule 99: d100c00d0919d11510, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0100133791900c11c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:42.7562
------Result------
Miss_rate(tra)	:42.7562
Miss_rate(tst)	:41.6667
ARL				:5.4375

------Generation 10------
Rule  1: d00000000000000000, Class:  1, CF:0.382943, Len:  1, Fitness_tra: 71
Rule  2: 000000000000000003, Class:  0, CF:0.405044, Len:  1, Fitness_tra: 71
Rule  3: 0c0000000000000000, Class:  0, CF:0.197044, Len:  1, Fitness_tra: 46
Rule  4: 700000000000000000, Class:  0, CF:0.159867, Len:  1, Fitness_tra: 16
Rule  5: 00000000cc00000000, Class:  1, CF:0.432105, Len:  2, Fitness_tra: 23
Rule  6: 000000000000000500, Class:  1, CF:0.364369, Len:  1, Fitness_tra: 19
Rule  7: 00500b000000000008, Class:  1, CF:0.510618, Len:  3, Fitness_tra: 15
Rule  8: d00000000000d00000, Class:  1, CF:0.487453, Len:  2, Fitness_tra: 14
Rule  9: d000000b0000000000, Class:  1, CF:0.494267, Len:  2, Fitness_tra: 11
Rule 10: 000000004000000400, Class:  1, CF:0.226268, Len:  2, Fitness_tra: 6
Rule 11: 00900b000000000002, Class:  1, CF:0.559777, Len:  3, Fitness_tra: 6
Rule 12: 000b000000b0000000, Class:  0, CF:0.169127, Len:  2, Fitness_tra: 2
Rule 13: 000c00000000000002, Class:  1, CF:0.399323, Len:  2, Fitness_tra: 7
Rule 14: 000000000000008400, Class:  1, CF:0.322642, Len:  2, Fitness_tra: 6
Rule 15: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 16: 0e0000000500000003, Class:  0, CF:0.982644, Len:  3, Fitness_tra: 3
Rule 17: 00000c000004000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 18: d000000000000c0000, Class:  0, CF:0.973181, Len:  2, Fitness_tra: 2
Rule 19: 00f000003000000300, Class:  0, CF:0.585515, Len:  3, Fitness_tra: 1
Rule 20: 0000000500c0000000, Class:  1, CF:0.428861, Len:  2, Fitness_tra: 1
Rule 21: 000000000000080030, Class:  0, CF:0.902388, Len:  2, Fitness_tra: 0
Rule 22: 000000002050000800, Class:  0, CF:0.657372, Len:  3, Fitness_tra: 0
Rule 23: 000000000000000020, Class:  1, CF:0.0479476, Len:  1, Fitness_tra: 0
Rule 24: 131124111511d41221, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e62175215139c5881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1138b4ab3333121114, Class:  1, CF:0.990358, Len: 18, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00f000000000000000, Class:  0, CF:0.0803862, Len:  1, Fitness_tra: 0
Rule 30: 00080b0000c0c00000, Class:  1, CF:0.478332, Len:  4, Fitness_tra: 0
Rule 31: 1e38415111d5111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 25211b13c522d21422, Class:  1, CF:0.438946, Len: 18, Fitness_tra: 0
Rule 33: 1c151c282c88112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111146419e6651141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2851278dc221551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1d811721451c111521, Class:  0, CF:0.191474, Len: 18, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d511411c522141119, Class:  1, CF:0.393767, Len: 18, Fitness_tra: 0
Rule 40: 000c00100000000002, Class:  1, CF:0.347389, Len:  3, Fitness_tra: 0
Rule 41: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 8000007e007bc03000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 000000000000080dcc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 9e6222915155521125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 16a121673316182122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 19622711131912b985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 553d81d28181821151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e13514e15915915155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 331114511ed9121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11621b6b19e3382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000520000000000, Class:  1, CF:0.375539, Len:  2, Fitness_tra: 0
Rule 54: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 81dc21112141114251, Class:  1, CF:0.0314129, Len: 18, Fitness_tra: 0
Rule 56: 112217412221c81122, Class:  0, CF:0.998455, Len: 18, Fitness_tra: 0
Rule 57: 19154c375119141351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0080000040000c0000, Class:  0, CF:0.737599, Len:  3, Fitness_tra: 0
Rule 60: 1112c4c58c11124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 166d12e1535954b559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1214441122c2825811, Class:  1, CF:0.710869, Len: 18, Fitness_tra: 0
Rule 63: ee3212e19153e11421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 115c222111812719d2, Class:  1, CF:0.472736, Len: 18, Fitness_tra: 0
Rule 65: 311112641311121151, Class:  0, CF:0.316686, Len: 18, Fitness_tra: 0
Rule 66: 3ef1123c511d341151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5c87141e7474111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c8524b218181dc4177, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 69: 81cb4b2972b44c3111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 9332bb646133181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000400, Class:  1, CF:0.0920409, Len:  2, Fitness_tra: 0
Rule 72: 00e000002000000800, Class:  1, CF:0.401224, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3119c1e15915111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1c1222851c21815121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 116d141299d3e12551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00007000500000c020, Class:  1, CF:0.281379, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00900b002000000008, Class:  1, CF:0.581545, Len:  4, Fitness_tra: 0
Rule 80: 1030c05413053c5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11e84c5711d5121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000600000002, Class:  1, CF:0.098557, Len:  2, Fitness_tra: 0
Rule 85: 000000000b00000000, Class:  0, CF:0.0764584, Len:  1, Fitness_tra: 0
Rule 86: 000000000000003000, Class:  0, CF:0.103378, Len:  1, Fitness_tra: 2
