------Generation 0------
Rule  1: 131144ab1113651282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: d000000000000000c8, Class:  1, CF:0.636021, Len:  3, Fitness_tra: 95
Rule  3: 0000c0000000000000, Class:  0, CF:0.863517, Len:  1, Fitness_tra: 22
Rule  4: 00d000000000000000, Class:  1, CF:0.191876, Len:  1, Fitness_tra: 29
Rule  5: 000000000000000500, Class:  1, CF:0.341909, Len:  1, Fitness_tra: 18
Rule  6: 0d0000000000002000, Class:  1, CF:0.48602, Len:  2, Fitness_tra: 25
Rule  7: 003070000000000000, Class:  0, CF:0.251814, Len:  2, Fitness_tra: 0
Rule  8: 009000000000000000, Class:  1, CF:0.388826, Len:  1, Fitness_tra: 12
Rule  9: 00e000000000000002, Class:  1, CF:0.54602, Len:  2, Fitness_tra: 9
Rule 10: 000200000000000006, Class:  0, CF:0.564945, Len:  2, Fitness_tra: 4
Rule 11: 008080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 12: 131144ab1113651282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 196d48341955121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: c5821b1988211c5812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 080000000507000000, Class:  1, CF:0.186236, Len:  3, Fitness_tra: 0
Rule 16: 5131c7d85d1d5c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2c924b8124c1841122, Class:  1, CF:0.644037, Len: 18, Fitness_tra: 0
Rule 18: 182b2bc91814582214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000704000000000d00, Class:  1, CF:0.357101, Len:  3, Fitness_tra: 0
Rule 20: d000000005000c0020, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 21: 115c22194212112728, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: c527b485118c18c12b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: cd12222d12c21c1282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00000c002020005003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000040003000000d03, Class:  1, CF:0.546571, Len:  4, Fitness_tra: 0
Rule 26: 5a6121113159311155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000090ec0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 29: 9e11429713151452d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 185121814812111155, Class:  1, CF:0.124913, Len: 18, Fitness_tra: 0
Rule 31: 3118223193d3911583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111124c5cd14181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 33314212518394dc81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: c11224812211111141, Class:  1, CF:0.0172015, Len: 18, Fitness_tra: 0
Rule 36: 511117294524118221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5111c11d21c1225511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000050500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5118c721221c121419, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: c151221dc84cd25112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000070005000000000, Class:  1, CF:0.214324, Len:  2, Fitness_tra: 0
Rule 43: 00f000000000000000, Class:  0, CF:0.0629939, Len:  1, Fitness_tra: 0
Rule 44: 5d11419c58d1d22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000000040cc0, Class:  1, CF:0.391647, Len:  4, Fitness_tra: 0
Rule 46: 3318c25c1311975155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2211c481185c1181d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9931125c1959112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e9a1225491d1911119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 115c112dc8c2511112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 1814448941111c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5511228d191c211125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: cd1136111514511211, Class:  0, CF:0.107658, Len: 18, Fitness_tra: 0
Rule 54: 1e32c21751511418d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 153524925515d11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c11d845111c51cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15651411d12d514d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115c421545cc811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 211414c1c321541118, Class:  1, CF:0.520424, Len: 18, Fitness_tra: 0
Rule 63: 313d845131951cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211c22111124212131, Class:  0, CF:0.393376, Len: 18, Fitness_tra: 0
Rule 65: 1a154114391f1811cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931813c99d1945329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5d5841122112511555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 228441c1228c552212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c814711142121c8818, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1d121c8dc188211185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d1958458cc2c121d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e1dc2171e19e21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d40000000000b00030, Class:  1, CF:0.217871, Len:  4, Fitness_tra: 0
Rule 74: 121c2119112c512781, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dd0000000d00500000, Class:  1, CF:0.394757, Len:  4, Fitness_tra: 0
Rule 76: 3315cce21359511123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d1111c11182212841, Class:  1, CF:0.00863098, Len: 18, Fitness_tra: 0
Rule 78: 9115c1e11139322221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 81d41211c11c112111, Class:  1, CF:0.490869, Len: 18, Fitness_tra: 0
Rule 80: 1111121111d1521111, Class:  0, CF:0.931455, Len: 18, Fitness_tra: 0
Rule 81: 00d00b0000000c0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 009000008000000c00, Class:  1, CF:0.405497, Len:  3, Fitness_tra: 0
Rule 83: 000000003000000002, Class:  0, CF:0.214455, Len:  2, Fitness_tra: 52
Rule 84: 00000000000000c009, Class:  1, CF:0.00108053, Len:  2, Fitness_tra: 0
Rule 85: 080c7000000000000d, Class:  1, CF:0.534999, Len:  4, Fitness_tra: -7
Rule 86: 0000007eb07b000000, Class:  0, CF:0.102453, Len:  5, Fitness_tra: 0
Rule 87: 00000b000000000000, Class:  1, CF:0.0757177, Len:  1, Fitness_tra: -1
Rule 88: 366d27321931152111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1138215813d2121251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0010c08010501601d0, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 92: 011541e11139328215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 341820309300900580, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1161112d4524618111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 121c2110110c51c781, Class:  1, CF:0.089609, Len: 16, Fitness_tra: 0
Rule 96: 000000000d00000000, Class:  1, CF:0.181094, Len:  1, Fitness_tra: -8
Rule 97: 00dc10200800511002, Class:  1, CF:0.460296, Len:  9, Fitness_tra: 0
Rule 98: c40000000507000000, Class:  0, CF:0.196784, Len:  4, Fitness_tra: 0
Rule 99: 00a0205490d0900100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9d0100518950002000, Class:  0, CF:0.537195, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.9081
------Result------
Miss_rate(tra)	:46.9081
Miss_rate(tst)	:32.9412
ARL				:6.86275

------Generation 6------
Rule  1: 000a00000400000000, Class:  0, CF:0.573841, Len:  2, Fitness_tra: 91
Rule  2: d000000000000000c8, Class:  1, CF:0.636021, Len:  3, Fitness_tra: 95
Rule  3: 0000c0000000000000, Class:  0, CF:0.863517, Len:  1, Fitness_tra: 22
Rule  4: 00d000000000000000, Class:  1, CF:0.191876, Len:  1, Fitness_tra: 29
Rule  5: 000000000000000500, Class:  1, CF:0.341909, Len:  1, Fitness_tra: 18
Rule  6: 0d0000000000002000, Class:  1, CF:0.48602, Len:  2, Fitness_tra: 25
Rule  7: 003070000000000000, Class:  0, CF:0.251814, Len:  2, Fitness_tra: 0
Rule  8: 009000000000000000, Class:  1, CF:0.388826, Len:  1, Fitness_tra: 12
Rule  9: 00e000000000000002, Class:  1, CF:0.54602, Len:  2, Fitness_tra: 9
Rule 10: 000200000000000006, Class:  0, CF:0.564945, Len:  2, Fitness_tra: 4
Rule 11: 008080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 12: 131144ab1113651282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 196d48341955121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: c5821b1988211c5812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 080000000507000000, Class:  1, CF:0.186236, Len:  3, Fitness_tra: 0
Rule 16: 5131c7d85d1d5c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2c924b8124c1841122, Class:  1, CF:0.644037, Len: 18, Fitness_tra: 0
Rule 18: 182b2bc91814582214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000704000000000d00, Class:  1, CF:0.357101, Len:  3, Fitness_tra: 0
Rule 20: d000000005000c0020, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 21: 115c22194212112728, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: c527b485118c18c12b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: cd12222d12c21c1282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00000c002020005003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000040003000000d03, Class:  1, CF:0.546571, Len:  4, Fitness_tra: 0
Rule 26: 5a6121113159311155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000090ec0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 29: 9e11429713151452d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 185121814812111155, Class:  1, CF:0.124913, Len: 18, Fitness_tra: 0
Rule 31: 3118223193d3911583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111124c5cd14181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 33314212518394dc81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: c11224812211111141, Class:  1, CF:0.0172015, Len: 18, Fitness_tra: 0
Rule 36: 511117294524118221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5111c11d21c1225511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000050500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5118c721221c121419, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: c151221dc84cd25112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000070005000000000, Class:  1, CF:0.214324, Len:  2, Fitness_tra: 0
Rule 43: 00f000000000000000, Class:  0, CF:0.0629939, Len:  1, Fitness_tra: 0
Rule 44: 5d11419c58d1d22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000000040cc0, Class:  1, CF:0.391647, Len:  4, Fitness_tra: 0
Rule 46: 3318c25c1311975155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2211c481185c1181d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9931125c1959112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e9a1225491d1911119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 115c112dc8c2511112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 1814448941111c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5511228d191c211125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: cd1136111514511211, Class:  0, CF:0.107658, Len: 18, Fitness_tra: 0
Rule 54: 1e32c21751511418d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 153524925515d11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c11d845111c51cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15651411d12d514d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115c421545cc811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 211414c1c321541118, Class:  1, CF:0.520424, Len: 18, Fitness_tra: 0
Rule 63: 313d845131951cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211c22111124212131, Class:  0, CF:0.393376, Len: 18, Fitness_tra: 0
Rule 65: 1a154114391f1811cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931813c99d1945329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5d5841122112511555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 228441c1228c552212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c814711142121c8818, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1d121c8dc188211185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d1958458cc2c121d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e1dc2171e19e21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d40000000000b00030, Class:  1, CF:0.217871, Len:  4, Fitness_tra: 0
Rule 74: 121c2119112c512781, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dd0000000d00500000, Class:  1, CF:0.394757, Len:  4, Fitness_tra: 0
Rule 76: 3315cce21359511123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d1111c11182212841, Class:  1, CF:0.00863098, Len: 18, Fitness_tra: 0
Rule 78: 9115c1e11139322221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 81d41211c11c112111, Class:  1, CF:0.490869, Len: 18, Fitness_tra: 0
Rule 80: 1111121111d1521111, Class:  0, CF:0.931455, Len: 18, Fitness_tra: 0
Rule 81: 00d00b0000000c0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 009000008000000c00, Class:  1, CF:0.405497, Len:  3, Fitness_tra: 0
Rule 83: 000000003000000002, Class:  0, CF:0.214455, Len:  2, Fitness_tra: 52
Rule 84: 00000000000000c009, Class:  1, CF:0.00108053, Len:  2, Fitness_tra: 0
Rule 85: 080c7000000000000d, Class:  1, CF:0.534999, Len:  4, Fitness_tra: -7
Rule 86: 0000007eb07b000000, Class:  0, CF:0.102453, Len:  5, Fitness_tra: 0
Rule 87: 00000b000000000000, Class:  1, CF:0.0757177, Len:  1, Fitness_tra: -1
Rule 88: 366d27321931152111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1138215813d2121251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0010c08010501601d0, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 92: 011541e11139328215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 341820309300900580, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1161112d4524618111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 121c2110110c51c781, Class:  1, CF:0.089609, Len: 16, Fitness_tra: 0
Rule 96: 000000000d00000000, Class:  1, CF:0.181094, Len:  1, Fitness_tra: -8
Rule 97: 00dc10200800511002, Class:  1, CF:0.460296, Len:  9, Fitness_tra: 0
Rule 98: c40000000507000000, Class:  0, CF:0.196784, Len:  4, Fitness_tra: 0
Rule 99: 00a0205490d0900100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9d0100518950002000, Class:  0, CF:0.537195, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.9081
------Result------
Miss_rate(tra)	:46.9081
Miss_rate(tst)	:32.9412
ARL				:6.86275

------Generation 7------
Rule  1: 000a00000400000000, Class:  0, CF:0.573841, Len:  2, Fitness_tra: 91
Rule  2: d000000000000000c8, Class:  1, CF:0.636021, Len:  3, Fitness_tra: 95
Rule  3: 0000c0000000000000, Class:  0, CF:0.863517, Len:  1, Fitness_tra: 22
Rule  4: 00d000000000000000, Class:  1, CF:0.191876, Len:  1, Fitness_tra: 29
Rule  5: 000000000000000500, Class:  1, CF:0.341909, Len:  1, Fitness_tra: 18
Rule  6: 0d0000000000002000, Class:  1, CF:0.48602, Len:  2, Fitness_tra: 25
Rule  7: 003070000000000000, Class:  0, CF:0.251814, Len:  2, Fitness_tra: 0
Rule  8: 009000000000000000, Class:  1, CF:0.388826, Len:  1, Fitness_tra: 12
Rule  9: 00e000000000000002, Class:  1, CF:0.54602, Len:  2, Fitness_tra: 9
Rule 10: 000200000000000006, Class:  0, CF:0.564945, Len:  2, Fitness_tra: 4
Rule 11: 008080000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 12: 131144ab1113651282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 196d48341955121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: c5821b1988211c5812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 080000000507000000, Class:  1, CF:0.186236, Len:  3, Fitness_tra: 0
Rule 16: 5131c7d85d1d5c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2c924b8124c1841122, Class:  1, CF:0.644037, Len: 18, Fitness_tra: 0
Rule 18: 182b2bc91814582214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000704000000000d00, Class:  1, CF:0.357101, Len:  3, Fitness_tra: 0
Rule 20: d000000005000c0020, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 21: 115c22194212112728, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: c527b485118c18c12b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: cd12222d12c21c1282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00000c002020005003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000040003000000d03, Class:  1, CF:0.546571, Len:  4, Fitness_tra: 0
Rule 26: 5a6121113159311155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000090ec0000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 29: 9e11429713151452d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 185121814812111155, Class:  1, CF:0.124913, Len: 18, Fitness_tra: 0
Rule 31: 3118223193d3911583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 111124c5cd14181111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 33314212518394dc81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: c11224812211111141, Class:  1, CF:0.0172015, Len: 18, Fitness_tra: 0
Rule 36: 511117294524118221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 5111c11d21c1225511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000050500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5118c721221c121419, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 41: c151221dc84cd25112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000070005000000000, Class:  1, CF:0.214324, Len:  2, Fitness_tra: 0
Rule 43: 00f000000000000000, Class:  0, CF:0.0629939, Len:  1, Fitness_tra: 0
Rule 44: 5d11419c58d1d22181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 800000000000040cc0, Class:  1, CF:0.391647, Len:  4, Fitness_tra: 0
Rule 46: 3318c25c1311975155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2211c481185c1181d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9931125c1959112115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e9a1225491d1911119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 115c112dc8c2511112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 51: 1814448941111c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5511228d191c211125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: cd1136111514511211, Class:  0, CF:0.107658, Len: 18, Fitness_tra: 0
Rule 54: 1e32c21751511418d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 153524925515d11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c11d845111c51cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15651411d12d514d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 115c421545cc811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 211414c1c321541118, Class:  1, CF:0.520424, Len: 18, Fitness_tra: 0
Rule 63: 313d845131951cb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211c22111124212131, Class:  0, CF:0.393376, Len: 18, Fitness_tra: 0
Rule 65: 1a154114391f1811cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3931813c99d1945329, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5d5841122112511555, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 68: 228441c1228c552212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c814711142121c8818, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 1d121c8dc188211185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d1958458cc2c121d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1e1dc2171e19e21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d40000000000b00030, Class:  1, CF:0.217871, Len:  4, Fitness_tra: 0
Rule 74: 121c2119112c512781, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: dd0000000d00500000, Class:  1, CF:0.394757, Len:  4, Fitness_tra: 0
Rule 76: 3315cce21359511123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d1111c11182212841, Class:  1, CF:0.00863098, Len: 18, Fitness_tra: 0
Rule 78: 9115c1e11139322221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 81d41211c11c112111, Class:  1, CF:0.490869, Len: 18, Fitness_tra: 0
Rule 80: 1111121111d1521111, Class:  0, CF:0.931455, Len: 18, Fitness_tra: 0
Rule 81: 00d00b0000000c0005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 009000008000000c00, Class:  1, CF:0.405497, Len:  3, Fitness_tra: 0
Rule 83: 000000003000000002, Class:  0, CF:0.214455, Len:  2, Fitness_tra: 52
Rule 84: 00000000000000c009, Class:  1, CF:0.00108053, Len:  2, Fitness_tra: 0
Rule 85: 080c7000000000000d, Class:  1, CF:0.534999, Len:  4, Fitness_tra: -7
Rule 86: 0000007eb07b000000, Class:  0, CF:0.102453, Len:  5, Fitness_tra: 0
Rule 87: 00000b000000000000, Class:  1, CF:0.0757177, Len:  1, Fitness_tra: -1
Rule 88: 366d27321931152111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1138215813d2121251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0010c08010501601d0, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 92: 011541e11139328215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 341820309300900580, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1161112d4524618111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 121c2110110c51c781, Class:  1, CF:0.089609, Len: 16, Fitness_tra: 0
Rule 96: 000000000d00000000, Class:  1, CF:0.181094, Len:  1, Fitness_tra: -8
Rule 97: 00dc10200800511002, Class:  1, CF:0.460296, Len:  9, Fitness_tra: 0
Rule 98: c40000000507000000, Class:  0, CF:0.196784, Len:  4, Fitness_tra: 0
Rule 99: 00a0205490d0900100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9d0100518950002000, Class:  0, CF:0.537195, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.9081
------Result------
Miss_rate(tra)	:46.9081
Miss_rate(tst)	:32.9412
ARL				:6.86275

------Generation 8------
Rule  1: d000000000000000c8, Class:  1, CF:0.636021, Len:  3, Fitness_tra: 95
