------Generation 0------
Rule  1: 396124dcd511541113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111212154244114155, Class:  1, CF:0.108557, Len: 18, Fitness_tra: 0
Rule 54: 258b44851514d82122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000c00000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3135113113d1111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 991114923911111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 020000004004800030, Class:  1, CF:0.295456, Len:  5, Fitness_tra: 0
Rule 59: 000000000000000b00, Class:  0, CF:0.0344288, Len:  1, Fitness_tra: 0
Rule 60: 5911c11c55dd121185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 005000040000580090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2882148915c2181241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9511c118155d315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 559812288585114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11611217551131312d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21821b851142c221c4, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 1398415c2115115159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 211171212411221113, Class:  0, CF:0.552097, Len: 18, Fitness_tra: 0
Rule 69: c154b15dc1c2584281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000500, Class:  1, CF:0.232001, Len:  2, Fitness_tra: 0
Rule 72: 1d17411548cc852117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 578c27434212722113, Class:  0, CF:0.497988, Len: 18, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 08000000000d000000, Class:  1, CF:0.333421, Len:  2, Fitness_tra: 0
Rule 76: 131542549151942919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000cb0d000000c000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 851144c31142881511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0d0000002200000002, Class:  1, CF:0.485609, Len:  4, Fitness_tra: 0
Rule 82: 00000000050d000900, Class:  1, CF:0.0369491, Len:  3, Fitness_tra: 0
Rule 83: 0a0000000000000002, Class:  0, CF:0.0652478, Len:  2, Fitness_tra: 0
Rule 84: 000000000000000003, Class:  0, CF:0.348032, Len:  1, Fitness_tra: 40
Rule 85: 13111c941153e21151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 185114131112c151c1, Class:  1, CF:0.796392, Len: 18, Fitness_tra: 0
Rule 87: 12247711b717212111, Class:  0, CF:0.100958, Len: 18, Fitness_tra: 0
Rule 88: 13a51c541ed1123159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000004000000000, Class:  1, CF:0.185, Len:  0, Fitness_tra: 0
Rule 90: 111122129313319519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000000000d00, Class:  1, CF:0.307959, Len:  0, Fitness_tra: 0
Rule 92: 118b44c51c81d28111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000600000000400000, Class:  0, CF:0.405835, Len:  2, Fitness_tra: 57
Rule 94: 01022001010e002020, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 95: d331109c31e1e22524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000700c0038007, Class:  1, CF:0.562768, Len:  5, Fitness_tra: 0
Rule 97: 000000040000000030, Class:  0, CF:0.277196, Len:  2, Fitness_tra: 10
Rule 98: 000000505000000500, Class:  1, CF:0.00167193, Len:  3, Fitness_tra: 0
Rule 99: 0900e0000000000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 519112812164419c11, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.7915
------Result------
Miss_rate(tra)	:47.7915
Miss_rate(tst)	:36.4706
ARL				:5.29032

------Generation 8------
Rule  1: d00000000000000000, Class:  1, CF:0.399297, Len:  1, Fitness_tra: 79
Rule  2: 000300000000000000, Class:  0, CF:0.190216, Len:  1, Fitness_tra: -1
Rule  3: 000000000000d00000, Class:  1, CF:0.417827, Len:  1, Fitness_tra: 60
Rule  4: 000600000000400000, Class:  0, CF:0.405835, Len:  2, Fitness_tra: 39
Rule  5: 0000000b0000000000, Class:  1, CF:0.345598, Len:  1, Fitness_tra: 42
Rule  6: 000000000000000003, Class:  0, CF:0.348032, Len:  1, Fitness_tra: 34
Rule  7: 090000000000000003, Class:  0, CF:0.958745, Len:  2, Fitness_tra: 15
Rule  8: 000000040000000030, Class:  0, CF:0.277196, Len:  2, Fitness_tra: 3
Rule  9: 000000000000000d00, Class:  1, CF:0.307959, Len:  1, Fitness_tra: 8
Rule 10: 000000004000000000, Class:  1, CF:0.185, Len:  1, Fitness_tra: 5
Rule 11: 000000009009000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 12: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 13: 005000000000d00002, Class:  1, CF:0.589028, Len:  3, Fitness_tra: 3
Rule 14: 000cc0000000000000, Class:  0, CF:0.812183, Len:  2, Fitness_tra: 0
Rule 15: 002000004000002000, Class:  1, CF:0.39498, Len:  3, Fitness_tra: 4
Rule 16: 000000000000000007, Class:  0, CF:0.112426, Len:  1, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0a00000b060e000030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 115472c51c81c28111, Class:  0, CF:0.99805, Len: 18, Fitness_tra: 0
Rule 21: 211114452112212113, Class:  0, CF:0.0328638, Len: 18, Fitness_tra: 0
Rule 22: ee3dc1521959e221d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000d80000000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000708d008c000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 003000000000000006, Class:  0, CF:0.166745, Len:  2, Fitness_tra: 0
Rule 26: 51258bc141c2112139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11314212e9931c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000070000000, Class:  1, CF:0.049481, Len:  1, Fitness_tra: 0
Rule 29: 006000000000000a06, Class:  0, CF:0.270153, Len:  3, Fitness_tra: 0
Rule 30: 519111212184219c15, Class:  1, CF:0.998882, Len: 18, Fitness_tra: 0
Rule 31: 9165225c1115ec1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14511723212242135d, Class:  1, CF:0.2941, Len: 18, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000800000000007d00, Class:  1, CF:0.129784, Len:  3, Fitness_tra: 0
Rule 35: 14112215222cc715d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 85dc24c512285b1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1d527d88112141231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111524111e593c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 221724c1c1cc15121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000be00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 43: 00007000d080000000, Class:  1, CF:0.274947, Len:  3, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0b0000000000702000, Class:  1, CF:0.00670899, Len:  3, Fitness_tra: 0
Rule 47: 51522b112181122585, Class:  1, CF:0.729685, Len: 18, Fitness_tra: 0
Rule 48: d0000000060000d002, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 49: 0000c07e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000400000, Class:  1, CF:0.00247854, Len:  1, Fitness_tra: 0
Rule 51: 51111412d3d3122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 596214949959114351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111212154244114155, Class:  1, CF:0.108557, Len: 18, Fitness_tra: 0
Rule 54: 258b44851514d82122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000c00000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3135113113d1111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 991114923911111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 020000004004800030, Class:  1, CF:0.295456, Len:  5, Fitness_tra: 0
Rule 59: 000000000000000b00, Class:  0, CF:0.0344288, Len:  1, Fitness_tra: 0
Rule 60: 5911c11c55dd121185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 005000040000580090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2882148915c2181241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9511c118155d315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 559812288585114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11611217551131312d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21821b851142c221c4, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 1398415c2115115159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 211171212411221113, Class:  0, CF:0.552097, Len: 18, Fitness_tra: 0
Rule 69: c154b15dc1c2584281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000500, Class:  1, CF:0.232001, Len:  2, Fitness_tra: 0
Rule 72: 1d17411548cc852117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 578c27434212722113, Class:  0, CF:0.497988, Len: 18, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 08000000000d000000, Class:  1, CF:0.333421, Len:  2, Fitness_tra: 0
Rule 76: 131542549151942919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000cb0d000000c000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 851144c31142881511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 090000000000000003, Class:  0, CF:0.958745, Len:  0, Fitness_tra: 0
Rule 82: 020000dc000d0c0020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: d0000000060000d002, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 85: 000000005000000000, Class:  1, CF:0.0741824, Len:  1, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: c11271c928218c2221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000708dc08c005000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000003000000000, Class:  0, CF:0.249615, Len:  1, Fitness_tra: 100
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000540000000830, Class:  1, CF:0.319592, Len:  4, Fitness_tra: 0
Rule 92: 000ce0000000000003, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 93: 000000005000ba0500, Class:  0, CF:0.211717, Len:  4, Fitness_tra: 0
Rule 94: 0000c0d00000000000, Class:  0, CF:0.151911, Len:  2, Fitness_tra: 0
Rule 95: 519110215104210c05, Class:  1, CF:0.905598, Len: 14, Fitness_tra: 0
Rule 96: 0b0024cbc000751200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00111084018ce0a050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11112213114281951e, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 99: 0000008d008c000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule100: 1039000009031c0191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.3463
------Result------
Miss_rate(tra)	:44.3463
Miss_rate(tst)	:36.4706
ARL				:4.7

------Generation 9------
Rule  1: d00000000000000000, Class:  1, CF:0.399297, Len:  1, Fitness_tra: 79
Rule  2: 000300000000000000, Class:  0, CF:0.190216, Len:  1, Fitness_tra: -1
Rule  3: 000000000000d00000, Class:  1, CF:0.417827, Len:  1, Fitness_tra: 60
Rule  4: 000600000000400000, Class:  0, CF:0.405835, Len:  2, Fitness_tra: 39
Rule  5: 0000000b0000000000, Class:  1, CF:0.345598, Len:  1, Fitness_tra: 42
Rule  6: 000000000000000003, Class:  0, CF:0.348032, Len:  1, Fitness_tra: 34
Rule  7: 090000000000000003, Class:  0, CF:0.958745, Len:  2, Fitness_tra: 15
Rule  8: 000000040000000030, Class:  0, CF:0.277196, Len:  2, Fitness_tra: 3
Rule  9: 000000000000000d00, Class:  1, CF:0.307959, Len:  1, Fitness_tra: 8
Rule 10: 000000004000000000, Class:  1, CF:0.185, Len:  1, Fitness_tra: 5
Rule 11: 000000009009000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 12: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 13: 005000000000d00002, Class:  1, CF:0.589028, Len:  3, Fitness_tra: 3
Rule 14: 000cc0000000000000, Class:  0, CF:0.812183, Len:  2, Fitness_tra: 0
Rule 15: 002000004000002000, Class:  1, CF:0.39498, Len:  3, Fitness_tra: 4
Rule 16: 000000000000000007, Class:  0, CF:0.112426, Len:  1, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0a00000b060e000030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 115472c51c81c28111, Class:  0, CF:0.99805, Len: 18, Fitness_tra: 0
Rule 21: 211114452112212113, Class:  0, CF:0.0328638, Len: 18, Fitness_tra: 0
Rule 22: ee3dc1521959e221d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000d80000000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000708d008c000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 003000000000000006, Class:  0, CF:0.166745, Len:  2, Fitness_tra: 0
Rule 26: 51258bc141c2112139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11314212e9931c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000070000000, Class:  1, CF:0.049481, Len:  1, Fitness_tra: 0
Rule 29: 006000000000000a06, Class:  0, CF:0.270153, Len:  3, Fitness_tra: 0
Rule 30: 519111212184219c15, Class:  1, CF:0.998882, Len: 18, Fitness_tra: 0
Rule 31: 9165225c1115ec1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14511723212242135d, Class:  1, CF:0.2941, Len: 18, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000800000000007d00, Class:  1, CF:0.129784, Len:  3, Fitness_tra: 0
Rule 35: 14112215222cc715d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 85dc24c512285b1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1d527d88112141231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111524111e593c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 221724c1c1cc15121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000be00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 43: 00007000d080000000, Class:  1, CF:0.274947, Len:  3, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0b0000000000702000, Class:  1, CF:0.00670899, Len:  3, Fitness_tra: 0
Rule 47: 51522b112181122585, Class:  1, CF:0.729685, Len: 18, Fitness_tra: 0
Rule 48: d0000000060000d002, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 49: 0000c07e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000400000, Class:  1, CF:0.00247854, Len:  1, Fitness_tra: 0
Rule 51: 51111412d3d3122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 596214949959114351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111212154244114155, Class:  1, CF:0.108557, Len: 18, Fitness_tra: 0
Rule 54: 258b44851514d82122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000c00000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3135113113d1111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 991114923911111512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 020000004004800030, Class:  1, CF:0.295456, Len:  5, Fitness_tra: 0
Rule 59: 000000000000000b00, Class:  0, CF:0.0344288, Len:  1, Fitness_tra: 0
Rule 60: 5911c11c55dd121185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 005000040000580090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2882148915c2181241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9511c118155d315155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 559812288585114211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11611217551131312d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21821b851142c221c4, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 1398415c2115115159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 211171212411221113, Class:  0, CF:0.552097, Len: 18, Fitness_tra: 0
Rule 69: c154b15dc1c2584281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000500, Class:  1, CF:0.232001, Len:  2, Fitness_tra: 0
Rule 72: 1d17411548cc852117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 578c27434212722113, Class:  0, CF:0.497988, Len: 18, Fitness_tra: 0
Rule 74: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 08000000000d000000, Class:  1, CF:0.333421, Len:  2, Fitness_tra: 0
Rule 76: 131542549151942919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000cb0d000000c000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000b000e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 851144c31142881511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 090000000000000003, Class:  0, CF:0.958745, Len:  0, Fitness_tra: 0
Rule 82: 020000dc000d0c0020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: d0000000060000d002, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 85: 000000005000000000, Class:  1, CF:0.0741824, Len:  1, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: c11271c928218c2221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000708dc08c005000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000003000000000, Class:  0, CF:0.249615, Len:  1, Fitness_tra: 100
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000540000000830, Class:  1, CF:0.319592, Len:  4, Fitness_tra: 0
Rule 92: 000ce0000000000003, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 93: 000000005000ba0500, Class:  0, CF:0.211717, Len:  4, Fitness_tra: 0
Rule 94: 0000c0d00000000000, Class:  0, CF:0.151911, Len:  2, Fitness_tra: 0
Rule 95: 519110215104210c05, Class:  1, CF:0.905598, Len: 14, Fitness_tra: 0
Rule 96: 0b0024cbc000751200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00111084018ce0a050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11112213114281951e, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 99: 0000008d008c000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule100: 1039000009031c0191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.3463
------Result------
Miss_rate(tra)	:44.3463
Miss_rate(tst)	:36.4706
ARL				:4.7

------Generation 10------
Rule  1: d00000000000000000, Class:  1, CF:0.399297, Len:  1, Fitness_tra: 79
Rule  2: 000300000000000000, Class:  0, CF:0.190216, Len:  1, Fitness_tra: -1
Rule  3: 000000000000d00000, Class:  1, CF:0.417827, Len:  1, Fitness_tra: 60
Rule  4: 000600000000400000, Class:  0, CF:0.405835, Len:  2, Fitness_tra: 39
Rule  5: 0000000b0000000000, Class:  1, CF:0.345598, Len:  1, Fitness_tra: 42
Rule  6: 000000000000000003, Class:  0, CF:0.348032, Len:  1, Fitness_tra: 34
Rule  7: 090000000000000003, Class:  0, CF:0.958745, Len:  2, Fitness_tra: 15
Rule  8: 000000040000000030, Class:  0, CF:0.277196, Len:  2, Fitness_tra: 3
Rule  9: 000000000000000d00, Class:  1, CF:0.307959, Len:  1, Fitness_tra: 8
Rule 10: 000000004000000000, Class:  1, CF:0.185, Len:  1, Fitness_tra: 5
Rule 11: 000000009009000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 12: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 13: 005000000000d00002, Class:  1, CF:0.589028, Len:  3, Fitness_tra: 3
Rule 14: 000cc0000000000000, Class:  0, CF:0.812183, Len:  2, Fitness_tra: 0
Rule 15: 002000004000002000, Class:  1, CF:0.39498, Len:  3, Fitness_tra: 4
Rule 16: 000000000000000007, Class:  0, CF:0.112426, Len:  1, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0a00000b060e000030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 115472c51c81c28111, Class:  0, CF:0.99805, Len: 18, Fitness_tra: 0
Rule 21: 211114452112212113, Class:  0, CF:0.0328638, Len: 18, Fitness_tra: 0
Rule 22: ee3dc1521959e221d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000d80000000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000708d008c000000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 003000000000000006, Class:  0, CF:0.166745, Len:  2, Fitness_tra: 0
Rule 26: 51258bc141c2112139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11314212e9931c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000070000000, Class:  1, CF:0.049481, Len:  1, Fitness_tra: 0
Rule 29: 006000000000000a06, Class:  0, CF:0.270153, Len:  3, Fitness_tra: 0
Rule 30: 519111212184219c15, Class:  1, CF:0.998882, Len: 18, Fitness_tra: 0
Rule 31: 9165225c1115ec1153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14511723212242135d, Class:  1, CF:0.2941, Len: 18, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000800000000007d00, Class:  1, CF:0.129784, Len:  3, Fitness_tra: 0
Rule 35: 14112215222cc715d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 85dc24c512285b1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: d1d527d88112141231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 111524111e593c1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 221724c1c1cc15121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000be00e000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 43: 00007000d080000000, Class:  1, CF:0.274947, Len:  3, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0b0000000000702000, Class:  1, CF:0.00670899, Len:  3, Fitness_tra: 0
Rule 47: 51522b112181122585, Class:  1, CF:0.729685, Len: 18, Fitness_tra: 0
Rule 48: d0000000060000d002, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 49: 0000c07e0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000400000, Class:  1, CF:0.00247854, Len:  1, Fitness_tra: 0
Rule 51: 51111412d3d3122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 596214949959114351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111212154244114155, Class:  1, CF:0.108557, Len: 18, Fitness_tra: 0
Rule 54: 258b44851514d82122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000c00000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
