------Generation 0------
Rule  1: 113d419191d1141115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 553117585111142459, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: dd1221cd8581821519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 115c1411c51c11b111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 31152c315e1992118d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1515c7121119122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 82cc1b291127b12c61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 25911a85213cd1185d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 51dd21118582181135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 885c87114522c44111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 81: 551412457c11878b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: c11224467242111421, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 000000000070000200, Class:  0, CF:0.259193, Len:  2, Fitness_tra: -73
Rule 84: 21d212181111242d21, Class:  1, CF:0.101723, Len: 18, Fitness_tra: 0
Rule 85: c3d14c2dc112581112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 215714194c22111522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000c00000000000000, Class:  0, CF:0.868137, Len:  1, Fitness_tra: 109
Rule 88: 515241217241211231, Class:  0, CF:0.999701, Len: 18, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000070000000000000, Class:  0, CF:0.0792352, Len:  1, Fitness_tra: -114
Rule 91: 8244744e480c71221e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1281222d2224112142, Class:  1, CF:0.891653, Len: 18, Fitness_tra: 0
Rule 93: 121811552989949115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 113d411193d1121105, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 132212e54211b51219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: c55174c12182152871, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 97: 1511241125121c5212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 9152448d13d5515515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11611c83511c1b2581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 5284121e4211c11214, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
------Current------
Miss_rate(tra)	:27.0619
------Result------
Miss_rate(tra)	:27.0619
Miss_rate(tst)	:20
ARL				:14

------Generation 7------
Rule  1: 0000000000c0000000, Class:  0, CF:0.92245, Len:  1, Fitness_tra: 204
Rule  2: 000000000000007000, Class:  1, CF:0.0627596, Len:  1, Fitness_tra: 152
Rule  3: 000b00b00000000d00, Class:  0, CF:0.705134, Len:  3, Fitness_tra: 17
Rule  4: 500000000000500000, Class:  0, CF:  1, Len:  2, Fitness_tra: 9
Rule  5: 02d00b080000009000, Class:  1, CF:0.935172, Len:  5, Fitness_tra: 0
Rule  6: 113d419191d1141115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: c55171c1418cd52874, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 511241d11122c42113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  9: 131221e45151945529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 115811c14d18229811, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 11: 1252842d1241c1111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11222771217b711195, Class:  0, CF:0.771186, Len: 18, Fitness_tra: 0
Rule 13: 8d11241121125c5212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 14: 9162441213d5515525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8214724e211b74211e, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 16: 828717254cc2218211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 141144212121424115, Class:  0, CF:0.271893, Len: 18, Fitness_tra: 0
Rule 19: 5ead14111119541555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 125122211224114111, Class:  0, CF:0.79113, Len: 18, Fitness_tra: 0
Rule 21: 9331115191d3121215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 81d22bcd421c518285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1814b44122712c24c4, Class:  1, CF:0.877932, Len: 18, Fitness_tra: 0
Rule 24: c1511121c1cc221124, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 53384c55c5c4112212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15e8242c2511141239, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1918143211152221d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2c8774b312748758ee, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 29: 111141123991122121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 211c2213724441c15d, Class:  0, CF:0.998718, Len: 18, Fitness_tra: 0
Rule 31: c81412254882221112, Class:  1, CF:0.986475, Len: 18, Fitness_tra: 0
Rule 32: 18d811c112241721e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 15541c8d51c2825115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1c4411434272228871, Class:  0, CF:0.928771, Len: 18, Fitness_tra: 0
Rule 35: 1531c1cd1921d222c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: d421421371c12c1c91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 9161445cd521521191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1d511b23c511258414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 116112515953522581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d124474121211148d5, Class:  0, CF:0.997317, Len: 18, Fitness_tra: 0
Rule 41: 122122c94811421411, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 42: 5d1841281121511211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1d5471112541885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 05008000c000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 211111294112441131, Class:  1, CF:0.77273, Len: 18, Fitness_tra: 0
Rule 46: 11111741412211b255, Class:  0, CF:0.894317, Len: 18, Fitness_tra: 0
Rule 47: 181184c3484c212131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5122c1152128244133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5214241e2147c15411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 881131c91511112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8b1127b12147b41211, Class:  0, CF:0.647752, Len: 18, Fitness_tra: 0
Rule 53: 311d4154155d172511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 218212111214121441, Class:  1, CF:0.262892, Len: 18, Fitness_tra: 0
Rule 55: 96122212e15e121222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 51111111b12b118c31, Class:  0, CF:0.690868, Len: 18, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111421118821512171, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 59: 242411b14711c2282b, Class:  1, CF:0.00527249, Len: 18, Fitness_tra: 0
Rule 60: 111211791122277112, Class:  1, CF:0.879459, Len: 18, Fitness_tra: 0
Rule 61: 112112154211851214, Class:  1, CF:0.670886, Len: 18, Fitness_tra: 0
Rule 62: 0040000f070000d000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 63: 1e1141521959911281, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 64: 133844811141123859, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: d2d582c12412741531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1151b2be2814121112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 336111145319941119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 111581118151121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 22922485828c114589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3e65219c9111344855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 136544921e15512281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 553117585111142459, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: dd1221cd8581821519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 115c1411c51c11b111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 31152c315e1992118d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1515c7121119122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 82cc1b291127b12c61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 25911a85213cd1185d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 51dd21118582181135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 885c87114522c44111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 81: 551412457c11878b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: c11224467242111421, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 000000000070000200, Class:  0, CF:0.259193, Len:  2, Fitness_tra: -73
Rule 84: 21d212181111242d21, Class:  1, CF:0.101723, Len: 18, Fitness_tra: 0
Rule 85: c3d14c2dc112581112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 215714194c22111522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000c00000000000000, Class:  0, CF:0.868137, Len:  1, Fitness_tra: 109
Rule 88: 515241217241211231, Class:  0, CF:0.999701, Len: 18, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000070000000000000, Class:  0, CF:0.0792352, Len:  1, Fitness_tra: -114
Rule 91: 8244744e480c71221e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1281222d2224112142, Class:  1, CF:0.891653, Len: 18, Fitness_tra: 0
Rule 93: 121811552989949115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 113d411193d1121105, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 132212e54211b51219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: c55174c12182152871, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 97: 1511241125121c5212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 9152448d13d5515515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11611c83511c1b2581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 5284121e4211c11214, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
------Current------
Miss_rate(tra)	:27.0619
------Result------
Miss_rate(tra)	:27.0619
Miss_rate(tst)	:20
ARL				:14

------Generation 8------
Rule  1: 0000000000c0000000, Class:  0, CF:0.92245, Len:  1, Fitness_tra: 204
Rule  2: 000000000000007000, Class:  1, CF:0.0627596, Len:  1, Fitness_tra: 152
Rule  3: 000b00b00000000d00, Class:  0, CF:0.705134, Len:  3, Fitness_tra: 17
Rule  4: 500000000000500000, Class:  0, CF:  1, Len:  2, Fitness_tra: 9
Rule  5: 02d00b080000009000, Class:  1, CF:0.935172, Len:  5, Fitness_tra: 0
Rule  6: 113d419191d1141115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: c55171c1418cd52874, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 511241d11122c42113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  9: 131221e45151945529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 115811c14d18229811, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 11: 1252842d1241c1111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11222771217b711195, Class:  0, CF:0.771186, Len: 18, Fitness_tra: 0
Rule 13: 8d11241121125c5212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 14: 9162441213d5515525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8214724e211b74211e, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 16: 828717254cc2218211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 141144212121424115, Class:  0, CF:0.271893, Len: 18, Fitness_tra: 0
Rule 19: 5ead14111119541555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 125122211224114111, Class:  0, CF:0.79113, Len: 18, Fitness_tra: 0
Rule 21: 9331115191d3121215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 81d22bcd421c518285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1814b44122712c24c4, Class:  1, CF:0.877932, Len: 18, Fitness_tra: 0
Rule 24: c1511121c1cc221124, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 53384c55c5c4112212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15e8242c2511141239, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1918143211152221d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2c8774b312748758ee, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 29: 111141123991122121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 211c2213724441c15d, Class:  0, CF:0.998718, Len: 18, Fitness_tra: 0
Rule 31: c81412254882221112, Class:  1, CF:0.986475, Len: 18, Fitness_tra: 0
Rule 32: 18d811c112241721e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 15541c8d51c2825115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1c4411434272228871, Class:  0, CF:0.928771, Len: 18, Fitness_tra: 0
Rule 35: 1531c1cd1921d222c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: d421421371c12c1c91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 9161445cd521521191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1d511b23c511258414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 116112515953522581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d124474121211148d5, Class:  0, CF:0.997317, Len: 18, Fitness_tra: 0
Rule 41: 122122c94811421411, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 42: 5d1841281121511211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1d5471112541885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 05008000c000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 211111294112441131, Class:  1, CF:0.77273, Len: 18, Fitness_tra: 0
Rule 46: 11111741412211b255, Class:  0, CF:0.894317, Len: 18, Fitness_tra: 0
Rule 47: 181184c3484c212131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5122c1152128244133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5214241e2147c15411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 881131c91511112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8b1127b12147b41211, Class:  0, CF:0.647752, Len: 18, Fitness_tra: 0
Rule 53: 311d4154155d172511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 218212111214121441, Class:  1, CF:0.262892, Len: 18, Fitness_tra: 0
Rule 55: 96122212e15e121222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 51111111b12b118c31, Class:  0, CF:0.690868, Len: 18, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111421118821512171, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 59: 242411b14711c2282b, Class:  1, CF:0.00527249, Len: 18, Fitness_tra: 0
Rule 60: 111211791122277112, Class:  1, CF:0.879459, Len: 18, Fitness_tra: 0
Rule 61: 112112154211851214, Class:  1, CF:0.670886, Len: 18, Fitness_tra: 0
Rule 62: 0040000f070000d000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 63: 1e1141521959911281, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 64: 133844811141123859, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: d2d582c12412741531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1151b2be2814121112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 336111145319941119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 111581118151121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 22922485828c114589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3e65219c9111344855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 136544921e15512281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 553117585111142459, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: dd1221cd8581821519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 115c1411c51c11b111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 31152c315e1992118d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1515c7121119122115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 82cc1b291127b12c61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 25911a85213cd1185d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 51dd21118582181135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 885c87114522c44111, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 81: 551412457c11878b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: c11224467242111421, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 000000000070000200, Class:  0, CF:0.259193, Len:  2, Fitness_tra: -73
Rule 84: 21d212181111242d21, Class:  1, CF:0.101723, Len: 18, Fitness_tra: 0
Rule 85: c3d14c2dc112581112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 215714194c22111522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000c00000000000000, Class:  0, CF:0.868137, Len:  1, Fitness_tra: 109
Rule 88: 515241217241211231, Class:  0, CF:0.999701, Len: 18, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000070000000000000, Class:  0, CF:0.0792352, Len:  1, Fitness_tra: -114
Rule 91: 8244744e480c71221e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1281222d2224112142, Class:  1, CF:0.891653, Len: 18, Fitness_tra: 0
Rule 93: 121811552989949115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 113d411193d1121105, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 132212e54211b51219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: c55174c12182152871, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 97: 1511241125121c5212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 9152448d13d5515515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11611c83511c1b2581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 5284121e4211c11214, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
------Current------
Miss_rate(tra)	:27.0619
------Result------
Miss_rate(tra)	:27.0619
Miss_rate(tst)	:20
ARL				:14

------Generation 9------
Rule  1: 0000000000c0000000, Class:  0, CF:0.92245, Len:  1, Fitness_tra: 204
Rule  2: 000000000000007000, Class:  1, CF:0.0627596, Len:  1, Fitness_tra: 152
Rule  3: 000b00b00000000d00, Class:  0, CF:0.705134, Len:  3, Fitness_tra: 17
Rule  4: 500000000000500000, Class:  0, CF:  1, Len:  2, Fitness_tra: 9
Rule  5: 02d00b080000009000, Class:  1, CF:0.935172, Len:  5, Fitness_tra: 0
Rule  6: 113d419191d1141115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: c55171c1418cd52874, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 511241d11122c42113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  9: 131221e45151945529, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 115811c14d18229811, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 11: 1252842d1241c1111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 11222771217b711195, Class:  0, CF:0.771186, Len: 18, Fitness_tra: 0
Rule 13: 8d11241121125c5212, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 14: 9162441213d5515525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8214724e211b74211e, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 16: 828717254cc2218211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 141144212121424115, Class:  0, CF:0.271893, Len: 18, Fitness_tra: 0
Rule 19: 5ead14111119541555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 125122211224114111, Class:  0, CF:0.79113, Len: 18, Fitness_tra: 0
Rule 21: 9331115191d3121215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 81d22bcd421c518285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1814b44122712c24c4, Class:  1, CF:0.877932, Len: 18, Fitness_tra: 0
Rule 24: c1511121c1cc221124, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 53384c55c5c4112212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15e8242c2511141239, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1918143211152221d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2c8774b312748758ee, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 29: 111141123991122121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 211c2213724441c15d, Class:  0, CF:0.998718, Len: 18, Fitness_tra: 0
Rule 31: c81412254882221112, Class:  1, CF:0.986475, Len: 18, Fitness_tra: 0
Rule 32: 18d811c112241721e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 15541c8d51c2825115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1c4411434272228871, Class:  0, CF:0.928771, Len: 18, Fitness_tra: 0
Rule 35: 1531c1cd1921d222c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: d421421371c12c1c91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 9161445cd521521191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1d511b23c511258414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 116112515953522581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d124474121211148d5, Class:  0, CF:0.997317, Len: 18, Fitness_tra: 0
Rule 41: 122122c94811421411, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 42: 5d1841281121511211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1d5471112541885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 05008000c000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 211111294112441131, Class:  1, CF:0.77273, Len: 18, Fitness_tra: 0
Rule 46: 11111741412211b255, Class:  0, CF:0.894317, Len: 18, Fitness_tra: 0
Rule 47: 181184c3484c212131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5122c1152128244133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5214241e2147c15411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 881131c91511112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8b1127b12147b41211, Class:  0, CF:0.647752, Len: 18, Fitness_tra: 0
Rule 53: 311d4154155d172511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 218212111214121441, Class:  1, CF:0.262892, Len: 18, Fitness_tra: 0
Rule 55: 96122212e15e121222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 51111111b12b118c31, Class:  0, CF:0.690868, Len: 18, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111421118821512171, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 59: 242411b14711c2282b, Class:  1, CF:0.00527249, Len: 18, Fitness_tra: 0
Rule 60: 111211791122277112, Class:  1, CF:0.879459, Len: 18, Fitness_tra: 0
Rule 61: 112112154211851214, Class:  1, CF:0.670886, Len: 18, Fitness_tra: 0
Rule 62: 0040000f070000d000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 63: 1e1141521959911281, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 64: 133844811141123859, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: d2d582c12412741531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1151b2be2814121112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: 336111145319941119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 111581118151121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 22922485828c114589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3e65219c9111344855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 136544921e15512281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 553117585111142459, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: dd1221cd8581821519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
