------Generation 0------
Rule  1: e8414, Class:  1, CF:0.486703, Len:  5, Fitness_tra: 0
Rule 73: 51427, Class:  2, CF:0.944626, Len:  5, Fitness_tra: 0
Rule 74: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 51121, Class:  2, CF:0.943262, Len:  5, Fitness_tra: 0
Rule 76: 34412, Class:  1, CF:0.382265, Len:  5, Fitness_tra: 0
Rule 77: d1271, Class:  2, CF:0.561395, Len:  5, Fitness_tra: 0
Rule 78: 98212, Class:  1, CF:0.0748543, Len:  5, Fitness_tra: 0
Rule 79: d8417, Class:  0, CF:0.644926, Len:  5, Fitness_tra: 0
Rule 80: 31cb1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 52cb1, Class:  1, CF:0.911358, Len:  5, Fitness_tra: 0
Rule 82: 151bb, Class:  1, CF:0.871941, Len:  5, Fitness_tra: 0
Rule 83: 95c44, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: dd171, Class:  1, CF:0.486664, Len:  5, Fitness_tra: 0
Rule 85: 51127, Class:  2, CF:0.984803, Len:  5, Fitness_tra: 1
Rule 86: 38142, Class:  1, CF:0.918459, Len:  5, Fitness_tra: 0
Rule 87: 12441, Class:  1, CF:0.520493, Len:  5, Fitness_tra: 0
Rule 88: 32111, Class:  1, CF:0.849137, Len:  5, Fitness_tra: -20
Rule 89: 91127, Class:  2, CF:0.993905, Len:  5, Fitness_tra: 0
Rule 90: 11442, Class:  2, CF:0.914544, Len:  5, Fitness_tra: 0
Rule 91: 38190, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11b76, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f5000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 94: 0014b, Class:  2, CF:0.867394, Len:  3, Fitness_tra: -9
Rule 95: 38c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: c5110, Class:  1, CF:0.941366, Len:  4, Fitness_tra: 0
Rule 97: 91b2c, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: d2172, Class:  2, CF:0.949875, Len:  5, Fitness_tra: 0
Rule 99: e12b4, Class:  2, CF:0.986189, Len:  5, Fitness_tra: 0
Rule100: 0d110, Class:  1, CF:0.9312, Len:  3, Fitness_tra: 4
------Current------
Miss_rate(tra)	:52.907
------Result------
Miss_rate(tra)	:52.907
Miss_rate(tst)	:53.4884
ARL				:4.75862

------Generation 8------
Rule  1: d8111, Class:  0, CF:0.182932, Len:  5, Fitness_tra: 14
Rule  2: 00c00, Class:  1, CF:0.979604, Len:  1, Fitness_tra: 7
Rule  3: 32211, Class:  1, CF:0.981501, Len:  5, Fitness_tra: -3
Rule  4: 0d110, Class:  1, CF:0.9312, Len:  3, Fitness_tra: 1
Rule  5: 21172, Class:  2, CF:0.971402, Len:  5, Fitness_tra: 0
Rule  6: d1144, Class:  2, CF:0.974973, Len:  5, Fitness_tra: 3
Rule  7: f5000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  8: 04708, Class:  2, CF:  1, Len:  3, Fitness_tra: 1
Rule  9: fe000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 10: 38111, Class:  1, CF:0.969373, Len:  5, Fitness_tra: 1
Rule 11: 5117b, Class:  2, CF:0.956299, Len:  5, Fitness_tra: 1
Rule 12: 51127, Class:  2, CF:0.984803, Len:  5, Fitness_tra: 1
Rule 13: 2114b, Class:  2, CF:0.929885, Len:  5, Fitness_tra: 4
Rule 14: 35713, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 111bb, Class:  2, CF:0.69035, Len:  5, Fitness_tra: -8
Rule 16: 3c7b1, Class:  1, CF:0.770435, Len:  5, Fitness_tra: 0
Rule 17: c5113, Class:  1, CF:0.944825, Len:  5, Fitness_tra: 0
Rule 18: 5c244, Class:  0, CF:0.653628, Len:  5, Fitness_tra: 0
Rule 19: d8277, Class:  0, CF:0.758347, Len:  5, Fitness_tra: 0
Rule 20: d2117, Class:  0, CF:0.0501403, Len:  5, Fitness_tra: 0
Rule 21: 11722, Class:  2, CF:0.93474, Len:  5, Fitness_tra: 0
Rule 22: 17b22, Class:  2, CF:0.862775, Len:  5, Fitness_tra: 0
Rule 23: 52444, Class:  2, CF:0.832494, Len:  5, Fitness_tra: 0
Rule 24: 31241, Class:  1, CF:0.758839, Len:  5, Fitness_tra: 0
Rule 25: 9c141, Class:  0, CF:0.318326, Len:  5, Fitness_tra: 0
Rule 26: 1e242, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 582b1, Class:  1, CF:0.321554, Len:  5, Fitness_tra: 0
Rule 28: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11272, Class:  2, CF:0.902461, Len:  5, Fitness_tra: 0
Rule 30: 1121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15141, Class:  1, CF:0.968815, Len:  5, Fitness_tra: 0
Rule 32: 18cb7, Class:  1, CF:0.96428, Len:  5, Fitness_tra: 0
Rule 33: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51172, Class:  2, CF:0.98605, Len:  5, Fitness_tra: 0
Rule 36: 21521, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 37: 2151b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 55212, Class:  1, CF:0.779485, Len:  5, Fitness_tra: 0
Rule 40: 58724, Class:  0, CF:0.548507, Len:  5, Fitness_tra: 0
Rule 41: ed000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 42: 1c171, Class:  0, CF:0.12479, Len:  5, Fitness_tra: 0
Rule 43: 95414, Class:  1, CF:0.989322, Len:  5, Fitness_tra: 0
Rule 44: 55171, Class:  1, CF:0.721781, Len:  5, Fitness_tra: 0
Rule 45: 15124, Class:  1, CF:0.871941, Len:  5, Fitness_tra: 0
Rule 46: d2444, Class:  2, CF:0.780659, Len:  5, Fitness_tra: 0
Rule 47: 1c21b, Class:  0, CF:0.230108, Len:  5, Fitness_tra: 0
Rule 48: 35842, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: e22c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 92421, Class:  2, CF:0.257541, Len:  5, Fitness_tra: 0
Rule 51: 31c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: e22b4, Class:  2, CF:0.938295, Len:  5, Fitness_tra: 0
Rule 53: 31122, Class:  2, CF:0.343721, Len:  5, Fitness_tra: 0
Rule 54: 1122b, Class:  2, CF:0.663248, Len:  5, Fitness_tra: 0
Rule 55: 5d112, Class:  1, CF:0.448354, Len:  5, Fitness_tra: 0
Rule 56: 1c147, Class:  0, CF:0.701707, Len:  5, Fitness_tra: 0
Rule 57: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11274, Class:  2, CF:0.74544, Len:  5, Fitness_tra: 0
Rule 59: 554b2, Class:  1, CF:0.593728, Len:  5, Fitness_tra: 0
Rule 60: 81421, Class:  2, CF:0.52889, Len:  5, Fitness_tra: -2
Rule 61: 9d1b1, Class:  1, CF:0.974931, Len:  5, Fitness_tra: 0
Rule 62: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 58272, Class:  0, CF:0.491681, Len:  5, Fitness_tra: 0
Rule 64: 21111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 854b2, Class:  1, CF:0.570718, Len:  5, Fitness_tra: 0
Rule 66: dc122, Class:  0, CF:0.466721, Len:  5, Fitness_tra: 0
Rule 67: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 53217, Class:  2, CF:0.696163, Len:  5, Fitness_tra: 0
Rule 69: d12b1, Class:  2, CF:0.501604, Len:  5, Fitness_tra: 0
Rule 70: 12121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18121, Class:  1, CF:0.580339, Len:  5, Fitness_tra: 0
Rule 72: 51427, Class:  2, CF:0.944626, Len:  5, Fitness_tra: 0
Rule 73: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 51121, Class:  2, CF:0.943262, Len:  5, Fitness_tra: 0
Rule 75: 34412, Class:  1, CF:0.382265, Len:  5, Fitness_tra: 0
Rule 76: d1271, Class:  2, CF:0.561395, Len:  5, Fitness_tra: 0
Rule 77: 98212, Class:  1, CF:0.0748543, Len:  5, Fitness_tra: 0
Rule 78: d8417, Class:  0, CF:0.644926, Len:  5, Fitness_tra: 0
Rule 79: 31cb1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 52cb1, Class:  1, CF:0.911358, Len:  5, Fitness_tra: 0
Rule 81: 11241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11412, Class:  2, CF:0.38013, Len:  5, Fitness_tra: -1
Rule 83: 524b1, Class:  2, CF:0.000278944, Len:  5, Fitness_tra: 0
Rule 84: 511b2, Class:  2, CF:0.984383, Len:  5, Fitness_tra: 0
Rule 85: 51c74, Class:  0, CF:0.138006, Len:  5, Fitness_tra: 0
Rule 86: 11144, Class:  2, CF:0.918102, Len:  5, Fitness_tra: 0
Rule 87: 81172, Class:  2, CF:0.970043, Len:  5, Fitness_tra: 4
Rule 88: 5822b, Class:  0, CF:0.491681, Len:  5, Fitness_tra: 0
Rule 89: 15422, Class:  1, CF:0.96554, Len:  5, Fitness_tra: 0
Rule 90: 1d22b, Class:  1, CF:0.957647, Len:  5, Fitness_tra: 0
Rule 91: 511b1, Class:  2, CF:0.889344, Len:  5, Fitness_tra: -17
Rule 92: 51c7a, Class:  1, CF:0.817453, Len:  5, Fitness_tra: 0
Rule 93: 91b28, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 1c107, Class:  0, CF:0.580844, Len:  4, Fitness_tra: 49
Rule 95: 514a4, Class:  2, CF:0.301423, Len:  5, Fitness_tra: 0
Rule 96: 21cb1, Class:  1, CF:0.891377, Len:  5, Fitness_tra: 0
Rule 97: 05000, Class:  1, CF:0.976318, Len:  1, Fitness_tra: 8
Rule 98: 9c111, Class:  0, CF:0.305235, Len:  5, Fitness_tra: 6
Rule 99: 1c062, Class:  0, CF:0.492738, Len:  4, Fitness_tra: 0
Rule100: fe1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.6512
------Result------
Miss_rate(tra)	:29.6512
Miss_rate(tst)	:27.907
ARL				:4.73563

------Generation 9------
Rule  1: d8111, Class:  0, CF:0.182932, Len:  5, Fitness_tra: 14
Rule  2: 00c00, Class:  1, CF:0.979604, Len:  1, Fitness_tra: 7
Rule  3: 32211, Class:  1, CF:0.981501, Len:  5, Fitness_tra: -3
Rule  4: 0d110, Class:  1, CF:0.9312, Len:  3, Fitness_tra: 1
Rule  5: 21172, Class:  2, CF:0.971402, Len:  5, Fitness_tra: 0
Rule  6: d1144, Class:  2, CF:0.974973, Len:  5, Fitness_tra: 3
Rule  7: f5000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  8: 04708, Class:  2, CF:  1, Len:  3, Fitness_tra: 1
Rule  9: fe000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 10: 38111, Class:  1, CF:0.969373, Len:  5, Fitness_tra: 1
Rule 11: 5117b, Class:  2, CF:0.956299, Len:  5, Fitness_tra: 1
Rule 12: 51127, Class:  2, CF:0.984803, Len:  5, Fitness_tra: 1
Rule 13: 2114b, Class:  2, CF:0.929885, Len:  5, Fitness_tra: 4
Rule 14: 35713, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 111bb, Class:  2, CF:0.69035, Len:  5, Fitness_tra: -8
Rule 16: 3c7b1, Class:  1, CF:0.770435, Len:  5, Fitness_tra: 0
Rule 17: c5113, Class:  1, CF:0.944825, Len:  5, Fitness_tra: 0
Rule 18: 5c244, Class:  0, CF:0.653628, Len:  5, Fitness_tra: 0
Rule 19: d8277, Class:  0, CF:0.758347, Len:  5, Fitness_tra: 0
Rule 20: d2117, Class:  0, CF:0.0501403, Len:  5, Fitness_tra: 0
Rule 21: 11722, Class:  2, CF:0.93474, Len:  5, Fitness_tra: 0
Rule 22: 17b22, Class:  2, CF:0.862775, Len:  5, Fitness_tra: 0
Rule 23: 52444, Class:  2, CF:0.832494, Len:  5, Fitness_tra: 0
Rule 24: 31241, Class:  1, CF:0.758839, Len:  5, Fitness_tra: 0
Rule 25: 9c141, Class:  0, CF:0.318326, Len:  5, Fitness_tra: 0
Rule 26: 1e242, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 582b1, Class:  1, CF:0.321554, Len:  5, Fitness_tra: 0
Rule 28: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11272, Class:  2, CF:0.902461, Len:  5, Fitness_tra: 0
Rule 30: 1121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15141, Class:  1, CF:0.968815, Len:  5, Fitness_tra: 0
Rule 32: 18cb7, Class:  1, CF:0.96428, Len:  5, Fitness_tra: 0
Rule 33: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51172, Class:  2, CF:0.98605, Len:  5, Fitness_tra: 0
Rule 36: 21521, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 37: 2151b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 55212, Class:  1, CF:0.779485, Len:  5, Fitness_tra: 0
Rule 40: 58724, Class:  0, CF:0.548507, Len:  5, Fitness_tra: 0
Rule 41: ed000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 42: 1c171, Class:  0, CF:0.12479, Len:  5, Fitness_tra: 0
Rule 43: 95414, Class:  1, CF:0.989322, Len:  5, Fitness_tra: 0
Rule 44: 55171, Class:  1, CF:0.721781, Len:  5, Fitness_tra: 0
Rule 45: 15124, Class:  1, CF:0.871941, Len:  5, Fitness_tra: 0
Rule 46: d2444, Class:  2, CF:0.780659, Len:  5, Fitness_tra: 0
Rule 47: 1c21b, Class:  0, CF:0.230108, Len:  5, Fitness_tra: 0
Rule 48: 35842, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: e22c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 92421, Class:  2, CF:0.257541, Len:  5, Fitness_tra: 0
Rule 51: 31c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: e22b4, Class:  2, CF:0.938295, Len:  5, Fitness_tra: 0
Rule 53: 31122, Class:  2, CF:0.343721, Len:  5, Fitness_tra: 0
Rule 54: 1122b, Class:  2, CF:0.663248, Len:  5, Fitness_tra: 0
Rule 55: 5d112, Class:  1, CF:0.448354, Len:  5, Fitness_tra: 0
Rule 56: 1c147, Class:  0, CF:0.701707, Len:  5, Fitness_tra: 0
Rule 57: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11274, Class:  2, CF:0.74544, Len:  5, Fitness_tra: 0
Rule 59: 554b2, Class:  1, CF:0.593728, Len:  5, Fitness_tra: 0
Rule 60: 81421, Class:  2, CF:0.52889, Len:  5, Fitness_tra: -2
Rule 61: 9d1b1, Class:  1, CF:0.974931, Len:  5, Fitness_tra: 0
Rule 62: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 58272, Class:  0, CF:0.491681, Len:  5, Fitness_tra: 0
Rule 64: 21111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 854b2, Class:  1, CF:0.570718, Len:  5, Fitness_tra: 0
Rule 66: dc122, Class:  0, CF:0.466721, Len:  5, Fitness_tra: 0
Rule 67: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 53217, Class:  2, CF:0.696163, Len:  5, Fitness_tra: 0
Rule 69: d12b1, Class:  2, CF:0.501604, Len:  5, Fitness_tra: 0
Rule 70: 12121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18121, Class:  1, CF:0.580339, Len:  5, Fitness_tra: 0
Rule 72: 51427, Class:  2, CF:0.944626, Len:  5, Fitness_tra: 0
Rule 73: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 51121, Class:  2, CF:0.943262, Len:  5, Fitness_tra: 0
Rule 75: 34412, Class:  1, CF:0.382265, Len:  5, Fitness_tra: 0
Rule 76: d1271, Class:  2, CF:0.561395, Len:  5, Fitness_tra: 0
Rule 77: 98212, Class:  1, CF:0.0748543, Len:  5, Fitness_tra: 0
Rule 78: d8417, Class:  0, CF:0.644926, Len:  5, Fitness_tra: 0
Rule 79: 31cb1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 52cb1, Class:  1, CF:0.911358, Len:  5, Fitness_tra: 0
Rule 81: 11241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11412, Class:  2, CF:0.38013, Len:  5, Fitness_tra: -1
Rule 83: 524b1, Class:  2, CF:0.000278944, Len:  5, Fitness_tra: 0
Rule 84: 511b2, Class:  2, CF:0.984383, Len:  5, Fitness_tra: 0
Rule 85: 51c74, Class:  0, CF:0.138006, Len:  5, Fitness_tra: 0
Rule 86: 11144, Class:  2, CF:0.918102, Len:  5, Fitness_tra: 0
Rule 87: 81172, Class:  2, CF:0.970043, Len:  5, Fitness_tra: 4
Rule 88: 5822b, Class:  0, CF:0.491681, Len:  5, Fitness_tra: 0
Rule 89: 15422, Class:  1, CF:0.96554, Len:  5, Fitness_tra: 0
Rule 90: 1d22b, Class:  1, CF:0.957647, Len:  5, Fitness_tra: 0
Rule 91: 511b1, Class:  2, CF:0.889344, Len:  5, Fitness_tra: -17
Rule 92: 51c7a, Class:  1, CF:0.817453, Len:  5, Fitness_tra: 0
Rule 93: 91b28, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 1c107, Class:  0, CF:0.580844, Len:  4, Fitness_tra: 49
Rule 95: 514a4, Class:  2, CF:0.301423, Len:  5, Fitness_tra: 0
Rule 96: 21cb1, Class:  1, CF:0.891377, Len:  5, Fitness_tra: 0
Rule 97: 05000, Class:  1, CF:0.976318, Len:  1, Fitness_tra: 8
Rule 98: 9c111, Class:  0, CF:0.305235, Len:  5, Fitness_tra: 6
Rule 99: 1c062, Class:  0, CF:0.492738, Len:  4, Fitness_tra: 0
Rule100: fe1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.6512
------Result------
Miss_rate(tra)	:29.6512
Miss_rate(tst)	:27.907
ARL				:4.73563

------Generation 10------
Rule  1: d8111, Class:  0, CF:0.182932, Len:  5, Fitness_tra: 14
Rule  2: 00c00, Class:  1, CF:0.979604, Len:  1, Fitness_tra: 7
Rule  3: 32211, Class:  1, CF:0.981501, Len:  5, Fitness_tra: -3
Rule  4: 0d110, Class:  1, CF:0.9312, Len:  3, Fitness_tra: 1
Rule  5: 21172, Class:  2, CF:0.971402, Len:  5, Fitness_tra: 0
Rule  6: d1144, Class:  2, CF:0.974973, Len:  5, Fitness_tra: 3
Rule  7: f5000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  8: 04708, Class:  2, CF:  1, Len:  3, Fitness_tra: 1
Rule  9: fe000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 10: 38111, Class:  1, CF:0.969373, Len:  5, Fitness_tra: 1
Rule 11: 5117b, Class:  2, CF:0.956299, Len:  5, Fitness_tra: 1
Rule 12: 51127, Class:  2, CF:0.984803, Len:  5, Fitness_tra: 1
Rule 13: 2114b, Class:  2, CF:0.929885, Len:  5, Fitness_tra: 4
Rule 14: 35713, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 111bb, Class:  2, CF:0.69035, Len:  5, Fitness_tra: -8
Rule 16: 3c7b1, Class:  1, CF:0.770435, Len:  5, Fitness_tra: 0
Rule 17: c5113, Class:  1, CF:0.944825, Len:  5, Fitness_tra: 0
Rule 18: 5c244, Class:  0, CF:0.653628, Len:  5, Fitness_tra: 0
Rule 19: d8277, Class:  0, CF:0.758347, Len:  5, Fitness_tra: 0
Rule 20: d2117, Class:  0, CF:0.0501403, Len:  5, Fitness_tra: 0
Rule 21: 11722, Class:  2, CF:0.93474, Len:  5, Fitness_tra: 0
Rule 22: 17b22, Class:  2, CF:0.862775, Len:  5, Fitness_tra: 0
Rule 23: 52444, Class:  2, CF:0.832494, Len:  5, Fitness_tra: 0
Rule 24: 31241, Class:  1, CF:0.758839, Len:  5, Fitness_tra: 0
Rule 25: 9c141, Class:  0, CF:0.318326, Len:  5, Fitness_tra: 0
Rule 26: 1e242, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 582b1, Class:  1, CF:0.321554, Len:  5, Fitness_tra: 0
Rule 28: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11272, Class:  2, CF:0.902461, Len:  5, Fitness_tra: 0
Rule 30: 1121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15141, Class:  1, CF:0.968815, Len:  5, Fitness_tra: 0
Rule 32: 18cb7, Class:  1, CF:0.96428, Len:  5, Fitness_tra: 0
Rule 33: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51172, Class:  2, CF:0.98605, Len:  5, Fitness_tra: 0
Rule 36: 21521, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 37: 2151b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 55212, Class:  1, CF:0.779485, Len:  5, Fitness_tra: 0
Rule 40: 58724, Class:  0, CF:0.548507, Len:  5, Fitness_tra: 0
Rule 41: ed000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 42: 1c171, Class:  0, CF:0.12479, Len:  5, Fitness_tra: 0
Rule 43: 95414, Class:  1, CF:0.989322, Len:  5, Fitness_tra: 0
Rule 44: 55171, Class:  1, CF:0.721781, Len:  5, Fitness_tra: 0
Rule 45: 15124, Class:  1, CF:0.871941, Len:  5, Fitness_tra: 0
Rule 46: d2444, Class:  2, CF:0.780659, Len:  5, Fitness_tra: 0
Rule 47: 1c21b, Class:  0, CF:0.230108, Len:  5, Fitness_tra: 0
Rule 48: 35842, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: e22c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 92421, Class:  2, CF:0.257541, Len:  5, Fitness_tra: 0
Rule 51: 31c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: e22b4, Class:  2, CF:0.938295, Len:  5, Fitness_tra: 0
Rule 53: 31122, Class:  2, CF:0.343721, Len:  5, Fitness_tra: 0
Rule 54: 1122b, Class:  2, CF:0.663248, Len:  5, Fitness_tra: 0
Rule 55: 5d112, Class:  1, CF:0.448354, Len:  5, Fitness_tra: 0
Rule 56: 1c147, Class:  0, CF:0.701707, Len:  5, Fitness_tra: 0
Rule 57: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11274, Class:  2, CF:0.74544, Len:  5, Fitness_tra: 0
Rule 59: 554b2, Class:  1, CF:0.593728, Len:  5, Fitness_tra: 0
Rule 60: 81421, Class:  2, CF:0.52889, Len:  5, Fitness_tra: -2
Rule 61: 9d1b1, Class:  1, CF:0.974931, Len:  5, Fitness_tra: 0
Rule 62: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 58272, Class:  0, CF:0.491681, Len:  5, Fitness_tra: 0
Rule 64: 21111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 854b2, Class:  1, CF:0.570718, Len:  5, Fitness_tra: 0
Rule 66: dc122, Class:  0, CF:0.466721, Len:  5, Fitness_tra: 0
Rule 67: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 53217, Class:  2, CF:0.696163, Len:  5, Fitness_tra: 0
Rule 69: d12b1, Class:  2, CF:0.501604, Len:  5, Fitness_tra: 0
Rule 70: 12121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18121, Class:  1, CF:0.580339, Len:  5, Fitness_tra: 0
Rule 72: 51427, Class:  2, CF:0.944626, Len:  5, Fitness_tra: 0
Rule 73: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 51121, Class:  2, CF:0.943262, Len:  5, Fitness_tra: 0
Rule 75: 34412, Class:  1, CF:0.382265, Len:  5, Fitness_tra: 0
Rule 76: d1271, Class:  2, CF:0.561395, Len:  5, Fitness_tra: 0
Rule 77: 98212, Class:  1, CF:0.0748543, Len:  5, Fitness_tra: 0
Rule 78: d8417, Class:  0, CF:0.644926, Len:  5, Fitness_tra: 0
Rule 79: 31cb1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 52cb1, Class:  1, CF:0.911358, Len:  5, Fitness_tra: 0
Rule 81: 11241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11412, Class:  2, CF:0.38013, Len:  5, Fitness_tra: -1
Rule 83: 524b1, Class:  2, CF:0.000278944, Len:  5, Fitness_tra: 0
Rule 84: 511b2, Class:  2, CF:0.984383, Len:  5, Fitness_tra: 0
Rule 85: 51c74, Class:  0, CF:0.138006, Len:  5, Fitness_tra: 0
Rule 86: 11144, Class:  2, CF:0.918102, Len:  5, Fitness_tra: 0
Rule 87: 81172, Class:  2, CF:0.970043, Len:  5, Fitness_tra: 4
Rule 88: 5822b, Class:  0, CF:0.491681, Len:  5, Fitness_tra: 0
Rule 89: 15422, Class:  1, CF:0.96554, Len:  5, Fitness_tra: 0
Rule 90: 1d22b, Class:  1, CF:0.957647, Len:  5, Fitness_tra: 0
Rule 91: 511b1, Class:  2, CF:0.889344, Len:  5, Fitness_tra: -17
Rule 92: 51c7a, Class:  1, CF:0.817453, Len:  5, Fitness_tra: 0
Rule 93: 91b28, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 1c107, Class:  0, CF:0.580844, Len:  4, Fitness_tra: 49
Rule 95: 514a4, Class:  2, CF:0.301423, Len:  5, Fitness_tra: 0
Rule 96: 21cb1, Class:  1, CF:0.891377, Len:  5, Fitness_tra: 0
Rule 97: 05000, Class:  1, CF:0.976318, Len:  1, Fitness_tra: 8
Rule 98: 9c111, Class:  0, CF:0.305235, Len:  5, Fitness_tra: 6
Rule 99: 1c062, Class:  0, CF:0.492738, Len:  4, Fitness_tra: 0
Rule100: fe1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.6512
------Result------
Miss_rate(tra)	:29.6512
Miss_rate(tst)	:27.907
ARL				:4.73563

------Generation 20------
Rule  1: 1c107, Class:  0, CF:0.580844, Len:  4, Fitness_tra: 5
Rule  2: d8111, Class:  0, CF:0.182932, Len:  5, Fitness_tra: 10
Rule  3: 05000, Class:  1, CF:0.976318, Len:  1, Fitness_tra: 8
Rule  4: 9c111, Class:  0, CF:0.305235, Len:  5, Fitness_tra: 6
