------Generation 0------
Rule  1: c13211cb1, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 31: 00d000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000c00000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 281152c12, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 854111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000c00000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11e817c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 29b132584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1111524b2, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d00000d00, Class:  1, CF:0.609416, Len:  2, Fitness_tra: 0
Rule 48: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 400000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1329911c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d00000d00, Class:  1, CF:0.609416, Len:  2, Fitness_tra: 0
Rule 56: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d00000000, Class:  1, CF:0.1747, Len:  0, Fitness_tra: 0
Rule 59: 4010a0004, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a519d0c7d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5de184221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 002000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 005040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 18e551517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 15319214b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000c00000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000080000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 85159b524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000a0, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: c295d7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 500000000, Class:  1, CF:0.423485, Len:  1, Fitness_tra: -2
Rule 82: 1865d4117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 83: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 8ce15187b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 811152121, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 90: 080000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 286814541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c00790040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 8115d4521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 10e251200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 013105205, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000500, Class:  4, CF:0.0492806, Len:  1, Fitness_tra: 0
Rule 98: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000c0c, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 130900100, Class:  4, CF:  1, Len:  4, Fitness_tra: 2
------Current------
Miss_rate(tra)	:67.2515
------Result------
Miss_rate(tra)	:67.2515
Miss_rate(tst)	:72.093
ARL				:4.90476

------Generation 8------
Rule  1: 88e131c11, Class:  0, CF:0.104545, Len:  9, Fitness_tra: 16
Rule  2: 000080080, Class:  6, CF:  1, Len:  2, Fitness_tra: 7
Rule  3: d00000d00, Class:  1, CF:0.609416, Len:  2, Fitness_tra: 3
Rule  4: 000d00400, Class:  6, CF:0.501141, Len:  2, Fitness_tra: 4
Rule  5: 000970000, Class:  4, CF:0.100539, Len:  2, Fitness_tra: 0
Rule  6: 200c0002c, Class:  1, CF:0.995785, Len:  4, Fitness_tra: 1
Rule  7: 153190100, Class:  5, CF:0.99683, Len:  6, Fitness_tra: 1
Rule  8: 0c6001300, Class:  6, CF:0.923351, Len:  4, Fitness_tra: 1
Rule  9: 8c1112c47, Class:  2, CF:  1, Len:  9, Fitness_tra: 1
Rule 10: 013100005, Class:  4, CF:0.533323, Len:  4, Fitness_tra: 1
Rule 11: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 18e817c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 12111b87b, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0c0000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 817d51251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 286814541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c13111142, Class:  4, CF:0.811984, Len:  9, Fitness_tra: 0
Rule 27: 8c153187b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2523171c1, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 29: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 020000300, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00d000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000c00000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 281152c12, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 854111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000c00000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11e817c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 29b132584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1111524b2, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d00000d00, Class:  1, CF:0.609416, Len:  2, Fitness_tra: 0
Rule 48: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 400000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1329911c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d00000d00, Class:  1, CF:0.609416, Len:  2, Fitness_tra: 0
Rule 56: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d00000000, Class:  1, CF:0.1747, Len:  0, Fitness_tra: 0
Rule 59: 4010a0004, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a519d0c7d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5de184221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 002000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 005040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 18e551517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 15319214b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000c00000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000080000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 85159b524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000a0, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: c295d7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 500000000, Class:  1, CF:0.423485, Len:  1, Fitness_tra: -2
Rule 82: 1865d4117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 83: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 8ce15187b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 811152121, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 90: 080000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 286814541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c00790040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 8115d4521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 10e251200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 013105205, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000500, Class:  4, CF:0.0492806, Len:  1, Fitness_tra: 0
Rule 98: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000c0c, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 130900100, Class:  4, CF:  1, Len:  4, Fitness_tra: 2
------Current------
Miss_rate(tra)	:67.2515
------Result------
Miss_rate(tra)	:67.2515
Miss_rate(tst)	:72.093
ARL				:4.90476

------Generation 9------
Rule  1: 88e131c11, Class:  0, CF:0.104545, Len:  9, Fitness_tra: 16
Rule  2: 000080080, Class:  6, CF:  1, Len:  2, Fitness_tra: 7
Rule  3: d00000d00, Class:  1, CF:0.609416, Len:  2, Fitness_tra: 3
Rule  4: 000d00400, Class:  6, CF:0.501141, Len:  2, Fitness_tra: 4
Rule  5: 000970000, Class:  4, CF:0.100539, Len:  2, Fitness_tra: 0
Rule  6: 200c0002c, Class:  1, CF:0.995785, Len:  4, Fitness_tra: 1
Rule  7: 153190100, Class:  5, CF:0.99683, Len:  6, Fitness_tra: 1
Rule  8: 0c6001300, Class:  6, CF:0.923351, Len:  4, Fitness_tra: 1
Rule  9: 8c1112c47, Class:  2, CF:  1, Len:  9, Fitness_tra: 1
Rule 10: 013100005, Class:  4, CF:0.533323, Len:  4, Fitness_tra: 1
Rule 11: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 18e817c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 12111b87b, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0c0000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 817d51251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 286814541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c13111142, Class:  4, CF:0.811984, Len:  9, Fitness_tra: 0
Rule 27: 8c153187b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2523171c1, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 29: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 020000300, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00d000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000c00000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 281152c12, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 854111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000c00000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11e817c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 29b132584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1111524b2, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d00000d00, Class:  1, CF:0.609416, Len:  2, Fitness_tra: 0
Rule 48: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 400000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1329911c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d00000d00, Class:  1, CF:0.609416, Len:  2, Fitness_tra: 0
Rule 56: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d00000000, Class:  1, CF:0.1747, Len:  0, Fitness_tra: 0
Rule 59: 4010a0004, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a519d0c7d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5de184221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 002000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 005040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 18e551517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 15319214b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000c00000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000080000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 85159b524, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000a0, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: c295d7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 500000000, Class:  1, CF:0.423485, Len:  1, Fitness_tra: -2
Rule 82: 1865d4117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 83: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 8ce15187b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 811152121, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 90: 080000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 286814541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: c00790040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 8115d4521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 10e251200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 013105205, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000500, Class:  4, CF:0.0492806, Len:  1, Fitness_tra: 0
Rule 98: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000c0c, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 130900100, Class:  4, CF:  1, Len:  4, Fitness_tra: 2
------Current------
Miss_rate(tra)	:67.2515
------Result------
Miss_rate(tra)	:67.2515
Miss_rate(tst)	:72.093
ARL				:4.90476

------Generation 10------
Rule  1: 88e131c11, Class:  0, CF:0.104545, Len:  9, Fitness_tra: 16
Rule  2: 000080080, Class:  6, CF:  1, Len:  2, Fitness_tra: 7
Rule  3: d00000d00, Class:  1, CF:0.609416, Len:  2, Fitness_tra: 3
Rule  4: 000d00400, Class:  6, CF:0.501141, Len:  2, Fitness_tra: 4
Rule  5: 000970000, Class:  4, CF:0.100539, Len:  2, Fitness_tra: 0
Rule  6: 200c0002c, Class:  1, CF:0.995785, Len:  4, Fitness_tra: 1
Rule  7: 153190100, Class:  5, CF:0.99683, Len:  6, Fitness_tra: 1
Rule  8: 0c6001300, Class:  6, CF:0.923351, Len:  4, Fitness_tra: 1
Rule  9: 8c1112c47, Class:  2, CF:  1, Len:  9, Fitness_tra: 1
Rule 10: 013100005, Class:  4, CF:0.533323, Len:  4, Fitness_tra: 1
Rule 11: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 18e817c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 12111b87b, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 14: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0c0000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 817d51251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 286814541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: c13111142, Class:  4, CF:0.811984, Len:  9, Fitness_tra: 0
Rule 27: 8c153187b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2523171c1, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 29: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 020000300, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00d000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000c00000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 281152c12, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 854111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000c00000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 11e817c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 29b132584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1111524b2, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d00000d00, Class:  1, CF:0.609416, Len:  2, Fitness_tra: 0
Rule 48: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 400000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1329911c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d00000d00, Class:  1, CF:0.609416, Len:  2, Fitness_tra: 0
Rule 56: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: d00000000, Class:  1, CF:0.1747, Len:  0, Fitness_tra: 0
Rule 59: 4010a0004, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a519d0c7d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
