------Generation 0------
Rule  1: e3ccb152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1581413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112274e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3d842795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 13711292, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 83: 1578b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3121b2d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1115bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 5dc4223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 33212b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1911149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 21517111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 6122b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5c1211ec, Class:  1, CF:0.785618, Len:  8, Fitness_tra: 0
Rule 92: 61882710, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 55222492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1110b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 551421e3, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 96: 2c112b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: cc000086, Class:  0, CF:0.871882, Len:  4, Fitness_tra: 670
Rule 98: 6cd1529a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e5000180, Class:  1, CF:0.920679, Len:  4, Fitness_tra: 0
Rule100: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.1235
------Result------
Miss_rate(tra)	:65.1235
Miss_rate(tst)	:33.7838
ARL				:6.77273

------Generation 8------
Rule  1: d0000000, Class:  1, CF:0.777885, Len:  1, Fitness_tra: 970
Rule  2: 31881114, Class:  0, CF:  1, Len:  8, Fitness_tra: 38
Rule  3: 11c211e1, Class:  0, CF:0.887602, Len:  8, Fitness_tra: 25
Rule  4: 11421198, Class:  0, CF:0.830478, Len:  8, Fitness_tra: 92
Rule  5: e0000000, Class:  1, CF:0.865397, Len:  1, Fitness_tra: 51
Rule  6: 61411198, Class:  0, CF:  1, Len:  8, Fitness_tra: 28
Rule  7: 11521137, Class:  0, CF:  1, Len:  8, Fitness_tra: 6
Rule  8: 11812151, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule  9: d000010c, Class:  1, CF:0.819732, Len:  3, Fitness_tra: 4
Rule 10: 81551111, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 11: 61881112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 12: 2258bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1141b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 158c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 1e2c2134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 9512b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11822711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21227b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13521b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1481b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 93154138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31c1b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2cd142e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 19287211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d881b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 31c2bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1d114191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 515c4415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 18822191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 33: 31c54111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19154795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51144b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 88287191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 654cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22511795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3628b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 118224e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c5122192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1c1444ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88887451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 595cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11c14432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c1114452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 612c113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 22581791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 15541712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d12cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 114c7b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 8555721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 8d2117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e11c273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 392122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1624241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8114bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c811b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1cd4b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51247b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 35181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8155111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 558741e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a9122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8511475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5181bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51512b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19244714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 552424e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e6121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 91c81b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35184bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1581413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112274e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3d842795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 13711292, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 83: 1578b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3121b2d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1115bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 5dc4223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 33212b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1911149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 21517111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 6122b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5c1211ec, Class:  1, CF:0.785618, Len:  8, Fitness_tra: 0
Rule 92: 61882710, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 55222492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1110b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 551421e3, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 96: 2c112b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: cc000086, Class:  0, CF:0.871882, Len:  4, Fitness_tra: 670
Rule 98: 6cd1529a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e5000180, Class:  1, CF:0.920679, Len:  4, Fitness_tra: 0
Rule100: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.1235
------Result------
Miss_rate(tra)	:65.1235
Miss_rate(tst)	:33.7838
ARL				:6.77273

------Generation 9------
Rule  1: d0000000, Class:  1, CF:0.777885, Len:  1, Fitness_tra: 970
Rule  2: 31881114, Class:  0, CF:  1, Len:  8, Fitness_tra: 38
Rule  3: 11c211e1, Class:  0, CF:0.887602, Len:  8, Fitness_tra: 25
Rule  4: 11421198, Class:  0, CF:0.830478, Len:  8, Fitness_tra: 92
Rule  5: e0000000, Class:  1, CF:0.865397, Len:  1, Fitness_tra: 51
Rule  6: 61411198, Class:  0, CF:  1, Len:  8, Fitness_tra: 28
Rule  7: 11521137, Class:  0, CF:  1, Len:  8, Fitness_tra: 6
Rule  8: 11812151, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule  9: d000010c, Class:  1, CF:0.819732, Len:  3, Fitness_tra: 4
Rule 10: 81551111, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 11: 61881112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 12: 2258bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1141b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 158c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 1e2c2134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 9512b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11822711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21227b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13521b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1481b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 93154138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31c1b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2cd142e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 19287211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d881b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 31c2bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1d114191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 515c4415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 18822191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 33: 31c54111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19154795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51144b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 88287191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 654cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22511795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3628b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 118224e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c5122192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1c1444ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88887451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 595cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11c14432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c1114452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 612c113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 22581791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 15541712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d12cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 114c7b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 8555721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 8d2117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e11c273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 392122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1624241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8114bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c811b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1cd4b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51247b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 35181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8155111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 558741e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a9122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8511475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5181bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51512b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19244714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 552424e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e6121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 91c81b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35184bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1581413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112274e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3d842795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 13711292, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 83: 1578b298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3121b2d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1115bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 5dc4223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 33212b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1911149c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 21517111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 6122b138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5c1211ec, Class:  1, CF:0.785618, Len:  8, Fitness_tra: 0
Rule 92: 61882710, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 55222492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1110b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 551421e3, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 96: 2c112b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: cc000086, Class:  0, CF:0.871882, Len:  4, Fitness_tra: 670
Rule 98: 6cd1529a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e5000180, Class:  1, CF:0.920679, Len:  4, Fitness_tra: 0
Rule100: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.1235
------Result------
Miss_rate(tra)	:65.1235
Miss_rate(tst)	:33.7838
ARL				:6.77273

------Generation 10------
Rule  1: d0000000, Class:  1, CF:0.777885, Len:  1, Fitness_tra: 973
Rule  2: cc000086, Class:  0, CF:0.871882, Len:  4, Fitness_tra: 636
Rule  3: 11421198, Class:  0, CF:0.830478, Len:  8, Fitness_tra: 87
Rule  4: e0000000, Class:  1, CF:0.865397, Len:  1, Fitness_tra: 51
Rule  5: 31881114, Class:  0, CF:  1, Len:  8, Fitness_tra: 26
Rule  6: 61411198, Class:  0, CF:  1, Len:  8, Fitness_tra: 25
Rule  7: 11c211e1, Class:  0, CF:0.887602, Len:  8, Fitness_tra: 22
Rule  8: 11521137, Class:  0, CF:  1, Len:  8, Fitness_tra: 2
Rule  9: d000010c, Class:  1, CF:0.819732, Len:  3, Fitness_tra: 4
Rule 10: 11812151, Class:  0, CF:  1, Len:  8, Fitness_tra: 2
Rule 11: 81551111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 12: 13711292, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 13: 2258bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 158c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 1e2c2134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 9512b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11822711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1115b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21227b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 13521b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e1481b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e9117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 93154138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 31c1b73c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2cd142e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 19287211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d881b1e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 31c2bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1d114191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 515c4415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 18822191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 33: 31c54111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 19154795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51144b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 88287191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 654cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 22511795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 3628b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 118224e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c5122192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 1c1444ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 88887451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 595cbb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11c14432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c1114452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 612c113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 49: 22581791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 15541712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d12cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 114c7b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 8555721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 8d2117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e11c273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 392122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1624241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 8114bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c811b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1cd4b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51247b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 35181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8155111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 558741e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a9122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 8511475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5181bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51512b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 19244714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 552424e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: e6121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 91c81b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 35184bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1581413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112274e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 55221715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 51217194, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5c1111ec, Class:  1, CF:0.653329, Len:  8, Fitness_tra: 0
Rule 79: e913b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6111b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5d14b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 79
Rule 83: d0000000, Class:  1, CF:0.777885, Len:  0, Fitness_tra: 0
Rule 84: 952cb76c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 55814764, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: ee2c2b54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 35c12b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e1c2b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 195c72ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 61817a31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 51511291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 55571112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 94: 558c2152, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 95: c1117492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6122b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 51854133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 118121ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 51502b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 181807e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:64.5062
------Result------
Miss_rate(tra)	:64.5062
Miss_rate(tst)	:32.4324
ARL				:6.34783

------Generation 20------
Rule  1: d0000000, Class:  1, CF:0.777885, Len:  1, Fitness_tra: 1047
Rule  2: 00400000, Class:  0, CF:0.240852, Len:  1, Fitness_tra: 908
Rule  3: cc000086, Class:  0, CF:0.871882, Len:  4, Fitness_tra: 85
