------Generation 0------
Rule  1: e3122734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e341271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1e18129c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c152b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1e121b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 31814498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 118812e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 99212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 18814b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 311c4b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 15cc17e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: eec2b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11214132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 151c4b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 8d412b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e3252be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2118b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: e52242ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e287b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 59121752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31817be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 22121b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e81b734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1512461c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 5ecc121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 998c175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e9c5bb62, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 9ec87718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 331172e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 39c11b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 13c817ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1d11b294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: eeccbb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 31b21b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13c12794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 15117432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: dc061072, Class:  0, CF:0.11426, Len:  6, Fitness_tra: 5
Rule 93: 30224be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1161479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3e52b715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 118811e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule 97: dc52b4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 39224b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 114c77a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 71216751, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:93.0995
------Result------
Miss_rate(tra)	:93.0995
Miss_rate(tst)	:86.4865
ARL				:4.33333

------Generation 8------
Rule  1: d0040050, Class:  1, CF:0.803838, Len:  3, Fitness_tra: 972
Rule  2: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 98
Rule  3: 75711118, Class:  0, CF:0.993871, Len:  8, Fitness_tra: 18
Rule  4: 00000206, Class:  0, CF:  1, Len:  2, Fitness_tra: 14
Rule  5: dc061072, Class:  0, CF:0.11426, Len:  6, Fitness_tra: 5
Rule  6: 118811e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule  7: 71211338, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  8: 515212e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 113cb1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1818b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 5d112234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 2182b715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: e3112198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8d21273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 151174e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 33412719, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 9d1147ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39124b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 9322429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2581b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9181b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3e211b54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1321721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11217b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5141b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5d551111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 28: e3111291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 855cb19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9982bbe4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 81217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 81214718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3318223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1c14713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 652c77e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 114cb732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 334227ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 851d2b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e18c7112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5152241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 33717418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 82544431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 61427be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1e42b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1e8cb25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: eec14795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c8527bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: dd81b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d511143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 35cc2431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1d81bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 51122b95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5512423c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1e827b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e341271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1e18129c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c152b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1e121b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 31814498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 118812e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 99212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 18814b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 311c4b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 15cc17e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: eec2b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11214132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 151c4b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 8d412b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e3252be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2118b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: e52242ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e287b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 59121752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31817be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 22121b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e81b734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1512461c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 5ecc121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 998c175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1e281b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1e11b4ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 352c1114, Class:  0, CF:  1, Len:  8, Fitness_tra: 42
Rule 84: 2c151211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 12521155, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: d8214432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11d12492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 111114ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e1814432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1824b132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 85412a3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 9d1242e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2581be18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 21124111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: c9524d1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 59152b95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 5c12223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11124111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2321b315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 15881ee8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:91.5574
------Result------
Miss_rate(tra)	:91.5574
Miss_rate(tst)	:82.4324
ARL				:5

------Generation 9------
Rule  1: d0040050, Class:  1, CF:0.803838, Len:  3, Fitness_tra: 972
Rule  2: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 97
Rule  3: 352c1114, Class:  0, CF:  1, Len:  8, Fitness_tra: 42
Rule  4: 75711118, Class:  0, CF:0.993871, Len:  8, Fitness_tra: 18
Rule  5: 00000206, Class:  0, CF:  1, Len:  2, Fitness_tra: 14
Rule  6: dc061072, Class:  0, CF:0.11426, Len:  6, Fitness_tra: 5
Rule  7: 118811e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule  8: 71211338, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  9: 113cb1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1818b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 5d112234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 2182b715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: e3112198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8d21273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 151174e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 33412719, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 9d1147ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39124b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 9322429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2581b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9181b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3e211b54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1321721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11217b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5141b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5d551111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 28: e3111291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 855cb19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9982bbe4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 81217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 81214718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3318223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1c14713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 652c77e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 114cb732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 334227ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 851d2b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e18c7112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5152241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 33717418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 82544431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 61427be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1e42b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1e8cb25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: eec14795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c8527bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: dd81b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d511143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 35cc2431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1d81bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 51122b95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5512423c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1e827b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e341271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1e18129c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c152b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1e121b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 31814498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 118812e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 99212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 18814b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 311c4b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 15cc17e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: eec2b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11214132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 151c4b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 8d412b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e3252be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2118b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: e52242ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e287b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 59121752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31817be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 22121b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e81b734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1512461c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 5ecc121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 998c175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 39527b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 251c4111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9e5c4131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6921b1ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d82d21e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e9812738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3252bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 9115126c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5e5c1b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11821418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3521b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000a0, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule 93: 5342671c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 35021b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: d8814211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3e4b7238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4b48b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1812b148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0e80d010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 5c12223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:91.4418
------Result------
Miss_rate(tra)	:91.4418
Miss_rate(tst)	:82.4324
ARL				:4.41667

------Generation 10------
Rule  1: d0040050, Class:  1, CF:0.803838, Len:  3, Fitness_tra: 972
Rule  2: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 97
Rule  3: 352c1114, Class:  0, CF:  1, Len:  8, Fitness_tra: 42
Rule  4: 75711118, Class:  0, CF:0.993871, Len:  8, Fitness_tra: 18
Rule  5: 00000206, Class:  0, CF:  1, Len:  2, Fitness_tra: 14
Rule  6: dc061072, Class:  0, CF:0.11426, Len:  6, Fitness_tra: 4
Rule  7: 000000a0, Class:  0, CF:  1, Len:  1, Fitness_tra: 4
Rule  8: 118811e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule  9: 71211338, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 10: 113cb1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 5d112234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 2182b715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: e3112198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8d21273c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 151174e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 33412719, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 9d1147ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 39124b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 9322429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2581b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9181b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 3e211b54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1321721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11217b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5141b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5d551111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 28: e3111291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 855cb19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 9982bbe4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 81217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 81214718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3318223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1c14713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 652c77e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 114cb732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 334227ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 851d2b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e18c7112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 5152241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 33717418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 82544431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 61427be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1e42b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1e8cb25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: eec14795, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: c8527bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: dd81b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: d511143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 35cc2431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1d81bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 51122b95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 5512423c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1e827b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: e341271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1e18129c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: c152b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1e121b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 31814498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 118812e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 99212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 18814b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 311c4b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 15cc17e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: eec2b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11214132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 151c4b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 8d412b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e3252be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2118b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: e52242ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3e287b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 59121752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31817be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 22121b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e81b734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1512461c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 5ecc121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 998c175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 128c1132, Class:  0, CF:  1, Len:  8, Fitness_tra: 4
Rule 82: 35811792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 251c71e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 96182198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 51d277e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
