------Generation 0------
Rule  1: 58d2471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 58117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51221718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1ec57718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55551112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: ee827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 331c4494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd12bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 9188b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e9cc1434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3151215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 59111bd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 155c1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e91c215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 47: 81117235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8811bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e5121be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 69c5bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e424b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d5511b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 211c2b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1328b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 99814be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9e257258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 53524252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 512c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ecc141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 63454712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5d242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: e31c1151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 3928b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c82b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11844b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51224131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e5cc1238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 191124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22221492, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: e3151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8551229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 18547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a2824e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81221b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 912c723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e3c27798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 331c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1117b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 855d7211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 111114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 511c7be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ddc4411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: d151bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 31882711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e58847e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 12844415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 15111718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 55d81298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 13b20258, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 93: e1221791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: eec17167, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 931b7132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 007e0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 97: 514b1191, Class:  1, CF:0.705621, Len:  8, Fitness_tra: -4
Rule 98: 69c4bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 66802519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 09011009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:81.9444
------Result------
Miss_rate(tra)	:81.9444
Miss_rate(tst)	:63.5135
ARL				:5.9375

------Generation 7------
Rule  1: 00040000, Class:  1, CF:0.0754973, Len:  1, Fitness_tra: 430
Rule  2: 60040000, Class:  0, CF:  1, Len:  2, Fitness_tra: 238
Rule  3: 731b0151, Class:  0, CF:  1, Len:  7, Fitness_tra: 181
Rule  4: 58141198, Class:  1, CF:0.966972, Len:  8, Fitness_tra: 4
Rule  5: d0240200, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule  6: 3122111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  7: 58d2471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 255c1712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 3e811132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e9252b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 55822718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: e918b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15522298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 15c22218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8559bbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: e1811231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 515d7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e3b87b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 558144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 31c51b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3c1719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d1514162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1c21b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f9454491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 115c2698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 26: e3412718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5112b215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c212443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 55247451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: ee714132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e1211432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 58117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51221718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1ec57718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55551112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: ee827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 331c4494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd12bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 9188b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e9cc1434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3151215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 59111bd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 155c1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e91c215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 47: 81117235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8811bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e5121be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 69c5bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e424b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d5511b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 211c2b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1328b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 99814be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9e257258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 53524252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 512c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ecc141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 63454712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5d242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: e31c1151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 3928b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c82b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11844b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51224131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e5cc1238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 191124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22221492, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: e3151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8551229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 18547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a2824e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81221b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 912c723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e3c27798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 331c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1117b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 855d7211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 111114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 511c7be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ddc4411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: d151bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 31882711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e58847e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 12844415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 15111718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 55d81298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 13b20258, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 93: e1221791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: eec17167, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 931b7132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 007e0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 97: 514b1191, Class:  1, CF:0.705621, Len:  8, Fitness_tra: -4
Rule 98: 69c4bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 66802519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 09011009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:81.9444
------Result------
Miss_rate(tra)	:81.9444
Miss_rate(tst)	:63.5135
ARL				:5.9375

------Generation 8------
Rule  1: 00040000, Class:  1, CF:0.0754973, Len:  1, Fitness_tra: 719
Rule  2: 60040000, Class:  0, CF:  1, Len:  2, Fitness_tra: 201
Rule  3: 731b0151, Class:  0, CF:  1, Len:  7, Fitness_tra: 11
Rule  4: 007e0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule  5: 58141198, Class:  1, CF:0.966972, Len:  8, Fitness_tra: 4
Rule  6: d0240200, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule  7: 3122111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  8: 255c1712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 3e811132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e9252b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 55822718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: e918b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15522298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 15c22218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8559bbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: e1811231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 515d7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e3b87b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 558144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 31c51b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3c1719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d1514162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1c21b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f9454491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 115c2698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 26: e3412718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5112b215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c212443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 55247451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: ee714132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e1211432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 58117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51221718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1ec57718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55551112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: ee827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 331c4494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd12bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 9188b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e9cc1434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3151215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 59111bd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 155c1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e91c215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 47: 81117235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8811bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e5121be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 69c5bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e424b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d5511b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 211c2b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1328b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 99814be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9e257258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 53524252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 512c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ecc141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 63454712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5d242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: e31c1151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 3928b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1c82b431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 11844b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 51224131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: e5cc1238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 191124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22221492, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: e3151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8551229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 18547be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1a2824e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81221b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 912c723c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: e3c27798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 331c12e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 35417b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e315b188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11217b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 9112b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 25817133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1d417791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 511577ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: d15d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 19c27752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 39cc7411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3b20b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b912b812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d5511b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: e6824798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00c50700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 03140001, Class:  0, CF:  1, Len:  4, Fitness_tra: 500
Rule 97: 811b1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 13b21452, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 11842ba1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 18c27218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:70.6404
------Result------
Miss_rate(tra)	:70.6404
Miss_rate(tst)	:37.8378
ARL				:5.75

------Generation 9------
Rule  1: 00040000, Class:  1, CF:0.0754973, Len:  1, Fitness_tra: 719
Rule  2: 60040000, Class:  0, CF:  1, Len:  2, Fitness_tra: 201
Rule  3: 731b0151, Class:  0, CF:  1, Len:  7, Fitness_tra: 11
Rule  4: 007e0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule  5: 58141198, Class:  1, CF:0.966972, Len:  8, Fitness_tra: 4
Rule  6: d0240200, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule  7: 3122111c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  8: 255c1712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 3e811132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e9252b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 55822718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: e918b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15522298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 15c22218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8559bbe2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: e1811231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 515d7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e3b87b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 558144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 31c51b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: e3c1719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d1514162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: e1c21b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f9454491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 115c2698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 26: e3412718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5112b215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c212443d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 55247451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: ee714132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: e1211432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 58117151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51221718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1ec57718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 55551112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 515c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: ee827111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 331c4494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: cd12bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 9188b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: e9cc1434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3151215c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 59111bd4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 155c1794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e91c215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 47: 81117235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 8811bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e5121be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 69c5bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1e424b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d5511b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 211c2b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 3d88b114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1328b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 99814be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9e257258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 53524252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 512c1414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ecc141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 63454712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5d242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: e31c1151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
