------Generation 0------
Rule  1: 5d5147ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1351b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 9911bbd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1e254b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3e21b43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 12c24132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 18c11231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 315177e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: c51c71e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: e3114be5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 9e184195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 9e251be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 99127b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 532247ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 151c2218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 13c24418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 332cbb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: e5112718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: e9117432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1215721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: e18827e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 25c1223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: e11842e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11d24432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 55217b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6e111291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15524b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 39c1b7dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 39cc1468, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 591174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e122f792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 312c2731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11122711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 192e4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 19112712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: e1c1bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 151d7112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6ec2b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5282141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1128b764, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e9127b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1121713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6e214411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 555c419d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 88d2b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3e1127dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5552171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: d8524432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11117798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11222711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 117c2118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 68: 555c1261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 142c1b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1618bbec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5111b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: a118175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 51514498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 88114b95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c521b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 95121412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 39117252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2881741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 931174e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11112214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 19c22431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: ee1211dc, Class:  1, CF:0.999538, Len:  8, Fitness_tra: 120
Rule 84: 99c8b134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 19227218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 13c14134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e11c4714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11852412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1ecd4b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 91: 32824168, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 5e212191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 93: 885cb411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1512129c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 71117251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 29227111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 69123b5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: e5521292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 51c37411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: d5511561, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.1559
------Result------
Miss_rate(tra)	:63.1559
Miss_rate(tst)	:29.0541
ARL				:6.46667

------Generation 7------
Rule  1: 21121111, Class:  1, CF:0.100495, Len:  8, Fitness_tra: 819
Rule  2: 71811111, Class:  0, CF:  1, Len:  8, Fitness_tra: 773
Rule  3: ee1211dc, Class:  1, CF:0.999538, Len:  8, Fitness_tra: 120
Rule  4: 61123152, Class:  0, CF:  1, Len:  8, Fitness_tra: 92
Rule  5: 28242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 6
Rule  6: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule  7: 12811115, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  8: 251c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  9: e1122191, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 10: 81c4211c, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 11: 11c1121c, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 12: 5d5147ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 15174291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 9112213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 13114711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: e11c479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1351b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 9911bbd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1e254b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3e21b43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 12c24132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 18c11231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 315177e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: c51c71e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: e3114be5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 9e184195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 9e251be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 99127b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 532247ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 151c2218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 13c24418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 332cbb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: e5112718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: e9117432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1215721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: e18827e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 25c1223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: e11842e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11d24432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 55217b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6e111291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15524b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 39c1b7dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 39cc1468, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 591174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e122f792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 312c2731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11122711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 192e4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 19112712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: e1c1bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 151d7112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6ec2b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5282141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1128b764, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e9127b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1121713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6e214411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 555c419d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 88d2b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3e1127dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5552171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: d8524432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11117798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11222711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 117c2118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 68: 555c1261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 142c1b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1618bbec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5111b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: a118175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 51514498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 88114b95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c521b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 95121412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 39117252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2881741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 931174e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1e42729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: ee211b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9117223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 95481231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1e121b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 69114b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 31484138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11854218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5112b791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 364122e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 511177a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 02820008, Class:  0, CF:  1, Len:  4, Fitness_tra: 42
Rule 93: 555c1261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3e112a12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 10c15118, Class:  0, CF:  1, Len:  7, Fitness_tra: 1
Rule 96: 53212491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 13114262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 25147b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 65112411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 21282c91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:62.8086
------Result------
Miss_rate(tra)	:62.8086
Miss_rate(tst)	:29.0541
ARL				:6.25

------Generation 8------
Rule  1: 21121111, Class:  1, CF:0.100495, Len:  8, Fitness_tra: 819
Rule  2: 71811111, Class:  0, CF:  1, Len:  8, Fitness_tra: 773
Rule  3: ee1211dc, Class:  1, CF:0.999538, Len:  8, Fitness_tra: 120
Rule  4: 61123152, Class:  0, CF:  1, Len:  8, Fitness_tra: 92
Rule  5: 02820008, Class:  0, CF:  1, Len:  4, Fitness_tra: 42
Rule  6: 28242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 6
Rule  7: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule  8: 12811115, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  9: e1122191, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 10: 81c4211c, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 11: 11c1121c, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 12: 10c15118, Class:  0, CF:  1, Len:  7, Fitness_tra: 1
Rule 13: 251c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 14: 5d5147ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 13114711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: e11c479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1351b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 9911bbd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1e254b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3e21b43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 12c24132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 18c11231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 315177e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: c51c71e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: e3114be5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 9e184195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 9e251be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 99127b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 532247ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 151c2218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 13c24418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 332cbb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: e5112718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: e9117432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1215721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: e18827e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 25c1223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: e11842e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11d24432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 55217b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6e111291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15524b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 39c1b7dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 39cc1468, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 591174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e122f792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 312c2731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11122711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 192e4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 19112712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: e1c1bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 151d7112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6ec2b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5282141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1128b764, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: e9127b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1121713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 6e214411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 555c419d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 88d2b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 3e1127dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5552171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: d8524432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11117798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11222711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 117c2118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 68: 555c1261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 142c1b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1618bbec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5111b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: a118175c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 51514498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 88114b95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c521b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 95121412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 39117252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2881741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 931174e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 13c5bb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: ee251112, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: 1911143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1e212b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 19582118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 192c2bd8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 6145bb1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e1852be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: e58c1251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 131c2b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 310122e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11422711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11622112, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 94: 11c8121c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 95: 68c11131, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 96: 5d51a2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4e112431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5121bb9a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 391c7212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 15287b62, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:62.7701
------Result------
Miss_rate(tra)	:62.7701
Miss_rate(tst)	:29.0541
ARL				:6.6

------Generation 9------
Rule  1: 21121111, Class:  1, CF:0.100495, Len:  8, Fitness_tra: 819
Rule  2: 71811111, Class:  0, CF:  1, Len:  8, Fitness_tra: 773
Rule  3: ee1211dc, Class:  1, CF:0.999538, Len:  8, Fitness_tra: 120
Rule  4: 61123152, Class:  0, CF:  1, Len:  8, Fitness_tra: 92
Rule  5: 02820008, Class:  0, CF:  1, Len:  4, Fitness_tra: 42
Rule  6: 28242191, Class:  0, CF:  1, Len:  8, Fitness_tra: 6
Rule  7: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule  8: 12811115, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  9: e1122191, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 10: 81c4211c, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 11: 11c1121c, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 12: 10c15118, Class:  0, CF:  1, Len:  7, Fitness_tra: 1
Rule 13: 251c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 14: 5d5147ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 13114711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: e11c479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1351b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 9911bbd2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1e254b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3e21b43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 12c24132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 18c11231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 315177e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: c51c71e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: e3114be5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 9e184195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 9e251be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 99127b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 532247ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 151c2218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 13c24418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 332cbb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: e5112718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: e9117432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1215721c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: e18827e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 25c1223c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: e11842e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11d24432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 55217b92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6e111291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15524b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 39c1b7dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 39cc1468, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 591174e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: e122f792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 312c2731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11122711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 192e4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
