------Generation 0------
Rule  1: 19f19dd915821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 00000000c00e0, Class:  0, CF:0.628588, Len:  2, Fitness_tra: 7
Rule  7: 0c00510010068, Class:  0, CF:0.857221, Len:  6, Fitness_tra: 2
Rule  8: 0020510011002, Class:  0, CF:0.197098, Len:  6, Fitness_tra: 3
Rule  9: 6631115581813, Class:  0, CF:0.998838, Len: 13, Fitness_tra: 5
Rule 10: 1123c11535118, Class:  0, CF:0.602111, Len: 13, Fitness_tra: 0
Rule 11: f1f121611c283, Class:  0, CF:0.350282, Len: 13, Fitness_tra: 0
Rule 12: 6e7111b291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 61f1e54531d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 17b1111235111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 156411852591d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 71a1218d855cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b4bdd2dc15195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: f16b863121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12414815e1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: feb15d9919558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a375551951228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17bdd95115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e71118291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b5132d3153e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f125881139351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3149954111198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b2b3855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6321858152118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 48a92153813cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 27235255855d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1332328551121, Class:  0, CF:0.998374, Len: 13, Fitness_tra: 0
Rule 32: 28319311899c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: b1a1511121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: faa892281dd83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11a2911188881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 7c111351d5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6381e11c8c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 12a18131d118c, Class:  1, CF:0.81487, Len: 13, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 45f2161121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: aea1139e1c116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: a32d511c153e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 131d11d51d121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f57121819d591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b4b3d311151d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b47d519191e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f579198118535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 256d825281951, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1df1991521821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a162916112815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: b4b381511132d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a17c51d553d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4b71d13c129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 12319515d118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00080c6900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 411d815218352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1811152d25121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 317115d515595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bc151812191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2b351118261e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6db51151111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f9bcd8d59d311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f97531c53591c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11115d1d91585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 277381d211511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 42f113111552c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18f1299931183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4873818cd1995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1722311851253, Class:  1, CF:0.595489, Len: 13, Fitness_tra: 0
Rule 70: f17551555d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a111e2155e1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7361521155816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 714d12d1129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ad1885155d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: ad1d25555ddc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 121d591511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f1b2dd518d552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2961a1235157d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2721d955d9895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f571e15111915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1a11116182111, Class:  1, CF:0.392658, Len: 13, Fitness_tra: -1
Rule 82: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 33
Rule 83: 634555112118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b1a5edc415118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3e16d13119512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 251d355821551, Class:  0, CF:0.99248, Len: 13, Fitness_tra: 0
Rule 87: 6e152955cd3c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 78455328d8d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 21f2d95181521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 423211d9895d4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0505081319000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: a961d12351d7d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f1f121311c981, Class:  0, CF:0.960708, Len: 13, Fitness_tra: 1
Rule 94: 1022310c05120, Class:  1, CF:0.380548, Len:  9, Fitness_tra: -2
Rule 95: b51ddd5155152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6121e11535118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 13fd1111151c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0c79215141595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: f9f1299961113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b11d815198b52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:71.7284
------Result------
Miss_rate(tra)	:71.7284
Miss_rate(tst)	:56.5657
ARL				:9.78125

------Generation 7------
Rule  1: 0000080000000, Class:  1, CF:0.0614493, Len:  1, Fitness_tra: 238
Rule  2: 0000000089000, Class:  0, CF:0.999474, Len:  2, Fitness_tra: 78
Rule  3: 00000e0c00000, Class:  0, CF:  1, Len:  2, Fitness_tra: 50
Rule  4: 0000d000c0008, Class:  0, CF:0.495121, Len:  3, Fitness_tra: 38
Rule  5: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 33
Rule  6: 13a23282c0182, Class:  1, CF:0.725216, Len: 12, Fitness_tra: 22
Rule  7: 00000000c00e0, Class:  0, CF:0.628588, Len:  2, Fitness_tra: 7
Rule  8: 6631115581813, Class:  0, CF:0.998838, Len: 13, Fitness_tra: 5
Rule  9: 0020510011002, Class:  0, CF:0.197098, Len:  6, Fitness_tra: 3
Rule 10: 0c00510010068, Class:  0, CF:0.857221, Len:  6, Fitness_tra: 2
Rule 11: f1f121311c981, Class:  0, CF:0.960708, Len: 13, Fitness_tra: 1
Rule 12: f1f121611c283, Class:  0, CF:0.350282, Len: 13, Fitness_tra: 1
Rule 13: 61f1e54531d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 17b1111235111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 156411852591d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 71a1218d855cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b4bdd2dc15195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: f16b863121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12414815e1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: feb15d9919558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a375551951228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17bdd95115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e71118291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b5132d3153e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f125881139351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3149954111198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b2b3855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6321858152118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 48a92153813cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 27235255855d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1332328551121, Class:  0, CF:0.998374, Len: 13, Fitness_tra: 0
Rule 32: 28319311899c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: b1a1511121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: faa892281dd83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11a2911188881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 7c111351d5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6381e11c8c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 12a18131d118c, Class:  1, CF:0.81487, Len: 13, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 45f2161121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: aea1139e1c116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: a32d511c153e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 131d11d51d121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f57121819d591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b4b3d311151d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b47d519191e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f579198118535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 256d825281951, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1df1991521821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a162916112815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: b4b381511132d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a17c51d553d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4b71d13c129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 12319515d118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00080c6900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 411d815218352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1811152d25121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 317115d515595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bc151812191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2b351118261e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6db51151111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f9bcd8d59d311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f97531c53591c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11115d1d91585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 277381d211511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 42f113111552c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18f1299931183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4873818cd1995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1722311851253, Class:  1, CF:0.595489, Len: 13, Fitness_tra: 0
Rule 70: f17551555d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a111e2155e1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7361521155816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 714d12d1129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ad1885155d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: ad1d25555ddc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 121d591511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f1b2dd518d552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2961a1235157d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2721d955d9895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f571e15111915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 72f923cd5e9cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7218521235111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 42a951858e211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 147353c5131d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000c00e0, Class:  0, CF:0.628588, Len:  0, Fitness_tra: 0
Rule 86: 33b85d55d9158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1121811551151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 631d1811151c1, Class:  0, CF:0.104444, Len: 13, Fitness_tra: 0
Rule 89: b161c5591e18d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 4b29dc9818532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: fdb2d755d9895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 63a23282c0182, Class:  1, CF:0.716613, Len: 12, Fitness_tra: 0
Rule 93: 6c7121b891390, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 317c51d515d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b003011e81000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0c00510060062, Class:  0, CF:0.75789, Len:  6, Fitness_tra: 0
Rule 97: f571e05110068, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 42c111dd825dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b2b0855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6e16d75111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:71.6667
------Result------
Miss_rate(tra)	:71.6667
Miss_rate(tst)	:56.5657
ARL				:9.51724

------Generation 8------
Rule  1: 0000080000000, Class:  1, CF:0.0614493, Len:  1, Fitness_tra: 238
Rule  2: 0000000089000, Class:  0, CF:0.999474, Len:  2, Fitness_tra: 78
Rule  3: 00000e0c00000, Class:  0, CF:  1, Len:  2, Fitness_tra: 50
Rule  4: 0000d000c0008, Class:  0, CF:0.495121, Len:  3, Fitness_tra: 38
Rule  5: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 33
Rule  6: 13a23282c0182, Class:  1, CF:0.725216, Len: 12, Fitness_tra: 22
Rule  7: 00000000c00e0, Class:  0, CF:0.628588, Len:  2, Fitness_tra: 7
Rule  8: 6631115581813, Class:  0, CF:0.998838, Len: 13, Fitness_tra: 5
Rule  9: 0020510011002, Class:  0, CF:0.197098, Len:  6, Fitness_tra: 3
Rule 10: 0c00510010068, Class:  0, CF:0.857221, Len:  6, Fitness_tra: 2
Rule 11: f1f121311c981, Class:  0, CF:0.960708, Len: 13, Fitness_tra: 1
Rule 12: f1f121611c283, Class:  0, CF:0.350282, Len: 13, Fitness_tra: 1
Rule 13: 61f1e54531d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 17b1111235111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 156411852591d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 71a1218d855cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b4bdd2dc15195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: f16b863121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12414815e1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: feb15d9919558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a375551951228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17bdd95115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6e71118291321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b5132d3153e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: f125881139351, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3149954111198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b2b3855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6321858152118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 48a92153813cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 27235255855d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1332328551121, Class:  0, CF:0.998374, Len: 13, Fitness_tra: 0
Rule 32: 28319311899c2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: b1a1511121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: faa892281dd83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 11a2911188881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 7c111351d5118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f6381e11c8c81, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 12a18131d118c, Class:  1, CF:0.81487, Len: 13, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 45f2161121153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: aea1139e1c116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: a32d511c153e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 131d11d51d121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f57121819d591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b4b3d311151d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b47d519191e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f579198118535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 256d825281951, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1df1991521821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: a162916112815, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: b4b381511132d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a17c51d553d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4b71d13c129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 12319515d118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00080c6900000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 411d815218352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1811152d25121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 317115d515595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bc151812191d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b2b351118261e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6db51151111e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: f9bcd8d59d311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f97531c53591c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11115d1d91585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 277381d211511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 42f113111552c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18f1299931183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 4873818cd1995, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1722311851253, Class:  1, CF:0.595489, Len: 13, Fitness_tra: 0
Rule 70: f17551555d315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a111e2155e1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7361521155816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 714d12d1129d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: ad1885155d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: ad1d25555ddc5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 121d591511115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f1b2dd518d552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2961a1235157d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2721d955d9895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: f571e15111915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 72f923cd5e9cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7218521235111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 42a951858e211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 147353c5131d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000c00e0, Class:  0, CF:0.628588, Len:  0, Fitness_tra: 0
Rule 86: 33b85d55d9158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1121811551151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 631d1811151c1, Class:  0, CF:0.104444, Len: 13, Fitness_tra: 0
Rule 89: b161c5591e18d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 4b29dc9818532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: fdb2d755d9895, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 63a23282c0182, Class:  1, CF:0.716613, Len: 12, Fitness_tra: 0
Rule 93: 6c7121b891390, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 317c51d515d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b003011e81000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0c00510060062, Class:  0, CF:0.75789, Len:  6, Fitness_tra: 0
Rule 97: f571e05110068, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 42c111dd825dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b2b0855192595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6e16d75111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:71.6667
------Result------
Miss_rate(tra)	:71.6667
Miss_rate(tst)	:56.5657
ARL				:9.51724

------Generation 9------
Rule  1: 0000080000000, Class:  1, CF:0.0614493, Len:  1, Fitness_tra: 291
Rule  2: 0000000089000, Class:  0, CF:0.999474, Len:  2, Fitness_tra: 73
Rule  3: 00000e0c00000, Class:  0, CF:  1, Len:  2, Fitness_tra: 50
Rule  4: 0000d000c0008, Class:  0, CF:0.495121, Len:  3, Fitness_tra: 32
Rule  5: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 27
Rule  6: 13a23282c0182, Class:  1, CF:0.725216, Len: 12, Fitness_tra: 22
Rule  7: 00000000c00e0, Class:  0, CF:0.628588, Len:  2, Fitness_tra: 7
Rule  8: 6631115581813, Class:  0, CF:0.998838, Len: 13, Fitness_tra: 5
Rule  9: 0020510011002, Class:  0, CF:0.197098, Len:  6, Fitness_tra: 2
Rule 10: 0c00510010068, Class:  0, CF:0.857221, Len:  6, Fitness_tra: 1
Rule 11: f1f121311c981, Class:  0, CF:0.960708, Len: 13, Fitness_tra: 1
Rule 12: f1f121611c283, Class:  0, CF:0.350282, Len: 13, Fitness_tra: 1
Rule 13: 61f1e54531d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 17b1111235111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 156411852591d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 71a1218d855cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b4bdd2dc15195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: f16b863121211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
