------Generation 0------
Rule  1: b14121cd13932, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: a973258d85518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0503000e000cd, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 1518159121135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b811515145152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 632c158515185, Class:  0, CF:0.991422, Len: 13, Fitness_tra: 0
Rule 80: 4211315511d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 6f68d93955c2a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f6f251d1c5221, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 717e581183151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 717185825d933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 7261198d8d119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 222113d815131, Class:  0, CF:0.999002, Len: 13, Fitness_tra: 0
Rule 87: 142d885562385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 6915111583d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b7b5512531192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11f11d5d1d2c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1779dde115612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 17bd8d51231e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a913518d09b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 8eb5d953b38d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 166d125981c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: a96325d185548, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4771118815255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: ae1559135c8d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 40b100d0a981d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000d00808800, Class:  0, CF:0.722797, Len:  4, Fitness_tra: 17
------Current------
Miss_rate(tra)	:63.7037
------Result------
Miss_rate(tra)	:63.7037
Miss_rate(tst)	:62.6263
ARL				:9.55

------Generation 7------
Rule  1: 00000000c0000, Class:  1, CF:0.123276, Len:  1, Fitness_tra: 137
Rule  2: 000000000d000, Class:  0, CF:0.271294, Len:  1, Fitness_tra: 131
Rule  3: 0000000000800, Class:  1, CF:0.106252, Len:  1, Fitness_tra: 43
Rule  4: 0b08000330000, Class:  0, CF:0.843768, Len:  4, Fitness_tra: 20
Rule  5: 0000d00808800, Class:  0, CF:0.722797, Len:  4, Fitness_tra: 17
Rule  6: 000ec480000cd, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule  7: 277915521c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1113259152158, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: b416cc15e3591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: f1f1311159111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 1135211e11481, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 35bd121595111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 4479d11898112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 24b11b3239372, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4245dde195312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1e118d5515181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 453931542de85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 16ad515dd2889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b162525158c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3375155151d2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b2f5851d55154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 73f5d21d15e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 36b3158181512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 48335553812b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: fff18135cd236, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 25a25185851c1, Class:  0, CF:0.667033, Len: 13, Fitness_tra: 0
Rule 27: aa3d958231dc1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 192822d1153c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 444315d451558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3a6198855311e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 33b122d55911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 6e729118115e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4845811811315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: bc61c32d25111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 13f5321d15118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a3185125259d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 6a1d985551515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 736c119911116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2b23d81115215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6122895581188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b849155881335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 166d1d1981c43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7211858d19125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f343519181518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2161561e29528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 221d111113111, Class:  0, CF:0.921213, Len: 13, Fitness_tra: 0
Rule 47: 78ac3d5c23de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 35b5925855185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a318555389111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: b2112815d355d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b539815125179, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4161d5511d219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: aaf895d58314e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: f611213961118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a36d325181d1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 174d821195132, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 72432111959ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: ff6c199911c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1cb17cd319911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b1ad15115821e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b219113ce811c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 31b3d58583858, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7771c13511155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6125dd59513c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2771198115255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4cf1211559382, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1332119115811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 7249511c52e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12a2a11351811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 18f5d11551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2171211131535, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: aeb5d993238d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f3721dd2d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 711358115c311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: a973258d85518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0503000e000cd, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 1518159121135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b811515145152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 632c158515185, Class:  0, CF:0.991422, Len: 13, Fitness_tra: 0
Rule 80: 4211315511d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11658115122d6, Class:  0, CF:0.999943, Len: 13, Fitness_tra: 0
Rule 82: 000c000000630, Class:  0, CF:0.299508, Len:  3, Fitness_tra: 1
Rule 83: 427989211dd35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: bc35231912c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: f111311d512c5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 271d1dd511818, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 1549851551551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: ae4235211552d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11321d1315cc3, Class:  1, CF:0.865933, Len: 13, Fitness_tra: 0
Rule 90: 3eb11d2519115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b66d225981c33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11b1781189151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b8b3515141552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 13132595a915d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b2f5859d111b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: a623005e530c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 39b522d1553c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: a1a2918331d17, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 6e729111115e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1c1d1cd119911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:61.8519
------Result------
Miss_rate(tra)	:61.8519
Miss_rate(tst)	:56.5657
ARL				:9.70833

------Generation 8------
Rule  1: 00000000c0000, Class:  1, CF:0.123276, Len:  1, Fitness_tra: 137
Rule  2: 000000000d000, Class:  0, CF:0.271294, Len:  1, Fitness_tra: 131
Rule  3: 0000000000800, Class:  1, CF:0.106252, Len:  1, Fitness_tra: 43
Rule  4: 0b08000330000, Class:  0, CF:0.843768, Len:  4, Fitness_tra: 20
Rule  5: 0000d00808800, Class:  0, CF:0.722797, Len:  4, Fitness_tra: 17
Rule  6: 000ec480000cd, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule  7: 277915521c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1113259152158, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: b416cc15e3591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: f1f1311159111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 1135211e11481, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 35bd121595111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 4479d11898112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 24b11b3239372, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4245dde195312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1e118d5515181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 453931542de85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 16ad515dd2889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b162525158c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3375155151d2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b2f5851d55154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 73f5d21d15e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 36b3158181512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 48335553812b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: fff18135cd236, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 25a25185851c1, Class:  0, CF:0.667033, Len: 13, Fitness_tra: 0
Rule 27: aa3d958231dc1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 192822d1153c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 444315d451558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3a6198855311e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 33b122d55911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 6e729118115e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4845811811315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: bc61c32d25111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 13f5321d15118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a3185125259d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 6a1d985551515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 736c119911116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2b23d81115215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6122895581188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b849155881335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 166d1d1981c43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7211858d19125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f343519181518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2161561e29528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 221d111113111, Class:  0, CF:0.921213, Len: 13, Fitness_tra: 0
Rule 47: 78ac3d5c23de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 35b5925855185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a318555389111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: b2112815d355d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b539815125179, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4161d5511d219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: aaf895d58314e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: f611213961118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a36d325181d1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 174d821195132, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 72432111959ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: ff6c199911c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1cb17cd319911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b1ad15115821e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b219113ce811c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 31b3d58583858, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7771c13511155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6125dd59513c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2771198115255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4cf1211559382, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1332119115811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 7249511c52e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12a2a11351811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 18f5d11551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2171211131535, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: aeb5d993238d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f3721dd2d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 711358115c311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: a973258d85518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0503000e000cd, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 1518159121135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b811515145152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 632c158515185, Class:  0, CF:0.991422, Len: 13, Fitness_tra: 0
Rule 80: 4211315511d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11658115122d6, Class:  0, CF:0.999943, Len: 13, Fitness_tra: 0
Rule 82: 000c000000630, Class:  0, CF:0.299508, Len:  3, Fitness_tra: 1
Rule 83: 427989211dd35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: bc35231912c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: f111311d512c5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 271d1dd511818, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 1549851551551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: ae4235211552d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11321d1315cc3, Class:  1, CF:0.865933, Len: 13, Fitness_tra: 0
Rule 90: 3eb11d2519115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b66d225981c33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11b1781189151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b8b3515141552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 13132595a915d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b2f5859d111b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: a623005e530c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 39b522d1553c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: a1a2918331d17, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 6e729111115e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1c1d1cd119911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:61.8519
------Result------
Miss_rate(tra)	:61.8519
Miss_rate(tst)	:56.5657
ARL				:9.70833

------Generation 9------
Rule  1: 00000000c0000, Class:  1, CF:0.123276, Len:  1, Fitness_tra: 137
Rule  2: 000000000d000, Class:  0, CF:0.271294, Len:  1, Fitness_tra: 131
Rule  3: 0000000000800, Class:  1, CF:0.106252, Len:  1, Fitness_tra: 43
Rule  4: 0b08000330000, Class:  0, CF:0.843768, Len:  4, Fitness_tra: 20
Rule  5: 0000d00808800, Class:  0, CF:0.722797, Len:  4, Fitness_tra: 17
Rule  6: 000ec480000cd, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule  7: 277915521c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1113259152158, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: b416cc15e3591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: f1f1311159111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 1135211e11481, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 35bd121595111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 4479d11898112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 24b11b3239372, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 4245dde195312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1e118d5515181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 453931542de85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 16ad515dd2889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: b162525158c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3375155151d2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b2f5851d55154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 73f5d21d15e18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 36b3158181512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 48335553812b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: fff18135cd236, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 25a25185851c1, Class:  0, CF:0.667033, Len: 13, Fitness_tra: 0
Rule 27: aa3d958231dc1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 192822d1153c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 444315d451558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3a6198855311e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 33b122d55911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 6e729118115e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4845811811315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: bc61c32d25111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 13f5321d15118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a3185125259d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 6a1d985551515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 736c119911116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2b23d81115215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6122895581188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b849155881335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 166d1d1981c43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7211858d19125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f343519181518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2161561e29528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 221d111113111, Class:  0, CF:0.921213, Len: 13, Fitness_tra: 0
Rule 47: 78ac3d5c23de1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 35b5925855185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a318555389111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: b2112815d355d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b539815125179, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4161d5511d219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: aaf895d58314e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: f611213961118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a36d325181d1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 174d821195132, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 72432111959ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: ff6c199911c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1cb17cd319911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b1ad15115821e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b219113ce811c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 31b3d58583858, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7771c13511155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6125dd59513c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2771198115255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4cf1211559382, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1332119115811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 7249511c52e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 12a2a11351811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 18f5d11551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2171211131535, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: aeb5d993238d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f3721dd2d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 711358115c311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: a973258d85518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0503000e000cd, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 1518159121135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b811515145152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 632c158515185, Class:  0, CF:0.991422, Len: 13, Fitness_tra: 0
Rule 80: 4211315511d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11658115122d6, Class:  0, CF:0.999943, Len: 13, Fitness_tra: 0
Rule 82: 000c000000630, Class:  0, CF:0.299508, Len:  3, Fitness_tra: 1
Rule 83: 427989211dd35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: bc35231912c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: f111311d512c5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 271d1dd511818, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 1549851551551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: ae4235211552d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11321d1315cc3, Class:  1, CF:0.865933, Len: 13, Fitness_tra: 0
