------Generation 0------
Rule  1: 312d15115199d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3111292189125, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: bb00d001000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4149198251d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3e215de95d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21ae5559c9519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 7291815118515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 88d31815e5d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.037
------Result------
Miss_rate(tra)	:47.037
Miss_rate(tst)	:38.3838
ARL				:9.12121

------Generation 8------
Rule  1: 0002000000030, Class:  1, CF:0.0799397, Len:  2, Fitness_tra: 138
Rule  2: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 162
Rule  3: 0000000000040, Class:  1, CF:0.00856699, Len:  1, Fitness_tra: 33
Rule  4: 000000e00c000, Class:  0, CF:0.875233, Len:  2, Fitness_tra: 72
Rule  5: 0402000400e00, Class:  0, CF:0.943572, Len:  4, Fitness_tra: 26
Rule  6: 0b00d000c0060, Class:  0, CF:0.878046, Len:  4, Fitness_tra: 14
Rule  7: 0206005101001, Class:  0, CF:0.994116, Len:  6, Fitness_tra: 2
Rule  8: 0002000000630, Class:  0, CF:0.365635, Len:  3, Fitness_tra: 2
Rule  9: 1a01500089000, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule 10: b0490ce10c1d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 4165851181125, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 1411125211358, Class:  0, CF:0.999974, Len: 13, Fitness_tra: 0
Rule 13: 36a83d511d1c3, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 41313d4115821, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1a323215d5811, Class:  0, CF:0.999635, Len: 13, Fitness_tra: 0
Rule 16: f311152181391, Class:  0, CF:0.646567, Len: 13, Fitness_tra: 0
Rule 17: 21b21155e59e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b4b2111151551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 333e118185119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3312e21133d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 6913385281181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 657135d139dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b829551851d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 61a29d1321123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 332c15825119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: fe7215912d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b5ac151581d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4c49598111531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7b15dcd191158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 213e1d5d21289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4c43d36282131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: fa12111912c16, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 3543151135158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1129914535191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 4444111111293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2111811818931, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2472d31c12131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3e215dd98d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4b11521c929d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a141d8d153525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 14b3d81132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3111c9e182123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 1911581115915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b1a52521c9985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 422125885d5d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0400030d0e009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2125225838551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 6e25115111322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1a31322593821, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 7b289e2c1911e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1571511811113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 127d1d5835511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 7231895519515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1a2955d51951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1222151111831, Class:  1, CF:0.234063, Len: 13, Fitness_tra: 0
Rule 57: 7b7d1898e2358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 391111d919185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1e752dd389321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7419111c28391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1141158551515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b81d811159525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ae7d315851115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e4181158d385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 191235d311851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47b1815c11e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7bb4315155d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 71a15589c9519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000e9002000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 22212215f9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33429ddd198c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 611ded1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11b3189511351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 7b79d21c31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31411112135e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1511233918159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b7491c115c1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4149198251d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b4431855e5311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 22331851811b1, Class:  0, CF:0.945675, Len: 13, Fitness_tra: 0
Rule 81: 7119535c189e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 197c11d1595cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7749d19411511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: f111d5dd15911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a33dd5ddd1155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2d65d52155db1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11111518d5155, Class:  0, CF:0.97263, Len: 13, Fitness_tra: 0
Rule 88: 33b1858d1d1c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0e03900220000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 90: 0000000003000, Class:  0, CF:0.117339, Len:  1, Fitness_tra: -109
Rule 91: 7b321d18d2351, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 0002915c00009, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 93: 221181181d921, Class:  0, CF:0.56076, Len: 13, Fitness_tra: 0
Rule 94: 3111292189125, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: bb00d001000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4149198251d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3e215de95d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21ae5559c9519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 7291815118515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 88d31815e5d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.037
------Result------
Miss_rate(tra)	:47.037
Miss_rate(tst)	:38.3838
ARL				:9.12121

------Generation 9------
Rule  1: 0002000000030, Class:  1, CF:0.0799397, Len:  2, Fitness_tra: 138
Rule  2: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 162
Rule  3: 0000000000040, Class:  1, CF:0.00856699, Len:  1, Fitness_tra: 33
Rule  4: 000000e00c000, Class:  0, CF:0.875233, Len:  2, Fitness_tra: 72
Rule  5: 0402000400e00, Class:  0, CF:0.943572, Len:  4, Fitness_tra: 26
Rule  6: 0b00d000c0060, Class:  0, CF:0.878046, Len:  4, Fitness_tra: 14
Rule  7: 0206005101001, Class:  0, CF:0.994116, Len:  6, Fitness_tra: 2
Rule  8: 0002000000630, Class:  0, CF:0.365635, Len:  3, Fitness_tra: 2
Rule  9: 1a01500089000, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule 10: b0490ce10c1d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 4165851181125, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 1411125211358, Class:  0, CF:0.999974, Len: 13, Fitness_tra: 0
Rule 13: 36a83d511d1c3, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 41313d4115821, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1a323215d5811, Class:  0, CF:0.999635, Len: 13, Fitness_tra: 0
Rule 16: f311152181391, Class:  0, CF:0.646567, Len: 13, Fitness_tra: 0
Rule 17: 21b21155e59e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b4b2111151551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 333e118185119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3312e21133d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 6913385281181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 657135d139dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b829551851d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 61a29d1321123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 332c15825119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: fe7215912d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b5ac151581d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4c49598111531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7b15dcd191158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 213e1d5d21289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4c43d36282131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: fa12111912c16, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 3543151135158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1129914535191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 4444111111293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2111811818931, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2472d31c12131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3e215dd98d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4b11521c929d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a141d8d153525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 14b3d81132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3111c9e182123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 1911581115915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b1a52521c9985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 422125885d5d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0400030d0e009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2125225838551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 6e25115111322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1a31322593821, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 7b289e2c1911e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1571511811113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 127d1d5835511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 7231895519515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1a2955d51951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1222151111831, Class:  1, CF:0.234063, Len: 13, Fitness_tra: 0
Rule 57: 7b7d1898e2358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 391111d919185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1e752dd389321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7419111c28391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1141158551515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b81d811159525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ae7d315851115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e4181158d385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 191235d311851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47b1815c11e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7bb4315155d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 71a15589c9519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000e9002000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 22212215f9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33429ddd198c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 611ded1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11b3189511351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 7b79d21c31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31411112135e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1511233918159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b7491c115c1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4149198251d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b4431855e5311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 22331851811b1, Class:  0, CF:0.945675, Len: 13, Fitness_tra: 0
Rule 81: 7119535c189e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 197c11d1595cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7749d19411511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: f111d5dd15911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a33dd5ddd1155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2d65d52155db1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11111518d5155, Class:  0, CF:0.97263, Len: 13, Fitness_tra: 0
Rule 88: 33b1858d1d1c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0e03900220000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 90: 0000000003000, Class:  0, CF:0.117339, Len:  1, Fitness_tra: -109
Rule 91: 7b321d18d2351, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 0002915c00009, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 93: 221181181d921, Class:  0, CF:0.56076, Len: 13, Fitness_tra: 0
Rule 94: 3111292189125, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: bb00d001000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4149198251d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3e215de95d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21ae5559c9519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 7291815118515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 88d31815e5d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.037
------Result------
Miss_rate(tra)	:47.037
Miss_rate(tst)	:38.3838
ARL				:9.12121

------Generation 10------
Rule  1: 0002000000030, Class:  1, CF:0.0799397, Len:  2, Fitness_tra: 138
Rule  2: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 162
Rule  3: 0000000000040, Class:  1, CF:0.00856699, Len:  1, Fitness_tra: 33
Rule  4: 000000e00c000, Class:  0, CF:0.875233, Len:  2, Fitness_tra: 72
Rule  5: 0402000400e00, Class:  0, CF:0.943572, Len:  4, Fitness_tra: 26
Rule  6: 0b00d000c0060, Class:  0, CF:0.878046, Len:  4, Fitness_tra: 14
Rule  7: 0206005101001, Class:  0, CF:0.994116, Len:  6, Fitness_tra: 2
Rule  8: 0002000000630, Class:  0, CF:0.365635, Len:  3, Fitness_tra: 2
Rule  9: 1a01500089000, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule 10: b0490ce10c1d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 4165851181125, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 1411125211358, Class:  0, CF:0.999974, Len: 13, Fitness_tra: 0
Rule 13: 36a83d511d1c3, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 41313d4115821, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1a323215d5811, Class:  0, CF:0.999635, Len: 13, Fitness_tra: 0
Rule 16: f311152181391, Class:  0, CF:0.646567, Len: 13, Fitness_tra: 0
Rule 17: 21b21155e59e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b4b2111151551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 333e118185119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3312e21133d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 6913385281181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 657135d139dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b829551851d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 61a29d1321123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 332c15825119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: fe7215912d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b5ac151581d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4c49598111531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7b15dcd191158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 213e1d5d21289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4c43d36282131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: fa12111912c16, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 3543151135158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1129914535191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 4444111111293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2111811818931, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2472d31c12131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3e215dd98d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4b11521c929d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a141d8d153525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 14b3d81132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3111c9e182123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 1911581115915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b1a52521c9985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 422125885d5d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0400030d0e009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2125225838551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 6e25115111322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1a31322593821, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 7b289e2c1911e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1571511811113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 127d1d5835511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 7231895519515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1a2955d51951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1222151111831, Class:  1, CF:0.234063, Len: 13, Fitness_tra: 0
Rule 57: 7b7d1898e2358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 391111d919185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1e752dd389321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7419111c28391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1141158551515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b81d811159525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ae7d315851115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e4181158d385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 191235d311851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47b1815c11e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7bb4315155d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 71a15589c9519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000e9002000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 22212215f9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33429ddd198c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 611ded1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11b3189511351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 7b79d21c31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31411112135e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1511233918159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b7491c115c1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4149198251d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b4431855e5311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 22331851811b1, Class:  0, CF:0.945675, Len: 13, Fitness_tra: 0
Rule 81: 7119535c189e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 197c11d1595cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7749d19411511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: f111d5dd15911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a33dd5ddd1155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2d65d52155db1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11111518d5155, Class:  0, CF:0.97263, Len: 13, Fitness_tra: 0
Rule 88: 33b1858d1d1c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0e03900220000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 90: 0000000003000, Class:  0, CF:0.117339, Len:  1, Fitness_tra: -109
Rule 91: 7b321d18d2351, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 0002915c00009, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 93: 221181181d921, Class:  0, CF:0.56076, Len: 13, Fitness_tra: 0
Rule 94: 3111292189125, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: bb00d001000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4149198251d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3e215de95d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21ae5559c9519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 7291815118515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 88d31815e5d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.037
------Result------
Miss_rate(tra)	:47.037
Miss_rate(tst)	:38.3838
ARL				:9.12121

------Generation 20------
Rule  1: 0002000000030, Class:  1, CF:0.0799397, Len:  2, Fitness_tra: 138
Rule  2: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 162
Rule  3: 0000000000040, Class:  1, CF:0.00856699, Len:  1, Fitness_tra: 33
Rule  4: 000000e00c000, Class:  0, CF:0.875233, Len:  2, Fitness_tra: 72
