------Generation 0------
Rule  1: 61ad8191c1816, Class:  1, CF:0.818853, Len: 13, Fitness_tra: 0
Rule 93: 1319152581515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6215112125111, Class:  0, CF:0.920016, Len: 13, Fitness_tra: 0
Rule 95: b141111351c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4c3e9114181d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f0b03900d5010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000d00051151d, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 11b1251525552, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 0900e0000000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
------Current------
Miss_rate(tra)	:56.6667
------Result------
Miss_rate(tra)	:56.6667
Miss_rate(tst)	:28.2828
ARL				:9.09259

------Generation 8------
Rule  1: 000c000000000, Class:  1, CF:0.289174, Len:  1, Fitness_tra: 483
Rule  2: 000d000000000, Class:  0, CF:0.303108, Len:  1, Fitness_tra: 113
Rule  3: 0000d80000000, Class:  0, CF:0.542522, Len:  2, Fitness_tra: 75
Rule  4: 0000000009000, Class:  0, CF:0.960538, Len:  1, Fitness_tra: 69
Rule  5: 0000d20000000, Class:  0, CF:0.578327, Len:  2, Fitness_tra: 67
Rule  6: 00003000d0000, Class:  0, CF:0.532095, Len:  2, Fitness_tra: 43
Rule  7: 002c70d000000, Class:  0, CF:0.420038, Len:  4, Fitness_tra: 25
Rule  8: 00000090d0000, Class:  0, CF:0.58607, Len:  2, Fitness_tra: 24
Rule  9: 0000ec000200c, Class:  0, CF:  1, Len:  4, Fitness_tra: 7
Rule 10: 0900e000000b0, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule 11: 00000000d0000, Class:  0, CF:0.127079, Len:  1, Fitness_tra: 5
Rule 12: 0d00c00900000, Class:  0, CF:0.970324, Len:  3, Fitness_tra: 2
Rule 13: 00000030d0000, Class:  0, CF:0.314844, Len:  2, Fitness_tra: 2
Rule 14: 0000000002000, Class:  0, CF:0.0166008, Len:  1, Fitness_tra: 13
Rule 15: 3118555151525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11b1251515552, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 1229555291551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b1211e2125595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 121cdd115dc8e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1165119112881, Class:  1, CF:0.196866, Len: 13, Fitness_tra: 0
Rule 21: 42b31c3d91915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b8a1e51823155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b219132881315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 75a2d15988851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 121d1585c151d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3e21551511511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: b4731cd339915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 118121185d111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1135931421e8c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 421c3121d5121, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 7c69123813958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: bcb1c11151d3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f63535d9258ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 45f1c51135111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 7cb352e591313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 19231d1d18531, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 11a21119818c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f6f912858558e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b232121213551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 713121111d111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 6928583925d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1831158853151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 316198111e111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 6a1893d515281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: f9b5191825318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3615115515513, Class:  0, CF:0.928836, Len: 13, Fitness_tra: 0
Rule 48: 4cbe1132181d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 33411d1111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 25388339428d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0d0c00dd00000, Class:  0, CF:0.439037, Len:  4, Fitness_tra: 0
Rule 52: 4b1d81c19311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 22b21112d5131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1411281592385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6af121195c211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 1311155d81421, Class:  0, CF:0.994709, Len: 13, Fitness_tra: 0
Rule 57: 43fc5521825d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2c738512d1133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611111192cc11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 134518551155d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1111111585113, Class:  0, CF:0.958958, Len: 13, Fitness_tra: 0
Rule 62: a9213111111c8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 1315511528515, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 3172833858816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1212135611211, Class:  1, CF:0.778404, Len: 13, Fitness_tra: 0
Rule 66: 697ce11253115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7131155515911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 7221218d15111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: a11225dd113c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: ae1148e13354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a131121193115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1e4c32551131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4141113191318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 71b8261112513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b265c55511111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 11b13d1155111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 2275111892151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 41b1555511e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a11d23d5d5511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 4211119311c21, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 41f115111112e, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 39752839a15c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 6918581155158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000900, Class:  0, CF:0.542108, Len:  1, Fitness_tra: 31
Rule 85: 421d152511151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 0003de0c00008, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 87: 4c115113ce31d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: bd1115d113551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 0d00c00900000, Class:  0, CF:0.970324, Len:  0, Fitness_tra: 0
Rule 90: b21953c593111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3115315115511, Class:  0, CF:0.867909, Len: 13, Fitness_tra: 0
Rule 92: 15fb501185551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1319152581515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6215112125111, Class:  0, CF:0.920016, Len: 13, Fitness_tra: 0
Rule 95: b141111351c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4c3e9114181d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f0b03900d5010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000d00051151d, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 11b1251525552, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 0900e0000000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
------Current------
Miss_rate(tra)	:56.6667
------Result------
Miss_rate(tra)	:56.6667
Miss_rate(tst)	:28.2828
ARL				:9.09259

------Generation 9------
Rule  1: 000c000000000, Class:  1, CF:0.289174, Len:  1, Fitness_tra: 483
Rule  2: 000d000000000, Class:  0, CF:0.303108, Len:  1, Fitness_tra: 113
Rule  3: 0000d80000000, Class:  0, CF:0.542522, Len:  2, Fitness_tra: 75
Rule  4: 0000000009000, Class:  0, CF:0.960538, Len:  1, Fitness_tra: 69
Rule  5: 0000d20000000, Class:  0, CF:0.578327, Len:  2, Fitness_tra: 67
Rule  6: 00003000d0000, Class:  0, CF:0.532095, Len:  2, Fitness_tra: 43
Rule  7: 002c70d000000, Class:  0, CF:0.420038, Len:  4, Fitness_tra: 25
Rule  8: 00000090d0000, Class:  0, CF:0.58607, Len:  2, Fitness_tra: 24
Rule  9: 0000ec000200c, Class:  0, CF:  1, Len:  4, Fitness_tra: 7
Rule 10: 0900e000000b0, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule 11: 00000000d0000, Class:  0, CF:0.127079, Len:  1, Fitness_tra: 5
Rule 12: 0d00c00900000, Class:  0, CF:0.970324, Len:  3, Fitness_tra: 2
Rule 13: 00000030d0000, Class:  0, CF:0.314844, Len:  2, Fitness_tra: 2
Rule 14: 0000000002000, Class:  0, CF:0.0166008, Len:  1, Fitness_tra: 13
Rule 15: 3118555151525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11b1251515552, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 1229555291551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b1211e2125595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 121cdd115dc8e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1165119112881, Class:  1, CF:0.196866, Len: 13, Fitness_tra: 0
Rule 21: 42b31c3d91915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b8a1e51823155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b219132881315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 75a2d15988851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 121d1585c151d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3e21551511511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: b4731cd339915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 118121185d111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1135931421e8c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 421c3121d5121, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 7c69123813958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: bcb1c11151d3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f63535d9258ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 45f1c51135111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 7cb352e591313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 19231d1d18531, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 11a21119818c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f6f912858558e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b232121213551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 713121111d111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 6928583925d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1831158853151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 316198111e111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 6a1893d515281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: f9b5191825318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3615115515513, Class:  0, CF:0.928836, Len: 13, Fitness_tra: 0
Rule 48: 4cbe1132181d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 33411d1111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 25388339428d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0d0c00dd00000, Class:  0, CF:0.439037, Len:  4, Fitness_tra: 0
Rule 52: 4b1d81c19311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 22b21112d5131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1411281592385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6af121195c211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 1311155d81421, Class:  0, CF:0.994709, Len: 13, Fitness_tra: 0
Rule 57: 43fc5521825d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2c738512d1133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611111192cc11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 134518551155d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1111111585113, Class:  0, CF:0.958958, Len: 13, Fitness_tra: 0
Rule 62: a9213111111c8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 1315511528515, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 3172833858816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1212135611211, Class:  1, CF:0.778404, Len: 13, Fitness_tra: 0
Rule 66: 697ce11253115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7131155515911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 7221218d15111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: a11225dd113c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: ae1148e13354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a131121193115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1e4c32551131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4141113191318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 71b8261112513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b265c55511111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 11b13d1155111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 2275111892151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 41b1555511e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a11d23d5d5511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 4211119311c21, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 41f115111112e, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 39752839a15c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 6918581155158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000900, Class:  0, CF:0.542108, Len:  1, Fitness_tra: 31
Rule 85: 421d152511151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 0003de0c00008, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 87: 4c115113ce31d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: bd1115d113551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 0d00c00900000, Class:  0, CF:0.970324, Len:  0, Fitness_tra: 0
Rule 90: b21953c593111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3115315115511, Class:  0, CF:0.867909, Len: 13, Fitness_tra: 0
Rule 92: 15fb501185551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1319152581515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6215112125111, Class:  0, CF:0.920016, Len: 13, Fitness_tra: 0
Rule 95: b141111351c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4c3e9114181d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f0b03900d5010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000d00051151d, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 11b1251525552, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 0900e0000000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
------Current------
Miss_rate(tra)	:56.6667
------Result------
Miss_rate(tra)	:56.6667
Miss_rate(tst)	:28.2828
ARL				:9.09259

------Generation 10------
Rule  1: 000c000000000, Class:  1, CF:0.289174, Len:  1, Fitness_tra: 483
Rule  2: 000d000000000, Class:  0, CF:0.303108, Len:  1, Fitness_tra: 113
Rule  3: 0000d80000000, Class:  0, CF:0.542522, Len:  2, Fitness_tra: 75
Rule  4: 0000000009000, Class:  0, CF:0.960538, Len:  1, Fitness_tra: 69
Rule  5: 0000d20000000, Class:  0, CF:0.578327, Len:  2, Fitness_tra: 67
Rule  6: 00003000d0000, Class:  0, CF:0.532095, Len:  2, Fitness_tra: 43
Rule  7: 002c70d000000, Class:  0, CF:0.420038, Len:  4, Fitness_tra: 25
Rule  8: 00000090d0000, Class:  0, CF:0.58607, Len:  2, Fitness_tra: 24
Rule  9: 0000ec000200c, Class:  0, CF:  1, Len:  4, Fitness_tra: 7
Rule 10: 0900e000000b0, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule 11: 00000000d0000, Class:  0, CF:0.127079, Len:  1, Fitness_tra: 5
Rule 12: 0d00c00900000, Class:  0, CF:0.970324, Len:  3, Fitness_tra: 2
Rule 13: 00000030d0000, Class:  0, CF:0.314844, Len:  2, Fitness_tra: 2
Rule 14: 0000000002000, Class:  0, CF:0.0166008, Len:  1, Fitness_tra: 13
Rule 15: 3118555151525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11b1251515552, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 1229555291551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b1211e2125595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 121cdd115dc8e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1165119112881, Class:  1, CF:0.196866, Len: 13, Fitness_tra: 0
Rule 21: 42b31c3d91915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b8a1e51823155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b219132881315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 75a2d15988851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 121d1585c151d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 3e21551511511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: b4731cd339915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 118121185d111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 1135931421e8c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 421c3121d5121, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 7c69123813958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: bcb1c11151d3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f63535d9258ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 45f1c51135111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 7cb352e591313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 19231d1d18531, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 11a21119818c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f6f912858558e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b232121213551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 713121111d111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 42: 6928583925d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1831158853151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 316198111e111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 6a1893d515281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: f9b5191825318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3615115515513, Class:  0, CF:0.928836, Len: 13, Fitness_tra: 0
Rule 48: 4cbe1132181d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 33411d1111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 25388339428d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0d0c00dd00000, Class:  0, CF:0.439037, Len:  4, Fitness_tra: 0
Rule 52: 4b1d81c19311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 22b21112d5131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1411281592385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6af121195c211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 1311155d81421, Class:  0, CF:0.994709, Len: 13, Fitness_tra: 0
Rule 57: 43fc5521825d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2c738512d1133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611111192cc11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 134518551155d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1111111585113, Class:  0, CF:0.958958, Len: 13, Fitness_tra: 0
Rule 62: a9213111111c8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: 1315511528515, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 3172833858816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1212135611211, Class:  1, CF:0.778404, Len: 13, Fitness_tra: 0
Rule 66: 697ce11253115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7131155515911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 7221218d15111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: a11225dd113c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: ae1148e13354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a131121193115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1e4c32551131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4141113191318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 71b8261112513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b265c55511111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: 11b13d1155111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 2275111892151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 41b1555511e12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a11d23d5d5511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 4211119311c21, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 41f115111112e, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 39752839a15c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 6918581155158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000900, Class:  0, CF:0.542108, Len:  1, Fitness_tra: 31
Rule 85: 421d152511151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: 0003de0c00008, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 87: 4c115113ce31d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: bd1115d113551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 0d00c00900000, Class:  0, CF:0.970324, Len:  0, Fitness_tra: 0
Rule 90: b21953c593111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3115315115511, Class:  0, CF:0.867909, Len: 13, Fitness_tra: 0
Rule 92: 15fb501185551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1319152581515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6215112125111, Class:  0, CF:0.920016, Len: 13, Fitness_tra: 0
Rule 95: b141111351c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4c3e9114181d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f0b03900d5010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000d00051151d, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 99: 11b1251525552, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 0900e0000000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
------Current------
Miss_rate(tra)	:56.6667
------Result------
Miss_rate(tra)	:56.6667
Miss_rate(tst)	:28.2828
ARL				:9.09259

------Generation 20------
Rule  1: 000c000000000, Class:  1, CF:0.289174, Len:  1, Fitness_tra: 521
Rule  2: 0000d00000000, Class:  0, CF:0.583691, Len:  1, Fitness_tra: 185
Rule  3: 000d000000000, Class:  0, CF:0.303108, Len:  1, Fitness_tra: 99
Rule  4: 0000000009000, Class:  0, CF:0.960538, Len:  1, Fitness_tra: 45
