------Generation 0------
Rule  1: 12b12f7141, Class:  1, CF:0.998407, Len: 10, Fitness_tra: 6
Rule 51: 2124261447, Class:  1, CF:0.99862, Len: 10, Fitness_tra: 0
Rule 52: 1f15517b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b11461bbb7, Class:  1, CF:0.985819, Len: 10, Fitness_tra: 0
Rule 54: 75b2ce71bb, Class:  0, CF:0.87298, Len: 10, Fitness_tra: 0
Rule 55: b1b2514214, Class:  1, CF:0.988622, Len: 10, Fitness_tra: 0
Rule 56: b7b2194177, Class:  1, CF:0.90903, Len: 10, Fitness_tra: 0
Rule 57: b82719bb47, Class:  1, CF:0.723085, Len: 10, Fitness_tra: 0
Rule 58: 24bb4d4177, Class:  1, CF:0.888468, Len: 10, Fitness_tra: 0
Rule 59: 7bb7111772, Class:  1, CF:0.984268, Len: 10, Fitness_tra: 0
Rule 60: bc7b19b217, Class:  1, CF:0.926, Len: 10, Fitness_tra: 0
Rule 61: 722193b421, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: bb72257b17, Class:  1, CF:0.968639, Len: 10, Fitness_tra: 0
Rule 67: 211b3a24bb, Class:  1, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7cb751422b, Class:  1, CF:0.978646, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 41721f1217, Class:  1, CF:0.999941, Len: 10, Fitness_tra: 0
Rule 75: 2871ff7112, Class:  1, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 76: b4149e474b, Class:  1, CF:0.936228, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7c72191244, Class:  1, CF:0.913091, Len: 10, Fitness_tra: 0
Rule 79: 29572d1151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 2a75112244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 72711f4221, Class:  1, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 82: 77b15f24b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b14c6f2422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 27b41a7427, Class:  1, CF:0.999914, Len: 10, Fitness_tra: 0
Rule 86: 7b422144b4, Class:  1, CF:0.984957, Len: 10, Fitness_tra: 0
Rule 87: 21b2fa2447, Class:  1, CF:0.999901, Len: 10, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4b71184214, Class:  1, CF:0.986769, Len: 10, Fitness_tra: 0
Rule 90: 71b2ef21b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b4711bb174, Class:  1, CF:0.994221, Len: 10, Fitness_tra: 25
Rule 92: 08141372a3, Class:  1, CF:0.990988, Len:  9, Fitness_tra: 63
Rule 93: 2b12164271, Class:  1, CF:0.998077, Len: 10, Fitness_tra: 0
Rule 94: d17d1918b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 080b001124, Class:  0, CF:0.188018, Len:  6, Fitness_tra: 173
Rule 96: 70b4ef4100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4a75162244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b1b2510214, Class:  1, CF:0.976005, Len:  9, Fitness_tra: 0
Rule 99: 4147aa2127, Class:  1, CF:0.999845, Len: 10, Fitness_tra: 0
Rule100: bb0b00202b, Class:  1, CF:0.976175, Len:  6, Fitness_tra: 45
------Current------
Miss_rate(tra)	:35.0972
------Result------
Miss_rate(tra)	:35.0972
Miss_rate(tst)	:12.2486
ARL				:8.0989

------Generation 8------
Rule  1: 01202d0100, Class:  0, CF:0.140333, Len:  5, Fitness_tra: 2319
Rule  2: 131149bb74, Class:  1, CF:0.742484, Len: 10, Fitness_tra: 911
Rule  3: 4111162311, Class:  1, CF:0.934105, Len: 10, Fitness_tra: 326
Rule  4: b1b441b411, Class:  1, CF:0.908262, Len: 10, Fitness_tra: 81
Rule  5: 417bc911b1, Class:  0, CF:0.213167, Len: 10, Fitness_tra: 136
Rule  6: 2b7111142b, Class:  1, CF:0.994224, Len: 10, Fitness_tra: 117
Rule  7: 0000004080, Class:  1, CF:0.999649, Len:  2, Fitness_tra: 57
Rule  8: 1b1213b221, Class:  1, CF:0.960628, Len: 10, Fitness_tra: 53
Rule  9: 78141f1111, Class:  1, CF:0.982834, Len: 10, Fitness_tra: 34
Rule 10: 19b4132214, Class:  1, CF:0.970672, Len: 10, Fitness_tra: 0
Rule 11: 4171c3b771, Class:  1, CF:0.82408, Len: 10, Fitness_tra: 21
Rule 12: b4716ab174, Class:  1, CF:0.999854, Len: 10, Fitness_tra: 1
Rule 13: 11715321b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 14: b1b11374bb, Class:  1, CF:0.992013, Len: 10, Fitness_tra: 0
Rule 15: 427b7e12bb, Class:  0, CF:0.867176, Len: 10, Fitness_tra: 0
Rule 16: 741149b21b, Class:  1, CF:0.858051, Len: 10, Fitness_tra: 0
Rule 17: 71471211c1, Class:  1, CF:0.990962, Len: 10, Fitness_tra: 1
Rule 18: 412b161124, Class:  1, CF:0.994689, Len: 10, Fitness_tra: 3
Rule 19: 421725b777, Class:  1, CF:0.899252, Len: 10, Fitness_tra: 1
Rule 20: b472831142, Class:  1, CF:0.951444, Len: 10, Fitness_tra: 0
Rule 21: b8121db2b1, Class:  1, CF:0.886792, Len: 10, Fitness_tra: 0
Rule 22: 12b12f7141, Class:  1, CF:0.998407, Len: 10, Fitness_tra: 0
Rule 23: 2241aab777, Class:  1, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 24: b2b2194177, Class:  1, CF:0.68428, Len: 10, Fitness_tra: 0
Rule 25: 2527112741, Class:  1, CF:0.99285, Len: 10, Fitness_tra: 0
Rule 26: 27171647b1, Class:  1, CF:0.998862, Len: 10, Fitness_tra: 0
Rule 27: 4214222727, Class:  1, CF:0.942187, Len: 10, Fitness_tra: 0
Rule 28: 424471b442, Class:  1, CF:0.992505, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 7cbb462441, Class:  1, CF:0.999758, Len: 10, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 13d7152115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 72241f77b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 444733b127, Class:  1, CF:0.998477, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 41bbe34417, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 744b237222, Class:  1, CF:0.997849, Len: 10, Fitness_tra: 0
Rule 39: 7f7251b472, Class:  1, CF:0.998809, Len: 10, Fitness_tra: 0
Rule 40: b4121a7bbb, Class:  1, CF:0.999781, Len: 10, Fitness_tra: 0
Rule 41: b77b6671b2, Class:  1, CF:0.997898, Len: 10, Fitness_tra: 0
Rule 42: 112bc94744, Class:  1, CF:0.520978, Len: 10, Fitness_tra: 0
Rule 43: 27b75ab74b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: b2222a7447, Class:  1, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 45: 7274287b72, Class:  1, CF:0.944762, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 41272d2127, Class:  1, CF:0.977207, Len: 10, Fitness_tra: 0
Rule 48: 2714cd2271, Class:  1, CF:0.790535, Len: 10, Fitness_tra: 0
Rule 49: b74b83b71b, Class:  1, CF:0.956218, Len: 10, Fitness_tra: 0
Rule 50: b3221d7bb7, Class:  1, CF:0.972113, Len: 10, Fitness_tra: 0
Rule 51: 2124261447, Class:  1, CF:0.99862, Len: 10, Fitness_tra: 0
Rule 52: 1f15517b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b11461bbb7, Class:  1, CF:0.985819, Len: 10, Fitness_tra: 0
Rule 54: 75b2ce71bb, Class:  0, CF:0.87298, Len: 10, Fitness_tra: 0
Rule 55: b1b2514214, Class:  1, CF:0.988622, Len: 10, Fitness_tra: 0
Rule 56: b7b2194177, Class:  1, CF:0.90903, Len: 10, Fitness_tra: 0
Rule 57: b82719bb47, Class:  1, CF:0.723085, Len: 10, Fitness_tra: 0
Rule 58: 24bb4d4177, Class:  1, CF:0.888468, Len: 10, Fitness_tra: 0
Rule 59: 7bb7111772, Class:  1, CF:0.984268, Len: 10, Fitness_tra: 0
Rule 60: bc7b19b217, Class:  1, CF:0.926, Len: 10, Fitness_tra: 0
Rule 61: 722193b421, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: bb72257b17, Class:  1, CF:0.968639, Len: 10, Fitness_tra: 0
Rule 67: 211b3a24bb, Class:  1, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7cb751422b, Class:  1, CF:0.978646, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 41721f1217, Class:  1, CF:0.999941, Len: 10, Fitness_tra: 0
Rule 75: 2871ff7112, Class:  1, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 76: b4149e474b, Class:  1, CF:0.936228, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7c72191244, Class:  1, CF:0.913091, Len: 10, Fitness_tra: 0
Rule 79: 29572d1151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 2a75112244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 72711f4221, Class:  1, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 82: 77b15f24b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b14c6f2422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 27b41a7427, Class:  1, CF:0.999914, Len: 10, Fitness_tra: 0
Rule 86: 7b422144b4, Class:  1, CF:0.984957, Len: 10, Fitness_tra: 0
Rule 87: 21b2fa2447, Class:  1, CF:0.999901, Len: 10, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4b71184214, Class:  1, CF:0.986769, Len: 10, Fitness_tra: 0
Rule 90: 71b2ef21b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b4711bb174, Class:  1, CF:0.994221, Len: 10, Fitness_tra: 25
Rule 92: 08141372a3, Class:  1, CF:0.990988, Len:  9, Fitness_tra: 63
Rule 93: 2b12164271, Class:  1, CF:0.998077, Len: 10, Fitness_tra: 0
Rule 94: d17d1918b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 080b001124, Class:  0, CF:0.188018, Len:  6, Fitness_tra: 173
Rule 96: 70b4ef4100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4a75162244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b1b2510214, Class:  1, CF:0.976005, Len:  9, Fitness_tra: 0
Rule 99: 4147aa2127, Class:  1, CF:0.999845, Len: 10, Fitness_tra: 0
Rule100: bb0b00202b, Class:  1, CF:0.976175, Len:  6, Fitness_tra: 45
------Current------
Miss_rate(tra)	:35.0972
------Result------
Miss_rate(tra)	:35.0972
Miss_rate(tst)	:12.2486
ARL				:8.0989

------Generation 9------
Rule  1: 01202d0100, Class:  0, CF:0.140333, Len:  5, Fitness_tra: 2319
Rule  2: 131149bb74, Class:  1, CF:0.742484, Len: 10, Fitness_tra: 911
Rule  3: 4111162311, Class:  1, CF:0.934105, Len: 10, Fitness_tra: 326
Rule  4: b1b441b411, Class:  1, CF:0.908262, Len: 10, Fitness_tra: 81
Rule  5: 417bc911b1, Class:  0, CF:0.213167, Len: 10, Fitness_tra: 136
Rule  6: 2b7111142b, Class:  1, CF:0.994224, Len: 10, Fitness_tra: 117
Rule  7: 0000004080, Class:  1, CF:0.999649, Len:  2, Fitness_tra: 57
Rule  8: 1b1213b221, Class:  1, CF:0.960628, Len: 10, Fitness_tra: 53
Rule  9: 78141f1111, Class:  1, CF:0.982834, Len: 10, Fitness_tra: 34
Rule 10: 19b4132214, Class:  1, CF:0.970672, Len: 10, Fitness_tra: 0
Rule 11: 4171c3b771, Class:  1, CF:0.82408, Len: 10, Fitness_tra: 21
Rule 12: b4716ab174, Class:  1, CF:0.999854, Len: 10, Fitness_tra: 1
Rule 13: 11715321b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 14: b1b11374bb, Class:  1, CF:0.992013, Len: 10, Fitness_tra: 0
Rule 15: 427b7e12bb, Class:  0, CF:0.867176, Len: 10, Fitness_tra: 0
Rule 16: 741149b21b, Class:  1, CF:0.858051, Len: 10, Fitness_tra: 0
Rule 17: 71471211c1, Class:  1, CF:0.990962, Len: 10, Fitness_tra: 1
Rule 18: 412b161124, Class:  1, CF:0.994689, Len: 10, Fitness_tra: 3
Rule 19: 421725b777, Class:  1, CF:0.899252, Len: 10, Fitness_tra: 1
Rule 20: b472831142, Class:  1, CF:0.951444, Len: 10, Fitness_tra: 0
Rule 21: b8121db2b1, Class:  1, CF:0.886792, Len: 10, Fitness_tra: 0
Rule 22: 12b12f7141, Class:  1, CF:0.998407, Len: 10, Fitness_tra: 0
Rule 23: 2241aab777, Class:  1, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 24: b2b2194177, Class:  1, CF:0.68428, Len: 10, Fitness_tra: 0
Rule 25: 2527112741, Class:  1, CF:0.99285, Len: 10, Fitness_tra: 0
Rule 26: 27171647b1, Class:  1, CF:0.998862, Len: 10, Fitness_tra: 0
Rule 27: 4214222727, Class:  1, CF:0.942187, Len: 10, Fitness_tra: 0
Rule 28: 424471b442, Class:  1, CF:0.992505, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 7cbb462441, Class:  1, CF:0.999758, Len: 10, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 13d7152115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 72241f77b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 444733b127, Class:  1, CF:0.998477, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 41bbe34417, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 744b237222, Class:  1, CF:0.997849, Len: 10, Fitness_tra: 0
Rule 39: 7f7251b472, Class:  1, CF:0.998809, Len: 10, Fitness_tra: 0
Rule 40: b4121a7bbb, Class:  1, CF:0.999781, Len: 10, Fitness_tra: 0
Rule 41: b77b6671b2, Class:  1, CF:0.997898, Len: 10, Fitness_tra: 0
Rule 42: 112bc94744, Class:  1, CF:0.520978, Len: 10, Fitness_tra: 0
Rule 43: 27b75ab74b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: b2222a7447, Class:  1, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 45: 7274287b72, Class:  1, CF:0.944762, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 41272d2127, Class:  1, CF:0.977207, Len: 10, Fitness_tra: 0
Rule 48: 2714cd2271, Class:  1, CF:0.790535, Len: 10, Fitness_tra: 0
Rule 49: b74b83b71b, Class:  1, CF:0.956218, Len: 10, Fitness_tra: 0
Rule 50: b3221d7bb7, Class:  1, CF:0.972113, Len: 10, Fitness_tra: 0
Rule 51: 2124261447, Class:  1, CF:0.99862, Len: 10, Fitness_tra: 0
Rule 52: 1f15517b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b11461bbb7, Class:  1, CF:0.985819, Len: 10, Fitness_tra: 0
Rule 54: 75b2ce71bb, Class:  0, CF:0.87298, Len: 10, Fitness_tra: 0
Rule 55: b1b2514214, Class:  1, CF:0.988622, Len: 10, Fitness_tra: 0
Rule 56: b7b2194177, Class:  1, CF:0.90903, Len: 10, Fitness_tra: 0
Rule 57: b82719bb47, Class:  1, CF:0.723085, Len: 10, Fitness_tra: 0
Rule 58: 24bb4d4177, Class:  1, CF:0.888468, Len: 10, Fitness_tra: 0
Rule 59: 7bb7111772, Class:  1, CF:0.984268, Len: 10, Fitness_tra: 0
Rule 60: bc7b19b217, Class:  1, CF:0.926, Len: 10, Fitness_tra: 0
Rule 61: 722193b421, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: bb72257b17, Class:  1, CF:0.968639, Len: 10, Fitness_tra: 0
Rule 67: 211b3a24bb, Class:  1, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7cb751422b, Class:  1, CF:0.978646, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 41721f1217, Class:  1, CF:0.999941, Len: 10, Fitness_tra: 0
Rule 75: 2871ff7112, Class:  1, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 76: b4149e474b, Class:  1, CF:0.936228, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7c72191244, Class:  1, CF:0.913091, Len: 10, Fitness_tra: 0
Rule 79: 29572d1151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 2a75112244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 72711f4221, Class:  1, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 82: 77b15f24b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b14c6f2422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 27b41a7427, Class:  1, CF:0.999914, Len: 10, Fitness_tra: 0
Rule 86: 7b422144b4, Class:  1, CF:0.984957, Len: 10, Fitness_tra: 0
Rule 87: 21b2fa2447, Class:  1, CF:0.999901, Len: 10, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4b71184214, Class:  1, CF:0.986769, Len: 10, Fitness_tra: 0
Rule 90: 71b2ef21b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b4711bb174, Class:  1, CF:0.994221, Len: 10, Fitness_tra: 25
Rule 92: 08141372a3, Class:  1, CF:0.990988, Len:  9, Fitness_tra: 63
Rule 93: 2b12164271, Class:  1, CF:0.998077, Len: 10, Fitness_tra: 0
Rule 94: d17d1918b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 080b001124, Class:  0, CF:0.188018, Len:  6, Fitness_tra: 173
Rule 96: 70b4ef4100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4a75162244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b1b2510214, Class:  1, CF:0.976005, Len:  9, Fitness_tra: 0
Rule 99: 4147aa2127, Class:  1, CF:0.999845, Len: 10, Fitness_tra: 0
Rule100: bb0b00202b, Class:  1, CF:0.976175, Len:  6, Fitness_tra: 45
------Current------
Miss_rate(tra)	:35.0972
------Result------
Miss_rate(tra)	:35.0972
Miss_rate(tst)	:12.2486
ARL				:8.0989

------Generation 10------
Rule  1: 01202d0100, Class:  0, CF:0.140333, Len:  5, Fitness_tra: 2319
Rule  2: 131149bb74, Class:  1, CF:0.742484, Len: 10, Fitness_tra: 911
Rule  3: 4111162311, Class:  1, CF:0.934105, Len: 10, Fitness_tra: 326
Rule  4: b1b441b411, Class:  1, CF:0.908262, Len: 10, Fitness_tra: 81
Rule  5: 417bc911b1, Class:  0, CF:0.213167, Len: 10, Fitness_tra: 136
Rule  6: 2b7111142b, Class:  1, CF:0.994224, Len: 10, Fitness_tra: 117
Rule  7: 0000004080, Class:  1, CF:0.999649, Len:  2, Fitness_tra: 57
Rule  8: 1b1213b221, Class:  1, CF:0.960628, Len: 10, Fitness_tra: 53
Rule  9: 78141f1111, Class:  1, CF:0.982834, Len: 10, Fitness_tra: 34
Rule 10: 19b4132214, Class:  1, CF:0.970672, Len: 10, Fitness_tra: 0
Rule 11: 4171c3b771, Class:  1, CF:0.82408, Len: 10, Fitness_tra: 21
Rule 12: b4716ab174, Class:  1, CF:0.999854, Len: 10, Fitness_tra: 1
Rule 13: 11715321b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 14: b1b11374bb, Class:  1, CF:0.992013, Len: 10, Fitness_tra: 0
Rule 15: 427b7e12bb, Class:  0, CF:0.867176, Len: 10, Fitness_tra: 0
Rule 16: 741149b21b, Class:  1, CF:0.858051, Len: 10, Fitness_tra: 0
Rule 17: 71471211c1, Class:  1, CF:0.990962, Len: 10, Fitness_tra: 1
Rule 18: 412b161124, Class:  1, CF:0.994689, Len: 10, Fitness_tra: 3
Rule 19: 421725b777, Class:  1, CF:0.899252, Len: 10, Fitness_tra: 1
Rule 20: b472831142, Class:  1, CF:0.951444, Len: 10, Fitness_tra: 0
Rule 21: b8121db2b1, Class:  1, CF:0.886792, Len: 10, Fitness_tra: 0
Rule 22: 12b12f7141, Class:  1, CF:0.998407, Len: 10, Fitness_tra: 0
Rule 23: 2241aab777, Class:  1, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 24: b2b2194177, Class:  1, CF:0.68428, Len: 10, Fitness_tra: 0
Rule 25: 2527112741, Class:  1, CF:0.99285, Len: 10, Fitness_tra: 0
Rule 26: 27171647b1, Class:  1, CF:0.998862, Len: 10, Fitness_tra: 0
Rule 27: 4214222727, Class:  1, CF:0.942187, Len: 10, Fitness_tra: 0
Rule 28: 424471b442, Class:  1, CF:0.992505, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 7cbb462441, Class:  1, CF:0.999758, Len: 10, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 13d7152115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 72241f77b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 444733b127, Class:  1, CF:0.998477, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 41bbe34417, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 744b237222, Class:  1, CF:0.997849, Len: 10, Fitness_tra: 0
Rule 39: 7f7251b472, Class:  1, CF:0.998809, Len: 10, Fitness_tra: 0
Rule 40: b4121a7bbb, Class:  1, CF:0.999781, Len: 10, Fitness_tra: 0
Rule 41: b77b6671b2, Class:  1, CF:0.997898, Len: 10, Fitness_tra: 0
Rule 42: 112bc94744, Class:  1, CF:0.520978, Len: 10, Fitness_tra: 0
Rule 43: 27b75ab74b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: b2222a7447, Class:  1, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 45: 7274287b72, Class:  1, CF:0.944762, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 41272d2127, Class:  1, CF:0.977207, Len: 10, Fitness_tra: 0
Rule 48: 2714cd2271, Class:  1, CF:0.790535, Len: 10, Fitness_tra: 0
Rule 49: b74b83b71b, Class:  1, CF:0.956218, Len: 10, Fitness_tra: 0
Rule 50: b3221d7bb7, Class:  1, CF:0.972113, Len: 10, Fitness_tra: 0
Rule 51: 2124261447, Class:  1, CF:0.99862, Len: 10, Fitness_tra: 0
Rule 52: 1f15517b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b11461bbb7, Class:  1, CF:0.985819, Len: 10, Fitness_tra: 0
Rule 54: 75b2ce71bb, Class:  0, CF:0.87298, Len: 10, Fitness_tra: 0
Rule 55: b1b2514214, Class:  1, CF:0.988622, Len: 10, Fitness_tra: 0
Rule 56: b7b2194177, Class:  1, CF:0.90903, Len: 10, Fitness_tra: 0
Rule 57: b82719bb47, Class:  1, CF:0.723085, Len: 10, Fitness_tra: 0
Rule 58: 24bb4d4177, Class:  1, CF:0.888468, Len: 10, Fitness_tra: 0
Rule 59: 7bb7111772, Class:  1, CF:0.984268, Len: 10, Fitness_tra: 0
Rule 60: bc7b19b217, Class:  1, CF:0.926, Len: 10, Fitness_tra: 0
Rule 61: 722193b421, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
