------Generation 0------
Rule  1: 4b715ab7b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 41b2861224, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 10: 7414f61241, Class:  1, CF:0.993965, Len: 10, Fitness_tra: 0
Rule 11: 17278171b4, Class:  1, CF:0.951026, Len: 10, Fitness_tra: 0
Rule 12: 2417114214, Class:  1, CF:0.943768, Len: 10, Fitness_tra: 0
Rule 13: 712115721b, Class:  1, CF:0.979323, Len: 10, Fitness_tra: 0
Rule 14: 12b48ab144, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 15: 1c4119722b, Class:  1, CF:0.665569, Len: 10, Fitness_tra: 0
Rule 16: bb22f644b4, Class:  1, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 17: b2b21c44b1, Class:  1, CF:0.889639, Len: 10, Fitness_tra: 0
Rule 18: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4b4413427b, Class:  1, CF:0.989515, Len: 10, Fitness_tra: 0
Rule 20: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0000500000, Class:  1, CF:0.890268, Len:  1, Fitness_tra: 1982
Rule 22: 1241214177, Class:  1, CF:0.873695, Len: 10, Fitness_tra: 0
Rule 23: b2b41f71b2, Class:  1, CF:0.999521, Len: 10, Fitness_tra: 0
Rule 24: b2212cb47b, Class:  1, CF:0.942839, Len: 10, Fitness_tra: 0
Rule 25: 2441aa7b44, Class:  1, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 26: 17b156227b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: b2423347bb, Class:  1, CF:0.999238, Len: 10, Fitness_tra: 0
Rule 28: 241b211714, Class:  1, CF:0.649309, Len: 10, Fitness_tra: 0
Rule 29: b2443a2247, Class:  1, CF:0.999975, Len: 10, Fitness_tra: 0
Rule 30: b742c61117, Class:  1, CF:0.991791, Len: 10, Fitness_tra: 0
Rule 31: 25251f2124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2227432b71, Class:  1, CF:0.984133, Len: 10, Fitness_tra: 0
Rule 33: 7427c547b1, Class:  1, CF:0.673466, Len: 10, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2147b11722, Class:  1, CF:0.986446, Len: 10, Fitness_tra: 0
Rule 36: b821964442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 47418d74bb, Class:  1, CF:0.969033, Len: 10, Fitness_tra: 0
Rule 38: 1412531474, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 4b7b2ab1b4, Class:  1, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 40: b8274a1444, Class:  1, CF:0.999804, Len: 10, Fitness_tra: 0
Rule 41: 000000000b, Class:  0, CF:0.491794, Len:  1, Fitness_tra: 74
Rule 42: b1175f1b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7b772322b2, Class:  1, CF:0.979108, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 7411314271, Class:  1, CF:0.965718, Len: 10, Fitness_tra: 0
Rule 47: 11b4c6b121, Class:  1, CF:0.992763, Len: 10, Fitness_tra: 0
Rule 48: b221634b1b, Class:  1, CF:0.999667, Len: 10, Fitness_tra: 0
Rule 49: 29c2834188, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 1144cf2b41, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 424b2141b1, Class:  1, CF:0.924921, Len: 10, Fitness_tra: 0
Rule 52: 147b894b71, Class:  1, CF:0.715212, Len: 10, Fitness_tra: 0
Rule 53: 2ab2411214, Class:  1, CF:0.966063, Len: 10, Fitness_tra: 0
Rule 54: 12b4e32442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1447c31774, Class:  1, CF:0.987746, Len: 10, Fitness_tra: 0
Rule 56: bb471174b2, Class:  1, CF:0.988805, Len: 10, Fitness_tra: 0
Rule 57: 117bc64441, Class:  1, CF:0.985839, Len: 10, Fitness_tra: 0
Rule 58: 717b832442, Class:  1, CF:0.952969, Len: 10, Fitness_tra: 0
Rule 59: 4222411211, Class:  1, CF:0.957581, Len: 10, Fitness_tra: 0
Rule 60: 4d11114114, Class:  1, CF:0.921088, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b2116a44b1, Class:  1, CF:0.999114, Len: 10, Fitness_tra: 0
Rule 63: 241272b1b4, Class:  1, CF:0.734399, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 71428eb774, Class:  1, CF:0.907124, Len: 10, Fitness_tra: 0
Rule 66: 111ca11b12, Class:  1, CF:0.966682, Len: 10, Fitness_tra: 0
Rule 67: 7174b22724, Class:  1, CF:0.981295, Len: 10, Fitness_tra: 0
Rule 68: 477bc124b7, Class:  1, CF:0.976455, Len: 10, Fitness_tra: 0
Rule 69: 7b441c4211, Class:  1, CF:0.920207, Len: 10, Fitness_tra: 0
Rule 70: 271123b471, Class:  1, CF:0.934401, Len: 10, Fitness_tra: 0
Rule 71: 281413b714, Class:  1, CF:0.996604, Len: 10, Fitness_tra: 0
Rule 72: 41b741174b, Class:  1, CF:0.967208, Len: 10, Fitness_tra: 0
Rule 73: 2b2b662221, Class:  1, CF:0.998712, Len: 10, Fitness_tra: 0
Rule 74: b1426a1222, Class:  1, CF:0.999641, Len: 10, Fitness_tra: 0
Rule 75: 4224d147b1, Class:  1, CF:0.923087, Len: 10, Fitness_tra: 0
Rule 76: 0700000000, Class:  0, CF:0.0855033, Len:  1, Fitness_tra: -131
Rule 77: bb1b257bb7, Class:  1, CF:0.653047, Len: 10, Fitness_tra: 0
Rule 78: 1cb1c1b722, Class:  1, CF:0.792034, Len: 10, Fitness_tra: 0
Rule 79: 77bbea4411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b4bbc5b744, Class:  1, CF:0.885441, Len: 10, Fitness_tra: 0
Rule 81: 21272a2171, Class:  1, CF:0.998791, Len: 10, Fitness_tra: 0
Rule 82: 7f25154447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b14186272b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 42221a7411, Class:  1, CF:0.995949, Len: 10, Fitness_tra: 0
Rule 85: 48b4217477, Class:  1, CF:0.962709, Len: 10, Fitness_tra: 0
Rule 86: 271156b241, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 2227534bb2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 7b77812227, Class:  1, CF:0.995336, Len: 10, Fitness_tra: 0
Rule 89: 217b112421, Class:  1, CF:0.964724, Len: 10, Fitness_tra: 0
Rule 90: 71b74e1711, Class:  1, CF:0.288348, Len: 10, Fitness_tra: 0
Rule 91: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 4272857b74, Class:  1, CF:0.698322, Len: 10, Fitness_tra: 0
Rule 93: 732b197272, Class:  1, CF:0.995152, Len: 10, Fitness_tra: 0
Rule 94: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b7272a7b14, Class:  1, CF:0.999922, Len: 10, Fitness_tra: 0
Rule 96: b8775a1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 12bba3b277, Class:  1, CF:0.99868, Len: 10, Fitness_tra: 0
Rule 99: 4b44117771, Class:  1, CF:0.941475, Len: 10, Fitness_tra: 0
Rule100: 7172ce4122, Class:  1, CF:0.8006, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.1836
------Result------
Miss_rate(tra)	:29.1836
Miss_rate(tst)	:10.4205
ARL				:8.52174

------Generation 9------
Rule  1: 4b715ab7b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 0000b00000, Class:  0, CF:0.484875, Len:  1, Fitness_tra: 2039
Rule  3: 1742237222, Class:  1, CF:0.955293, Len: 10, Fitness_tra: 0
Rule  4: 7222111777, Class:  1, CF:0.986022, Len: 10, Fitness_tra: 0
Rule  5: 7114417117, Class:  1, CF:0.829622, Len: 10, Fitness_tra: 0
Rule  6: 7121422144, Class:  1, CF:0.974923, Len: 10, Fitness_tra: 0
Rule  7: 7b771a1474, Class:  1, CF:0.999986, Len: 10, Fitness_tra: 0
Rule  8: b74159714b, Class:  1, CF:0.990322, Len: 10, Fitness_tra: 0
Rule  9: 41b2861224, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 10: 7414f61241, Class:  1, CF:0.993965, Len: 10, Fitness_tra: 0
Rule 11: 17278171b4, Class:  1, CF:0.951026, Len: 10, Fitness_tra: 0
Rule 12: 2417114214, Class:  1, CF:0.943768, Len: 10, Fitness_tra: 0
Rule 13: 712115721b, Class:  1, CF:0.979323, Len: 10, Fitness_tra: 0
Rule 14: 12b48ab144, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 15: 1c4119722b, Class:  1, CF:0.665569, Len: 10, Fitness_tra: 0
Rule 16: bb22f644b4, Class:  1, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 17: b2b21c44b1, Class:  1, CF:0.889639, Len: 10, Fitness_tra: 0
Rule 18: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4b4413427b, Class:  1, CF:0.989515, Len: 10, Fitness_tra: 0
Rule 20: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0000500000, Class:  1, CF:0.890268, Len:  1, Fitness_tra: 1982
Rule 22: 1241214177, Class:  1, CF:0.873695, Len: 10, Fitness_tra: 0
Rule 23: b2b41f71b2, Class:  1, CF:0.999521, Len: 10, Fitness_tra: 0
Rule 24: b2212cb47b, Class:  1, CF:0.942839, Len: 10, Fitness_tra: 0
Rule 25: 2441aa7b44, Class:  1, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 26: 17b156227b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: b2423347bb, Class:  1, CF:0.999238, Len: 10, Fitness_tra: 0
Rule 28: 241b211714, Class:  1, CF:0.649309, Len: 10, Fitness_tra: 0
Rule 29: b2443a2247, Class:  1, CF:0.999975, Len: 10, Fitness_tra: 0
Rule 30: b742c61117, Class:  1, CF:0.991791, Len: 10, Fitness_tra: 0
Rule 31: 25251f2124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2227432b71, Class:  1, CF:0.984133, Len: 10, Fitness_tra: 0
Rule 33: 7427c547b1, Class:  1, CF:0.673466, Len: 10, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2147b11722, Class:  1, CF:0.986446, Len: 10, Fitness_tra: 0
Rule 36: b821964442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 47418d74bb, Class:  1, CF:0.969033, Len: 10, Fitness_tra: 0
Rule 38: 1412531474, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 4b7b2ab1b4, Class:  1, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 40: b8274a1444, Class:  1, CF:0.999804, Len: 10, Fitness_tra: 0
Rule 41: 000000000b, Class:  0, CF:0.491794, Len:  1, Fitness_tra: 74
Rule 42: b1175f1b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7b772322b2, Class:  1, CF:0.979108, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 7411314271, Class:  1, CF:0.965718, Len: 10, Fitness_tra: 0
Rule 47: 11b4c6b121, Class:  1, CF:0.992763, Len: 10, Fitness_tra: 0
Rule 48: b221634b1b, Class:  1, CF:0.999667, Len: 10, Fitness_tra: 0
Rule 49: 29c2834188, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 1144cf2b41, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 424b2141b1, Class:  1, CF:0.924921, Len: 10, Fitness_tra: 0
Rule 52: 147b894b71, Class:  1, CF:0.715212, Len: 10, Fitness_tra: 0
Rule 53: 2ab2411214, Class:  1, CF:0.966063, Len: 10, Fitness_tra: 0
Rule 54: 12b4e32442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1447c31774, Class:  1, CF:0.987746, Len: 10, Fitness_tra: 0
Rule 56: bb471174b2, Class:  1, CF:0.988805, Len: 10, Fitness_tra: 0
Rule 57: 117bc64441, Class:  1, CF:0.985839, Len: 10, Fitness_tra: 0
Rule 58: 717b832442, Class:  1, CF:0.952969, Len: 10, Fitness_tra: 0
Rule 59: 4222411211, Class:  1, CF:0.957581, Len: 10, Fitness_tra: 0
Rule 60: 4d11114114, Class:  1, CF:0.921088, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b2116a44b1, Class:  1, CF:0.999114, Len: 10, Fitness_tra: 0
Rule 63: 241272b1b4, Class:  1, CF:0.734399, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 71428eb774, Class:  1, CF:0.907124, Len: 10, Fitness_tra: 0
Rule 66: 111ca11b12, Class:  1, CF:0.966682, Len: 10, Fitness_tra: 0
Rule 67: 7174b22724, Class:  1, CF:0.981295, Len: 10, Fitness_tra: 0
Rule 68: 477bc124b7, Class:  1, CF:0.976455, Len: 10, Fitness_tra: 0
Rule 69: 7b441c4211, Class:  1, CF:0.920207, Len: 10, Fitness_tra: 0
Rule 70: 271123b471, Class:  1, CF:0.934401, Len: 10, Fitness_tra: 0
Rule 71: 281413b714, Class:  1, CF:0.996604, Len: 10, Fitness_tra: 0
Rule 72: 41b741174b, Class:  1, CF:0.967208, Len: 10, Fitness_tra: 0
Rule 73: 2b2b662221, Class:  1, CF:0.998712, Len: 10, Fitness_tra: 0
Rule 74: b1426a1222, Class:  1, CF:0.999641, Len: 10, Fitness_tra: 0
Rule 75: 4224d147b1, Class:  1, CF:0.923087, Len: 10, Fitness_tra: 0
Rule 76: 0700000000, Class:  0, CF:0.0855033, Len:  1, Fitness_tra: -131
Rule 77: bb1b257bb7, Class:  1, CF:0.653047, Len: 10, Fitness_tra: 0
Rule 78: 1cb1c1b722, Class:  1, CF:0.792034, Len: 10, Fitness_tra: 0
Rule 79: 77bbea4411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b4bbc5b744, Class:  1, CF:0.885441, Len: 10, Fitness_tra: 0
Rule 81: 21272a2171, Class:  1, CF:0.998791, Len: 10, Fitness_tra: 0
Rule 82: 7f25154447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b14186272b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 42221a7411, Class:  1, CF:0.995949, Len: 10, Fitness_tra: 0
Rule 85: 48b4217477, Class:  1, CF:0.962709, Len: 10, Fitness_tra: 0
Rule 86: 271156b241, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 2227534bb2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 7b77812227, Class:  1, CF:0.995336, Len: 10, Fitness_tra: 0
Rule 89: 217b112421, Class:  1, CF:0.964724, Len: 10, Fitness_tra: 0
Rule 90: 71b74e1711, Class:  1, CF:0.288348, Len: 10, Fitness_tra: 0
Rule 91: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 4272857b74, Class:  1, CF:0.698322, Len: 10, Fitness_tra: 0
Rule 93: 732b197272, Class:  1, CF:0.995152, Len: 10, Fitness_tra: 0
Rule 94: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b7272a7b14, Class:  1, CF:0.999922, Len: 10, Fitness_tra: 0
Rule 96: b8775a1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 12bba3b277, Class:  1, CF:0.99868, Len: 10, Fitness_tra: 0
Rule 99: 4b44117771, Class:  1, CF:0.941475, Len: 10, Fitness_tra: 0
Rule100: 7172ce4122, Class:  1, CF:0.8006, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.1836
------Result------
Miss_rate(tra)	:29.1836
Miss_rate(tst)	:10.4205
ARL				:8.52174

------Generation 10------
Rule  1: 4b715ab7b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 0000b00000, Class:  0, CF:0.484875, Len:  1, Fitness_tra: 2039
Rule  3: 1742237222, Class:  1, CF:0.955293, Len: 10, Fitness_tra: 0
Rule  4: 7222111777, Class:  1, CF:0.986022, Len: 10, Fitness_tra: 0
Rule  5: 7114417117, Class:  1, CF:0.829622, Len: 10, Fitness_tra: 0
Rule  6: 7121422144, Class:  1, CF:0.974923, Len: 10, Fitness_tra: 0
Rule  7: 7b771a1474, Class:  1, CF:0.999986, Len: 10, Fitness_tra: 0
Rule  8: b74159714b, Class:  1, CF:0.990322, Len: 10, Fitness_tra: 0
Rule  9: 41b2861224, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 10: 7414f61241, Class:  1, CF:0.993965, Len: 10, Fitness_tra: 0
Rule 11: 17278171b4, Class:  1, CF:0.951026, Len: 10, Fitness_tra: 0
Rule 12: 2417114214, Class:  1, CF:0.943768, Len: 10, Fitness_tra: 0
Rule 13: 712115721b, Class:  1, CF:0.979323, Len: 10, Fitness_tra: 0
Rule 14: 12b48ab144, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 15: 1c4119722b, Class:  1, CF:0.665569, Len: 10, Fitness_tra: 0
Rule 16: bb22f644b4, Class:  1, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 17: b2b21c44b1, Class:  1, CF:0.889639, Len: 10, Fitness_tra: 0
Rule 18: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4b4413427b, Class:  1, CF:0.989515, Len: 10, Fitness_tra: 0
Rule 20: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0000500000, Class:  1, CF:0.890268, Len:  1, Fitness_tra: 1982
Rule 22: 1241214177, Class:  1, CF:0.873695, Len: 10, Fitness_tra: 0
Rule 23: b2b41f71b2, Class:  1, CF:0.999521, Len: 10, Fitness_tra: 0
Rule 24: b2212cb47b, Class:  1, CF:0.942839, Len: 10, Fitness_tra: 0
Rule 25: 2441aa7b44, Class:  1, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 26: 17b156227b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: b2423347bb, Class:  1, CF:0.999238, Len: 10, Fitness_tra: 0
Rule 28: 241b211714, Class:  1, CF:0.649309, Len: 10, Fitness_tra: 0
Rule 29: b2443a2247, Class:  1, CF:0.999975, Len: 10, Fitness_tra: 0
Rule 30: b742c61117, Class:  1, CF:0.991791, Len: 10, Fitness_tra: 0
Rule 31: 25251f2124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2227432b71, Class:  1, CF:0.984133, Len: 10, Fitness_tra: 0
Rule 33: 7427c547b1, Class:  1, CF:0.673466, Len: 10, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2147b11722, Class:  1, CF:0.986446, Len: 10, Fitness_tra: 0
Rule 36: b821964442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 47418d74bb, Class:  1, CF:0.969033, Len: 10, Fitness_tra: 0
Rule 38: 1412531474, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 4b7b2ab1b4, Class:  1, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 40: b8274a1444, Class:  1, CF:0.999804, Len: 10, Fitness_tra: 0
Rule 41: 000000000b, Class:  0, CF:0.491794, Len:  1, Fitness_tra: 74
Rule 42: b1175f1b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7b772322b2, Class:  1, CF:0.979108, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 7411314271, Class:  1, CF:0.965718, Len: 10, Fitness_tra: 0
Rule 47: 11b4c6b121, Class:  1, CF:0.992763, Len: 10, Fitness_tra: 0
Rule 48: b221634b1b, Class:  1, CF:0.999667, Len: 10, Fitness_tra: 0
Rule 49: 29c2834188, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 1144cf2b41, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 424b2141b1, Class:  1, CF:0.924921, Len: 10, Fitness_tra: 0
Rule 52: 147b894b71, Class:  1, CF:0.715212, Len: 10, Fitness_tra: 0
Rule 53: 2ab2411214, Class:  1, CF:0.966063, Len: 10, Fitness_tra: 0
Rule 54: 12b4e32442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1447c31774, Class:  1, CF:0.987746, Len: 10, Fitness_tra: 0
Rule 56: bb471174b2, Class:  1, CF:0.988805, Len: 10, Fitness_tra: 0
Rule 57: 117bc64441, Class:  1, CF:0.985839, Len: 10, Fitness_tra: 0
Rule 58: 717b832442, Class:  1, CF:0.952969, Len: 10, Fitness_tra: 0
Rule 59: 4222411211, Class:  1, CF:0.957581, Len: 10, Fitness_tra: 0
Rule 60: 4d11114114, Class:  1, CF:0.921088, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b2116a44b1, Class:  1, CF:0.999114, Len: 10, Fitness_tra: 0
Rule 63: 241272b1b4, Class:  1, CF:0.734399, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 71428eb774, Class:  1, CF:0.907124, Len: 10, Fitness_tra: 0
Rule 66: 111ca11b12, Class:  1, CF:0.966682, Len: 10, Fitness_tra: 0
Rule 67: 7174b22724, Class:  1, CF:0.981295, Len: 10, Fitness_tra: 0
Rule 68: 477bc124b7, Class:  1, CF:0.976455, Len: 10, Fitness_tra: 0
Rule 69: 7b441c4211, Class:  1, CF:0.920207, Len: 10, Fitness_tra: 0
Rule 70: 271123b471, Class:  1, CF:0.934401, Len: 10, Fitness_tra: 0
Rule 71: 281413b714, Class:  1, CF:0.996604, Len: 10, Fitness_tra: 0
Rule 72: 41b741174b, Class:  1, CF:0.967208, Len: 10, Fitness_tra: 0
Rule 73: 2b2b662221, Class:  1, CF:0.998712, Len: 10, Fitness_tra: 0
Rule 74: b1426a1222, Class:  1, CF:0.999641, Len: 10, Fitness_tra: 0
Rule 75: 4224d147b1, Class:  1, CF:0.923087, Len: 10, Fitness_tra: 0
Rule 76: 0700000000, Class:  0, CF:0.0855033, Len:  1, Fitness_tra: -131
Rule 77: bb1b257bb7, Class:  1, CF:0.653047, Len: 10, Fitness_tra: 0
Rule 78: 1cb1c1b722, Class:  1, CF:0.792034, Len: 10, Fitness_tra: 0
Rule 79: 77bbea4411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b4bbc5b744, Class:  1, CF:0.885441, Len: 10, Fitness_tra: 0
Rule 81: 21272a2171, Class:  1, CF:0.998791, Len: 10, Fitness_tra: 0
Rule 82: 7f25154447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b14186272b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 42221a7411, Class:  1, CF:0.995949, Len: 10, Fitness_tra: 0
Rule 85: 48b4217477, Class:  1, CF:0.962709, Len: 10, Fitness_tra: 0
Rule 86: 271156b241, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 2227534bb2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 7b77812227, Class:  1, CF:0.995336, Len: 10, Fitness_tra: 0
Rule 89: 217b112421, Class:  1, CF:0.964724, Len: 10, Fitness_tra: 0
Rule 90: 71b74e1711, Class:  1, CF:0.288348, Len: 10, Fitness_tra: 0
Rule 91: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 4272857b74, Class:  1, CF:0.698322, Len: 10, Fitness_tra: 0
Rule 93: 732b197272, Class:  1, CF:0.995152, Len: 10, Fitness_tra: 0
Rule 94: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: b7272a7b14, Class:  1, CF:0.999922, Len: 10, Fitness_tra: 0
Rule 96: b8775a1b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 12bba3b277, Class:  1, CF:0.99868, Len: 10, Fitness_tra: 0
Rule 99: 4b44117771, Class:  1, CF:0.941475, Len: 10, Fitness_tra: 0
Rule100: 7172ce4122, Class:  1, CF:0.8006, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.1836
------Result------
Miss_rate(tra)	:29.1836
Miss_rate(tst)	:10.4205
ARL				:8.52174

------Generation 20------
Rule  1: 0000b00000, Class:  0, CF:0.484875, Len:  1, Fitness_tra: 2156
Rule  2: 0000500000, Class:  1, CF:0.890268, Len:  1, Fitness_tra: 1857
Rule  3: 000000000b, Class:  0, CF:0.491794, Len:  1, Fitness_tra: 58
Rule  4: 4b715ab7b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 7114417117, Class:  1, CF:0.829622, Len: 10, Fitness_tra: 0
Rule  6: 7121422144, Class:  1, CF:0.974923, Len: 10, Fitness_tra: 0
Rule  7: 7b771a1474, Class:  1, CF:0.999986, Len: 10, Fitness_tra: 0
Rule  8: b74159714b, Class:  1, CF:0.990322, Len: 10, Fitness_tra: 0
Rule  9: 41b2861224, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 10: 7414f61241, Class:  1, CF:0.993965, Len: 10, Fitness_tra: 0
Rule 11: 17278171b4, Class:  1, CF:0.951026, Len: 10, Fitness_tra: 0
Rule 12: 2417114214, Class:  1, CF:0.943768, Len: 10, Fitness_tra: 0
Rule 13: 712115721b, Class:  1, CF:0.979323, Len: 10, Fitness_tra: 0
Rule 14: 12b48ab144, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 15: 1c4119722b, Class:  1, CF:0.665569, Len: 10, Fitness_tra: 0
Rule 16: bb22f644b4, Class:  1, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 17: b2b21c44b1, Class:  1, CF:0.889639, Len: 10, Fitness_tra: 0
Rule 18: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4b4413427b, Class:  1, CF:0.989515, Len: 10, Fitness_tra: 0
Rule 20: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1742237222, Class:  1, CF:0.955293, Len: 10, Fitness_tra: 0
Rule 22: 1241214177, Class:  1, CF:0.873695, Len: 10, Fitness_tra: 0
