------Generation 0------
Rule  1: 111f111121b7d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7983311311125417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11411451a2115373, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 111a3a3531311244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1f83411111f13812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2f311125116154b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113111812111161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3686112252f21121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161125b121126111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1331e15c111151f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 633f131151925242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151a339311124b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0500d0020b004000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: a61683d131128221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1953333911642172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111f2e3111121444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 365e4d2117311241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6f53192111141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 116a164911111221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d6366613123251b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b351111335121117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: bd1dd1636311581b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1686154c2b343821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1141151531191517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2111251112653c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 217d55312215861a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000c0700f0000908, Class:  5, CF:0.475104, Len:  5, Fitness_tra: 5
Rule 90: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 111e0813416d1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 111333921774213f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 05030a0000100805, Class:  5, CF:0.784553, Len:  6, Fitness_tra: 4
Rule 94: 231e379d61331421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 9100303531290200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3606150050020108, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 111524321121d318, Class:  8, CF:0.763974, Len: 16, Fitness_tra: 0
Rule 98: b306161110375861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 15453611a1659142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 111343d131313211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:77.8409
------Result------
Miss_rate(tra)	:77.8409
Miss_rate(tst)	:79.5455
ARL				:9.16667

------Generation 6------
Rule  1: 020000d00000000c, Class:  7, CF:0.413547, Len:  3, Fitness_tra: 28
Rule  2: 25111f132c122262, Class:  0, CF:0.93727, Len: 16, Fitness_tra: 13
Rule  3: 052010150b811010, Class:  3, CF:0.0822161, Len: 10, Fitness_tra: 12
Rule  4: a0050500200b0808, Class:  7, CF:0.92771, Len:  7, Fitness_tra: 10
Rule  5: 0005000000090800, Class:  4, CF:0.262686, Len:  3, Fitness_tra: 10
Rule  6: 0e00000e09000000, Class:  9, CF:0.073221, Len:  3, Fitness_tra: 5
Rule  7: 0500560000000000, Class:  8, CF:0.695358, Len:  3, Fitness_tra: 9
Rule  8: 000c0700f0000908, Class:  5, CF:0.475104, Len:  5, Fitness_tra: 5
Rule  9: 05030a0000100805, Class:  5, CF:0.784553, Len:  6, Fitness_tra: 4
Rule 10: 2145243211335341, Class:  6, CF:0.521886, Len: 16, Fitness_tra: 2
Rule 11: 40de000000204800, Class:  8, CF:0.527463, Len:  6, Fitness_tra: 2
Rule 12: 1145411131139643, Class:  6, CF:0.99995, Len: 16, Fitness_tra: 1
Rule 13: 9000000030090c00, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 14: 112932524241133f, Class:  7, CF:  1, Len: 16, Fitness_tra: 1
Rule 15: 1112121115361f21, Class:  2, CF:  1, Len: 16, Fitness_tra: 1
Rule 16: 2111315112175132, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 17: 0000e03005000000, Class:  9, CF:0.627247, Len:  3, Fitness_tra: 0
Rule 18: 1e53e1151224d132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 111311121475813f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: ba000e0000000802, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1551361fae659152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1a1e451865696211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2616b118ad151137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 2311279161331f71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 133f119512141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2183163511171511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 6633c1124b175241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11134d1131313812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 05090a0e00000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 132cc21165161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21215a1955125117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 81b1149bf8f15f4e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 114115324415133f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111321b12193a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 232ebd1535311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2315111b111583af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a23111d33511112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3fd6297c14171821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1611251217325171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1313131115112242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b356163152878161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1a1651512b1811a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3a5145b257315271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7e261a3315121b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8316211115151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311715132141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1f2315425232d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4e511611381c5427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 81bd2217a1611173, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c3413111227353a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a1d12575275b3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3f112d4211685212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 131eb29565151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1136339512142118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a65f892141179811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13163e3da8171422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21215411f91f2323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1355512725111f86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111811fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 13111837421d1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1313111252645871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8a23151118156214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4175221b68f33613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7983311311125417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11411451a2115373, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 111a3a3531311244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1f83411111f13812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2f311125116154b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113111812111161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3686112252f21121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161125b121126111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1331e15c111151f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 633f131151925242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151a339311124b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0500d0020b004000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: a61683d131128221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1953333911642172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111f2e3111121444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 365e4d2117311241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6f53192111141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1311111313615442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1111b1111e151122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2313111114481511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2125121435661a49, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 8
Rule 86: 458e3316191d9854, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000200000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: f11125221b121842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 111f912d152417a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1313c9b1243b1512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 212934321243564f, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule 92: c141311122739643, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1331ea5311125137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c001a039010104b0, Class:  9, CF:  1, Len:  9, Fitness_tra: 1
Rule 95: a60c8920f0099911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0e00000e09000004, Class:  9, CF:0.991669, Len:  4, Fitness_tra: 4
Rule 97: 46de050c20203821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 231126d961311271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 19437351a1112178, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 161125d121313131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:76.8182
------Result------
Miss_rate(tra)	:76.8182
Miss_rate(tst)	:78.6364
ARL				:8.52381

------Generation 7------
Rule  1: 020000d00000000c, Class:  7, CF:0.413547, Len:  3, Fitness_tra: 28
Rule  2: 25111f132c122262, Class:  0, CF:0.93727, Len: 16, Fitness_tra: 10
Rule  3: 052010150b811010, Class:  3, CF:0.0822161, Len: 10, Fitness_tra: 12
Rule  4: a0050500200b0808, Class:  7, CF:0.92771, Len:  7, Fitness_tra: 10
Rule  5: 0005000000090800, Class:  4, CF:0.262686, Len:  3, Fitness_tra: 9
Rule  6: 0500560000000000, Class:  8, CF:0.695358, Len:  3, Fitness_tra: 9
Rule  7: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 8
Rule  8: 0e00000e09000000, Class:  9, CF:0.073221, Len:  3, Fitness_tra: 7
Rule  9: 000c0700f0000908, Class:  5, CF:0.475104, Len:  5, Fitness_tra: 5
Rule 10: 05030a0000100805, Class:  5, CF:0.784553, Len:  6, Fitness_tra: 4
Rule 11: 0e00000e09000004, Class:  9, CF:0.991669, Len:  4, Fitness_tra: 4
Rule 12: 40de000000204800, Class:  8, CF:0.527463, Len:  6, Fitness_tra: 2
Rule 13: 2145243211335341, Class:  6, CF:0.521886, Len: 16, Fitness_tra: 1
Rule 14: 1145411131139643, Class:  6, CF:0.99995, Len: 16, Fitness_tra: 1
Rule 15: 1112121115361f21, Class:  2, CF:  1, Len: 16, Fitness_tra: 1
Rule 16: 2111315112175132, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 17: 112932524241133f, Class:  7, CF:  1, Len: 16, Fitness_tra: 1
Rule 18: 212934321243564f, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 19: c001a039010104b0, Class:  9, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 9000000030090c00, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 21: 1551361fae659152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1a1e451865696211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2616b118ad151137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 2311279161331f71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 133f119512141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2183163511171511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 6633c1124b175241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11134d1131313812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 05090a0e00000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 132cc21165161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21215a1955125117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 81b1149bf8f15f4e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 114115324415133f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111321b12193a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 232ebd1535311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2315111b111583af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a23111d33511112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3fd6297c14171821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1611251217325171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1313131115112242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b356163152878161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1a1651512b1811a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3a5145b257315271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7e261a3315121b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8316211115151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311715132141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1f2315425232d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4e511611381c5427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 81bd2217a1611173, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c3413111227353a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a1d12575275b3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3f112d4211685212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 131eb29565151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1136339512142118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a65f892141179811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13163e3da8171422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21215411f91f2323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1355512725111f86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111811fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 13111837421d1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1313111252645871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8a23151118156214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4175221b68f33613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7983311311125417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11411451a2115373, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 111a3a3531311244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1f83411111f13812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2f311125116154b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113111812111161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3686112252f21121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161125b121126111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1331e15c111151f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 633f131151925242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1151a339311124b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0500d0020b004000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: a61683d131128221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1953333911642172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 111f2e3111121444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 365e4d2117311241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 6f53192111141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 431f131538a21711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00090f0009080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 8641121712191623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 112a1681121b12f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 31132158142215a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000300e0c0b40, Class:  9, CF:  1, Len:  5, Fitness_tra: 6
Rule 87: 0d0e0f0e00000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2113161511321123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 512eb282e4333a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 162341b5121c1212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 13118837821d1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1943135d33112118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 2141343212375331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: c341311d287354a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3a5115b2516154b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 23411651a2311373, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7953361311825161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: c520171000010008, Class:  0, CF:0.272925, Len:  8, Fitness_tra: 14
Rule 99: 0e000000090c0032, Class:  9, CF:0.171982, Len:  5, Fitness_tra: 1
Rule100: ce01300e29709003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:75
------Result------
Miss_rate(tra)	:75
Miss_rate(tst)	:76.8182
ARL				:8.43478

------Generation 8------
Rule  1: 020000d00000000c, Class:  7, CF:0.413547, Len:  3, Fitness_tra: 28
Rule  2: c520171000010008, Class:  0, CF:0.272925, Len:  8, Fitness_tra: 14
Rule  3: 052010150b811010, Class:  3, CF:0.0822161, Len: 10, Fitness_tra: 12
Rule  4: 25111f132c122262, Class:  0, CF:0.93727, Len: 16, Fitness_tra: 10
Rule  5: a0050500200b0808, Class:  7, CF:0.92771, Len:  7, Fitness_tra: 10
Rule  6: 0005000000090800, Class:  4, CF:0.262686, Len:  3, Fitness_tra: 9
Rule  7: 0500560000000000, Class:  8, CF:0.695358, Len:  3, Fitness_tra: 9
Rule  8: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 8
Rule  9: 0e00000e09000000, Class:  9, CF:0.073221, Len:  3, Fitness_tra: 7
Rule 10: 000000300e0c0b40, Class:  9, CF:  1, Len:  5, Fitness_tra: 6
Rule 11: 000c0700f0000908, Class:  5, CF:0.475104, Len:  5, Fitness_tra: 5
Rule 12: 0e00000e09000004, Class:  9, CF:0.991669, Len:  4, Fitness_tra: 4
Rule 13: 05030a0000100805, Class:  5, CF:0.784553, Len:  6, Fitness_tra: 4
Rule 14: 40de000000204800, Class:  8, CF:0.527463, Len:  6, Fitness_tra: 2
Rule 15: 1112121115361f21, Class:  2, CF:  1, Len: 16, Fitness_tra: 1
Rule 16: 2111315112175132, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 17: 112932524241133f, Class:  7, CF:  1, Len: 16, Fitness_tra: 1
Rule 18: 0e000000090c0032, Class:  9, CF:0.171982, Len:  5, Fitness_tra: 1
Rule 19: 2145243211335341, Class:  6, CF:0.521886, Len: 16, Fitness_tra: 1
Rule 20: 1145411131139643, Class:  6, CF:0.99995, Len: 16, Fitness_tra: 1
Rule 21: 212934321243564f, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 22: 1a1e451865696211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2616b118ad151137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 2311279161331f71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 133f119512141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2183163511171511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 6633c1124b175241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11134d1131313812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 05090a0e00000005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 132cc21165161321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21215a1955125117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 81b1149bf8f15f4e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 114115324415133f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111321b12193a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 232ebd1535311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2315111b111583af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a23111d33511112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3fd6297c14171821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1611251217325171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1313131115112242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b356163152878161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1a1651512b1811a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3a5145b257315271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7e261a3315121b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8316211115151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1311715132141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1f2315425232d212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4e511611381c5427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 81bd2217a1611173, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c3413111227353a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: a1d12575275b3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3f112d4211685212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 131eb29565151834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1136339512142118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a65f892141179811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13163e3da8171422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21215411f91f2323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1355512725111f86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 111111111811fa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 13111837421d1113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1313111252645871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 8a23151118156214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4175221b68f33613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7983311311125417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11411451a2115373, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 111a3a3531311244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1f83411111f13812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2f311125116154b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113111812111161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 3686112252f21121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161125b121126111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
