------Generation 0------
Rule  1: 12b12f7141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: b87b4571b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 133
Rule  8: 1c12c9b274, Class:  0, CF:0.952566, Len: 10, Fitness_tra: 1
Rule  9: 28171347b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 8
Rule 10: b741261241, Class:  0, CF:0.929939, Len: 10, Fitness_tra: 1
Rule 11: 4d271112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 12: 7bb78e4421, Class:  1, CF:0.999773, Len: 10, Fitness_tra: 2
Rule 13: 2427132772, Class:  0, CF:0.921967, Len: 10, Fitness_tra: 1
Rule 14: 24b2ee114c, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 15: b7bb814241, Class:  1, CF:0.993844, Len: 10, Fitness_tra: -26
Rule 16: 12b12f7141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: b747ceb212, Class:  1, CF:0.982217, Len: 10, Fitness_tra: 1
Rule 18: 72742a7b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 11241a24bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 26bbcd7b74, Class:  1, CF:0.999784, Len: 10, Fitness_tra: 1
Rule 21: 721156b21b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b517da4747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 72b4212777, Class:  1, CF:0.942674, Len: 10, Fitness_tra: -3
Rule 24: 7bbb862441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 24b7132214, Class:  0, CF:0.277898, Len: 10, Fitness_tra: 0
Rule 26: 72241f77b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: b1b453b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 41bbd34417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 744b167222, Class:  0, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 30: b1772612b2, Class:  0, CF:0.996222, Len: 10, Fitness_tra: 0
Rule 31: 441b866111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 27b756b74b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b222297447, Class:  1, CF:0.983889, Len: 10, Fitness_tra: 0
Rule 34: b11416b274, Class:  0, CF:0.90756, Len: 10, Fitness_tra: 0
Rule 35: 412789212b, Class:  1, CF:0.99187, Len: 10, Fitness_tra: 0
Rule 36: 2d14ce2271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b74b83b71b, Class:  1, CF:0.780692, Len: 10, Fitness_tra: 0
Rule 38: 417b8a11b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 172b1a24b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 41741f1217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 7b7253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b472831142, Class:  1, CF:0.849394, Len: 10, Fitness_tra: -2
Rule 43: 79b2ce71bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b7b2164177, Class:  0, CF:0.952472, Len: 10, Fitness_tra: 0
Rule 45: b4271ebb47, Class:  0, CF:0.509078, Len: 10, Fitness_tra: 0
Rule 46: bc7b1ab217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 414471b442, Class:  1, CF:0.993284, Len: 10, Fitness_tra: 0
Rule 48: bb72267b14, Class:  0, CF:0.456567, Len: 10, Fitness_tra: 0
Rule 49: 412b161124, Class:  0, CF:0.999421, Len: 10, Fitness_tra: 0
Rule 50: 74b2c67b74, Class:  1, CF:0.782162, Len: 10, Fitness_tra: 0
Rule 51: b7122ab2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 18b4262214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 41bbd31404, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7b72161244, Class:  0, CF:0.99577, Len: 10, Fitness_tra: 0
Rule 55: b27b834227, Class:  1, CF:0.996012, Len: 10, Fitness_tra: 0
Rule 56: 1b2223447b, Class:  1, CF:0.755009, Len: 10, Fitness_tra: 0
Rule 57: 4d22c112b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 71471a7271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 2dbc11421b, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 60: 41b75a1147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2241c9b777, Class:  1, CF:0.000926209, Len: 10, Fitness_tra: 0
Rule 62: 211b2a24bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 63: 2b2b137422, Class:  1, CF:0.212508, Len: 10, Fitness_tra: 0
Rule 64: 722283b421, Class:  1, CF:0.942788, Len: 10, Fitness_tra: 0
Rule 65: 7824b52227, Class:  1, CF:0.987427, Len: 10, Fitness_tra: 0
Rule 66: b71bc61772, Class:  1, CF:0.704552, Len: 10, Fitness_tra: 0
Rule 67: 2372c372b1, Class:  1, CF:0.942649, Len: 10, Fitness_tra: 0
Rule 68: 4b22c52214, Class:  1, CF:0.997711, Len: 10, Fitness_tra: 0
Rule 69: b74249b74b, Class:  1, CF:0.982469, Len: 10, Fitness_tra: 0
Rule 70: 414281bb1c, Class:  1, CF:0.989655, Len: 10, Fitness_tra: 0
Rule 71: 7cb9ce1b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b51bd57797, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2db419b412, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 7124c177bb, Class:  1, CF:0.982649, Len: 10, Fitness_tra: -2
Rule 75: 71b78e2b27, Class:  1, CF:0.566591, Len: 10, Fitness_tra: 0
Rule 76: b71493bb4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b172ceb222, Class:  1, CF:0.993815, Len: 10, Fitness_tra: 0
Rule 78: 1274c67221, Class:  1, CF:0.831499, Len: 10, Fitness_tra: 0
Rule 79: 74778e72b2, Class:  1, CF:0.944753, Len: 10, Fitness_tra: 0
Rule 80: 2bbb152214, Class:  1, CF:0.998969, Len: 10, Fitness_tra: -232
Rule 81: 2771912bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 41b153474b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4774c614bb, Class:  1, CF:0.366977, Len: 10, Fitness_tra: 0
Rule 84: 41448f7bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 77b2531714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b4272f7727, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 47bb197bb2, Class:  1, CF:0.709009, Len: 10, Fitness_tra: 0
Rule 88: 7b4bcd2422, Class:  1, CF:0.999463, Len: 10, Fitness_tra: 0
Rule 89: 4714912117, Class:  1, CF:0.906805, Len: 10, Fitness_tra: -12
Rule 90: 71b286b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b7b2164177, Class:  0, CF:0.952472, Len:  0, Fitness_tra: 0
Rule 92: 7714164172, Class:  0, CF:0.708761, Len: 10, Fitness_tra: 0
Rule 93: 414e26bc1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 74b7867b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4bb426ab14, Class:  0, CF:0.92342, Len: 10, Fitness_tra: 0
Rule 96: 77b11312bb, Class:  0, CF:0.250354, Len: 10, Fitness_tra: 141
Rule 97: 41b1c911a7, Class:  1, CF:0.847952, Len: 10, Fitness_tra: -2376
Rule 98: b42719bb47, Class:  0, CF:0.568702, Len: 10, Fitness_tra: 0
Rule 99: b41283b152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: bc4b837722, Class:  0, CF:0.554095, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:74.132
------Result------
Miss_rate(tra)	:74.132
Miss_rate(tst)	:74.5887
ARL				:10

------Generation 9------
Rule  1: 7db11112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 292
Rule  2: b412197bbb, Class:  0, CF:0.99968, Len: 10, Fitness_tra: 513
Rule  3: 1c41ce1b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 57
Rule  4: 7414161111, Class:  0, CF:0.781494, Len: 10, Fitness_tra: 94
Rule  5: 1c1213b221, Class:  0, CF:0.708623, Len: 10, Fitness_tra: 4
Rule  6: b1b11374bb, Class:  0, CF:0.261223, Len: 10, Fitness_tra: -1
Rule  7: b87b4571b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 133
Rule  8: 1c12c9b274, Class:  0, CF:0.952566, Len: 10, Fitness_tra: 1
Rule  9: 28171347b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 8
Rule 10: b741261241, Class:  0, CF:0.929939, Len: 10, Fitness_tra: 1
Rule 11: 4d271112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 12: 7bb78e4421, Class:  1, CF:0.999773, Len: 10, Fitness_tra: 2
Rule 13: 2427132772, Class:  0, CF:0.921967, Len: 10, Fitness_tra: 1
Rule 14: 24b2ee114c, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 15: b7bb814241, Class:  1, CF:0.993844, Len: 10, Fitness_tra: -26
Rule 16: 12b12f7141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: b747ceb212, Class:  1, CF:0.982217, Len: 10, Fitness_tra: 1
Rule 18: 72742a7b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 11241a24bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 26bbcd7b74, Class:  1, CF:0.999784, Len: 10, Fitness_tra: 1
Rule 21: 721156b21b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b517da4747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 72b4212777, Class:  1, CF:0.942674, Len: 10, Fitness_tra: -3
Rule 24: 7bbb862441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 24b7132214, Class:  0, CF:0.277898, Len: 10, Fitness_tra: 0
Rule 26: 72241f77b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: b1b453b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 41bbd34417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 744b167222, Class:  0, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 30: b1772612b2, Class:  0, CF:0.996222, Len: 10, Fitness_tra: 0
Rule 31: 441b866111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 27b756b74b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b222297447, Class:  1, CF:0.983889, Len: 10, Fitness_tra: 0
Rule 34: b11416b274, Class:  0, CF:0.90756, Len: 10, Fitness_tra: 0
Rule 35: 412789212b, Class:  1, CF:0.99187, Len: 10, Fitness_tra: 0
Rule 36: 2d14ce2271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b74b83b71b, Class:  1, CF:0.780692, Len: 10, Fitness_tra: 0
Rule 38: 417b8a11b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 172b1a24b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 41741f1217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 7b7253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b472831142, Class:  1, CF:0.849394, Len: 10, Fitness_tra: -2
Rule 43: 79b2ce71bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b7b2164177, Class:  0, CF:0.952472, Len: 10, Fitness_tra: 0
Rule 45: b4271ebb47, Class:  0, CF:0.509078, Len: 10, Fitness_tra: 0
Rule 46: bc7b1ab217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 414471b442, Class:  1, CF:0.993284, Len: 10, Fitness_tra: 0
Rule 48: bb72267b14, Class:  0, CF:0.456567, Len: 10, Fitness_tra: 0
Rule 49: 412b161124, Class:  0, CF:0.999421, Len: 10, Fitness_tra: 0
Rule 50: 74b2c67b74, Class:  1, CF:0.782162, Len: 10, Fitness_tra: 0
Rule 51: b7122ab2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 18b4262214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 41bbd31404, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7b72161244, Class:  0, CF:0.99577, Len: 10, Fitness_tra: 0
Rule 55: b27b834227, Class:  1, CF:0.996012, Len: 10, Fitness_tra: 0
Rule 56: 1b2223447b, Class:  1, CF:0.755009, Len: 10, Fitness_tra: 0
Rule 57: 4d22c112b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 71471a7271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 2dbc11421b, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 60: 41b75a1147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2241c9b777, Class:  1, CF:0.000926209, Len: 10, Fitness_tra: 0
Rule 62: 211b2a24bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 63: 2b2b137422, Class:  1, CF:0.212508, Len: 10, Fitness_tra: 0
Rule 64: 722283b421, Class:  1, CF:0.942788, Len: 10, Fitness_tra: 0
Rule 65: 7824b52227, Class:  1, CF:0.987427, Len: 10, Fitness_tra: 0
Rule 66: b71bc61772, Class:  1, CF:0.704552, Len: 10, Fitness_tra: 0
Rule 67: 2372c372b1, Class:  1, CF:0.942649, Len: 10, Fitness_tra: 0
Rule 68: 4b22c52214, Class:  1, CF:0.997711, Len: 10, Fitness_tra: 0
Rule 69: b74249b74b, Class:  1, CF:0.982469, Len: 10, Fitness_tra: 0
Rule 70: 414281bb1c, Class:  1, CF:0.989655, Len: 10, Fitness_tra: 0
Rule 71: 7cb9ce1b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b51bd57797, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2db419b412, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 7124c177bb, Class:  1, CF:0.982649, Len: 10, Fitness_tra: -2
Rule 75: 71b78e2b27, Class:  1, CF:0.566591, Len: 10, Fitness_tra: 0
Rule 76: b71493bb4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b172ceb222, Class:  1, CF:0.993815, Len: 10, Fitness_tra: 0
Rule 78: 1274c67221, Class:  1, CF:0.831499, Len: 10, Fitness_tra: 0
Rule 79: 74778e72b2, Class:  1, CF:0.944753, Len: 10, Fitness_tra: 0
Rule 80: 2bbb152214, Class:  1, CF:0.998969, Len: 10, Fitness_tra: -232
Rule 81: 2771912bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 41b153474b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4774c614bb, Class:  1, CF:0.366977, Len: 10, Fitness_tra: 0
Rule 84: 41448f7bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 77b2531714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b4272f7727, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 47bb197bb2, Class:  1, CF:0.709009, Len: 10, Fitness_tra: 0
Rule 88: 7b4bcd2422, Class:  1, CF:0.999463, Len: 10, Fitness_tra: 0
Rule 89: 4714912117, Class:  1, CF:0.906805, Len: 10, Fitness_tra: -12
Rule 90: 71b286b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b7b2164177, Class:  0, CF:0.952472, Len:  0, Fitness_tra: 0
Rule 92: 7714164172, Class:  0, CF:0.708761, Len: 10, Fitness_tra: 0
Rule 93: 414e26bc1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 74b7867b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4bb426ab14, Class:  0, CF:0.92342, Len: 10, Fitness_tra: 0
Rule 96: 77b11312bb, Class:  0, CF:0.250354, Len: 10, Fitness_tra: 141
Rule 97: 41b1c911a7, Class:  1, CF:0.847952, Len: 10, Fitness_tra: -2376
Rule 98: b42719bb47, Class:  0, CF:0.568702, Len: 10, Fitness_tra: 0
Rule 99: b41283b152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: bc4b837722, Class:  0, CF:0.554095, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:74.132
------Result------
Miss_rate(tra)	:74.132
Miss_rate(tst)	:74.5887
ARL				:10

------Generation 10------
Rule  1: 7db11112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 292
Rule  2: b412197bbb, Class:  0, CF:0.99968, Len: 10, Fitness_tra: 513
Rule  3: 1c41ce1b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 57
Rule  4: 7414161111, Class:  0, CF:0.781494, Len: 10, Fitness_tra: 94
Rule  5: 1c1213b221, Class:  0, CF:0.708623, Len: 10, Fitness_tra: 4
Rule  6: b1b11374bb, Class:  0, CF:0.261223, Len: 10, Fitness_tra: -1
Rule  7: b87b4571b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 133
Rule  8: 1c12c9b274, Class:  0, CF:0.952566, Len: 10, Fitness_tra: 1
Rule  9: 28171347b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 8
Rule 10: b741261241, Class:  0, CF:0.929939, Len: 10, Fitness_tra: 1
Rule 11: 4d271112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 12: 7bb78e4421, Class:  1, CF:0.999773, Len: 10, Fitness_tra: 2
Rule 13: 2427132772, Class:  0, CF:0.921967, Len: 10, Fitness_tra: 1
Rule 14: 24b2ee114c, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 15: b7bb814241, Class:  1, CF:0.993844, Len: 10, Fitness_tra: -26
Rule 16: 12b12f7141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: b747ceb212, Class:  1, CF:0.982217, Len: 10, Fitness_tra: 1
Rule 18: 72742a7b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 11241a24bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 26bbcd7b74, Class:  1, CF:0.999784, Len: 10, Fitness_tra: 1
Rule 21: 721156b21b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b517da4747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 72b4212777, Class:  1, CF:0.942674, Len: 10, Fitness_tra: -3
Rule 24: 7bbb862441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 24b7132214, Class:  0, CF:0.277898, Len: 10, Fitness_tra: 0
Rule 26: 72241f77b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: b1b453b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 41bbd34417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 744b167222, Class:  0, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 30: b1772612b2, Class:  0, CF:0.996222, Len: 10, Fitness_tra: 0
Rule 31: 441b866111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 27b756b74b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b222297447, Class:  1, CF:0.983889, Len: 10, Fitness_tra: 0
Rule 34: b11416b274, Class:  0, CF:0.90756, Len: 10, Fitness_tra: 0
Rule 35: 412789212b, Class:  1, CF:0.99187, Len: 10, Fitness_tra: 0
Rule 36: 2d14ce2271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b74b83b71b, Class:  1, CF:0.780692, Len: 10, Fitness_tra: 0
Rule 38: 417b8a11b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 172b1a24b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 41741f1217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 7b7253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b472831142, Class:  1, CF:0.849394, Len: 10, Fitness_tra: -2
Rule 43: 79b2ce71bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b7b2164177, Class:  0, CF:0.952472, Len: 10, Fitness_tra: 0
Rule 45: b4271ebb47, Class:  0, CF:0.509078, Len: 10, Fitness_tra: 0
Rule 46: bc7b1ab217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 414471b442, Class:  1, CF:0.993284, Len: 10, Fitness_tra: 0
Rule 48: bb72267b14, Class:  0, CF:0.456567, Len: 10, Fitness_tra: 0
Rule 49: 412b161124, Class:  0, CF:0.999421, Len: 10, Fitness_tra: 0
Rule 50: 74b2c67b74, Class:  1, CF:0.782162, Len: 10, Fitness_tra: 0
Rule 51: b7122ab2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 18b4262214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 41bbd31404, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7b72161244, Class:  0, CF:0.99577, Len: 10, Fitness_tra: 0
Rule 55: b27b834227, Class:  1, CF:0.996012, Len: 10, Fitness_tra: 0
Rule 56: 1b2223447b, Class:  1, CF:0.755009, Len: 10, Fitness_tra: 0
Rule 57: 4d22c112b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 71471a7271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 2dbc11421b, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 60: 41b75a1147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2241c9b777, Class:  1, CF:0.000926209, Len: 10, Fitness_tra: 0
Rule 62: 211b2a24bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 63: 2b2b137422, Class:  1, CF:0.212508, Len: 10, Fitness_tra: 0
Rule 64: 722283b421, Class:  1, CF:0.942788, Len: 10, Fitness_tra: 0
Rule 65: 7824b52227, Class:  1, CF:0.987427, Len: 10, Fitness_tra: 0
Rule 66: b71bc61772, Class:  1, CF:0.704552, Len: 10, Fitness_tra: 0
Rule 67: 2372c372b1, Class:  1, CF:0.942649, Len: 10, Fitness_tra: 0
Rule 68: 4b22c52214, Class:  1, CF:0.997711, Len: 10, Fitness_tra: 0
Rule 69: b74249b74b, Class:  1, CF:0.982469, Len: 10, Fitness_tra: 0
Rule 70: 414281bb1c, Class:  1, CF:0.989655, Len: 10, Fitness_tra: 0
Rule 71: 7cb9ce1b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b51bd57797, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2db419b412, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 7124c177bb, Class:  1, CF:0.982649, Len: 10, Fitness_tra: -2
Rule 75: 71b78e2b27, Class:  1, CF:0.566591, Len: 10, Fitness_tra: 0
Rule 76: b71493bb4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b172ceb222, Class:  1, CF:0.993815, Len: 10, Fitness_tra: 0
Rule 78: 1274c67221, Class:  1, CF:0.831499, Len: 10, Fitness_tra: 0
Rule 79: 74778e72b2, Class:  1, CF:0.944753, Len: 10, Fitness_tra: 0
Rule 80: 2bbb152214, Class:  1, CF:0.998969, Len: 10, Fitness_tra: -232
Rule 81: 2771912bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 41b153474b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4774c614bb, Class:  1, CF:0.366977, Len: 10, Fitness_tra: 0
Rule 84: 41448f7bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 77b2531714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b4272f7727, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 47bb197bb2, Class:  1, CF:0.709009, Len: 10, Fitness_tra: 0
Rule 88: 7b4bcd2422, Class:  1, CF:0.999463, Len: 10, Fitness_tra: 0
Rule 89: 4714912117, Class:  1, CF:0.906805, Len: 10, Fitness_tra: -12
Rule 90: 71b286b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b7b2164177, Class:  0, CF:0.952472, Len:  0, Fitness_tra: 0
Rule 92: 7714164172, Class:  0, CF:0.708761, Len: 10, Fitness_tra: 0
Rule 93: 414e26bc1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 74b7867b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4bb426ab14, Class:  0, CF:0.92342, Len: 10, Fitness_tra: 0
Rule 96: 77b11312bb, Class:  0, CF:0.250354, Len: 10, Fitness_tra: 141
Rule 97: 41b1c911a7, Class:  1, CF:0.847952, Len: 10, Fitness_tra: -2376
Rule 98: b42719bb47, Class:  0, CF:0.568702, Len: 10, Fitness_tra: 0
Rule 99: b41283b152, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: bc4b837722, Class:  0, CF:0.554095, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:74.132
------Result------
Miss_rate(tra)	:74.132
Miss_rate(tst)	:74.5887
ARL				:10

------Generation 20------
Rule  1: 41b27e112b, Class:  0, CF:0.999964, Len: 10, Fitness_tra: 2153
Rule  2: 4212111b47, Class:  0, CF:0.181966, Len: 10, Fitness_tra: 1217
Rule  3: 7db11112b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 246
Rule  4: 11211314bb, Class:  0, CF:0.0885959, Len: 10, Fitness_tra: 7
Rule  5: 1c41ce1b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 101
Rule  6: 7414161111, Class:  0, CF:0.781494, Len: 10, Fitness_tra: 92
Rule  7: 77b11312bb, Class:  0, CF:0.250354, Len: 10, Fitness_tra: 3
Rule  8: 1441314222, Class:  1, CF:0.996842, Len: 10, Fitness_tra: 4
Rule  9: 1c1213b221, Class:  0, CF:0.708623, Len: 10, Fitness_tra: 0
Rule 10: b412197bbb, Class:  0, CF:0.99968, Len: 10, Fitness_tra: 14
Rule 11: 7bb78e4421, Class:  1, CF:0.999773, Len: 10, Fitness_tra: 1
Rule 12: 28171347b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 13: 4d271112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 14: 7db11112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 15: b741261241, Class:  0, CF:0.929939, Len: 10, Fitness_tra: 0
Rule 16: 22411342b1, Class:  0, CF:0.571104, Len: 10, Fitness_tra: 2
Rule 17: 2427132772, Class:  0, CF:0.921967, Len: 10, Fitness_tra: 1
Rule 18: 414471b442, Class:  1, CF:0.993284, Len: 10, Fitness_tra: 0
Rule 19: bc4b837722, Class:  0, CF:0.554095, Len: 10, Fitness_tra: 0
