------Generation 0------
Rule  1: b221cd471b, Class:  1, CF:0.990904, Len: 10, Fitness_tra: 0
Rule 99: 2742ae8242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1b42ca7741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.9036
------Result------
Miss_rate(tra)	:34.9036
Miss_rate(tst)	:34.1865
ARL				:9.9878

------Generation 7------
Rule  1: 1271612117, Class:  0, CF:0.756664, Len: 10, Fitness_tra: 47
Rule  2: 181421bb1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 33
Rule  3: b2111a411b, Class:  0, CF:  1, Len: 10, Fitness_tra: 30
Rule  4: b142de1b4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule  5: 78214eb111, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule  6: b4b181b24b, Class:  1, CF:0.998591, Len: 10, Fitness_tra: 2
Rule  7: b541137bb4, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule  8: 4141114247, Class:  1, CF:0.988032, Len: 10, Fitness_tra: 1
Rule  9: 2241154224, Class:  1, CF:0.998998, Len: 10, Fitness_tra: 1
Rule 10: 14422a7741, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 11: 154b7db71b, Class:  0, CF:0.529717, Len: 10, Fitness_tra: 0
Rule 12: 147213172b, Class:  0, CF:0.608745, Len: 10, Fitness_tra: 0
Rule 13: 412115424b, Class:  1, CF:0.999113, Len: 10, Fitness_tra: 1
Rule 14: 747b314b41, Class:  0, CF:0.326886, Len: 10, Fitness_tra: 0
Rule 15: bb715144b4, Class:  1, CF:0.999888, Len: 10, Fitness_tra: 0
Rule 16: 247743117b, Class:  0, CF:0.0623662, Len: 10, Fitness_tra: 0
Rule 17: b127967742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 27123a4bb7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 422b2e1bb4, Class:  1, CF:0.0199009, Len: 10, Fitness_tra: 0
Rule 20: 4bb7132774, Class:  1, CF:0.324124, Len: 10, Fitness_tra: 0
Rule 21: 24745341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b741837b44, Class:  1, CF:0.801408, Len: 10, Fitness_tra: 0
Rule 23: 277243b242, Class:  0, CF:0.0122358, Len: 10, Fitness_tra: 0
Rule 24: 7cbbc62212, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: b4bb512777, Class:  1, CF:0.989845, Len: 10, Fitness_tra: 0
Rule 26: 2217162427, Class:  0, CF:0.990871, Len: 10, Fitness_tra: 0
Rule 27: 2472194727, Class:  1, CF:0.969431, Len: 10, Fitness_tra: 0
Rule 28: 2124ce7744, Class:  1, CF:0.997737, Len: 10, Fitness_tra: 0
Rule 29: 4d1bc1b272, Class:  1, CF:0.973868, Len: 10, Fitness_tra: 0
Rule 30: 117b234122, Class:  1, CF:0.87577, Len: 10, Fitness_tra: 0
Rule 31: 4a4d1322b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 224211b247, Class:  1, CF:0.997104, Len: 10, Fitness_tra: 0
Rule 33: bcb4292414, Class:  1, CF:0.833563, Len: 10, Fitness_tra: 0
Rule 34: 47718f122b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 72b7c31b72, Class:  1, CF:0.810813, Len: 10, Fitness_tra: 0
Rule 36: b4bb23b271, Class:  0, CF:0.0760444, Len: 10, Fitness_tra: 0
Rule 37: 112283bb77, Class:  1, CF:0.649165, Len: 10, Fitness_tra: 0
Rule 38: b41b167277, Class:  0, CF:0.981673, Len: 10, Fitness_tra: 0
Rule 39: 441421b772, Class:  1, CF:0.942841, Len: 10, Fitness_tra: 0
Rule 40: 2242ceb772, Class:  1, CF:0.932453, Len: 10, Fitness_tra: 0
Rule 41: 47475f2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 48b4c14b11, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 2b171a7277, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 21b286b241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21d2834bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b212cab471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2212167474, Class:  0, CF:0.992036, Len: 10, Fitness_tra: 0
Rule 48: 2277617117, Class:  0, CF:0.732412, Len: 10, Fitness_tra: 0
Rule 49: 7b47ce4bb1, Class:  1, CF:0.653729, Len: 10, Fitness_tra: 0
Rule 50: 74b229b1b2, Class:  1, CF:0.601813, Len: 10, Fitness_tra: 0
Rule 51: 7c14794744, Class:  1, CF:0.931283, Len: 10, Fitness_tra: 0
Rule 52: 22141db174, Class:  1, CF:0.675562, Len: 10, Fitness_tra: 0
Rule 53: 28b1814274, Class:  1, CF:0.98641, Len: 10, Fitness_tra: 0
Rule 54: 447b167174, Class:  0, CF:0.989904, Len: 10, Fitness_tra: 0
Rule 55: 11b1c614b4, Class:  1, CF:0.831932, Len: 10, Fitness_tra: 0
Rule 56: 4212aa2b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 1d7d1324e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 244756272b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2172c3b72c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2e128521b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 61: 77223f1127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 11b2c12b27, Class:  1, CF:0.899721, Len: 10, Fitness_tra: 0
Rule 63: b721362b27, Class:  0, CF:0.993026, Len: 10, Fitness_tra: 0
Rule 64: 15b1c34274, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: b12b1a4244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 77b1df44b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2422132417, Class:  1, CF:0.392262, Len: 10, Fitness_tra: 0
Rule 68: b222c9b7bb, Class:  0, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 69: bb4bce4742, Class:  1, CF:0.999855, Len: 10, Fitness_tra: 0
Rule 70: 1c441f2472, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: b4741f421b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 72718f2447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 411b167b7b, Class:  0, CF:0.86717, Len: 10, Fitness_tra: 0
Rule 74: 4d221324b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 11441a7724, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 7147561bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 74411f741b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 7842812117, Class:  1, CF:0.859917, Len: 10, Fitness_tra: 0
Rule 79: b171137712, Class:  0, CF:0.0511298, Len: 10, Fitness_tra: 0
Rule 80: 717b514474, Class:  1, CF:0.998435, Len: 10, Fitness_tra: 0
Rule 81: bb21114447, Class:  1, CF:0.992083, Len: 10, Fitness_tra: -1
Rule 82: 11bb13414b, Class:  1, CF:0.33778, Len: 10, Fitness_tra: 0
Rule 83: 71218e7b24, Class:  1, CF:0.99876, Len: 10, Fitness_tra: 1
Rule 84: 22445311b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2171137714, Class:  0, CF:0.0673788, Len: 10, Fitness_tra: 2
Rule 86: bb1b2a47bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 14741111bb, Class:  0, CF:0.722248, Len: 10, Fitness_tra: 3053
Rule 88: 7cb183b421, Class:  0, CF:0.447521, Len: 10, Fitness_tra: 0
Rule 89: 1112134b71, Class:  1, CF:0.808566, Len: 10, Fitness_tra: -38
Rule 90: 2bb4291b47, Class:  1, CF:0.990887, Len: 10, Fitness_tra: -83
Rule 91: 34741f421b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 40bbc62272, Class:  1, CF:0.885944, Len:  9, Fitness_tra: 0
Rule 93: 9174134198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1271712117, Class:  1, CF:0.884301, Len: 10, Fitness_tra: -996
Rule 95: 1874231b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 71b2c9b7b2, Class:  1, CF:0.672066, Len: 10, Fitness_tra: 0
Rule 97: 247719472b, Class:  1, CF:0.897148, Len: 10, Fitness_tra: 0
Rule 98: 147243177b, Class:  0, CF:0.114191, Len: 10, Fitness_tra: 0
Rule 99: 2742ae8242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1b42ca7741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.9036
------Result------
Miss_rate(tra)	:34.9036
Miss_rate(tst)	:34.1865
ARL				:9.9878

------Generation 8------
Rule  1: 1271612117, Class:  0, CF:0.756664, Len: 10, Fitness_tra: 47
Rule  2: 181421bb1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 33
Rule  3: b2111a411b, Class:  0, CF:  1, Len: 10, Fitness_tra: 30
Rule  4: b142de1b4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule  5: 78214eb111, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule  6: b4b181b24b, Class:  1, CF:0.998591, Len: 10, Fitness_tra: 2
Rule  7: b541137bb4, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule  8: 4141114247, Class:  1, CF:0.988032, Len: 10, Fitness_tra: 1
Rule  9: 2241154224, Class:  1, CF:0.998998, Len: 10, Fitness_tra: 1
Rule 10: 14422a7741, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 11: 154b7db71b, Class:  0, CF:0.529717, Len: 10, Fitness_tra: 0
Rule 12: 147213172b, Class:  0, CF:0.608745, Len: 10, Fitness_tra: 0
Rule 13: 412115424b, Class:  1, CF:0.999113, Len: 10, Fitness_tra: 1
Rule 14: 747b314b41, Class:  0, CF:0.326886, Len: 10, Fitness_tra: 0
Rule 15: bb715144b4, Class:  1, CF:0.999888, Len: 10, Fitness_tra: 0
Rule 16: 247743117b, Class:  0, CF:0.0623662, Len: 10, Fitness_tra: 0
Rule 17: b127967742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 27123a4bb7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 422b2e1bb4, Class:  1, CF:0.0199009, Len: 10, Fitness_tra: 0
Rule 20: 4bb7132774, Class:  1, CF:0.324124, Len: 10, Fitness_tra: 0
Rule 21: 24745341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b741837b44, Class:  1, CF:0.801408, Len: 10, Fitness_tra: 0
Rule 23: 277243b242, Class:  0, CF:0.0122358, Len: 10, Fitness_tra: 0
Rule 24: 7cbbc62212, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: b4bb512777, Class:  1, CF:0.989845, Len: 10, Fitness_tra: 0
Rule 26: 2217162427, Class:  0, CF:0.990871, Len: 10, Fitness_tra: 0
Rule 27: 2472194727, Class:  1, CF:0.969431, Len: 10, Fitness_tra: 0
Rule 28: 2124ce7744, Class:  1, CF:0.997737, Len: 10, Fitness_tra: 0
Rule 29: 4d1bc1b272, Class:  1, CF:0.973868, Len: 10, Fitness_tra: 0
Rule 30: 117b234122, Class:  1, CF:0.87577, Len: 10, Fitness_tra: 0
Rule 31: 4a4d1322b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 224211b247, Class:  1, CF:0.997104, Len: 10, Fitness_tra: 0
Rule 33: bcb4292414, Class:  1, CF:0.833563, Len: 10, Fitness_tra: 0
Rule 34: 47718f122b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 72b7c31b72, Class:  1, CF:0.810813, Len: 10, Fitness_tra: 0
Rule 36: b4bb23b271, Class:  0, CF:0.0760444, Len: 10, Fitness_tra: 0
Rule 37: 112283bb77, Class:  1, CF:0.649165, Len: 10, Fitness_tra: 0
Rule 38: b41b167277, Class:  0, CF:0.981673, Len: 10, Fitness_tra: 0
Rule 39: 441421b772, Class:  1, CF:0.942841, Len: 10, Fitness_tra: 0
Rule 40: 2242ceb772, Class:  1, CF:0.932453, Len: 10, Fitness_tra: 0
Rule 41: 47475f2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 48b4c14b11, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 2b171a7277, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 21b286b241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21d2834bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b212cab471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2212167474, Class:  0, CF:0.992036, Len: 10, Fitness_tra: 0
Rule 48: 2277617117, Class:  0, CF:0.732412, Len: 10, Fitness_tra: 0
Rule 49: 7b47ce4bb1, Class:  1, CF:0.653729, Len: 10, Fitness_tra: 0
Rule 50: 74b229b1b2, Class:  1, CF:0.601813, Len: 10, Fitness_tra: 0
Rule 51: 7c14794744, Class:  1, CF:0.931283, Len: 10, Fitness_tra: 0
Rule 52: 22141db174, Class:  1, CF:0.675562, Len: 10, Fitness_tra: 0
Rule 53: 28b1814274, Class:  1, CF:0.98641, Len: 10, Fitness_tra: 0
Rule 54: 447b167174, Class:  0, CF:0.989904, Len: 10, Fitness_tra: 0
Rule 55: 11b1c614b4, Class:  1, CF:0.831932, Len: 10, Fitness_tra: 0
Rule 56: 4212aa2b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 1d7d1324e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 244756272b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2172c3b72c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2e128521b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 61: 77223f1127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 11b2c12b27, Class:  1, CF:0.899721, Len: 10, Fitness_tra: 0
Rule 63: b721362b27, Class:  0, CF:0.993026, Len: 10, Fitness_tra: 0
Rule 64: 15b1c34274, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: b12b1a4244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 77b1df44b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2422132417, Class:  1, CF:0.392262, Len: 10, Fitness_tra: 0
Rule 68: b222c9b7bb, Class:  0, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 69: bb4bce4742, Class:  1, CF:0.999855, Len: 10, Fitness_tra: 0
Rule 70: 1c441f2472, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: b4741f421b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 72718f2447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 411b167b7b, Class:  0, CF:0.86717, Len: 10, Fitness_tra: 0
Rule 74: 4d221324b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 11441a7724, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 7147561bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 74411f741b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 7842812117, Class:  1, CF:0.859917, Len: 10, Fitness_tra: 0
Rule 79: b171137712, Class:  0, CF:0.0511298, Len: 10, Fitness_tra: 0
Rule 80: 717b514474, Class:  1, CF:0.998435, Len: 10, Fitness_tra: 0
Rule 81: bb21114447, Class:  1, CF:0.992083, Len: 10, Fitness_tra: -1
Rule 82: 11bb13414b, Class:  1, CF:0.33778, Len: 10, Fitness_tra: 0
Rule 83: 71218e7b24, Class:  1, CF:0.99876, Len: 10, Fitness_tra: 1
Rule 84: 22445311b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2171137714, Class:  0, CF:0.0673788, Len: 10, Fitness_tra: 2
Rule 86: bb1b2a47bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 14741111bb, Class:  0, CF:0.722248, Len: 10, Fitness_tra: 3053
Rule 88: 7cb183b421, Class:  0, CF:0.447521, Len: 10, Fitness_tra: 0
Rule 89: 1112134b71, Class:  1, CF:0.808566, Len: 10, Fitness_tra: -38
Rule 90: 2bb4291b47, Class:  1, CF:0.990887, Len: 10, Fitness_tra: -83
Rule 91: 34741f421b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 40bbc62272, Class:  1, CF:0.885944, Len:  9, Fitness_tra: 0
Rule 93: 9174134198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1271712117, Class:  1, CF:0.884301, Len: 10, Fitness_tra: -996
Rule 95: 1874231b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 71b2c9b7b2, Class:  1, CF:0.672066, Len: 10, Fitness_tra: 0
Rule 97: 247719472b, Class:  1, CF:0.897148, Len: 10, Fitness_tra: 0
Rule 98: 147243177b, Class:  0, CF:0.114191, Len: 10, Fitness_tra: 0
Rule 99: 2742ae8242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1b42ca7741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.9036
------Result------
Miss_rate(tra)	:34.9036
Miss_rate(tst)	:34.1865
ARL				:9.9878

------Generation 9------
Rule  1: 1271612117, Class:  0, CF:0.756664, Len: 10, Fitness_tra: 47
Rule  2: 181421bb1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 33
Rule  3: b2111a411b, Class:  0, CF:  1, Len: 10, Fitness_tra: 30
Rule  4: b142de1b4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule  5: 78214eb111, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule  6: b4b181b24b, Class:  1, CF:0.998591, Len: 10, Fitness_tra: 2
Rule  7: b541137bb4, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule  8: 4141114247, Class:  1, CF:0.988032, Len: 10, Fitness_tra: 1
Rule  9: 2241154224, Class:  1, CF:0.998998, Len: 10, Fitness_tra: 1
Rule 10: 14422a7741, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 11: 154b7db71b, Class:  0, CF:0.529717, Len: 10, Fitness_tra: 0
Rule 12: 147213172b, Class:  0, CF:0.608745, Len: 10, Fitness_tra: 0
Rule 13: 412115424b, Class:  1, CF:0.999113, Len: 10, Fitness_tra: 1
Rule 14: 747b314b41, Class:  0, CF:0.326886, Len: 10, Fitness_tra: 0
Rule 15: bb715144b4, Class:  1, CF:0.999888, Len: 10, Fitness_tra: 0
Rule 16: 247743117b, Class:  0, CF:0.0623662, Len: 10, Fitness_tra: 0
Rule 17: b127967742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 27123a4bb7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 422b2e1bb4, Class:  1, CF:0.0199009, Len: 10, Fitness_tra: 0
Rule 20: 4bb7132774, Class:  1, CF:0.324124, Len: 10, Fitness_tra: 0
Rule 21: 24745341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b741837b44, Class:  1, CF:0.801408, Len: 10, Fitness_tra: 0
Rule 23: 277243b242, Class:  0, CF:0.0122358, Len: 10, Fitness_tra: 0
Rule 24: 7cbbc62212, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: b4bb512777, Class:  1, CF:0.989845, Len: 10, Fitness_tra: 0
Rule 26: 2217162427, Class:  0, CF:0.990871, Len: 10, Fitness_tra: 0
Rule 27: 2472194727, Class:  1, CF:0.969431, Len: 10, Fitness_tra: 0
Rule 28: 2124ce7744, Class:  1, CF:0.997737, Len: 10, Fitness_tra: 0
Rule 29: 4d1bc1b272, Class:  1, CF:0.973868, Len: 10, Fitness_tra: 0
Rule 30: 117b234122, Class:  1, CF:0.87577, Len: 10, Fitness_tra: 0
Rule 31: 4a4d1322b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 224211b247, Class:  1, CF:0.997104, Len: 10, Fitness_tra: 0
Rule 33: bcb4292414, Class:  1, CF:0.833563, Len: 10, Fitness_tra: 0
Rule 34: 47718f122b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 72b7c31b72, Class:  1, CF:0.810813, Len: 10, Fitness_tra: 0
Rule 36: b4bb23b271, Class:  0, CF:0.0760444, Len: 10, Fitness_tra: 0
Rule 37: 112283bb77, Class:  1, CF:0.649165, Len: 10, Fitness_tra: 0
Rule 38: b41b167277, Class:  0, CF:0.981673, Len: 10, Fitness_tra: 0
Rule 39: 441421b772, Class:  1, CF:0.942841, Len: 10, Fitness_tra: 0
Rule 40: 2242ceb772, Class:  1, CF:0.932453, Len: 10, Fitness_tra: 0
Rule 41: 47475f2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 48b4c14b11, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 2b171a7277, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 21b286b241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21d2834bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b212cab471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2212167474, Class:  0, CF:0.992036, Len: 10, Fitness_tra: 0
Rule 48: 2277617117, Class:  0, CF:0.732412, Len: 10, Fitness_tra: 0
Rule 49: 7b47ce4bb1, Class:  1, CF:0.653729, Len: 10, Fitness_tra: 0
Rule 50: 74b229b1b2, Class:  1, CF:0.601813, Len: 10, Fitness_tra: 0
Rule 51: 7c14794744, Class:  1, CF:0.931283, Len: 10, Fitness_tra: 0
Rule 52: 22141db174, Class:  1, CF:0.675562, Len: 10, Fitness_tra: 0
Rule 53: 28b1814274, Class:  1, CF:0.98641, Len: 10, Fitness_tra: 0
Rule 54: 447b167174, Class:  0, CF:0.989904, Len: 10, Fitness_tra: 0
Rule 55: 11b1c614b4, Class:  1, CF:0.831932, Len: 10, Fitness_tra: 0
Rule 56: 4212aa2b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 1d7d1324e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 244756272b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2172c3b72c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2e128521b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 61: 77223f1127, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 11b2c12b27, Class:  1, CF:0.899721, Len: 10, Fitness_tra: 0
Rule 63: b721362b27, Class:  0, CF:0.993026, Len: 10, Fitness_tra: 0
Rule 64: 15b1c34274, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: b12b1a4244, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 77b1df44b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2422132417, Class:  1, CF:0.392262, Len: 10, Fitness_tra: 0
Rule 68: b222c9b7bb, Class:  0, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 69: bb4bce4742, Class:  1, CF:0.999855, Len: 10, Fitness_tra: 0
Rule 70: 1c441f2472, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: b4741f421b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 72718f2447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 411b167b7b, Class:  0, CF:0.86717, Len: 10, Fitness_tra: 0
Rule 74: 4d221324b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 11441a7724, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 7147561bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 74411f741b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 7842812117, Class:  1, CF:0.859917, Len: 10, Fitness_tra: 0
Rule 79: b171137712, Class:  0, CF:0.0511298, Len: 10, Fitness_tra: 0
Rule 80: 717b514474, Class:  1, CF:0.998435, Len: 10, Fitness_tra: 0
Rule 81: bb21114447, Class:  1, CF:0.992083, Len: 10, Fitness_tra: -1
Rule 82: 11bb13414b, Class:  1, CF:0.33778, Len: 10, Fitness_tra: 0
Rule 83: 71218e7b24, Class:  1, CF:0.99876, Len: 10, Fitness_tra: 1
Rule 84: 22445311b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2171137714, Class:  0, CF:0.0673788, Len: 10, Fitness_tra: 2
Rule 86: bb1b2a47bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 14741111bb, Class:  0, CF:0.722248, Len: 10, Fitness_tra: 3053
Rule 88: 7cb183b421, Class:  0, CF:0.447521, Len: 10, Fitness_tra: 0
Rule 89: 1112134b71, Class:  1, CF:0.808566, Len: 10, Fitness_tra: -38
Rule 90: 2bb4291b47, Class:  1, CF:0.990887, Len: 10, Fitness_tra: -83
Rule 91: 34741f421b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 40bbc62272, Class:  1, CF:0.885944, Len:  9, Fitness_tra: 0
Rule 93: 9174134198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1271712117, Class:  1, CF:0.884301, Len: 10, Fitness_tra: -996
Rule 95: 1874231b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 71b2c9b7b2, Class:  1, CF:0.672066, Len: 10, Fitness_tra: 0
Rule 97: 247719472b, Class:  1, CF:0.897148, Len: 10, Fitness_tra: 0
Rule 98: 147243177b, Class:  0, CF:0.114191, Len: 10, Fitness_tra: 0
Rule 99: 2742ae8242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1b42ca7741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.9036
------Result------
Miss_rate(tra)	:34.9036
Miss_rate(tst)	:34.1865
ARL				:9.9878

------Generation 10------
Rule  1: 1271612117, Class:  0, CF:0.756664, Len: 10, Fitness_tra: 47
Rule  2: 181421bb1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 33
Rule  3: b2111a411b, Class:  0, CF:  1, Len: 10, Fitness_tra: 30
Rule  4: b142de1b4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule  5: 78214eb111, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule  6: b4b181b24b, Class:  1, CF:0.998591, Len: 10, Fitness_tra: 2
Rule  7: b541137bb4, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule  8: 4141114247, Class:  1, CF:0.988032, Len: 10, Fitness_tra: 1
Rule  9: 2241154224, Class:  1, CF:0.998998, Len: 10, Fitness_tra: 1
Rule 10: 14422a7741, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
