------Generation 0------
Rule  1: b5122544bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 52: bd2b297b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4514164221, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 717bc67417, Class:  1, CF:0.965826, Len: 10, Fitness_tra: 0
Rule 55: 241726441b, Class:  0, CF:0.702426, Len: 10, Fitness_tra: 0
Rule 56: 472b29774b, Class:  1, CF:0.988524, Len: 10, Fitness_tra: 0
Rule 57: 4b17261724, Class:  0, CF:0.928905, Len: 10, Fitness_tra: 0
Rule 58: 224b1a7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 11bbd67172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 244b162174, Class:  0, CF:0.993858, Len: 10, Fitness_tra: 0
Rule 61: 42bb51b742, Class:  1, CF:0.960249, Len: 10, Fitness_tra: 0
Rule 62: 4bb18a7b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1b27c14224, Class:  1, CF:0.994941, Len: 10, Fitness_tra: 0
Rule 64: 46727a1242, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 1721137444, Class:  0, CF:0.102761, Len: 10, Fitness_tra: 0
Rule 66: 24148377bb, Class:  1, CF:0.504791, Len: 10, Fitness_tra: 0
Rule 67: 784c217b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 71b7864b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b24451271b, Class:  1, CF:0.883698, Len: 10, Fitness_tra: 0
Rule 70: 78b21172b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 741451741b, Class:  1, CF:0.958288, Len: 10, Fitness_tra: -7
Rule 72: 22bb25bb47, Class:  1, CF:0.467357, Len: 10, Fitness_tra: 0
Rule 73: b12b8e4242, Class:  1, CF:0.999489, Len: 10, Fitness_tra: 0
Rule 74: 1812234222, Class:  1, CF:0.969742, Len: 10, Fitness_tra: 0
Rule 75: bbbb664177, Class:  0, CF:0.942804, Len: 10, Fitness_tra: 0
Rule 76: 44b7267274, Class:  0, CF:0.993203, Len: 10, Fitness_tra: 0
Rule 77: 4772c32247, Class:  1, CF:0.818657, Len: 10, Fitness_tra: 0
Rule 78: 1b228a4127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 12b4e62717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 72bb5e7247, Class:  1, CF:0.993518, Len: 10, Fitness_tra: 0
Rule 81: 22b4852422, Class:  1, CF:0.991569, Len: 10, Fitness_tra: 0
Rule 82: 24725a24b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2b4b2e7b41, Class:  1, CF:0.934262, Len: 10, Fitness_tra: -2
Rule 84: 742bc3bb2b, Class:  1, CF:0.693101, Len: 10, Fitness_tra: 0
Rule 85: 1417c37b12, Class:  1, CF:0.828313, Len: 10, Fitness_tra: -22
Rule 86: 42428a441b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 71b1a32bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 2447932242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 441b592b41, Class:  0, CF:0.918048, Len: 10, Fitness_tra: 46
Rule 90: 741221b217, Class:  1, CF:0.9377, Len: 10, Fitness_tra: -418
Rule 91: 724b162274, Class:  0, CF:0.999583, Len: 10, Fitness_tra: 0
Rule 92: b171187247, Class:  1, CF:0.996287, Len: 10, Fitness_tra: -47
Rule 93: c147c14b26, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 22b15a77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1849e74b13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7271167772, Class:  0, CF:0.998396, Len: 10, Fitness_tra: 1
Rule 97: 1721137444, Class:  0, CF:0.102761, Len:  0, Fitness_tra: 0
Rule 98: bc72c31702, Class:  1, CF:0.391707, Len:  9, Fitness_tra: 0
Rule 99: b512c5477b, Class:  0, CF:0.845449, Len: 10, Fitness_tra: 4
Rule100: b271864442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.7513
------Result------
Miss_rate(tra)	:28.7513
Miss_rate(tst)	:26.691
ARL				:9.97403

------Generation 7------
Rule  1: 11b1ce777b, Class:  0, CF:0.999931, Len: 10, Fitness_tra: 1710
Rule  2: 7412a1142b, Class:  0, CF:  1, Len: 10, Fitness_tra: 1145
Rule  3: bc72c111b7, Class:  0, CF:0.527584, Len: 10, Fitness_tra: 203
Rule  4: bd47111b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 180
Rule  5: b117f12414, Class:  0, CF:  1, Len: 10, Fitness_tra: 60
Rule  6: b211137174, Class:  0, CF:0.0354055, Len: 10, Fitness_tra: 22
Rule  7: 141b1f1712, Class:  0, CF:  1, Len: 10, Fitness_tra: 21
Rule  8: 14121a1142, Class:  0, CF:  1, Len: 10, Fitness_tra: 20
Rule  9: a871dcb147, Class:  0, CF:  1, Len: 10, Fitness_tra: 19
Rule 10: 181b2341b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 9
Rule 11: 4b22261117, Class:  0, CF:0.772177, Len: 10, Fitness_tra: 11
Rule 12: 18748e4444, Class:  0, CF:  1, Len: 10, Fitness_tra: 10
Rule 13: b5122544bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 14: 4224134171, Class:  0, CF:0.50858, Len: 10, Fitness_tra: 3
Rule 15: 1d32911b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 16: 21471a4b16, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule 17: 4c172e74b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: b214137174, Class:  0, CF:0.256928, Len: 10, Fitness_tra: 0
Rule 19: 722b112224, Class:  1, CF:0.999555, Len: 10, Fitness_tra: 1
Rule 20: 1814f64411, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 21: 7271137722, Class:  0, CF:0.789677, Len: 10, Fitness_tra: 0
Rule 22: b871a3b144, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 23: 4824117b22, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 24: b17bc8b247, Class:  1, CF:0.995406, Len: 10, Fitness_tra: 0
Rule 25: 71111f4127, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 26: 124b117242, Class:  1, CF:0.996556, Len: 10, Fitness_tra: 1
Rule 27: b1b71a17b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 28: b127ce1b27, Class:  1, CF:0.972665, Len: 10, Fitness_tra: 1
Rule 29: 4b11512242, Class:  1, CF:0.999933, Len: 10, Fitness_tra: 0
Rule 30: 241756b174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1417df24b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 72728fb22b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 73b21e2b7c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 47221a4414, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 72b7857bb7, Class:  1, CF:0.103702, Len: 10, Fitness_tra: 0
Rule 36: 11142f44bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 25411972b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 7272162b74, Class:  0, CF:0.999003, Len: 10, Fitness_tra: 0
Rule 39: 441223271b, Class:  1, CF:0.579998, Len: 10, Fitness_tra: 0
Rule 40: 1eb7261b7d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 72b4137224, Class:  0, CF:0.647777, Len: 10, Fitness_tra: 0
Rule 42: 7bb18ab1b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4144ca2177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 12b4864227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 272bc34b77, Class:  1, CF:0.847293, Len: 10, Fitness_tra: 0
Rule 46: 711b5f4117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21122347bb, Class:  1, CF:0.631649, Len: 10, Fitness_tra: 0
Rule 48: 22241f4b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: bd711e4bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 2422857b07, Class:  1, CF:0.774342, Len:  9, Fitness_tra: 0
Rule 51: b271864442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bd2b297b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4514164221, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 717bc67417, Class:  1, CF:0.965826, Len: 10, Fitness_tra: 0
Rule 55: 241726441b, Class:  0, CF:0.702426, Len: 10, Fitness_tra: 0
Rule 56: 472b29774b, Class:  1, CF:0.988524, Len: 10, Fitness_tra: 0
Rule 57: 4b17261724, Class:  0, CF:0.928905, Len: 10, Fitness_tra: 0
Rule 58: 224b1a7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 11bbd67172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 244b162174, Class:  0, CF:0.993858, Len: 10, Fitness_tra: 0
Rule 61: 42bb51b742, Class:  1, CF:0.960249, Len: 10, Fitness_tra: 0
Rule 62: 4bb18a7b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1b27c14224, Class:  1, CF:0.994941, Len: 10, Fitness_tra: 0
Rule 64: 46727a1242, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 1721137444, Class:  0, CF:0.102761, Len: 10, Fitness_tra: 0
Rule 66: 24148377bb, Class:  1, CF:0.504791, Len: 10, Fitness_tra: 0
Rule 67: 784c217b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 71b7864b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b24451271b, Class:  1, CF:0.883698, Len: 10, Fitness_tra: 0
Rule 70: 78b21172b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 741451741b, Class:  1, CF:0.958288, Len: 10, Fitness_tra: -7
Rule 72: 22bb25bb47, Class:  1, CF:0.467357, Len: 10, Fitness_tra: 0
Rule 73: b12b8e4242, Class:  1, CF:0.999489, Len: 10, Fitness_tra: 0
Rule 74: 1812234222, Class:  1, CF:0.969742, Len: 10, Fitness_tra: 0
Rule 75: bbbb664177, Class:  0, CF:0.942804, Len: 10, Fitness_tra: 0
Rule 76: 44b7267274, Class:  0, CF:0.993203, Len: 10, Fitness_tra: 0
Rule 77: 4772c32247, Class:  1, CF:0.818657, Len: 10, Fitness_tra: 0
Rule 78: 1b228a4127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 12b4e62717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 72bb5e7247, Class:  1, CF:0.993518, Len: 10, Fitness_tra: 0
Rule 81: 22b4852422, Class:  1, CF:0.991569, Len: 10, Fitness_tra: 0
Rule 82: 24725a24b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2b4b2e7b41, Class:  1, CF:0.934262, Len: 10, Fitness_tra: -2
Rule 84: 742bc3bb2b, Class:  1, CF:0.693101, Len: 10, Fitness_tra: 0
Rule 85: 1417c37b12, Class:  1, CF:0.828313, Len: 10, Fitness_tra: -22
Rule 86: 42428a441b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 71b1a32bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 2447932242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 441b592b41, Class:  0, CF:0.918048, Len: 10, Fitness_tra: 46
Rule 90: 741221b217, Class:  1, CF:0.9377, Len: 10, Fitness_tra: -418
Rule 91: 724b162274, Class:  0, CF:0.999583, Len: 10, Fitness_tra: 0
Rule 92: b171187247, Class:  1, CF:0.996287, Len: 10, Fitness_tra: -47
Rule 93: c147c14b26, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 22b15a77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1849e74b13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7271167772, Class:  0, CF:0.998396, Len: 10, Fitness_tra: 1
Rule 97: 1721137444, Class:  0, CF:0.102761, Len:  0, Fitness_tra: 0
Rule 98: bc72c31702, Class:  1, CF:0.391707, Len:  9, Fitness_tra: 0
Rule 99: b512c5477b, Class:  0, CF:0.845449, Len: 10, Fitness_tra: 4
Rule100: b271864442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.7513
------Result------
Miss_rate(tra)	:28.7513
Miss_rate(tst)	:26.691
ARL				:9.97403

------Generation 8------
Rule  1: 11b1ce777b, Class:  0, CF:0.999931, Len: 10, Fitness_tra: 1710
Rule  2: 7412a1142b, Class:  0, CF:  1, Len: 10, Fitness_tra: 1145
Rule  3: bc72c111b7, Class:  0, CF:0.527584, Len: 10, Fitness_tra: 203
Rule  4: bd47111b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 180
Rule  5: b117f12414, Class:  0, CF:  1, Len: 10, Fitness_tra: 60
Rule  6: b211137174, Class:  0, CF:0.0354055, Len: 10, Fitness_tra: 22
Rule  7: 141b1f1712, Class:  0, CF:  1, Len: 10, Fitness_tra: 21
Rule  8: 14121a1142, Class:  0, CF:  1, Len: 10, Fitness_tra: 20
Rule  9: a871dcb147, Class:  0, CF:  1, Len: 10, Fitness_tra: 19
Rule 10: 181b2341b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 9
Rule 11: 4b22261117, Class:  0, CF:0.772177, Len: 10, Fitness_tra: 11
Rule 12: 18748e4444, Class:  0, CF:  1, Len: 10, Fitness_tra: 10
Rule 13: b5122544bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 14: 4224134171, Class:  0, CF:0.50858, Len: 10, Fitness_tra: 3
Rule 15: 1d32911b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 16: 21471a4b16, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule 17: 4c172e74b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: b214137174, Class:  0, CF:0.256928, Len: 10, Fitness_tra: 0
Rule 19: 722b112224, Class:  1, CF:0.999555, Len: 10, Fitness_tra: 1
Rule 20: 1814f64411, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 21: 7271137722, Class:  0, CF:0.789677, Len: 10, Fitness_tra: 0
Rule 22: b871a3b144, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 23: 4824117b22, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 24: b17bc8b247, Class:  1, CF:0.995406, Len: 10, Fitness_tra: 0
Rule 25: 71111f4127, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 26: 124b117242, Class:  1, CF:0.996556, Len: 10, Fitness_tra: 1
Rule 27: b1b71a17b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 28: b127ce1b27, Class:  1, CF:0.972665, Len: 10, Fitness_tra: 1
Rule 29: 4b11512242, Class:  1, CF:0.999933, Len: 10, Fitness_tra: 0
Rule 30: 241756b174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1417df24b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 72728fb22b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 73b21e2b7c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 47221a4414, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 72b7857bb7, Class:  1, CF:0.103702, Len: 10, Fitness_tra: 0
Rule 36: 11142f44bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 25411972b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 7272162b74, Class:  0, CF:0.999003, Len: 10, Fitness_tra: 0
Rule 39: 441223271b, Class:  1, CF:0.579998, Len: 10, Fitness_tra: 0
Rule 40: 1eb7261b7d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 72b4137224, Class:  0, CF:0.647777, Len: 10, Fitness_tra: 0
Rule 42: 7bb18ab1b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4144ca2177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 12b4864227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 272bc34b77, Class:  1, CF:0.847293, Len: 10, Fitness_tra: 0
Rule 46: 711b5f4117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21122347bb, Class:  1, CF:0.631649, Len: 10, Fitness_tra: 0
Rule 48: 22241f4b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: bd711e4bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 2422857b07, Class:  1, CF:0.774342, Len:  9, Fitness_tra: 0
Rule 51: b271864442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bd2b297b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4514164221, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 717bc67417, Class:  1, CF:0.965826, Len: 10, Fitness_tra: 0
Rule 55: 241726441b, Class:  0, CF:0.702426, Len: 10, Fitness_tra: 0
Rule 56: 472b29774b, Class:  1, CF:0.988524, Len: 10, Fitness_tra: 0
Rule 57: 4b17261724, Class:  0, CF:0.928905, Len: 10, Fitness_tra: 0
Rule 58: 224b1a7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 11bbd67172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 244b162174, Class:  0, CF:0.993858, Len: 10, Fitness_tra: 0
Rule 61: 42bb51b742, Class:  1, CF:0.960249, Len: 10, Fitness_tra: 0
Rule 62: 4bb18a7b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1b27c14224, Class:  1, CF:0.994941, Len: 10, Fitness_tra: 0
Rule 64: 46727a1242, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 1721137444, Class:  0, CF:0.102761, Len: 10, Fitness_tra: 0
Rule 66: 24148377bb, Class:  1, CF:0.504791, Len: 10, Fitness_tra: 0
Rule 67: 784c217b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 71b7864b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b24451271b, Class:  1, CF:0.883698, Len: 10, Fitness_tra: 0
Rule 70: 78b21172b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 741451741b, Class:  1, CF:0.958288, Len: 10, Fitness_tra: -7
Rule 72: 22bb25bb47, Class:  1, CF:0.467357, Len: 10, Fitness_tra: 0
Rule 73: b12b8e4242, Class:  1, CF:0.999489, Len: 10, Fitness_tra: 0
Rule 74: 1812234222, Class:  1, CF:0.969742, Len: 10, Fitness_tra: 0
Rule 75: bbbb664177, Class:  0, CF:0.942804, Len: 10, Fitness_tra: 0
Rule 76: 44b7267274, Class:  0, CF:0.993203, Len: 10, Fitness_tra: 0
Rule 77: 4772c32247, Class:  1, CF:0.818657, Len: 10, Fitness_tra: 0
Rule 78: 1b228a4127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 12b4e62717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 72bb5e7247, Class:  1, CF:0.993518, Len: 10, Fitness_tra: 0
Rule 81: 22b4852422, Class:  1, CF:0.991569, Len: 10, Fitness_tra: 0
Rule 82: 24725a24b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2b4b2e7b41, Class:  1, CF:0.934262, Len: 10, Fitness_tra: -2
Rule 84: 742bc3bb2b, Class:  1, CF:0.693101, Len: 10, Fitness_tra: 0
Rule 85: 1417c37b12, Class:  1, CF:0.828313, Len: 10, Fitness_tra: -22
Rule 86: 42428a441b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 71b1a32bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 2447932242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 441b592b41, Class:  0, CF:0.918048, Len: 10, Fitness_tra: 46
Rule 90: 741221b217, Class:  1, CF:0.9377, Len: 10, Fitness_tra: -418
Rule 91: 724b162274, Class:  0, CF:0.999583, Len: 10, Fitness_tra: 0
Rule 92: b171187247, Class:  1, CF:0.996287, Len: 10, Fitness_tra: -47
Rule 93: c147c14b26, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 22b15a77b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1849e74b13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7271167772, Class:  0, CF:0.998396, Len: 10, Fitness_tra: 1
Rule 97: 1721137444, Class:  0, CF:0.102761, Len:  0, Fitness_tra: 0
Rule 98: bc72c31702, Class:  1, CF:0.391707, Len:  9, Fitness_tra: 0
Rule 99: b512c5477b, Class:  0, CF:0.845449, Len: 10, Fitness_tra: 4
Rule100: b271864442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.7513
------Result------
Miss_rate(tra)	:28.7513
Miss_rate(tst)	:26.691
ARL				:9.97403

------Generation 9------
Rule  1: 11b1ce777b, Class:  0, CF:0.999931, Len: 10, Fitness_tra: 1756
Rule  2: 7412a1142b, Class:  0, CF:  1, Len: 10, Fitness_tra: 1156
Rule  3: bc72c111b7, Class:  0, CF:0.527584, Len: 10, Fitness_tra: 204
Rule  4: bd47111b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 154
Rule  5: b117f12414, Class:  0, CF:  1, Len: 10, Fitness_tra: 52
Rule  6: 441b592b41, Class:  0, CF:0.918048, Len: 10, Fitness_tra: 47
Rule  7: b211137174, Class:  0, CF:0.0354055, Len: 10, Fitness_tra: 10
Rule  8: 141b1f1712, Class:  0, CF:  1, Len: 10, Fitness_tra: 21
Rule  9: 14121a1142, Class:  0, CF:  1, Len: 10, Fitness_tra: 20
Rule 10: a871dcb147, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 11: 4b22261117, Class:  0, CF:0.772177, Len: 10, Fitness_tra: 8
Rule 12: 18748e4444, Class:  0, CF:  1, Len: 10, Fitness_tra: 10
Rule 13: 181b2341b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule 14: 1d32911b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 15: 21471a4b16, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 16: b512c5477b, Class:  0, CF:0.845449, Len: 10, Fitness_tra: 0
Rule 17: 4224134171, Class:  0, CF:0.50858, Len: 10, Fitness_tra: 0
Rule 18: b5122544bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 19: 1814f64411, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 20: 7271167772, Class:  0, CF:0.998396, Len: 10, Fitness_tra: 1
Rule 21: b871a3b144, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 22: 4824117b22, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 23: 71111f4127, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 24: 124b117242, Class:  1, CF:0.996556, Len: 10, Fitness_tra: 2
Rule 25: b1b71a17b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 26: b127ce1b27, Class:  1, CF:0.972665, Len: 10, Fitness_tra: 2
Rule 27: 722b112224, Class:  1, CF:0.999555, Len: 10, Fitness_tra: 2
Rule 28: b214137174, Class:  0, CF:0.256928, Len: 10, Fitness_tra: 0
Rule 29: 4b11512242, Class:  1, CF:0.999933, Len: 10, Fitness_tra: 2
Rule 30: 241756b174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1417df24b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 72728fb22b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 73b21e2b7c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 47221a4414, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 72b7857bb7, Class:  1, CF:0.103702, Len: 10, Fitness_tra: 0
Rule 36: 11142f44bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 25411972b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 7272162b74, Class:  0, CF:0.999003, Len: 10, Fitness_tra: 0
Rule 39: 441223271b, Class:  1, CF:0.579998, Len: 10, Fitness_tra: 0
Rule 40: 1eb7261b7d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 72b4137224, Class:  0, CF:0.647777, Len: 10, Fitness_tra: 0
Rule 42: 7bb18ab1b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4144ca2177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 12b4864227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 272bc34b77, Class:  1, CF:0.847293, Len: 10, Fitness_tra: 0
Rule 46: 711b5f4117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21122347bb, Class:  1, CF:0.631649, Len: 10, Fitness_tra: 0
Rule 48: 22241f4b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: bd711e4bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 2422857b07, Class:  1, CF:0.774342, Len:  9, Fitness_tra: 0
Rule 51: b271864442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bd2b297b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4514164221, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 717bc67417, Class:  1, CF:0.965826, Len: 10, Fitness_tra: 0
Rule 55: 241726441b, Class:  0, CF:0.702426, Len: 10, Fitness_tra: 0
Rule 56: 472b29774b, Class:  1, CF:0.988524, Len: 10, Fitness_tra: -1
Rule 57: 4b17261724, Class:  0, CF:0.928905, Len: 10, Fitness_tra: 0
Rule 58: 224b1a7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 11bbd67172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 244b162174, Class:  0, CF:0.993858, Len: 10, Fitness_tra: 0
Rule 61: 42bb51b742, Class:  1, CF:0.960249, Len: 10, Fitness_tra: 0
Rule 62: 4bb18a7b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1b27c14224, Class:  1, CF:0.994941, Len: 10, Fitness_tra: 0
Rule 64: 46727a1242, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 1721137444, Class:  0, CF:0.102761, Len: 10, Fitness_tra: 0
Rule 66: 24148377bb, Class:  1, CF:0.504791, Len: 10, Fitness_tra: 0
