------Generation 0------
Rule  1: b112, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 3640, Class:  2, CF:0.681856, Len:  3, Fitness_tra: 12
Rule  9: 0530, Class:  0, CF:0.507912, Len:  2, Fitness_tra: 10
Rule 10: 3333, Class:  1, CF:0.563732, Len:  4, Fitness_tra: 9
Rule 11: 6105, Class:  2, CF:0.800679, Len:  3, Fitness_tra: 8
Rule 12: 1331, Class:  1, CF:0.294902, Len:  4, Fitness_tra: 7
Rule 13: 5192, Class:  2, CF:0.536015, Len:  4, Fitness_tra: 5
Rule 14: 4314, Class:  1, CF:0.155256, Len:  4, Fitness_tra: 7
Rule 15: 4216, Class:  0, CF:0.799367, Len:  4, Fitness_tra: 6
Rule 16: 3361, Class:  1, CF:0.443334, Len:  4, Fitness_tra: 4
Rule 17: 4766, Class:  0, CF:0.80507, Len:  4, Fitness_tra: 2
Rule 18: 4050, Class:  2, CF:0.080925, Len:  2, Fitness_tra: 8
Rule 19: 3111, Class:  1, CF:0.218709, Len:  4, Fitness_tra: 3
Rule 20: 5506, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 21: 15a3, Class:  0, CF:0.964051, Len:  4, Fitness_tra: 3
Rule 22: 2003, Class:  0, CF:0.409596, Len:  2, Fitness_tra: 7
Rule 23: 6151, Class:  2, CF:0.687539, Len:  4, Fitness_tra: 4
Rule 24: 5004, Class:  0, CF:0.0752615, Len:  2, Fitness_tra: 3
Rule 25: 9531, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 26: 3266, Class:  0, CF:0.405437, Len:  4, Fitness_tra: 1
Rule 27: 1531, Class:  0, CF:0.60603, Len:  4, Fitness_tra: 0
Rule 28: 2161, Class:  0, CF:0.392843, Len:  4, Fitness_tra: 1
Rule 29: 6011, Class:  1, CF:0.125044, Len:  3, Fitness_tra: 5
Rule 30: 5008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1231, Class:  0, CF:0.171967, Len:  4, Fitness_tra: 0
Rule 34: 500d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 3433, Class:  1, CF:0.133678, Len:  4, Fitness_tra: 0
Rule 37: 3500, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1133, Class:  1, CF:0.216368, Len:  4, Fitness_tra: 0
Rule 39: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2250, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0060, Class:  0, CF:0.0131601, Len:  1, Fitness_tra: 1
Rule 42: 5020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0044, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 6000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1136, Class:  1, CF:0.126655, Len:  4, Fitness_tra: 0
Rule 49: 3334, Class:  1, CF:0.116586, Len:  4, Fitness_tra: 0
Rule 50: 4505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1231, Class:  0, CF:0.171967, Len:  4, Fitness_tra: 0
Rule 52: 0200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1a14, Class:  2, CF:0.0660053, Len:  4, Fitness_tra: 0
Rule 54: 5005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5004, Class:  0, CF:0.0752615, Len:  2, Fitness_tra: 0
Rule 56: 3341, Class:  2, CF:0.291297, Len:  4, Fitness_tra: 0
Rule 57: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0004, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0522, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1631, Class:  1, CF:0.251248, Len:  4, Fitness_tra: 0
Rule 63: 0620, Class:  2, CF:0.493683, Len:  2, Fitness_tra: 0
Rule 64: 1133, Class:  1, CF:0.216368, Len:  4, Fitness_tra: 0
Rule 65: 8400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 5000, Class:  0, CF:0.0160448, Len:  1, Fitness_tra: -1
Rule 70: 2135, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0220, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4003, Class:  0, CF:0.143196, Len:  2, Fitness_tra: 0
Rule 78: b112, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0405, Class:  2, CF:0.0105089, Len:  2, Fitness_tra: 2
Rule 81: 0600, Class:  2, CF:0.104104, Len:  1, Fitness_tra: -3
Rule 82: a81a, Class:  0, CF:0.0430662, Len:  4, Fitness_tra: 0
Rule 83: 0405, Class:  2, CF:0.0105089, Len:  0, Fitness_tra: 0
Rule 84: 0500, Class:  0, CF:0.0542067, Len:  1, Fitness_tra: -34
Rule 85: 5300, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0042, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0350, Class:  2, CF:0.602368, Len:  2, Fitness_tra: 21
Rule 90: a000, Class:  2, CF:0.0193342, Len:  1, Fitness_tra: 0
Rule 91: d266, Class:  0, CF:0.996595, Len:  4, Fitness_tra: 2
Rule 92: 0340, Class:  2, CF:0.16423, Len:  2, Fitness_tra: -2
Rule 93: 336d, Class:  2, CF:0.26464, Len:  4, Fitness_tra: 1
Rule 94: 3152, Class:  2, CF:0.975093, Len:  0, Fitness_tra: 0
Rule 95: 8024, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2c61, Class:  0, CF:0.942258, Len:  4, Fitness_tra: 8
Rule 97: 0074, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0a34, Class:  1, CF:0.0726353, Len:  3, Fitness_tra: 0
Rule 99: 5506, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule100: 3253, Class:  1, CF:0.200719, Len:  4, Fitness_tra: 6
------Current------
Miss_rate(tra)	:26.5512
------Result------
Miss_rate(tra)	:26.5512
Miss_rate(tst)	:16
ARL				:3.17857

------Generation 8------
Rule  1: 2203, Class:  0, CF:0.758522, Len:  3, Fitness_tra: 21
Rule  2: 5060, Class:  0, CF:0.640963, Len:  2, Fitness_tra: 16
Rule  3: 0345, Class:  2, CF:0.79604, Len:  3, Fitness_tra: 22
Rule  4: 0350, Class:  2, CF:0.602368, Len:  2, Fitness_tra: 21
Rule  5: 3152, Class:  2, CF:0.975093, Len:  4, Fitness_tra: 16
Rule  6: 3445, Class:  2, CF:0.859318, Len:  4, Fitness_tra: 15
Rule  7: 3640, Class:  2, CF:0.681856, Len:  3, Fitness_tra: 8
Rule  8: 0620, Class:  2, CF:0.493683, Len:  2, Fitness_tra: 7
Rule  9: 0530, Class:  0, CF:0.507912, Len:  2, Fitness_tra: 2
Rule 10: 3333, Class:  1, CF:0.563732, Len:  4, Fitness_tra: 9
Rule 11: 6105, Class:  2, CF:0.800679, Len:  3, Fitness_tra: 6
Rule 12: 2c61, Class:  0, CF:0.942258, Len:  4, Fitness_tra: 7
Rule 13: 4050, Class:  2, CF:0.080925, Len:  2, Fitness_tra: 2
Rule 14: 2431, Class:  0, CF:0.71209, Len:  4, Fitness_tra: 8
Rule 15: 1331, Class:  1, CF:0.294902, Len:  4, Fitness_tra: 3
Rule 16: 4314, Class:  1, CF:0.155256, Len:  4, Fitness_tra: 0
Rule 17: 2003, Class:  0, CF:0.409596, Len:  2, Fitness_tra: 6
Rule 18: 3253, Class:  1, CF:0.200719, Len:  4, Fitness_tra: 5
Rule 19: 4216, Class:  0, CF:0.799367, Len:  4, Fitness_tra: 6
Rule 20: 6011, Class:  1, CF:0.125044, Len:  3, Fitness_tra: -3
Rule 21: 5192, Class:  2, CF:0.536015, Len:  4, Fitness_tra: 4
Rule 22: 3361, Class:  1, CF:0.443334, Len:  4, Fitness_tra: 7
Rule 23: 6151, Class:  2, CF:0.687539, Len:  4, Fitness_tra: 8
Rule 24: 5004, Class:  0, CF:0.0752615, Len:  2, Fitness_tra: 1
Rule 25: 15a3, Class:  0, CF:0.964051, Len:  4, Fitness_tra: 3
Rule 26: 3111, Class:  1, CF:0.218709, Len:  4, Fitness_tra: 1
Rule 27: 5506, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 28: 4766, Class:  0, CF:0.80507, Len:  4, Fitness_tra: 2
Rule 29: d266, Class:  0, CF:0.996595, Len:  4, Fitness_tra: 2
Rule 30: 0405, Class:  2, CF:0.0105089, Len:  2, Fitness_tra: 2
Rule 31: 9531, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 32: 336d, Class:  2, CF:0.26464, Len:  4, Fitness_tra: 0
Rule 33: 0060, Class:  0, CF:0.0131601, Len:  1, Fitness_tra: 0
Rule 34: 2161, Class:  0, CF:0.392843, Len:  4, Fitness_tra: 0
Rule 35: 3266, Class:  0, CF:0.405437, Len:  4, Fitness_tra: 1
Rule 36: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3500, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1133, Class:  1, CF:0.216368, Len:  4, Fitness_tra: 0
Rule 39: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2250, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1231, Class:  0, CF:0.171967, Len:  4, Fitness_tra: 0
Rule 42: 5020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0044, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 6000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1136, Class:  1, CF:0.126655, Len:  4, Fitness_tra: 0
Rule 49: 3334, Class:  1, CF:0.116586, Len:  4, Fitness_tra: 0
Rule 50: 4505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1231, Class:  0, CF:0.171967, Len:  4, Fitness_tra: 0
Rule 52: 0200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1a14, Class:  2, CF:0.0660053, Len:  4, Fitness_tra: 0
Rule 54: 5005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5004, Class:  0, CF:0.0752615, Len:  2, Fitness_tra: 0
Rule 56: 3341, Class:  2, CF:0.291297, Len:  4, Fitness_tra: 0
Rule 57: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0004, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0522, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1631, Class:  1, CF:0.251248, Len:  4, Fitness_tra: 0
Rule 63: 0620, Class:  2, CF:0.493683, Len:  2, Fitness_tra: 0
Rule 64: 1133, Class:  1, CF:0.216368, Len:  4, Fitness_tra: 0
Rule 65: 8400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2135, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0220, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4003, Class:  0, CF:0.143196, Len:  2, Fitness_tra: 0
Rule 78: b112, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1531, Class:  0, CF:0.60603, Len:  4, Fitness_tra: 0
Rule 81: 2530, Class:  0, CF:0.902647, Len:  3, Fitness_tra: 19
Rule 82: 3403, Class:  1, CF:0.140268, Len:  3, Fitness_tra: 4
Rule 83: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1398, Class:  2, CF:0.994958, Len:  4, Fitness_tra: 1
Rule 85: 4331, Class:  1, CF:0.0765339, Len:  4, Fitness_tra: 0
Rule 86: 0080, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b164, Class:  1, CF:0.281653, Len:  4, Fitness_tra: 3
Rule 88: 5000, Class:  0, CF:0.0160448, Len:  1, Fitness_tra: -4
Rule 89: 060c, Class:  2, CF:0.282445, Len:  2, Fitness_tra: 0
Rule 90: 0502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2251, Class:  0, CF:0.300223, Len:  4, Fitness_tra: 0
Rule 92: 6102, Class:  2, CF:0.533989, Len:  3, Fitness_tra: 0
Rule 93: 25c0, Class:  0, CF:0.715857, Len:  3, Fitness_tra: 9
Rule 94: 1537, Class:  0, CF:0.672284, Len:  4, Fitness_tra: 0
Rule 95: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 15e4, Class:  2, CF:0.328386, Len:  4, Fitness_tra: 6
Rule 97: 2161, Class:  0, CF:0.392843, Len:  0, Fitness_tra: 0
Rule 98: 2163, Class:  0, CF:0.665403, Len:  4, Fitness_tra: 5
Rule 99: 4153, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9202, Class:  0, CF:0.00277216, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.1183
------Result------
Miss_rate(tra)	:26.1183
Miss_rate(tst)	:13.6
ARL				:3.33871

------Generation 9------
Rule  1: 2203, Class:  0, CF:0.758522, Len:  3, Fitness_tra: 21
Rule  2: 5060, Class:  0, CF:0.640963, Len:  2, Fitness_tra: 16
Rule  3: 0345, Class:  2, CF:0.79604, Len:  3, Fitness_tra: 22
Rule  4: 0350, Class:  2, CF:0.602368, Len:  2, Fitness_tra: 21
Rule  5: 3152, Class:  2, CF:0.975093, Len:  4, Fitness_tra: 16
Rule  6: 3445, Class:  2, CF:0.859318, Len:  4, Fitness_tra: 15
Rule  7: 3640, Class:  2, CF:0.681856, Len:  3, Fitness_tra: 8
Rule  8: 0620, Class:  2, CF:0.493683, Len:  2, Fitness_tra: 7
Rule  9: 0530, Class:  0, CF:0.507912, Len:  2, Fitness_tra: 2
Rule 10: 3333, Class:  1, CF:0.563732, Len:  4, Fitness_tra: 9
Rule 11: 6105, Class:  2, CF:0.800679, Len:  3, Fitness_tra: 6
Rule 12: 2c61, Class:  0, CF:0.942258, Len:  4, Fitness_tra: 7
Rule 13: 4050, Class:  2, CF:0.080925, Len:  2, Fitness_tra: 2
Rule 14: 2431, Class:  0, CF:0.71209, Len:  4, Fitness_tra: 8
Rule 15: 1331, Class:  1, CF:0.294902, Len:  4, Fitness_tra: 3
Rule 16: 4314, Class:  1, CF:0.155256, Len:  4, Fitness_tra: 0
Rule 17: 2003, Class:  0, CF:0.409596, Len:  2, Fitness_tra: 6
Rule 18: 3253, Class:  1, CF:0.200719, Len:  4, Fitness_tra: 5
Rule 19: 4216, Class:  0, CF:0.799367, Len:  4, Fitness_tra: 6
Rule 20: 6011, Class:  1, CF:0.125044, Len:  3, Fitness_tra: -3
Rule 21: 5192, Class:  2, CF:0.536015, Len:  4, Fitness_tra: 4
Rule 22: 3361, Class:  1, CF:0.443334, Len:  4, Fitness_tra: 7
Rule 23: 6151, Class:  2, CF:0.687539, Len:  4, Fitness_tra: 8
Rule 24: 5004, Class:  0, CF:0.0752615, Len:  2, Fitness_tra: 1
Rule 25: 15a3, Class:  0, CF:0.964051, Len:  4, Fitness_tra: 3
Rule 26: 3111, Class:  1, CF:0.218709, Len:  4, Fitness_tra: 1
Rule 27: 5506, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 28: 4766, Class:  0, CF:0.80507, Len:  4, Fitness_tra: 2
Rule 29: d266, Class:  0, CF:0.996595, Len:  4, Fitness_tra: 2
Rule 30: 0405, Class:  2, CF:0.0105089, Len:  2, Fitness_tra: 2
Rule 31: 9531, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 32: 336d, Class:  2, CF:0.26464, Len:  4, Fitness_tra: 0
Rule 33: 0060, Class:  0, CF:0.0131601, Len:  1, Fitness_tra: 0
Rule 34: 2161, Class:  0, CF:0.392843, Len:  4, Fitness_tra: 0
Rule 35: 3266, Class:  0, CF:0.405437, Len:  4, Fitness_tra: 1
Rule 36: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3500, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1133, Class:  1, CF:0.216368, Len:  4, Fitness_tra: 0
Rule 39: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2250, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1231, Class:  0, CF:0.171967, Len:  4, Fitness_tra: 0
Rule 42: 5020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0044, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 6000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1136, Class:  1, CF:0.126655, Len:  4, Fitness_tra: 0
Rule 49: 3334, Class:  1, CF:0.116586, Len:  4, Fitness_tra: 0
Rule 50: 4505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1231, Class:  0, CF:0.171967, Len:  4, Fitness_tra: 0
Rule 52: 0200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1a14, Class:  2, CF:0.0660053, Len:  4, Fitness_tra: 0
Rule 54: 5005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5004, Class:  0, CF:0.0752615, Len:  2, Fitness_tra: 0
Rule 56: 3341, Class:  2, CF:0.291297, Len:  4, Fitness_tra: 0
Rule 57: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0004, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0522, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1631, Class:  1, CF:0.251248, Len:  4, Fitness_tra: 0
Rule 63: 0620, Class:  2, CF:0.493683, Len:  2, Fitness_tra: 0
Rule 64: 1133, Class:  1, CF:0.216368, Len:  4, Fitness_tra: 0
Rule 65: 8400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2135, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0220, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4003, Class:  0, CF:0.143196, Len:  2, Fitness_tra: 0
Rule 78: b112, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1531, Class:  0, CF:0.60603, Len:  4, Fitness_tra: 0
Rule 81: 2530, Class:  0, CF:0.902647, Len:  3, Fitness_tra: 19
Rule 82: 3403, Class:  1, CF:0.140268, Len:  3, Fitness_tra: 4
Rule 83: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1398, Class:  2, CF:0.994958, Len:  4, Fitness_tra: 1
Rule 85: 4331, Class:  1, CF:0.0765339, Len:  4, Fitness_tra: 0
Rule 86: 0080, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b164, Class:  1, CF:0.281653, Len:  4, Fitness_tra: 3
Rule 88: 5000, Class:  0, CF:0.0160448, Len:  1, Fitness_tra: -4
Rule 89: 060c, Class:  2, CF:0.282445, Len:  2, Fitness_tra: 0
Rule 90: 0502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2251, Class:  0, CF:0.300223, Len:  4, Fitness_tra: 0
Rule 92: 6102, Class:  2, CF:0.533989, Len:  3, Fitness_tra: 0
Rule 93: 25c0, Class:  0, CF:0.715857, Len:  3, Fitness_tra: 9
Rule 94: 1537, Class:  0, CF:0.672284, Len:  4, Fitness_tra: 0
Rule 95: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 15e4, Class:  2, CF:0.328386, Len:  4, Fitness_tra: 6
Rule 97: 2161, Class:  0, CF:0.392843, Len:  0, Fitness_tra: 0
Rule 98: 2163, Class:  0, CF:0.665403, Len:  4, Fitness_tra: 5
Rule 99: 4153, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9202, Class:  0, CF:0.00277216, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.1183
------Result------
Miss_rate(tra)	:26.1183
Miss_rate(tst)	:13.6
ARL				:3.33871

------Generation 10------
Rule  1: 2203, Class:  0, CF:0.758522, Len:  3, Fitness_tra: 21
Rule  2: 5060, Class:  0, CF:0.640963, Len:  2, Fitness_tra: 16
Rule  3: 0345, Class:  2, CF:0.79604, Len:  3, Fitness_tra: 22
Rule  4: 0350, Class:  2, CF:0.602368, Len:  2, Fitness_tra: 21
Rule  5: 3152, Class:  2, CF:0.975093, Len:  4, Fitness_tra: 16
Rule  6: 3445, Class:  2, CF:0.859318, Len:  4, Fitness_tra: 15
Rule  7: 3640, Class:  2, CF:0.681856, Len:  3, Fitness_tra: 8
Rule  8: 0620, Class:  2, CF:0.493683, Len:  2, Fitness_tra: 7
Rule  9: 0530, Class:  0, CF:0.507912, Len:  2, Fitness_tra: 2
Rule 10: 3333, Class:  1, CF:0.563732, Len:  4, Fitness_tra: 9
Rule 11: 6105, Class:  2, CF:0.800679, Len:  3, Fitness_tra: 6
Rule 12: 2c61, Class:  0, CF:0.942258, Len:  4, Fitness_tra: 7
Rule 13: 4050, Class:  2, CF:0.080925, Len:  2, Fitness_tra: 2
Rule 14: 2431, Class:  0, CF:0.71209, Len:  4, Fitness_tra: 8
Rule 15: 1331, Class:  1, CF:0.294902, Len:  4, Fitness_tra: 3
Rule 16: 4314, Class:  1, CF:0.155256, Len:  4, Fitness_tra: 0
Rule 17: 2003, Class:  0, CF:0.409596, Len:  2, Fitness_tra: 6
Rule 18: 3253, Class:  1, CF:0.200719, Len:  4, Fitness_tra: 5
Rule 19: 4216, Class:  0, CF:0.799367, Len:  4, Fitness_tra: 6
Rule 20: 6011, Class:  1, CF:0.125044, Len:  3, Fitness_tra: -3
Rule 21: 5192, Class:  2, CF:0.536015, Len:  4, Fitness_tra: 4
Rule 22: 3361, Class:  1, CF:0.443334, Len:  4, Fitness_tra: 7
Rule 23: 6151, Class:  2, CF:0.687539, Len:  4, Fitness_tra: 8
Rule 24: 5004, Class:  0, CF:0.0752615, Len:  2, Fitness_tra: 1
Rule 25: 15a3, Class:  0, CF:0.964051, Len:  4, Fitness_tra: 3
Rule 26: 3111, Class:  1, CF:0.218709, Len:  4, Fitness_tra: 1
Rule 27: 5506, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 28: 4766, Class:  0, CF:0.80507, Len:  4, Fitness_tra: 2
Rule 29: d266, Class:  0, CF:0.996595, Len:  4, Fitness_tra: 2
Rule 30: 0405, Class:  2, CF:0.0105089, Len:  2, Fitness_tra: 2
Rule 31: 9531, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 32: 336d, Class:  2, CF:0.26464, Len:  4, Fitness_tra: 0
Rule 33: 0060, Class:  0, CF:0.0131601, Len:  1, Fitness_tra: 0
Rule 34: 2161, Class:  0, CF:0.392843, Len:  4, Fitness_tra: 0
Rule 35: 3266, Class:  0, CF:0.405437, Len:  4, Fitness_tra: 1
Rule 36: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3500, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1133, Class:  1, CF:0.216368, Len:  4, Fitness_tra: 0
Rule 39: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2250, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1231, Class:  0, CF:0.171967, Len:  4, Fitness_tra: 0
Rule 42: 5020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0044, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 6000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0205, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
