------Generation 0------
Rule  1: 1412f6bb42, Class:  1, CF:0.994063, Len: 10, Fitness_tra: 0
Rule 90: 41212a21b4, Class:  1, CF:0.999939, Len: 10, Fitness_tra: 0
Rule 91: 1510d0b010, Class:  1, CF:0.992299, Len:  6, Fitness_tra: 26
Rule 92: 010000b742, Class:  1, CF:0.906095, Len:  5, Fitness_tra: -45
Rule 93: 4271228747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 11445e22b2, Class:  1, CF:0.482122, Len: 10, Fitness_tra: 0
Rule 95: 00000b00c0, Class:  1, CF:0.996435, Len:  2, Fitness_tra: 4
Rule 96: 4b028e1471, Class:  1, CF:0.80289, Len:  9, Fitness_tra: -1
Rule 97: d82b862bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2411852eb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b2b62e1714, Class:  1, CF:0.877773, Len: 10, Fitness_tra: -65
Rule100: 22b485b1b4, Class:  1, CF:0.613753, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.4752
------Result------
Miss_rate(tra)	:15.4752
Miss_rate(tst)	:17.7007
ARL				:9.62319

------Generation 8------
Rule  1: 2121222171, Class:  1, CF:0.920694, Len: 10, Fitness_tra: 35
Rule  2: 00000008c0, Class:  1, CF:  1, Len:  2, Fitness_tra: 7
Rule  3: 41b1717bb4, Class:  1, CF:0.932317, Len: 10, Fitness_tra: 0
Rule  4: b1b1a1211b, Class:  1, CF:0.993124, Len: 10, Fitness_tra: -6
Rule  5: 7122111b74, Class:  1, CF:0.967582, Len: 10, Fitness_tra: 0
Rule  6: b471194b12, Class:  1, CF:0.877717, Len: 10, Fitness_tra: 0
Rule  7: 1412f6bb42, Class:  1, CF:0.994063, Len: 10, Fitness_tra: 0
Rule  8: 4271d62bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 4512891b72, Class:  1, CF:0.192906, Len: 10, Fitness_tra: 0
Rule 11: 4b11892171, Class:  1, CF:0.894365, Len: 10, Fitness_tra: -156
Rule 12: bb4bd17471, Class:  1, CF:0.98001, Len: 10, Fitness_tra: 0
Rule 13: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 72248fb412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 7bbbd11244, Class:  1, CF:0.998723, Len: 10, Fitness_tra: 0
Rule 16: b1b719b121, Class:  1, CF:0.732385, Len: 10, Fitness_tra: 0
Rule 17: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 42241f7b17, Class:  1, CF:0.999721, Len: 10, Fitness_tra: 0
Rule 19: 221b511721, Class:  1, CF:0.871756, Len: 10, Fitness_tra: 0
Rule 20: 2b41cab244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b8b41e1774, Class:  0, CF:0.654059, Len: 10, Fitness_tra: 0
Rule 22: 211b5a2472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 47141fbb77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 71b48612b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: bb4bc6227b, Class:  0, CF:0.340913, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 24b12542b2, Class:  1, CF:0.926519, Len: 10, Fitness_tra: 0
Rule 30: b1bb817177, Class:  1, CF:0.838784, Len: 10, Fitness_tra: 0
Rule 31: b4418e2b14, Class:  1, CF:0.791221, Len: 10, Fitness_tra: 0
Rule 32: b114d62277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 414213b474, Class:  1, CF:0.992843, Len: 10, Fitness_tra: 0
Rule 34: bbb25322b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2744c17771, Class:  1, CF:0.508982, Len: 10, Fitness_tra: 0
Rule 36: 21412e147b, Class:  1, CF:0.981379, Len: 10, Fitness_tra: 0
Rule 37: 7471132247, Class:  1, CF:0.99544, Len: 10, Fitness_tra: 1
Rule 38: 4112ce2242, Class:  1, CF:0.909825, Len: 10, Fitness_tra: 0
Rule 39: b2b4d1172b, Class:  1, CF:0.846728, Len: 10, Fitness_tra: 0
Rule 40: b24181774b, Class:  1, CF:0.931133, Len: 10, Fitness_tra: 0
Rule 41: 2144132724, Class:  1, CF:0.992858, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1174131b47, Class:  1, CF:0.946235, Len: 10, Fitness_tra: -82
Rule 44: 4b148541b4, Class:  1, CF:0.457767, Len: 10, Fitness_tra: 0
Rule 45: 4227214717, Class:  1, CF:0.849052, Len: 10, Fitness_tra: 0
Rule 46: 4b77da1b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 42471a7211, Class:  1, CF:0.99425, Len: 10, Fitness_tra: 0
Rule 48: bbb4c322b2, Class:  1, CF:0.267386, Len: 10, Fitness_tra: 0
Rule 49: 7474834127, Class:  0, CF:0.692853, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b41b197bb1, Class:  1, CF:0.318318, Len: 10, Fitness_tra: 0
Rule 52: 71721db742, Class:  1, CF:0.938891, Len: 10, Fitness_tra: 0
Rule 53: 442b161b2b, Class:  1, CF:0.997123, Len: 10, Fitness_tra: 1
Rule 54: b172232bbb, Class:  1, CF:0.966337, Len: 10, Fitness_tra: 0
Rule 55: 4bb2851471, Class:  1, CF:0.970369, Len: 10, Fitness_tra: 0
Rule 56: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1c41c57422, Class:  1, CF:0.836694, Len: 10, Fitness_tra: 0
Rule 58: 7b27d12117, Class:  1, CF:0.952758, Len: 10, Fitness_tra: 0
Rule 59: b7148a4412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 447b197744, Class:  1, CF:0.81414, Len: 10, Fitness_tra: 0
Rule 62: 71b1862224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4b1b5a12b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 14b7834447, Class:  0, CF:0.860414, Len: 10, Fitness_tra: 0
Rule 65: 7b728a2711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 114b164bb7, Class:  1, CF:0.998967, Len: 10, Fitness_tra: 0
Rule 67: b472531417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2a78884112, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 1b1b117412, Class:  1, CF:0.426507, Len: 10, Fitness_tra: 10
Rule 70: 4277191b41, Class:  0, CF:0.0185412, Len: 10, Fitness_tra: 0
Rule 71: 4247cf14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 221b5abb47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 151723b41b, Class:  1, CF:0.987591, Len: 10, Fitness_tra: 13
Rule 74: 71421e27b7, Class:  1, CF:0.122164, Len: 10, Fitness_tra: 0
Rule 75: 124456b272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 22b1114121, Class:  1, CF:0.959377, Len: 10, Fitness_tra: 5
Rule 78: 4741812b22, Class:  1, CF:0.924652, Len: 10, Fitness_tra: 0
Rule 79: 7427c1bb12, Class:  1, CF:0.167583, Len: 10, Fitness_tra: 0
Rule 80: 114488bb24, Class:  1, CF:0.467626, Len: 10, Fitness_tra: 0
Rule 81: b42b1e17b2, Class:  0, CF:0.464819, Len: 10, Fitness_tra: 0
Rule 82: 1211c5b772, Class:  1, CF:0.344611, Len: 10, Fitness_tra: 3
Rule 83: 414b814bbb, Class:  1, CF:0.456448, Len: 10, Fitness_tra: 0
Rule 84: 4142832422, Class:  0, CF:0.685775, Len: 10, Fitness_tra: 0
Rule 85: 22b2131b21, Class:  1, CF:0.973786, Len: 10, Fitness_tra: 0
Rule 86: 2744197b17, Class:  0, CF:0.0767381, Len: 10, Fitness_tra: 0
Rule 87: 114b2d1111, Class:  0, CF:0.457326, Len: 10, Fitness_tra: 3725
Rule 88: b424c6171b, Class:  0, CF:0.519494, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 41212a21b4, Class:  1, CF:0.999939, Len: 10, Fitness_tra: 0
Rule 91: 1510d0b010, Class:  1, CF:0.992299, Len:  6, Fitness_tra: 26
Rule 92: 010000b742, Class:  1, CF:0.906095, Len:  5, Fitness_tra: -45
Rule 93: 4271228747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 11445e22b2, Class:  1, CF:0.482122, Len: 10, Fitness_tra: 0
Rule 95: 00000b00c0, Class:  1, CF:0.996435, Len:  2, Fitness_tra: 4
Rule 96: 4b028e1471, Class:  1, CF:0.80289, Len:  9, Fitness_tra: -1
Rule 97: d82b862bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2411852eb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b2b62e1714, Class:  1, CF:0.877773, Len: 10, Fitness_tra: -65
Rule100: 22b485b1b4, Class:  1, CF:0.613753, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.4752
------Result------
Miss_rate(tra)	:15.4752
Miss_rate(tst)	:17.7007
ARL				:9.62319

------Generation 9------
Rule  1: 2121222171, Class:  1, CF:0.920694, Len: 10, Fitness_tra: 35
Rule  2: 00000008c0, Class:  1, CF:  1, Len:  2, Fitness_tra: 7
Rule  3: 41b1717bb4, Class:  1, CF:0.932317, Len: 10, Fitness_tra: 0
Rule  4: b1b1a1211b, Class:  1, CF:0.993124, Len: 10, Fitness_tra: -6
Rule  5: 7122111b74, Class:  1, CF:0.967582, Len: 10, Fitness_tra: 0
Rule  6: b471194b12, Class:  1, CF:0.877717, Len: 10, Fitness_tra: 0
Rule  7: 1412f6bb42, Class:  1, CF:0.994063, Len: 10, Fitness_tra: 0
Rule  8: 4271d62bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 4512891b72, Class:  1, CF:0.192906, Len: 10, Fitness_tra: 0
Rule 11: 4b11892171, Class:  1, CF:0.894365, Len: 10, Fitness_tra: -156
Rule 12: bb4bd17471, Class:  1, CF:0.98001, Len: 10, Fitness_tra: 0
Rule 13: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 72248fb412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 7bbbd11244, Class:  1, CF:0.998723, Len: 10, Fitness_tra: 0
Rule 16: b1b719b121, Class:  1, CF:0.732385, Len: 10, Fitness_tra: 0
Rule 17: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 42241f7b17, Class:  1, CF:0.999721, Len: 10, Fitness_tra: 0
Rule 19: 221b511721, Class:  1, CF:0.871756, Len: 10, Fitness_tra: 0
Rule 20: 2b41cab244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b8b41e1774, Class:  0, CF:0.654059, Len: 10, Fitness_tra: 0
Rule 22: 211b5a2472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 47141fbb77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 71b48612b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: bb4bc6227b, Class:  0, CF:0.340913, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 24b12542b2, Class:  1, CF:0.926519, Len: 10, Fitness_tra: 0
Rule 30: b1bb817177, Class:  1, CF:0.838784, Len: 10, Fitness_tra: 0
Rule 31: b4418e2b14, Class:  1, CF:0.791221, Len: 10, Fitness_tra: 0
Rule 32: b114d62277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 414213b474, Class:  1, CF:0.992843, Len: 10, Fitness_tra: 0
Rule 34: bbb25322b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2744c17771, Class:  1, CF:0.508982, Len: 10, Fitness_tra: 0
Rule 36: 21412e147b, Class:  1, CF:0.981379, Len: 10, Fitness_tra: 0
Rule 37: 7471132247, Class:  1, CF:0.99544, Len: 10, Fitness_tra: 1
Rule 38: 4112ce2242, Class:  1, CF:0.909825, Len: 10, Fitness_tra: 0
Rule 39: b2b4d1172b, Class:  1, CF:0.846728, Len: 10, Fitness_tra: 0
Rule 40: b24181774b, Class:  1, CF:0.931133, Len: 10, Fitness_tra: 0
Rule 41: 2144132724, Class:  1, CF:0.992858, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1174131b47, Class:  1, CF:0.946235, Len: 10, Fitness_tra: -82
Rule 44: 4b148541b4, Class:  1, CF:0.457767, Len: 10, Fitness_tra: 0
Rule 45: 4227214717, Class:  1, CF:0.849052, Len: 10, Fitness_tra: 0
Rule 46: 4b77da1b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 42471a7211, Class:  1, CF:0.99425, Len: 10, Fitness_tra: 0
Rule 48: bbb4c322b2, Class:  1, CF:0.267386, Len: 10, Fitness_tra: 0
Rule 49: 7474834127, Class:  0, CF:0.692853, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b41b197bb1, Class:  1, CF:0.318318, Len: 10, Fitness_tra: 0
Rule 52: 71721db742, Class:  1, CF:0.938891, Len: 10, Fitness_tra: 0
Rule 53: 442b161b2b, Class:  1, CF:0.997123, Len: 10, Fitness_tra: 1
Rule 54: b172232bbb, Class:  1, CF:0.966337, Len: 10, Fitness_tra: 0
Rule 55: 4bb2851471, Class:  1, CF:0.970369, Len: 10, Fitness_tra: 0
Rule 56: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1c41c57422, Class:  1, CF:0.836694, Len: 10, Fitness_tra: 0
Rule 58: 7b27d12117, Class:  1, CF:0.952758, Len: 10, Fitness_tra: 0
Rule 59: b7148a4412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 447b197744, Class:  1, CF:0.81414, Len: 10, Fitness_tra: 0
Rule 62: 71b1862224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4b1b5a12b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 14b7834447, Class:  0, CF:0.860414, Len: 10, Fitness_tra: 0
Rule 65: 7b728a2711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 114b164bb7, Class:  1, CF:0.998967, Len: 10, Fitness_tra: 0
Rule 67: b472531417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2a78884112, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 1b1b117412, Class:  1, CF:0.426507, Len: 10, Fitness_tra: 10
Rule 70: 4277191b41, Class:  0, CF:0.0185412, Len: 10, Fitness_tra: 0
Rule 71: 4247cf14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 221b5abb47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 151723b41b, Class:  1, CF:0.987591, Len: 10, Fitness_tra: 13
Rule 74: 71421e27b7, Class:  1, CF:0.122164, Len: 10, Fitness_tra: 0
Rule 75: 124456b272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 22b1114121, Class:  1, CF:0.959377, Len: 10, Fitness_tra: 5
Rule 78: 4741812b22, Class:  1, CF:0.924652, Len: 10, Fitness_tra: 0
Rule 79: 7427c1bb12, Class:  1, CF:0.167583, Len: 10, Fitness_tra: 0
Rule 80: 114488bb24, Class:  1, CF:0.467626, Len: 10, Fitness_tra: 0
Rule 81: b42b1e17b2, Class:  0, CF:0.464819, Len: 10, Fitness_tra: 0
Rule 82: 1211c5b772, Class:  1, CF:0.344611, Len: 10, Fitness_tra: 3
Rule 83: 414b814bbb, Class:  1, CF:0.456448, Len: 10, Fitness_tra: 0
Rule 84: 4142832422, Class:  0, CF:0.685775, Len: 10, Fitness_tra: 0
Rule 85: 22b2131b21, Class:  1, CF:0.973786, Len: 10, Fitness_tra: 0
Rule 86: 2744197b17, Class:  0, CF:0.0767381, Len: 10, Fitness_tra: 0
Rule 87: 114b2d1111, Class:  0, CF:0.457326, Len: 10, Fitness_tra: 3725
Rule 88: b424c6171b, Class:  0, CF:0.519494, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 41212a21b4, Class:  1, CF:0.999939, Len: 10, Fitness_tra: 0
Rule 91: 1510d0b010, Class:  1, CF:0.992299, Len:  6, Fitness_tra: 26
Rule 92: 010000b742, Class:  1, CF:0.906095, Len:  5, Fitness_tra: -45
Rule 93: 4271228747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 11445e22b2, Class:  1, CF:0.482122, Len: 10, Fitness_tra: 0
Rule 95: 00000b00c0, Class:  1, CF:0.996435, Len:  2, Fitness_tra: 4
Rule 96: 4b028e1471, Class:  1, CF:0.80289, Len:  9, Fitness_tra: -1
Rule 97: d82b862bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2411852eb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b2b62e1714, Class:  1, CF:0.877773, Len: 10, Fitness_tra: -65
Rule100: 22b485b1b4, Class:  1, CF:0.613753, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.4752
------Result------
Miss_rate(tra)	:15.4752
Miss_rate(tst)	:17.7007
ARL				:9.62319

------Generation 10------
Rule  1: 2121222171, Class:  1, CF:0.920694, Len: 10, Fitness_tra: 35
Rule  2: 00000008c0, Class:  1, CF:  1, Len:  2, Fitness_tra: 7
Rule  3: 41b1717bb4, Class:  1, CF:0.932317, Len: 10, Fitness_tra: 0
Rule  4: b1b1a1211b, Class:  1, CF:0.993124, Len: 10, Fitness_tra: -6
Rule  5: 7122111b74, Class:  1, CF:0.967582, Len: 10, Fitness_tra: 0
Rule  6: b471194b12, Class:  1, CF:0.877717, Len: 10, Fitness_tra: 0
Rule  7: 1412f6bb42, Class:  1, CF:0.994063, Len: 10, Fitness_tra: 0
Rule  8: 4271d62bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 4512891b72, Class:  1, CF:0.192906, Len: 10, Fitness_tra: 0
Rule 11: 4b11892171, Class:  1, CF:0.894365, Len: 10, Fitness_tra: -156
Rule 12: bb4bd17471, Class:  1, CF:0.98001, Len: 10, Fitness_tra: 0
Rule 13: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 72248fb412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 7bbbd11244, Class:  1, CF:0.998723, Len: 10, Fitness_tra: 0
Rule 16: b1b719b121, Class:  1, CF:0.732385, Len: 10, Fitness_tra: 0
Rule 17: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 42241f7b17, Class:  1, CF:0.999721, Len: 10, Fitness_tra: 0
Rule 19: 221b511721, Class:  1, CF:0.871756, Len: 10, Fitness_tra: 0
Rule 20: 2b41cab244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b8b41e1774, Class:  0, CF:0.654059, Len: 10, Fitness_tra: 0
Rule 22: 211b5a2472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 47141fbb77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 71b48612b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: bb4bc6227b, Class:  0, CF:0.340913, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 24b12542b2, Class:  1, CF:0.926519, Len: 10, Fitness_tra: 0
Rule 30: b1bb817177, Class:  1, CF:0.838784, Len: 10, Fitness_tra: 0
Rule 31: b4418e2b14, Class:  1, CF:0.791221, Len: 10, Fitness_tra: 0
Rule 32: b114d62277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 414213b474, Class:  1, CF:0.992843, Len: 10, Fitness_tra: 0
Rule 34: bbb25322b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2744c17771, Class:  1, CF:0.508982, Len: 10, Fitness_tra: 0
Rule 36: 21412e147b, Class:  1, CF:0.981379, Len: 10, Fitness_tra: 0
Rule 37: 7471132247, Class:  1, CF:0.99544, Len: 10, Fitness_tra: 1
Rule 38: 4112ce2242, Class:  1, CF:0.909825, Len: 10, Fitness_tra: 0
Rule 39: b2b4d1172b, Class:  1, CF:0.846728, Len: 10, Fitness_tra: 0
Rule 40: b24181774b, Class:  1, CF:0.931133, Len: 10, Fitness_tra: 0
Rule 41: 2144132724, Class:  1, CF:0.992858, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1174131b47, Class:  1, CF:0.946235, Len: 10, Fitness_tra: -82
Rule 44: 4b148541b4, Class:  1, CF:0.457767, Len: 10, Fitness_tra: 0
Rule 45: 4227214717, Class:  1, CF:0.849052, Len: 10, Fitness_tra: 0
Rule 46: 4b77da1b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 42471a7211, Class:  1, CF:0.99425, Len: 10, Fitness_tra: 0
Rule 48: bbb4c322b2, Class:  1, CF:0.267386, Len: 10, Fitness_tra: 0
Rule 49: 7474834127, Class:  0, CF:0.692853, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b41b197bb1, Class:  1, CF:0.318318, Len: 10, Fitness_tra: 0
Rule 52: 71721db742, Class:  1, CF:0.938891, Len: 10, Fitness_tra: 0
Rule 53: 442b161b2b, Class:  1, CF:0.997123, Len: 10, Fitness_tra: 1
Rule 54: b172232bbb, Class:  1, CF:0.966337, Len: 10, Fitness_tra: 0
Rule 55: 4bb2851471, Class:  1, CF:0.970369, Len: 10, Fitness_tra: 0
Rule 56: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1c41c57422, Class:  1, CF:0.836694, Len: 10, Fitness_tra: 0
Rule 58: 7b27d12117, Class:  1, CF:0.952758, Len: 10, Fitness_tra: 0
Rule 59: b7148a4412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 447b197744, Class:  1, CF:0.81414, Len: 10, Fitness_tra: 0
Rule 62: 71b1862224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4b1b5a12b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 14b7834447, Class:  0, CF:0.860414, Len: 10, Fitness_tra: 0
Rule 65: 7b728a2711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 114b164bb7, Class:  1, CF:0.998967, Len: 10, Fitness_tra: 0
Rule 67: b472531417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2a78884112, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 1b1b117412, Class:  1, CF:0.426507, Len: 10, Fitness_tra: 10
Rule 70: 4277191b41, Class:  0, CF:0.0185412, Len: 10, Fitness_tra: 0
Rule 71: 4247cf14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 221b5abb47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 151723b41b, Class:  1, CF:0.987591, Len: 10, Fitness_tra: 13
Rule 74: 71421e27b7, Class:  1, CF:0.122164, Len: 10, Fitness_tra: 0
Rule 75: 124456b272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 22b1114121, Class:  1, CF:0.959377, Len: 10, Fitness_tra: 5
Rule 78: 4741812b22, Class:  1, CF:0.924652, Len: 10, Fitness_tra: 0
Rule 79: 7427c1bb12, Class:  1, CF:0.167583, Len: 10, Fitness_tra: 0
Rule 80: 114488bb24, Class:  1, CF:0.467626, Len: 10, Fitness_tra: 0
Rule 81: b42b1e17b2, Class:  0, CF:0.464819, Len: 10, Fitness_tra: 0
Rule 82: 1211c5b772, Class:  1, CF:0.344611, Len: 10, Fitness_tra: 3
Rule 83: 414b814bbb, Class:  1, CF:0.456448, Len: 10, Fitness_tra: 0
Rule 84: 4142832422, Class:  0, CF:0.685775, Len: 10, Fitness_tra: 0
Rule 85: 22b2131b21, Class:  1, CF:0.973786, Len: 10, Fitness_tra: 0
Rule 86: 2744197b17, Class:  0, CF:0.0767381, Len: 10, Fitness_tra: 0
Rule 87: 114b2d1111, Class:  0, CF:0.457326, Len: 10, Fitness_tra: 3725
Rule 88: b424c6171b, Class:  0, CF:0.519494, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 41212a21b4, Class:  1, CF:0.999939, Len: 10, Fitness_tra: 0
Rule 91: 1510d0b010, Class:  1, CF:0.992299, Len:  6, Fitness_tra: 26
Rule 92: 010000b742, Class:  1, CF:0.906095, Len:  5, Fitness_tra: -45
Rule 93: 4271228747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 11445e22b2, Class:  1, CF:0.482122, Len: 10, Fitness_tra: 0
Rule 95: 00000b00c0, Class:  1, CF:0.996435, Len:  2, Fitness_tra: 4
Rule 96: 4b028e1471, Class:  1, CF:0.80289, Len:  9, Fitness_tra: -1
Rule 97: d82b862bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2411852eb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b2b62e1714, Class:  1, CF:0.877773, Len: 10, Fitness_tra: -65
Rule100: 22b485b1b4, Class:  1, CF:0.613753, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.4752
------Result------
Miss_rate(tra)	:15.4752
Miss_rate(tst)	:17.7007
ARL				:9.62319

------Generation 20------
