------Generation 0------
Rule  1: 222b161171, Class:  1, CF:0.995944, Len: 10, Fitness_tra: -6
Rule 30: b14b8912b7, Class:  1, CF:0.313116, Len: 10, Fitness_tra: 0
Rule 31: bf7115714b, Class:  1, CF:0.906899, Len: 10, Fitness_tra: 0
Rule 32: 11bb3f2742, Class:  1, CF:0.998955, Len: 10, Fitness_tra: 0
Rule 33: 4d1b594747, Class:  1, CF:0.626487, Len: 10, Fitness_tra: 0
Rule 34: 7772117417, Class:  1, CF:0.939381, Len: 10, Fitness_tra: 0
Rule 35: b14bca1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 44115d44b2, Class:  1, CF:0.900414, Len: 10, Fitness_tra: 0
Rule 37: 72b2112b71, Class:  1, CF:0.945873, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 712283474b, Class:  0, CF:0.986143, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 287113bb27, Class:  1, CF:0.993709, Len: 10, Fitness_tra: 0
Rule 43: b242c14747, Class:  1, CF:0.738526, Len: 10, Fitness_tra: 0
Rule 44: 1222514b42, Class:  1, CF:0.876883, Len: 10, Fitness_tra: 0
Rule 45: 211b6372bb, Class:  1, CF:0.994198, Len: 10, Fitness_tra: 0
Rule 46: 222483b42b, Class:  1, CF:0.687636, Len: 10, Fitness_tra: 0
Rule 47: 71bbce4727, Class:  1, CF:0.82933, Len: 10, Fitness_tra: 0
Rule 48: b24411772b, Class:  1, CF:0.953675, Len: 10, Fitness_tra: 0
Rule 49: 217bdfbb1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b4b1162277, Class:  1, CF:0.999822, Len: 10, Fitness_tra: 0
Rule 51: 47b28142b7, Class:  1, CF:0.742109, Len: 10, Fitness_tra: 0
Rule 52: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 717283414b, Class:  0, CF:0.90617, Len: 10, Fitness_tra: 0
Rule 54: 2bb2164172, Class:  1, CF:0.999867, Len: 10, Fitness_tra: 0
Rule 55: 2111c9b2b4, Class:  1, CF:0.425841, Len: 10, Fitness_tra: 0
Rule 56: 2422c97744, Class:  1, CF:0.829113, Len: 10, Fitness_tra: 0
Rule 57: 2222deb4b7, Class:  1, CF:0.908803, Len: 10, Fitness_tra: 0
Rule 58: b242c3b212, Class:  1, CF:0.993566, Len: 10, Fitness_tra: 0
Rule 59: 4224837472, Class:  0, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 60: 4c27114121, Class:  1, CF:0.949684, Len: 10, Fitness_tra: 0
Rule 61: 4221832424, Class:  1, CF:0.893291, Len: 10, Fitness_tra: 0
Rule 62: 7b27517b27, Class:  1, CF:0.916722, Len: 10, Fitness_tra: 0
Rule 63: 74b2534714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 44172eb2b2, Class:  1, CF:0.321183, Len: 10, Fitness_tra: 0
Rule 65: 7212d174b7, Class:  1, CF:0.85886, Len: 10, Fitness_tra: 0
Rule 66: 47722a4717, Class:  1, CF:0.999913, Len: 10, Fitness_tra: 0
Rule 67: b4428a44b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 73b45d41b7, Class:  1, CF:0.889919, Len: 10, Fitness_tra: 0
Rule 69: 2122817224, Class:  1, CF:0.968608, Len: 10, Fitness_tra: 0
Rule 70: 2b248f7b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b4b2267414, Class:  1, CF:0.999638, Len: 10, Fitness_tra: 0
Rule 72: 4c71292177, Class:  1, CF:0.20958, Len: 10, Fitness_tra: 0
Rule 73: 1d742eb2b4, Class:  1, CF:0.587222, Len: 10, Fitness_tra: 0
Rule 74: 12b24e7b1b, Class:  1, CF:0.314791, Len: 10, Fitness_tra: 0
Rule 75: b572c14121, Class:  1, CF:0.931651, Len: 10, Fitness_tra: 0
Rule 76: 27b7917271, Class:  1, CF:0.978965, Len: 10, Fitness_tra: 0
Rule 77: b144457b7b, Class:  1, CF:0.593954, Len: 10, Fitness_tra: 0
Rule 78: 217b5f424b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 722149741b, Class:  1, CF:0.879124, Len: 10, Fitness_tra: 0
Rule 80: 1247d1b44b, Class:  1, CF:0.911892, Len: 10, Fitness_tra: 0
Rule 81: 747181717b, Class:  1, CF:0.850486, Len: 10, Fitness_tra: 0
Rule 82: 1bb78a2b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 421426b41b, Class:  1, CF:0.998177, Len: 10, Fitness_tra: 0
Rule 84: 447719bb11, Class:  1, CF:0.312352, Len: 10, Fitness_tra: 0
Rule 85: b7bbc34174, Class:  0, CF:0.910609, Len: 10, Fitness_tra: 0
Rule 86: 4b145f4741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7b2721bb14, Class:  1, CF:0.841146, Len: 10, Fitness_tra: 0
Rule 88: 2227232114, Class:  1, CF:0.98202, Len: 10, Fitness_tra: 0
Rule 89: 14415e7b24, Class:  1, CF:0.15224, Len: 10, Fitness_tra: 0
Rule 90: 21b7231121, Class:  1, CF:0.949531, Len: 10, Fitness_tra: -10
Rule 91: b77c234517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b241c14747, Class:  1, CF:0.879326, Len: 10, Fitness_tra: 0
Rule 93: b147ce12b2, Class:  0, CF:0.209507, Len: 10, Fitness_tra: 0
Rule 94: b22b29441b, Class:  1, CF:0.741197, Len: 10, Fitness_tra: 0
Rule 95: 2422897d44, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: b222d1b4b2, Class:  1, CF:0.887248, Len: 10, Fitness_tra: 0
Rule 97: 0220557011, Class:  1, CF:0.906702, Len:  7, Fitness_tra: 81
Rule 98: 1277232711, Class:  1, CF:0.972255, Len:  0, Fitness_tra: 0
Rule 99: 1417137142, Class:  1, CF:0.904506, Len: 10, Fitness_tra: -13
Rule100: 21411e1227, Class:  1, CF:0.995697, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.54315
------Result------
Miss_rate(tra)	:9.54315
Miss_rate(tst)	:8.95795
ARL				:9.82558

------Generation 8------
Rule  1: 0000080004, Class:  0, CF:0.40241, Len:  2, Fitness_tra: 3803
Rule  2: 01b4094007, Class:  1, CF:0.33877, Len:  6, Fitness_tra: -48
Rule  3: 722b232b42, Class:  1, CF:0.990845, Len: 10, Fitness_tra: 1
Rule  4: 1527232172, Class:  1, CF:0.985109, Len: 10, Fitness_tra: 0
Rule  5: 411bce4141, Class:  0, CF:0.440109, Len: 10, Fitness_tra: 130
Rule  6: 1277232711, Class:  1, CF:0.972255, Len: 10, Fitness_tra: 5
Rule  7: 4227517111, Class:  1, CF:0.947758, Len: 10, Fitness_tra: 0
Rule  8: 7b4b2911b1, Class:  0, CF:0.236754, Len: 10, Fitness_tra: 65
Rule  9: 47148e1b4b, Class:  0, CF:0.760835, Len: 10, Fitness_tra: 0
Rule 10: 227b192471, Class:  1, CF:0.962319, Len: 10, Fitness_tra: 1
Rule 11: bb741314bb, Class:  1, CF:0.997021, Len: 10, Fitness_tra: 3
Rule 12: 712b131474, Class:  1, CF:0.996098, Len: 10, Fitness_tra: 6
Rule 13: 71b72e2121, Class:  1, CF:0.846428, Len: 10, Fitness_tra: 17
Rule 14: b71113b277, Class:  1, CF:0.993629, Len: 10, Fitness_tra: 4
Rule 15: 1bbb59b142, Class:  1, CF:0.823576, Len: 10, Fitness_tra: 0
Rule 16: 21471d4422, Class:  1, CF:0.959693, Len: 10, Fitness_tra: 0
Rule 17: be71214412, Class:  1, CF:0.995679, Len: 10, Fitness_tra: 0
Rule 18: 4177c31b72, Class:  0, CF:0.977866, Len: 10, Fitness_tra: 0
Rule 19: 187b8ebbb4, Class:  1, CF:0.402287, Len: 10, Fitness_tra: 0
Rule 20: 11b4f141b7, Class:  1, CF:0.889582, Len: 10, Fitness_tra: 0
Rule 21: 1242c11b17, Class:  0, CF:0.102381, Len: 10, Fitness_tra: 0
Rule 22: 137715b172, Class:  1, CF:0.582855, Len: 10, Fitness_tra: 0
Rule 23: 1224831471, Class:  0, CF:0.553134, Len: 10, Fitness_tra: 0
Rule 24: 42b42a21b2, Class:  1, CF:0.999318, Len: 10, Fitness_tra: 0
Rule 25: b42b2e41b2, Class:  1, CF:0.22941, Len: 10, Fitness_tra: 0
Rule 26: bb7b837441, Class:  0, CF:0.78375, Len: 10, Fitness_tra: 0
Rule 27: b42b234172, Class:  1, CF:0.975119, Len: 10, Fitness_tra: 0
Rule 28: 1b71114772, Class:  1, CF:0.974736, Len: 10, Fitness_tra: 0
Rule 29: 1242134222, Class:  1, CF:0.99907, Len: 10, Fitness_tra: 0
Rule 30: b14b8912b7, Class:  1, CF:0.313116, Len: 10, Fitness_tra: 0
Rule 31: bf7115714b, Class:  1, CF:0.906899, Len: 10, Fitness_tra: 0
Rule 32: 11bb3f2742, Class:  1, CF:0.998955, Len: 10, Fitness_tra: 0
Rule 33: 4d1b594747, Class:  1, CF:0.626487, Len: 10, Fitness_tra: 0
Rule 34: 7772117417, Class:  1, CF:0.939381, Len: 10, Fitness_tra: 0
Rule 35: b14bca1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 44115d44b2, Class:  1, CF:0.900414, Len: 10, Fitness_tra: 0
Rule 37: 72b2112b71, Class:  1, CF:0.945873, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 712283474b, Class:  0, CF:0.986143, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 287113bb27, Class:  1, CF:0.993709, Len: 10, Fitness_tra: 0
Rule 43: b242c14747, Class:  1, CF:0.738526, Len: 10, Fitness_tra: 0
Rule 44: 1222514b42, Class:  1, CF:0.876883, Len: 10, Fitness_tra: 0
Rule 45: 211b6372bb, Class:  1, CF:0.994198, Len: 10, Fitness_tra: 0
Rule 46: 222483b42b, Class:  1, CF:0.687636, Len: 10, Fitness_tra: 0
Rule 47: 71bbce4727, Class:  1, CF:0.82933, Len: 10, Fitness_tra: 0
Rule 48: b24411772b, Class:  1, CF:0.953675, Len: 10, Fitness_tra: 0
Rule 49: 217bdfbb1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b4b1162277, Class:  1, CF:0.999822, Len: 10, Fitness_tra: 0
Rule 51: 47b28142b7, Class:  1, CF:0.742109, Len: 10, Fitness_tra: 0
Rule 52: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 717283414b, Class:  0, CF:0.90617, Len: 10, Fitness_tra: 0
Rule 54: 2bb2164172, Class:  1, CF:0.999867, Len: 10, Fitness_tra: 0
Rule 55: 2111c9b2b4, Class:  1, CF:0.425841, Len: 10, Fitness_tra: 0
Rule 56: 2422c97744, Class:  1, CF:0.829113, Len: 10, Fitness_tra: 0
Rule 57: 2222deb4b7, Class:  1, CF:0.908803, Len: 10, Fitness_tra: 0
Rule 58: b242c3b212, Class:  1, CF:0.993566, Len: 10, Fitness_tra: 0
Rule 59: 4224837472, Class:  0, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 60: 4c27114121, Class:  1, CF:0.949684, Len: 10, Fitness_tra: 0
Rule 61: 4221832424, Class:  1, CF:0.893291, Len: 10, Fitness_tra: 0
Rule 62: 7b27517b27, Class:  1, CF:0.916722, Len: 10, Fitness_tra: 0
Rule 63: 74b2534714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 44172eb2b2, Class:  1, CF:0.321183, Len: 10, Fitness_tra: 0
Rule 65: 7212d174b7, Class:  1, CF:0.85886, Len: 10, Fitness_tra: 0
Rule 66: 47722a4717, Class:  1, CF:0.999913, Len: 10, Fitness_tra: 0
Rule 67: b4428a44b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 73b45d41b7, Class:  1, CF:0.889919, Len: 10, Fitness_tra: 0
Rule 69: 2122817224, Class:  1, CF:0.968608, Len: 10, Fitness_tra: 0
Rule 70: 2b248f7b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b4b2267414, Class:  1, CF:0.999638, Len: 10, Fitness_tra: 0
Rule 72: 4c71292177, Class:  1, CF:0.20958, Len: 10, Fitness_tra: 0
Rule 73: 1d742eb2b4, Class:  1, CF:0.587222, Len: 10, Fitness_tra: 0
Rule 74: 12b24e7b1b, Class:  1, CF:0.314791, Len: 10, Fitness_tra: 0
Rule 75: b572c14121, Class:  1, CF:0.931651, Len: 10, Fitness_tra: 0
Rule 76: 27b7917271, Class:  1, CF:0.978965, Len: 10, Fitness_tra: 0
Rule 77: b144457b7b, Class:  1, CF:0.593954, Len: 10, Fitness_tra: 0
Rule 78: 217b5f424b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 722149741b, Class:  1, CF:0.879124, Len: 10, Fitness_tra: 0
Rule 80: 1247d1b44b, Class:  1, CF:0.911892, Len: 10, Fitness_tra: 0
Rule 81: 747181717b, Class:  1, CF:0.850486, Len: 10, Fitness_tra: 0
Rule 82: 1bb78a2b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 421426b41b, Class:  1, CF:0.998177, Len: 10, Fitness_tra: 0
Rule 84: 447719bb11, Class:  1, CF:0.312352, Len: 10, Fitness_tra: 0
Rule 85: b7bbc34174, Class:  0, CF:0.910609, Len: 10, Fitness_tra: 0
Rule 86: 4b145f4741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7b2721bb14, Class:  1, CF:0.841146, Len: 10, Fitness_tra: 0
Rule 88: 2227232114, Class:  1, CF:0.98202, Len: 10, Fitness_tra: 0
Rule 89: 14415e7b24, Class:  1, CF:0.15224, Len: 10, Fitness_tra: 0
Rule 90: 21b7231121, Class:  1, CF:0.949531, Len: 10, Fitness_tra: -10
Rule 91: b77c234517, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b241c14747, Class:  1, CF:0.879326, Len: 10, Fitness_tra: 0
Rule 93: b147ce12b2, Class:  0, CF:0.209507, Len: 10, Fitness_tra: 0
Rule 94: b22b29441b, Class:  1, CF:0.741197, Len: 10, Fitness_tra: 0
Rule 95: 2422897d44, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: b222d1b4b2, Class:  1, CF:0.887248, Len: 10, Fitness_tra: 0
Rule 97: 0220557011, Class:  1, CF:0.906702, Len:  7, Fitness_tra: 81
Rule 98: 1277232711, Class:  1, CF:0.972255, Len:  0, Fitness_tra: 0
Rule 99: 1417137142, Class:  1, CF:0.904506, Len: 10, Fitness_tra: -13
Rule100: 21411e1227, Class:  1, CF:0.995697, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.54315
------Result------
Miss_rate(tra)	:9.54315
Miss_rate(tst)	:8.95795
ARL				:9.82558

------Generation 9------
Rule  1: 0000080004, Class:  0, CF:0.40241, Len:  2, Fitness_tra: 3699
Rule  2: 411bce4141, Class:  0, CF:0.440109, Len: 10, Fitness_tra: 1
Rule  3: 0220557011, Class:  1, CF:0.906702, Len:  7, Fitness_tra: 101
Rule  4: 7b4b2911b1, Class:  0, CF:0.236754, Len: 10, Fitness_tra: 2
Rule  5: 71b72e2121, Class:  1, CF:0.846428, Len: 10, Fitness_tra: 17
Rule  6: 712b131474, Class:  1, CF:0.996098, Len: 10, Fitness_tra: 0
Rule  7: 1277232711, Class:  1, CF:0.972255, Len: 10, Fitness_tra: 0
Rule  8: b71113b277, Class:  1, CF:0.993629, Len: 10, Fitness_tra: 0
Rule  9: bb741314bb, Class:  1, CF:0.997021, Len: 10, Fitness_tra: 0
Rule 10: 722b232b42, Class:  1, CF:0.990845, Len: 10, Fitness_tra: 0
Rule 11: 227b192471, Class:  1, CF:0.962319, Len: 10, Fitness_tra: 1
Rule 12: 21411e1227, Class:  1, CF:0.995697, Len: 10, Fitness_tra: 0
Rule 13: 4227517111, Class:  1, CF:0.947758, Len: 10, Fitness_tra: 0
Rule 14: 1527232172, Class:  1, CF:0.985109, Len: 10, Fitness_tra: 0
Rule 15: 1bbb59b142, Class:  1, CF:0.823576, Len: 10, Fitness_tra: 0
Rule 16: 21471d4422, Class:  1, CF:0.959693, Len: 10, Fitness_tra: 0
Rule 17: be71214412, Class:  1, CF:0.995679, Len: 10, Fitness_tra: 0
Rule 18: 4177c31b72, Class:  0, CF:0.977866, Len: 10, Fitness_tra: 0
Rule 19: 187b8ebbb4, Class:  1, CF:0.402287, Len: 10, Fitness_tra: 0
Rule 20: 11b4f141b7, Class:  1, CF:0.889582, Len: 10, Fitness_tra: 0
Rule 21: 1242c11b17, Class:  0, CF:0.102381, Len: 10, Fitness_tra: 0
Rule 22: 137715b172, Class:  1, CF:0.582855, Len: 10, Fitness_tra: -16
Rule 23: 1224831471, Class:  0, CF:0.553134, Len: 10, Fitness_tra: 0
Rule 24: 42b42a21b2, Class:  1, CF:0.999318, Len: 10, Fitness_tra: 0
Rule 25: b42b2e41b2, Class:  1, CF:0.22941, Len: 10, Fitness_tra: 0
Rule 26: bb7b837441, Class:  0, CF:0.78375, Len: 10, Fitness_tra: 0
Rule 27: b42b234172, Class:  1, CF:0.975119, Len: 10, Fitness_tra: 0
Rule 28: 1b71114772, Class:  1, CF:0.974736, Len: 10, Fitness_tra: 0
Rule 29: 1242134222, Class:  1, CF:0.99907, Len: 10, Fitness_tra: 0
Rule 30: b14b8912b7, Class:  1, CF:0.313116, Len: 10, Fitness_tra: 0
Rule 31: bf7115714b, Class:  1, CF:0.906899, Len: 10, Fitness_tra: 0
Rule 32: 11bb3f2742, Class:  1, CF:0.998955, Len: 10, Fitness_tra: 0
Rule 33: 4d1b594747, Class:  1, CF:0.626487, Len: 10, Fitness_tra: 0
Rule 34: 7772117417, Class:  1, CF:0.939381, Len: 10, Fitness_tra: 0
Rule 35: b14bca1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 44115d44b2, Class:  1, CF:0.900414, Len: 10, Fitness_tra: 0
Rule 37: 72b2112b71, Class:  1, CF:0.945873, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 712283474b, Class:  0, CF:0.986143, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 287113bb27, Class:  1, CF:0.993709, Len: 10, Fitness_tra: 0
Rule 43: b242c14747, Class:  1, CF:0.738526, Len: 10, Fitness_tra: 0
Rule 44: 1222514b42, Class:  1, CF:0.876883, Len: 10, Fitness_tra: 0
Rule 45: 211b6372bb, Class:  1, CF:0.994198, Len: 10, Fitness_tra: 0
Rule 46: 222483b42b, Class:  1, CF:0.687636, Len: 10, Fitness_tra: 0
Rule 47: 71bbce4727, Class:  1, CF:0.82933, Len: 10, Fitness_tra: 0
Rule 48: b24411772b, Class:  1, CF:0.953675, Len: 10, Fitness_tra: 0
Rule 49: 217bdfbb1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b4b1162277, Class:  1, CF:0.999822, Len: 10, Fitness_tra: 0
Rule 51: 47b28142b7, Class:  1, CF:0.742109, Len: 10, Fitness_tra: 0
Rule 52: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 717283414b, Class:  0, CF:0.90617, Len: 10, Fitness_tra: 0
Rule 54: 2bb2164172, Class:  1, CF:0.999867, Len: 10, Fitness_tra: 0
Rule 55: 2111c9b2b4, Class:  1, CF:0.425841, Len: 10, Fitness_tra: 0
Rule 56: 2422c97744, Class:  1, CF:0.829113, Len: 10, Fitness_tra: 0
Rule 57: 2222deb4b7, Class:  1, CF:0.908803, Len: 10, Fitness_tra: 0
Rule 58: b242c3b212, Class:  1, CF:0.993566, Len: 10, Fitness_tra: 0
Rule 59: 4224837472, Class:  0, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 60: 4c27114121, Class:  1, CF:0.949684, Len: 10, Fitness_tra: 0
Rule 61: 4221832424, Class:  1, CF:0.893291, Len: 10, Fitness_tra: 0
Rule 62: 7b27517b27, Class:  1, CF:0.916722, Len: 10, Fitness_tra: 0
Rule 63: 74b2534714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 44172eb2b2, Class:  1, CF:0.321183, Len: 10, Fitness_tra: 0
Rule 65: 7212d174b7, Class:  1, CF:0.85886, Len: 10, Fitness_tra: 0
Rule 66: 47722a4717, Class:  1, CF:0.999913, Len: 10, Fitness_tra: 0
Rule 67: b4428a44b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 73b45d41b7, Class:  1, CF:0.889919, Len: 10, Fitness_tra: 0
Rule 69: 2122817224, Class:  1, CF:0.968608, Len: 10, Fitness_tra: 0
Rule 70: 2b248f7b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b4b2267414, Class:  1, CF:0.999638, Len: 10, Fitness_tra: 0
Rule 72: 4c71292177, Class:  1, CF:0.20958, Len: 10, Fitness_tra: 0
Rule 73: 1d742eb2b4, Class:  1, CF:0.587222, Len: 10, Fitness_tra: 0
Rule 74: 12b24e7b1b, Class:  1, CF:0.314791, Len: 10, Fitness_tra: -1
Rule 75: b572c14121, Class:  1, CF:0.931651, Len: 10, Fitness_tra: 0
Rule 76: 27b7917271, Class:  1, CF:0.978965, Len: 10, Fitness_tra: 0
Rule 77: b144457b7b, Class:  1, CF:0.593954, Len: 10, Fitness_tra: 0
Rule 78: 217b5f424b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 722149741b, Class:  1, CF:0.879124, Len: 10, Fitness_tra: 0
Rule 80: 1247d1b44b, Class:  1, CF:0.911892, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 21418abb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000b0000, Class:  1, CF:0.705126, Len:  1, Fitness_tra: -111
Rule 84: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2174d1b7b2, Class:  1, CF:0.810017, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 23214517b2, Class:  1, CF:0.982299, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: bc7112217b, Class:  1, CF:0.892833, Len: 10, Fitness_tra: 0
Rule 92: 7712e1b4b7, Class:  1, CF:0.540391, Len: 10, Fitness_tra: 0
Rule 93: 1224831d42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b57223498e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2422195c4e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4c2283414b, Class:  0, CF:0.998801, Len: 10, Fitness_tra: 0
Rule 97: 4c71292177, Class:  1, CF:0.20958, Len:  0, Fitness_tra: 0
Rule 98: b00100714b, Class:  1, CF:0.911115, Len:  6, Fitness_tra: -247
Rule 99: b592517b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0711c57214, Class:  1, CF:0.721417, Len:  9, Fitness_tra: 5
------Current------
Miss_rate(tra)	:15.5533
------Result------
Miss_rate(tra)	:15.5533
Miss_rate(tst)	:13.1627
ARL				:9.68354

------Generation 10------
Rule  1: 0000080004, Class:  0, CF:0.40241, Len:  2, Fitness_tra: 3699
Rule  2: 411bce4141, Class:  0, CF:0.440109, Len: 10, Fitness_tra: 1
Rule  3: 0220557011, Class:  1, CF:0.906702, Len:  7, Fitness_tra: 101
Rule  4: 7b4b2911b1, Class:  0, CF:0.236754, Len: 10, Fitness_tra: 2
Rule  5: 71b72e2121, Class:  1, CF:0.846428, Len: 10, Fitness_tra: 17
Rule  6: 712b131474, Class:  1, CF:0.996098, Len: 10, Fitness_tra: 0
Rule  7: 1277232711, Class:  1, CF:0.972255, Len: 10, Fitness_tra: 0
Rule  8: b71113b277, Class:  1, CF:0.993629, Len: 10, Fitness_tra: 0
Rule  9: bb741314bb, Class:  1, CF:0.997021, Len: 10, Fitness_tra: 0
Rule 10: 722b232b42, Class:  1, CF:0.990845, Len: 10, Fitness_tra: 0
Rule 11: 227b192471, Class:  1, CF:0.962319, Len: 10, Fitness_tra: 1
Rule 12: 21411e1227, Class:  1, CF:0.995697, Len: 10, Fitness_tra: 0
Rule 13: 4227517111, Class:  1, CF:0.947758, Len: 10, Fitness_tra: 0
Rule 14: 1527232172, Class:  1, CF:0.985109, Len: 10, Fitness_tra: 0
Rule 15: 1bbb59b142, Class:  1, CF:0.823576, Len: 10, Fitness_tra: 0
Rule 16: 21471d4422, Class:  1, CF:0.959693, Len: 10, Fitness_tra: 0
Rule 17: be71214412, Class:  1, CF:0.995679, Len: 10, Fitness_tra: 0
Rule 18: 4177c31b72, Class:  0, CF:0.977866, Len: 10, Fitness_tra: 0
Rule 19: 187b8ebbb4, Class:  1, CF:0.402287, Len: 10, Fitness_tra: 0
Rule 20: 11b4f141b7, Class:  1, CF:0.889582, Len: 10, Fitness_tra: 0
Rule 21: 1242c11b17, Class:  0, CF:0.102381, Len: 10, Fitness_tra: 0
Rule 22: 137715b172, Class:  1, CF:0.582855, Len: 10, Fitness_tra: -16
Rule 23: 1224831471, Class:  0, CF:0.553134, Len: 10, Fitness_tra: 0
Rule 24: 42b42a21b2, Class:  1, CF:0.999318, Len: 10, Fitness_tra: 0
Rule 25: b42b2e41b2, Class:  1, CF:0.22941, Len: 10, Fitness_tra: 0
Rule 26: bb7b837441, Class:  0, CF:0.78375, Len: 10, Fitness_tra: 0
Rule 27: b42b234172, Class:  1, CF:0.975119, Len: 10, Fitness_tra: 0
Rule 28: 1b71114772, Class:  1, CF:0.974736, Len: 10, Fitness_tra: 0
Rule 29: 1242134222, Class:  1, CF:0.99907, Len: 10, Fitness_tra: 0
Rule 30: b14b8912b7, Class:  1, CF:0.313116, Len: 10, Fitness_tra: 0
Rule 31: bf7115714b, Class:  1, CF:0.906899, Len: 10, Fitness_tra: 0
Rule 32: 11bb3f2742, Class:  1, CF:0.998955, Len: 10, Fitness_tra: 0
Rule 33: 4d1b594747, Class:  1, CF:0.626487, Len: 10, Fitness_tra: 0
Rule 34: 7772117417, Class:  1, CF:0.939381, Len: 10, Fitness_tra: 0
Rule 35: b14bca1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 44115d44b2, Class:  1, CF:0.900414, Len: 10, Fitness_tra: 0
Rule 37: 72b2112b71, Class:  1, CF:0.945873, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 712283474b, Class:  0, CF:0.986143, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
